kpi_hourly_area_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_AREA-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,75.15,index,valid,synthetic_aam,24,0,67.64,11.11
AAM-KPI_HOURLY_AREA-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,79.94,index,valid,synthetic_aam,24,0,71.95,11.11
AAM-KPI_HOURLY_AREA-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,39.04,index,valid,synthetic_aam,24,0,35.14,11.11
AAM-KPI_HOURLY_AREA-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,16.24,index,valid,synthetic_aam,24,0,14.62,11.11
AAM-KPI_HOURLY_AREA-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,55.88,index,valid,synthetic_aam,24,0,50.29,11.11
AAM-KPI_HOURLY_AREA-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.64,index,valid,synthetic_aam,24,0,28.48,11.11
AAM-KPI_HOURLY_AREA-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,34.97,index,valid,synthetic_aam,24,0,31.47,11.11
AAM-KPI_HOURLY_AREA-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,26.42,index,valid,synthetic_aam,24,0,23.78,11.11
AAM-KPI_HOURLY_AREA-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,17.88,index,valid,synthetic_aam,24,0,16.09,11.11
AAM-KPI_HOURLY_AREA-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.25,index,valid,synthetic_aam,24,0,29.93,11.11
AAM-KPI_HOURLY_AREA-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,74.19,index,valid,synthetic_aam,24,0,66.77,11.11
AAM-KPI_HOURLY_AREA-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,31.44,index,valid,synthetic_aam,24,0,28.3,11.11
AAM-KPI_HOURLY_AREA-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,20.57,index,valid,synthetic_aam,24,0,18.51,11.11
AAM-KPI_HOURLY_AREA-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,53.91,index,valid,synthetic_aam,24,0,48.52,11.11
AAM-KPI_HOURLY_AREA-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,65.66,index,valid,synthetic_aam,24,0,59.09,11.11
AAM-KPI_HOURLY_AREA-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.41,index,valid,synthetic_aam,24,0,64.27,11.11
AAM-KPI_HOURLY_AREA-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,34.1,index,valid,synthetic_aam,24,0,30.69,11.11
AAM-KPI_HOURLY_AREA-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,66.34,index,valid,synthetic_aam,24,0,59.71,11.11
AAM-KPI_HOURLY_AREA-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,25.05,index,valid,synthetic_aam,24,0,22.55,11.11
AAM-KPI_HOURLY_AREA-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,33.77,index,valid,synthetic_aam,24,0,30.39,11.11
AAM-KPI_HOURLY_AREA-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,25.9,index,valid,synthetic_aam,24,0,23.31,11.11
AAM-KPI_HOURLY_AREA-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,75.22,index,valid,synthetic_aam,24,0,67.7,11.11
AAM-KPI_HOURLY_AREA-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,59.95,index,valid,synthetic_aam,24,0,53.96,11.11
AAM-KPI_HOURLY_AREA-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,50.98,index,valid,synthetic_aam,24,0,45.88,11.11
AAM-KPI_HOURLY_AREA-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,57.22,index,valid,synthetic_aam,24,0,51.5,11.11
AAM-KPI_HOURLY_AREA-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,51.33,index,valid,synthetic_aam,24,0,46.2,11.11
AAM-KPI_HOURLY_AREA-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,82.21,index,valid,synthetic_aam,24,0,73.99,11.11
AAM-KPI_HOURLY_AREA-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,50.64,index,valid,synthetic_aam,24,0,45.58,11.11
AAM-KPI_HOURLY_AREA-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.67,index,valid,synthetic_aam,24,0,15.0,11.11
AAM-KPI_HOURLY_AREA-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,22.73,index,valid,synthetic_aam,24,0,20.46,11.11
AAM-KPI_HOURLY_AREA-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,24.2,index,valid,synthetic_aam,24,0,21.78,11.11
AAM-KPI_HOURLY_AREA-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,71.78,index,valid,synthetic_aam,24,0,64.6,11.11
AAM-KPI_HOURLY_AREA-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,32.18,index,valid,synthetic_aam,24,0,28.96,11.11
AAM-KPI_HOURLY_AREA-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,15.94,index,valid,synthetic_aam,24,0,14.35,11.11
AAM-KPI_HOURLY_AREA-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,53.11,index,valid,synthetic_aam,24,0,47.8,11.11
AAM-KPI_HOURLY_AREA-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,19.42,index,valid,synthetic_aam,24,0,17.48,11.11
AAM-KPI_HOURLY_AREA-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,22.64,index,valid,synthetic_aam,24,0,20.38,11.11
AAM-KPI_HOURLY_AREA-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,47.9,index,valid,synthetic_aam,24,0,43.11,11.11
AAM-KPI_HOURLY_AREA-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.58,index,valid,synthetic_aam,24,0,65.32,11.11
AAM-KPI_HOURLY_AREA-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,36.7,index,valid,synthetic_aam,24,0,33.03,11.11
AAM-KPI_HOURLY_AREA-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,38.0,index,valid,synthetic_aam,24,0,34.2,11.11
AAM-KPI_HOURLY_AREA-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,53.17,index,valid,synthetic_aam,24,0,47.85,11.11
AAM-KPI_HOURLY_AREA-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,75.87,index,valid,synthetic_aam,24,0,68.28,11.11
AAM-KPI_HOURLY_AREA-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,70.63,index,valid,synthetic_aam,24,0,63.57,11.11
AAM-KPI_HOURLY_AREA-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,43.56,index,valid,synthetic_aam,24,0,39.2,11.11
AAM-KPI_HOURLY_AREA-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,61.21,index,valid,synthetic_aam,24,0,55.09,11.11
AAM-KPI_HOURLY_AREA-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,57.54,index,valid,synthetic_aam,24,0,51.79,11.11
AAM-KPI_HOURLY_AREA-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,16.0,index,valid,synthetic_aam,24,0,14.4,11.11
AAM-KPI_HOURLY_AREA-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,56.52,index,valid,synthetic_aam,24,0,50.87,11.11
AAM-KPI_HOURLY_AREA-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,59.12,index,valid,synthetic_aam,24,0,53.21,11.11
AAM-KPI_HOURLY_AREA-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,23.09,index,valid,synthetic_aam,24,0,20.78,11.11
AAM-KPI_HOURLY_AREA-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,51.04,index,valid,synthetic_aam,24,0,45.94,11.11
AAM-KPI_HOURLY_AREA-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,35.47,index,valid,synthetic_aam,24,0,31.92,11.11
AAM-KPI_HOURLY_AREA-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,55.89,index,valid,synthetic_aam,24,0,50.3,11.11
AAM-KPI_HOURLY_AREA-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,70.44,index,valid,synthetic_aam,24,0,63.4,11.11
AAM-KPI_HOURLY_AREA-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,69.35,index,valid,synthetic_aam,24,0,62.41,11.11
AAM-KPI_HOURLY_AREA-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,53.36,index,valid,synthetic_aam,24,0,48.02,11.11
AAM-KPI_HOURLY_AREA-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,73.71,index,valid,synthetic_aam,24,0,66.34,11.11
AAM-KPI_HOURLY_AREA-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,80.44,index,valid,synthetic_aam,24,0,72.4,11.11
AAM-KPI_HOURLY_AREA-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,58.34,index,valid,synthetic_aam,24,0,52.51,11.11
AAM-KPI_HOURLY_AREA-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,51.97,index,valid,synthetic_aam,24,0,46.77,11.11
AAM-KPI_HOURLY_AREA-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,54.81,index,valid,synthetic_aam,24,0,49.33,11.11
AAM-KPI_HOURLY_AREA-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,48.51,index,valid,synthetic_aam,24,0,43.66,11.11
AAM-KPI_HOURLY_AREA-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,71.37,index,valid,synthetic_aam,24,0,64.23,11.11
AAM-KPI_HOURLY_AREA-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,70.61,index,valid,synthetic_aam,24,0,63.55,11.11
AAM-KPI_HOURLY_AREA-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,73.95,index,valid,synthetic_aam,24,0,66.56,11.11
AAM-KPI_HOURLY_AREA-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,36.78,index,valid,synthetic_aam,24,0,33.1,11.11
AAM-KPI_HOURLY_AREA-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,83.7,index,valid,synthetic_aam,24,0,75.33,11.11
AAM-KPI_HOURLY_AREA-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,58.52,index,valid,synthetic_aam,24,0,52.67,11.11
AAM-KPI_HOURLY_AREA-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,48.0,index,valid,synthetic_aam,24,0,43.2,11.11
AAM-KPI_HOURLY_AREA-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,27.13,index,valid,synthetic_aam,24,0,24.42,11.11
AAM-KPI_HOURLY_AREA-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,48.87,index,valid,synthetic_aam,24,0,43.98,11.11
AAM-KPI_HOURLY_AREA-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,84.49,index,valid,synthetic_aam,24,0,76.04,11.11
AAM-KPI_HOURLY_AREA-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,15.54,index,valid,synthetic_aam,24,0,13.99,11.11
AAM-KPI_HOURLY_AREA-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,72.51,index,valid,synthetic_aam,24,0,65.26,11.11
AAM-KPI_HOURLY_AREA-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,68.9,index,valid,synthetic_aam,24,0,62.01,11.11
AAM-KPI_HOURLY_AREA-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,69.51,index,valid,synthetic_aam,24,0,62.56,11.11
AAM-KPI_HOURLY_AREA-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,38.74,index,valid,synthetic_aam,24,0,34.87,11.11
AAM-KPI_HOURLY_AREA-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,57.83,index,valid,synthetic_aam,24,0,52.05,11.11
AAM-KPI_HOURLY_AREA-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,42.65,index,valid,synthetic_aam,24,0,38.38,11.11
AAM-KPI_HOURLY_AREA-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,15.32,index,valid,synthetic_aam,24,0,13.79,11.11
AAM-KPI_HOURLY_AREA-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,23.9,index,valid,synthetic_aam,24,0,21.51,11.11
AAM-KPI_HOURLY_AREA-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,34.64,index,valid,synthetic_aam,24,0,31.18,11.11
AAM-KPI_HOURLY_AREA-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,64.59,index,valid,synthetic_aam,24,0,58.13,11.11
AAM-KPI_HOURLY_AREA-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,57.78,index,valid,synthetic_aam,24,0,52.0,11.11
AAM-KPI_HOURLY_AREA-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,53.86,index,valid,synthetic_aam,24,0,48.47,11.11
AAM-KPI_HOURLY_AREA-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,57.4,index,valid,synthetic_aam,24,0,51.66,11.11
AAM-KPI_HOURLY_AREA-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,63.46,index,valid,synthetic_aam,24,0,57.11,11.11
AAM-KPI_HOURLY_AREA-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,58.2,index,valid,synthetic_aam,24,0,52.38,11.11
AAM-KPI_HOURLY_AREA-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,57.18,index,valid,synthetic_aam,24,0,51.46,11.11
AAM-KPI_HOURLY_AREA-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,52.02,index,valid,synthetic_aam,24,0,46.82,11.11
AAM-KPI_HOURLY_AREA-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,77.22,index,valid,synthetic_aam,24,0,69.5,11.11
AAM-KPI_HOURLY_AREA-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,58.88,index,valid,synthetic_aam,24,0,52.99,11.11
AAM-KPI_HOURLY_AREA-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,66.89,index,valid,synthetic_aam,24,0,60.2,11.11
AAM-KPI_HOURLY_AREA-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,29.14,index,valid,synthetic_aam,24,0,26.23,11.11
AAM-KPI_HOURLY_AREA-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,22.16,index,valid,synthetic_aam,24,0,19.94,11.11
AAM-KPI_HOURLY_AREA-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,37.12,index,valid,synthetic_aam,24,0,33.41,11.11
AAM-KPI_HOURLY_AREA-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,51.34,index,valid,synthetic_aam,24,0,46.21,11.11
AAM-KPI_HOURLY_AREA-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,31.61,index,valid,synthetic_aam,24,0,28.45,11.11
AAM-KPI_HOURLY_AREA-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,77.57,index,valid,synthetic_aam,24,0,69.81,11.11
AAM-KPI_HOURLY_AREA-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,53.56,index,valid,synthetic_aam,24,0,48.2,11.11
AAM-KPI_HOURLY_AREA-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,64.8,index,valid,synthetic_aam,24,0,58.32,11.11
AAM-KPI_HOURLY_AREA-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,55.48,index,valid,synthetic_aam,24,0,49.93,11.11
AAM-KPI_HOURLY_AREA-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,43.97,index,valid,synthetic_aam,24,0,39.57,11.11
AAM-KPI_HOURLY_AREA-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,18.62,index,valid,synthetic_aam,24,0,16.76,11.11
AAM-KPI_HOURLY_AREA-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.1,index,valid,synthetic_aam,24,0,71.19,11.11
AAM-KPI_HOURLY_AREA-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,41.17,index,valid,synthetic_aam,24,0,37.05,11.11
AAM-KPI_HOURLY_AREA-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,60.02,index,valid,synthetic_aam,24,0,54.02,11.11
AAM-KPI_HOURLY_AREA-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,49.71,index,valid,synthetic_aam,24,0,44.74,11.11
AAM-KPI_HOURLY_AREA-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,18.24,index,valid,synthetic_aam,24,0,16.42,11.11
AAM-KPI_HOURLY_AREA-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,24.47,index,valid,synthetic_aam,24,0,22.02,11.11
AAM-KPI_HOURLY_AREA-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,42.76,index,valid,synthetic_aam,24,0,38.48,11.11
AAM-KPI_HOURLY_AREA-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,52.32,index,valid,synthetic_aam,24,0,47.09,11.11
AAM-KPI_HOURLY_AREA-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,67.87,index,valid,synthetic_aam,24,0,61.08,11.11
AAM-KPI_HOURLY_AREA-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,46.77,index,valid,synthetic_aam,24,0,42.09,11.11
AAM-KPI_HOURLY_AREA-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,60.44,index,valid,synthetic_aam,24,0,54.4,11.11
AAM-KPI_HOURLY_AREA-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,60.88,index,valid,synthetic_aam,24,0,54.79,11.11
