kpi_anomaly_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_ANOMALY_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.57,index,valid,synthetic_aam,24,0,14.91,11.11
AAM-KPI_ANOMALY_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,82.62,index,valid,synthetic_aam,24,0,74.36,11.11
AAM-KPI_ANOMALY_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,21.72,index,valid,synthetic_aam,24,0,19.55,11.11
AAM-KPI_ANOMALY_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,15.61,index,valid,synthetic_aam,24,0,14.05,11.11
AAM-KPI_ANOMALY_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,28.28,index,valid,synthetic_aam,24,0,25.45,11.11
AAM-KPI_ANOMALY_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.27,index,valid,synthetic_aam,24,0,70.44,11.11
AAM-KPI_ANOMALY_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,60.38,index,valid,synthetic_aam,24,0,54.34,11.11
AAM-KPI_ANOMALY_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,58.08,index,valid,synthetic_aam,24,0,52.27,11.11
AAM-KPI_ANOMALY_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,84.04,index,valid,synthetic_aam,24,0,75.64,11.11
AAM-KPI_ANOMALY_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,19.5,index,valid,synthetic_aam,24,0,17.55,11.11
AAM-KPI_ANOMALY_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,64.5,index,valid,synthetic_aam,24,0,58.05,11.11
AAM-KPI_ANOMALY_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,33.86,index,valid,synthetic_aam,24,0,30.47,11.11
AAM-KPI_ANOMALY_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,42.45,index,valid,synthetic_aam,24,0,38.21,11.11
AAM-KPI_ANOMALY_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,57.24,index,valid,synthetic_aam,24,0,51.52,11.11
AAM-KPI_ANOMALY_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,61.04,index,valid,synthetic_aam,24,0,54.94,11.11
AAM-KPI_ANOMALY_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,72.09,index,valid,synthetic_aam,24,0,64.88,11.11
AAM-KPI_ANOMALY_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,53.71,index,valid,synthetic_aam,24,0,48.34,11.11
AAM-KPI_ANOMALY_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,68.71,index,valid,synthetic_aam,24,0,61.84,11.11
AAM-KPI_ANOMALY_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,26.66,index,valid,synthetic_aam,24,0,23.99,11.11
AAM-KPI_ANOMALY_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,84.99,index,valid,synthetic_aam,24,0,76.49,11.11
AAM-KPI_ANOMALY_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,58.67,index,valid,synthetic_aam,24,0,52.8,11.11
AAM-KPI_ANOMALY_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,61.01,index,valid,synthetic_aam,24,0,54.91,11.11
AAM-KPI_ANOMALY_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,47.79,index,valid,synthetic_aam,24,0,43.01,11.11
AAM-KPI_ANOMALY_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,72.66,index,valid,synthetic_aam,24,0,65.39,11.11
AAM-KPI_ANOMALY_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,33.54,index,valid,synthetic_aam,24,0,30.19,11.11
AAM-KPI_ANOMALY_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,48.94,index,valid,synthetic_aam,24,0,44.05,11.11
AAM-KPI_ANOMALY_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,62.07,index,valid,synthetic_aam,24,0,55.86,11.11
AAM-KPI_ANOMALY_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,50.49,index,valid,synthetic_aam,24,0,45.44,11.11
AAM-KPI_ANOMALY_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,83.77,index,valid,synthetic_aam,24,0,75.39,11.11
AAM-KPI_ANOMALY_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,38.42,index,valid,synthetic_aam,24,0,34.58,11.11
AAM-KPI_ANOMALY_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,80.58,index,valid,synthetic_aam,24,0,72.52,11.11
AAM-KPI_ANOMALY_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,52.79,index,valid,synthetic_aam,24,0,47.51,11.11
AAM-KPI_ANOMALY_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.95,index,valid,synthetic_aam,24,0,35.06,11.11
AAM-KPI_ANOMALY_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,19.07,index,valid,synthetic_aam,24,0,17.16,11.11
AAM-KPI_ANOMALY_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,52.36,index,valid,synthetic_aam,24,0,47.12,11.11
AAM-KPI_ANOMALY_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,74.79,index,valid,synthetic_aam,24,0,67.31,11.11
AAM-KPI_ANOMALY_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,37.91,index,valid,synthetic_aam,24,0,34.12,11.11
AAM-KPI_ANOMALY_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,31.03,index,valid,synthetic_aam,24,0,27.93,11.11
AAM-KPI_ANOMALY_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,78.95,index,valid,synthetic_aam,24,0,71.06,11.11
AAM-KPI_ANOMALY_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,43.96,index,valid,synthetic_aam,24,0,39.56,11.11
AAM-KPI_ANOMALY_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,82.97,index,valid,synthetic_aam,24,0,74.67,11.11
AAM-KPI_ANOMALY_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,44.0,index,valid,synthetic_aam,24,0,39.6,11.11
AAM-KPI_ANOMALY_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,22.63,index,valid,synthetic_aam,24,0,20.37,11.11
AAM-KPI_ANOMALY_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,57.63,index,valid,synthetic_aam,24,0,51.87,11.11
AAM-KPI_ANOMALY_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,53.93,index,valid,synthetic_aam,24,0,48.54,11.11
AAM-KPI_ANOMALY_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,39.37,index,valid,synthetic_aam,24,0,35.43,11.11
AAM-KPI_ANOMALY_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,34.0,index,valid,synthetic_aam,24,0,30.6,11.11
AAM-KPI_ANOMALY_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,78.85,index,valid,synthetic_aam,24,0,70.97,11.11
AAM-KPI_ANOMALY_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,24.6,index,valid,synthetic_aam,24,0,22.14,11.11
AAM-KPI_ANOMALY_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,76.8,index,valid,synthetic_aam,24,0,69.12,11.11
AAM-KPI_ANOMALY_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,62.17,index,valid,synthetic_aam,24,0,55.95,11.11
AAM-KPI_ANOMALY_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,79.02,index,valid,synthetic_aam,24,0,71.12,11.11
AAM-KPI_ANOMALY_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,38.96,index,valid,synthetic_aam,24,0,35.06,11.11
AAM-KPI_ANOMALY_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,49.5,index,valid,synthetic_aam,24,0,44.55,11.11
AAM-KPI_ANOMALY_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,64.84,index,valid,synthetic_aam,24,0,58.36,11.11
AAM-KPI_ANOMALY_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,37.11,index,valid,synthetic_aam,24,0,33.4,11.11
AAM-KPI_ANOMALY_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,36.95,index,valid,synthetic_aam,24,0,33.26,11.11
AAM-KPI_ANOMALY_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,19.67,index,valid,synthetic_aam,24,0,17.7,11.11
AAM-KPI_ANOMALY_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,37.27,index,valid,synthetic_aam,24,0,33.54,11.11
AAM-KPI_ANOMALY_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,76.26,index,valid,synthetic_aam,24,0,68.63,11.11
AAM-KPI_ANOMALY_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,84.74,index,valid,synthetic_aam,24,0,76.27,11.11
AAM-KPI_ANOMALY_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,23.56,index,valid,synthetic_aam,24,0,21.2,11.11
AAM-KPI_ANOMALY_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,56.25,index,valid,synthetic_aam,24,0,50.62,11.11
AAM-KPI_ANOMALY_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,52.42,index,valid,synthetic_aam,24,0,47.18,11.11
AAM-KPI_ANOMALY_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,36.99,index,valid,synthetic_aam,24,0,33.29,11.11
AAM-KPI_ANOMALY_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,33.47,index,valid,synthetic_aam,24,0,30.12,11.11
AAM-KPI_ANOMALY_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,43.95,index,valid,synthetic_aam,24,0,39.56,11.11
AAM-KPI_ANOMALY_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,76.93,index,valid,synthetic_aam,24,0,69.24,11.11
AAM-KPI_ANOMALY_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,27.31,index,valid,synthetic_aam,24,0,24.58,11.11
AAM-KPI_ANOMALY_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,55.29,index,valid,synthetic_aam,24,0,49.76,11.11
AAM-KPI_ANOMALY_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,76.11,index,valid,synthetic_aam,24,0,68.5,11.11
AAM-KPI_ANOMALY_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,51.21,index,valid,synthetic_aam,24,0,46.09,11.11
AAM-KPI_ANOMALY_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,69.98,index,valid,synthetic_aam,24,0,62.98,11.11
AAM-KPI_ANOMALY_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,83.89,index,valid,synthetic_aam,24,0,75.5,11.11
AAM-KPI_ANOMALY_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,43.29,index,valid,synthetic_aam,24,0,38.96,11.11
AAM-KPI_ANOMALY_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,26.94,index,valid,synthetic_aam,24,0,24.25,11.11
AAM-KPI_ANOMALY_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,55.9,index,valid,synthetic_aam,24,0,50.31,11.11
AAM-KPI_ANOMALY_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,19.62,index,valid,synthetic_aam,24,0,17.66,11.11
AAM-KPI_ANOMALY_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,19.45,index,valid,synthetic_aam,24,0,17.5,11.11
AAM-KPI_ANOMALY_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,62.55,index,valid,synthetic_aam,24,0,56.3,11.11
AAM-KPI_ANOMALY_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,57.35,index,valid,synthetic_aam,24,0,51.62,11.11
AAM-KPI_ANOMALY_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,41.3,index,valid,synthetic_aam,24,0,37.17,11.11
AAM-KPI_ANOMALY_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,33.31,index,valid,synthetic_aam,24,0,29.98,11.11
AAM-KPI_ANOMALY_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,55.57,index,valid,synthetic_aam,24,0,50.01,11.11
AAM-KPI_ANOMALY_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,64.77,index,valid,synthetic_aam,24,0,58.29,11.11
AAM-KPI_ANOMALY_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,71.12,index,valid,synthetic_aam,24,0,64.01,11.11
AAM-KPI_ANOMALY_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,78.81,index,valid,synthetic_aam,24,0,70.93,11.11
AAM-KPI_ANOMALY_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,74.49,index,valid,synthetic_aam,24,0,67.04,11.11
AAM-KPI_ANOMALY_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,82.31,index,valid,synthetic_aam,24,0,74.08,11.11
AAM-KPI_ANOMALY_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,79.45,index,valid,synthetic_aam,24,0,71.51,11.11
AAM-KPI_ANOMALY_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,24.66,index,valid,synthetic_aam,24,0,22.19,11.11
AAM-KPI_ANOMALY_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,50.5,index,valid,synthetic_aam,24,0,45.45,11.11
AAM-KPI_ANOMALY_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,47.84,index,valid,synthetic_aam,24,0,43.06,11.11
AAM-KPI_ANOMALY_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,49.75,index,valid,synthetic_aam,24,0,44.77,11.11
AAM-KPI_ANOMALY_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,37.93,index,valid,synthetic_aam,24,0,34.14,11.11
AAM-KPI_ANOMALY_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,56.37,index,valid,synthetic_aam,24,0,50.73,11.11
AAM-KPI_ANOMALY_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,61.04,index,valid,synthetic_aam,24,0,54.94,11.11
AAM-KPI_ANOMALY_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,80.04,index,valid,synthetic_aam,24,0,72.04,11.11
AAM-KPI_ANOMALY_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,21.32,index,valid,synthetic_aam,24,0,19.19,11.11
AAM-KPI_ANOMALY_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,17.31,index,valid,synthetic_aam,24,0,15.58,11.11
AAM-KPI_ANOMALY_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,70.16,index,valid,synthetic_aam,24,0,63.14,11.11
AAM-KPI_ANOMALY_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,71.37,index,valid,synthetic_aam,24,0,64.23,11.11
AAM-KPI_ANOMALY_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,74.16,index,valid,synthetic_aam,24,0,66.74,11.11
AAM-KPI_ANOMALY_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,65.41,index,valid,synthetic_aam,24,0,58.87,11.11
AAM-KPI_ANOMALY_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,66.43,index,valid,synthetic_aam,24,0,59.79,11.11
AAM-KPI_ANOMALY_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,28.53,index,valid,synthetic_aam,24,0,25.68,11.11
AAM-KPI_ANOMALY_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,57.0,index,valid,synthetic_aam,24,0,51.3,11.11
AAM-KPI_ANOMALY_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,58.46,index,valid,synthetic_aam,24,0,52.61,11.11
AAM-KPI_ANOMALY_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,36.71,index,valid,synthetic_aam,24,0,33.04,11.11
AAM-KPI_ANOMALY_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,63.44,index,valid,synthetic_aam,24,0,57.1,11.11
AAM-KPI_ANOMALY_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,56.56,index,valid,synthetic_aam,24,0,50.9,11.11
AAM-KPI_ANOMALY_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,65.56,index,valid,synthetic_aam,24,0,59.0,11.11
AAM-KPI_ANOMALY_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,16.59,index,valid,synthetic_aam,24,0,14.93,11.11
AAM-KPI_ANOMALY_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,15.45,index,valid,synthetic_aam,24,0,13.9,11.11
AAM-KPI_ANOMALY_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,65.2,index,valid,synthetic_aam,24,0,58.68,11.11
AAM-KPI_ANOMALY_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,80.16,index,valid,synthetic_aam,24,0,72.14,11.11
AAM-KPI_ANOMALY_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,63.12,index,valid,synthetic_aam,24,0,56.81,11.11
AAM-KPI_ANOMALY_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,65.09,index,valid,synthetic_aam,24,0,58.58,11.11
AAM-KPI_ANOMALY_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,69.37,index,valid,synthetic_aam,24,0,62.43,11.11
AAM-KPI_ANOMALY_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,63.56,index,valid,synthetic_aam,24,0,57.2,11.11
AAM-KPI_ANOMALY_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,30.66,index,valid,synthetic_aam,24,0,27.59,11.11
AAM-KPI_ANOMALY_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,64.7,index,valid,synthetic_aam,24,0,58.23,11.11
AAM-KPI_ANOMALY_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,49.72,index,valid,synthetic_aam,24,0,44.75,11.11
AAM-KPI_ANOMALY_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,47.77,index,valid,synthetic_aam,24,0,42.99,11.11
AAM-KPI_ANOMALY_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,60.88,index,valid,synthetic_aam,24,0,54.79,11.11
AAM-KPI_ANOMALY_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,62.67,index,valid,synthetic_aam,24,0,56.4,11.11
AAM-KPI_ANOMALY_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,59.57,index,valid,synthetic_aam,24,0,53.61,11.11
AAM-KPI_ANOMALY_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,69.07,index,valid,synthetic_aam,24,0,62.16,11.11
