kpi_breach_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_BREACH_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,75.92,index,valid,synthetic_aam,24,0,68.33,11.11
AAM-KPI_BREACH_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,53.08,index,valid,synthetic_aam,24,0,47.77,11.11
AAM-KPI_BREACH_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,16.18,index,valid,synthetic_aam,24,0,14.56,11.11
AAM-KPI_BREACH_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,66.61,index,valid,synthetic_aam,24,0,59.95,11.11
AAM-KPI_BREACH_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,15.18,index,valid,synthetic_aam,24,0,13.66,11.11
AAM-KPI_BREACH_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,57.55,index,valid,synthetic_aam,24,0,51.8,11.11
AAM-KPI_BREACH_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,47.09,index,valid,synthetic_aam,24,0,42.38,11.11
AAM-KPI_BREACH_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,23.61,index,valid,synthetic_aam,24,0,21.25,11.11
AAM-KPI_BREACH_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,16.71,index,valid,synthetic_aam,24,0,15.04,11.11
AAM-KPI_BREACH_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,27.56,index,valid,synthetic_aam,24,0,24.8,11.11
AAM-KPI_BREACH_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,62.72,index,valid,synthetic_aam,24,0,56.45,11.11
AAM-KPI_BREACH_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,25.5,index,valid,synthetic_aam,24,0,22.95,11.11
AAM-KPI_BREACH_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,41.09,index,valid,synthetic_aam,24,0,36.98,11.11
AAM-KPI_BREACH_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,39.96,index,valid,synthetic_aam,24,0,35.96,11.11
AAM-KPI_BREACH_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,56.81,index,valid,synthetic_aam,24,0,51.13,11.11
AAM-KPI_BREACH_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,24.62,index,valid,synthetic_aam,24,0,22.16,11.11
AAM-KPI_BREACH_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,26.26,index,valid,synthetic_aam,24,0,23.63,11.11
AAM-KPI_BREACH_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,35.99,index,valid,synthetic_aam,24,0,32.39,11.11
AAM-KPI_BREACH_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,25.81,index,valid,synthetic_aam,24,0,23.23,11.11
AAM-KPI_BREACH_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,40.59,index,valid,synthetic_aam,24,0,36.53,11.11
AAM-KPI_BREACH_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,54.32,index,valid,synthetic_aam,24,0,48.89,11.11
AAM-KPI_BREACH_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.3,index,valid,synthetic_aam,24,0,37.17,11.11
AAM-KPI_BREACH_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,59.37,index,valid,synthetic_aam,24,0,53.43,11.11
AAM-KPI_BREACH_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,26.85,index,valid,synthetic_aam,24,0,24.17,11.11
AAM-KPI_BREACH_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,60.53,index,valid,synthetic_aam,24,0,54.48,11.11
AAM-KPI_BREACH_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,84.0,index,valid,synthetic_aam,24,0,75.6,11.11
AAM-KPI_BREACH_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,26.87,index,valid,synthetic_aam,24,0,24.18,11.11
AAM-KPI_BREACH_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,73.47,index,valid,synthetic_aam,24,0,66.12,11.11
AAM-KPI_BREACH_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,81.67,index,valid,synthetic_aam,24,0,73.5,11.11
AAM-KPI_BREACH_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,25.02,index,valid,synthetic_aam,24,0,22.52,11.11
AAM-KPI_BREACH_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,58.09,index,valid,synthetic_aam,24,0,52.28,11.11
AAM-KPI_BREACH_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,84.68,index,valid,synthetic_aam,24,0,76.21,11.11
AAM-KPI_BREACH_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.04,index,valid,synthetic_aam,24,0,14.44,11.11
AAM-KPI_BREACH_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,32.33,index,valid,synthetic_aam,24,0,29.1,11.11
AAM-KPI_BREACH_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,18.08,index,valid,synthetic_aam,24,0,16.27,11.11
AAM-KPI_BREACH_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,50.13,index,valid,synthetic_aam,24,0,45.12,11.11
AAM-KPI_BREACH_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,24.84,index,valid,synthetic_aam,24,0,22.36,11.11
AAM-KPI_BREACH_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,31.56,index,valid,synthetic_aam,24,0,28.4,11.11
AAM-KPI_BREACH_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,70.73,index,valid,synthetic_aam,24,0,63.66,11.11
AAM-KPI_BREACH_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,80.13,index,valid,synthetic_aam,24,0,72.12,11.11
AAM-KPI_BREACH_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.06,index,valid,synthetic_aam,24,0,54.95,11.11
AAM-KPI_BREACH_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,21.54,index,valid,synthetic_aam,24,0,19.39,11.11
AAM-KPI_BREACH_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,53.82,index,valid,synthetic_aam,24,0,48.44,11.11
AAM-KPI_BREACH_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,56.98,index,valid,synthetic_aam,24,0,51.28,11.11
AAM-KPI_BREACH_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,63.89,index,valid,synthetic_aam,24,0,57.5,11.11
AAM-KPI_BREACH_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,30.5,index,valid,synthetic_aam,24,0,27.45,11.11
AAM-KPI_BREACH_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,63.06,index,valid,synthetic_aam,24,0,56.75,11.11
AAM-KPI_BREACH_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,55.1,index,valid,synthetic_aam,24,0,49.59,11.11
AAM-KPI_BREACH_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,59.26,index,valid,synthetic_aam,24,0,53.33,11.11
AAM-KPI_BREACH_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,57.69,index,valid,synthetic_aam,24,0,51.92,11.11
AAM-KPI_BREACH_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,57.92,index,valid,synthetic_aam,24,0,52.13,11.11
AAM-KPI_BREACH_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,32.86,index,valid,synthetic_aam,24,0,29.57,11.11
AAM-KPI_BREACH_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,27.61,index,valid,synthetic_aam,24,0,24.85,11.11
AAM-KPI_BREACH_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,63.31,index,valid,synthetic_aam,24,0,56.98,11.11
AAM-KPI_BREACH_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,26.44,index,valid,synthetic_aam,24,0,23.8,11.11
AAM-KPI_BREACH_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,41.17,index,valid,synthetic_aam,24,0,37.05,11.11
AAM-KPI_BREACH_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,70.93,index,valid,synthetic_aam,24,0,63.84,11.11
AAM-KPI_BREACH_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,18.12,index,valid,synthetic_aam,24,0,16.31,11.11
AAM-KPI_BREACH_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,61.11,index,valid,synthetic_aam,24,0,55.0,11.11
AAM-KPI_BREACH_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,71.98,index,valid,synthetic_aam,24,0,64.78,11.11
AAM-KPI_BREACH_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,40.41,index,valid,synthetic_aam,24,0,36.37,11.11
AAM-KPI_BREACH_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,64.34,index,valid,synthetic_aam,24,0,57.91,11.11
AAM-KPI_BREACH_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,49.92,index,valid,synthetic_aam,24,0,44.93,11.11
AAM-KPI_BREACH_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,41.37,index,valid,synthetic_aam,24,0,37.23,11.11
AAM-KPI_BREACH_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,21.88,index,valid,synthetic_aam,24,0,19.69,11.11
AAM-KPI_BREACH_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,44.12,index,valid,synthetic_aam,24,0,39.71,11.11
AAM-KPI_BREACH_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,61.09,index,valid,synthetic_aam,24,0,54.98,11.11
AAM-KPI_BREACH_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,51.36,index,valid,synthetic_aam,24,0,46.22,11.11
AAM-KPI_BREACH_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,71.6,index,valid,synthetic_aam,24,0,64.44,11.11
AAM-KPI_BREACH_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,59.89,index,valid,synthetic_aam,24,0,53.9,11.11
AAM-KPI_BREACH_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,77.23,index,valid,synthetic_aam,24,0,69.51,11.11
AAM-KPI_BREACH_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,39.19,index,valid,synthetic_aam,24,0,35.27,11.11
AAM-KPI_BREACH_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,23.53,index,valid,synthetic_aam,24,0,21.18,11.11
AAM-KPI_BREACH_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,75.4,index,valid,synthetic_aam,24,0,67.86,11.11
AAM-KPI_BREACH_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,15.8,index,valid,synthetic_aam,24,0,14.22,11.11
AAM-KPI_BREACH_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,35.5,index,valid,synthetic_aam,24,0,31.95,11.11
AAM-KPI_BREACH_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,31.85,index,valid,synthetic_aam,24,0,28.67,11.11
AAM-KPI_BREACH_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,31.53,index,valid,synthetic_aam,24,0,28.38,11.11
AAM-KPI_BREACH_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,67.89,index,valid,synthetic_aam,24,0,61.1,11.11
AAM-KPI_BREACH_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,27.42,index,valid,synthetic_aam,24,0,24.68,11.11
AAM-KPI_BREACH_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,48.26,index,valid,synthetic_aam,24,0,43.43,11.11
AAM-KPI_BREACH_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,29.81,index,valid,synthetic_aam,24,0,26.83,11.11
AAM-KPI_BREACH_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,66.79,index,valid,synthetic_aam,24,0,60.11,11.11
AAM-KPI_BREACH_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,42.21,index,valid,synthetic_aam,24,0,37.99,11.11
AAM-KPI_BREACH_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,76.74,index,valid,synthetic_aam,24,0,69.07,11.11
AAM-KPI_BREACH_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,65.18,index,valid,synthetic_aam,24,0,58.66,11.11
AAM-KPI_BREACH_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,62.73,index,valid,synthetic_aam,24,0,56.46,11.11
AAM-KPI_BREACH_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,64.1,index,valid,synthetic_aam,24,0,57.69,11.11
AAM-KPI_BREACH_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,30.14,index,valid,synthetic_aam,24,0,27.13,11.11
AAM-KPI_BREACH_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,38.1,index,valid,synthetic_aam,24,0,34.29,11.11
AAM-KPI_BREACH_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,74.1,index,valid,synthetic_aam,24,0,66.69,11.11
AAM-KPI_BREACH_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,15.21,index,valid,synthetic_aam,24,0,13.69,11.11
AAM-KPI_BREACH_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,38.57,index,valid,synthetic_aam,24,0,34.71,11.11
AAM-KPI_BREACH_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,33.02,index,valid,synthetic_aam,24,0,29.72,11.11
AAM-KPI_BREACH_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,43.46,index,valid,synthetic_aam,24,0,39.11,11.11
AAM-KPI_BREACH_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,71.96,index,valid,synthetic_aam,24,0,64.76,11.11
AAM-KPI_BREACH_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,79.84,index,valid,synthetic_aam,24,0,71.86,11.11
AAM-KPI_BREACH_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,40.79,index,valid,synthetic_aam,24,0,36.71,11.11
AAM-KPI_BREACH_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,72.78,index,valid,synthetic_aam,24,0,65.5,11.11
AAM-KPI_BREACH_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,68.13,index,valid,synthetic_aam,24,0,61.32,11.11
AAM-KPI_BREACH_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,54.17,index,valid,synthetic_aam,24,0,48.75,11.11
AAM-KPI_BREACH_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,84.24,index,valid,synthetic_aam,24,0,75.82,11.11
AAM-KPI_BREACH_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,79.29,index,valid,synthetic_aam,24,0,71.36,11.11
AAM-KPI_BREACH_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,34.16,index,valid,synthetic_aam,24,0,30.74,11.11
AAM-KPI_BREACH_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,69.9,index,valid,synthetic_aam,24,0,62.91,11.11
AAM-KPI_BREACH_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,69.74,index,valid,synthetic_aam,24,0,62.77,11.11
AAM-KPI_BREACH_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,28.89,index,valid,synthetic_aam,24,0,26.0,11.11
AAM-KPI_BREACH_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,53.5,index,valid,synthetic_aam,24,0,48.15,11.11
AAM-KPI_BREACH_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,67.12,index,valid,synthetic_aam,24,0,60.41,11.11
AAM-KPI_BREACH_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.09,index,valid,synthetic_aam,24,0,71.18,11.11
AAM-KPI_BREACH_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,69.63,index,valid,synthetic_aam,24,0,62.67,11.11
AAM-KPI_BREACH_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,61.62,index,valid,synthetic_aam,24,0,55.46,11.11
AAM-KPI_BREACH_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,32.1,index,valid,synthetic_aam,24,0,28.89,11.11
AAM-KPI_BREACH_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,67.65,index,valid,synthetic_aam,24,0,60.89,11.11
AAM-KPI_BREACH_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,22.72,index,valid,synthetic_aam,24,0,20.45,11.11
AAM-KPI_BREACH_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,31.95,index,valid,synthetic_aam,24,0,28.75,11.11
AAM-KPI_BREACH_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,41.9,index,valid,synthetic_aam,24,0,37.71,11.11
AAM-KPI_BREACH_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,51.6,index,valid,synthetic_aam,24,0,46.44,11.11
AAM-KPI_BREACH_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,21.23,index,valid,synthetic_aam,24,0,19.11,11.11
AAM-KPI_BREACH_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,41.15,index,valid,synthetic_aam,24,0,37.03,11.11
AAM-KPI_BREACH_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,22.28,index,valid,synthetic_aam,24,0,20.05,11.11
