kpi_hourly_network_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_NETWORK-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.55,index,valid,synthetic_aam,24,0,49.99,11.11
AAM-KPI_HOURLY_NETWORK-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,55.05,index,valid,synthetic_aam,24,0,49.55,11.11
AAM-KPI_HOURLY_NETWORK-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,84.99,index,valid,synthetic_aam,24,0,76.49,11.11
AAM-KPI_HOURLY_NETWORK-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.93,index,valid,synthetic_aam,24,0,33.24,11.11
AAM-KPI_HOURLY_NETWORK-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,67.59,index,valid,synthetic_aam,24,0,60.83,11.11
AAM-KPI_HOURLY_NETWORK-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,70.64,index,valid,synthetic_aam,24,0,63.58,11.11
AAM-KPI_HOURLY_NETWORK-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,78.9,index,valid,synthetic_aam,24,0,71.01,11.11
AAM-KPI_HOURLY_NETWORK-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,81.03,index,valid,synthetic_aam,24,0,72.93,11.11
AAM-KPI_HOURLY_NETWORK-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,79.46,index,valid,synthetic_aam,24,0,71.51,11.11
AAM-KPI_HOURLY_NETWORK-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,67.02,index,valid,synthetic_aam,24,0,60.32,11.11
AAM-KPI_HOURLY_NETWORK-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,43.59,index,valid,synthetic_aam,24,0,39.23,11.11
AAM-KPI_HOURLY_NETWORK-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,41.43,index,valid,synthetic_aam,24,0,37.29,11.11
AAM-KPI_HOURLY_NETWORK-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,50.6,index,valid,synthetic_aam,24,0,45.54,11.11
AAM-KPI_HOURLY_NETWORK-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,22.94,index,valid,synthetic_aam,24,0,20.65,11.11
AAM-KPI_HOURLY_NETWORK-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,78.57,index,valid,synthetic_aam,24,0,70.71,11.11
AAM-KPI_HOURLY_NETWORK-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,69.5,index,valid,synthetic_aam,24,0,62.55,11.11
AAM-KPI_HOURLY_NETWORK-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,62.85,index,valid,synthetic_aam,24,0,56.57,11.11
AAM-KPI_HOURLY_NETWORK-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,84.7,index,valid,synthetic_aam,24,0,76.23,11.11
AAM-KPI_HOURLY_NETWORK-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,39.02,index,valid,synthetic_aam,24,0,35.12,11.11
AAM-KPI_HOURLY_NETWORK-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,45.71,index,valid,synthetic_aam,24,0,41.14,11.11
AAM-KPI_HOURLY_NETWORK-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,42.11,index,valid,synthetic_aam,24,0,37.9,11.11
AAM-KPI_HOURLY_NETWORK-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,46.82,index,valid,synthetic_aam,24,0,42.14,11.11
AAM-KPI_HOURLY_NETWORK-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,54.07,index,valid,synthetic_aam,24,0,48.66,11.11
AAM-KPI_HOURLY_NETWORK-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,69.55,index,valid,synthetic_aam,24,0,62.59,11.11
AAM-KPI_HOURLY_NETWORK-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,39.9,index,valid,synthetic_aam,24,0,35.91,11.11
AAM-KPI_HOURLY_NETWORK-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,49.64,index,valid,synthetic_aam,24,0,44.68,11.11
AAM-KPI_HOURLY_NETWORK-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,32.94,index,valid,synthetic_aam,24,0,29.65,11.11
AAM-KPI_HOURLY_NETWORK-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,29.58,index,valid,synthetic_aam,24,0,26.62,11.11
AAM-KPI_HOURLY_NETWORK-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.23,index,valid,synthetic_aam,24,0,74.91,11.11
AAM-KPI_HOURLY_NETWORK-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,46.2,index,valid,synthetic_aam,24,0,41.58,11.11
AAM-KPI_HOURLY_NETWORK-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,32.03,index,valid,synthetic_aam,24,0,28.83,11.11
AAM-KPI_HOURLY_NETWORK-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,44.81,index,valid,synthetic_aam,24,0,40.33,11.11
AAM-KPI_HOURLY_NETWORK-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,73.54,index,valid,synthetic_aam,24,0,66.19,11.11
AAM-KPI_HOURLY_NETWORK-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,34.16,index,valid,synthetic_aam,24,0,30.74,11.11
AAM-KPI_HOURLY_NETWORK-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,64.92,index,valid,synthetic_aam,24,0,58.43,11.11
AAM-KPI_HOURLY_NETWORK-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,26.28,index,valid,synthetic_aam,24,0,23.65,11.11
AAM-KPI_HOURLY_NETWORK-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,31.47,index,valid,synthetic_aam,24,0,28.32,11.11
AAM-KPI_HOURLY_NETWORK-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,26.26,index,valid,synthetic_aam,24,0,23.63,11.11
AAM-KPI_HOURLY_NETWORK-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.24,index,valid,synthetic_aam,24,0,18.22,11.11
AAM-KPI_HOURLY_NETWORK-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,77.82,index,valid,synthetic_aam,24,0,70.04,11.11
AAM-KPI_HOURLY_NETWORK-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,47.22,index,valid,synthetic_aam,24,0,42.5,11.11
AAM-KPI_HOURLY_NETWORK-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,83.66,index,valid,synthetic_aam,24,0,75.29,11.11
AAM-KPI_HOURLY_NETWORK-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,83.13,index,valid,synthetic_aam,24,0,74.82,11.11
AAM-KPI_HOURLY_NETWORK-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,64.82,index,valid,synthetic_aam,24,0,58.34,11.11
AAM-KPI_HOURLY_NETWORK-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,71.38,index,valid,synthetic_aam,24,0,64.24,11.11
AAM-KPI_HOURLY_NETWORK-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,31.54,index,valid,synthetic_aam,24,0,28.39,11.11
AAM-KPI_HOURLY_NETWORK-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,76.65,index,valid,synthetic_aam,24,0,68.99,11.11
AAM-KPI_HOURLY_NETWORK-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,78.31,index,valid,synthetic_aam,24,0,70.48,11.11
AAM-KPI_HOURLY_NETWORK-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,79.92,index,valid,synthetic_aam,24,0,71.93,11.11
AAM-KPI_HOURLY_NETWORK-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.39,index,valid,synthetic_aam,24,0,45.35,11.11
AAM-KPI_HOURLY_NETWORK-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,29.14,index,valid,synthetic_aam,24,0,26.23,11.11
AAM-KPI_HOURLY_NETWORK-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,55.57,index,valid,synthetic_aam,24,0,50.01,11.11
AAM-KPI_HOURLY_NETWORK-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,76.92,index,valid,synthetic_aam,24,0,69.23,11.11
AAM-KPI_HOURLY_NETWORK-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,69.64,index,valid,synthetic_aam,24,0,62.68,11.11
AAM-KPI_HOURLY_NETWORK-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,82.36,index,valid,synthetic_aam,24,0,74.12,11.11
AAM-KPI_HOURLY_NETWORK-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,28.15,index,valid,synthetic_aam,24,0,25.34,11.11
AAM-KPI_HOURLY_NETWORK-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,22.79,index,valid,synthetic_aam,24,0,20.51,11.11
AAM-KPI_HOURLY_NETWORK-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,65.58,index,valid,synthetic_aam,24,0,59.02,11.11
AAM-KPI_HOURLY_NETWORK-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,52.18,index,valid,synthetic_aam,24,0,46.96,11.11
AAM-KPI_HOURLY_NETWORK-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,55.49,index,valid,synthetic_aam,24,0,49.94,11.11
AAM-KPI_HOURLY_NETWORK-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,52.24,index,valid,synthetic_aam,24,0,47.02,11.11
AAM-KPI_HOURLY_NETWORK-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,53.42,index,valid,synthetic_aam,24,0,48.08,11.11
AAM-KPI_HOURLY_NETWORK-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,80.8,index,valid,synthetic_aam,24,0,72.72,11.11
AAM-KPI_HOURLY_NETWORK-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,35.47,index,valid,synthetic_aam,24,0,31.92,11.11
AAM-KPI_HOURLY_NETWORK-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,24.68,index,valid,synthetic_aam,24,0,22.21,11.11
AAM-KPI_HOURLY_NETWORK-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,47.5,index,valid,synthetic_aam,24,0,42.75,11.11
AAM-KPI_HOURLY_NETWORK-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,35.28,index,valid,synthetic_aam,24,0,31.75,11.11
AAM-KPI_HOURLY_NETWORK-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,38.81,index,valid,synthetic_aam,24,0,34.93,11.11
AAM-KPI_HOURLY_NETWORK-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,34.22,index,valid,synthetic_aam,24,0,30.8,11.11
AAM-KPI_HOURLY_NETWORK-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,69.94,index,valid,synthetic_aam,24,0,62.95,11.11
AAM-KPI_HOURLY_NETWORK-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,30.22,index,valid,synthetic_aam,24,0,27.2,11.11
AAM-KPI_HOURLY_NETWORK-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,21.75,index,valid,synthetic_aam,24,0,19.57,11.11
AAM-KPI_HOURLY_NETWORK-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,43.11,index,valid,synthetic_aam,24,0,38.8,11.11
AAM-KPI_HOURLY_NETWORK-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,68.89,index,valid,synthetic_aam,24,0,62.0,11.11
AAM-KPI_HOURLY_NETWORK-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,47.95,index,valid,synthetic_aam,24,0,43.16,11.11
AAM-KPI_HOURLY_NETWORK-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,29.04,index,valid,synthetic_aam,24,0,26.14,11.11
AAM-KPI_HOURLY_NETWORK-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,39.43,index,valid,synthetic_aam,24,0,35.49,11.11
AAM-KPI_HOURLY_NETWORK-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,65.24,index,valid,synthetic_aam,24,0,58.72,11.11
AAM-KPI_HOURLY_NETWORK-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,55.21,index,valid,synthetic_aam,24,0,49.69,11.11
AAM-KPI_HOURLY_NETWORK-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,33.13,index,valid,synthetic_aam,24,0,29.82,11.11
AAM-KPI_HOURLY_NETWORK-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,64.27,index,valid,synthetic_aam,24,0,57.84,11.11
AAM-KPI_HOURLY_NETWORK-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,67.71,index,valid,synthetic_aam,24,0,60.94,11.11
AAM-KPI_HOURLY_NETWORK-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,30.01,index,valid,synthetic_aam,24,0,27.01,11.11
AAM-KPI_HOURLY_NETWORK-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,55.13,index,valid,synthetic_aam,24,0,49.62,11.11
AAM-KPI_HOURLY_NETWORK-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,72.08,index,valid,synthetic_aam,24,0,64.87,11.11
AAM-KPI_HOURLY_NETWORK-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,47.2,index,valid,synthetic_aam,24,0,42.48,11.11
AAM-KPI_HOURLY_NETWORK-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,64.98,index,valid,synthetic_aam,24,0,58.48,11.11
AAM-KPI_HOURLY_NETWORK-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,80.24,index,valid,synthetic_aam,24,0,72.22,11.11
AAM-KPI_HOURLY_NETWORK-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,35.94,index,valid,synthetic_aam,24,0,32.35,11.11
AAM-KPI_HOURLY_NETWORK-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,45.11,index,valid,synthetic_aam,24,0,40.6,11.11
AAM-KPI_HOURLY_NETWORK-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,63.91,index,valid,synthetic_aam,24,0,57.52,11.11
AAM-KPI_HOURLY_NETWORK-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,16.73,index,valid,synthetic_aam,24,0,15.06,11.11
AAM-KPI_HOURLY_NETWORK-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,56.44,index,valid,synthetic_aam,24,0,50.8,11.11
AAM-KPI_HOURLY_NETWORK-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,22.77,index,valid,synthetic_aam,24,0,20.49,11.11
AAM-KPI_HOURLY_NETWORK-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,70.01,index,valid,synthetic_aam,24,0,63.01,11.11
AAM-KPI_HOURLY_NETWORK-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,41.87,index,valid,synthetic_aam,24,0,37.68,11.11
AAM-KPI_HOURLY_NETWORK-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,26.49,index,valid,synthetic_aam,24,0,23.84,11.11
AAM-KPI_HOURLY_NETWORK-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,32.47,index,valid,synthetic_aam,24,0,29.22,11.11
AAM-KPI_HOURLY_NETWORK-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,40.36,index,valid,synthetic_aam,24,0,36.32,11.11
AAM-KPI_HOURLY_NETWORK-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,22.52,index,valid,synthetic_aam,24,0,20.27,11.11
AAM-KPI_HOURLY_NETWORK-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,83.75,index,valid,synthetic_aam,24,0,75.38,11.11
AAM-KPI_HOURLY_NETWORK-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,68.89,index,valid,synthetic_aam,24,0,62.0,11.11
AAM-KPI_HOURLY_NETWORK-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,71.57,index,valid,synthetic_aam,24,0,64.41,11.11
AAM-KPI_HOURLY_NETWORK-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,54.78,index,valid,synthetic_aam,24,0,49.3,11.11
AAM-KPI_HOURLY_NETWORK-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,37.95,index,valid,synthetic_aam,24,0,34.16,11.11
AAM-KPI_HOURLY_NETWORK-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,36.31,index,valid,synthetic_aam,24,0,32.68,11.11
AAM-KPI_HOURLY_NETWORK-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,46.9,index,valid,synthetic_aam,24,0,42.21,11.11
AAM-KPI_HOURLY_NETWORK-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,27.79,index,valid,synthetic_aam,24,0,25.01,11.11
AAM-KPI_HOURLY_NETWORK-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,56.52,index,valid,synthetic_aam,24,0,50.87,11.11
AAM-KPI_HOURLY_NETWORK-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,52.06,index,valid,synthetic_aam,24,0,46.85,11.11
AAM-KPI_HOURLY_NETWORK-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,39.99,index,valid,synthetic_aam,24,0,35.99,11.11
AAM-KPI_HOURLY_NETWORK-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,23.38,index,valid,synthetic_aam,24,0,21.04,11.11
AAM-KPI_HOURLY_NETWORK-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,29.44,index,valid,synthetic_aam,24,0,26.5,11.11
AAM-KPI_HOURLY_NETWORK-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,48.97,index,valid,synthetic_aam,24,0,44.07,11.11
AAM-KPI_HOURLY_NETWORK-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,70.34,index,valid,synthetic_aam,24,0,63.31,11.11
AAM-KPI_HOURLY_NETWORK-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,53.97,index,valid,synthetic_aam,24,0,48.57,11.11
AAM-KPI_HOURLY_NETWORK-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,29.14,index,valid,synthetic_aam,24,0,26.23,11.11
AAM-KPI_HOURLY_NETWORK-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,43.41,index,valid,synthetic_aam,24,0,39.07,11.11
AAM-KPI_HOURLY_NETWORK-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,53.71,index,valid,synthetic_aam,24,0,48.34,11.11
AAM-KPI_HOURLY_NETWORK-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,27.57,index,valid,synthetic_aam,24,0,24.81,11.11
AAM-KPI_HOURLY_NETWORK-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.62,index,valid,synthetic_aam,24,0,30.26,11.11
AAM-KPI_HOURLY_NETWORK-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,54.47,index,valid,synthetic_aam,24,0,49.02,11.11
AAM-KPI_HOURLY_NETWORK-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,26.98,index,valid,synthetic_aam,24,0,24.28,11.11
AAM-KPI_HOURLY_NETWORK-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,44.19,index,valid,synthetic_aam,24,0,39.77,11.11
AAM-KPI_HOURLY_NETWORK-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,76.75,index,valid,synthetic_aam,24,0,69.08,11.11
