kpi_hourly_province_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_PROVINCE-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.77,index,valid,synthetic_aam,24,0,15.09,11.11
AAM-KPI_HOURLY_PROVINCE-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,47.89,index,valid,synthetic_aam,24,0,43.1,11.11
AAM-KPI_HOURLY_PROVINCE-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,33.89,index,valid,synthetic_aam,24,0,30.5,11.11
AAM-KPI_HOURLY_PROVINCE-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,29.13,index,valid,synthetic_aam,24,0,26.22,11.11
AAM-KPI_HOURLY_PROVINCE-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,49.69,index,valid,synthetic_aam,24,0,44.72,11.11
AAM-KPI_HOURLY_PROVINCE-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,71.17,index,valid,synthetic_aam,24,0,64.05,11.11
AAM-KPI_HOURLY_PROVINCE-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,28.68,index,valid,synthetic_aam,24,0,25.81,11.11
AAM-KPI_HOURLY_PROVINCE-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,81.91,index,valid,synthetic_aam,24,0,73.72,11.11
AAM-KPI_HOURLY_PROVINCE-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,66.57,index,valid,synthetic_aam,24,0,59.91,11.11
AAM-KPI_HOURLY_PROVINCE-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,71.63,index,valid,synthetic_aam,24,0,64.47,11.11
AAM-KPI_HOURLY_PROVINCE-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,64.49,index,valid,synthetic_aam,24,0,58.04,11.11
AAM-KPI_HOURLY_PROVINCE-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,84.62,index,valid,synthetic_aam,24,0,76.16,11.11
AAM-KPI_HOURLY_PROVINCE-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,15.62,index,valid,synthetic_aam,24,0,14.06,11.11
AAM-KPI_HOURLY_PROVINCE-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,66.53,index,valid,synthetic_aam,24,0,59.88,11.11
AAM-KPI_HOURLY_PROVINCE-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,56.47,index,valid,synthetic_aam,24,0,50.82,11.11
AAM-KPI_HOURLY_PROVINCE-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,75.88,index,valid,synthetic_aam,24,0,68.29,11.11
AAM-KPI_HOURLY_PROVINCE-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,54.62,index,valid,synthetic_aam,24,0,49.16,11.11
AAM-KPI_HOURLY_PROVINCE-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,17.81,index,valid,synthetic_aam,24,0,16.03,11.11
AAM-KPI_HOURLY_PROVINCE-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,28.2,index,valid,synthetic_aam,24,0,25.38,11.11
AAM-KPI_HOURLY_PROVINCE-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,39.1,index,valid,synthetic_aam,24,0,35.19,11.11
AAM-KPI_HOURLY_PROVINCE-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,72.27,index,valid,synthetic_aam,24,0,65.04,11.11
AAM-KPI_HOURLY_PROVINCE-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,19.49,index,valid,synthetic_aam,24,0,17.54,11.11
AAM-KPI_HOURLY_PROVINCE-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,35.89,index,valid,synthetic_aam,24,0,32.3,11.11
AAM-KPI_HOURLY_PROVINCE-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,30.39,index,valid,synthetic_aam,24,0,27.35,11.11
AAM-KPI_HOURLY_PROVINCE-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,44.54,index,valid,synthetic_aam,24,0,40.09,11.11
AAM-KPI_HOURLY_PROVINCE-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,28.25,index,valid,synthetic_aam,24,0,25.43,11.11
AAM-KPI_HOURLY_PROVINCE-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.46,index,valid,synthetic_aam,24,0,57.11,11.11
AAM-KPI_HOURLY_PROVINCE-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,48.33,index,valid,synthetic_aam,24,0,43.5,11.11
AAM-KPI_HOURLY_PROVINCE-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,81.57,index,valid,synthetic_aam,24,0,73.41,11.11
AAM-KPI_HOURLY_PROVINCE-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,68.07,index,valid,synthetic_aam,24,0,61.26,11.11
AAM-KPI_HOURLY_PROVINCE-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,39.25,index,valid,synthetic_aam,24,0,35.33,11.11
AAM-KPI_HOURLY_PROVINCE-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,49.76,index,valid,synthetic_aam,24,0,44.78,11.11
AAM-KPI_HOURLY_PROVINCE-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,78.57,index,valid,synthetic_aam,24,0,70.71,11.11
AAM-KPI_HOURLY_PROVINCE-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,47.09,index,valid,synthetic_aam,24,0,42.38,11.11
AAM-KPI_HOURLY_PROVINCE-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,22.96,index,valid,synthetic_aam,24,0,20.66,11.11
AAM-KPI_HOURLY_PROVINCE-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,32.79,index,valid,synthetic_aam,24,0,29.51,11.11
AAM-KPI_HOURLY_PROVINCE-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,34.55,index,valid,synthetic_aam,24,0,31.09,11.11
AAM-KPI_HOURLY_PROVINCE-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,39.86,index,valid,synthetic_aam,24,0,35.87,11.11
AAM-KPI_HOURLY_PROVINCE-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,53.46,index,valid,synthetic_aam,24,0,48.11,11.11
AAM-KPI_HOURLY_PROVINCE-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,37.92,index,valid,synthetic_aam,24,0,34.13,11.11
AAM-KPI_HOURLY_PROVINCE-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,66.04,index,valid,synthetic_aam,24,0,59.44,11.11
AAM-KPI_HOURLY_PROVINCE-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,69.31,index,valid,synthetic_aam,24,0,62.38,11.11
AAM-KPI_HOURLY_PROVINCE-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,65.95,index,valid,synthetic_aam,24,0,59.36,11.11
AAM-KPI_HOURLY_PROVINCE-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,42.43,index,valid,synthetic_aam,24,0,38.19,11.11
AAM-KPI_HOURLY_PROVINCE-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,75.67,index,valid,synthetic_aam,24,0,68.1,11.11
AAM-KPI_HOURLY_PROVINCE-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,45.74,index,valid,synthetic_aam,24,0,41.17,11.11
AAM-KPI_HOURLY_PROVINCE-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,51.67,index,valid,synthetic_aam,24,0,46.5,11.11
AAM-KPI_HOURLY_PROVINCE-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,80.62,index,valid,synthetic_aam,24,0,72.56,11.11
AAM-KPI_HOURLY_PROVINCE-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.49,index,valid,synthetic_aam,24,0,53.54,11.11
AAM-KPI_HOURLY_PROVINCE-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,45.71,index,valid,synthetic_aam,24,0,41.14,11.11
AAM-KPI_HOURLY_PROVINCE-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,38.72,index,valid,synthetic_aam,24,0,34.85,11.11
AAM-KPI_HOURLY_PROVINCE-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,51.24,index,valid,synthetic_aam,24,0,46.12,11.11
AAM-KPI_HOURLY_PROVINCE-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,54.19,index,valid,synthetic_aam,24,0,48.77,11.11
AAM-KPI_HOURLY_PROVINCE-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,72.23,index,valid,synthetic_aam,24,0,65.01,11.11
AAM-KPI_HOURLY_PROVINCE-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,44.91,index,valid,synthetic_aam,24,0,40.42,11.11
AAM-KPI_HOURLY_PROVINCE-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,22.13,index,valid,synthetic_aam,24,0,19.92,11.11
AAM-KPI_HOURLY_PROVINCE-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,15.1,index,valid,synthetic_aam,24,0,13.59,11.11
AAM-KPI_HOURLY_PROVINCE-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,30.82,index,valid,synthetic_aam,24,0,27.74,11.11
AAM-KPI_HOURLY_PROVINCE-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,15.34,index,valid,synthetic_aam,24,0,13.81,11.11
AAM-KPI_HOURLY_PROVINCE-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,50.38,index,valid,synthetic_aam,24,0,45.34,11.11
AAM-KPI_HOURLY_PROVINCE-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,37.21,index,valid,synthetic_aam,24,0,33.49,11.11
AAM-KPI_HOURLY_PROVINCE-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,30.41,index,valid,synthetic_aam,24,0,27.37,11.11
AAM-KPI_HOURLY_PROVINCE-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,53.99,index,valid,synthetic_aam,24,0,48.59,11.11
AAM-KPI_HOURLY_PROVINCE-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,75.9,index,valid,synthetic_aam,24,0,68.31,11.11
AAM-KPI_HOURLY_PROVINCE-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,54.76,index,valid,synthetic_aam,24,0,49.28,11.11
AAM-KPI_HOURLY_PROVINCE-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,42.92,index,valid,synthetic_aam,24,0,38.63,11.11
AAM-KPI_HOURLY_PROVINCE-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,32.11,index,valid,synthetic_aam,24,0,28.9,11.11
AAM-KPI_HOURLY_PROVINCE-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,84.22,index,valid,synthetic_aam,24,0,75.8,11.11
AAM-KPI_HOURLY_PROVINCE-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,48.44,index,valid,synthetic_aam,24,0,43.6,11.11
AAM-KPI_HOURLY_PROVINCE-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,68.11,index,valid,synthetic_aam,24,0,61.3,11.11
AAM-KPI_HOURLY_PROVINCE-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,55.26,index,valid,synthetic_aam,24,0,49.73,11.11
AAM-KPI_HOURLY_PROVINCE-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,39.56,index,valid,synthetic_aam,24,0,35.6,11.11
AAM-KPI_HOURLY_PROVINCE-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,36.05,index,valid,synthetic_aam,24,0,32.45,11.11
AAM-KPI_HOURLY_PROVINCE-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,27.42,index,valid,synthetic_aam,24,0,24.68,11.11
AAM-KPI_HOURLY_PROVINCE-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,28.51,index,valid,synthetic_aam,24,0,25.66,11.11
AAM-KPI_HOURLY_PROVINCE-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,22.47,index,valid,synthetic_aam,24,0,20.22,11.11
AAM-KPI_HOURLY_PROVINCE-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,54.26,index,valid,synthetic_aam,24,0,48.83,11.11
AAM-KPI_HOURLY_PROVINCE-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,36.51,index,valid,synthetic_aam,24,0,32.86,11.11
AAM-KPI_HOURLY_PROVINCE-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,17.76,index,valid,synthetic_aam,24,0,15.98,11.11
AAM-KPI_HOURLY_PROVINCE-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,16.31,index,valid,synthetic_aam,24,0,14.68,11.11
AAM-KPI_HOURLY_PROVINCE-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,77.57,index,valid,synthetic_aam,24,0,69.81,11.11
AAM-KPI_HOURLY_PROVINCE-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,30.22,index,valid,synthetic_aam,24,0,27.2,11.11
AAM-KPI_HOURLY_PROVINCE-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,72.96,index,valid,synthetic_aam,24,0,65.66,11.11
AAM-KPI_HOURLY_PROVINCE-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,24.36,index,valid,synthetic_aam,24,0,21.92,11.11
AAM-KPI_HOURLY_PROVINCE-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,16.49,index,valid,synthetic_aam,24,0,14.84,11.11
AAM-KPI_HOURLY_PROVINCE-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,60.94,index,valid,synthetic_aam,24,0,54.85,11.11
AAM-KPI_HOURLY_PROVINCE-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,72.78,index,valid,synthetic_aam,24,0,65.5,11.11
AAM-KPI_HOURLY_PROVINCE-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,16.15,index,valid,synthetic_aam,24,0,14.53,11.11
AAM-KPI_HOURLY_PROVINCE-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,50.92,index,valid,synthetic_aam,24,0,45.83,11.11
AAM-KPI_HOURLY_PROVINCE-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,58.33,index,valid,synthetic_aam,24,0,52.5,11.11
AAM-KPI_HOURLY_PROVINCE-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,63.31,index,valid,synthetic_aam,24,0,56.98,11.11
AAM-KPI_HOURLY_PROVINCE-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,32.57,index,valid,synthetic_aam,24,0,29.31,11.11
AAM-KPI_HOURLY_PROVINCE-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,77.46,index,valid,synthetic_aam,24,0,69.71,11.11
AAM-KPI_HOURLY_PROVINCE-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,27.87,index,valid,synthetic_aam,24,0,25.08,11.11
AAM-KPI_HOURLY_PROVINCE-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,39.83,index,valid,synthetic_aam,24,0,35.85,11.11
AAM-KPI_HOURLY_PROVINCE-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,80.34,index,valid,synthetic_aam,24,0,72.31,11.11
AAM-KPI_HOURLY_PROVINCE-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,65.84,index,valid,synthetic_aam,24,0,59.26,11.11
AAM-KPI_HOURLY_PROVINCE-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,56.8,index,valid,synthetic_aam,24,0,51.12,11.11
AAM-KPI_HOURLY_PROVINCE-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,39.8,index,valid,synthetic_aam,24,0,35.82,11.11
AAM-KPI_HOURLY_PROVINCE-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,56.32,index,valid,synthetic_aam,24,0,50.69,11.11
AAM-KPI_HOURLY_PROVINCE-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,47.72,index,valid,synthetic_aam,24,0,42.95,11.11
AAM-KPI_HOURLY_PROVINCE-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,27.12,index,valid,synthetic_aam,24,0,24.41,11.11
AAM-KPI_HOURLY_PROVINCE-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,33.48,index,valid,synthetic_aam,24,0,30.13,11.11
AAM-KPI_HOURLY_PROVINCE-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,21.7,index,valid,synthetic_aam,24,0,19.53,11.11
AAM-KPI_HOURLY_PROVINCE-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,59.16,index,valid,synthetic_aam,24,0,53.24,11.11
AAM-KPI_HOURLY_PROVINCE-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,23.51,index,valid,synthetic_aam,24,0,21.16,11.11
AAM-KPI_HOURLY_PROVINCE-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,82.7,index,valid,synthetic_aam,24,0,74.43,11.11
AAM-KPI_HOURLY_PROVINCE-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,54.11,index,valid,synthetic_aam,24,0,48.7,11.11
AAM-KPI_HOURLY_PROVINCE-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,16.22,index,valid,synthetic_aam,24,0,14.6,11.11
AAM-KPI_HOURLY_PROVINCE-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,21.69,index,valid,synthetic_aam,24,0,19.52,11.11
AAM-KPI_HOURLY_PROVINCE-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,35.41,index,valid,synthetic_aam,24,0,31.87,11.11
AAM-KPI_HOURLY_PROVINCE-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,22.04,index,valid,synthetic_aam,24,0,19.84,11.11
AAM-KPI_HOURLY_PROVINCE-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,25.52,index,valid,synthetic_aam,24,0,22.97,11.11
AAM-KPI_HOURLY_PROVINCE-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,27.23,index,valid,synthetic_aam,24,0,24.51,11.11
AAM-KPI_HOURLY_PROVINCE-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,49.62,index,valid,synthetic_aam,24,0,44.66,11.11
AAM-KPI_HOURLY_PROVINCE-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,65.01,index,valid,synthetic_aam,24,0,58.51,11.11
AAM-KPI_HOURLY_PROVINCE-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,27.35,index,valid,synthetic_aam,24,0,24.62,11.11
AAM-KPI_HOURLY_PROVINCE-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,62.74,index,valid,synthetic_aam,24,0,56.47,11.11
AAM-KPI_HOURLY_PROVINCE-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,52.67,index,valid,synthetic_aam,24,0,47.4,11.11
AAM-KPI_HOURLY_PROVINCE-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,82.33,index,valid,synthetic_aam,24,0,74.1,11.11
AAM-KPI_HOURLY_PROVINCE-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,22.39,index,valid,synthetic_aam,24,0,20.15,11.11
AAM-KPI_HOURLY_PROVINCE-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,67.87,index,valid,synthetic_aam,24,0,61.08,11.11
AAM-KPI_HOURLY_PROVINCE-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,74.31,index,valid,synthetic_aam,24,0,66.88,11.11
AAM-KPI_HOURLY_PROVINCE-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,24.56,index,valid,synthetic_aam,24,0,22.1,11.11
AAM-KPI_HOURLY_PROVINCE-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,21.67,index,valid,synthetic_aam,24,0,19.5,11.11
AAM-KPI_HOURLY_PROVINCE-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,17.43,index,valid,synthetic_aam,24,0,15.69,11.11
AAM-KPI_HOURLY_PROVINCE-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,50.08,index,valid,synthetic_aam,24,0,45.07,11.11
AAM-KPI_HOURLY_PROVINCE-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,47.89,index,valid,synthetic_aam,24,0,43.1,11.11
