power_quality_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-POWER_QUALITY_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,50.59,index,valid,synthetic_energy,4.19,0,4.19,9637
ENERGY-POWER_QUALITY_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,71.67,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-POWER_QUALITY_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.59,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-POWER_QUALITY_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,23.68,index,valid,synthetic_energy,3.93,0,3.93,9039
ENERGY-POWER_QUALITY_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,44.96,index,valid,synthetic_energy,3.71,0,3.71,8533
ENERGY-POWER_QUALITY_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,53.68,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-POWER_QUALITY_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,39.77,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-POWER_QUALITY_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,75.52,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-POWER_QUALITY_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,36.49,index,valid,synthetic_energy,5.11,0,5.11,11753
ENERGY-POWER_QUALITY_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,36.69,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-POWER_QUALITY_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,21.4,index,valid,synthetic_energy,4.93,0,4.93,11339
ENERGY-POWER_QUALITY_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,27.81,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-POWER_QUALITY_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,75.09,index,valid,synthetic_energy,7.93,0,7.93,18239
ENERGY-POWER_QUALITY_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,15.62,index,valid,synthetic_energy,3.7,0,3.7,8510
ENERGY-POWER_QUALITY_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,84.13,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-POWER_QUALITY_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.67,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-POWER_QUALITY_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,22.34,index,valid,synthetic_energy,6.17,0,6.17,14191
ENERGY-POWER_QUALITY_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,61.53,index,valid,synthetic_energy,3.39,0,3.39,7797
ENERGY-POWER_QUALITY_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,38.79,index,valid,synthetic_energy,5.37,0,5.37,12351
ENERGY-POWER_QUALITY_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.27,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-POWER_QUALITY_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,73.5,index,valid,synthetic_energy,7.01,0,7.01,16123
ENERGY-POWER_QUALITY_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,76.22,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-POWER_QUALITY_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,70.11,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-POWER_QUALITY_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,23.54,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-POWER_QUALITY_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,51.1,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-POWER_QUALITY_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,37.97,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-POWER_QUALITY_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,64.71,index,valid,synthetic_energy,6.65,0,6.65,15295
ENERGY-POWER_QUALITY_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,16.03,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-POWER_QUALITY_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,34.59,index,valid,synthetic_energy,5.66,0,5.66,13018
ENERGY-POWER_QUALITY_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,52.29,index,valid,synthetic_energy,4.04,0,4.04,9292
ENERGY-POWER_QUALITY_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,45.58,index,valid,synthetic_energy,7.14,0,7.14,16422
ENERGY-POWER_QUALITY_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,74.36,index,valid,synthetic_energy,6.78,0,6.78,15594
ENERGY-POWER_QUALITY_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,37.05,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-POWER_QUALITY_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,76.53,index,valid,synthetic_energy,3.4,0,3.4,7820
ENERGY-POWER_QUALITY_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,23.13,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-POWER_QUALITY_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,22.39,index,valid,synthetic_energy,4.54,0,4.54,10442
ENERGY-POWER_QUALITY_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,36.28,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-POWER_QUALITY_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,42.0,index,valid,synthetic_energy,4.04,0,4.04,9292
ENERGY-POWER_QUALITY_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,51.03,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-POWER_QUALITY_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,75.29,index,valid,synthetic_energy,7.93,0,7.93,18239
ENERGY-POWER_QUALITY_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,70.99,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-POWER_QUALITY_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,48.87,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-POWER_QUALITY_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,33.56,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-POWER_QUALITY_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,43.03,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-POWER_QUALITY_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,19.83,index,valid,synthetic_energy,3.39,0,3.39,7797
ENERGY-POWER_QUALITY_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,33.8,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-POWER_QUALITY_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,65.51,index,valid,synthetic_energy,4.81,0,4.81,11063
ENERGY-POWER_QUALITY_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,17.1,index,valid,synthetic_energy,7.76,0,7.76,17848
ENERGY-POWER_QUALITY_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,41.17,index,valid,synthetic_energy,6.73,0,6.73,15479
ENERGY-POWER_QUALITY_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,63.66,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-POWER_QUALITY_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,21.28,index,valid,synthetic_energy,4.48,0,4.48,10304
ENERGY-POWER_QUALITY_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,70.95,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-POWER_QUALITY_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,60.71,index,valid,synthetic_energy,4.85,0,4.85,11155
ENERGY-POWER_QUALITY_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,27.02,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-POWER_QUALITY_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,29.39,index,valid,synthetic_energy,6.87,0,6.87,15801
ENERGY-POWER_QUALITY_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,18.04,index,valid,synthetic_energy,7.59,0,7.59,17457
ENERGY-POWER_QUALITY_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,76.33,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-POWER_QUALITY_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,64.94,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-POWER_QUALITY_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,48.49,index,valid,synthetic_energy,4.05,0,4.05,9315
ENERGY-POWER_QUALITY_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.44,index,valid,synthetic_energy,6.48,0,6.48,14904
ENERGY-POWER_QUALITY_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.68,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-POWER_QUALITY_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,78.69,index,valid,synthetic_energy,7.96,0,7.96,18308
ENERGY-POWER_QUALITY_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,42.71,index,valid,synthetic_energy,6.11,0,6.11,14053
ENERGY-POWER_QUALITY_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,30.11,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-POWER_QUALITY_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,69.13,index,valid,synthetic_energy,3.32,0,3.32,7636
ENERGY-POWER_QUALITY_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,21.72,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-POWER_QUALITY_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,21.55,index,valid,synthetic_energy,6.78,0,6.78,15594
ENERGY-POWER_QUALITY_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,57.78,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-POWER_QUALITY_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,73.74,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-POWER_QUALITY_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,50.66,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-POWER_QUALITY_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,24.96,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-POWER_QUALITY_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,65.49,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-POWER_QUALITY_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,22.6,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-POWER_QUALITY_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,64.36,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-POWER_QUALITY_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,50.42,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-POWER_QUALITY_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,44.74,index,valid,synthetic_energy,3.81,0,3.81,8763
ENERGY-POWER_QUALITY_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,69.31,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-POWER_QUALITY_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,22.45,index,valid,synthetic_energy,6.93,0,6.93,15939
ENERGY-POWER_QUALITY_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,67.84,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-POWER_QUALITY_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,43.79,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-POWER_QUALITY_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,48.56,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-POWER_QUALITY_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,26.93,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-POWER_QUALITY_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,62.79,index,valid,synthetic_energy,7.7,0,7.7,17710
ENERGY-POWER_QUALITY_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,48.03,index,valid,synthetic_energy,6.04,0,6.04,13892
ENERGY-POWER_QUALITY_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,57.54,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-POWER_QUALITY_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,73.27,index,valid,synthetic_energy,3.94,0,3.94,9062
ENERGY-POWER_QUALITY_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,22.39,index,valid,synthetic_energy,4.18,0,4.18,9614
ENERGY-POWER_QUALITY_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,50.39,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-POWER_QUALITY_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,24.04,index,valid,synthetic_energy,7.64,0,7.64,17572
ENERGY-POWER_QUALITY_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,78.0,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-POWER_QUALITY_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,54.06,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-POWER_QUALITY_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,51.63,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-POWER_QUALITY_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,81.8,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-POWER_QUALITY_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,36.42,index,valid,synthetic_energy,3.61,0,3.61,8303
ENERGY-POWER_QUALITY_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,36.78,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-POWER_QUALITY_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,15.46,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-POWER_QUALITY_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,61.15,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-POWER_QUALITY_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,53.33,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-POWER_QUALITY_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,17.99,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-POWER_QUALITY_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,44.43,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-POWER_QUALITY_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,82.46,index,valid,synthetic_energy,7.78,0,7.78,17894
ENERGY-POWER_QUALITY_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,50.63,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-POWER_QUALITY_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,20.02,index,valid,synthetic_energy,7.59,0,7.59,17457
ENERGY-POWER_QUALITY_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,46.64,index,valid,synthetic_energy,5.31,0,5.31,12213
ENERGY-POWER_QUALITY_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,73.64,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-POWER_QUALITY_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,59.58,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-POWER_QUALITY_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,52.92,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-POWER_QUALITY_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,38.69,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-POWER_QUALITY_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,64.94,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-POWER_QUALITY_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,26.86,index,valid,synthetic_energy,7.52,0,7.52,17296
ENERGY-POWER_QUALITY_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,59.7,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-POWER_QUALITY_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,43.53,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-POWER_QUALITY_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,45.05,index,valid,synthetic_energy,7.38,0,7.38,16974
ENERGY-POWER_QUALITY_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,56.11,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-POWER_QUALITY_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,48.56,index,valid,synthetic_energy,7.17,0,7.17,16491
ENERGY-POWER_QUALITY_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,38.91,index,valid,synthetic_energy,7.87,0,7.87,18101
ENERGY-POWER_QUALITY_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,46.19,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-POWER_QUALITY_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,23.37,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-POWER_QUALITY_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,47.74,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-POWER_QUALITY_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,57.15,index,valid,synthetic_energy,6.44,0,6.44,14812
ENERGY-POWER_QUALITY_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,54.97,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-POWER_QUALITY_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,69.33,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-POWER_QUALITY_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,22.6,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-POWER_QUALITY_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,59.74,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-POWER_QUALITY_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,67.51,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-POWER_QUALITY_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,45.65,index,valid,synthetic_energy,6.33,0,6.33,14559
ENERGY-POWER_QUALITY_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,69.07,index,valid,synthetic_energy,7.11,0,7.11,16353
ENERGY-POWER_QUALITY_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,31.56,index,valid,synthetic_energy,4.71,0,4.71,10833
ENERGY-POWER_QUALITY_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,71.03,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-POWER_QUALITY_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,84.91,index,valid,synthetic_energy,7.64,0,7.64,17572
ENERGY-POWER_QUALITY_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,55.32,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-POWER_QUALITY_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,53.45,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-POWER_QUALITY_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,60.29,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-POWER_QUALITY_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,47.09,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-POWER_QUALITY_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,82.69,index,valid,synthetic_energy,6.89,0,6.89,15847
