generator_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-GENERATOR_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,80.06,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-GENERATOR_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,26.56,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-GENERATOR_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,56.4,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-GENERATOR_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,60.34,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-GENERATOR_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,36.7,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-GENERATOR_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,77.15,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-GENERATOR_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,70.06,index,valid,synthetic_energy,5.15,0,5.15,11845
ENERGY-GENERATOR_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,47.38,index,valid,synthetic_energy,7.78,0,7.78,17894
ENERGY-GENERATOR_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,62.47,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-GENERATOR_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,63.02,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-GENERATOR_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,17.88,index,valid,synthetic_energy,6.48,0,6.48,14904
ENERGY-GENERATOR_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,58.41,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-GENERATOR_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.06,index,valid,synthetic_energy,7.66,0,7.66,17618
ENERGY-GENERATOR_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,55.86,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-GENERATOR_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,60.02,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-GENERATOR_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,20.01,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-GENERATOR_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,74.29,index,valid,synthetic_energy,6.21,0,6.21,14283
ENERGY-GENERATOR_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,72.05,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-GENERATOR_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.81,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-GENERATOR_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,17.33,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-GENERATOR_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,82.86,index,valid,synthetic_energy,3.23,0,3.23,7429
ENERGY-GENERATOR_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,49.66,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-GENERATOR_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,64.38,index,valid,synthetic_energy,5.01,0,5.01,11523
ENERGY-GENERATOR_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,76.89,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-GENERATOR_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.49,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-GENERATOR_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,22.28,index,valid,synthetic_energy,5.85,0,5.85,13455
ENERGY-GENERATOR_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,71.24,index,valid,synthetic_energy,5.42,0,5.42,12466
ENERGY-GENERATOR_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,69.35,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-GENERATOR_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,21.35,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-GENERATOR_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,42.46,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-GENERATOR_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,40.02,index,valid,synthetic_energy,5.85,0,5.85,13455
ENERGY-GENERATOR_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,75.51,index,valid,synthetic_energy,5.98,0,5.98,13754
ENERGY-GENERATOR_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,53.96,index,valid,synthetic_energy,4.69,0,4.69,10787
ENERGY-GENERATOR_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,75.54,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-GENERATOR_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.3,index,valid,synthetic_energy,4.78,0,4.78,10994
ENERGY-GENERATOR_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,34.78,index,valid,synthetic_energy,7.31,0,7.31,16813
ENERGY-GENERATOR_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,20.94,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-GENERATOR_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,80.82,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-GENERATOR_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,74.87,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-GENERATOR_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,41.63,index,valid,synthetic_energy,7.97,0,7.97,18331
ENERGY-GENERATOR_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,49.33,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-GENERATOR_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,82.14,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-GENERATOR_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,61.01,index,valid,synthetic_energy,7.19,0,7.19,16537
ENERGY-GENERATOR_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,67.16,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-GENERATOR_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,16.81,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-GENERATOR_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,27.41,index,valid,synthetic_energy,3.84,0,3.84,8832
ENERGY-GENERATOR_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.48,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-GENERATOR_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,62.61,index,valid,synthetic_energy,7.54,0,7.54,17342
ENERGY-GENERATOR_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,62.78,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-GENERATOR_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,75.46,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-GENERATOR_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,50.33,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-GENERATOR_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,17.48,index,valid,synthetic_energy,5.1,0,5.1,11730
ENERGY-GENERATOR_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,83.73,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-GENERATOR_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,74.1,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-GENERATOR_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,24.33,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-GENERATOR_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,31.65,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-GENERATOR_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,23.07,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-GENERATOR_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,46.8,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-GENERATOR_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,64.16,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-GENERATOR_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,35.1,index,valid,synthetic_energy,4.18,0,4.18,9614
ENERGY-GENERATOR_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,30.97,index,valid,synthetic_energy,4.87,0,4.87,11201
ENERGY-GENERATOR_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,70.63,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-GENERATOR_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,49.57,index,valid,synthetic_energy,6.59,0,6.59,15157
ENERGY-GENERATOR_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,21.11,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-GENERATOR_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,30.55,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-GENERATOR_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,70.44,index,valid,synthetic_energy,6.33,0,6.33,14559
ENERGY-GENERATOR_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,25.39,index,valid,synthetic_energy,6.69,0,6.69,15387
ENERGY-GENERATOR_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,29.03,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-GENERATOR_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,38.28,index,valid,synthetic_energy,5.19,0,5.19,11937
ENERGY-GENERATOR_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,28.24,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-GENERATOR_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,59.11,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-GENERATOR_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,51.02,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-GENERATOR_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,16.15,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-GENERATOR_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,32.99,index,valid,synthetic_energy,5.2,0,5.2,11960
ENERGY-GENERATOR_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,18.52,index,valid,synthetic_energy,4.41,0,4.41,10143
ENERGY-GENERATOR_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,15.89,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-GENERATOR_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,58.04,index,valid,synthetic_energy,7.25,0,7.25,16675
ENERGY-GENERATOR_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,22.11,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-GENERATOR_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,45.97,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-GENERATOR_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,35.49,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-GENERATOR_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,69.52,index,valid,synthetic_energy,5.1,0,5.1,11730
ENERGY-GENERATOR_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,43.99,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-GENERATOR_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,62.01,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-GENERATOR_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,52.67,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-GENERATOR_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,18.64,index,valid,synthetic_energy,6.44,0,6.44,14812
ENERGY-GENERATOR_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,51.43,index,valid,synthetic_energy,6.74,0,6.74,15502
ENERGY-GENERATOR_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,55.6,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-GENERATOR_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,42.33,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-GENERATOR_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,61.13,index,valid,synthetic_energy,4.13,0,4.13,9499
ENERGY-GENERATOR_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,43.5,index,valid,synthetic_energy,3.8,0,3.8,8740
ENERGY-GENERATOR_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,73.31,index,valid,synthetic_energy,5.36,0,5.36,12328
ENERGY-GENERATOR_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,42.58,index,valid,synthetic_energy,4.45,0,4.45,10235
ENERGY-GENERATOR_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,81.64,index,valid,synthetic_energy,6.49,0,6.49,14927
ENERGY-GENERATOR_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,61.58,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-GENERATOR_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,60.76,index,valid,synthetic_energy,4.82,0,4.82,11086
ENERGY-GENERATOR_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,63.13,index,valid,synthetic_energy,4.74,0,4.74,10902
ENERGY-GENERATOR_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,46.84,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-GENERATOR_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,68.05,index,valid,synthetic_energy,6.42,0,6.42,14766
ENERGY-GENERATOR_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,26.24,index,valid,synthetic_energy,6.83,0,6.83,15709
ENERGY-GENERATOR_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,43.72,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-GENERATOR_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,20.04,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-GENERATOR_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,45.18,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-GENERATOR_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,66.65,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-GENERATOR_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,25.71,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-GENERATOR_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,68.61,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-GENERATOR_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,43.88,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-GENERATOR_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,82.63,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-GENERATOR_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,20.15,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-GENERATOR_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,62.82,index,valid,synthetic_energy,4.79,0,4.79,11017
ENERGY-GENERATOR_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,83.26,index,valid,synthetic_energy,7.36,0,7.36,16928
ENERGY-GENERATOR_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,29.78,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-GENERATOR_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,58.78,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-GENERATOR_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,19.24,index,valid,synthetic_energy,7.27,0,7.27,16721
ENERGY-GENERATOR_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,16.65,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-GENERATOR_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,43.87,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-GENERATOR_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,47.12,index,valid,synthetic_energy,6.42,0,6.42,14766
ENERGY-GENERATOR_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,43.98,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-GENERATOR_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,45.48,index,valid,synthetic_energy,7.47,0,7.47,17181
ENERGY-GENERATOR_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,34.41,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-GENERATOR_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,29.3,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-GENERATOR_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,39.54,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-GENERATOR_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,21.32,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-GENERATOR_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,29.97,index,valid,synthetic_energy,5.92,0,5.92,13616
ENERGY-GENERATOR_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,76.31,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-GENERATOR_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,16.91,index,valid,synthetic_energy,4.29,0,4.29,9867
