load_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-LOAD_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,38.14,index,valid,synthetic_energy,6.26,0,6.26,14398
ENERGY-LOAD_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,36.97,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-LOAD_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,39.54,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-LOAD_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,58.87,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-LOAD_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,82.77,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-LOAD_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,80.91,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-LOAD_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.66,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-LOAD_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,28.06,index,valid,synthetic_energy,3.78,0,3.78,8694
ENERGY-LOAD_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,41.66,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-LOAD_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,35.14,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-LOAD_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,66.03,index,valid,synthetic_energy,4.69,0,4.69,10787
ENERGY-LOAD_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,27.58,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-LOAD_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,30.89,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-LOAD_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.63,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-LOAD_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,27.1,index,valid,synthetic_energy,3.42,0,3.42,7866
ENERGY-LOAD_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,19.16,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-LOAD_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,76.3,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-LOAD_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,66.0,index,valid,synthetic_energy,5.85,0,5.85,13455
ENERGY-LOAD_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,41.09,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-LOAD_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,48.6,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-LOAD_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,45.07,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-LOAD_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,41.14,index,valid,synthetic_energy,7.15,0,7.15,16445
ENERGY-LOAD_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,46.28,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-LOAD_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,76.31,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-LOAD_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,25.65,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-LOAD_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,24.86,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-LOAD_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,62.94,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-LOAD_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.3,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-LOAD_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,47.06,index,valid,synthetic_energy,4.13,0,4.13,9499
ENERGY-LOAD_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,40.91,index,valid,synthetic_energy,4.78,0,4.78,10994
ENERGY-LOAD_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,69.06,index,valid,synthetic_energy,3.8,0,3.8,8740
ENERGY-LOAD_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,38.28,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-LOAD_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,24.98,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-LOAD_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,43.23,index,valid,synthetic_energy,4.42,0,4.42,10166
ENERGY-LOAD_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,60.04,index,valid,synthetic_energy,7.03,0,7.03,16169
ENERGY-LOAD_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,23.89,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-LOAD_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,67.43,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-LOAD_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,61.43,index,valid,synthetic_energy,7.03,0,7.03,16169
ENERGY-LOAD_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,81.26,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-LOAD_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,63.82,index,valid,synthetic_energy,7.38,0,7.38,16974
ENERGY-LOAD_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,50.0,index,valid,synthetic_energy,3.48,0,3.48,8004
ENERGY-LOAD_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,51.07,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-LOAD_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,80.62,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-LOAD_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,39.67,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-LOAD_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,45.02,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-LOAD_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,73.02,index,valid,synthetic_energy,4.61,0,4.61,10603
ENERGY-LOAD_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,59.34,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-LOAD_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,28.44,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-LOAD_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,33.35,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-LOAD_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,51.08,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-LOAD_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,54.42,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-LOAD_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,53.6,index,valid,synthetic_energy,3.87,0,3.87,8901
ENERGY-LOAD_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,36.19,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-LOAD_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,32.35,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-LOAD_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,35.92,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-LOAD_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,24.54,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-LOAD_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,74.88,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-LOAD_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,57.97,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-LOAD_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,26.86,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-LOAD_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,48.01,index,valid,synthetic_energy,4.3,0,4.3,9890
ENERGY-LOAD_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,71.42,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-LOAD_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,70.39,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-LOAD_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,16.1,index,valid,synthetic_energy,5.01,0,5.01,11523
ENERGY-LOAD_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,42.04,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-LOAD_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,77.38,index,valid,synthetic_energy,5.22,0,5.22,12006
ENERGY-LOAD_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,51.48,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-LOAD_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,19.29,index,valid,synthetic_energy,4.61,0,4.61,10603
ENERGY-LOAD_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,32.03,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-LOAD_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,57.2,index,valid,synthetic_energy,7.81,0,7.81,17963
ENERGY-LOAD_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,72.98,index,valid,synthetic_energy,6.66,0,6.66,15318
ENERGY-LOAD_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,37.98,index,valid,synthetic_energy,7.71,0,7.71,17733
ENERGY-LOAD_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,34.87,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-LOAD_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,15.78,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-LOAD_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,70.97,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-LOAD_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,21.55,index,valid,synthetic_energy,4.57,0,4.57,10511
ENERGY-LOAD_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,21.68,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-LOAD_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,53.85,index,valid,synthetic_energy,6.07,0,6.07,13961
ENERGY-LOAD_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,49.7,index,valid,synthetic_energy,4.64,0,4.64,10672
ENERGY-LOAD_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,29.66,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-LOAD_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,32.75,index,valid,synthetic_energy,3.81,0,3.81,8763
ENERGY-LOAD_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,77.21,index,valid,synthetic_energy,6.72,0,6.72,15456
ENERGY-LOAD_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,45.11,index,valid,synthetic_energy,5.35,0,5.35,12305
ENERGY-LOAD_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,40.55,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-LOAD_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,34.0,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-LOAD_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,60.87,index,valid,synthetic_energy,5.58,0,5.58,12834
ENERGY-LOAD_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,77.28,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-LOAD_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,84.96,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-LOAD_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,27.4,index,valid,synthetic_energy,4.06,0,4.06,9338
ENERGY-LOAD_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,18.45,index,valid,synthetic_energy,6.79,0,6.79,15617
ENERGY-LOAD_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,65.15,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-LOAD_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,69.74,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-LOAD_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,22.14,index,valid,synthetic_energy,5.75,0,5.75,13225
ENERGY-LOAD_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,71.57,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-LOAD_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,55.09,index,valid,synthetic_energy,6.81,0,6.81,15663
ENERGY-LOAD_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,64.77,index,valid,synthetic_energy,7.93,0,7.93,18239
ENERGY-LOAD_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,77.31,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-LOAD_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,71.49,index,valid,synthetic_energy,6.01,0,6.01,13823
ENERGY-LOAD_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,30.27,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-LOAD_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,31.05,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-LOAD_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,65.05,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-LOAD_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,17.88,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-LOAD_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,59.49,index,valid,synthetic_energy,6.32,0,6.32,14536
ENERGY-LOAD_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,43.4,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-LOAD_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,84.09,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-LOAD_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,36.07,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-LOAD_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,26.23,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-LOAD_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,83.36,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-LOAD_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,66.55,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-LOAD_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,66.21,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-LOAD_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,22.23,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-LOAD_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,32.81,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-LOAD_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,24.46,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-LOAD_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,17.26,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-LOAD_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,49.64,index,valid,synthetic_energy,6.28,0,6.28,14444
ENERGY-LOAD_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,81.91,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-LOAD_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,74.37,index,valid,synthetic_energy,3.32,0,3.32,7636
ENERGY-LOAD_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,73.23,index,valid,synthetic_energy,5.59,0,5.59,12857
