energy_anomaly_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-ENERGY_ANOMALY_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,39.27,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-ENERGY_ANOMALY_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,53.33,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-ENERGY_ANOMALY_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,83.52,index,valid,synthetic_energy,5.76,0,5.76,13248
ENERGY-ENERGY_ANOMALY_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,41.37,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-ENERGY_ANOMALY_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,55.77,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-ENERGY_ANOMALY_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,51.79,index,valid,synthetic_energy,5.48,0,5.48,12604
ENERGY-ENERGY_ANOMALY_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,25.25,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-ENERGY_ANOMALY_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,40.98,index,valid,synthetic_energy,5.2,0,5.2,11960
ENERGY-ENERGY_ANOMALY_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,61.89,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-ENERGY_ANOMALY_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.33,index,valid,synthetic_energy,4.72,0,4.72,10856
ENERGY-ENERGY_ANOMALY_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,22.16,index,valid,synthetic_energy,6.21,0,6.21,14283
ENERGY-ENERGY_ANOMALY_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,48.53,index,valid,synthetic_energy,5.92,0,5.92,13616
ENERGY-ENERGY_ANOMALY_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,46.35,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-ENERGY_ANOMALY_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,41.45,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-ENERGY_ANOMALY_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,55.48,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-ENERGY_ANOMALY_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.15,index,valid,synthetic_energy,7.01,0,7.01,16123
ENERGY-ENERGY_ANOMALY_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,31.05,index,valid,synthetic_energy,7.67,0,7.67,17641
ENERGY-ENERGY_ANOMALY_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,60.91,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-ENERGY_ANOMALY_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,31.17,index,valid,synthetic_energy,4.42,0,4.42,10166
ENERGY-ENERGY_ANOMALY_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,33.12,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-ENERGY_ANOMALY_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.88,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-ENERGY_ANOMALY_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,23.48,index,valid,synthetic_energy,3.28,0,3.28,7544
ENERGY-ENERGY_ANOMALY_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,64.48,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-ENERGY_ANOMALY_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,80.24,index,valid,synthetic_energy,4.74,0,4.74,10902
ENERGY-ENERGY_ANOMALY_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,78.43,index,valid,synthetic_energy,5.46,0,5.46,12558
ENERGY-ENERGY_ANOMALY_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,66.01,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-ENERGY_ANOMALY_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,54.91,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-ENERGY_ANOMALY_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,84.53,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-ENERGY_ANOMALY_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.87,index,valid,synthetic_energy,6.92,0,6.92,15916
ENERGY-ENERGY_ANOMALY_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,28.22,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-ENERGY_ANOMALY_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,52.56,index,valid,synthetic_energy,6.33,0,6.33,14559
ENERGY-ENERGY_ANOMALY_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,42.94,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-ENERGY_ANOMALY_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,79.88,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-ENERGY_ANOMALY_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,62.7,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-ENERGY_ANOMALY_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,37.63,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-ENERGY_ANOMALY_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,38.5,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-ENERGY_ANOMALY_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,37.15,index,valid,synthetic_energy,3.05,0,3.05,7015
ENERGY-ENERGY_ANOMALY_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,79.13,index,valid,synthetic_energy,4.68,0,4.68,10764
ENERGY-ENERGY_ANOMALY_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,36.94,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-ENERGY_ANOMALY_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,23.32,index,valid,synthetic_energy,7.54,0,7.54,17342
ENERGY-ENERGY_ANOMALY_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,50.32,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-ENERGY_ANOMALY_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,29.85,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-ENERGY_ANOMALY_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,84.42,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-ENERGY_ANOMALY_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,31.15,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-ENERGY_ANOMALY_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,54.89,index,valid,synthetic_energy,4.85,0,4.85,11155
ENERGY-ENERGY_ANOMALY_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.07,index,valid,synthetic_energy,7.78,0,7.78,17894
ENERGY-ENERGY_ANOMALY_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,43.89,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-ENERGY_ANOMALY_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,30.67,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-ENERGY_ANOMALY_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,53.48,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-ENERGY_ANOMALY_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,24.7,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-ENERGY_ANOMALY_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,67.71,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-ENERGY_ANOMALY_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,70.3,index,valid,synthetic_energy,5.75,0,5.75,13225
ENERGY-ENERGY_ANOMALY_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,44.05,index,valid,synthetic_energy,4.98,0,4.98,11454
ENERGY-ENERGY_ANOMALY_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,28.75,index,valid,synthetic_energy,4.25,0,4.25,9775
ENERGY-ENERGY_ANOMALY_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,32.44,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-ENERGY_ANOMALY_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,46.52,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-ENERGY_ANOMALY_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,66.87,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-ENERGY_ANOMALY_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,70.24,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-ENERGY_ANOMALY_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,24.48,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-ENERGY_ANOMALY_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,76.56,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-ENERGY_ANOMALY_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,50.87,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-ENERGY_ANOMALY_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,32.65,index,valid,synthetic_energy,5.45,0,5.45,12535
ENERGY-ENERGY_ANOMALY_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,59.14,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-ENERGY_ANOMALY_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,53.74,index,valid,synthetic_energy,6.36,0,6.36,14628
ENERGY-ENERGY_ANOMALY_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,22.54,index,valid,synthetic_energy,3.87,0,3.87,8901
ENERGY-ENERGY_ANOMALY_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,60.22,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-ENERGY_ANOMALY_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,20.79,index,valid,synthetic_energy,3.15,0,3.15,7245
ENERGY-ENERGY_ANOMALY_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,79.76,index,valid,synthetic_energy,3.52,0,3.52,8096
ENERGY-ENERGY_ANOMALY_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,75.18,index,valid,synthetic_energy,3.09,0,3.09,7107
ENERGY-ENERGY_ANOMALY_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,16.8,index,valid,synthetic_energy,7.77,0,7.77,17871
ENERGY-ENERGY_ANOMALY_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,63.06,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-ENERGY_ANOMALY_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,66.03,index,valid,synthetic_energy,6.62,0,6.62,15226
ENERGY-ENERGY_ANOMALY_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,44.4,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-ENERGY_ANOMALY_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,44.72,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-ENERGY_ANOMALY_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,82.77,index,valid,synthetic_energy,5.98,0,5.98,13754
ENERGY-ENERGY_ANOMALY_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,64.24,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-ENERGY_ANOMALY_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,23.88,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-ENERGY_ANOMALY_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,40.16,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-ENERGY_ANOMALY_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,67.91,index,valid,synthetic_energy,4.03,0,4.03,9269
ENERGY-ENERGY_ANOMALY_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,34.47,index,valid,synthetic_energy,4.74,0,4.74,10902
ENERGY-ENERGY_ANOMALY_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,30.73,index,valid,synthetic_energy,6.83,0,6.83,15709
ENERGY-ENERGY_ANOMALY_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,41.56,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-ENERGY_ANOMALY_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,79.32,index,valid,synthetic_energy,4.47,0,4.47,10281
ENERGY-ENERGY_ANOMALY_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,15.74,index,valid,synthetic_energy,3.18,0,3.18,7314
ENERGY-ENERGY_ANOMALY_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,33.52,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-ENERGY_ANOMALY_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,73.27,index,valid,synthetic_energy,7.46,0,7.46,17158
ENERGY-ENERGY_ANOMALY_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,83.52,index,valid,synthetic_energy,5.01,0,5.01,11523
ENERGY-ENERGY_ANOMALY_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,58.06,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-ENERGY_ANOMALY_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,74.7,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-ENERGY_ANOMALY_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,42.8,index,valid,synthetic_energy,4.79,0,4.79,11017
ENERGY-ENERGY_ANOMALY_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,55.24,index,valid,synthetic_energy,4.68,0,4.68,10764
ENERGY-ENERGY_ANOMALY_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,31.68,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-ENERGY_ANOMALY_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,48.35,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-ENERGY_ANOMALY_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,82.54,index,valid,synthetic_energy,7.36,0,7.36,16928
ENERGY-ENERGY_ANOMALY_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,44.37,index,valid,synthetic_energy,3.17,0,3.17,7291
ENERGY-ENERGY_ANOMALY_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,25.09,index,valid,synthetic_energy,5.05,0,5.05,11615
ENERGY-ENERGY_ANOMALY_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,27.43,index,valid,synthetic_energy,5.66,0,5.66,13018
ENERGY-ENERGY_ANOMALY_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,17.35,index,valid,synthetic_energy,5.16,0,5.16,11868
ENERGY-ENERGY_ANOMALY_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,79.14,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-ENERGY_ANOMALY_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,81.04,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-ENERGY_ANOMALY_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,26.6,index,valid,synthetic_energy,3.93,0,3.93,9039
ENERGY-ENERGY_ANOMALY_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,31.33,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-ENERGY_ANOMALY_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,38.95,index,valid,synthetic_energy,5.32,0,5.32,12236
ENERGY-ENERGY_ANOMALY_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,47.31,index,valid,synthetic_energy,4.76,0,4.76,10948
ENERGY-ENERGY_ANOMALY_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,51.38,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-ENERGY_ANOMALY_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,76.29,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-ENERGY_ANOMALY_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,47.07,index,valid,synthetic_energy,4.55,0,4.55,10465
ENERGY-ENERGY_ANOMALY_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,66.69,index,valid,synthetic_energy,7.01,0,7.01,16123
ENERGY-ENERGY_ANOMALY_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,30.5,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-ENERGY_ANOMALY_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,40.99,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-ENERGY_ANOMALY_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,18.19,index,valid,synthetic_energy,7.56,0,7.56,17388
ENERGY-ENERGY_ANOMALY_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,61.09,index,valid,synthetic_energy,5.83,0,5.83,13409
ENERGY-ENERGY_ANOMALY_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,39.89,index,valid,synthetic_energy,3.61,0,3.61,8303
ENERGY-ENERGY_ANOMALY_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,29.92,index,valid,synthetic_energy,6.33,0,6.33,14559
ENERGY-ENERGY_ANOMALY_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,56.65,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-ENERGY_ANOMALY_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,83.59,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-ENERGY_ANOMALY_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,66.68,index,valid,synthetic_energy,7.17,0,7.17,16491
ENERGY-ENERGY_ANOMALY_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,63.14,index,valid,synthetic_energy,7.45,0,7.45,17135
ENERGY-ENERGY_ANOMALY_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,82.09,index,valid,synthetic_energy,7.41,0,7.41,17043
ENERGY-ENERGY_ANOMALY_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,64.81,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-ENERGY_ANOMALY_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,23.43,index,valid,synthetic_energy,5.94,0,5.94,13662
ENERGY-ENERGY_ANOMALY_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,72.01,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-ENERGY_ANOMALY_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,21.0,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-ENERGY_ANOMALY_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,57.82,index,valid,synthetic_energy,5.5,0,5.5,12650
ENERGY-ENERGY_ANOMALY_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,60.89,index,valid,synthetic_energy,5.09,0,5.09,11707
ENERGY-ENERGY_ANOMALY_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,77.41,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-ENERGY_ANOMALY_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,29.95,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-ENERGY_ANOMALY_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,33.32,index,valid,synthetic_energy,5.31,0,5.31,12213
ENERGY-ENERGY_ANOMALY_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,78.9,index,valid,synthetic_energy,4.12,0,4.12,9476
ENERGY-ENERGY_ANOMALY_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,26.41,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-ENERGY_ANOMALY_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,45.59,index,valid,synthetic_energy,5.31,0,5.31,12213
ENERGY-ENERGY_ANOMALY_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,60.26,index,valid,synthetic_energy,3.73,0,3.73,8579
ENERGY-ENERGY_ANOMALY_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,66.72,index,valid,synthetic_energy,4.23,0,4.23,9729
ENERGY-ENERGY_ANOMALY_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,21.89,index,valid,synthetic_energy,7.24,0,7.24,16652
ENERGY-ENERGY_ANOMALY_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,53.81,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-ENERGY_ANOMALY_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,41.57,index,valid,synthetic_energy,6.92,0,6.92,15916
ENERGY-ENERGY_ANOMALY_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,70.66,index,valid,synthetic_energy,3.26,0,3.26,7498
ENERGY-ENERGY_ANOMALY_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,80.85,index,valid,synthetic_energy,5.57,0,5.57,12811
ENERGY-ENERGY_ANOMALY_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,21.6,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-ENERGY_ANOMALY_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,63.91,index,valid,synthetic_energy,7.73,0,7.73,17779
ENERGY-ENERGY_ANOMALY_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,35.83,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-ENERGY_ANOMALY_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,58.01,index,valid,synthetic_energy,7.56,0,7.56,17388
ENERGY-ENERGY_ANOMALY_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,69.12,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-ENERGY_ANOMALY_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,82.54,index,valid,synthetic_energy,7.89,0,7.89,18147
