battery_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-BATTERY_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.91,index,valid,synthetic_energy,5.43,0,5.43,12489
ENERGY-BATTERY_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,73.09,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-BATTERY_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,29.48,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-BATTERY_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,63.81,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-BATTERY_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,26.53,index,valid,synthetic_energy,3.04,0,3.04,6992
ENERGY-BATTERY_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,50.07,index,valid,synthetic_energy,7.96,0,7.96,18308
ENERGY-BATTERY_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,82.0,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-BATTERY_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,61.14,index,valid,synthetic_energy,3.4,0,3.4,7820
ENERGY-BATTERY_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,73.51,index,valid,synthetic_energy,5.69,0,5.69,13087
ENERGY-BATTERY_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,72.25,index,valid,synthetic_energy,6.01,0,6.01,13823
ENERGY-BATTERY_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,70.69,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-BATTERY_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.32,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-BATTERY_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,65.72,index,valid,synthetic_energy,3.59,0,3.59,8257
ENERGY-BATTERY_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,65.22,index,valid,synthetic_energy,5.4,0,5.4,12420
ENERGY-BATTERY_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,74.28,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-BATTERY_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,46.45,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-BATTERY_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,16.3,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-BATTERY_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,63.42,index,valid,synthetic_energy,6.87,0,6.87,15801
ENERGY-BATTERY_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,53.18,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-BATTERY_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,80.9,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-BATTERY_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,49.17,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-BATTERY_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,73.48,index,valid,synthetic_energy,3.16,0,3.16,7268
ENERGY-BATTERY_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.59,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-BATTERY_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,23.53,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-BATTERY_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,77.23,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-BATTERY_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,21.33,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-BATTERY_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,16.02,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-BATTERY_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,37.76,index,valid,synthetic_energy,5.71,0,5.71,13133
ENERGY-BATTERY_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,23.8,index,valid,synthetic_energy,4.61,0,4.61,10603
ENERGY-BATTERY_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,58.78,index,valid,synthetic_energy,7.94,0,7.94,18262
ENERGY-BATTERY_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,37.19,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-BATTERY_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,32.91,index,valid,synthetic_energy,5.64,0,5.64,12972
ENERGY-BATTERY_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,36.23,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-BATTERY_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,57.64,index,valid,synthetic_energy,3.71,0,3.71,8533
ENERGY-BATTERY_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,47.91,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-BATTERY_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,38.07,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-BATTERY_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,15.79,index,valid,synthetic_energy,3.03,0,3.03,6969
ENERGY-BATTERY_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,22.43,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-BATTERY_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,49.42,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-BATTERY_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,71.67,index,valid,synthetic_energy,6.61,0,6.61,15203
ENERGY-BATTERY_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,65.53,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-BATTERY_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,54.39,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-BATTERY_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,54.56,index,valid,synthetic_energy,5.19,0,5.19,11937
ENERGY-BATTERY_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,42.64,index,valid,synthetic_energy,6.03,0,6.03,13869
ENERGY-BATTERY_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,73.32,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-BATTERY_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,48.35,index,valid,synthetic_energy,5.35,0,5.35,12305
ENERGY-BATTERY_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.21,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-BATTERY_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,55.33,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-BATTERY_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,82.16,index,valid,synthetic_energy,4.69,0,4.69,10787
ENERGY-BATTERY_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,60.22,index,valid,synthetic_energy,3.2,0,3.2,7360
ENERGY-BATTERY_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,50.0,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-BATTERY_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,18.91,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-BATTERY_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,68.67,index,valid,synthetic_energy,6.91,0,6.91,15893
ENERGY-BATTERY_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,67.11,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-BATTERY_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,80.2,index,valid,synthetic_energy,4.02,0,4.02,9246
ENERGY-BATTERY_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,36.4,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-BATTERY_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,83.59,index,valid,synthetic_energy,3.29,0,3.29,7567
ENERGY-BATTERY_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,78.29,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-BATTERY_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,23.64,index,valid,synthetic_energy,7.79,0,7.79,17917
ENERGY-BATTERY_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,29.03,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-BATTERY_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,77.22,index,valid,synthetic_energy,6.4,0,6.4,14720
ENERGY-BATTERY_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,78.53,index,valid,synthetic_energy,7.76,0,7.76,17848
ENERGY-BATTERY_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,63.75,index,valid,synthetic_energy,3.4,0,3.4,7820
ENERGY-BATTERY_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,79.44,index,valid,synthetic_energy,3.57,0,3.57,8211
ENERGY-BATTERY_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,84.87,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-BATTERY_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,30.27,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-BATTERY_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,53.35,index,valid,synthetic_energy,3.79,0,3.79,8717
ENERGY-BATTERY_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,17.11,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-BATTERY_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,71.01,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-BATTERY_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,71.52,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-BATTERY_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,74.37,index,valid,synthetic_energy,6.89,0,6.89,15847
ENERGY-BATTERY_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,34.64,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-BATTERY_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,23.31,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-BATTERY_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,32.87,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-BATTERY_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,29.63,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-BATTERY_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,28.38,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-BATTERY_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,68.18,index,valid,synthetic_energy,7.8,0,7.8,17940
ENERGY-BATTERY_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,26.02,index,valid,synthetic_energy,3.4,0,3.4,7820
ENERGY-BATTERY_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,67.9,index,valid,synthetic_energy,6.39,0,6.39,14697
ENERGY-BATTERY_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,57.19,index,valid,synthetic_energy,4.57,0,4.57,10511
ENERGY-BATTERY_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,51.79,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-BATTERY_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,36.0,index,valid,synthetic_energy,7.37,0,7.37,16951
ENERGY-BATTERY_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,50.15,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-BATTERY_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,29.21,index,valid,synthetic_energy,3.43,0,3.43,7889
ENERGY-BATTERY_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,84.71,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-BATTERY_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,43.56,index,valid,synthetic_energy,5.58,0,5.58,12834
ENERGY-BATTERY_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,44.26,index,valid,synthetic_energy,7.94,0,7.94,18262
ENERGY-BATTERY_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,33.66,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-BATTERY_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,30.17,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-BATTERY_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,56.31,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-BATTERY_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,84.16,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-BATTERY_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,35.49,index,valid,synthetic_energy,3.31,0,3.31,7613
ENERGY-BATTERY_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,66.84,index,valid,synthetic_energy,5.4,0,5.4,12420
ENERGY-BATTERY_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,46.01,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-BATTERY_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,21.08,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-BATTERY_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,17.0,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-BATTERY_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,32.05,index,valid,synthetic_energy,7.86,0,7.86,18078
ENERGY-BATTERY_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,78.73,index,valid,synthetic_energy,3.75,0,3.75,8625
ENERGY-BATTERY_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,68.82,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-BATTERY_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,29.92,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-BATTERY_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,18.15,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-BATTERY_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,33.96,index,valid,synthetic_energy,6.86,0,6.86,15778
ENERGY-BATTERY_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,30.41,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-BATTERY_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,80.74,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-BATTERY_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,49.17,index,valid,synthetic_energy,6.6,0,6.6,15180
ENERGY-BATTERY_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,46.28,index,valid,synthetic_energy,7.71,0,7.71,17733
ENERGY-BATTERY_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,69.09,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-BATTERY_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,37.61,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-BATTERY_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,63.85,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-BATTERY_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,38.31,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-BATTERY_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,48.74,index,valid,synthetic_energy,4.64,0,4.64,10672
ENERGY-BATTERY_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,72.04,index,valid,synthetic_energy,4.19,0,4.19,9637
ENERGY-BATTERY_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,17.86,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-BATTERY_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,54.73,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-BATTERY_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,54.02,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-BATTERY_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,49.11,index,valid,synthetic_energy,7.94,0,7.94,18262
ENERGY-BATTERY_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,35.58,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-BATTERY_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,71.82,index,valid,synthetic_energy,5.33,0,5.33,12259
ENERGY-BATTERY_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,78.87,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-BATTERY_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,41.41,index,valid,synthetic_energy,3.58,0,3.58,8234
ENERGY-BATTERY_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,37.54,index,valid,synthetic_energy,4.19,0,4.19,9637
