solar_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-SOLAR_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,48.83,index,valid,synthetic_energy,5.76,0,5.76,13248
ENERGY-SOLAR_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,49.34,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-SOLAR_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,48.58,index,valid,synthetic_energy,7.67,0,7.67,17641
ENERGY-SOLAR_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,33.69,index,valid,synthetic_energy,5.85,0,5.85,13455
ENERGY-SOLAR_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,46.15,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-SOLAR_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,72.93,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-SOLAR_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,28.72,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-SOLAR_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,16.98,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-SOLAR_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,56.1,index,valid,synthetic_energy,5.58,0,5.58,12834
ENERGY-SOLAR_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,84.19,index,valid,synthetic_energy,5.31,0,5.31,12213
ENERGY-SOLAR_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,75.36,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-SOLAR_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,81.18,index,valid,synthetic_energy,4.34,0,4.34,9982
ENERGY-SOLAR_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,48.05,index,valid,synthetic_energy,6.81,0,6.81,15663
ENERGY-SOLAR_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,50.0,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-SOLAR_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,69.02,index,valid,synthetic_energy,5.25,0,5.25,12075
ENERGY-SOLAR_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.47,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-SOLAR_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,44.26,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-SOLAR_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,61.89,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-SOLAR_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,49.42,index,valid,synthetic_energy,3.73,0,3.73,8579
ENERGY-SOLAR_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,26.73,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-SOLAR_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,17.08,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-SOLAR_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,73.07,index,valid,synthetic_energy,5.94,0,5.94,13662
ENERGY-SOLAR_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,50.59,index,valid,synthetic_energy,4.05,0,4.05,9315
ENERGY-SOLAR_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,46.21,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-SOLAR_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,78.3,index,valid,synthetic_energy,5.98,0,5.98,13754
ENERGY-SOLAR_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.6,index,valid,synthetic_energy,5.41,0,5.41,12443
ENERGY-SOLAR_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,83.87,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-SOLAR_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,28.87,index,valid,synthetic_energy,5.12,0,5.12,11776
ENERGY-SOLAR_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,57.21,index,valid,synthetic_energy,5.21,0,5.21,11983
ENERGY-SOLAR_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,64.23,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-SOLAR_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,66.18,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-SOLAR_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,73.89,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-SOLAR_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,80.5,index,valid,synthetic_energy,5.18,0,5.18,11914
ENERGY-SOLAR_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,33.56,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-SOLAR_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,83.32,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-SOLAR_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,76.3,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-SOLAR_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,21.57,index,valid,synthetic_energy,6.09,0,6.09,14007
ENERGY-SOLAR_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,33.37,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-SOLAR_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,75.35,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-SOLAR_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.4,index,valid,synthetic_energy,7.42,0,7.42,17066
ENERGY-SOLAR_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,33.99,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-SOLAR_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,70.73,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-SOLAR_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,59.88,index,valid,synthetic_energy,4.19,0,4.19,9637
ENERGY-SOLAR_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,59.34,index,valid,synthetic_energy,7.52,0,7.52,17296
ENERGY-SOLAR_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,73.11,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-SOLAR_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,65.5,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-SOLAR_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,15.27,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-SOLAR_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.63,index,valid,synthetic_energy,6.17,0,6.17,14191
ENERGY-SOLAR_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,33.31,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-SOLAR_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,59.33,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-SOLAR_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,47.25,index,valid,synthetic_energy,3.15,0,3.15,7245
ENERGY-SOLAR_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,17.87,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-SOLAR_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,45.69,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-SOLAR_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,43.22,index,valid,synthetic_energy,4.15,0,4.15,9545
ENERGY-SOLAR_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,42.87,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-SOLAR_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,79.71,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-SOLAR_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,64.69,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-SOLAR_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,50.63,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-SOLAR_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,39.82,index,valid,synthetic_energy,7.28,0,7.28,16744
ENERGY-SOLAR_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,31.0,index,valid,synthetic_energy,6.02,0,6.02,13846
ENERGY-SOLAR_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,62.77,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-SOLAR_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,55.34,index,valid,synthetic_energy,3.26,0,3.26,7498
ENERGY-SOLAR_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,33.18,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-SOLAR_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,27.3,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-SOLAR_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,68.78,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-SOLAR_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,29.32,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-SOLAR_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,66.92,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-SOLAR_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,60.65,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-SOLAR_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,20.64,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-SOLAR_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,23.81,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-SOLAR_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,40.96,index,valid,synthetic_energy,7.04,0,7.04,16192
ENERGY-SOLAR_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,33.72,index,valid,synthetic_energy,6.2,0,6.2,14260
ENERGY-SOLAR_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,42.51,index,valid,synthetic_energy,3.3,0,3.3,7590
ENERGY-SOLAR_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,29.42,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-SOLAR_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,31.67,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-SOLAR_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,63.68,index,valid,synthetic_energy,5.1,0,5.1,11730
ENERGY-SOLAR_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,58.17,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-SOLAR_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,69.52,index,valid,synthetic_energy,3.75,0,3.75,8625
ENERGY-SOLAR_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,84.12,index,valid,synthetic_energy,5.2,0,5.2,11960
ENERGY-SOLAR_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,80.59,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-SOLAR_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,60.08,index,valid,synthetic_energy,4.98,0,4.98,11454
ENERGY-SOLAR_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,81.56,index,valid,synthetic_energy,7.58,0,7.58,17434
ENERGY-SOLAR_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,53.37,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-SOLAR_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,80.53,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-SOLAR_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,47.3,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-SOLAR_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,77.26,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-SOLAR_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,29.01,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-SOLAR_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,30.96,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-SOLAR_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,16.25,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-SOLAR_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,29.0,index,valid,synthetic_energy,5.89,0,5.89,13547
ENERGY-SOLAR_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,74.78,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-SOLAR_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,50.49,index,valid,synthetic_energy,4.93,0,4.93,11339
ENERGY-SOLAR_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,29.93,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-SOLAR_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,59.44,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-SOLAR_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,43.19,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-SOLAR_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,23.0,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-SOLAR_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,81.4,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-SOLAR_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,21.75,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-SOLAR_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,40.38,index,valid,synthetic_energy,4.03,0,4.03,9269
ENERGY-SOLAR_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,25.75,index,valid,synthetic_energy,3.15,0,3.15,7245
ENERGY-SOLAR_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,46.87,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-SOLAR_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,41.42,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-SOLAR_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,67.21,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-SOLAR_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,32.18,index,valid,synthetic_energy,4.92,0,4.92,11316
ENERGY-SOLAR_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,62.02,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-SOLAR_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,61.36,index,valid,synthetic_energy,4.12,0,4.12,9476
ENERGY-SOLAR_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,26.49,index,valid,synthetic_energy,3.67,0,3.67,8441
ENERGY-SOLAR_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,24.29,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-SOLAR_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,26.03,index,valid,synthetic_energy,7.86,0,7.86,18078
ENERGY-SOLAR_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,41.26,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-SOLAR_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,29.23,index,valid,synthetic_energy,5.74,0,5.74,13202
ENERGY-SOLAR_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,58.89,index,valid,synthetic_energy,3.48,0,3.48,8004
ENERGY-SOLAR_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,65.72,index,valid,synthetic_energy,4.17,0,4.17,9591
ENERGY-SOLAR_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,35.55,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-SOLAR_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,57.38,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-SOLAR_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,26.66,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-SOLAR_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,74.53,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-SOLAR_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,30.31,index,valid,synthetic_energy,6.51,0,6.51,14973
ENERGY-SOLAR_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,31.89,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-SOLAR_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,74.75,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-SOLAR_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,18.96,index,valid,synthetic_energy,7.17,0,7.17,16491
