station_id,province_code,date_hour,grid_kwh,generator_kwh,solar_kwh,battery_soc_pct,load_kw,ambient_temp_c,site_temp_c,power_outage_min,alarm_flag,cost_vnd
ST0102,DBN,2026-08-20-01,5.82,0,0,95,6.85,29.74,30.53,0,0,13386
ST0201,SLA,2026-08-20-01,5.3,0,0,95,6.24,27.03,29.86,0,0,12190
ST0202,SLA,2026-08-20-01,5.98,0,0,95,7.03,33.82,31.19,0,0,13754
ST0301,CMU,2026-08-20-01,4.39,0,0,95,5.16,34.49,33.53,0,0,10097
ST0302,CMU,2026-08-20-01,7.28,0,0,95,8.57,33.26,29.08,0,0,16744
ST0401,NBH,2026-08-20-01,3.79,0,0,95,4.46,27.85,38.49,0,0,8717
ST0402,NBH,2026-08-20-01,4.84,0,0,95,5.69,34.55,33.69,0,0,11132
ST0501,HCM,2026-08-20-01,2.99,0,0,95,3.52,34.64,38.89,0,0,6877
ST0502,HCM,2026-08-20-01,4.45,0,0,95,5.24,25.4,33.28,0,0,10235
ST0601,KHA,2026-08-20-01,6.69,0,0,95,7.87,30.0,30.1,0,0,15387
ST0602,KHA,2026-08-20-01,4.72,0,0,95,5.55,32.41,36.96,0,0,10856
ST0101,DBN,2026-08-20-02,7.28,0,0,95,8.57,32.41,29.41,0,0,16744
ST0102,DBN,2026-08-20-02,3.49,0,0,95,4.11,32.27,35.32,0,0,8027
ST0201,SLA,2026-08-20-02,4.39,0,0,95,5.16,25.45,36.77,0,0,10097
ST0202,SLA,2026-08-20-02,5.41,0,0,95,6.36,31.0,31.02,0,0,12443
ST0301,CMU,2026-08-20-02,4.67,0,0,95,5.5,27.1,35.76,0,0,10741
ST0302,CMU,2026-08-20-02,5.16,0,0,95,6.07,25.29,36.6,0,0,11868
ST0401,NBH,2026-08-20-02,4.96,0,0,95,5.83,33.2,38.82,0,0,11408
ST0402,NBH,2026-08-20-02,5.6,0,0,95,6.59,32.78,34.37,0,0,12880
ST0501,HCM,2026-08-20-02,5.2,0,0,95,6.12,29.24,36.18,0,0,11960
ST0502,HCM,2026-08-20-02,7.39,0,0,95,8.69,25.95,31.9,0,0,16997
ST0601,KHA,2026-08-20-02,3.14,0,0,95,3.69,31.23,32.04,0,0,7222
ST0602,KHA,2026-08-20-02,7.59,0,0,95,8.93,26.82,29.92,0,0,17457
ST0101,DBN,2026-08-20-03,3.67,0,0,95,4.32,25.05,33.4,0,0,8441
ST0102,DBN,2026-08-20-03,2.63,0,0,95,3.1,29.48,32.21,0,0,6049
ST0201,SLA,2026-08-20-03,7.45,0,0,95,8.77,25.06,33.27,0,0,17135
ST0202,SLA,2026-08-20-03,4.56,0,0,95,5.36,29.16,32.46,0,0,10488
ST0301,CMU,2026-08-20-03,6.35,0,0,95,7.47,31.06,38.74,0,0,14605
ST0302,CMU,2026-08-20-03,3.94,0,0,95,4.63,32.0,31.82,0,0,9062
ST0401,NBH,2026-08-20-03,7.24,0,0,95,8.52,34.66,32.83,0,0,16652
ST0402,NBH,2026-08-20-03,2.92,0,0,95,3.44,28.86,31.68,0,0,6716
ST0501,HCM,2026-08-20-03,3.84,0,0,95,4.52,31.2,38.04,0,0,8832
ST0502,HCM,2026-08-20-03,6.09,0,0,95,7.16,31.99,31.17,0,0,14007
ST0601,KHA,2026-08-20-03,5.08,0,0,95,5.98,34.67,32.81,0,0,11684
ST0602,KHA,2026-08-20-03,6.71,0,0,95,7.9,31.87,32.22,0,0,15433
ST0101,DBN,2026-08-20-04,5.85,0,0,95,6.88,26.02,33.15,0,0,13455
ST0102,DBN,2026-08-20-04,6.56,0,0,95,7.72,33.6,37.05,0,0,15088
ST0201,SLA,2026-08-20-04,2.82,0,0,95,3.32,25.75,37.31,0,0,6486
ST0202,SLA,2026-08-20-04,3.1,0,0,95,3.65,30.13,29.33,0,0,7130
ST0301,CMU,2026-08-20-04,3.94,0,0,95,4.64,25.06,33.56,0,0,9062
ST0302,CMU,2026-08-20-04,4.38,0,0,95,5.15,34.24,29.87,0,0,10074
ST0401,NBH,2026-08-20-04,5.07,0,0,95,5.96,31.21,38.59,0,0,11661
ST0402,NBH,2026-08-20-04,3.03,0,0,95,3.57,29.52,37.58,0,0,6969
ST0501,HCM,2026-08-20-04,5.23,0,0,95,6.15,32.11,29.24,0,0,12029
ST0502,HCM,2026-08-20-04,3.17,0,0,95,3.73,31.85,30.03,0,0,7291
ST0601,KHA,2026-08-20-04,5.08,0,0,95,5.98,25.02,33.93,0,0,11684
ST0602,KHA,2026-08-20-04,4.22,0,0,95,4.97,30.61,30.6,0,0,9706
ST0101,DBN,2026-08-20-05,4.22,0,0,95,4.97,31.62,36.36,0,0,9706
ST0102,DBN,2026-08-20-05,2.75,0,0,95,3.23,32.51,32.34,0,0,6325
ST0201,SLA,2026-08-20-05,2.67,0,0,95,3.14,34.42,29.36,0,0,6141
ST0202,SLA,2026-08-20-05,3.52,0,0,95,4.14,26.67,36.41,0,0,8096
ST0301,CMU,2026-08-20-05,2.8,0,0,95,3.3,32.86,31.19,0,0,6440
ST0302,CMU,2026-08-20-05,4.89,0,0,95,5.75,32.15,31.92,0,0,11247
ST0401,NBH,2026-08-20-05,2.86,0,0,95,3.36,33.68,34.19,0,0,6578
ST0402,NBH,2026-08-20-05,6.9,0,0,95,8.12,26.19,31.43,0,0,15870
ST0501,HCM,2026-08-20-05,7.46,0,0,95,8.78,31.56,29.57,0,0,17158
ST0502,HCM,2026-08-20-05,6.97,0,0,95,8.2,30.12,33.56,0,0,16031
ST0601,KHA,2026-08-20-05,5.79,0,0,95,6.81,33.15,32.8,0,0,13317
ST0602,KHA,2026-08-20-05,5.63,0,0,95,6.62,28.44,32.75,0,0,12949
ST0101,DBN,2026-08-20-06,6.33,0,0,95,7.45,26.28,34.56,0,0,14559
ST0102,DBN,2026-08-20-06,4.44,0,0,95,5.22,28.51,33.22,0,0,10212
ST0201,SLA,2026-08-20-06,4.56,0,0,95,5.36,33.41,37.18,0,0,10488
ST0202,SLA,2026-08-20-06,4.91,0,0,95,5.78,27.85,30.78,0,0,11293
ST0301,CMU,2026-08-20-06,3.15,0,0,95,3.71,32.85,37.44,0,0,7245
ST0302,CMU,2026-08-20-06,6.46,0,0,95,7.6,26.41,35.32,0,0,14858
ST0401,NBH,2026-08-20-06,4.22,0,0,95,4.96,32.13,29.34,0,0,9706
ST0402,NBH,2026-08-20-06,5.53,0,0,95,6.51,26.6,37.81,0,0,12719
ST0501,HCM,2026-08-20-06,5.73,0,0,95,6.74,29.04,35.29,0,0,13179
ST0502,HCM,2026-08-20-06,4.33,0,0,95,5.1,32.95,33.33,0,0,9959
ST0601,KHA,2026-08-20-06,7.0,0,0,95,8.24,33.84,32.59,0,0,16100
ST0602,KHA,2026-08-20-06,5.18,0,0,95,6.09,31.65,38.06,0,0,11914
ST0101,DBN,2026-08-20-07,5.34,0,0,95,6.28,26.72,37.87,0,0,12282
ST0102,DBN,2026-08-20-07,5.38,0,0,95,6.33,31.04,30.15,0,0,12374
ST0201,SLA,2026-08-20-07,2.61,0,0,95,3.07,26.46,38.12,0,0,6003
ST0202,SLA,2026-08-20-07,4.09,0,0,95,4.81,28.57,30.32,0,0,9407
ST0301,CMU,2026-08-20-07,4.34,0,0,95,5.11,28.97,37.73,0,0,9982
ST0302,CMU,2026-08-20-07,4.04,0,0,95,4.75,29.59,34.86,0,0,9292
ST0401,NBH,2026-08-20-07,4.68,0,0,95,5.51,33.52,36.12,0,0,10764
ST0402,NBH,2026-08-20-07,4.09,0,0,95,4.81,25.06,32.77,0,0,9407
ST0501,HCM,2026-08-20-07,7.12,0,0,95,8.38,29.36,31.99,0,0,16376
ST0502,HCM,2026-08-20-07,5.07,0,0,95,5.97,29.52,37.91,0,0,11661
ST0601,KHA,2026-08-20-07,7.31,0,0,95,8.6,28.7,35.96,0,0,16813
ST0602,KHA,2026-08-20-07,4.15,0,0,95,4.88,25.72,31.22,0,0,9545
ST0101,DBN,2026-08-20-08,2.8,0,0,95,3.29,25.61,29.55,0,0,6440
ST0102,DBN,2026-08-20-08,2.66,0,0,95,3.13,28.64,33.72,0,0,6118
ST0201,SLA,2026-08-20-08,7.26,0,0,95,8.54,29.5,37.35,0,0,16698
ST0202,SLA,2026-08-20-08,5.1,0,0,95,6.0,27.92,29.36,0,0,11730
ST0301,CMU,2026-08-20-08,3.02,0,0,95,3.55,27.91,38.68,0,0,6946
ST0302,CMU,2026-08-20-08,3.14,0,0,95,3.69,28.18,32.52,0,0,7222
ST0401,NBH,2026-08-20-08,7.23,0,0,95,8.51,33.39,35.21,0,0,16629
ST0402,NBH,2026-08-20-08,7.53,0,0,95,8.86,33.8,34.58,0,0,17319
ST0501,HCM,2026-08-20-08,3.89,0,0,95,4.58,30.14,36.34,0,0,8947
ST0502,HCM,2026-08-20-08,5.64,0,0,95,6.64,26.69,33.04,0,0,12972
ST0601,KHA,2026-08-20-08,3.53,0,0,95,4.15,28.33,33.32,0,0,8119
ST0602,KHA,2026-08-20-08,6.94,0,0,95,8.16,30.85,30.84,0,0,15962
ST0101,DBN,2026-08-20-09,6.0,0,0,95,7.06,32.02,37.21,0,0,13800
ST0102,DBN,2026-08-20-09,6.29,0,0,95,7.4,26.41,29.53,0,0,14467
ST0201,SLA,2026-08-20-09,5.21,0,0,95,6.13,25.73,30.4,0,0,11983
ST0202,SLA,2026-08-20-09,5.49,0,0,95,6.46,25.26,32.02,0,0,12627
ST0301,CMU,2026-08-20-09,6.7,0,0,95,7.88,29.78,32.4,0,0,15410
ST0302,CMU,2026-08-20-09,3.2,0,0,95,3.76,27.91,35.86,0,0,7360
ST0401,NBH,2026-08-20-09,6.57,0,0,95,7.73,32.28,30.95,0,0,15111
ST0402,NBH,2026-08-20-09,5.02,0,0,95,5.9,34.38,34.91,0,0,11546
ST0501,HCM,2026-08-20-09,4.36,0,0,95,5.13,26.88,38.69,0,0,10028
ST0502,HCM,2026-08-20-09,5.98,0,0,95,7.03,25.11,36.35,0,0,13754
ST0601,KHA,2026-08-20-09,6.34,0,0,95,7.46,32.68,37.71,0,0,14582
ST0602,KHA,2026-08-20-09,5.73,0,0,95,6.74,32.85,32.38,0,0,13179
ST0101,DBN,2026-08-20-10,4.17,0,0,95,4.9,27.94,32.4,0,0,9591
ST0102,DBN,2026-08-20-10,3.43,0,0,95,4.04,33.1,33.97,0,0,7889
ST0201,SLA,2026-08-20-10,3.62,0,0,95,4.26,28.72,34.78,0,0,8326
ST0202,SLA,2026-08-20-10,3.71,0,0,95,4.36,34.21,36.49,0,0,8533
ST0301,CMU,2026-08-20-10,3.9,0,0,95,4.59,30.13,38.22,0,0,8970
ST0302,CMU,2026-08-20-10,5.41,0,0,95,6.36,27.03,33.49,0,0,12443
ST0401,NBH,2026-08-20-10,7.14,0,0,95,8.4,29.87,32.94,0,0,16422
ST0402,NBH,2026-08-20-10,5.94,0,0,95,6.99,33.98,37.51,0,0,13662
ST0501,HCM,2026-08-20-10,3.08,0,0,95,3.62,33.32,32.38,0,0,7084
ST0502,HCM,2026-08-20-10,5.65,0,0,95,6.65,29.66,35.64,0,0,12995
ST0601,KHA,2026-08-20-10,6.51,0,0,95,7.66,26.99,32.61,0,0,14973
ST0602,KHA,2026-08-20-10,4.87,0,0,95,5.73,27.81,31.25,0,0,11201
ST0101,DBN,2026-08-20-11,4.76,0,0,95,5.6,33.69,30.91,0,0,10948
ST0102,DBN,2026-08-20-11,5.88,0,0,95,6.92,25.91,32.26,0,0,13524
ST0201,SLA,2026-08-20-11,5.72,0,0,95,6.73,34.49,35.73,0,0,13156
ST0202,SLA,2026-08-20-11,2.75,0,0,95,3.23,29.56,31.42,0,0,6325
ST0301,CMU,2026-08-20-11,3.15,0,0,95,3.7,26.14,30.54,0,0,7245
ST0302,CMU,2026-08-20-11,7.6,0,0,95,8.94,33.61,37.57,0,0,17480
ST0401,NBH,2026-08-20-11,5.35,0,0,95,6.3,26.26,29.23,0,0,12305
ST0402,NBH,2026-08-20-11,6.57,0,0,95,7.73,30.46,29.56,0,0,15111
ST0501,HCM,2026-08-20-11,4.59,0,0,95,5.4,29.9,33.07,0,0,10557
ST0502,HCM,2026-08-20-11,3.59,0,0,95,4.22,30.31,38.17,0,0,8257
ST0601,KHA,2026-08-20-11,6.84,0,0,95,8.05,31.2,37.58,0,0,15732
ST0602,KHA,2026-08-20-11,4.67,0,0,95,5.5,31.25,35.75,0,0,10741
ST0101,DBN,2026-08-20-12,2.65,0,0,95,3.12,29.56,33.01,0,0,6095
ST0102,DBN,2026-08-20-12,7.06,0,0,95,8.3,33.57,31.47,0,0,16238
ST0201,SLA,2026-08-20-12,4.88,0,0,95,5.74,29.9,36.01,0,0,11224
ST0202,SLA,2026-08-20-12,4.19,0,0,95,4.93,31.07,36.29,0,0,9637
ST0301,CMU,2026-08-20-12,4.26,0,0,95,5.01,33.3,35.97,0,0,9798
ST0302,CMU,2026-08-20-12,2.92,0,0,95,3.43,30.53,37.94,0,0,6716
ST0401,NBH,2026-08-20-12,6.7,0,0,95,7.88,27.82,35.81,0,0,15410
ST0402,NBH,2026-08-20-12,3.08,0,0,95,3.62,31.5,35.33,0,0,7084
ST0501,HCM,2026-08-20-12,5.55,0,0,95,6.53,32.75,37.05,0,0,12765
ST0502,HCM,2026-08-20-12,6.21,0,0,95,7.31,33.73,31.29,0,0,14283
ST0601,KHA,2026-08-20-12,7.17,0,0,95,8.43,29.18,37.77,0,0,16491
ST0602,KHA,2026-08-20-12,4.03,0,0,95,4.74,33.36,33.11,0,0,9269
ST0101,DBN,2026-08-20-13,2.74,0,0,95,3.22,31.63,37.54,0,0,6302
ST0102,DBN,2026-08-20-13,5.49,0,0,95,6.46,28.7,30.88,0,0,12627
ST0201,SLA,2026-08-20-13,2.64,0,0,95,3.11,30.97,36.89,0,0,6072
ST0202,SLA,2026-08-20-13,6.01,0,0,95,7.07,27.03,32.13,0,0,13823
ST0301,CMU,2026-08-20-13,6.33,0,0,95,7.45,33.79,38.32,0,0,14559
ST0302,CMU,2026-08-20-13,7.48,0,0,95,8.8,26.01,29.66,0,0,17204
ST0401,NBH,2026-08-20-13,4.87,0,0,95,5.73,34.89,37.59,0,0,11201
ST0402,NBH,2026-08-20-13,4.61,0,0,95,5.42,31.13,30.04,0,0,10603
ST0501,HCM,2026-08-20-13,6.57,0,0,95,7.73,32.8,34.72,0,0,15111
ST0502,HCM,2026-08-20-13,6.29,0,0,95,7.4,26.63,38.7,0,0,14467
ST0601,KHA,2026-08-20-13,4.97,0,0,95,5.85,28.21,36.07,0,0,11431
ST0602,KHA,2026-08-20-13,3.55,0,0,95,4.18,30.27,38.51,0,0,8165
ST0101,DBN,2026-08-20-14,3.03,0,0,95,3.56,33.0,34.77,0,0,6969
ST0102,DBN,2026-08-20-14,4.22,0,0,95,4.97,27.13,38.88,0,0,9706
ST0201,SLA,2026-08-20-14,2.98,0,0,95,3.51,30.92,30.7,0,0,6854
ST0202,SLA,2026-08-20-14,3.69,0,0,95,4.34,26.16,32.87,0,0,8487
ST0301,CMU,2026-08-20-14,6.49,0,0,95,7.64,32.3,32.07,0,0,14927
ST0302,CMU,2026-08-20-14,3.46,0,0,95,4.07,26.54,30.31,0,0,7958
ST0401,NBH,2026-08-20-14,3.6,0,0,95,4.24,32.13,34.87,0,0,8280
ST0402,NBH,2026-08-20-14,3.07,0,0,95,3.61,25.88,30.7,0,0,7061
ST0501,HCM,2026-08-20-14,4.59,0,0,95,5.4,29.53,34.7,0,0,10557
ST0502,HCM,2026-08-20-14,7.58,0,0,95,8.92,30.8,32.28,0,0,17434
ST0601,KHA,2026-08-20-14,6.47,0,0,95,7.61,29.73,32.04,0,0,14881
ST0602,KHA,2026-08-20-14,5.78,0,0,95,6.8,25.61,29.03,0,0,13294
ST0101,DBN,2026-08-20-15,6.83,0,0,95,8.03,30.56,38.78,0,0,15709
ST0102,DBN,2026-08-20-15,7.49,0,0,95,8.81,33.48,33.67,0,0,17227
ST0201,SLA,2026-08-20-15,2.71,0,0,95,3.19,33.63,31.86,0,0,6233
ST0202,SLA,2026-08-20-15,3.97,0,0,95,4.67,31.65,31.13,0,0,9131
ST0301,CMU,2026-08-20-15,5.81,0,0,95,6.83,31.31,35.53,0,0,13363
ST0302,CMU,2026-08-20-15,5.81,0,0,95,6.84,34.16,30.26,0,0,13363
ST0401,NBH,2026-08-20-15,7.26,0,0,95,8.54,26.04,31.43,0,0,16698
ST0402,NBH,2026-08-20-15,2.92,0,0,95,3.43,33.69,32.56,0,0,6716
ST0501,HCM,2026-08-20-15,2.63,0,0,95,3.1,31.58,30.15,0,0,6049
ST0502,HCM,2026-08-20-15,7.25,0,0,95,8.53,33.51,37.89,0,0,16675
ST0601,KHA,2026-08-20-15,3.08,0,0,95,3.62,33.71,33.75,0,0,7084
ST0602,KHA,2026-08-20-15,3.92,0,0,95,4.61,27.48,31.11,0,0,9016
ST0101,DBN,2026-08-20-16,4.15,0,0,95,4.88,27.41,34.37,0,0,9545
ST0102,DBN,2026-08-20-16,5.77,0,0,95,6.79,30.67,38.14,0,0,13271
ST0201,SLA,2026-08-20-16,6.77,0,0,95,7.97,29.49,37.42,0,0,15571
ST0202,SLA,2026-08-20-16,6.9,0,0,95,8.12,25.41,30.45,0,0,15870
ST0301,CMU,2026-08-20-16,2.98,0,0,95,3.51,33.98,35.0,0,0,6854
ST0302,CMU,2026-08-20-16,3.34,0,0,95,3.93,26.46,38.44,0,0,7682
ST0401,NBH,2026-08-20-16,7.14,0,0,95,8.4,27.65,35.68,0,0,16422
ST0402,NBH,2026-08-20-16,5.69,0,0,95,6.69,32.46,29.03,0,0,13087
ST0501,HCM,2026-08-20-16,5.5,0,0,95,6.47,31.41,38.2,0,0,12650
ST0502,HCM,2026-08-20-16,4.84,0,0,95,5.7,27.32,29.94,0,0,11132
ST0601,KHA,2026-08-20-16,5.85,0,0,95,6.88,28.95,38.33,0,0,13455
ST0602,KHA,2026-08-20-16,3.11,0,0,95,3.66,31.01,31.12,0,0,7153
ST0101,DBN,2026-08-20-17,6.03,0,0,95,7.1,31.85,37.33,0,0,13869
ST0102,DBN,2026-08-20-17,4.25,0,0,95,5.0,27.79,30.46,0,0,9775
ST0201,SLA,2026-08-20-17,6.65,0,0,95,7.82,25.92,30.64,0,0,15295
ST0202,SLA,2026-08-20-17,4.56,0,0,95,5.37,31.98,32.84,0,0,10488
ST0301,CMU,2026-08-20-17,3.12,0,0,95,3.67,32.36,35.34,0,0,7176
ST0302,CMU,2026-08-20-17,5.6,0,0,95,6.59,31.4,34.91,0,0,12880
ST0401,NBH,2026-08-20-17,7.14,0,0,95,8.4,32.79,32.6,0,0,16422
ST0402,NBH,2026-08-20-17,2.57,0,0,95,3.02,28.95,36.78,0,0,5911
ST0501,HCM,2026-08-20-17,2.81,0,0,95,3.31,34.29,31.14,0,0,6463
ST0502,HCM,2026-08-20-17,2.86,0,0,95,3.36,30.14,36.33,0,0,6578
ST0601,KHA,2026-08-20-17,6.51,0,0,95,7.66,31.42,31.99,0,0,14973
ST0602,KHA,2026-08-20-17,4.0,0,0,95,4.7,34.21,37.59,0,0,9200
ST0101,DBN,2026-08-20-18,9.16,0,0,95,10.78,31.95,31.28,0,0,21068
ST0102,DBN,2026-08-20-18,4.01,0,0,95,4.72,28.5,38.25,0,0,9223
ST0201,SLA,2026-08-20-18,9.26,0,0,95,10.89,30.45,31.95,0,0,21298
ST0202,SLA,2026-08-20-18,7.03,0,0,95,8.27,32.2,35.97,0,0,16169
ST0301,CMU,2026-08-20-18,10.52,0,0,95,12.38,30.49,38.89,0,0,24196
ST0302,CMU,2026-08-20-18,5.88,0,0,95,6.92,34.25,33.43,0,0,13524
ST0401,NBH,2026-08-20-18,7.19,0,0,95,8.46,30.02,38.99,0,0,16537
ST0402,NBH,2026-08-20-18,4.31,0,0,95,5.07,29.46,33.53,0,0,9913
ST0501,HCM,2026-08-20-18,4.6,0,0,95,5.41,31.77,32.81,0,0,10580
ST0502,HCM,2026-08-20-18,5.59,0,0,95,6.58,34.93,31.79,0,0,12857
ST0601,KHA,2026-08-20-18,9.38,0,0,95,11.04,30.57,30.1,0,0,21574
ST0602,KHA,2026-08-20-18,4.89,0,0,95,5.75,29.19,36.96,0,0,11247
ST0101,DBN,2026-08-20-19,7.87,0,0,95,9.26,30.42,29.24,0,0,18101
ST0102,DBN,2026-08-20-19,5.58,0,0,95,6.56,34.18,33.24,0,0,12834
ST0201,SLA,2026-08-20-19,5.58,0,0,95,6.56,32.78,31.04,0,0,12834
ST0202,SLA,2026-08-20-19,9.89,0,0,95,11.63,33.46,30.09,0,0,22747
ST0301,CMU,2026-08-20-19,5.91,0,0,95,6.95,34.85,30.07,0,0,13593
ST0302,CMU,2026-08-20-19,4.71,0,0,95,5.54,33.36,38.37,0,0,10833
ST0401,NBH,2026-08-20-19,9.01,0,0,95,10.6,27.62,34.41,0,0,20723
ST0402,NBH,2026-08-20-19,5.08,0,0,95,5.98,27.92,33.62,0,0,11684
ST0501,HCM,2026-08-20-19,10.26,0,0,95,12.07,29.76,31.16,0,0,23598
ST0502,HCM,2026-08-20-19,3.61,0,0,95,4.25,26.98,38.59,0,0,8303
ST0601,KHA,2026-08-20-19,4.11,0,0,95,4.84,25.43,35.65,0,0,9453
ST0602,KHA,2026-08-20-19,7.85,0,0,95,9.23,33.84,33.25,0,0,18055
ST0101,DBN,2026-08-20-20,5.66,0,0,95,6.66,33.32,34.55,0,0,13018
ST0102,DBN,2026-08-20-20,8.64,0,0,95,10.17,26.04,34.25,0,0,19872
ST0201,SLA,2026-08-20-20,7.85,0,0,95,9.23,27.93,31.33,0,0,18055
ST0202,SLA,2026-08-20-20,6.37,0,0,95,7.49,29.73,34.94,0,0,14651
ST0301,CMU,2026-08-20-20,4.04,0,0,95,4.75,29.14,35.78,0,0,9292
ST0302,CMU,2026-08-20-20,7.41,0,0,95,8.72,33.15,35.57,0,0,17043
ST0401,NBH,2026-08-20-20,5.17,0,0,95,6.08,29.68,31.7,0,0,11891
ST0402,NBH,2026-08-20-20,3.99,0,0,95,4.69,27.41,36.84,0,0,9177
ST0501,HCM,2026-08-20-20,8.22,0,0,95,9.67,32.87,32.02,0,0,18906
ST0502,HCM,2026-08-20-20,8.3,0,0,95,9.77,30.16,38.21,0,0,19090
ST0601,KHA,2026-08-20-20,3.83,0,0,95,4.51,25.95,36.47,0,0,8809
ST0602,KHA,2026-08-20-20,9.87,0,0,95,11.61,28.24,34.23,0,0,22701
ST0101,DBN,2026-08-20-21,9.72,0,0,95,11.44,33.86,38.45,0,0,22356
ST0102,DBN,2026-08-20-21,9.11,0,0,95,10.72,27.28,37.6,0,0,20953
ST0201,SLA,2026-08-20-21,7.32,0,0,95,8.61,25.92,33.18,0,0,16836
ST0202,SLA,2026-08-20-21,9.43,0,0,95,11.09,32.68,34.58,0,0,21689
ST0301,CMU,2026-08-20-21,6.55,0,0,95,7.71,33.64,35.33,0,0,15065
ST0302,CMU,2026-08-20-21,10.02,0,0,95,11.79,30.18,36.97,0,0,23046
ST0401,NBH,2026-08-20-21,9.37,0,0,95,11.02,27.12,34.85,0,0,21551
ST0402,NBH,2026-08-20-21,9.25,0,0,95,10.88,31.06,29.03,0,0,21275
ST0501,HCM,2026-08-20-21,8.75,0,0,95,10.29,30.8,36.93,0,0,20125
ST0502,HCM,2026-08-20-21,4.59,0,0,95,5.4,29.42,30.86,0,0,10557
ST0601,KHA,2026-08-20-21,7.33,0,0,95,8.62,34.58,31.76,0,0,16859
ST0602,KHA,2026-08-20-21,5.94,0,0,95,6.99,34.34,37.72,0,0,13662
ST0101,DBN,2026-08-20-22,9.02,0,0,95,10.61,30.72,34.76,0,0,20746
ST0102,DBN,2026-08-20-22,5.51,0,0,95,6.48,28.56,29.09,0,0,12673
ST0201,SLA,2026-08-20-22,7.34,0,0,95,8.63,25.53,35.78,0,0,16882
ST0202,SLA,2026-08-20-22,6.5,0,0,95,7.65,27.22,29.33,0,0,14950
ST0301,CMU,2026-08-20-22,8.11,0,0,95,9.54,34.05,37.92,0,0,18653
ST0302,CMU,2026-08-20-22,8.7,0,0,95,10.24,33.19,31.27,0,0,20010
ST0401,NBH,2026-08-20-22,4.94,0,0,95,5.81,27.12,30.6,0,0,11362
ST0402,NBH,2026-08-20-22,9.62,0,0,95,11.32,33.34,29.66,0,0,22126
ST0501,HCM,2026-08-20-22,6.03,0,0,95,7.09,25.94,31.69,0,0,13869
ST0502,HCM,2026-08-20-22,9.91,0,0,95,11.66,26.68,32.35,0,0,22793
ST0601,KHA,2026-08-20-22,6.21,0,0,95,7.3,29.39,37.27,0,0,14283
ST0602,KHA,2026-08-20-22,10.18,0,0,95,11.98,29.32,37.13,0,0,23414
ST0101,DBN,2026-08-20-23,5.12,0,0,95,6.02,26.65,32.03,0,0,11776
ST0102,DBN,2026-08-20-23,7.06,0,0,95,8.31,34.11,34.46,0,0,16238
ST0201,SLA,2026-08-20-23,6.9,0,0,95,8.12,28.59,32.8,0,0,15870
ST0202,SLA,2026-08-20-23,6.16,0,0,95,7.25,34.6,32.24,0,0,14168
ST0301,CMU,2026-08-20-23,7.62,0,0,95,8.96,29.22,31.56,0,0,17526
ST0302,CMU,2026-08-20-23,4.84,0,0,95,5.7,26.19,29.91,0,0,11132
ST0401,NBH,2026-08-20-23,3.49,0,0,95,4.11,33.84,29.08,0,0,8027
ST0402,NBH,2026-08-20-23,4.49,0,0,95,5.28,26.6,35.29,0,0,10327
ST0501,HCM,2026-08-20-23,4.45,0,0,95,5.23,29.78,30.03,0,0,10235
ST0502,HCM,2026-08-20-23,6.94,0,0,95,8.17,34.68,34.16,0,0,15962
ST0601,KHA,2026-08-20-23,5.18,0,0,95,6.1,33.47,37.61,0,0,11914
ST0602,KHA,2026-08-20-23,5.73,0,0,95,6.74,30.19,34.46,0,0,13179
