meter_reading_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-METER_READING_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,32.87,index,valid,synthetic_energy,6.58,0,6.58,15134
ENERGY-METER_READING_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,69.51,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-METER_READING_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,18.75,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-METER_READING_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,46.19,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-METER_READING_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,26.6,index,valid,synthetic_energy,5.39,0,5.39,12397
ENERGY-METER_READING_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,44.51,index,valid,synthetic_energy,5.28,0,5.28,12144
ENERGY-METER_READING_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,48.16,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-METER_READING_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,37.66,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-METER_READING_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.38,index,valid,synthetic_energy,5.32,0,5.32,12236
ENERGY-METER_READING_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,29.19,index,valid,synthetic_energy,7.07,0,7.07,16261
ENERGY-METER_READING_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,55.18,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-METER_READING_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,71.76,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-METER_READING_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,29.22,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-METER_READING_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,57.62,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-METER_READING_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,66.66,index,valid,synthetic_energy,6.73,0,6.73,15479
ENERGY-METER_READING_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.35,index,valid,synthetic_energy,7.52,0,7.52,17296
ENERGY-METER_READING_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,31.19,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-METER_READING_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,84.94,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-METER_READING_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,28.61,index,valid,synthetic_energy,3.59,0,3.59,8257
ENERGY-METER_READING_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,46.53,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-METER_READING_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,60.29,index,valid,synthetic_energy,5.09,0,5.09,11707
ENERGY-METER_READING_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,15.86,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-METER_READING_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,60.67,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-METER_READING_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,81.31,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-METER_READING_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,25.5,index,valid,synthetic_energy,5.38,0,5.38,12374
ENERGY-METER_READING_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,76.89,index,valid,synthetic_energy,3.06,0,3.06,7038
ENERGY-METER_READING_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,21.8,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-METER_READING_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,38.88,index,valid,synthetic_energy,4.38,0,4.38,10074
ENERGY-METER_READING_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,82.05,index,valid,synthetic_energy,3.19,0,3.19,7337
ENERGY-METER_READING_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,56.5,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-METER_READING_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,22.75,index,valid,synthetic_energy,3.34,0,3.34,7682
ENERGY-METER_READING_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,83.48,index,valid,synthetic_energy,5.66,0,5.66,13018
ENERGY-METER_READING_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,73.94,index,valid,synthetic_energy,4.69,0,4.69,10787
ENERGY-METER_READING_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,15.26,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-METER_READING_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.16,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-METER_READING_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,84.0,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-METER_READING_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,73.56,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-METER_READING_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,31.3,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-METER_READING_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,48.6,index,valid,synthetic_energy,6.12,0,6.12,14076
ENERGY-METER_READING_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,44.02,index,valid,synthetic_energy,6.09,0,6.09,14007
ENERGY-METER_READING_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,29.88,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-METER_READING_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,45.47,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-METER_READING_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,84.46,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-METER_READING_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,17.33,index,valid,synthetic_energy,7.07,0,7.07,16261
ENERGY-METER_READING_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,53.99,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-METER_READING_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,17.04,index,valid,synthetic_energy,7.09,0,7.09,16307
ENERGY-METER_READING_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,36.98,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-METER_READING_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,50.12,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-METER_READING_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,15.47,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-METER_READING_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,65.9,index,valid,synthetic_energy,7.25,0,7.25,16675
ENERGY-METER_READING_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,16.89,index,valid,synthetic_energy,3.61,0,3.61,8303
ENERGY-METER_READING_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,52.58,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-METER_READING_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,67.89,index,valid,synthetic_energy,5.36,0,5.36,12328
ENERGY-METER_READING_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,81.67,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-METER_READING_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,37.17,index,valid,synthetic_energy,7.46,0,7.46,17158
ENERGY-METER_READING_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,68.86,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-METER_READING_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,82.59,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-METER_READING_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,72.25,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-METER_READING_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,49.32,index,valid,synthetic_energy,3.77,0,3.77,8671
ENERGY-METER_READING_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,51.24,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-METER_READING_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,17.67,index,valid,synthetic_energy,7.34,0,7.34,16882
ENERGY-METER_READING_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,53.52,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-METER_READING_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,56.51,index,valid,synthetic_energy,3.8,0,3.8,8740
ENERGY-METER_READING_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,31.4,index,valid,synthetic_energy,7.97,0,7.97,18331
ENERGY-METER_READING_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,15.18,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-METER_READING_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,78.06,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-METER_READING_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,48.15,index,valid,synthetic_energy,3.42,0,3.42,7866
ENERGY-METER_READING_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,77.7,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-METER_READING_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,28.55,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-METER_READING_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,18.43,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-METER_READING_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,34.62,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-METER_READING_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,60.66,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-METER_READING_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,48.1,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-METER_READING_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,64.39,index,valid,synthetic_energy,6.61,0,6.61,15203
ENERGY-METER_READING_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,64.35,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-METER_READING_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,76.03,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-METER_READING_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,63.16,index,valid,synthetic_energy,3.33,0,3.33,7659
ENERGY-METER_READING_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,39.26,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-METER_READING_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,29.35,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-METER_READING_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,19.23,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-METER_READING_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,75.3,index,valid,synthetic_energy,4.84,0,4.84,11132
ENERGY-METER_READING_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,57.85,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-METER_READING_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,23.69,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-METER_READING_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,40.25,index,valid,synthetic_energy,5.51,0,5.51,12673
ENERGY-METER_READING_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,20.87,index,valid,synthetic_energy,6.24,0,6.24,14352
ENERGY-METER_READING_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,47.18,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-METER_READING_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,79.03,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-METER_READING_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,63.27,index,valid,synthetic_energy,4.48,0,4.48,10304
ENERGY-METER_READING_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,42.18,index,valid,synthetic_energy,6.89,0,6.89,15847
ENERGY-METER_READING_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,50.34,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-METER_READING_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,50.43,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-METER_READING_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,76.95,index,valid,synthetic_energy,6.81,0,6.81,15663
ENERGY-METER_READING_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,63.44,index,valid,synthetic_energy,4.83,0,4.83,11109
ENERGY-METER_READING_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,48.84,index,valid,synthetic_energy,5.98,0,5.98,13754
ENERGY-METER_READING_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,33.38,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-METER_READING_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,48.86,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-METER_READING_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,56.9,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-METER_READING_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,54.73,index,valid,synthetic_energy,5.27,0,5.27,12121
ENERGY-METER_READING_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,74.53,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-METER_READING_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,38.75,index,valid,synthetic_energy,4.61,0,4.61,10603
ENERGY-METER_READING_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,25.08,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-METER_READING_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,68.71,index,valid,synthetic_energy,3.02,0,3.02,6946
ENERGY-METER_READING_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,47.84,index,valid,synthetic_energy,3.71,0,3.71,8533
ENERGY-METER_READING_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,42.64,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-METER_READING_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,52.74,index,valid,synthetic_energy,3.23,0,3.23,7429
ENERGY-METER_READING_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,84.13,index,valid,synthetic_energy,3.87,0,3.87,8901
ENERGY-METER_READING_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,49.64,index,valid,synthetic_energy,3.42,0,3.42,7866
ENERGY-METER_READING_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,44.24,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-METER_READING_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,60.7,index,valid,synthetic_energy,4.09,0,4.09,9407
ENERGY-METER_READING_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,66.71,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-METER_READING_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,26.24,index,valid,synthetic_energy,3.54,0,3.54,8142
ENERGY-METER_READING_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,57.4,index,valid,synthetic_energy,7.17,0,7.17,16491
ENERGY-METER_READING_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,57.24,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-METER_READING_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,84.45,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-METER_READING_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,47.35,index,valid,synthetic_energy,6.4,0,6.4,14720
ENERGY-METER_READING_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,64.37,index,valid,synthetic_energy,4.82,0,4.82,11086
ENERGY-METER_READING_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,18.22,index,valid,synthetic_energy,5.71,0,5.71,13133
ENERGY-METER_READING_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,23.77,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-METER_READING_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,77.37,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-METER_READING_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,22.11,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-METER_READING_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,16.36,index,valid,synthetic_energy,7.33,0,7.33,16859
