grid_supply_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-GRID_SUPPLY_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,37.49,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-GRID_SUPPLY_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,79.75,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-GRID_SUPPLY_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,48.61,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-GRID_SUPPLY_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,22.14,index,valid,synthetic_energy,4.35,0,4.35,10005
ENERGY-GRID_SUPPLY_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,40.44,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-GRID_SUPPLY_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,84.59,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-GRID_SUPPLY_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,81.9,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-GRID_SUPPLY_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,84.45,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-GRID_SUPPLY_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,68.93,index,valid,synthetic_energy,7.45,0,7.45,17135
ENERGY-GRID_SUPPLY_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,49.61,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-GRID_SUPPLY_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,70.33,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-GRID_SUPPLY_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,50.02,index,valid,synthetic_energy,6.76,0,6.76,15548
ENERGY-GRID_SUPPLY_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,38.41,index,valid,synthetic_energy,7.03,0,7.03,16169
ENERGY-GRID_SUPPLY_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,46.71,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-GRID_SUPPLY_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,49.41,index,valid,synthetic_energy,7.58,0,7.58,17434
ENERGY-GRID_SUPPLY_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,35.45,index,valid,synthetic_energy,7.56,0,7.56,17388
ENERGY-GRID_SUPPLY_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,24.87,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-GRID_SUPPLY_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,27.66,index,valid,synthetic_energy,6.09,0,6.09,14007
ENERGY-GRID_SUPPLY_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,22.46,index,valid,synthetic_energy,7.96,0,7.96,18308
ENERGY-GRID_SUPPLY_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,66.02,index,valid,synthetic_energy,6.17,0,6.17,14191
ENERGY-GRID_SUPPLY_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,83.52,index,valid,synthetic_energy,3.57,0,3.57,8211
ENERGY-GRID_SUPPLY_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,21.98,index,valid,synthetic_energy,5.29,0,5.29,12167
ENERGY-GRID_SUPPLY_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,24.66,index,valid,synthetic_energy,5.68,0,5.68,13064
ENERGY-GRID_SUPPLY_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,24.12,index,valid,synthetic_energy,5.38,0,5.38,12374
ENERGY-GRID_SUPPLY_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,15.68,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-GRID_SUPPLY_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,48.15,index,valid,synthetic_energy,3.97,0,3.97,9131
ENERGY-GRID_SUPPLY_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,22.64,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-GRID_SUPPLY_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,51.04,index,valid,synthetic_energy,3.87,0,3.87,8901
ENERGY-GRID_SUPPLY_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,37.16,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-GRID_SUPPLY_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,82.19,index,valid,synthetic_energy,5.8,0,5.8,13340
ENERGY-GRID_SUPPLY_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,49.48,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-GRID_SUPPLY_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,73.04,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-GRID_SUPPLY_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,43.77,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-GRID_SUPPLY_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,32.82,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-GRID_SUPPLY_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,66.43,index,valid,synthetic_energy,4.66,0,4.66,10718
ENERGY-GRID_SUPPLY_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,68.26,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-GRID_SUPPLY_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,69.75,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-GRID_SUPPLY_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,63.23,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-GRID_SUPPLY_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,66.66,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-GRID_SUPPLY_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,37.96,index,valid,synthetic_energy,5.68,0,5.68,13064
ENERGY-GRID_SUPPLY_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,34.9,index,valid,synthetic_energy,5.1,0,5.1,11730
ENERGY-GRID_SUPPLY_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,63.37,index,valid,synthetic_energy,6.41,0,6.41,14743
ENERGY-GRID_SUPPLY_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,63.37,index,valid,synthetic_energy,7.43,0,7.43,17089
ENERGY-GRID_SUPPLY_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,30.77,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-GRID_SUPPLY_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,59.67,index,valid,synthetic_energy,7.17,0,7.17,16491
ENERGY-GRID_SUPPLY_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,40.65,index,valid,synthetic_energy,7.61,0,7.61,17503
ENERGY-GRID_SUPPLY_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,22.27,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-GRID_SUPPLY_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,65.95,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-GRID_SUPPLY_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,46.2,index,valid,synthetic_energy,5.12,0,5.12,11776
ENERGY-GRID_SUPPLY_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,44.23,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-GRID_SUPPLY_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,46.57,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-GRID_SUPPLY_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,71.17,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-GRID_SUPPLY_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,35.33,index,valid,synthetic_energy,3.77,0,3.77,8671
ENERGY-GRID_SUPPLY_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.39,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-GRID_SUPPLY_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,17.48,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-GRID_SUPPLY_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,58.9,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-GRID_SUPPLY_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,21.76,index,valid,synthetic_energy,3.29,0,3.29,7567
ENERGY-GRID_SUPPLY_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,72.96,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-GRID_SUPPLY_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,39.58,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-GRID_SUPPLY_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,18.41,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-GRID_SUPPLY_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,31.07,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-GRID_SUPPLY_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,26.31,index,valid,synthetic_energy,4.02,0,4.02,9246
ENERGY-GRID_SUPPLY_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,60.76,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-GRID_SUPPLY_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,56.52,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-GRID_SUPPLY_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,71.77,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-GRID_SUPPLY_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,23.24,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-GRID_SUPPLY_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,73.98,index,valid,synthetic_energy,4.68,0,4.68,10764
ENERGY-GRID_SUPPLY_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,63.7,index,valid,synthetic_energy,5.79,0,5.79,13317
ENERGY-GRID_SUPPLY_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,43.06,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-GRID_SUPPLY_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,61.37,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-GRID_SUPPLY_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,22.42,index,valid,synthetic_energy,4.93,0,4.93,11339
ENERGY-GRID_SUPPLY_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,40.3,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-GRID_SUPPLY_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,25.05,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-GRID_SUPPLY_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,37.29,index,valid,synthetic_energy,7.47,0,7.47,17181
ENERGY-GRID_SUPPLY_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,53.41,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-GRID_SUPPLY_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,79.59,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-GRID_SUPPLY_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,78.84,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-GRID_SUPPLY_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,43.97,index,valid,synthetic_energy,3.35,0,3.35,7705
ENERGY-GRID_SUPPLY_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,45.06,index,valid,synthetic_energy,3.17,0,3.17,7291
ENERGY-GRID_SUPPLY_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,28.51,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-GRID_SUPPLY_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,78.08,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-GRID_SUPPLY_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,58.85,index,valid,synthetic_energy,7.43,0,7.43,17089
ENERGY-GRID_SUPPLY_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,52.49,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-GRID_SUPPLY_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,21.08,index,valid,synthetic_energy,6.25,0,6.25,14375
ENERGY-GRID_SUPPLY_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,39.22,index,valid,synthetic_energy,4.93,0,4.93,11339
ENERGY-GRID_SUPPLY_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,28.37,index,valid,synthetic_energy,7.44,0,7.44,17112
ENERGY-GRID_SUPPLY_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,24.01,index,valid,synthetic_energy,6.24,0,6.24,14352
ENERGY-GRID_SUPPLY_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,72.29,index,valid,synthetic_energy,5.28,0,5.28,12144
ENERGY-GRID_SUPPLY_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,40.38,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-GRID_SUPPLY_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,50.12,index,valid,synthetic_energy,7.73,0,7.73,17779
ENERGY-GRID_SUPPLY_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,33.68,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-GRID_SUPPLY_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,29.7,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-GRID_SUPPLY_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,56.7,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-GRID_SUPPLY_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,80.55,index,valid,synthetic_energy,5.51,0,5.51,12673
ENERGY-GRID_SUPPLY_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,16.81,index,valid,synthetic_energy,3.85,0,3.85,8855
ENERGY-GRID_SUPPLY_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,39.12,index,valid,synthetic_energy,5.48,0,5.48,12604
ENERGY-GRID_SUPPLY_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,66.84,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-GRID_SUPPLY_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,40.37,index,valid,synthetic_energy,3.33,0,3.33,7659
ENERGY-GRID_SUPPLY_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,69.35,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-GRID_SUPPLY_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,58.67,index,valid,synthetic_energy,3.52,0,3.52,8096
ENERGY-GRID_SUPPLY_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,34.53,index,valid,synthetic_energy,6.28,0,6.28,14444
ENERGY-GRID_SUPPLY_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,80.86,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-GRID_SUPPLY_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,47.91,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-GRID_SUPPLY_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,59.22,index,valid,synthetic_energy,3.79,0,3.79,8717
ENERGY-GRID_SUPPLY_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,26.99,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-GRID_SUPPLY_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,77.04,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-GRID_SUPPLY_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,70.14,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-GRID_SUPPLY_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,35.72,index,valid,synthetic_energy,5.36,0,5.36,12328
ENERGY-GRID_SUPPLY_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,73.23,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-GRID_SUPPLY_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,61.19,index,valid,synthetic_energy,4.5,0,4.5,10350
ENERGY-GRID_SUPPLY_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,35.24,index,valid,synthetic_energy,4.64,0,4.64,10672
ENERGY-GRID_SUPPLY_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,45.02,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-GRID_SUPPLY_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,20.21,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-GRID_SUPPLY_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,72.04,index,valid,synthetic_energy,5.97,0,5.97,13731
ENERGY-GRID_SUPPLY_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,49.37,index,valid,synthetic_energy,7.19,0,7.19,16537
ENERGY-GRID_SUPPLY_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,65.92,index,valid,synthetic_energy,6.21,0,6.21,14283
ENERGY-GRID_SUPPLY_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,17.35,index,valid,synthetic_energy,4.05,0,4.05,9315
ENERGY-GRID_SUPPLY_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,69.33,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-GRID_SUPPLY_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,51.1,index,valid,synthetic_energy,6.91,0,6.91,15893
ENERGY-GRID_SUPPLY_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,83.13,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-GRID_SUPPLY_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,40.02,index,valid,synthetic_energy,5.57,0,5.57,12811
ENERGY-GRID_SUPPLY_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,66.24,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-GRID_SUPPLY_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,18.94,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-GRID_SUPPLY_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,22.7,index,valid,synthetic_energy,6.11,0,6.11,14053
ENERGY-GRID_SUPPLY_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,34.9,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-GRID_SUPPLY_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,48.43,index,valid,synthetic_energy,7.81,0,7.81,17963
ENERGY-GRID_SUPPLY_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,84.53,index,valid,synthetic_energy,5.18,0,5.18,11914
ENERGY-GRID_SUPPLY_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,71.66,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-GRID_SUPPLY_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,80.54,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-GRID_SUPPLY_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,38.56,index,valid,synthetic_energy,6.17,0,6.17,14191
ENERGY-GRID_SUPPLY_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,45.91,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-GRID_SUPPLY_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,65.82,index,valid,synthetic_energy,7.86,0,7.86,18078
ENERGY-GRID_SUPPLY_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,63.73,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-GRID_SUPPLY_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,65.75,index,valid,synthetic_energy,3.48,0,3.48,8004
ENERGY-GRID_SUPPLY_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,50.3,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-GRID_SUPPLY_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,22.56,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-GRID_SUPPLY_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,57.61,index,valid,synthetic_energy,5.13,0,5.13,11799
