cooling_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-COOLING_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,70.14,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-COOLING_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,24.13,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-COOLING_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,78.6,index,valid,synthetic_energy,4.71,0,4.71,10833
ENERGY-COOLING_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,59.21,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-COOLING_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,60.76,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-COOLING_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,49.68,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-COOLING_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,17.5,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-COOLING_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,77.83,index,valid,synthetic_energy,4.96,0,4.96,11408
ENERGY-COOLING_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,60.61,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-COOLING_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,73.94,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-COOLING_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,61.48,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-COOLING_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,64.24,index,valid,synthetic_energy,4.57,0,4.57,10511
ENERGY-COOLING_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,48.54,index,valid,synthetic_energy,3.09,0,3.09,7107
ENERGY-COOLING_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,70.58,index,valid,synthetic_energy,7.46,0,7.46,17158
ENERGY-COOLING_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,37.91,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-COOLING_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,39.34,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-COOLING_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,54.03,index,valid,synthetic_energy,3.15,0,3.15,7245
ENERGY-COOLING_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,32.89,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-COOLING_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,54.52,index,valid,synthetic_energy,7.56,0,7.56,17388
ENERGY-COOLING_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,27.74,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-COOLING_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.73,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-COOLING_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,37.03,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-COOLING_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,16.94,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-COOLING_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,72.38,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-COOLING_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,61.5,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-COOLING_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,19.23,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-COOLING_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,28.47,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-COOLING_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,53.11,index,valid,synthetic_energy,5.1,0,5.1,11730
ENERGY-COOLING_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,81.14,index,valid,synthetic_energy,5.66,0,5.66,13018
ENERGY-COOLING_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,69.53,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-COOLING_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,58.0,index,valid,synthetic_energy,3.73,0,3.73,8579
ENERGY-COOLING_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,40.38,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-COOLING_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,26.48,index,valid,synthetic_energy,7.43,0,7.43,17089
ENERGY-COOLING_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,66.75,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-COOLING_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,19.62,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-COOLING_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,53.1,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-COOLING_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,81.72,index,valid,synthetic_energy,7.59,0,7.59,17457
ENERGY-COOLING_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,75.12,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-COOLING_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,30.92,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-COOLING_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,50.36,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-COOLING_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,28.09,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-COOLING_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,60.32,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-COOLING_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,44.25,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-COOLING_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.58,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-COOLING_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,36.07,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-COOLING_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,18.38,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-COOLING_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,21.74,index,valid,synthetic_energy,5.27,0,5.27,12121
ENERGY-COOLING_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,47.48,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-COOLING_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,66.65,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-COOLING_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,57.89,index,valid,synthetic_energy,5.07,0,5.07,11661
ENERGY-COOLING_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,30.44,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-COOLING_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,34.69,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-COOLING_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,49.39,index,valid,synthetic_energy,3.03,0,3.03,6969
ENERGY-COOLING_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,71.72,index,valid,synthetic_energy,7.82,0,7.82,17986
ENERGY-COOLING_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,74.72,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-COOLING_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,40.47,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-COOLING_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,53.27,index,valid,synthetic_energy,3.29,0,3.29,7567
ENERGY-COOLING_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,35.5,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-COOLING_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,58.46,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-COOLING_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,59.26,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-COOLING_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,40.6,index,valid,synthetic_energy,3.45,0,3.45,7935
ENERGY-COOLING_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,26.8,index,valid,synthetic_energy,5.07,0,5.07,11661
ENERGY-COOLING_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,51.3,index,valid,synthetic_energy,7.66,0,7.66,17618
ENERGY-COOLING_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,23.4,index,valid,synthetic_energy,5.68,0,5.68,13064
ENERGY-COOLING_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,62.58,index,valid,synthetic_energy,6.92,0,6.92,15916
ENERGY-COOLING_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,25.32,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-COOLING_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,59.23,index,valid,synthetic_energy,7.15,0,7.15,16445
ENERGY-COOLING_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,18.71,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-COOLING_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,60.13,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-COOLING_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,45.52,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-COOLING_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,40.37,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-COOLING_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,64.64,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-COOLING_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,30.46,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-COOLING_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,48.17,index,valid,synthetic_energy,3.3,0,3.3,7590
ENERGY-COOLING_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,68.51,index,valid,synthetic_energy,6.09,0,6.09,14007
ENERGY-COOLING_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,16.14,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-COOLING_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,51.48,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-COOLING_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,19.45,index,valid,synthetic_energy,6.21,0,6.21,14283
ENERGY-COOLING_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,59.7,index,valid,synthetic_energy,5.64,0,5.64,12972
ENERGY-COOLING_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,48.59,index,valid,synthetic_energy,3.35,0,3.35,7705
ENERGY-COOLING_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,60.88,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-COOLING_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,36.4,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-COOLING_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,41.38,index,valid,synthetic_energy,5.13,0,5.13,11799
ENERGY-COOLING_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,15.8,index,valid,synthetic_energy,3.43,0,3.43,7889
ENERGY-COOLING_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,59.0,index,valid,synthetic_energy,3.19,0,3.19,7337
ENERGY-COOLING_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,25.93,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-COOLING_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,77.89,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-COOLING_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,82.7,index,valid,synthetic_energy,4.74,0,4.74,10902
ENERGY-COOLING_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,76.15,index,valid,synthetic_energy,6.11,0,6.11,14053
ENERGY-COOLING_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,33.52,index,valid,synthetic_energy,4.23,0,4.23,9729
ENERGY-COOLING_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,18.21,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-COOLING_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,28.89,index,valid,synthetic_energy,4.15,0,4.15,9545
ENERGY-COOLING_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,28.6,index,valid,synthetic_energy,3.44,0,3.44,7912
ENERGY-COOLING_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,58.66,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-COOLING_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,21.07,index,valid,synthetic_energy,4.43,0,4.43,10189
ENERGY-COOLING_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,82.33,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-COOLING_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,77.99,index,valid,synthetic_energy,5.0,0,5.0,11500
ENERGY-COOLING_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,39.05,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-COOLING_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,54.16,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-COOLING_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,69.14,index,valid,synthetic_energy,4.54,0,4.54,10442
ENERGY-COOLING_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,36.79,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-COOLING_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,63.38,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-COOLING_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,71.42,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-COOLING_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,59.14,index,valid,synthetic_energy,5.35,0,5.35,12305
ENERGY-COOLING_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,43.88,index,valid,synthetic_energy,7.24,0,7.24,16652
ENERGY-COOLING_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,24.63,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-COOLING_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,31.34,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-COOLING_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,51.9,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-COOLING_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,46.0,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-COOLING_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,35.55,index,valid,synthetic_energy,7.23,0,7.23,16629
ENERGY-COOLING_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,74.95,index,valid,synthetic_energy,4.68,0,4.68,10764
ENERGY-COOLING_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,64.73,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-COOLING_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,48.75,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-COOLING_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,44.91,index,valid,synthetic_energy,7.66,0,7.66,17618
ENERGY-COOLING_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,22.4,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-COOLING_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,59.82,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-COOLING_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,82.0,index,valid,synthetic_energy,5.53,0,5.53,12719
