fault_impact_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,impact_users,duration_min,repeat_count,priority_score
FAULT-FAULT_IMPACT_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,51.78,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,31.75,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,22.17,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,73.66,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,74.71,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,61.65,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,62.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.68,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,19.63,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,56.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,37.31,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,36.49,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,23.43,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.31,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,77.0,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,72.75,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,24.94,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,60.61,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,29.62,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,81.71,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,43.51,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,69.18,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,21.46,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,19.87,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,63.06,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,17.04,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,31.57,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,18.18,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,82.45,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,43.78,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,57.4,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,44.45,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,64.7,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,84.17,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,41.02,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,24.28,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,18.74,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,27.79,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,59.7,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,49.79,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,63.31,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,83.05,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,53.99,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,38.53,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,54.07,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,55.4,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,20.74,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,40.26,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,42.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,34.28,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,58.7,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,30.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,32.24,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,18.68,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,40.74,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,69.5,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,44.42,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,59.74,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,31.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,26.44,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,73.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,39.25,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,82.15,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,20.14,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,20.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,15.73,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,23.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,20.0,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,34.02,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,20.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,61.07,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,34.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,15.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,54.03,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,45.78,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,53.28,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,75.05,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,67.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,27.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,68.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,17.32,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,75.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,66.95,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,24.93,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,31.4,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,43.71,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,63.25,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,65.72,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,66.78,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,77.01,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,22.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,56.69,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,41.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,76.22,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,32.59,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,76.12,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,69.51,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,42.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,16.47,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,28.61,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,49.23,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,43.69,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,72.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,61.76,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,31.52,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,76.92,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,59.17,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,79.92,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,23.61,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,32.76,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,21.15,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,39.82,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,41.74,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,29.22,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,32.34,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,34.99,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,62.21,count,valid,synthetic_fault,0,0,0,20
