forecast_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,demand_mbps,available_mbps,utilization_pct,forecast_error_pct
CAPACITY-FORECAST_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,51.51,index,valid,synthetic_capacity,552.58,1000,55.26,-2.74
CAPACITY-FORECAST_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,35.25,index,valid,synthetic_capacity,772.06,1000,77.21,-1.08
CAPACITY-FORECAST_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,82.29,index,valid,synthetic_capacity,402.15,1000,40.22,4.25
CAPACITY-FORECAST_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,57.57,index,valid,synthetic_capacity,458.65,1000,45.87,-1.67
CAPACITY-FORECAST_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,68.09,index,valid,synthetic_capacity,393.31,1000,39.33,-3.74
CAPACITY-FORECAST_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,81.74,index,valid,synthetic_capacity,618.38,1000,61.84,-6.79
CAPACITY-FORECAST_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,67.61,index,valid,synthetic_capacity,338.87,1000,33.89,-2.66
CAPACITY-FORECAST_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,33.97,index,valid,synthetic_capacity,755.61,1000,75.56,0.96
CAPACITY-FORECAST_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,62.34,index,valid,synthetic_capacity,751.34,1000,75.13,-1.81
CAPACITY-FORECAST_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,21.53,index,valid,synthetic_capacity,761.12,1000,76.11,-7.48
CAPACITY-FORECAST_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,71.93,index,valid,synthetic_capacity,386.49,1000,38.65,0.96
CAPACITY-FORECAST_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,54.26,index,valid,synthetic_capacity,506.49,1000,50.65,0.26
CAPACITY-FORECAST_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,31.56,index,valid,synthetic_capacity,504.93,1000,50.49,-5.56
CAPACITY-FORECAST_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,65.13,index,valid,synthetic_capacity,569.56,1000,56.96,4.31
CAPACITY-FORECAST_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,48.7,index,valid,synthetic_capacity,734.6,1000,73.46,-5.97
CAPACITY-FORECAST_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,21.85,index,valid,synthetic_capacity,383.74,1000,38.37,4.99
CAPACITY-FORECAST_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,31.31,index,valid,synthetic_capacity,484.32,1000,48.43,-7.52
CAPACITY-FORECAST_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,19.75,index,valid,synthetic_capacity,435.45,1000,43.55,-4.16
CAPACITY-FORECAST_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,49.75,index,valid,synthetic_capacity,758.49,1000,75.85,1.33
CAPACITY-FORECAST_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,74.31,index,valid,synthetic_capacity,789.32,1000,78.93,3.1
CAPACITY-FORECAST_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,61.25,index,valid,synthetic_capacity,537.39,1000,53.74,-7.76
CAPACITY-FORECAST_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,45.58,index,valid,synthetic_capacity,525.46,1000,52.55,0.72
CAPACITY-FORECAST_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,36.78,index,valid,synthetic_capacity,395.97,1000,39.6,2.37
CAPACITY-FORECAST_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,73.25,index,valid,synthetic_capacity,739.85,1000,73.98,-7.73
CAPACITY-FORECAST_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,53.08,index,valid,synthetic_capacity,503.7,1000,50.37,7.61
CAPACITY-FORECAST_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,61.5,index,valid,synthetic_capacity,353.95,1000,35.4,-0.95
CAPACITY-FORECAST_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,36.4,index,valid,synthetic_capacity,449.48,1000,44.95,-6.38
CAPACITY-FORECAST_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,20.61,index,valid,synthetic_capacity,604.88,1000,60.49,-7.39
CAPACITY-FORECAST_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.03,index,valid,synthetic_capacity,404.17,1000,40.42,-6.97
CAPACITY-FORECAST_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.13,index,valid,synthetic_capacity,352.8,1000,35.28,6.97
CAPACITY-FORECAST_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,19.97,index,valid,synthetic_capacity,644.01,1000,64.4,-6.8
CAPACITY-FORECAST_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,27.47,index,valid,synthetic_capacity,441.85,1000,44.19,0.81
CAPACITY-FORECAST_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,59.74,index,valid,synthetic_capacity,480.73,1000,48.07,1.81
CAPACITY-FORECAST_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,28.96,index,valid,synthetic_capacity,619.76,1000,61.98,-7.4
CAPACITY-FORECAST_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,51.22,index,valid,synthetic_capacity,532.2,1000,53.22,1.74
CAPACITY-FORECAST_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,81.09,index,valid,synthetic_capacity,620.7,1000,62.07,4.27
CAPACITY-FORECAST_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.91,index,valid,synthetic_capacity,687.61,1000,68.76,-3.48
CAPACITY-FORECAST_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,43.99,index,valid,synthetic_capacity,673.87,1000,67.39,-5.85
CAPACITY-FORECAST_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.49,index,valid,synthetic_capacity,336.39,1000,33.64,1.79
CAPACITY-FORECAST_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,19.11,index,valid,synthetic_capacity,414.1,1000,41.41,-4.36
CAPACITY-FORECAST_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,34.27,index,valid,synthetic_capacity,741.87,1000,74.19,5.95
CAPACITY-FORECAST_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,69.93,index,valid,synthetic_capacity,593.33,1000,59.33,1.7
CAPACITY-FORECAST_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,50.22,index,valid,synthetic_capacity,447.29,1000,44.73,5.36
CAPACITY-FORECAST_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,67.46,index,valid,synthetic_capacity,790.59,1000,79.06,-5.24
CAPACITY-FORECAST_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,83.95,index,valid,synthetic_capacity,379.85,1000,37.98,-4.3
CAPACITY-FORECAST_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,29.98,index,valid,synthetic_capacity,652.43,1000,65.24,5.63
CAPACITY-FORECAST_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,62.9,index,valid,synthetic_capacity,642.56,1000,64.26,4.04
CAPACITY-FORECAST_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.14,index,valid,synthetic_capacity,757.56,1000,75.76,-4.43
CAPACITY-FORECAST_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,69.0,index,valid,synthetic_capacity,561.75,1000,56.17,-2.28
CAPACITY-FORECAST_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,83.52,index,valid,synthetic_capacity,541.28,1000,54.13,-2.06
CAPACITY-FORECAST_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,19.64,index,valid,synthetic_capacity,702.7,1000,70.27,-4.47
CAPACITY-FORECAST_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,18.32,index,valid,synthetic_capacity,738.66,1000,73.87,-7.82
CAPACITY-FORECAST_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,17.47,index,valid,synthetic_capacity,741.05,1000,74.11,-3.74
CAPACITY-FORECAST_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,27.6,index,valid,synthetic_capacity,612.55,1000,61.25,-0.1
CAPACITY-FORECAST_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,63.8,index,valid,synthetic_capacity,527.26,1000,52.73,-5.11
CAPACITY-FORECAST_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,32.93,index,valid,synthetic_capacity,699.25,1000,69.92,1.21
CAPACITY-FORECAST_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.8,index,valid,synthetic_capacity,667.13,1000,66.71,-3.78
CAPACITY-FORECAST_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,62.78,index,valid,synthetic_capacity,795.69,1000,79.57,6.39
CAPACITY-FORECAST_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,76.67,index,valid,synthetic_capacity,674.87,1000,67.49,-4.19
CAPACITY-FORECAST_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,51.56,index,valid,synthetic_capacity,454.44,1000,45.44,-3.83
CAPACITY-FORECAST_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,61.93,index,valid,synthetic_capacity,355.84,1000,35.58,-4.82
CAPACITY-FORECAST_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,47.99,index,valid,synthetic_capacity,639.0,1000,63.9,-2.8
CAPACITY-FORECAST_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,43.85,index,valid,synthetic_capacity,438.22,1000,43.82,4.39
CAPACITY-FORECAST_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,69.58,index,valid,synthetic_capacity,350.41,1000,35.04,-5.77
CAPACITY-FORECAST_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,34.67,index,valid,synthetic_capacity,432.58,1000,43.26,1.48
CAPACITY-FORECAST_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,48.3,index,valid,synthetic_capacity,432.34,1000,43.23,3.74
CAPACITY-FORECAST_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,67.35,index,valid,synthetic_capacity,743.14,1000,74.31,5.66
CAPACITY-FORECAST_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,44.46,index,valid,synthetic_capacity,421.28,1000,42.13,-3.24
CAPACITY-FORECAST_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,66.43,index,valid,synthetic_capacity,454.2,1000,45.42,-1.44
CAPACITY-FORECAST_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,22.1,index,valid,synthetic_capacity,307.47,1000,30.75,-6.26
CAPACITY-FORECAST_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,54.52,index,valid,synthetic_capacity,419.19,1000,41.92,2.06
CAPACITY-FORECAST_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,63.54,index,valid,synthetic_capacity,772.37,1000,77.24,-3.54
CAPACITY-FORECAST_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,81.21,index,valid,synthetic_capacity,470.06,1000,47.01,-6.99
CAPACITY-FORECAST_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,41.53,index,valid,synthetic_capacity,442.96,1000,44.3,-4.12
CAPACITY-FORECAST_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,52.88,index,valid,synthetic_capacity,340.27,1000,34.03,-2.46
CAPACITY-FORECAST_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,57.82,index,valid,synthetic_capacity,671.28,1000,67.13,3.03
CAPACITY-FORECAST_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,54.11,index,valid,synthetic_capacity,508.01,1000,50.8,5.13
CAPACITY-FORECAST_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,60.03,index,valid,synthetic_capacity,584.25,1000,58.42,0.78
CAPACITY-FORECAST_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,66.48,index,valid,synthetic_capacity,718.04,1000,71.8,-0.71
CAPACITY-FORECAST_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,15.46,index,valid,synthetic_capacity,613.47,1000,61.35,-0.24
CAPACITY-FORECAST_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,42.2,index,valid,synthetic_capacity,368.41,1000,36.84,-3.75
CAPACITY-FORECAST_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,25.06,index,valid,synthetic_capacity,615.42,1000,61.54,5.84
CAPACITY-FORECAST_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,66.13,index,valid,synthetic_capacity,577.51,1000,57.75,-0.57
CAPACITY-FORECAST_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,45.04,index,valid,synthetic_capacity,412.77,1000,41.28,0.45
CAPACITY-FORECAST_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,82.02,index,valid,synthetic_capacity,620.95,1000,62.1,-7.66
CAPACITY-FORECAST_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,39.12,index,valid,synthetic_capacity,338.37,1000,33.84,0.88
CAPACITY-FORECAST_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,74.95,index,valid,synthetic_capacity,535.49,1000,53.55,7.59
CAPACITY-FORECAST_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,83.35,index,valid,synthetic_capacity,573.53,1000,57.35,6.92
CAPACITY-FORECAST_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,75.45,index,valid,synthetic_capacity,466.63,1000,46.66,5.69
CAPACITY-FORECAST_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,25.26,index,valid,synthetic_capacity,769.98,1000,77.0,3.05
CAPACITY-FORECAST_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,68.04,index,valid,synthetic_capacity,649.77,1000,64.98,3.75
CAPACITY-FORECAST_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,22.35,index,valid,synthetic_capacity,615.53,1000,61.55,-1.17
CAPACITY-FORECAST_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,21.63,index,valid,synthetic_capacity,444.27,1000,44.43,6.05
CAPACITY-FORECAST_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,40.23,index,valid,synthetic_capacity,423.97,1000,42.4,-2.01
CAPACITY-FORECAST_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,21.68,index,valid,synthetic_capacity,639.39,1000,63.94,-6.3
CAPACITY-FORECAST_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,68.39,index,valid,synthetic_capacity,685.64,1000,68.56,1.51
CAPACITY-FORECAST_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,76.8,index,valid,synthetic_capacity,749.26,1000,74.93,6.14
CAPACITY-FORECAST_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,78.99,index,valid,synthetic_capacity,319.1,1000,31.91,-0.77
CAPACITY-FORECAST_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,79.49,index,valid,synthetic_capacity,639.48,1000,63.95,-0.03
CAPACITY-FORECAST_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,59.49,index,valid,synthetic_capacity,390.37,1000,39.04,4.87
CAPACITY-FORECAST_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,55.5,index,valid,synthetic_capacity,424.08,1000,42.41,6.24
CAPACITY-FORECAST_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,20.04,index,valid,synthetic_capacity,591.31,1000,59.13,3.07
CAPACITY-FORECAST_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,74.03,index,valid,synthetic_capacity,550.15,1000,55.02,3.76
CAPACITY-FORECAST_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,16.18,index,valid,synthetic_capacity,488.77,1000,48.88,2.74
CAPACITY-FORECAST_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,41.8,index,valid,synthetic_capacity,456.5,1000,45.65,-2.42
CAPACITY-FORECAST_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,79.37,index,valid,synthetic_capacity,593.91,1000,59.39,3.15
CAPACITY-FORECAST_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,69.94,index,valid,synthetic_capacity,699.82,1000,69.98,3.49
CAPACITY-FORECAST_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,46.56,index,valid,synthetic_capacity,408.44,1000,40.84,1.34
CAPACITY-FORECAST_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,33.64,index,valid,synthetic_capacity,569.56,1000,56.96,0.91
CAPACITY-FORECAST_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,84.46,index,valid,synthetic_capacity,473.8,1000,47.38,1.74
CAPACITY-FORECAST_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,44.79,index,valid,synthetic_capacity,689.91,1000,68.99,4.92
CAPACITY-FORECAST_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,69.48,index,valid,synthetic_capacity,344.72,1000,34.47,-4.64
CAPACITY-FORECAST_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,44.01,index,valid,synthetic_capacity,332.4,1000,33.24,7.88
CAPACITY-FORECAST_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,25.37,index,valid,synthetic_capacity,330.87,1000,33.09,-0.18
CAPACITY-FORECAST_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,19.22,index,valid,synthetic_capacity,579.22,1000,57.92,7.91
CAPACITY-FORECAST_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,20.82,index,valid,synthetic_capacity,789.83,1000,78.98,2.44
CAPACITY-FORECAST_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,22.21,index,valid,synthetic_capacity,470.82,1000,47.08,7.81
CAPACITY-FORECAST_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,47.19,index,valid,synthetic_capacity,410.17,1000,41.02,0.68
CAPACITY-FORECAST_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,18.7,index,valid,synthetic_capacity,353.05,1000,35.3,2.12
CAPACITY-FORECAST_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,75.35,index,valid,synthetic_capacity,770.48,1000,77.05,-4.15
CAPACITY-FORECAST_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,40.66,index,valid,synthetic_capacity,682.42,1000,68.24,1.21
CAPACITY-FORECAST_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,51.96,index,valid,synthetic_capacity,514.73,1000,51.47,-3.15
CAPACITY-FORECAST_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,45.68,index,valid,synthetic_capacity,495.45,1000,49.55,-3.41
CAPACITY-FORECAST_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,16.06,index,valid,synthetic_capacity,370.16,1000,37.02,5.71
CAPACITY-FORECAST_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,57.66,index,valid,synthetic_capacity,380.08,1000,38.01,-4.11
CAPACITY-FORECAST_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,41.33,index,valid,synthetic_capacity,734.26,1000,73.43,5.11
CAPACITY-FORECAST_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,70.07,index,valid,synthetic_capacity,531.5,1000,53.15,-0.87
CAPACITY-FORECAST_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,75.04,index,valid,synthetic_capacity,757.11,1000,75.71,-7.87
CAPACITY-FORECAST_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,62.61,index,valid,synthetic_capacity,773.45,1000,77.34,0.52
CAPACITY-FORECAST_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,70.12,index,valid,synthetic_capacity,422.75,1000,42.27,5.8
CAPACITY-FORECAST_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,21.68,index,valid,synthetic_capacity,453.32,1000,45.33,-4.24
CAPACITY-FORECAST_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,42.87,index,valid,synthetic_capacity,717.0,1000,71.7,4.87
CAPACITY-FORECAST_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,78.11,index,valid,synthetic_capacity,390.02,1000,39.0,5.22
CAPACITY-FORECAST_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,54.04,index,valid,synthetic_capacity,717.06,1000,71.71,-6.35
CAPACITY-FORECAST_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,79.59,index,valid,synthetic_capacity,315.14,1000,31.51,3.12
CAPACITY-FORECAST_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,47.32,index,valid,synthetic_capacity,717.14,1000,71.71,-2.4
CAPACITY-FORECAST_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,15.31,index,valid,synthetic_capacity,436.04,1000,43.6,3.31
