slice_usage_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SLICE_USAGE_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,58.52,index,valid,synthetic_core,146,215,208,21.01
CORE-SLICE_USAGE_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,82.45,index,valid,synthetic_core,208,450,440,22.26
CORE-SLICE_USAGE_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.94,index,valid,synthetic_core,296,383,381,38.77
CORE-SLICE_USAGE_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.45,index,valid,synthetic_core,122,211,209,62.75
CORE-SLICE_USAGE_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,78.74,index,valid,synthetic_core,300,244,240,46.73
CORE-SLICE_USAGE_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.96,index,valid,synthetic_core,157,563,556,61.91
CORE-SLICE_USAGE_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,39.85,index,valid,synthetic_core,227,458,451,35.91
CORE-SLICE_USAGE_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.61,index,valid,synthetic_core,277,213,212,21.3
CORE-SLICE_USAGE_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,77.95,index,valid,synthetic_core,153,592,591,63.43
CORE-SLICE_USAGE_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,63.13,index,valid,synthetic_core,112,593,581,52.34
CORE-SLICE_USAGE_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.85,index,valid,synthetic_core,163,509,504,65.26
CORE-SLICE_USAGE_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,66.64,index,valid,synthetic_core,179,367,365,34.32
CORE-SLICE_USAGE_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,53.78,index,valid,synthetic_core,131,466,460,33.5
CORE-SLICE_USAGE_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,72.88,index,valid,synthetic_core,234,486,484,28.59
CORE-SLICE_USAGE_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,50.45,index,valid,synthetic_core,185,547,543,49.34
CORE-SLICE_USAGE_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,55.0,index,valid,synthetic_core,147,271,262,53.42
CORE-SLICE_USAGE_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,73.77,index,valid,synthetic_core,216,569,566,36.0
CORE-SLICE_USAGE_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.61,index,valid,synthetic_core,191,366,360,49.87
CORE-SLICE_USAGE_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,61.39,index,valid,synthetic_core,293,507,506,28.69
CORE-SLICE_USAGE_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,75.96,index,valid,synthetic_core,123,279,276,46.87
CORE-SLICE_USAGE_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,82.41,index,valid,synthetic_core,297,362,353,24.41
CORE-SLICE_USAGE_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,32.5,index,valid,synthetic_core,235,318,317,58.38
CORE-SLICE_USAGE_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,69.5,index,valid,synthetic_core,173,585,578,56.49
CORE-SLICE_USAGE_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,23.08,index,valid,synthetic_core,257,570,569,48.32
CORE-SLICE_USAGE_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,31.92,index,valid,synthetic_core,125,445,438,61.06
CORE-SLICE_USAGE_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,57.79,index,valid,synthetic_core,210,592,583,38.43
CORE-SLICE_USAGE_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,80.55,index,valid,synthetic_core,199,523,511,27.91
CORE-SLICE_USAGE_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,53.88,index,valid,synthetic_core,257,308,307,62.41
CORE-SLICE_USAGE_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,34.18,index,valid,synthetic_core,151,272,271,53.49
CORE-SLICE_USAGE_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,25.73,index,valid,synthetic_core,219,373,371,43.06
CORE-SLICE_USAGE_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.82,index,valid,synthetic_core,120,298,296,35.05
CORE-SLICE_USAGE_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,83.46,index,valid,synthetic_core,294,275,264,58.16
CORE-SLICE_USAGE_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,81.35,index,valid,synthetic_core,220,433,422,61.34
CORE-SLICE_USAGE_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.99,index,valid,synthetic_core,109,206,201,60.56
CORE-SLICE_USAGE_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.13,index,valid,synthetic_core,108,347,338,34.78
CORE-SLICE_USAGE_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,79.08,index,valid,synthetic_core,158,367,359,45.93
CORE-SLICE_USAGE_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,58.41,index,valid,synthetic_core,259,472,471,67.94
CORE-SLICE_USAGE_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,63.51,index,valid,synthetic_core,216,369,362,28.96
CORE-SLICE_USAGE_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.1,index,valid,synthetic_core,252,410,400,33.68
CORE-SLICE_USAGE_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.43,index,valid,synthetic_core,245,527,526,35.22
CORE-SLICE_USAGE_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,48.7,index,valid,synthetic_core,152,304,299,45.09
CORE-SLICE_USAGE_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,69.62,index,valid,synthetic_core,129,377,366,51.67
CORE-SLICE_USAGE_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,73.75,index,valid,synthetic_core,255,368,359,44.04
CORE-SLICE_USAGE_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,80.92,index,valid,synthetic_core,141,241,233,24.06
CORE-SLICE_USAGE_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,46.61,index,valid,synthetic_core,196,355,352,32.82
CORE-SLICE_USAGE_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,42.09,index,valid,synthetic_core,137,544,542,38.9
CORE-SLICE_USAGE_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,63.17,index,valid,synthetic_core,267,555,543,62.41
CORE-SLICE_USAGE_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,57.88,index,valid,synthetic_core,285,390,380,51.41
CORE-SLICE_USAGE_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,39.88,index,valid,synthetic_core,196,493,488,31.61
CORE-SLICE_USAGE_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,38.66,index,valid,synthetic_core,143,527,515,60.72
CORE-SLICE_USAGE_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,81.25,index,valid,synthetic_core,119,545,541,36.65
CORE-SLICE_USAGE_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,21.64,index,valid,synthetic_core,219,287,281,62.7
CORE-SLICE_USAGE_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,68.78,index,valid,synthetic_core,198,309,308,37.2
CORE-SLICE_USAGE_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,32.7,index,valid,synthetic_core,252,355,352,63.57
CORE-SLICE_USAGE_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,70.13,index,valid,synthetic_core,111,521,512,30.92
CORE-SLICE_USAGE_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,47.19,index,valid,synthetic_core,254,351,340,26.95
CORE-SLICE_USAGE_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,41.95,index,valid,synthetic_core,248,533,531,44.08
CORE-SLICE_USAGE_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,70.15,index,valid,synthetic_core,198,476,467,66.9
CORE-SLICE_USAGE_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,46.99,index,valid,synthetic_core,292,597,595,21.35
CORE-SLICE_USAGE_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,33.04,index,valid,synthetic_core,209,464,463,51.42
CORE-SLICE_USAGE_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,67.32,index,valid,synthetic_core,185,505,493,57.71
CORE-SLICE_USAGE_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,36.93,index,valid,synthetic_core,162,258,249,53.83
CORE-SLICE_USAGE_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,31.02,index,valid,synthetic_core,237,405,401,33.9
CORE-SLICE_USAGE_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,48.26,index,valid,synthetic_core,151,487,478,39.84
CORE-SLICE_USAGE_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,17.89,index,valid,synthetic_core,223,393,391,50.56
CORE-SLICE_USAGE_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,17.23,index,valid,synthetic_core,239,219,209,37.68
CORE-SLICE_USAGE_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,23.45,index,valid,synthetic_core,264,234,229,41.06
CORE-SLICE_USAGE_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,44.88,index,valid,synthetic_core,263,447,439,47.76
CORE-SLICE_USAGE_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,58.43,index,valid,synthetic_core,251,478,473,49.3
CORE-SLICE_USAGE_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,38.85,index,valid,synthetic_core,289,227,218,58.56
CORE-SLICE_USAGE_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,30.29,index,valid,synthetic_core,199,516,510,55.79
CORE-SLICE_USAGE_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,32.52,index,valid,synthetic_core,252,331,325,33.09
CORE-SLICE_USAGE_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,74.58,index,valid,synthetic_core,161,508,506,49.68
CORE-SLICE_USAGE_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,56.92,index,valid,synthetic_core,292,258,252,66.58
CORE-SLICE_USAGE_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,20.58,index,valid,synthetic_core,296,454,450,69.37
CORE-SLICE_USAGE_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,42.33,index,valid,synthetic_core,196,438,433,28.0
CORE-SLICE_USAGE_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,62.8,index,valid,synthetic_core,155,554,550,56.13
CORE-SLICE_USAGE_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,25.6,index,valid,synthetic_core,120,423,416,69.58
CORE-SLICE_USAGE_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,46.23,index,valid,synthetic_core,146,269,264,25.81
CORE-SLICE_USAGE_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,60.2,index,valid,synthetic_core,276,484,473,48.09
CORE-SLICE_USAGE_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,75.33,index,valid,synthetic_core,263,424,417,24.67
CORE-SLICE_USAGE_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,51.42,index,valid,synthetic_core,239,217,205,26.29
CORE-SLICE_USAGE_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,47.27,index,valid,synthetic_core,206,326,319,59.45
CORE-SLICE_USAGE_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,69.74,index,valid,synthetic_core,127,502,490,41.35
CORE-SLICE_USAGE_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,20.24,index,valid,synthetic_core,126,538,535,44.93
CORE-SLICE_USAGE_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,79.72,index,valid,synthetic_core,271,259,247,56.89
CORE-SLICE_USAGE_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,63.82,index,valid,synthetic_core,122,376,370,34.92
CORE-SLICE_USAGE_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,40.56,index,valid,synthetic_core,101,366,355,56.25
CORE-SLICE_USAGE_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,45.9,index,valid,synthetic_core,123,449,443,46.35
CORE-SLICE_USAGE_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,77.48,index,valid,synthetic_core,250,482,471,42.99
CORE-SLICE_USAGE_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,63.38,index,valid,synthetic_core,155,421,420,41.08
CORE-SLICE_USAGE_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,24.12,index,valid,synthetic_core,207,328,316,41.11
CORE-SLICE_USAGE_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,80.67,index,valid,synthetic_core,142,234,226,37.31
CORE-SLICE_USAGE_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,70.56,index,valid,synthetic_core,143,492,491,55.31
CORE-SLICE_USAGE_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,69.14,index,valid,synthetic_core,113,359,354,54.97
CORE-SLICE_USAGE_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,56.86,index,valid,synthetic_core,197,600,599,33.99
CORE-SLICE_USAGE_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,23.72,index,valid,synthetic_core,251,496,490,33.86
CORE-SLICE_USAGE_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,47.16,index,valid,synthetic_core,195,580,573,25.59
CORE-SLICE_USAGE_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,65.57,index,valid,synthetic_core,239,262,261,31.15
CORE-SLICE_USAGE_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,30.49,index,valid,synthetic_core,191,232,231,35.63
CORE-SLICE_USAGE_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,50.36,index,valid,synthetic_core,164,223,217,32.53
CORE-SLICE_USAGE_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,74.04,index,valid,synthetic_core,277,474,463,68.45
CORE-SLICE_USAGE_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,55.42,index,valid,synthetic_core,278,334,327,36.48
CORE-SLICE_USAGE_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,38.69,index,valid,synthetic_core,247,571,564,40.09
CORE-SLICE_USAGE_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,75.37,index,valid,synthetic_core,147,228,216,58.53
CORE-SLICE_USAGE_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,69.95,index,valid,synthetic_core,278,298,295,48.45
CORE-SLICE_USAGE_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,79.47,index,valid,synthetic_core,153,255,252,41.3
CORE-SLICE_USAGE_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,47.37,index,valid,synthetic_core,118,241,229,35.03
CORE-SLICE_USAGE_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,56.04,index,valid,synthetic_core,219,427,416,57.38
CORE-SLICE_USAGE_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,68.44,index,valid,synthetic_core,277,548,544,29.84
CORE-SLICE_USAGE_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,29.55,index,valid,synthetic_core,202,257,255,31.11
CORE-SLICE_USAGE_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,70.51,index,valid,synthetic_core,253,513,511,69.27
CORE-SLICE_USAGE_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,43.88,index,valid,synthetic_core,241,527,526,45.96
