session_setup_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SESSION_SETUP_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,25.48,index,valid,synthetic_core,246,320,315,67.81
CORE-SESSION_SETUP_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,74.4,index,valid,synthetic_core,262,377,373,47.41
CORE-SESSION_SETUP_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,24.02,index,valid,synthetic_core,266,595,584,25.72
CORE-SESSION_SETUP_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.53,index,valid,synthetic_core,158,312,303,57.91
CORE-SESSION_SETUP_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,40.65,index,valid,synthetic_core,257,320,319,29.03
CORE-SESSION_SETUP_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,17.78,index,valid,synthetic_core,264,302,297,22.34
CORE-SESSION_SETUP_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,21.81,index,valid,synthetic_core,265,395,384,23.69
CORE-SESSION_SETUP_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.16,index,valid,synthetic_core,232,523,518,54.57
CORE-SESSION_SETUP_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,31.17,index,valid,synthetic_core,223,480,476,68.52
CORE-SESSION_SETUP_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.12,index,valid,synthetic_core,229,572,566,57.81
CORE-SESSION_SETUP_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,48.59,index,valid,synthetic_core,279,255,252,38.68
CORE-SESSION_SETUP_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,38.4,index,valid,synthetic_core,210,295,293,20.92
CORE-SESSION_SETUP_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,51.46,index,valid,synthetic_core,161,531,523,25.18
CORE-SESSION_SETUP_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,50.94,index,valid,synthetic_core,239,511,499,64.95
CORE-SESSION_SETUP_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,18.26,index,valid,synthetic_core,228,283,274,54.95
CORE-SESSION_SETUP_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.2,index,valid,synthetic_core,117,595,589,54.53
CORE-SESSION_SETUP_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,40.92,index,valid,synthetic_core,222,436,428,50.94
CORE-SESSION_SETUP_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,78.55,index,valid,synthetic_core,264,579,574,38.95
CORE-SESSION_SETUP_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,36.77,index,valid,synthetic_core,107,404,396,40.1
CORE-SESSION_SETUP_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,68.58,index,valid,synthetic_core,204,240,232,24.9
CORE-SESSION_SETUP_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,79.87,index,valid,synthetic_core,150,497,488,53.88
CORE-SESSION_SETUP_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,69.44,index,valid,synthetic_core,165,381,380,28.91
CORE-SESSION_SETUP_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,64.69,index,valid,synthetic_core,249,596,592,24.55
CORE-SESSION_SETUP_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,65.89,index,valid,synthetic_core,161,417,416,49.82
CORE-SESSION_SETUP_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,31.15,index,valid,synthetic_core,103,206,202,46.91
CORE-SESSION_SETUP_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,68.36,index,valid,synthetic_core,137,428,416,62.69
CORE-SESSION_SETUP_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.06,index,valid,synthetic_core,150,409,398,33.58
CORE-SESSION_SETUP_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,71.14,index,valid,synthetic_core,135,269,266,69.79
CORE-SESSION_SETUP_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,63.38,index,valid,synthetic_core,292,491,488,58.86
CORE-SESSION_SETUP_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,40.7,index,valid,synthetic_core,134,295,284,42.84
CORE-SESSION_SETUP_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,50.93,index,valid,synthetic_core,268,346,339,37.79
CORE-SESSION_SETUP_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,74.43,index,valid,synthetic_core,254,511,506,41.87
CORE-SESSION_SETUP_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,69.44,index,valid,synthetic_core,102,588,581,63.95
CORE-SESSION_SETUP_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,57.28,index,valid,synthetic_core,139,434,423,22.45
CORE-SESSION_SETUP_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,82.21,index,valid,synthetic_core,263,393,381,50.03
CORE-SESSION_SETUP_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,60.2,index,valid,synthetic_core,227,498,494,45.26
CORE-SESSION_SETUP_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,28.35,index,valid,synthetic_core,235,353,343,56.74
CORE-SESSION_SETUP_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,56.49,index,valid,synthetic_core,105,422,415,47.47
CORE-SESSION_SETUP_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,20.21,index,valid,synthetic_core,264,282,272,28.57
CORE-SESSION_SETUP_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,32.75,index,valid,synthetic_core,268,518,515,27.17
CORE-SESSION_SETUP_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,37.43,index,valid,synthetic_core,123,539,527,35.75
CORE-SESSION_SETUP_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,28.88,index,valid,synthetic_core,229,570,564,31.81
CORE-SESSION_SETUP_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,78.15,index,valid,synthetic_core,170,293,291,44.13
CORE-SESSION_SETUP_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,19.8,index,valid,synthetic_core,269,529,517,68.2
CORE-SESSION_SETUP_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,40.1,index,valid,synthetic_core,270,220,212,64.13
CORE-SESSION_SETUP_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,64.66,index,valid,synthetic_core,299,477,476,57.16
CORE-SESSION_SETUP_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,84.98,index,valid,synthetic_core,273,546,534,34.35
CORE-SESSION_SETUP_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,49.23,index,valid,synthetic_core,214,558,550,34.99
CORE-SESSION_SETUP_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,59.2,index,valid,synthetic_core,201,438,435,42.48
CORE-SESSION_SETUP_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,46.6,index,valid,synthetic_core,270,293,290,45.19
CORE-SESSION_SETUP_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,19.6,index,valid,synthetic_core,127,501,497,31.45
CORE-SESSION_SETUP_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,15.58,index,valid,synthetic_core,159,432,430,24.42
CORE-SESSION_SETUP_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,62.7,index,valid,synthetic_core,283,447,444,58.25
CORE-SESSION_SETUP_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,44.66,index,valid,synthetic_core,167,534,531,40.47
CORE-SESSION_SETUP_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,24.93,index,valid,synthetic_core,170,415,408,57.74
CORE-SESSION_SETUP_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,78.47,index,valid,synthetic_core,149,445,439,27.7
CORE-SESSION_SETUP_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,74.72,index,valid,synthetic_core,241,453,443,35.04
CORE-SESSION_SETUP_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,71.85,index,valid,synthetic_core,217,479,472,59.22
CORE-SESSION_SETUP_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,38.72,index,valid,synthetic_core,194,264,261,61.21
CORE-SESSION_SETUP_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,68.06,index,valid,synthetic_core,175,234,232,57.27
CORE-SESSION_SETUP_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,60.12,index,valid,synthetic_core,173,476,469,67.63
CORE-SESSION_SETUP_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,26.33,index,valid,synthetic_core,210,242,237,59.39
CORE-SESSION_SETUP_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,64.08,index,valid,synthetic_core,273,330,327,47.6
CORE-SESSION_SETUP_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,63.38,index,valid,synthetic_core,139,491,483,36.79
CORE-SESSION_SETUP_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,22.16,index,valid,synthetic_core,293,451,439,49.98
CORE-SESSION_SETUP_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,65.08,index,valid,synthetic_core,244,371,366,47.98
CORE-SESSION_SETUP_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,78.93,index,valid,synthetic_core,259,403,397,31.13
CORE-SESSION_SETUP_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,78.06,index,valid,synthetic_core,184,304,298,43.49
CORE-SESSION_SETUP_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,41.35,index,valid,synthetic_core,131,571,567,68.91
CORE-SESSION_SETUP_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,72.38,index,valid,synthetic_core,181,357,355,33.2
CORE-SESSION_SETUP_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,38.17,index,valid,synthetic_core,275,346,335,25.14
CORE-SESSION_SETUP_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,84.05,index,valid,synthetic_core,118,418,408,35.09
CORE-SESSION_SETUP_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,23.47,index,valid,synthetic_core,214,584,574,49.79
CORE-SESSION_SETUP_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,16.96,index,valid,synthetic_core,106,357,348,28.57
CORE-SESSION_SETUP_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,55.95,index,valid,synthetic_core,260,371,364,21.93
CORE-SESSION_SETUP_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,39.89,index,valid,synthetic_core,226,277,275,24.7
CORE-SESSION_SETUP_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,58.01,index,valid,synthetic_core,101,465,454,53.22
CORE-SESSION_SETUP_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,75.96,index,valid,synthetic_core,105,564,563,64.92
CORE-SESSION_SETUP_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,49.23,index,valid,synthetic_core,254,582,579,53.58
CORE-SESSION_SETUP_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,72.21,index,valid,synthetic_core,204,481,477,28.09
CORE-SESSION_SETUP_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,45.24,index,valid,synthetic_core,293,569,567,66.31
CORE-SESSION_SETUP_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,56.52,index,valid,synthetic_core,225,251,246,32.64
CORE-SESSION_SETUP_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,35.97,index,valid,synthetic_core,140,546,545,51.13
CORE-SESSION_SETUP_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,31.47,index,valid,synthetic_core,278,320,316,48.24
CORE-SESSION_SETUP_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,20.85,index,valid,synthetic_core,265,269,266,39.18
CORE-SESSION_SETUP_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,47.89,index,valid,synthetic_core,227,535,525,26.44
CORE-SESSION_SETUP_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,31.85,index,valid,synthetic_core,113,525,515,51.45
CORE-SESSION_SETUP_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,25.22,index,valid,synthetic_core,149,497,488,24.11
CORE-SESSION_SETUP_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,65.35,index,valid,synthetic_core,209,362,361,69.0
CORE-SESSION_SETUP_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,17.83,index,valid,synthetic_core,141,354,349,34.24
CORE-SESSION_SETUP_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,65.31,index,valid,synthetic_core,231,573,562,58.02
CORE-SESSION_SETUP_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,49.04,index,valid,synthetic_core,128,354,346,59.71
CORE-SESSION_SETUP_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,76.1,index,valid,synthetic_core,106,405,404,38.95
CORE-SESSION_SETUP_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,49.48,index,valid,synthetic_core,150,246,237,66.54
CORE-SESSION_SETUP_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,53.03,index,valid,synthetic_core,211,298,286,52.99
CORE-SESSION_SETUP_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,29.16,index,valid,synthetic_core,196,597,588,45.21
CORE-SESSION_SETUP_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,83.27,index,valid,synthetic_core,240,211,207,50.32
CORE-SESSION_SETUP_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,23.6,index,valid,synthetic_core,136,512,501,47.3
CORE-SESSION_SETUP_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,82.4,index,valid,synthetic_core,129,306,298,26.49
CORE-SESSION_SETUP_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,79.16,index,valid,synthetic_core,293,358,357,24.93
CORE-SESSION_SETUP_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,49.23,index,valid,synthetic_core,288,268,257,36.91
CORE-SESSION_SETUP_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,20.42,index,valid,synthetic_core,279,381,374,63.41
CORE-SESSION_SETUP_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,63.7,index,valid,synthetic_core,122,350,344,55.96
CORE-SESSION_SETUP_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,57.87,index,valid,synthetic_core,121,487,482,22.34
CORE-SESSION_SETUP_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,54.44,index,valid,synthetic_core,188,449,439,20.05
CORE-SESSION_SETUP_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,35.49,index,valid,synthetic_core,259,571,560,44.06
CORE-SESSION_SETUP_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,32.09,index,valid,synthetic_core,232,365,362,30.24
CORE-SESSION_SETUP_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,63.11,index,valid,synthetic_core,209,479,476,24.82
CORE-SESSION_SETUP_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,59.34,index,valid,synthetic_core,185,228,226,30.85
CORE-SESSION_SETUP_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,75.95,index,valid,synthetic_core,205,214,207,31.91
CORE-SESSION_SETUP_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,81.1,index,valid,synthetic_core,233,407,395,40.62
CORE-SESSION_SETUP_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,66.76,index,valid,synthetic_core,220,469,459,57.73
CORE-SESSION_SETUP_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,83.47,index,valid,synthetic_core,101,397,386,69.74
