apn_usage_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-APN_USAGE_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,78.21,index,valid,synthetic_core,276,563,553,27.66
CORE-APN_USAGE_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,18.25,index,valid,synthetic_core,219,345,335,68.88
CORE-APN_USAGE_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,80.76,index,valid,synthetic_core,136,457,448,46.39
CORE-APN_USAGE_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,36.23,index,valid,synthetic_core,188,221,213,48.08
CORE-APN_USAGE_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,75.15,index,valid,synthetic_core,122,554,545,61.91
CORE-APN_USAGE_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,39.35,index,valid,synthetic_core,212,496,489,51.05
CORE-APN_USAGE_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,22.86,index,valid,synthetic_core,217,378,369,47.97
CORE-APN_USAGE_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,39.57,index,valid,synthetic_core,239,466,458,34.22
CORE-APN_USAGE_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,34.16,index,valid,synthetic_core,212,432,428,28.29
CORE-APN_USAGE_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,61.02,index,valid,synthetic_core,261,350,347,40.47
CORE-APN_USAGE_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,46.59,index,valid,synthetic_core,242,483,475,57.52
CORE-APN_USAGE_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.03,index,valid,synthetic_core,111,250,245,29.57
CORE-APN_USAGE_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,63.12,index,valid,synthetic_core,182,269,261,28.16
CORE-APN_USAGE_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,83.29,index,valid,synthetic_core,278,377,374,38.34
CORE-APN_USAGE_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,51.64,index,valid,synthetic_core,141,311,310,36.07
CORE-APN_USAGE_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,45.28,index,valid,synthetic_core,290,258,253,56.25
CORE-APN_USAGE_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,80.66,index,valid,synthetic_core,263,584,575,22.85
CORE-APN_USAGE_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,70.82,index,valid,synthetic_core,210,466,465,26.95
CORE-APN_USAGE_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,52.09,index,valid,synthetic_core,142,284,276,42.61
CORE-APN_USAGE_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,67.95,index,valid,synthetic_core,252,495,489,41.61
CORE-APN_USAGE_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,42.8,index,valid,synthetic_core,267,590,584,52.78
CORE-APN_USAGE_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,18.26,index,valid,synthetic_core,148,217,212,41.65
CORE-APN_USAGE_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,71.13,index,valid,synthetic_core,229,512,505,58.39
CORE-APN_USAGE_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,81.24,index,valid,synthetic_core,267,248,247,56.47
CORE-APN_USAGE_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,44.54,index,valid,synthetic_core,294,445,439,26.79
CORE-APN_USAGE_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,41.95,index,valid,synthetic_core,128,549,546,69.6
CORE-APN_USAGE_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.44,index,valid,synthetic_core,296,490,481,39.01
CORE-APN_USAGE_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,29.21,index,valid,synthetic_core,127,201,200,62.42
CORE-APN_USAGE_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,45.54,index,valid,synthetic_core,134,297,289,32.79
CORE-APN_USAGE_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,52.13,index,valid,synthetic_core,170,459,447,50.57
CORE-APN_USAGE_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.61,index,valid,synthetic_core,241,496,490,24.35
CORE-APN_USAGE_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,62.62,index,valid,synthetic_core,222,565,553,44.45
CORE-APN_USAGE_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.94,index,valid,synthetic_core,114,271,262,30.48
CORE-APN_USAGE_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.19,index,valid,synthetic_core,123,208,205,64.46
CORE-APN_USAGE_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,15.07,index,valid,synthetic_core,251,279,275,45.3
CORE-APN_USAGE_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,15.6,index,valid,synthetic_core,228,396,386,52.7
CORE-APN_USAGE_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,35.55,index,valid,synthetic_core,102,548,541,20.42
CORE-APN_USAGE_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,47.37,index,valid,synthetic_core,233,401,389,26.5
CORE-APN_USAGE_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,36.33,index,valid,synthetic_core,148,594,582,20.08
CORE-APN_USAGE_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,55.59,index,valid,synthetic_core,248,228,227,20.8
CORE-APN_USAGE_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,59.04,index,valid,synthetic_core,104,466,454,51.62
CORE-APN_USAGE_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,55.4,index,valid,synthetic_core,235,498,496,26.26
CORE-APN_USAGE_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,64.51,index,valid,synthetic_core,176,485,477,20.23
CORE-APN_USAGE_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,72.28,index,valid,synthetic_core,137,509,507,55.97
CORE-APN_USAGE_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,59.53,index,valid,synthetic_core,225,305,301,57.95
CORE-APN_USAGE_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,36.28,index,valid,synthetic_core,154,273,266,21.13
CORE-APN_USAGE_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,40.25,index,valid,synthetic_core,153,269,262,44.21
CORE-APN_USAGE_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,61.83,index,valid,synthetic_core,100,572,568,40.21
CORE-APN_USAGE_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,54.2,index,valid,synthetic_core,272,331,322,55.32
CORE-APN_USAGE_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,73.55,index,valid,synthetic_core,180,585,578,63.22
CORE-APN_USAGE_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,34.0,index,valid,synthetic_core,192,511,502,24.73
CORE-APN_USAGE_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,22.24,index,valid,synthetic_core,300,343,337,21.88
CORE-APN_USAGE_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,59.57,index,valid,synthetic_core,254,266,265,66.73
CORE-APN_USAGE_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,58.46,index,valid,synthetic_core,118,470,462,52.61
CORE-APN_USAGE_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,53.89,index,valid,synthetic_core,196,304,298,42.72
CORE-APN_USAGE_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,42.84,index,valid,synthetic_core,280,207,196,63.76
CORE-APN_USAGE_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,77.97,index,valid,synthetic_core,254,549,537,36.26
CORE-APN_USAGE_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,17.72,index,valid,synthetic_core,138,388,384,27.9
CORE-APN_USAGE_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,48.81,index,valid,synthetic_core,173,387,375,32.2
CORE-APN_USAGE_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,23.76,index,valid,synthetic_core,189,461,453,54.86
CORE-APN_USAGE_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,49.45,index,valid,synthetic_core,277,416,404,25.39
CORE-APN_USAGE_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,51.99,index,valid,synthetic_core,234,565,553,28.42
CORE-APN_USAGE_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,70.16,index,valid,synthetic_core,112,498,487,44.33
CORE-APN_USAGE_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,79.14,index,valid,synthetic_core,202,507,498,47.55
CORE-APN_USAGE_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,20.48,index,valid,synthetic_core,224,334,332,27.37
CORE-APN_USAGE_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,20.56,index,valid,synthetic_core,106,402,393,31.52
CORE-APN_USAGE_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,66.72,index,valid,synthetic_core,157,410,399,46.63
CORE-APN_USAGE_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,68.4,index,valid,synthetic_core,142,421,415,65.39
CORE-APN_USAGE_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,34.4,index,valid,synthetic_core,229,399,395,51.32
CORE-APN_USAGE_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,51.44,index,valid,synthetic_core,194,428,419,49.37
CORE-APN_USAGE_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,29.18,index,valid,synthetic_core,244,358,357,34.75
CORE-APN_USAGE_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,63.82,index,valid,synthetic_core,243,346,341,65.88
CORE-APN_USAGE_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,84.58,index,valid,synthetic_core,279,513,506,29.8
CORE-APN_USAGE_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,74.97,index,valid,synthetic_core,269,315,308,68.73
CORE-APN_USAGE_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,30.13,index,valid,synthetic_core,145,472,470,23.41
CORE-APN_USAGE_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,69.46,index,valid,synthetic_core,111,389,385,60.11
CORE-APN_USAGE_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,36.94,index,valid,synthetic_core,223,499,494,22.34
CORE-APN_USAGE_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,40.97,index,valid,synthetic_core,287,582,576,63.99
CORE-APN_USAGE_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,44.42,index,valid,synthetic_core,242,450,440,21.71
CORE-APN_USAGE_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,31.34,index,valid,synthetic_core,136,354,342,26.56
CORE-APN_USAGE_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,60.13,index,valid,synthetic_core,200,590,584,36.01
CORE-APN_USAGE_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,25.44,index,valid,synthetic_core,123,490,482,65.71
CORE-APN_USAGE_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,72.83,index,valid,synthetic_core,266,443,437,43.02
CORE-APN_USAGE_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,79.45,index,valid,synthetic_core,190,412,407,67.04
CORE-APN_USAGE_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,15.53,index,valid,synthetic_core,190,230,218,42.07
CORE-APN_USAGE_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,68.33,index,valid,synthetic_core,152,535,525,42.15
CORE-APN_USAGE_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,60.36,index,valid,synthetic_core,131,369,357,29.84
CORE-APN_USAGE_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,20.14,index,valid,synthetic_core,137,508,505,40.58
CORE-APN_USAGE_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,50.12,index,valid,synthetic_core,149,460,448,30.29
CORE-APN_USAGE_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,52.22,index,valid,synthetic_core,267,434,425,61.82
CORE-APN_USAGE_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,72.3,index,valid,synthetic_core,152,346,336,23.15
CORE-APN_USAGE_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,55.31,index,valid,synthetic_core,294,289,288,31.07
CORE-APN_USAGE_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,25.5,index,valid,synthetic_core,273,297,296,46.63
CORE-APN_USAGE_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,16.06,index,valid,synthetic_core,225,204,202,31.17
CORE-APN_USAGE_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,21.33,index,valid,synthetic_core,135,569,562,37.61
CORE-APN_USAGE_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,24.61,index,valid,synthetic_core,225,531,519,60.38
CORE-APN_USAGE_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,16.77,index,valid,synthetic_core,175,315,304,67.2
CORE-APN_USAGE_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,45.23,index,valid,synthetic_core,151,275,268,39.17
CORE-APN_USAGE_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,54.45,index,valid,synthetic_core,208,558,554,24.85
CORE-APN_USAGE_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,84.43,index,valid,synthetic_core,175,313,308,56.81
CORE-APN_USAGE_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,43.96,index,valid,synthetic_core,196,283,276,66.88
CORE-APN_USAGE_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,82.53,index,valid,synthetic_core,202,370,365,48.19
CORE-APN_USAGE_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,76.64,index,valid,synthetic_core,208,343,337,27.98
CORE-APN_USAGE_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,72.57,index,valid,synthetic_core,157,295,289,53.75
CORE-APN_USAGE_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,53.69,index,valid,synthetic_core,191,396,384,66.43
CORE-APN_USAGE_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,43.79,index,valid,synthetic_core,160,475,470,50.56
CORE-APN_USAGE_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,84.2,index,valid,synthetic_core,165,409,405,65.37
