bearer_setup_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-BEARER_SETUP_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,47.84,index,valid,synthetic_core,160,361,356,67.5
CORE-BEARER_SETUP_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,23.22,index,valid,synthetic_core,224,472,460,22.79
CORE-BEARER_SETUP_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,31.88,index,valid,synthetic_core,277,231,228,30.3
CORE-BEARER_SETUP_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,48.75,index,valid,synthetic_core,132,476,474,33.1
CORE-BEARER_SETUP_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,40.35,index,valid,synthetic_core,246,421,415,39.44
CORE-BEARER_SETUP_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,60.79,index,valid,synthetic_core,124,493,490,57.22
CORE-BEARER_SETUP_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,76.62,index,valid,synthetic_core,213,206,203,39.87
CORE-BEARER_SETUP_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,55.54,index,valid,synthetic_core,128,466,465,62.54
CORE-BEARER_SETUP_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,47.26,index,valid,synthetic_core,155,444,440,61.32
CORE-BEARER_SETUP_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,81.76,index,valid,synthetic_core,164,436,426,42.76
CORE-BEARER_SETUP_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,27.08,index,valid,synthetic_core,182,239,233,27.74
CORE-BEARER_SETUP_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.22,index,valid,synthetic_core,211,393,382,69.68
CORE-BEARER_SETUP_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,58.04,index,valid,synthetic_core,273,511,501,32.5
CORE-BEARER_SETUP_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,71.81,index,valid,synthetic_core,167,492,482,61.49
CORE-BEARER_SETUP_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,42.68,index,valid,synthetic_core,255,351,342,30.05
CORE-BEARER_SETUP_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,43.42,index,valid,synthetic_core,105,276,267,58.17
CORE-BEARER_SETUP_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,28.57,index,valid,synthetic_core,185,369,361,48.28
CORE-BEARER_SETUP_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,47.36,index,valid,synthetic_core,245,558,550,48.48
CORE-BEARER_SETUP_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,83.16,index,valid,synthetic_core,104,390,378,32.73
CORE-BEARER_SETUP_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,40.55,index,valid,synthetic_core,199,562,550,65.9
CORE-BEARER_SETUP_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,20.21,index,valid,synthetic_core,176,342,339,39.36
CORE-BEARER_SETUP_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,58.8,index,valid,synthetic_core,205,477,474,30.69
CORE-BEARER_SETUP_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,19.63,index,valid,synthetic_core,162,246,244,26.82
CORE-BEARER_SETUP_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,19.33,index,valid,synthetic_core,161,514,502,61.18
CORE-BEARER_SETUP_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,18.42,index,valid,synthetic_core,287,423,422,38.71
CORE-BEARER_SETUP_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,75.13,index,valid,synthetic_core,205,261,260,25.19
CORE-BEARER_SETUP_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,25.78,index,valid,synthetic_core,219,382,379,52.07
CORE-BEARER_SETUP_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,47.32,index,valid,synthetic_core,100,327,320,63.28
CORE-BEARER_SETUP_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,77.8,index,valid,synthetic_core,189,290,279,30.13
CORE-BEARER_SETUP_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,76.2,index,valid,synthetic_core,208,286,275,53.83
CORE-BEARER_SETUP_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,80.48,index,valid,synthetic_core,267,600,597,31.86
CORE-BEARER_SETUP_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,40.4,index,valid,synthetic_core,148,335,323,68.87
CORE-BEARER_SETUP_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,74.05,index,valid,synthetic_core,156,264,261,69.24
CORE-BEARER_SETUP_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,79.67,index,valid,synthetic_core,244,522,518,53.6
CORE-BEARER_SETUP_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.09,index,valid,synthetic_core,218,294,285,46.53
CORE-BEARER_SETUP_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,53.91,index,valid,synthetic_core,107,534,524,64.78
CORE-BEARER_SETUP_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.53,index,valid,synthetic_core,191,213,211,43.34
CORE-BEARER_SETUP_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,47.93,index,valid,synthetic_core,168,372,368,24.86
CORE-BEARER_SETUP_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,39.13,index,valid,synthetic_core,172,282,279,23.07
CORE-BEARER_SETUP_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,73.45,index,valid,synthetic_core,115,358,349,53.36
CORE-BEARER_SETUP_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,61.3,index,valid,synthetic_core,300,256,244,55.04
CORE-BEARER_SETUP_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,28.11,index,valid,synthetic_core,106,277,269,40.77
CORE-BEARER_SETUP_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,41.76,index,valid,synthetic_core,293,592,583,22.64
CORE-BEARER_SETUP_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,76.92,index,valid,synthetic_core,252,451,444,28.62
CORE-BEARER_SETUP_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,18.44,index,valid,synthetic_core,168,397,388,34.09
CORE-BEARER_SETUP_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,27.65,index,valid,synthetic_core,288,502,500,48.88
CORE-BEARER_SETUP_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,64.51,index,valid,synthetic_core,253,570,566,61.85
CORE-BEARER_SETUP_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,77.58,index,valid,synthetic_core,248,448,443,49.14
CORE-BEARER_SETUP_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,42.4,index,valid,synthetic_core,128,202,191,37.28
CORE-BEARER_SETUP_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,45.83,index,valid,synthetic_core,234,527,524,47.51
CORE-BEARER_SETUP_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,35.82,index,valid,synthetic_core,255,238,226,52.54
CORE-BEARER_SETUP_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,70.1,index,valid,synthetic_core,227,455,453,58.27
CORE-BEARER_SETUP_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,39.11,index,valid,synthetic_core,107,219,216,31.52
CORE-BEARER_SETUP_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,60.53,index,valid,synthetic_core,265,342,330,34.25
CORE-BEARER_SETUP_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,18.22,index,valid,synthetic_core,193,514,502,61.78
CORE-BEARER_SETUP_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,25.64,index,valid,synthetic_core,173,490,487,41.13
CORE-BEARER_SETUP_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,60.69,index,valid,synthetic_core,136,571,567,65.54
CORE-BEARER_SETUP_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,73.01,index,valid,synthetic_core,283,276,270,56.08
CORE-BEARER_SETUP_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,55.15,index,valid,synthetic_core,201,251,246,34.83
CORE-BEARER_SETUP_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,34.43,index,valid,synthetic_core,162,346,335,66.04
CORE-BEARER_SETUP_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,56.58,index,valid,synthetic_core,147,423,422,27.55
CORE-BEARER_SETUP_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,79.92,index,valid,synthetic_core,287,363,351,58.64
CORE-BEARER_SETUP_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,30.52,index,valid,synthetic_core,108,207,195,53.6
CORE-BEARER_SETUP_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,36.45,index,valid,synthetic_core,298,200,192,56.92
CORE-BEARER_SETUP_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,81.08,index,valid,synthetic_core,104,447,442,24.92
CORE-BEARER_SETUP_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,66.64,index,valid,synthetic_core,227,290,289,61.32
CORE-BEARER_SETUP_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,64.5,index,valid,synthetic_core,249,468,462,27.41
CORE-BEARER_SETUP_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,65.05,index,valid,synthetic_core,296,312,308,57.12
CORE-BEARER_SETUP_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,42.75,index,valid,synthetic_core,149,431,428,47.7
CORE-BEARER_SETUP_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,39.43,index,valid,synthetic_core,275,343,332,39.08
CORE-BEARER_SETUP_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,77.01,index,valid,synthetic_core,137,482,475,55.01
CORE-BEARER_SETUP_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,56.47,index,valid,synthetic_core,197,364,359,54.89
CORE-BEARER_SETUP_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,57.4,index,valid,synthetic_core,154,378,373,22.28
CORE-BEARER_SETUP_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,80.87,index,valid,synthetic_core,266,284,275,60.8
CORE-BEARER_SETUP_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,49.63,index,valid,synthetic_core,127,327,317,54.8
CORE-BEARER_SETUP_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,32.77,index,valid,synthetic_core,122,205,196,66.14
CORE-BEARER_SETUP_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,30.26,index,valid,synthetic_core,113,336,324,64.48
CORE-BEARER_SETUP_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,35.74,index,valid,synthetic_core,233,434,425,24.06
CORE-BEARER_SETUP_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,53.33,index,valid,synthetic_core,172,372,361,44.58
CORE-BEARER_SETUP_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,55.67,index,valid,synthetic_core,292,338,326,56.75
CORE-BEARER_SETUP_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,40.01,index,valid,synthetic_core,114,246,244,64.77
CORE-BEARER_SETUP_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,40.32,index,valid,synthetic_core,143,328,326,58.99
CORE-BEARER_SETUP_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,40.65,index,valid,synthetic_core,250,512,505,43.09
CORE-BEARER_SETUP_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,30.02,index,valid,synthetic_core,217,273,262,47.35
CORE-BEARER_SETUP_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,45.7,index,valid,synthetic_core,281,319,313,43.97
CORE-BEARER_SETUP_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,68.25,index,valid,synthetic_core,104,244,239,56.22
CORE-BEARER_SETUP_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,50.19,index,valid,synthetic_core,199,345,343,61.51
CORE-BEARER_SETUP_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,73.1,index,valid,synthetic_core,235,556,546,23.09
CORE-BEARER_SETUP_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,67.16,index,valid,synthetic_core,173,480,479,55.65
CORE-BEARER_SETUP_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,84.47,index,valid,synthetic_core,219,416,405,56.01
CORE-BEARER_SETUP_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,65.25,index,valid,synthetic_core,130,372,371,28.12
CORE-BEARER_SETUP_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,29.06,index,valid,synthetic_core,250,248,245,23.9
CORE-BEARER_SETUP_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,41.53,index,valid,synthetic_core,265,241,235,26.23
CORE-BEARER_SETUP_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,52.67,index,valid,synthetic_core,141,489,482,43.19
CORE-BEARER_SETUP_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,50.14,index,valid,synthetic_core,192,434,426,49.3
CORE-BEARER_SETUP_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,83.21,index,valid,synthetic_core,161,255,244,63.13
CORE-BEARER_SETUP_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,37.0,index,valid,synthetic_core,132,540,528,51.96
CORE-BEARER_SETUP_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,35.15,index,valid,synthetic_core,150,483,479,21.92
CORE-BEARER_SETUP_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,83.71,index,valid,synthetic_core,175,507,495,37.13
CORE-BEARER_SETUP_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,67.9,index,valid,synthetic_core,117,324,313,65.08
CORE-BEARER_SETUP_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,31.91,index,valid,synthetic_core,140,295,294,60.92
CORE-BEARER_SETUP_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,44.43,index,valid,synthetic_core,189,250,249,35.95
CORE-BEARER_SETUP_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,47.16,index,valid,synthetic_core,153,384,378,43.37
CORE-BEARER_SETUP_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,43.65,index,valid,synthetic_core,207,227,215,55.74
CORE-BEARER_SETUP_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,61.01,index,valid,synthetic_core,123,522,515,39.35
CORE-BEARER_SETUP_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,47.77,index,valid,synthetic_core,225,485,482,48.22
CORE-BEARER_SETUP_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,68.8,index,valid,synthetic_core,219,577,575,42.1
CORE-BEARER_SETUP_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,17.79,index,valid,synthetic_core,174,369,367,45.59
CORE-BEARER_SETUP_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,38.4,index,valid,synthetic_core,151,270,259,62.75
CORE-BEARER_SETUP_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,35.5,index,valid,synthetic_core,109,591,583,39.65
CORE-BEARER_SETUP_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,45.72,index,valid,synthetic_core,140,352,342,36.2
CORE-BEARER_SETUP_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,40.76,index,valid,synthetic_core,263,268,260,59.33
CORE-BEARER_SETUP_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,56.24,index,valid,synthetic_core,254,433,424,33.5
