core_traffic_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_TRAFFIC_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,46.22,index,valid,synthetic_core,158,422,415,38.04
CORE-CORE_TRAFFIC_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,17.03,index,valid,synthetic_core,178,597,594,54.17
CORE-CORE_TRAFFIC_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,65.71,index,valid,synthetic_core,119,423,411,37.15
CORE-CORE_TRAFFIC_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,54.8,index,valid,synthetic_core,157,235,223,39.68
CORE-CORE_TRAFFIC_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,53.52,index,valid,synthetic_core,169,436,426,23.21
CORE-CORE_TRAFFIC_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,80.36,index,valid,synthetic_core,246,212,211,66.97
CORE-CORE_TRAFFIC_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,71.25,index,valid,synthetic_core,187,244,232,33.32
CORE-CORE_TRAFFIC_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,65.22,index,valid,synthetic_core,279,395,394,38.04
CORE-CORE_TRAFFIC_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,46.19,index,valid,synthetic_core,202,205,201,32.79
CORE-CORE_TRAFFIC_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,21.8,index,valid,synthetic_core,164,450,441,66.17
CORE-CORE_TRAFFIC_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,24.6,index,valid,synthetic_core,235,498,489,68.06
CORE-CORE_TRAFFIC_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,67.63,index,valid,synthetic_core,254,486,479,30.53
CORE-CORE_TRAFFIC_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,44.87,index,valid,synthetic_core,222,236,235,67.17
CORE-CORE_TRAFFIC_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,42.96,index,valid,synthetic_core,284,577,567,49.61
CORE-CORE_TRAFFIC_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,45.28,index,valid,synthetic_core,154,520,511,21.96
CORE-CORE_TRAFFIC_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.4,index,valid,synthetic_core,261,277,273,23.13
CORE-CORE_TRAFFIC_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,69.64,index,valid,synthetic_core,269,340,333,56.28
CORE-CORE_TRAFFIC_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,43.28,index,valid,synthetic_core,288,448,447,46.8
CORE-CORE_TRAFFIC_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.35,index,valid,synthetic_core,138,313,303,47.77
CORE-CORE_TRAFFIC_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,80.55,index,valid,synthetic_core,161,485,478,53.57
CORE-CORE_TRAFFIC_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,78.24,index,valid,synthetic_core,208,512,500,26.54
CORE-CORE_TRAFFIC_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,58.73,index,valid,synthetic_core,179,205,200,65.8
CORE-CORE_TRAFFIC_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,20.33,index,valid,synthetic_core,132,563,562,30.54
CORE-CORE_TRAFFIC_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,71.24,index,valid,synthetic_core,124,265,260,43.84
CORE-CORE_TRAFFIC_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,61.48,index,valid,synthetic_core,136,229,223,51.87
CORE-CORE_TRAFFIC_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,41.18,index,valid,synthetic_core,271,523,513,34.72
CORE-CORE_TRAFFIC_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,42.43,index,valid,synthetic_core,114,297,294,21.8
CORE-CORE_TRAFFIC_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,67.04,index,valid,synthetic_core,169,462,450,28.35
CORE-CORE_TRAFFIC_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,28.72,index,valid,synthetic_core,277,497,494,26.57
CORE-CORE_TRAFFIC_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,25.25,index,valid,synthetic_core,249,559,548,31.82
CORE-CORE_TRAFFIC_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,68.84,index,valid,synthetic_core,103,319,318,38.13
CORE-CORE_TRAFFIC_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,23.16,index,valid,synthetic_core,116,480,470,60.12
CORE-CORE_TRAFFIC_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,77.47,index,valid,synthetic_core,220,410,398,29.04
CORE-CORE_TRAFFIC_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,83.01,index,valid,synthetic_core,183,283,278,67.95
CORE-CORE_TRAFFIC_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,42.71,index,valid,synthetic_core,271,433,431,40.28
CORE-CORE_TRAFFIC_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,68.11,index,valid,synthetic_core,108,556,548,31.25
CORE-CORE_TRAFFIC_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,17.98,index,valid,synthetic_core,189,433,421,21.6
CORE-CORE_TRAFFIC_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,23.06,index,valid,synthetic_core,258,544,543,65.89
CORE-CORE_TRAFFIC_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,38.83,index,valid,synthetic_core,120,300,299,59.17
CORE-CORE_TRAFFIC_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,56.22,index,valid,synthetic_core,241,576,564,31.6
CORE-CORE_TRAFFIC_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,46.91,index,valid,synthetic_core,235,406,403,54.92
CORE-CORE_TRAFFIC_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,44.3,index,valid,synthetic_core,264,596,588,60.57
CORE-CORE_TRAFFIC_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,84.71,index,valid,synthetic_core,160,203,194,43.64
CORE-CORE_TRAFFIC_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,32.79,index,valid,synthetic_core,113,444,441,48.08
CORE-CORE_TRAFFIC_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,55.18,index,valid,synthetic_core,170,376,365,53.42
CORE-CORE_TRAFFIC_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,25.25,index,valid,synthetic_core,280,462,459,25.53
CORE-CORE_TRAFFIC_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,21.6,index,valid,synthetic_core,176,211,204,54.92
CORE-CORE_TRAFFIC_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,56.5,index,valid,synthetic_core,222,589,587,41.91
CORE-CORE_TRAFFIC_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,50.66,index,valid,synthetic_core,234,222,212,42.98
CORE-CORE_TRAFFIC_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,35.75,index,valid,synthetic_core,200,377,371,68.36
CORE-CORE_TRAFFIC_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,24.53,index,valid,synthetic_core,177,416,406,60.82
CORE-CORE_TRAFFIC_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,52.81,index,valid,synthetic_core,291,318,311,54.38
CORE-CORE_TRAFFIC_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,60.32,index,valid,synthetic_core,233,444,439,48.23
CORE-CORE_TRAFFIC_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,79.12,index,valid,synthetic_core,209,204,201,54.4
CORE-CORE_TRAFFIC_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,49.85,index,valid,synthetic_core,106,294,290,45.06
CORE-CORE_TRAFFIC_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,33.52,index,valid,synthetic_core,181,514,508,47.79
CORE-CORE_TRAFFIC_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,57.76,index,valid,synthetic_core,131,514,507,42.11
CORE-CORE_TRAFFIC_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,27.7,index,valid,synthetic_core,286,328,318,68.57
CORE-CORE_TRAFFIC_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,33.12,index,valid,synthetic_core,151,273,265,41.69
CORE-CORE_TRAFFIC_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,27.64,index,valid,synthetic_core,196,563,553,42.25
CORE-CORE_TRAFFIC_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,49.08,index,valid,synthetic_core,284,488,476,41.83
CORE-CORE_TRAFFIC_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,56.22,index,valid,synthetic_core,103,325,315,41.43
CORE-CORE_TRAFFIC_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,20.83,index,valid,synthetic_core,192,536,526,51.67
CORE-CORE_TRAFFIC_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,69.49,index,valid,synthetic_core,230,408,401,20.17
CORE-CORE_TRAFFIC_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,27.67,index,valid,synthetic_core,267,276,264,20.64
CORE-CORE_TRAFFIC_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,55.34,index,valid,synthetic_core,274,382,379,52.23
CORE-CORE_TRAFFIC_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,19.93,index,valid,synthetic_core,234,346,342,57.03
CORE-CORE_TRAFFIC_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,46.76,index,valid,synthetic_core,258,362,355,57.56
CORE-CORE_TRAFFIC_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,70.1,index,valid,synthetic_core,127,427,426,51.77
CORE-CORE_TRAFFIC_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,35.37,index,valid,synthetic_core,129,392,384,54.36
CORE-CORE_TRAFFIC_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,54.26,index,valid,synthetic_core,240,457,450,45.43
CORE-CORE_TRAFFIC_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,26.81,index,valid,synthetic_core,274,220,217,24.68
CORE-CORE_TRAFFIC_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,25.87,index,valid,synthetic_core,240,332,323,58.59
CORE-CORE_TRAFFIC_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,62.96,index,valid,synthetic_core,251,502,492,56.01
CORE-CORE_TRAFFIC_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,30.56,index,valid,synthetic_core,277,576,565,51.79
CORE-CORE_TRAFFIC_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,57.98,index,valid,synthetic_core,188,499,497,29.69
CORE-CORE_TRAFFIC_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,77.35,index,valid,synthetic_core,139,499,493,28.03
CORE-CORE_TRAFFIC_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,66.89,index,valid,synthetic_core,271,512,502,35.36
CORE-CORE_TRAFFIC_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,57.81,index,valid,synthetic_core,170,252,247,68.5
CORE-CORE_TRAFFIC_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,28.47,index,valid,synthetic_core,244,451,441,55.39
CORE-CORE_TRAFFIC_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,42.68,index,valid,synthetic_core,163,292,290,40.34
CORE-CORE_TRAFFIC_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,42.59,index,valid,synthetic_core,168,397,391,46.46
CORE-CORE_TRAFFIC_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,23.88,index,valid,synthetic_core,110,518,509,57.0
CORE-CORE_TRAFFIC_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,46.97,index,valid,synthetic_core,200,599,596,37.67
CORE-CORE_TRAFFIC_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,62.48,index,valid,synthetic_core,189,213,211,38.2
CORE-CORE_TRAFFIC_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,43.35,index,valid,synthetic_core,284,354,352,64.31
CORE-CORE_TRAFFIC_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,26.91,index,valid,synthetic_core,239,552,551,55.24
CORE-CORE_TRAFFIC_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,20.0,index,valid,synthetic_core,202,575,565,36.2
CORE-CORE_TRAFFIC_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,49.18,index,valid,synthetic_core,237,406,398,66.19
CORE-CORE_TRAFFIC_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,42.99,index,valid,synthetic_core,158,469,459,69.91
CORE-CORE_TRAFFIC_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,59.27,index,valid,synthetic_core,300,263,253,65.48
CORE-CORE_TRAFFIC_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,51.99,index,valid,synthetic_core,169,548,538,32.99
CORE-CORE_TRAFFIC_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,63.92,index,valid,synthetic_core,131,524,512,39.23
CORE-CORE_TRAFFIC_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,60.26,index,valid,synthetic_core,196,238,236,22.33
CORE-CORE_TRAFFIC_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,45.1,index,valid,synthetic_core,242,408,396,50.29
CORE-CORE_TRAFFIC_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,49.35,index,valid,synthetic_core,294,213,210,43.16
CORE-CORE_TRAFFIC_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,27.94,index,valid,synthetic_core,230,571,566,56.25
CORE-CORE_TRAFFIC_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,59.49,index,valid,synthetic_core,228,429,417,30.46
CORE-CORE_TRAFFIC_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,32.37,index,valid,synthetic_core,206,542,531,47.03
CORE-CORE_TRAFFIC_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,75.97,index,valid,synthetic_core,270,212,208,58.47
CORE-CORE_TRAFFIC_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,28.85,index,valid,synthetic_core,267,202,193,25.67
CORE-CORE_TRAFFIC_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,33.67,index,valid,synthetic_core,258,510,505,42.57
CORE-CORE_TRAFFIC_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,67.06,index,valid,synthetic_core,125,406,403,33.52
CORE-CORE_TRAFFIC_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,35.72,index,valid,synthetic_core,202,439,434,38.47
CORE-CORE_TRAFFIC_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,78.06,index,valid,synthetic_core,191,406,403,59.32
CORE-CORE_TRAFFIC_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,38.79,index,valid,synthetic_core,191,588,580,34.56
CORE-CORE_TRAFFIC_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,75.4,index,valid,synthetic_core,149,378,377,33.28
CORE-CORE_TRAFFIC_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,59.83,index,valid,synthetic_core,269,240,234,49.11
CORE-CORE_TRAFFIC_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,76.77,index,valid,synthetic_core,276,346,341,46.91
CORE-CORE_TRAFFIC_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,27.27,index,valid,synthetic_core,270,201,193,21.83
CORE-CORE_TRAFFIC_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,25.68,index,valid,synthetic_core,222,554,552,51.58
CORE-CORE_TRAFFIC_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,18.01,index,valid,synthetic_core,231,300,293,29.71
CORE-CORE_TRAFFIC_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,34.66,index,valid,synthetic_core,169,250,246,30.77
CORE-CORE_TRAFFIC_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,63.46,index,valid,synthetic_core,267,292,287,39.56
CORE-CORE_TRAFFIC_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,27.35,index,valid,synthetic_core,110,588,578,41.77
CORE-CORE_TRAFFIC_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,51.72,index,valid,synthetic_core,146,346,343,41.27
CORE-CORE_TRAFFIC_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,57.87,index,valid,synthetic_core,263,262,253,39.09
CORE-CORE_TRAFFIC_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,62.69,index,valid,synthetic_core,180,520,514,50.2
CORE-CORE_TRAFFIC_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,49.24,index,valid,synthetic_core,212,479,470,58.98
CORE-CORE_TRAFFIC_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,20.17,index,valid,synthetic_core,115,390,379,31.15
CORE-CORE_TRAFFIC_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,65.72,index,valid,synthetic_core,253,524,519,32.37
