session_drop_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SESSION_DROP_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,53.78,index,valid,synthetic_core,134,580,573,56.14
CORE-SESSION_DROP_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,70.34,index,valid,synthetic_core,294,475,466,57.26
CORE-SESSION_DROP_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,78.01,index,valid,synthetic_core,166,322,315,50.68
CORE-SESSION_DROP_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,45.16,index,valid,synthetic_core,258,479,467,45.89
CORE-SESSION_DROP_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,36.46,index,valid,synthetic_core,177,395,389,49.41
CORE-SESSION_DROP_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,70.52,index,valid,synthetic_core,298,294,288,66.83
CORE-SESSION_DROP_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,61.12,index,valid,synthetic_core,293,493,488,54.5
CORE-SESSION_DROP_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.17,index,valid,synthetic_core,247,591,584,40.09
CORE-SESSION_DROP_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,25.03,index,valid,synthetic_core,177,400,398,65.01
CORE-SESSION_DROP_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,59.94,index,valid,synthetic_core,253,317,313,65.32
CORE-SESSION_DROP_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,59.84,index,valid,synthetic_core,239,286,280,67.6
CORE-SESSION_DROP_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,24.67,index,valid,synthetic_core,158,252,251,54.61
CORE-SESSION_DROP_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,15.05,index,valid,synthetic_core,112,279,269,31.88
CORE-SESSION_DROP_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,28.26,index,valid,synthetic_core,151,328,319,50.71
CORE-SESSION_DROP_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,57.75,index,valid,synthetic_core,201,233,232,23.22
CORE-SESSION_DROP_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,43.79,index,valid,synthetic_core,256,579,571,28.8
CORE-SESSION_DROP_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,64.43,index,valid,synthetic_core,138,280,269,52.75
CORE-SESSION_DROP_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,59.31,index,valid,synthetic_core,252,593,583,61.98
CORE-SESSION_DROP_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,45.33,index,valid,synthetic_core,243,279,273,24.47
CORE-SESSION_DROP_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,79.2,index,valid,synthetic_core,199,598,589,38.03
CORE-SESSION_DROP_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,46.99,index,valid,synthetic_core,181,559,552,42.0
CORE-SESSION_DROP_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,18.18,index,valid,synthetic_core,176,453,450,48.67
CORE-SESSION_DROP_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,35.25,index,valid,synthetic_core,227,582,574,24.76
CORE-SESSION_DROP_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,39.26,index,valid,synthetic_core,256,461,456,22.56
CORE-SESSION_DROP_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,40.34,index,valid,synthetic_core,199,518,513,62.33
CORE-SESSION_DROP_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,79.72,index,valid,synthetic_core,209,337,325,37.01
CORE-SESSION_DROP_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,72.31,index,valid,synthetic_core,225,351,339,22.69
CORE-SESSION_DROP_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,59.82,index,valid,synthetic_core,193,405,404,65.2
CORE-SESSION_DROP_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,75.01,index,valid,synthetic_core,179,532,521,24.3
CORE-SESSION_DROP_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,71.59,index,valid,synthetic_core,182,394,392,35.35
CORE-SESSION_DROP_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,42.96,index,valid,synthetic_core,173,250,248,24.65
CORE-SESSION_DROP_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,76.9,index,valid,synthetic_core,211,588,580,30.93
CORE-SESSION_DROP_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,23.87,index,valid,synthetic_core,121,217,206,67.56
CORE-SESSION_DROP_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,61.8,index,valid,synthetic_core,220,441,438,57.68
CORE-SESSION_DROP_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,41.64,index,valid,synthetic_core,120,531,521,31.77
CORE-SESSION_DROP_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,39.38,index,valid,synthetic_core,260,348,338,46.12
CORE-SESSION_DROP_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,31.98,index,valid,synthetic_core,245,427,417,60.86
CORE-SESSION_DROP_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,45.81,index,valid,synthetic_core,108,520,513,34.74
CORE-SESSION_DROP_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.72,index,valid,synthetic_core,179,592,583,39.18
CORE-SESSION_DROP_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,46.26,index,valid,synthetic_core,143,494,489,55.96
CORE-SESSION_DROP_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,45.4,index,valid,synthetic_core,254,357,356,55.86
CORE-SESSION_DROP_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,82.6,index,valid,synthetic_core,209,565,563,30.98
CORE-SESSION_DROP_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,69.37,index,valid,synthetic_core,217,542,532,58.04
CORE-SESSION_DROP_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,61.47,index,valid,synthetic_core,272,413,412,59.04
CORE-SESSION_DROP_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,25.31,index,valid,synthetic_core,113,599,595,52.97
CORE-SESSION_DROP_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,77.82,index,valid,synthetic_core,195,342,332,33.26
CORE-SESSION_DROP_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,68.37,index,valid,synthetic_core,211,544,536,23.9
CORE-SESSION_DROP_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,16.95,index,valid,synthetic_core,262,247,236,36.45
CORE-SESSION_DROP_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,82.07,index,valid,synthetic_core,105,422,420,54.18
CORE-SESSION_DROP_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,83.2,index,valid,synthetic_core,113,243,233,42.23
CORE-SESSION_DROP_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,27.89,index,valid,synthetic_core,248,536,529,45.28
CORE-SESSION_DROP_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,19.35,index,valid,synthetic_core,208,349,338,57.07
CORE-SESSION_DROP_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,44.74,index,valid,synthetic_core,110,536,524,44.93
CORE-SESSION_DROP_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,34.0,index,valid,synthetic_core,112,255,244,60.0
CORE-SESSION_DROP_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,29.64,index,valid,synthetic_core,189,455,443,60.94
CORE-SESSION_DROP_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,19.9,index,valid,synthetic_core,285,481,472,50.11
CORE-SESSION_DROP_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,19.18,index,valid,synthetic_core,107,371,368,62.25
CORE-SESSION_DROP_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,22.44,index,valid,synthetic_core,195,462,452,40.06
CORE-SESSION_DROP_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,82.08,index,valid,synthetic_core,101,423,411,44.75
CORE-SESSION_DROP_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,71.7,index,valid,synthetic_core,265,587,586,58.92
CORE-SESSION_DROP_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,40.96,index,valid,synthetic_core,234,523,522,60.84
CORE-SESSION_DROP_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,68.66,index,valid,synthetic_core,105,574,566,48.92
CORE-SESSION_DROP_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,52.52,index,valid,synthetic_core,117,204,196,36.75
CORE-SESSION_DROP_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,47.01,index,valid,synthetic_core,276,238,233,28.11
CORE-SESSION_DROP_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,53.15,index,valid,synthetic_core,163,261,251,62.26
CORE-SESSION_DROP_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,27.94,index,valid,synthetic_core,259,392,380,34.26
CORE-SESSION_DROP_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,31.6,index,valid,synthetic_core,167,514,508,29.82
CORE-SESSION_DROP_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,49.52,index,valid,synthetic_core,136,580,579,29.18
CORE-SESSION_DROP_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,29.78,index,valid,synthetic_core,262,567,560,40.39
CORE-SESSION_DROP_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,45.88,index,valid,synthetic_core,287,251,242,47.34
CORE-SESSION_DROP_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,25.81,index,valid,synthetic_core,151,444,440,48.24
CORE-SESSION_DROP_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,24.63,index,valid,synthetic_core,209,228,225,28.98
CORE-SESSION_DROP_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,32.17,index,valid,synthetic_core,119,557,551,20.43
CORE-SESSION_DROP_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,26.78,index,valid,synthetic_core,207,430,422,43.0
CORE-SESSION_DROP_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,47.81,index,valid,synthetic_core,239,586,582,36.56
CORE-SESSION_DROP_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,22.16,index,valid,synthetic_core,103,262,259,51.59
CORE-SESSION_DROP_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,19.62,index,valid,synthetic_core,271,460,457,56.01
CORE-SESSION_DROP_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,48.04,index,valid,synthetic_core,300,398,396,60.76
CORE-SESSION_DROP_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,17.86,index,valid,synthetic_core,139,581,570,36.86
CORE-SESSION_DROP_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,67.33,index,valid,synthetic_core,247,511,499,27.34
CORE-SESSION_DROP_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,74.04,index,valid,synthetic_core,239,459,455,24.32
CORE-SESSION_DROP_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,81.45,index,valid,synthetic_core,176,420,408,39.36
CORE-SESSION_DROP_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,16.19,index,valid,synthetic_core,100,201,189,41.69
CORE-SESSION_DROP_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,31.81,index,valid,synthetic_core,224,238,234,45.16
CORE-SESSION_DROP_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,25.67,index,valid,synthetic_core,148,365,359,64.7
CORE-SESSION_DROP_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,16.22,index,valid,synthetic_core,162,364,357,59.14
CORE-SESSION_DROP_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,45.64,index,valid,synthetic_core,119,506,503,23.87
CORE-SESSION_DROP_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,63.9,index,valid,synthetic_core,121,523,520,46.45
CORE-SESSION_DROP_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,62.41,index,valid,synthetic_core,217,288,287,67.16
CORE-SESSION_DROP_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,54.98,index,valid,synthetic_core,242,358,355,40.98
CORE-SESSION_DROP_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,83.79,index,valid,synthetic_core,297,432,422,58.24
CORE-SESSION_DROP_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,67.3,index,valid,synthetic_core,162,200,188,34.71
CORE-SESSION_DROP_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,19.13,index,valid,synthetic_core,240,519,511,67.96
CORE-SESSION_DROP_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,67.21,index,valid,synthetic_core,276,465,464,49.62
CORE-SESSION_DROP_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,26.58,index,valid,synthetic_core,164,490,479,29.83
CORE-SESSION_DROP_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,34.04,index,valid,synthetic_core,282,485,482,42.5
CORE-SESSION_DROP_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,48.9,index,valid,synthetic_core,109,521,515,54.49
CORE-SESSION_DROP_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,70.37,index,valid,synthetic_core,286,497,486,65.44
CORE-SESSION_DROP_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,79.23,index,valid,synthetic_core,181,483,471,33.63
CORE-SESSION_DROP_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.21,index,valid,synthetic_core,216,501,494,35.44
CORE-SESSION_DROP_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,16.32,index,valid,synthetic_core,222,420,412,25.14
CORE-SESSION_DROP_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,60.69,index,valid,synthetic_core,238,419,411,33.7
CORE-SESSION_DROP_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,60.95,index,valid,synthetic_core,287,332,323,69.63
CORE-SESSION_DROP_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,37.83,index,valid,synthetic_core,230,531,528,59.11
CORE-SESSION_DROP_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,82.84,index,valid,synthetic_core,140,542,539,57.11
CORE-SESSION_DROP_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,47.56,index,valid,synthetic_core,246,398,390,58.49
CORE-SESSION_DROP_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,34.29,index,valid,synthetic_core,171,344,334,65.74
CORE-SESSION_DROP_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,81.5,index,valid,synthetic_core,253,317,312,30.31
CORE-SESSION_DROP_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,47.88,index,valid,synthetic_core,202,588,580,48.14
CORE-SESSION_DROP_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,55.36,index,valid,synthetic_core,124,496,493,34.89
CORE-SESSION_DROP_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,38.57,index,valid,synthetic_core,124,505,503,47.21
