radius_timeout_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_TIMEOUT_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,79.67,count,valid,synthetic_aaa,152,151,1,9.16
AAA-RADIUS_TIMEOUT_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,19.48,count,valid,synthetic_aaa,121,119,2,33.02
AAA-RADIUS_TIMEOUT_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,33.19,count,valid,synthetic_aaa,189,187,2,9.86
AAA-RADIUS_TIMEOUT_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,18.78,count,valid,synthetic_aaa,212,210,2,13.03
AAA-RADIUS_TIMEOUT_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,72.96,count,valid,synthetic_aaa,217,214,3,10.41
AAA-RADIUS_TIMEOUT_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,30.93,count,valid,synthetic_aaa,158,155,3,21.62
AAA-RADIUS_TIMEOUT_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,77.74,count,valid,synthetic_aaa,229,228,1,20.92
AAA-RADIUS_TIMEOUT_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,61.27,count,valid,synthetic_aaa,76,73,3,24.54
AAA-RADIUS_TIMEOUT_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.67,count,valid,synthetic_aaa,73,68,5,13.73
AAA-RADIUS_TIMEOUT_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,36.85,count,valid,synthetic_aaa,219,214,5,6.67
AAA-RADIUS_TIMEOUT_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,55.33,count,valid,synthetic_aaa,135,133,2,31.35
AAA-RADIUS_TIMEOUT_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,71.49,count,valid,synthetic_aaa,112,109,3,34.18
AAA-RADIUS_TIMEOUT_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,72.52,count,valid,synthetic_aaa,163,159,4,12.7
AAA-RADIUS_TIMEOUT_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,61.18,count,valid,synthetic_aaa,129,125,4,12.72
AAA-RADIUS_TIMEOUT_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,58.01,count,valid,synthetic_aaa,137,134,3,12.84
AAA-RADIUS_TIMEOUT_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,50.36,count,valid,synthetic_aaa,220,217,3,16.2
AAA-RADIUS_TIMEOUT_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,75.8,count,valid,synthetic_aaa,134,130,4,9.64
AAA-RADIUS_TIMEOUT_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,16.27,count,valid,synthetic_aaa,144,140,4,29.86
AAA-RADIUS_TIMEOUT_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,39.74,count,valid,synthetic_aaa,108,106,2,30.92
AAA-RADIUS_TIMEOUT_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,55.93,count,valid,synthetic_aaa,190,185,5,24.0
AAA-RADIUS_TIMEOUT_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,64.04,count,valid,synthetic_aaa,159,155,4,8.72
AAA-RADIUS_TIMEOUT_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,29.52,count,valid,synthetic_aaa,195,191,4,6.71
AAA-RADIUS_TIMEOUT_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,50.84,count,valid,synthetic_aaa,100,98,2,11.41
AAA-RADIUS_TIMEOUT_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,75.26,count,valid,synthetic_aaa,100,98,2,31.42
AAA-RADIUS_TIMEOUT_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,35.42,count,valid,synthetic_aaa,249,248,1,8.99
AAA-RADIUS_TIMEOUT_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,52.14,count,valid,synthetic_aaa,155,154,1,27.54
AAA-RADIUS_TIMEOUT_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,35.33,count,valid,synthetic_aaa,140,139,1,14.25
AAA-RADIUS_TIMEOUT_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.51,count,valid,synthetic_aaa,71,69,2,28.74
AAA-RADIUS_TIMEOUT_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,49.82,count,valid,synthetic_aaa,202,200,2,7.73
AAA-RADIUS_TIMEOUT_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,58.8,count,valid,synthetic_aaa,201,196,5,22.93
AAA-RADIUS_TIMEOUT_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,69.18,count,valid,synthetic_aaa,137,136,1,17.06
AAA-RADIUS_TIMEOUT_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,47.1,count,valid,synthetic_aaa,167,163,4,17.09
AAA-RADIUS_TIMEOUT_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,39.28,count,valid,synthetic_aaa,162,159,3,14.22
AAA-RADIUS_TIMEOUT_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,50.36,count,valid,synthetic_aaa,161,159,2,26.8
AAA-RADIUS_TIMEOUT_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.06,count,valid,synthetic_aaa,177,175,2,26.8
AAA-RADIUS_TIMEOUT_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,46.06,count,valid,synthetic_aaa,63,61,2,29.25
AAA-RADIUS_TIMEOUT_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,34.91,count,valid,synthetic_aaa,211,209,2,24.59
AAA-RADIUS_TIMEOUT_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,29.64,count,valid,synthetic_aaa,220,218,2,17.89
AAA-RADIUS_TIMEOUT_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,55.16,count,valid,synthetic_aaa,80,75,5,17.29
AAA-RADIUS_TIMEOUT_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,32.38,count,valid,synthetic_aaa,210,209,1,5.73
AAA-RADIUS_TIMEOUT_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,28.67,count,valid,synthetic_aaa,57,54,3,28.84
AAA-RADIUS_TIMEOUT_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,22.56,count,valid,synthetic_aaa,151,146,5,20.13
AAA-RADIUS_TIMEOUT_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,52.01,count,valid,synthetic_aaa,218,217,1,11.97
AAA-RADIUS_TIMEOUT_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,71.48,count,valid,synthetic_aaa,168,163,5,22.2
AAA-RADIUS_TIMEOUT_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,36.28,count,valid,synthetic_aaa,159,157,2,21.18
AAA-RADIUS_TIMEOUT_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,54.81,count,valid,synthetic_aaa,191,189,2,10.79
AAA-RADIUS_TIMEOUT_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,26.87,count,valid,synthetic_aaa,221,216,5,13.37
AAA-RADIUS_TIMEOUT_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.19,count,valid,synthetic_aaa,79,78,1,9.29
AAA-RADIUS_TIMEOUT_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,57.23,count,valid,synthetic_aaa,52,48,4,15.45
AAA-RADIUS_TIMEOUT_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,56.21,count,valid,synthetic_aaa,231,227,4,19.51
AAA-RADIUS_TIMEOUT_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,33.95,count,valid,synthetic_aaa,170,167,3,32.6
AAA-RADIUS_TIMEOUT_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,25.76,count,valid,synthetic_aaa,186,184,2,19.93
AAA-RADIUS_TIMEOUT_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.16,count,valid,synthetic_aaa,139,134,5,12.33
AAA-RADIUS_TIMEOUT_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,31.78,count,valid,synthetic_aaa,108,104,4,32.59
AAA-RADIUS_TIMEOUT_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,59.51,count,valid,synthetic_aaa,214,212,2,29.02
AAA-RADIUS_TIMEOUT_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,40.77,count,valid,synthetic_aaa,124,121,3,12.26
AAA-RADIUS_TIMEOUT_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,15.3,count,valid,synthetic_aaa,128,127,1,18.26
AAA-RADIUS_TIMEOUT_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,33.46,count,valid,synthetic_aaa,74,71,3,16.41
AAA-RADIUS_TIMEOUT_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,17.71,count,valid,synthetic_aaa,232,230,2,19.93
AAA-RADIUS_TIMEOUT_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,48.18,count,valid,synthetic_aaa,190,187,3,30.62
AAA-RADIUS_TIMEOUT_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,77.58,count,valid,synthetic_aaa,241,237,4,27.79
AAA-RADIUS_TIMEOUT_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,71.03,count,valid,synthetic_aaa,189,187,2,21.49
AAA-RADIUS_TIMEOUT_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,51.71,count,valid,synthetic_aaa,198,195,3,14.6
AAA-RADIUS_TIMEOUT_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,17.03,count,valid,synthetic_aaa,88,83,5,22.07
AAA-RADIUS_TIMEOUT_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,41.42,count,valid,synthetic_aaa,100,98,2,21.13
AAA-RADIUS_TIMEOUT_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,59.48,count,valid,synthetic_aaa,106,104,2,22.7
AAA-RADIUS_TIMEOUT_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,72.32,count,valid,synthetic_aaa,108,104,4,19.74
AAA-RADIUS_TIMEOUT_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,70.46,count,valid,synthetic_aaa,106,102,4,18.52
AAA-RADIUS_TIMEOUT_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,29.67,count,valid,synthetic_aaa,187,182,5,21.92
AAA-RADIUS_TIMEOUT_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,21.13,count,valid,synthetic_aaa,186,182,4,28.4
AAA-RADIUS_TIMEOUT_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,21.64,count,valid,synthetic_aaa,78,73,5,23.82
AAA-RADIUS_TIMEOUT_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,45.63,count,valid,synthetic_aaa,197,196,1,32.93
AAA-RADIUS_TIMEOUT_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,62.84,count,valid,synthetic_aaa,73,72,1,24.63
AAA-RADIUS_TIMEOUT_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,81.74,count,valid,synthetic_aaa,133,131,2,8.41
AAA-RADIUS_TIMEOUT_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,56.78,count,valid,synthetic_aaa,71,70,1,26.71
AAA-RADIUS_TIMEOUT_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,37.36,count,valid,synthetic_aaa,213,209,4,22.21
AAA-RADIUS_TIMEOUT_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,70.66,count,valid,synthetic_aaa,83,80,3,5.14
AAA-RADIUS_TIMEOUT_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,27.2,count,valid,synthetic_aaa,53,52,1,31.84
AAA-RADIUS_TIMEOUT_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,44.81,count,valid,synthetic_aaa,240,238,2,22.93
AAA-RADIUS_TIMEOUT_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,46.88,count,valid,synthetic_aaa,244,240,4,34.85
AAA-RADIUS_TIMEOUT_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,41.37,count,valid,synthetic_aaa,241,238,3,28.84
AAA-RADIUS_TIMEOUT_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,34.12,count,valid,synthetic_aaa,77,76,1,11.45
AAA-RADIUS_TIMEOUT_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,15.41,count,valid,synthetic_aaa,201,198,3,14.41
AAA-RADIUS_TIMEOUT_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,75.71,count,valid,synthetic_aaa,156,152,4,26.73
AAA-RADIUS_TIMEOUT_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,56.06,count,valid,synthetic_aaa,209,207,2,16.68
AAA-RADIUS_TIMEOUT_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,26.43,count,valid,synthetic_aaa,203,200,3,34.55
AAA-RADIUS_TIMEOUT_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,29.72,count,valid,synthetic_aaa,55,51,4,32.46
AAA-RADIUS_TIMEOUT_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,51.68,count,valid,synthetic_aaa,238,235,3,5.06
AAA-RADIUS_TIMEOUT_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,70.23,count,valid,synthetic_aaa,110,107,3,27.46
AAA-RADIUS_TIMEOUT_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,43.12,count,valid,synthetic_aaa,215,214,1,12.73
AAA-RADIUS_TIMEOUT_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,78.89,count,valid,synthetic_aaa,196,193,3,33.14
AAA-RADIUS_TIMEOUT_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,21.74,count,valid,synthetic_aaa,138,137,1,15.53
AAA-RADIUS_TIMEOUT_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,35.39,count,valid,synthetic_aaa,108,105,3,24.16
AAA-RADIUS_TIMEOUT_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,31.29,count,valid,synthetic_aaa,216,212,4,5.65
AAA-RADIUS_TIMEOUT_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,48.86,count,valid,synthetic_aaa,163,158,5,8.98
AAA-RADIUS_TIMEOUT_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,78.23,count,valid,synthetic_aaa,97,95,2,33.76
AAA-RADIUS_TIMEOUT_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,73.01,count,valid,synthetic_aaa,201,199,2,18.63
AAA-RADIUS_TIMEOUT_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,68.95,count,valid,synthetic_aaa,55,54,1,32.06
AAA-RADIUS_TIMEOUT_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,52.54,count,valid,synthetic_aaa,124,123,1,25.42
AAA-RADIUS_TIMEOUT_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,15.36,count,valid,synthetic_aaa,163,160,3,20.56
AAA-RADIUS_TIMEOUT_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,55.1,count,valid,synthetic_aaa,190,187,3,23.82
AAA-RADIUS_TIMEOUT_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,65.51,count,valid,synthetic_aaa,209,205,4,5.35
AAA-RADIUS_TIMEOUT_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,72.21,count,valid,synthetic_aaa,50,49,1,33.17
AAA-RADIUS_TIMEOUT_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,39.67,count,valid,synthetic_aaa,121,118,3,28.53
AAA-RADIUS_TIMEOUT_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,15.79,count,valid,synthetic_aaa,239,234,5,10.8
AAA-RADIUS_TIMEOUT_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,78.95,count,valid,synthetic_aaa,193,191,2,20.71
AAA-RADIUS_TIMEOUT_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,29.11,count,valid,synthetic_aaa,205,203,2,12.21
AAA-RADIUS_TIMEOUT_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,47.94,count,valid,synthetic_aaa,245,244,1,15.81
AAA-RADIUS_TIMEOUT_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,57.63,count,valid,synthetic_aaa,175,171,4,33.07
AAA-RADIUS_TIMEOUT_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,18.49,count,valid,synthetic_aaa,192,191,1,9.56
AAA-RADIUS_TIMEOUT_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,41.29,count,valid,synthetic_aaa,137,134,3,17.48
AAA-RADIUS_TIMEOUT_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,80.09,count,valid,synthetic_aaa,181,176,5,22.92
AAA-RADIUS_TIMEOUT_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,19.76,count,valid,synthetic_aaa,79,75,4,17.37
AAA-RADIUS_TIMEOUT_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,62.12,count,valid,synthetic_aaa,247,244,3,16.15
AAA-RADIUS_TIMEOUT_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,77.7,count,valid,synthetic_aaa,211,206,5,6.87
AAA-RADIUS_TIMEOUT_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,30.56,count,valid,synthetic_aaa,153,150,3,9.64
AAA-RADIUS_TIMEOUT_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,39.51,count,valid,synthetic_aaa,247,242,5,27.23
AAA-RADIUS_TIMEOUT_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,63.33,count,valid,synthetic_aaa,226,224,2,31.19
AAA-RADIUS_TIMEOUT_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,83.68,count,valid,synthetic_aaa,113,108,5,20.89
AAA-RADIUS_TIMEOUT_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,19.26,count,valid,synthetic_aaa,194,189,5,8.31
AAA-RADIUS_TIMEOUT_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,39.07,count,valid,synthetic_aaa,228,227,1,11.63
AAA-RADIUS_TIMEOUT_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,60.77,count,valid,synthetic_aaa,222,218,4,21.29
AAA-RADIUS_TIMEOUT_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,54.99,count,valid,synthetic_aaa,199,198,1,9.47
AAA-RADIUS_TIMEOUT_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,51.02,count,valid,synthetic_aaa,100,96,4,12.31
AAA-RADIUS_TIMEOUT_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,82.1,count,valid,synthetic_aaa,69,67,2,8.3
AAA-RADIUS_TIMEOUT_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.38,count,valid,synthetic_aaa,66,63,3,29.5
AAA-RADIUS_TIMEOUT_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,25.11,count,valid,synthetic_aaa,154,153,1,7.25
AAA-RADIUS_TIMEOUT_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,43.59,count,valid,synthetic_aaa,236,235,1,25.02
AAA-RADIUS_TIMEOUT_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,39.17,count,valid,synthetic_aaa,239,234,5,22.86
AAA-RADIUS_TIMEOUT_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,29.74,count,valid,synthetic_aaa,223,219,4,28.02
AAA-RADIUS_TIMEOUT_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,57.1,count,valid,synthetic_aaa,57,52,5,12.47
AAA-RADIUS_TIMEOUT_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,72.36,count,valid,synthetic_aaa,110,109,1,11.15
AAA-RADIUS_TIMEOUT_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,45.84,count,valid,synthetic_aaa,219,215,4,25.44
AAA-RADIUS_TIMEOUT_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,72.14,count,valid,synthetic_aaa,209,206,3,29.08
AAA-RADIUS_TIMEOUT_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,44.83,count,valid,synthetic_aaa,141,137,4,24.9
AAA-RADIUS_TIMEOUT_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,33.57,count,valid,synthetic_aaa,240,236,4,15.94
AAA-RADIUS_TIMEOUT_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,84.88,count,valid,synthetic_aaa,96,94,2,28.38
