login_failure_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-LOGIN_FAILURE_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,71.95,count,valid,synthetic_aaa,210,208,2,20.75
AAA-LOGIN_FAILURE_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,41.17,count,valid,synthetic_aaa,190,186,4,24.87
AAA-LOGIN_FAILURE_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,79.89,count,valid,synthetic_aaa,61,57,4,5.95
AAA-LOGIN_FAILURE_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,38.13,count,valid,synthetic_aaa,238,237,1,23.21
AAA-LOGIN_FAILURE_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,29.9,count,valid,synthetic_aaa,120,117,3,31.72
AAA-LOGIN_FAILURE_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.36,count,valid,synthetic_aaa,97,93,4,22.69
AAA-LOGIN_FAILURE_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,80.59,count,valid,synthetic_aaa,114,113,1,34.02
AAA-LOGIN_FAILURE_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.79,count,valid,synthetic_aaa,72,67,5,23.86
AAA-LOGIN_FAILURE_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,84.77,count,valid,synthetic_aaa,60,59,1,14.28
AAA-LOGIN_FAILURE_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,59.83,count,valid,synthetic_aaa,216,214,2,11.83
AAA-LOGIN_FAILURE_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,35.28,count,valid,synthetic_aaa,98,95,3,23.18
AAA-LOGIN_FAILURE_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,25.05,count,valid,synthetic_aaa,106,104,2,20.0
AAA-LOGIN_FAILURE_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,48.2,count,valid,synthetic_aaa,126,123,3,17.44
AAA-LOGIN_FAILURE_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,80.41,count,valid,synthetic_aaa,228,227,1,21.26
AAA-LOGIN_FAILURE_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,47.29,count,valid,synthetic_aaa,135,134,1,10.71
AAA-LOGIN_FAILURE_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,30.26,count,valid,synthetic_aaa,212,209,3,27.68
AAA-LOGIN_FAILURE_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,31.77,count,valid,synthetic_aaa,72,67,5,20.39
AAA-LOGIN_FAILURE_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,80.76,count,valid,synthetic_aaa,147,142,5,32.37
AAA-LOGIN_FAILURE_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,33.83,count,valid,synthetic_aaa,88,84,4,31.25
AAA-LOGIN_FAILURE_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,19.54,count,valid,synthetic_aaa,122,118,4,15.75
AAA-LOGIN_FAILURE_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,17.14,count,valid,synthetic_aaa,96,91,5,10.72
AAA-LOGIN_FAILURE_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,83.98,count,valid,synthetic_aaa,184,181,3,16.92
AAA-LOGIN_FAILURE_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,61.96,count,valid,synthetic_aaa,171,166,5,5.19
AAA-LOGIN_FAILURE_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,66.07,count,valid,synthetic_aaa,216,213,3,18.6
AAA-LOGIN_FAILURE_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,76.46,count,valid,synthetic_aaa,230,228,2,21.25
AAA-LOGIN_FAILURE_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,49.85,count,valid,synthetic_aaa,106,102,4,23.38
AAA-LOGIN_FAILURE_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,50.36,count,valid,synthetic_aaa,144,140,4,23.13
AAA-LOGIN_FAILURE_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,84.24,count,valid,synthetic_aaa,119,115,4,7.23
AAA-LOGIN_FAILURE_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,60.82,count,valid,synthetic_aaa,119,115,4,26.59
AAA-LOGIN_FAILURE_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,62.13,count,valid,synthetic_aaa,118,116,2,24.08
AAA-LOGIN_FAILURE_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,70.83,count,valid,synthetic_aaa,165,162,3,11.37
AAA-LOGIN_FAILURE_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,32.85,count,valid,synthetic_aaa,159,155,4,18.14
AAA-LOGIN_FAILURE_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,48.9,count,valid,synthetic_aaa,184,181,3,12.87
AAA-LOGIN_FAILURE_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,47.81,count,valid,synthetic_aaa,119,116,3,14.87
AAA-LOGIN_FAILURE_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.48,count,valid,synthetic_aaa,172,168,4,12.7
AAA-LOGIN_FAILURE_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.75,count,valid,synthetic_aaa,185,181,4,23.96
AAA-LOGIN_FAILURE_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,63.92,count,valid,synthetic_aaa,146,142,4,19.19
AAA-LOGIN_FAILURE_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,22.42,count,valid,synthetic_aaa,66,62,4,30.51
AAA-LOGIN_FAILURE_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,47.36,count,valid,synthetic_aaa,213,212,1,28.48
AAA-LOGIN_FAILURE_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,75.37,count,valid,synthetic_aaa,170,169,1,21.2
AAA-LOGIN_FAILURE_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,38.75,count,valid,synthetic_aaa,155,151,4,30.24
AAA-LOGIN_FAILURE_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,67.72,count,valid,synthetic_aaa,173,169,4,21.95
AAA-LOGIN_FAILURE_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,68.22,count,valid,synthetic_aaa,243,241,2,9.09
AAA-LOGIN_FAILURE_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,23.17,count,valid,synthetic_aaa,194,191,3,7.06
AAA-LOGIN_FAILURE_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,57.69,count,valid,synthetic_aaa,180,178,2,13.98
AAA-LOGIN_FAILURE_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,44.04,count,valid,synthetic_aaa,199,198,1,22.5
AAA-LOGIN_FAILURE_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.05,count,valid,synthetic_aaa,185,183,2,34.91
AAA-LOGIN_FAILURE_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,40.67,count,valid,synthetic_aaa,86,83,3,9.56
AAA-LOGIN_FAILURE_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,18.7,count,valid,synthetic_aaa,141,137,4,30.75
AAA-LOGIN_FAILURE_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,82.15,count,valid,synthetic_aaa,129,125,4,7.66
AAA-LOGIN_FAILURE_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,70.93,count,valid,synthetic_aaa,91,86,5,16.46
AAA-LOGIN_FAILURE_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,83.88,count,valid,synthetic_aaa,193,189,4,28.19
AAA-LOGIN_FAILURE_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.03,count,valid,synthetic_aaa,217,213,4,19.75
AAA-LOGIN_FAILURE_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,81.16,count,valid,synthetic_aaa,76,72,4,31.84
AAA-LOGIN_FAILURE_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,52.47,count,valid,synthetic_aaa,87,84,3,24.98
AAA-LOGIN_FAILURE_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,45.89,count,valid,synthetic_aaa,164,160,4,15.5
AAA-LOGIN_FAILURE_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,37.99,count,valid,synthetic_aaa,234,231,3,27.1
AAA-LOGIN_FAILURE_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,59.79,count,valid,synthetic_aaa,141,140,1,5.78
AAA-LOGIN_FAILURE_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,28.24,count,valid,synthetic_aaa,60,55,5,14.69
AAA-LOGIN_FAILURE_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,45.29,count,valid,synthetic_aaa,73,70,3,29.58
AAA-LOGIN_FAILURE_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,25.78,count,valid,synthetic_aaa,166,164,2,20.87
AAA-LOGIN_FAILURE_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,57.64,count,valid,synthetic_aaa,179,178,1,29.24
AAA-LOGIN_FAILURE_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,77.49,count,valid,synthetic_aaa,94,89,5,29.85
AAA-LOGIN_FAILURE_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,56.72,count,valid,synthetic_aaa,90,86,4,20.19
AAA-LOGIN_FAILURE_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,59.95,count,valid,synthetic_aaa,196,195,1,7.26
AAA-LOGIN_FAILURE_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,27.49,count,valid,synthetic_aaa,74,69,5,31.43
AAA-LOGIN_FAILURE_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,60.35,count,valid,synthetic_aaa,60,59,1,27.95
AAA-LOGIN_FAILURE_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,58.45,count,valid,synthetic_aaa,183,180,3,34.64
AAA-LOGIN_FAILURE_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,16.58,count,valid,synthetic_aaa,59,55,4,10.82
AAA-LOGIN_FAILURE_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,21.4,count,valid,synthetic_aaa,212,210,2,10.96
AAA-LOGIN_FAILURE_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,77.4,count,valid,synthetic_aaa,133,128,5,20.09
AAA-LOGIN_FAILURE_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,15.91,count,valid,synthetic_aaa,161,160,1,9.18
AAA-LOGIN_FAILURE_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,55.11,count,valid,synthetic_aaa,174,173,1,6.74
AAA-LOGIN_FAILURE_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,45.72,count,valid,synthetic_aaa,149,146,3,32.12
AAA-LOGIN_FAILURE_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,62.63,count,valid,synthetic_aaa,197,194,3,16.99
AAA-LOGIN_FAILURE_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,82.62,count,valid,synthetic_aaa,102,98,4,32.82
AAA-LOGIN_FAILURE_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,56.97,count,valid,synthetic_aaa,151,146,5,32.61
AAA-LOGIN_FAILURE_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,71.83,count,valid,synthetic_aaa,188,185,3,15.25
AAA-LOGIN_FAILURE_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,31.59,count,valid,synthetic_aaa,120,116,4,7.37
AAA-LOGIN_FAILURE_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,71.89,count,valid,synthetic_aaa,154,150,4,23.37
AAA-LOGIN_FAILURE_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,68.12,count,valid,synthetic_aaa,225,221,4,29.93
AAA-LOGIN_FAILURE_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,49.57,count,valid,synthetic_aaa,185,182,3,17.12
AAA-LOGIN_FAILURE_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,44.82,count,valid,synthetic_aaa,132,129,3,31.88
AAA-LOGIN_FAILURE_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,77.04,count,valid,synthetic_aaa,139,137,2,18.99
AAA-LOGIN_FAILURE_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,46.21,count,valid,synthetic_aaa,166,162,4,17.08
AAA-LOGIN_FAILURE_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,53.19,count,valid,synthetic_aaa,67,62,5,26.04
AAA-LOGIN_FAILURE_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,46.21,count,valid,synthetic_aaa,157,155,2,8.59
AAA-LOGIN_FAILURE_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,78.8,count,valid,synthetic_aaa,221,218,3,10.93
AAA-LOGIN_FAILURE_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,27.21,count,valid,synthetic_aaa,99,97,2,19.69
AAA-LOGIN_FAILURE_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,27.99,count,valid,synthetic_aaa,88,85,3,7.88
AAA-LOGIN_FAILURE_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,62.8,count,valid,synthetic_aaa,147,142,5,20.52
AAA-LOGIN_FAILURE_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,24.59,count,valid,synthetic_aaa,238,234,4,10.47
AAA-LOGIN_FAILURE_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,66.1,count,valid,synthetic_aaa,201,196,5,18.97
AAA-LOGIN_FAILURE_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,77.15,count,valid,synthetic_aaa,244,242,2,19.12
AAA-LOGIN_FAILURE_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,44.98,count,valid,synthetic_aaa,130,129,1,32.98
AAA-LOGIN_FAILURE_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,73.82,count,valid,synthetic_aaa,76,73,3,17.52
AAA-LOGIN_FAILURE_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,38.4,count,valid,synthetic_aaa,186,181,5,26.8
AAA-LOGIN_FAILURE_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,65.97,count,valid,synthetic_aaa,65,62,3,13.68
AAA-LOGIN_FAILURE_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,41.36,count,valid,synthetic_aaa,127,125,2,31.19
AAA-LOGIN_FAILURE_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,23.68,count,valid,synthetic_aaa,172,170,2,28.77
AAA-LOGIN_FAILURE_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,68.27,count,valid,synthetic_aaa,223,218,5,34.59
AAA-LOGIN_FAILURE_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,55.08,count,valid,synthetic_aaa,145,144,1,29.52
AAA-LOGIN_FAILURE_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,49.3,count,valid,synthetic_aaa,77,72,5,5.9
AAA-LOGIN_FAILURE_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,77.76,count,valid,synthetic_aaa,211,206,5,18.26
AAA-LOGIN_FAILURE_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,52.99,count,valid,synthetic_aaa,109,105,4,7.65
AAA-LOGIN_FAILURE_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,21.9,count,valid,synthetic_aaa,92,91,1,6.57
AAA-LOGIN_FAILURE_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,32.55,count,valid,synthetic_aaa,150,145,5,30.86
AAA-LOGIN_FAILURE_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,80.06,count,valid,synthetic_aaa,186,182,4,9.51
AAA-LOGIN_FAILURE_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,75.32,count,valid,synthetic_aaa,131,129,2,12.22
AAA-LOGIN_FAILURE_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,77.74,count,valid,synthetic_aaa,225,220,5,30.81
AAA-LOGIN_FAILURE_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,41.76,count,valid,synthetic_aaa,167,162,5,17.04
AAA-LOGIN_FAILURE_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,77.19,count,valid,synthetic_aaa,175,174,1,7.27
AAA-LOGIN_FAILURE_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,61.35,count,valid,synthetic_aaa,92,87,5,12.47
AAA-LOGIN_FAILURE_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,57.43,count,valid,synthetic_aaa,96,93,3,28.79
AAA-LOGIN_FAILURE_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,34.8,count,valid,synthetic_aaa,88,87,1,10.3
AAA-LOGIN_FAILURE_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,36.61,count,valid,synthetic_aaa,169,168,1,25.52
AAA-LOGIN_FAILURE_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,46.14,count,valid,synthetic_aaa,76,75,1,5.22
AAA-LOGIN_FAILURE_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,80.4,count,valid,synthetic_aaa,173,170,3,32.92
AAA-LOGIN_FAILURE_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,51.29,count,valid,synthetic_aaa,229,226,3,25.63
AAA-LOGIN_FAILURE_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,51.26,count,valid,synthetic_aaa,221,216,5,14.01
AAA-LOGIN_FAILURE_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,39.57,count,valid,synthetic_aaa,246,241,5,9.27
AAA-LOGIN_FAILURE_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,76.14,count,valid,synthetic_aaa,185,184,1,6.08
AAA-LOGIN_FAILURE_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,31.6,count,valid,synthetic_aaa,149,146,3,31.9
AAA-LOGIN_FAILURE_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,75.62,count,valid,synthetic_aaa,68,64,4,18.94
AAA-LOGIN_FAILURE_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,76.77,count,valid,synthetic_aaa,176,173,3,29.14
AAA-LOGIN_FAILURE_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,48.91,count,valid,synthetic_aaa,198,197,1,11.88
AAA-LOGIN_FAILURE_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,58.02,count,valid,synthetic_aaa,112,109,3,28.02
AAA-LOGIN_FAILURE_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,63.07,count,valid,synthetic_aaa,236,234,2,11.48
AAA-LOGIN_FAILURE_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,42.28,count,valid,synthetic_aaa,242,238,4,10.5
AAA-LOGIN_FAILURE_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,71.3,count,valid,synthetic_aaa,96,95,1,19.39
AAA-LOGIN_FAILURE_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,80.1,count,valid,synthetic_aaa,194,193,1,27.45
