concurrent_session_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-CONCURRENT_SESSION_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.05,count,valid,synthetic_aaa,170,168,2,31.69
AAA-CONCURRENT_SESSION_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,81.69,count,valid,synthetic_aaa,222,220,2,24.4
AAA-CONCURRENT_SESSION_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,82.74,count,valid,synthetic_aaa,183,182,1,5.63
AAA-CONCURRENT_SESSION_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,70.8,count,valid,synthetic_aaa,223,218,5,25.0
AAA-CONCURRENT_SESSION_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,63.23,count,valid,synthetic_aaa,216,211,5,22.56
AAA-CONCURRENT_SESSION_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,59.08,count,valid,synthetic_aaa,122,120,2,12.89
AAA-CONCURRENT_SESSION_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,25.47,count,valid,synthetic_aaa,78,75,3,25.55
AAA-CONCURRENT_SESSION_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,30.52,count,valid,synthetic_aaa,115,112,3,14.21
AAA-CONCURRENT_SESSION_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,24.64,count,valid,synthetic_aaa,199,194,5,18.36
AAA-CONCURRENT_SESSION_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,55.53,count,valid,synthetic_aaa,80,77,3,5.28
AAA-CONCURRENT_SESSION_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,44.15,count,valid,synthetic_aaa,208,207,1,27.49
AAA-CONCURRENT_SESSION_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,38.33,count,valid,synthetic_aaa,115,114,1,28.22
AAA-CONCURRENT_SESSION_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,55.69,count,valid,synthetic_aaa,182,179,3,25.93
AAA-CONCURRENT_SESSION_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,69.69,count,valid,synthetic_aaa,180,176,4,27.17
AAA-CONCURRENT_SESSION_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,48.66,count,valid,synthetic_aaa,129,126,3,29.49
AAA-CONCURRENT_SESSION_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,53.34,count,valid,synthetic_aaa,175,172,3,5.83
AAA-CONCURRENT_SESSION_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,40.16,count,valid,synthetic_aaa,154,149,5,15.82
AAA-CONCURRENT_SESSION_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,33.15,count,valid,synthetic_aaa,195,194,1,22.55
AAA-CONCURRENT_SESSION_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,74.89,count,valid,synthetic_aaa,110,108,2,20.98
AAA-CONCURRENT_SESSION_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,32.47,count,valid,synthetic_aaa,130,127,3,10.97
AAA-CONCURRENT_SESSION_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,75.84,count,valid,synthetic_aaa,197,193,4,11.56
AAA-CONCURRENT_SESSION_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,48.84,count,valid,synthetic_aaa,169,165,4,21.85
AAA-CONCURRENT_SESSION_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.35,count,valid,synthetic_aaa,204,199,5,34.76
AAA-CONCURRENT_SESSION_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,29.31,count,valid,synthetic_aaa,93,92,1,23.26
AAA-CONCURRENT_SESSION_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.1,count,valid,synthetic_aaa,150,149,1,17.31
AAA-CONCURRENT_SESSION_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.99,count,valid,synthetic_aaa,203,199,4,18.11
AAA-CONCURRENT_SESSION_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,15.09,count,valid,synthetic_aaa,237,236,1,13.83
AAA-CONCURRENT_SESSION_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,44.25,count,valid,synthetic_aaa,185,182,3,5.99
AAA-CONCURRENT_SESSION_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,57.5,count,valid,synthetic_aaa,190,186,4,7.48
AAA-CONCURRENT_SESSION_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,55.44,count,valid,synthetic_aaa,114,109,5,15.44
AAA-CONCURRENT_SESSION_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,57.27,count,valid,synthetic_aaa,248,245,3,14.76
AAA-CONCURRENT_SESSION_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,80.76,count,valid,synthetic_aaa,106,105,1,13.99
AAA-CONCURRENT_SESSION_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,82.73,count,valid,synthetic_aaa,178,176,2,10.2
AAA-CONCURRENT_SESSION_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,51.82,count,valid,synthetic_aaa,194,192,2,20.45
AAA-CONCURRENT_SESSION_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,25.65,count,valid,synthetic_aaa,156,152,4,11.18
AAA-CONCURRENT_SESSION_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,80.07,count,valid,synthetic_aaa,67,65,2,14.49
AAA-CONCURRENT_SESSION_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,58.02,count,valid,synthetic_aaa,244,240,4,17.24
AAA-CONCURRENT_SESSION_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,66.43,count,valid,synthetic_aaa,60,56,4,13.33
AAA-CONCURRENT_SESSION_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.63,count,valid,synthetic_aaa,97,95,2,6.3
AAA-CONCURRENT_SESSION_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,65.0,count,valid,synthetic_aaa,67,64,3,16.56
AAA-CONCURRENT_SESSION_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,20.47,count,valid,synthetic_aaa,93,92,1,11.69
AAA-CONCURRENT_SESSION_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,54.95,count,valid,synthetic_aaa,111,108,3,31.19
AAA-CONCURRENT_SESSION_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,58.58,count,valid,synthetic_aaa,131,129,2,28.64
AAA-CONCURRENT_SESSION_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,81.42,count,valid,synthetic_aaa,53,48,5,21.1
AAA-CONCURRENT_SESSION_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,62.11,count,valid,synthetic_aaa,206,204,2,9.2
AAA-CONCURRENT_SESSION_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,46.57,count,valid,synthetic_aaa,132,129,3,8.1
AAA-CONCURRENT_SESSION_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,79.87,count,valid,synthetic_aaa,67,64,3,33.82
AAA-CONCURRENT_SESSION_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,48.7,count,valid,synthetic_aaa,141,139,2,8.64
AAA-CONCURRENT_SESSION_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,68.21,count,valid,synthetic_aaa,63,61,2,17.6
AAA-CONCURRENT_SESSION_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,84.5,count,valid,synthetic_aaa,241,237,4,21.17
AAA-CONCURRENT_SESSION_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,72.97,count,valid,synthetic_aaa,88,83,5,24.0
AAA-CONCURRENT_SESSION_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,30.08,count,valid,synthetic_aaa,232,227,5,14.87
AAA-CONCURRENT_SESSION_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,42.0,count,valid,synthetic_aaa,187,182,5,13.44
AAA-CONCURRENT_SESSION_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,55.33,count,valid,synthetic_aaa,61,58,3,9.81
AAA-CONCURRENT_SESSION_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,64.71,count,valid,synthetic_aaa,134,131,3,23.5
AAA-CONCURRENT_SESSION_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,61.87,count,valid,synthetic_aaa,151,149,2,32.45
AAA-CONCURRENT_SESSION_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,81.64,count,valid,synthetic_aaa,73,70,3,8.98
AAA-CONCURRENT_SESSION_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,73.04,count,valid,synthetic_aaa,80,78,2,31.52
AAA-CONCURRENT_SESSION_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,47.33,count,valid,synthetic_aaa,233,228,5,29.88
AAA-CONCURRENT_SESSION_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,70.75,count,valid,synthetic_aaa,223,218,5,13.95
AAA-CONCURRENT_SESSION_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,51.81,count,valid,synthetic_aaa,74,69,5,8.47
AAA-CONCURRENT_SESSION_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,69.33,count,valid,synthetic_aaa,207,205,2,22.94
AAA-CONCURRENT_SESSION_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,16.16,count,valid,synthetic_aaa,81,79,2,19.89
AAA-CONCURRENT_SESSION_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,65.73,count,valid,synthetic_aaa,148,146,2,5.39
AAA-CONCURRENT_SESSION_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,71.76,count,valid,synthetic_aaa,70,65,5,20.83
AAA-CONCURRENT_SESSION_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,46.78,count,valid,synthetic_aaa,75,73,2,32.38
AAA-CONCURRENT_SESSION_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,23.0,count,valid,synthetic_aaa,110,107,3,24.43
AAA-CONCURRENT_SESSION_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,60.96,count,valid,synthetic_aaa,99,97,2,25.57
AAA-CONCURRENT_SESSION_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,32.16,count,valid,synthetic_aaa,108,106,2,16.03
AAA-CONCURRENT_SESSION_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,63.66,count,valid,synthetic_aaa,209,206,3,21.31
AAA-CONCURRENT_SESSION_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,35.74,count,valid,synthetic_aaa,217,214,3,11.52
AAA-CONCURRENT_SESSION_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,68.11,count,valid,synthetic_aaa,202,201,1,13.93
AAA-CONCURRENT_SESSION_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,82.58,count,valid,synthetic_aaa,217,212,5,24.47
AAA-CONCURRENT_SESSION_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,82.55,count,valid,synthetic_aaa,225,220,5,29.83
AAA-CONCURRENT_SESSION_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,46.82,count,valid,synthetic_aaa,183,181,2,7.42
AAA-CONCURRENT_SESSION_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,65.59,count,valid,synthetic_aaa,112,109,3,12.61
AAA-CONCURRENT_SESSION_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,67.64,count,valid,synthetic_aaa,185,183,2,21.18
AAA-CONCURRENT_SESSION_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,70.01,count,valid,synthetic_aaa,163,158,5,33.87
AAA-CONCURRENT_SESSION_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,69.69,count,valid,synthetic_aaa,246,245,1,32.32
AAA-CONCURRENT_SESSION_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,19.17,count,valid,synthetic_aaa,135,132,3,30.32
AAA-CONCURRENT_SESSION_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,18.11,count,valid,synthetic_aaa,239,237,2,19.12
AAA-CONCURRENT_SESSION_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,51.19,count,valid,synthetic_aaa,173,171,2,31.47
AAA-CONCURRENT_SESSION_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,56.67,count,valid,synthetic_aaa,232,229,3,18.5
AAA-CONCURRENT_SESSION_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,42.65,count,valid,synthetic_aaa,191,188,3,16.24
AAA-CONCURRENT_SESSION_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,74.41,count,valid,synthetic_aaa,187,182,5,28.61
AAA-CONCURRENT_SESSION_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,63.12,count,valid,synthetic_aaa,60,58,2,20.19
AAA-CONCURRENT_SESSION_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,66.96,count,valid,synthetic_aaa,95,90,5,14.65
AAA-CONCURRENT_SESSION_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,55.64,count,valid,synthetic_aaa,137,135,2,11.7
AAA-CONCURRENT_SESSION_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,72.64,count,valid,synthetic_aaa,144,141,3,9.77
AAA-CONCURRENT_SESSION_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,72.61,count,valid,synthetic_aaa,109,105,4,9.17
AAA-CONCURRENT_SESSION_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,26.87,count,valid,synthetic_aaa,147,144,3,11.55
AAA-CONCURRENT_SESSION_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,58.82,count,valid,synthetic_aaa,99,96,3,24.69
AAA-CONCURRENT_SESSION_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,49.9,count,valid,synthetic_aaa,232,229,3,19.79
AAA-CONCURRENT_SESSION_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,57.85,count,valid,synthetic_aaa,182,178,4,25.54
AAA-CONCURRENT_SESSION_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,73.02,count,valid,synthetic_aaa,62,60,2,25.12
AAA-CONCURRENT_SESSION_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,60.65,count,valid,synthetic_aaa,173,169,4,6.78
AAA-CONCURRENT_SESSION_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,40.54,count,valid,synthetic_aaa,59,54,5,33.2
AAA-CONCURRENT_SESSION_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,77.88,count,valid,synthetic_aaa,123,120,3,6.54
AAA-CONCURRENT_SESSION_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,39.17,count,valid,synthetic_aaa,76,71,5,17.59
AAA-CONCURRENT_SESSION_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,52.12,count,valid,synthetic_aaa,182,178,4,21.98
AAA-CONCURRENT_SESSION_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,48.44,count,valid,synthetic_aaa,194,189,5,9.28
AAA-CONCURRENT_SESSION_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,42.87,count,valid,synthetic_aaa,244,241,3,13.17
AAA-CONCURRENT_SESSION_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,68.11,count,valid,synthetic_aaa,113,111,2,30.54
AAA-CONCURRENT_SESSION_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,37.72,count,valid,synthetic_aaa,182,180,2,10.9
AAA-CONCURRENT_SESSION_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,63.3,count,valid,synthetic_aaa,70,69,1,23.33
AAA-CONCURRENT_SESSION_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,33.16,count,valid,synthetic_aaa,151,148,3,26.52
AAA-CONCURRENT_SESSION_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,39.46,count,valid,synthetic_aaa,120,116,4,20.15
AAA-CONCURRENT_SESSION_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,32.69,count,valid,synthetic_aaa,212,208,4,30.31
AAA-CONCURRENT_SESSION_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,35.57,count,valid,synthetic_aaa,65,61,4,29.47
AAA-CONCURRENT_SESSION_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,34.7,count,valid,synthetic_aaa,244,240,4,15.61
AAA-CONCURRENT_SESSION_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,72.24,count,valid,synthetic_aaa,114,110,4,11.71
AAA-CONCURRENT_SESSION_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,79.37,count,valid,synthetic_aaa,74,70,4,23.13
AAA-CONCURRENT_SESSION_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,46.85,count,valid,synthetic_aaa,167,162,5,23.47
AAA-CONCURRENT_SESSION_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,54.31,count,valid,synthetic_aaa,162,159,3,5.43
AAA-CONCURRENT_SESSION_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,48.75,count,valid,synthetic_aaa,110,109,1,14.94
AAA-CONCURRENT_SESSION_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,75.47,count,valid,synthetic_aaa,57,53,4,18.19
AAA-CONCURRENT_SESSION_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,77.97,count,valid,synthetic_aaa,159,158,1,6.61
AAA-CONCURRENT_SESSION_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,58.86,count,valid,synthetic_aaa,121,117,4,28.5
AAA-CONCURRENT_SESSION_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,57.24,count,valid,synthetic_aaa,127,125,2,10.23
AAA-CONCURRENT_SESSION_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,74.52,count,valid,synthetic_aaa,125,123,2,22.63
AAA-CONCURRENT_SESSION_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,36.19,count,valid,synthetic_aaa,50,48,2,7.85
AAA-CONCURRENT_SESSION_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,63.91,count,valid,synthetic_aaa,151,146,5,31.37
AAA-CONCURRENT_SESSION_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,34.13,count,valid,synthetic_aaa,74,72,2,19.81
AAA-CONCURRENT_SESSION_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,27.21,count,valid,synthetic_aaa,172,168,4,12.53
AAA-CONCURRENT_SESSION_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,62.75,count,valid,synthetic_aaa,95,91,4,32.29
AAA-CONCURRENT_SESSION_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,49.98,count,valid,synthetic_aaa,170,167,3,30.59
AAA-CONCURRENT_SESSION_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,78.5,count,valid,synthetic_aaa,134,129,5,28.64
AAA-CONCURRENT_SESSION_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,28.86,count,valid,synthetic_aaa,224,219,5,30.92
AAA-CONCURRENT_SESSION_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,64.63,count,valid,synthetic_aaa,241,239,2,21.86
AAA-CONCURRENT_SESSION_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,48.06,count,valid,synthetic_aaa,197,193,4,20.54
AAA-CONCURRENT_SESSION_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,20.41,count,valid,synthetic_aaa,144,142,2,7.92
AAA-CONCURRENT_SESSION_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,50.36,count,valid,synthetic_aaa,162,159,3,15.09
AAA-CONCURRENT_SESSION_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,28.76,count,valid,synthetic_aaa,189,187,2,10.49
AAA-CONCURRENT_SESSION_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,82.56,count,valid,synthetic_aaa,69,64,5,32.25
AAA-CONCURRENT_SESSION_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,50.58,count,valid,synthetic_aaa,235,231,4,5.16
