radius_reject_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_REJECT_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,15.21,count,valid,synthetic_aaa,154,153,1,6.03
AAA-RADIUS_REJECT_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,60.32,count,valid,synthetic_aaa,157,152,5,30.29
AAA-RADIUS_REJECT_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,77.68,count,valid,synthetic_aaa,189,188,1,33.23
AAA-RADIUS_REJECT_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,76.78,count,valid,synthetic_aaa,165,164,1,34.38
AAA-RADIUS_REJECT_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,45.96,count,valid,synthetic_aaa,176,173,3,11.23
AAA-RADIUS_REJECT_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,30.37,count,valid,synthetic_aaa,235,234,1,9.17
AAA-RADIUS_REJECT_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,29.29,count,valid,synthetic_aaa,141,138,3,6.92
AAA-RADIUS_REJECT_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,27.17,count,valid,synthetic_aaa,165,164,1,16.05
AAA-RADIUS_REJECT_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,22.64,count,valid,synthetic_aaa,224,219,5,16.22
AAA-RADIUS_REJECT_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,32.89,count,valid,synthetic_aaa,200,197,3,21.14
AAA-RADIUS_REJECT_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,20.43,count,valid,synthetic_aaa,91,86,5,16.57
AAA-RADIUS_REJECT_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.41,count,valid,synthetic_aaa,212,207,5,24.42
AAA-RADIUS_REJECT_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,59.45,count,valid,synthetic_aaa,64,63,1,17.35
AAA-RADIUS_REJECT_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,44.68,count,valid,synthetic_aaa,157,153,4,18.41
AAA-RADIUS_REJECT_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,76.55,count,valid,synthetic_aaa,187,186,1,27.75
AAA-RADIUS_REJECT_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,60.83,count,valid,synthetic_aaa,72,70,2,24.68
AAA-RADIUS_REJECT_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.92,count,valid,synthetic_aaa,202,199,3,24.0
AAA-RADIUS_REJECT_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.19,count,valid,synthetic_aaa,104,99,5,20.84
AAA-RADIUS_REJECT_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,33.4,count,valid,synthetic_aaa,57,55,2,19.28
AAA-RADIUS_REJECT_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,51.09,count,valid,synthetic_aaa,226,223,3,9.3
AAA-RADIUS_REJECT_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,17.08,count,valid,synthetic_aaa,160,156,4,27.08
AAA-RADIUS_REJECT_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,68.66,count,valid,synthetic_aaa,141,137,4,25.74
AAA-RADIUS_REJECT_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,73.65,count,valid,synthetic_aaa,238,236,2,10.39
AAA-RADIUS_REJECT_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,81.52,count,valid,synthetic_aaa,212,211,1,5.97
AAA-RADIUS_REJECT_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,41.32,count,valid,synthetic_aaa,131,130,1,29.37
AAA-RADIUS_REJECT_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,34.22,count,valid,synthetic_aaa,51,49,2,9.21
AAA-RADIUS_REJECT_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,50.95,count,valid,synthetic_aaa,233,229,4,31.82
AAA-RADIUS_REJECT_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,72.37,count,valid,synthetic_aaa,106,103,3,32.65
AAA-RADIUS_REJECT_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,60.87,count,valid,synthetic_aaa,226,224,2,23.45
AAA-RADIUS_REJECT_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,77.05,count,valid,synthetic_aaa,220,217,3,34.33
AAA-RADIUS_REJECT_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.95,count,valid,synthetic_aaa,181,177,4,22.47
AAA-RADIUS_REJECT_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,65.32,count,valid,synthetic_aaa,89,86,3,20.13
AAA-RADIUS_REJECT_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,82.83,count,valid,synthetic_aaa,250,246,4,34.53
AAA-RADIUS_REJECT_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,37.12,count,valid,synthetic_aaa,87,83,4,6.37
AAA-RADIUS_REJECT_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,79.32,count,valid,synthetic_aaa,137,135,2,11.13
AAA-RADIUS_REJECT_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,41.09,count,valid,synthetic_aaa,200,195,5,8.6
AAA-RADIUS_REJECT_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,63.24,count,valid,synthetic_aaa,138,133,5,34.86
AAA-RADIUS_REJECT_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,35.97,count,valid,synthetic_aaa,157,152,5,15.09
AAA-RADIUS_REJECT_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,56.51,count,valid,synthetic_aaa,155,151,4,34.57
AAA-RADIUS_REJECT_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,59.65,count,valid,synthetic_aaa,158,154,4,11.82
AAA-RADIUS_REJECT_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,53.01,count,valid,synthetic_aaa,54,53,1,16.56
AAA-RADIUS_REJECT_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,80.97,count,valid,synthetic_aaa,185,184,1,33.66
AAA-RADIUS_REJECT_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,28.12,count,valid,synthetic_aaa,91,90,1,17.87
AAA-RADIUS_REJECT_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,56.91,count,valid,synthetic_aaa,181,178,3,26.0
AAA-RADIUS_REJECT_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,57.89,count,valid,synthetic_aaa,107,104,3,11.28
AAA-RADIUS_REJECT_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,55.39,count,valid,synthetic_aaa,192,191,1,23.56
AAA-RADIUS_REJECT_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,58.93,count,valid,synthetic_aaa,185,181,4,31.73
AAA-RADIUS_REJECT_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.44,count,valid,synthetic_aaa,245,243,2,24.12
AAA-RADIUS_REJECT_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,15.25,count,valid,synthetic_aaa,137,134,3,17.26
AAA-RADIUS_REJECT_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,70.43,count,valid,synthetic_aaa,218,214,4,24.52
AAA-RADIUS_REJECT_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,51.24,count,valid,synthetic_aaa,124,119,5,25.44
AAA-RADIUS_REJECT_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,78.47,count,valid,synthetic_aaa,179,174,5,10.44
AAA-RADIUS_REJECT_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,58.27,count,valid,synthetic_aaa,223,220,3,6.63
AAA-RADIUS_REJECT_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,79.73,count,valid,synthetic_aaa,78,73,5,12.12
AAA-RADIUS_REJECT_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,19.41,count,valid,synthetic_aaa,98,96,2,31.84
AAA-RADIUS_REJECT_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,49.35,count,valid,synthetic_aaa,244,239,5,27.06
AAA-RADIUS_REJECT_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,77.36,count,valid,synthetic_aaa,206,202,4,17.89
AAA-RADIUS_REJECT_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,45.51,count,valid,synthetic_aaa,68,63,5,32.9
AAA-RADIUS_REJECT_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,36.72,count,valid,synthetic_aaa,233,230,3,7.38
AAA-RADIUS_REJECT_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,33.57,count,valid,synthetic_aaa,155,154,1,8.07
AAA-RADIUS_REJECT_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,50.4,count,valid,synthetic_aaa,52,49,3,12.55
AAA-RADIUS_REJECT_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,71.16,count,valid,synthetic_aaa,64,59,5,33.73
AAA-RADIUS_REJECT_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,46.86,count,valid,synthetic_aaa,104,102,2,11.77
AAA-RADIUS_REJECT_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,24.37,count,valid,synthetic_aaa,105,104,1,33.47
AAA-RADIUS_REJECT_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,54.8,count,valid,synthetic_aaa,240,238,2,20.2
AAA-RADIUS_REJECT_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,78.29,count,valid,synthetic_aaa,172,170,2,11.77
AAA-RADIUS_REJECT_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,61.08,count,valid,synthetic_aaa,188,187,1,10.78
AAA-RADIUS_REJECT_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,60.49,count,valid,synthetic_aaa,106,104,2,15.52
AAA-RADIUS_REJECT_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,25.87,count,valid,synthetic_aaa,159,156,3,7.26
AAA-RADIUS_REJECT_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,77.56,count,valid,synthetic_aaa,239,237,2,21.54
AAA-RADIUS_REJECT_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,68.01,count,valid,synthetic_aaa,56,51,5,18.38
AAA-RADIUS_REJECT_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,19.29,count,valid,synthetic_aaa,54,51,3,27.24
AAA-RADIUS_REJECT_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,49.01,count,valid,synthetic_aaa,163,162,1,33.79
AAA-RADIUS_REJECT_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,29.01,count,valid,synthetic_aaa,137,134,3,31.69
AAA-RADIUS_REJECT_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,18.55,count,valid,synthetic_aaa,154,151,3,24.45
AAA-RADIUS_REJECT_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,20.38,count,valid,synthetic_aaa,175,173,2,17.82
AAA-RADIUS_REJECT_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,22.91,count,valid,synthetic_aaa,55,52,3,23.54
AAA-RADIUS_REJECT_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,74.41,count,valid,synthetic_aaa,117,116,1,6.38
AAA-RADIUS_REJECT_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,30.12,count,valid,synthetic_aaa,224,221,3,27.96
AAA-RADIUS_REJECT_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,44.44,count,valid,synthetic_aaa,95,90,5,33.53
AAA-RADIUS_REJECT_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,61.28,count,valid,synthetic_aaa,51,49,2,25.03
AAA-RADIUS_REJECT_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,38.41,count,valid,synthetic_aaa,77,75,2,24.68
AAA-RADIUS_REJECT_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,21.11,count,valid,synthetic_aaa,189,184,5,19.66
AAA-RADIUS_REJECT_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,52.0,count,valid,synthetic_aaa,113,111,2,22.37
AAA-RADIUS_REJECT_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,63.71,count,valid,synthetic_aaa,246,243,3,31.2
AAA-RADIUS_REJECT_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,62.24,count,valid,synthetic_aaa,116,115,1,27.36
AAA-RADIUS_REJECT_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,68.46,count,valid,synthetic_aaa,153,152,1,31.03
AAA-RADIUS_REJECT_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,52.18,count,valid,synthetic_aaa,56,55,1,21.32
AAA-RADIUS_REJECT_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,42.43,count,valid,synthetic_aaa,244,243,1,28.19
AAA-RADIUS_REJECT_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,46.84,count,valid,synthetic_aaa,93,90,3,22.64
AAA-RADIUS_REJECT_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,45.47,count,valid,synthetic_aaa,75,72,3,12.61
AAA-RADIUS_REJECT_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,40.39,count,valid,synthetic_aaa,144,139,5,10.16
AAA-RADIUS_REJECT_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,63.47,count,valid,synthetic_aaa,101,97,4,33.98
AAA-RADIUS_REJECT_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,42.02,count,valid,synthetic_aaa,69,66,3,28.77
AAA-RADIUS_REJECT_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,57.31,count,valid,synthetic_aaa,59,57,2,27.89
AAA-RADIUS_REJECT_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,48.7,count,valid,synthetic_aaa,171,169,2,27.67
AAA-RADIUS_REJECT_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,61.16,count,valid,synthetic_aaa,231,228,3,34.52
AAA-RADIUS_REJECT_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,38.04,count,valid,synthetic_aaa,206,203,3,10.21
AAA-RADIUS_REJECT_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,22.28,count,valid,synthetic_aaa,137,134,3,7.46
AAA-RADIUS_REJECT_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,60.01,count,valid,synthetic_aaa,233,229,4,9.47
AAA-RADIUS_REJECT_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,31.35,count,valid,synthetic_aaa,104,101,3,11.67
AAA-RADIUS_REJECT_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,54.41,count,valid,synthetic_aaa,140,135,5,28.54
AAA-RADIUS_REJECT_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,78.58,count,valid,synthetic_aaa,185,182,3,28.71
AAA-RADIUS_REJECT_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,43.6,count,valid,synthetic_aaa,89,84,5,27.52
AAA-RADIUS_REJECT_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,61.52,count,valid,synthetic_aaa,92,87,5,23.17
AAA-RADIUS_REJECT_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,22.93,count,valid,synthetic_aaa,248,245,3,15.17
AAA-RADIUS_REJECT_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,77.27,count,valid,synthetic_aaa,103,99,4,25.74
AAA-RADIUS_REJECT_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,20.87,count,valid,synthetic_aaa,213,210,3,15.68
AAA-RADIUS_REJECT_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,21.62,count,valid,synthetic_aaa,164,161,3,21.78
AAA-RADIUS_REJECT_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,15.52,count,valid,synthetic_aaa,158,156,2,31.85
AAA-RADIUS_REJECT_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,17.11,count,valid,synthetic_aaa,213,212,1,6.05
AAA-RADIUS_REJECT_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,36.64,count,valid,synthetic_aaa,150,147,3,15.35
AAA-RADIUS_REJECT_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,54.89,count,valid,synthetic_aaa,227,223,4,26.13
AAA-RADIUS_REJECT_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,19.75,count,valid,synthetic_aaa,154,152,2,14.16
AAA-RADIUS_REJECT_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,72.27,count,valid,synthetic_aaa,125,124,1,12.04
AAA-RADIUS_REJECT_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,34.03,count,valid,synthetic_aaa,166,163,3,20.49
AAA-RADIUS_REJECT_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,43.04,count,valid,synthetic_aaa,216,214,2,5.56
AAA-RADIUS_REJECT_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,76.45,count,valid,synthetic_aaa,51,48,3,24.82
AAA-RADIUS_REJECT_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,72.41,count,valid,synthetic_aaa,117,114,3,11.64
AAA-RADIUS_REJECT_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,49.3,count,valid,synthetic_aaa,132,130,2,20.1
AAA-RADIUS_REJECT_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,62.67,count,valid,synthetic_aaa,60,55,5,23.39
AAA-RADIUS_REJECT_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,23.49,count,valid,synthetic_aaa,127,125,2,30.6
AAA-RADIUS_REJECT_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,62.67,count,valid,synthetic_aaa,210,205,5,32.0
AAA-RADIUS_REJECT_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,58.51,count,valid,synthetic_aaa,162,159,3,26.14
AAA-RADIUS_REJECT_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,44.98,count,valid,synthetic_aaa,195,193,2,16.2
AAA-RADIUS_REJECT_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,31.49,count,valid,synthetic_aaa,241,237,4,25.51
AAA-RADIUS_REJECT_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,30.08,count,valid,synthetic_aaa,83,82,1,5.04
