radius_request_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_REQUEST_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,40.25,count,valid,synthetic_aaa,54,52,2,24.58
AAA-RADIUS_REQUEST_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,16.88,count,valid,synthetic_aaa,148,143,5,16.3
AAA-RADIUS_REQUEST_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,32.16,count,valid,synthetic_aaa,117,116,1,32.87
AAA-RADIUS_REQUEST_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,48.59,count,valid,synthetic_aaa,64,61,3,32.8
AAA-RADIUS_REQUEST_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,34.57,count,valid,synthetic_aaa,162,161,1,15.75
AAA-RADIUS_REQUEST_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.01,count,valid,synthetic_aaa,249,245,4,24.7
AAA-RADIUS_REQUEST_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,64.88,count,valid,synthetic_aaa,89,85,4,26.0
AAA-RADIUS_REQUEST_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.36,count,valid,synthetic_aaa,162,161,1,27.47
AAA-RADIUS_REQUEST_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,33.43,count,valid,synthetic_aaa,81,76,5,27.88
AAA-RADIUS_REQUEST_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,56.33,count,valid,synthetic_aaa,72,69,3,13.3
AAA-RADIUS_REQUEST_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,44.12,count,valid,synthetic_aaa,240,236,4,19.6
AAA-RADIUS_REQUEST_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,76.01,count,valid,synthetic_aaa,71,69,2,26.93
AAA-RADIUS_REQUEST_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,15.96,count,valid,synthetic_aaa,214,210,4,20.11
AAA-RADIUS_REQUEST_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.22,count,valid,synthetic_aaa,78,75,3,11.97
AAA-RADIUS_REQUEST_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.52,count,valid,synthetic_aaa,210,207,3,18.85
AAA-RADIUS_REQUEST_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,15.66,count,valid,synthetic_aaa,59,55,4,14.61
AAA-RADIUS_REQUEST_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,28.86,count,valid,synthetic_aaa,202,197,5,34.6
AAA-RADIUS_REQUEST_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,26.42,count,valid,synthetic_aaa,65,61,4,13.8
AAA-RADIUS_REQUEST_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,65.8,count,valid,synthetic_aaa,155,152,3,13.55
AAA-RADIUS_REQUEST_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,80.38,count,valid,synthetic_aaa,63,59,4,14.63
AAA-RADIUS_REQUEST_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.07,count,valid,synthetic_aaa,174,169,5,17.15
AAA-RADIUS_REQUEST_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.88,count,valid,synthetic_aaa,109,105,4,20.92
AAA-RADIUS_REQUEST_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,67.32,count,valid,synthetic_aaa,61,58,3,9.59
AAA-RADIUS_REQUEST_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,21.94,count,valid,synthetic_aaa,248,246,2,6.06
AAA-RADIUS_REQUEST_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,55.88,count,valid,synthetic_aaa,178,176,2,32.9
AAA-RADIUS_REQUEST_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,39.81,count,valid,synthetic_aaa,182,178,4,6.79
AAA-RADIUS_REQUEST_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,53.71,count,valid,synthetic_aaa,87,85,2,23.05
AAA-RADIUS_REQUEST_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,78.3,count,valid,synthetic_aaa,151,148,3,7.78
AAA-RADIUS_REQUEST_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,39.06,count,valid,synthetic_aaa,227,223,4,14.01
AAA-RADIUS_REQUEST_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,34.5,count,valid,synthetic_aaa,220,216,4,23.5
AAA-RADIUS_REQUEST_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,32.54,count,valid,synthetic_aaa,239,238,1,6.94
AAA-RADIUS_REQUEST_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,77.19,count,valid,synthetic_aaa,150,145,5,25.02
AAA-RADIUS_REQUEST_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,37.66,count,valid,synthetic_aaa,88,83,5,32.98
AAA-RADIUS_REQUEST_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,66.81,count,valid,synthetic_aaa,178,174,4,5.6
AAA-RADIUS_REQUEST_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,80.35,count,valid,synthetic_aaa,149,146,3,7.02
AAA-RADIUS_REQUEST_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,44.31,count,valid,synthetic_aaa,184,181,3,15.47
AAA-RADIUS_REQUEST_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,15.19,count,valid,synthetic_aaa,147,145,2,17.57
AAA-RADIUS_REQUEST_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,47.63,count,valid,synthetic_aaa,81,80,1,22.03
AAA-RADIUS_REQUEST_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,67.7,count,valid,synthetic_aaa,78,76,2,20.41
AAA-RADIUS_REQUEST_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,37.62,count,valid,synthetic_aaa,134,132,2,28.57
AAA-RADIUS_REQUEST_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,61.29,count,valid,synthetic_aaa,96,91,5,31.24
AAA-RADIUS_REQUEST_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,55.64,count,valid,synthetic_aaa,188,184,4,21.5
AAA-RADIUS_REQUEST_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,61.83,count,valid,synthetic_aaa,192,187,5,15.37
AAA-RADIUS_REQUEST_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,42.9,count,valid,synthetic_aaa,121,117,4,22.54
AAA-RADIUS_REQUEST_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,35.23,count,valid,synthetic_aaa,77,75,2,28.95
AAA-RADIUS_REQUEST_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,16.55,count,valid,synthetic_aaa,235,230,5,25.9
AAA-RADIUS_REQUEST_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,22.88,count,valid,synthetic_aaa,216,211,5,7.25
AAA-RADIUS_REQUEST_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,48.32,count,valid,synthetic_aaa,191,186,5,11.98
AAA-RADIUS_REQUEST_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,76.7,count,valid,synthetic_aaa,223,221,2,12.16
AAA-RADIUS_REQUEST_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,69.49,count,valid,synthetic_aaa,109,106,3,32.67
AAA-RADIUS_REQUEST_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,17.16,count,valid,synthetic_aaa,186,181,5,13.7
AAA-RADIUS_REQUEST_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,71.66,count,valid,synthetic_aaa,167,162,5,21.95
AAA-RADIUS_REQUEST_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,41.98,count,valid,synthetic_aaa,138,134,4,28.51
AAA-RADIUS_REQUEST_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,33.03,count,valid,synthetic_aaa,175,170,5,22.1
AAA-RADIUS_REQUEST_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,35.15,count,valid,synthetic_aaa,110,108,2,22.97
AAA-RADIUS_REQUEST_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,52.39,count,valid,synthetic_aaa,227,226,1,20.96
AAA-RADIUS_REQUEST_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,21.09,count,valid,synthetic_aaa,53,51,2,16.92
AAA-RADIUS_REQUEST_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.16,count,valid,synthetic_aaa,54,53,1,25.3
AAA-RADIUS_REQUEST_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,49.58,count,valid,synthetic_aaa,127,125,2,31.51
AAA-RADIUS_REQUEST_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,20.37,count,valid,synthetic_aaa,201,198,3,29.91
AAA-RADIUS_REQUEST_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,19.8,count,valid,synthetic_aaa,144,143,1,9.96
AAA-RADIUS_REQUEST_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,68.04,count,valid,synthetic_aaa,194,189,5,32.61
AAA-RADIUS_REQUEST_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,74.3,count,valid,synthetic_aaa,89,84,5,16.71
AAA-RADIUS_REQUEST_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,47.21,count,valid,synthetic_aaa,106,102,4,18.21
AAA-RADIUS_REQUEST_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,62.8,count,valid,synthetic_aaa,61,58,3,8.14
AAA-RADIUS_REQUEST_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,55.22,count,valid,synthetic_aaa,216,211,5,26.75
AAA-RADIUS_REQUEST_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,50.72,count,valid,synthetic_aaa,162,160,2,23.78
AAA-RADIUS_REQUEST_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,34.66,count,valid,synthetic_aaa,79,76,3,19.38
AAA-RADIUS_REQUEST_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,20.36,count,valid,synthetic_aaa,95,90,5,12.1
AAA-RADIUS_REQUEST_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,16.67,count,valid,synthetic_aaa,135,134,1,7.37
AAA-RADIUS_REQUEST_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,17.66,count,valid,synthetic_aaa,202,201,1,9.14
AAA-RADIUS_REQUEST_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,15.98,count,valid,synthetic_aaa,156,154,2,33.88
AAA-RADIUS_REQUEST_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,61.84,count,valid,synthetic_aaa,219,214,5,10.39
AAA-RADIUS_REQUEST_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,75.31,count,valid,synthetic_aaa,149,146,3,21.61
AAA-RADIUS_REQUEST_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,69.58,count,valid,synthetic_aaa,110,106,4,9.05
AAA-RADIUS_REQUEST_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,22.97,count,valid,synthetic_aaa,58,54,4,5.19
AAA-RADIUS_REQUEST_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,59.51,count,valid,synthetic_aaa,141,140,1,6.24
AAA-RADIUS_REQUEST_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,22.47,count,valid,synthetic_aaa,142,137,5,23.14
AAA-RADIUS_REQUEST_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,53.62,count,valid,synthetic_aaa,212,208,4,22.86
AAA-RADIUS_REQUEST_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,83.18,count,valid,synthetic_aaa,173,171,2,34.02
AAA-RADIUS_REQUEST_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,31.79,count,valid,synthetic_aaa,61,57,4,15.17
AAA-RADIUS_REQUEST_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,83.5,count,valid,synthetic_aaa,101,97,4,8.94
AAA-RADIUS_REQUEST_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,58.19,count,valid,synthetic_aaa,105,100,5,16.48
AAA-RADIUS_REQUEST_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,60.34,count,valid,synthetic_aaa,85,82,3,28.7
AAA-RADIUS_REQUEST_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,39.61,count,valid,synthetic_aaa,239,234,5,14.24
AAA-RADIUS_REQUEST_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,47.74,count,valid,synthetic_aaa,208,206,2,6.64
AAA-RADIUS_REQUEST_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,25.33,count,valid,synthetic_aaa,80,76,4,25.48
AAA-RADIUS_REQUEST_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,54.3,count,valid,synthetic_aaa,156,155,1,8.13
AAA-RADIUS_REQUEST_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,32.22,count,valid,synthetic_aaa,66,61,5,20.95
AAA-RADIUS_REQUEST_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,61.1,count,valid,synthetic_aaa,67,66,1,33.89
AAA-RADIUS_REQUEST_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,31.65,count,valid,synthetic_aaa,244,239,5,31.0
AAA-RADIUS_REQUEST_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,71.67,count,valid,synthetic_aaa,96,92,4,13.63
AAA-RADIUS_REQUEST_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,71.49,count,valid,synthetic_aaa,221,217,4,23.13
AAA-RADIUS_REQUEST_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,70.56,count,valid,synthetic_aaa,237,233,4,28.95
AAA-RADIUS_REQUEST_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,69.1,count,valid,synthetic_aaa,111,110,1,10.28
AAA-RADIUS_REQUEST_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,18.72,count,valid,synthetic_aaa,81,78,3,16.36
AAA-RADIUS_REQUEST_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,37.34,count,valid,synthetic_aaa,215,213,2,10.97
AAA-RADIUS_REQUEST_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,35.38,count,valid,synthetic_aaa,190,189,1,15.44
AAA-RADIUS_REQUEST_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,25.16,count,valid,synthetic_aaa,113,109,4,8.25
AAA-RADIUS_REQUEST_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,59.06,count,valid,synthetic_aaa,123,122,1,8.4
AAA-RADIUS_REQUEST_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,40.19,count,valid,synthetic_aaa,213,209,4,33.24
AAA-RADIUS_REQUEST_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,81.38,count,valid,synthetic_aaa,179,176,3,21.92
AAA-RADIUS_REQUEST_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,33.93,count,valid,synthetic_aaa,79,75,4,33.34
AAA-RADIUS_REQUEST_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,77.82,count,valid,synthetic_aaa,91,87,4,24.58
AAA-RADIUS_REQUEST_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,56.99,count,valid,synthetic_aaa,59,55,4,10.16
AAA-RADIUS_REQUEST_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,23.63,count,valid,synthetic_aaa,204,201,3,30.2
AAA-RADIUS_REQUEST_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,29.67,count,valid,synthetic_aaa,73,72,1,9.82
AAA-RADIUS_REQUEST_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,39.76,count,valid,synthetic_aaa,234,229,5,6.32
AAA-RADIUS_REQUEST_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,76.08,count,valid,synthetic_aaa,184,179,5,27.81
AAA-RADIUS_REQUEST_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,17.06,count,valid,synthetic_aaa,119,118,1,6.42
AAA-RADIUS_REQUEST_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,15.85,count,valid,synthetic_aaa,77,72,5,33.96
AAA-RADIUS_REQUEST_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,30.95,count,valid,synthetic_aaa,248,246,2,19.34
AAA-RADIUS_REQUEST_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,26.51,count,valid,synthetic_aaa,69,68,1,32.96
AAA-RADIUS_REQUEST_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,64.64,count,valid,synthetic_aaa,196,194,2,25.56
AAA-RADIUS_REQUEST_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,70.24,count,valid,synthetic_aaa,85,83,2,6.85
AAA-RADIUS_REQUEST_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,47.25,count,valid,synthetic_aaa,187,184,3,32.1
AAA-RADIUS_REQUEST_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,65.6,count,valid,synthetic_aaa,102,100,2,29.2
AAA-RADIUS_REQUEST_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,15.76,count,valid,synthetic_aaa,87,82,5,15.98
AAA-RADIUS_REQUEST_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,78.07,count,valid,synthetic_aaa,122,119,3,24.27
AAA-RADIUS_REQUEST_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,38.3,count,valid,synthetic_aaa,93,88,5,20.33
AAA-RADIUS_REQUEST_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,18.5,count,valid,synthetic_aaa,125,122,3,33.29
AAA-RADIUS_REQUEST_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,49.69,count,valid,synthetic_aaa,75,74,1,26.66
AAA-RADIUS_REQUEST_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,61.44,count,valid,synthetic_aaa,218,215,3,28.45
AAA-RADIUS_REQUEST_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,42.87,count,valid,synthetic_aaa,99,95,4,12.98
AAA-RADIUS_REQUEST_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,62.29,count,valid,synthetic_aaa,116,115,1,33.62
AAA-RADIUS_REQUEST_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,39.72,count,valid,synthetic_aaa,136,135,1,16.42
AAA-RADIUS_REQUEST_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,23.12,count,valid,synthetic_aaa,198,196,2,30.24
AAA-RADIUS_REQUEST_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,56.79,count,valid,synthetic_aaa,164,161,3,12.73
AAA-RADIUS_REQUEST_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,31.48,count,valid,synthetic_aaa,104,101,3,33.03
AAA-RADIUS_REQUEST_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,21.61,count,valid,synthetic_aaa,152,148,4,21.39
AAA-RADIUS_REQUEST_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,52.68,count,valid,synthetic_aaa,229,227,2,9.79
