ip_pool_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-IP_POOL_HOURLY-04-31,ACC0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,76.4,count,valid,synthetic_aaa,133,128,5,28.66
AAA-IP_POOL_HOURLY-04-32,ACC0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,53.4,count,valid,synthetic_aaa,71,66,5,25.65
AAA-IP_POOL_HOURLY-04-33,ACC0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,47.22,count,valid,synthetic_aaa,51,49,2,7.91
AAA-IP_POOL_HOURLY-04-34,ACC0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,46.63,count,valid,synthetic_aaa,175,170,5,15.35
AAA-IP_POOL_HOURLY-04-35,ACC0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,23.09,count,valid,synthetic_aaa,176,174,2,25.46
AAA-IP_POOL_HOURLY-04-36,ACC0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,59.85,count,valid,synthetic_aaa,118,117,1,24.88
AAA-IP_POOL_HOURLY-04-37,ACC0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,49.14,count,valid,synthetic_aaa,101,97,4,10.48
AAA-IP_POOL_HOURLY-04-38,ACC0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.34,count,valid,synthetic_aaa,202,200,2,29.29
AAA-IP_POOL_HOURLY-04-39,ACC0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,68.8,count,valid,synthetic_aaa,87,84,3,8.32
AAA-IP_POOL_HOURLY-04-40,ACC0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,17.8,count,valid,synthetic_aaa,230,227,3,8.33
AAA-IP_POOL_HOURLY-04-41,ACC0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,58.57,count,valid,synthetic_aaa,68,64,4,12.59
AAA-IP_POOL_HOURLY-04-42,ACC0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,73.9,count,valid,synthetic_aaa,68,65,3,14.36
AAA-IP_POOL_HOURLY-04-43,ACC0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,58.96,count,valid,synthetic_aaa,233,229,4,26.7
AAA-IP_POOL_HOURLY-04-44,ACC0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,33.62,count,valid,synthetic_aaa,205,200,5,28.66
AAA-IP_POOL_HOURLY-04-45,ACC0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,68.94,count,valid,synthetic_aaa,151,148,3,21.59
AAA-IP_POOL_HOURLY-04-46,ACC0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,53.83,count,valid,synthetic_aaa,156,153,3,32.91
AAA-IP_POOL_HOURLY-04-47,ACC0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.41,count,valid,synthetic_aaa,166,161,5,5.87
AAA-IP_POOL_HOURLY-04-48,ACC0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,41.65,count,valid,synthetic_aaa,82,77,5,28.59
AAA-IP_POOL_HOURLY-04-49,ACC0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,41.27,count,valid,synthetic_aaa,248,245,3,17.8
AAA-IP_POOL_HOURLY-04-50,ACC0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,16.31,count,valid,synthetic_aaa,212,207,5,33.8
AAA-IP_POOL_HOURLY-04-51,ACC0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,54.87,count,valid,synthetic_aaa,245,242,3,11.91
AAA-IP_POOL_HOURLY-04-52,ACC0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,20.5,count,valid,synthetic_aaa,123,120,3,8.89
AAA-IP_POOL_HOURLY-04-53,ACC0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,61.05,count,valid,synthetic_aaa,56,51,5,19.3
AAA-IP_POOL_HOURLY-04-54,ACC0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,37.88,count,valid,synthetic_aaa,173,169,4,5.16
AAA-IP_POOL_HOURLY-04-55,ACC0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,43.24,count,valid,synthetic_aaa,128,125,3,20.59
AAA-IP_POOL_HOURLY-04-56,ACC0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,44.72,count,valid,synthetic_aaa,121,120,1,24.86
AAA-IP_POOL_HOURLY-04-57,ACC0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,69.58,count,valid,synthetic_aaa,163,162,1,21.15
AAA-IP_POOL_HOURLY-04-58,ACC0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,83.56,count,valid,synthetic_aaa,250,247,3,5.47
AAA-IP_POOL_HOURLY-04-59,ACC0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,83.22,count,valid,synthetic_aaa,59,54,5,19.1
AAA-IP_POOL_HOURLY-04-60,ACC0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,41.09,count,valid,synthetic_aaa,97,96,1,8.92
AAA-IP_POOL_HOURLY-04-61,ACC0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,22.46,count,valid,synthetic_aaa,104,100,4,26.68
AAA-IP_POOL_HOURLY-04-62,ACC0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,16.92,count,valid,synthetic_aaa,225,224,1,22.03
AAA-IP_POOL_HOURLY-04-63,ACC0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,31.06,count,valid,synthetic_aaa,76,71,5,6.12
AAA-IP_POOL_HOURLY-04-64,ACC0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,15.38,count,valid,synthetic_aaa,125,123,2,21.08
AAA-IP_POOL_HOURLY-04-65,ACC0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,30.61,count,valid,synthetic_aaa,124,123,1,7.78
AAA-IP_POOL_HOURLY-04-66,ACC0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,67.31,count,valid,synthetic_aaa,78,77,1,5.82
AAA-IP_POOL_HOURLY-04-67,ACC0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,72.07,count,valid,synthetic_aaa,229,227,2,27.09
AAA-IP_POOL_HOURLY-04-68,ACC0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,45.49,count,valid,synthetic_aaa,175,174,1,14.26
AAA-IP_POOL_HOURLY-04-69,ACC0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,50.64,count,valid,synthetic_aaa,205,201,4,33.51
AAA-IP_POOL_HOURLY-04-70,ACC0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.79,count,valid,synthetic_aaa,98,94,4,25.82
AAA-IP_POOL_HOURLY-04-71,ACC0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,80.82,count,valid,synthetic_aaa,220,216,4,19.38
AAA-IP_POOL_HOURLY-05-00,ACC0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,33.3,count,valid,synthetic_aaa,182,180,2,31.65
AAA-IP_POOL_HOURLY-05-01,ACC0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,78.49,count,valid,synthetic_aaa,155,152,3,20.38
AAA-IP_POOL_HOURLY-05-02,ACC0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,34.76,count,valid,synthetic_aaa,131,127,4,17.85
AAA-IP_POOL_HOURLY-05-03,ACC0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,38.84,count,valid,synthetic_aaa,81,80,1,15.8
AAA-IP_POOL_HOURLY-05-04,ACC0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,40.69,count,valid,synthetic_aaa,135,132,3,31.34
AAA-IP_POOL_HOURLY-05-05,ACC0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,50.38,count,valid,synthetic_aaa,187,184,3,8.07
AAA-IP_POOL_HOURLY-05-06,ACC0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,36.36,count,valid,synthetic_aaa,152,151,1,19.59
AAA-IP_POOL_HOURLY-05-07,ACC0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,83.01,count,valid,synthetic_aaa,172,168,4,29.74
AAA-IP_POOL_HOURLY-05-08,ACC0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,18.48,count,valid,synthetic_aaa,229,225,4,17.7
AAA-IP_POOL_HOURLY-05-09,ACC0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,22.46,count,valid,synthetic_aaa,71,69,2,16.54
AAA-IP_POOL_HOURLY-05-10,ACC0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,81.55,count,valid,synthetic_aaa,61,60,1,26.48
AAA-IP_POOL_HOURLY-05-11,ACC0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,38.7,count,valid,synthetic_aaa,153,152,1,27.58
AAA-IP_POOL_HOURLY-05-12,ACC0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,28.79,count,valid,synthetic_aaa,199,195,4,10.53
AAA-IP_POOL_HOURLY-05-13,ACC0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,27.79,count,valid,synthetic_aaa,188,183,5,13.7
AAA-IP_POOL_HOURLY-05-14,ACC0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,49.66,count,valid,synthetic_aaa,137,132,5,28.35
AAA-IP_POOL_HOURLY-05-15,ACC0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,34.76,count,valid,synthetic_aaa,76,72,4,11.58
AAA-IP_POOL_HOURLY-05-16,ACC0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,59.07,count,valid,synthetic_aaa,239,236,3,16.4
AAA-IP_POOL_HOURLY-05-17,ACC0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,15.11,count,valid,synthetic_aaa,69,67,2,10.94
AAA-IP_POOL_HOURLY-05-18,ACC0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,24.59,count,valid,synthetic_aaa,201,197,4,31.53
AAA-IP_POOL_HOURLY-05-19,ACC0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,76.68,count,valid,synthetic_aaa,249,248,1,8.09
AAA-IP_POOL_HOURLY-05-20,ACC0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,37.22,count,valid,synthetic_aaa,176,171,5,11.21
AAA-IP_POOL_HOURLY-05-21,ACC0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,83.01,count,valid,synthetic_aaa,199,198,1,23.07
AAA-IP_POOL_HOURLY-05-22,ACC0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,48.98,count,valid,synthetic_aaa,220,215,5,29.15
AAA-IP_POOL_HOURLY-05-23,ACC0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,15.84,count,valid,synthetic_aaa,234,229,5,32.34
AAA-IP_POOL_HOURLY-05-24,ACC0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,20.24,count,valid,synthetic_aaa,174,171,3,15.84
AAA-IP_POOL_HOURLY-05-25,ACC0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,81.37,count,valid,synthetic_aaa,95,90,5,30.49
AAA-IP_POOL_HOURLY-05-26,ACC0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,58.76,count,valid,synthetic_aaa,217,212,5,33.87
AAA-IP_POOL_HOURLY-05-27,ACC0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,45.38,count,valid,synthetic_aaa,153,151,2,31.13
AAA-IP_POOL_HOURLY-05-28,ACC0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,84.87,count,valid,synthetic_aaa,111,108,3,23.6
AAA-IP_POOL_HOURLY-05-29,ACC0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,23.73,count,valid,synthetic_aaa,129,128,1,17.85
AAA-IP_POOL_HOURLY-05-30,ACC0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,45.01,count,valid,synthetic_aaa,81,76,5,8.42
AAA-IP_POOL_HOURLY-05-31,ACC0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,82.32,count,valid,synthetic_aaa,121,116,5,22.66
AAA-IP_POOL_HOURLY-05-32,ACC0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,68.42,count,valid,synthetic_aaa,222,219,3,5.15
AAA-IP_POOL_HOURLY-05-33,ACC0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,84.56,count,valid,synthetic_aaa,242,237,5,17.76
AAA-IP_POOL_HOURLY-05-34,ACC0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,73.41,count,valid,synthetic_aaa,155,152,3,20.38
AAA-IP_POOL_HOURLY-05-35,ACC0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,54.03,count,valid,synthetic_aaa,205,201,4,13.76
AAA-IP_POOL_HOURLY-05-36,ACC0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,75.81,count,valid,synthetic_aaa,157,154,3,24.53
AAA-IP_POOL_HOURLY-05-37,ACC0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,53.97,count,valid,synthetic_aaa,199,194,5,21.87
AAA-IP_POOL_HOURLY-05-38,ACC0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,65.55,count,valid,synthetic_aaa,66,63,3,27.35
AAA-IP_POOL_HOURLY-05-39,ACC0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,70.07,count,valid,synthetic_aaa,75,70,5,15.49
AAA-IP_POOL_HOURLY-05-40,ACC0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,19.59,count,valid,synthetic_aaa,73,69,4,16.17
AAA-IP_POOL_HOURLY-05-41,ACC0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,25.58,count,valid,synthetic_aaa,90,88,2,16.88
AAA-IP_POOL_HOURLY-05-42,ACC0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,26.09,count,valid,synthetic_aaa,218,214,4,6.91
AAA-IP_POOL_HOURLY-05-43,ACC0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,44.07,count,valid,synthetic_aaa,95,90,5,18.51
AAA-IP_POOL_HOURLY-05-44,ACC0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,78.53,count,valid,synthetic_aaa,214,212,2,5.52
AAA-IP_POOL_HOURLY-05-45,ACC0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,33.36,count,valid,synthetic_aaa,216,212,4,5.36
AAA-IP_POOL_HOURLY-05-46,ACC0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,38.05,count,valid,synthetic_aaa,207,204,3,6.44
AAA-IP_POOL_HOURLY-05-47,ACC0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,32.15,count,valid,synthetic_aaa,74,71,3,6.14
AAA-IP_POOL_HOURLY-05-48,ACC0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,54.34,count,valid,synthetic_aaa,155,150,5,21.42
AAA-IP_POOL_HOURLY-05-49,ACC0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,55.58,count,valid,synthetic_aaa,247,244,3,24.72
AAA-IP_POOL_HOURLY-05-50,ACC0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,76.57,count,valid,synthetic_aaa,211,207,4,31.06
AAA-IP_POOL_HOURLY-05-51,ACC0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,20.74,count,valid,synthetic_aaa,100,99,1,31.61
AAA-IP_POOL_HOURLY-05-52,ACC0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,19.4,count,valid,synthetic_aaa,114,109,5,7.32
AAA-IP_POOL_HOURLY-05-53,ACC0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,82.73,count,valid,synthetic_aaa,129,128,1,31.67
AAA-IP_POOL_HOURLY-05-54,ACC0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,18.67,count,valid,synthetic_aaa,57,55,2,5.95
AAA-IP_POOL_HOURLY-05-55,ACC0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,45.91,count,valid,synthetic_aaa,136,132,4,17.65
AAA-IP_POOL_HOURLY-05-56,ACC0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,24.16,count,valid,synthetic_aaa,226,223,3,33.82
AAA-IP_POOL_HOURLY-05-57,ACC0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,70.37,count,valid,synthetic_aaa,129,126,3,31.06
AAA-IP_POOL_HOURLY-05-58,ACC0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,64.6,count,valid,synthetic_aaa,178,177,1,19.99
AAA-IP_POOL_HOURLY-05-59,ACC0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,72.22,count,valid,synthetic_aaa,70,66,4,5.52
AAA-IP_POOL_HOURLY-05-60,ACC0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,64.68,count,valid,synthetic_aaa,162,157,5,17.44
AAA-IP_POOL_HOURLY-05-61,ACC0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,53.5,count,valid,synthetic_aaa,221,216,5,22.99
AAA-IP_POOL_HOURLY-05-62,ACC0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,34.52,count,valid,synthetic_aaa,116,111,5,10.94
AAA-IP_POOL_HOURLY-05-63,ACC0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,30.5,count,valid,synthetic_aaa,166,164,2,32.37
AAA-IP_POOL_HOURLY-05-64,ACC0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,50.4,count,valid,synthetic_aaa,226,224,2,15.24
AAA-IP_POOL_HOURLY-05-65,ACC0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,74.57,count,valid,synthetic_aaa,195,192,3,10.91
AAA-IP_POOL_HOURLY-05-66,ACC0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,62.46,count,valid,synthetic_aaa,102,99,3,24.75
AAA-IP_POOL_HOURLY-05-67,ACC0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,65.79,count,valid,synthetic_aaa,92,89,3,27.57
AAA-IP_POOL_HOURLY-05-68,ACC0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,75.25,count,valid,synthetic_aaa,104,102,2,25.37
AAA-IP_POOL_HOURLY-05-69,ACC0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,59.36,count,valid,synthetic_aaa,160,159,1,19.7
AAA-IP_POOL_HOURLY-05-70,ACC0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,23.63,count,valid,synthetic_aaa,117,112,5,22.1
AAA-IP_POOL_HOURLY-05-71,ACC0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,27.58,count,valid,synthetic_aaa,114,113,1,20.98
