table_fqn,catalog,schema,table_name,domain,column_name,column_fqn,data_type,data_type_display,is_key_candidate,description
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_serving_rsrq_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_serving_rsrq_down_sum,FLOAT,double,False,[AI Gen] Tổng RSRQ serving trung bình downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_serving_rsrq_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_serving_rsrq_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu RSRQ serving trung bình downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_video_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_video_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_video_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_video_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_video_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_video_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_video_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_video_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_voice_integrity_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_voice_integrity_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng voice integrity downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_voice_integrity_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_voice_integrity_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu voice integrity downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_voice_integrity_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_voice_integrity_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng voice integrity uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ave_voice_integrity_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ave_voice_integrity_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu voice integrity uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_audio_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_audio_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio downlink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_audio_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_audio_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio downlink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_audio_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_audio_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_audio_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_audio_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_cqi_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_cqi_down_sum,FLOAT,double,False,[AI Gen] Tổng CQI khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_cqi_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_cqi_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu CQI khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pucch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pucch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUCCH uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pucch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pucch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUCCH uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pusch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pusch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUSCH uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pusch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pusch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUSCH uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pwr_restriction_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pwr_restriction_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng power restriction uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_pwr_restriction_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_pwr_restriction_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu power restriction uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_rsrp_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_rsrp_down_sum,FLOAT,double,False,[AI Gen] Tổng RSRP khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_rsrp_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_rsrp_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu RSRP khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_rsrq_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_rsrq_down_sum,FLOAT,double,False,[AI Gen] Tổng RSRQ khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_rsrq_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_rsrq_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu RSRQ khi kết thúc downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_video_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_video_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video downlink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_video_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_video_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video downlink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_video_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_video_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,end_video_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.end_video_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video uplink khi kết thúc
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ho_from_lte_to_wifi_succ_ratio_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ho_from_lte_to_wifi_succ_ratio_sum,FLOAT,double,False,[AI Gen] Tổng tỷ lệ thành công handover LTE sang WiFi
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ho_from_lte_to_wifi_succ_ratio_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ho_from_lte_to_wifi_succ_ratio_sample,BIGINT,bigint,False,[AI Gen] Số mẫu handover LTE sang WiFi
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ho_from_wifi_to_lte_succ_ratio_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ho_from_wifi_to_lte_succ_ratio_sum,FLOAT,double,False,[AI Gen] Tổng tỷ lệ thành công handover WiFi sang LTE
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ho_from_wifi_to_lte_succ_ratio_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ho_from_wifi_to_lte_succ_ratio_sample,BIGINT,bigint,False,[AI Gen] Số mẫu handover WiFi sang LTE
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_drop_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_drop_sum,INT,integer,False,[AI Gen] Tổng số IMS drop
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_drop_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_drop_sample,BIGINT,bigint,False,[AI Gen] Số mẫu IMS drop
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_change_delay_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_change_delay_sum,FLOAT,double,False,[AI Gen] Tổng độ trễ thay đổi session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_change_delay_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_change_delay_sample,BIGINT,bigint,False,[AI Gen] Số mẫu độ trễ thay đổi session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_change_succ_ratio_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_change_succ_ratio_sum,FLOAT,double,False,[AI Gen] Tổng tỷ lệ thành công thay đổi session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_change_succ_ratio_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_change_succ_ratio_sample,BIGINT,bigint,False,[AI Gen] Số mẫu thay đổi session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_setup_succ_ratio_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_setup_succ_ratio_sum,FLOAT,double,False,[AI Gen] Tổng tỷ lệ thành công thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_sess_setup_succ_ratio_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_sess_setup_succ_ratio_sample,BIGINT,bigint,False,[AI Gen] Số mẫu thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_establishment_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_establishment_sum,INT,integer,False,[AI Gen] Tổng số session IMS thiết lập
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_establishment_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_establishment_sample,BIGINT,bigint,False,[AI Gen] Số mẫu session IMS thiết lập
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_establishment_custom_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_establishment_custom_sum,INT,integer,False,[AI Gen] Tổng số session IMS thiết lập custom
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_establishment_custom_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_establishment_custom_sample,BIGINT,bigint,False,[AI Gen] Số mẫu session IMS thiết lập custom
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_attempt_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_attempt_sum,INT,integer,False,[AI Gen] Tổng số lần cố gắng thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_attempt_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_attempt_sample,BIGINT,bigint,False,[AI Gen] Số mẫu lần cố gắng thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_delay_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_delay_sum,FLOAT,double,False,[AI Gen] Tổng độ trễ thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_delay_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_delay_sample,BIGINT,bigint,False,[AI Gen] Số mẫu độ trễ thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_time_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_time_sum,FLOAT,double,False,[AI Gen] Tổng thời gian thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_session_setup_time_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_session_setup_time_sample,BIGINT,bigint,False,[AI Gen] Số mẫu thời gian thiết lập session IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_soft_drop_candidate_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_soft_drop_candidate_sum,INT,integer,False,[AI Gen] Tổng số soft drop candidate IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_soft_drop_candidate_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_soft_drop_candidate_sample,BIGINT,bigint,False,[AI Gen] Số mẫu soft drop candidate IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_srvcc_delay_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_srvcc_delay_sum,FLOAT,double,False,[AI Gen] Tổng độ trễ SRVCC IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_srvcc_delay_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_srvcc_delay_sample,BIGINT,bigint,False,[AI Gen] Số mẫu độ trễ SRVCC IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_srvcc_succ_ratio_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_srvcc_succ_ratio_sum,FLOAT,double,False,[AI Gen] Tổng tỷ lệ thành công SRVCC IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,ims_srvcc_succ_ratio_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.ims_srvcc_succ_ratio_sample,BIGINT,bigint,False,[AI Gen] Số mẫu SRVCC IMS
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_audio_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_audio_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio max downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_audio_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_audio_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio max downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_audio_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_audio_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio max uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_audio_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_audio_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio max uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pucch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pucch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUCCH uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pucch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pucch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUCCH uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pusch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pusch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUSCH uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pusch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pusch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUSCH uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pwr_restriction_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pwr_restriction_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng power restriction uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_pwr_restriction_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_pwr_restriction_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu power restriction uplink max
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_video_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_video_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video max downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_video_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_video_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video max downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_video_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_video_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video max uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,max_video_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.max_video_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video max uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_audio_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_audio_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio min downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_audio_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_audio_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio min downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_audio_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_audio_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio min uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_audio_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_audio_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio min uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pucch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pucch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUCCH uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pucch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pucch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUCCH uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pusch_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pusch_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PUSCH uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pusch_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pusch_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PUSCH uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pwr_restriction_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pwr_restriction_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng power restriction uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_pwr_restriction_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_pwr_restriction_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu power restriction uplink min
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_video_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_video_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video min downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_video_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_video_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video min downlink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_video_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_video_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss video min uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,min_video_pdcp_loss_ul_up_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.min_video_pdcp_loss_ul_up_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss video min uplink
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,start_audio_pdcp_loss_dl_down_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.start_audio_pdcp_loss_dl_down_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio downlink khi bắt đầu
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,start_audio_pdcp_loss_dl_down_sample,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.start_audio_pdcp_loss_dl_down_sample,BIGINT,bigint,False,[AI Gen] Số mẫu PDCP loss audio downlink khi bắt đầu
VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp,hive,fbb,edcr_kpi_tmp,FBB,start_audio_pdcp_loss_ul_up_sum,VTNet Datalake Presto.hive.fbb.edcr_kpi_tmp.start_audio_pdcp_loss_ul_up_sum,FLOAT,double,False,[AI Gen] Tổng PDCP loss audio uplink khi bắt đầu
