network_experience_hourly_id,customer_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,response_count,positive_count,score,repeat_count
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-63,CUS0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,31.26,index,valid,synthetic_experience,21,16,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-64,CUS0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,25.44,index,valid,synthetic_experience,36,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-65,CUS0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,51.46,index,valid,synthetic_experience,48,44,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-66,CUS0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,78.12,index,valid,synthetic_experience,30,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-67,CUS0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,32.42,index,valid,synthetic_experience,21,16,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-68,CUS0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,82.46,index,valid,synthetic_experience,21,19,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-69,CUS0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,15.7,index,valid,synthetic_experience,23,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-70,CUS0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,55.24,index,valid,synthetic_experience,12,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-71,CUS0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,62.28,index,valid,synthetic_experience,43,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-00,CUS0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,76.09,index,valid,synthetic_experience,13,8,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-01,CUS0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,48.31,index,valid,synthetic_experience,18,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-02,CUS0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,57.96,index,valid,synthetic_experience,50,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-03,CUS0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,35.72,index,valid,synthetic_experience,16,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-04,CUS0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,40.76,index,valid,synthetic_experience,48,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-05,CUS0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,78.92,index,valid,synthetic_experience,16,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-06,CUS0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.77,index,valid,synthetic_experience,23,19,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-07,CUS0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,36.63,index,valid,synthetic_experience,41,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-08,CUS0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,69.74,index,valid,synthetic_experience,10,7,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-09,CUS0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,26.15,index,valid,synthetic_experience,28,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-10,CUS0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.2,index,valid,synthetic_experience,40,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-11,CUS0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,76.91,index,valid,synthetic_experience,46,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-12,CUS0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,71.61,index,valid,synthetic_experience,27,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-13,CUS0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,25.35,index,valid,synthetic_experience,33,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-14,CUS0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,78.12,index,valid,synthetic_experience,26,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-15,CUS0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,44.79,index,valid,synthetic_experience,36,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-16,CUS0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,35.92,index,valid,synthetic_experience,16,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-17,CUS0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,53.09,index,valid,synthetic_experience,29,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-18,CUS0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,42.86,index,valid,synthetic_experience,31,27,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-19,CUS0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,19.42,index,valid,synthetic_experience,24,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-20,CUS0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,69.18,index,valid,synthetic_experience,18,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-21,CUS0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,36.61,index,valid,synthetic_experience,44,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-22,CUS0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,59.24,index,valid,synthetic_experience,40,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-23,CUS0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,31.13,index,valid,synthetic_experience,19,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-24,CUS0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,45.23,index,valid,synthetic_experience,18,14,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-25,CUS0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,29.69,index,valid,synthetic_experience,11,7,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-26,CUS0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,60.11,index,valid,synthetic_experience,16,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-27,CUS0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,58.8,index,valid,synthetic_experience,47,44,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-28,CUS0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,39.7,index,valid,synthetic_experience,18,14,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-29,CUS0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,29.7,index,valid,synthetic_experience,42,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-30,CUS0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,52.85,index,valid,synthetic_experience,21,20,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-31,CUS0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.35,index,valid,synthetic_experience,43,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-32,CUS0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,81.36,index,valid,synthetic_experience,32,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-33,CUS0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,36.16,index,valid,synthetic_experience,18,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-34,CUS0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.25,index,valid,synthetic_experience,26,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-35,CUS0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,30.65,index,valid,synthetic_experience,30,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-36,CUS0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,84.36,index,valid,synthetic_experience,33,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-37,CUS0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,15.99,index,valid,synthetic_experience,38,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-38,CUS0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,72.43,index,valid,synthetic_experience,35,34,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-39,CUS0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,69.26,index,valid,synthetic_experience,27,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-40,CUS0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,33.29,index,valid,synthetic_experience,30,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-41,CUS0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,69.74,index,valid,synthetic_experience,14,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-42,CUS0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.13,index,valid,synthetic_experience,24,22,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-43,CUS0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,71.73,index,valid,synthetic_experience,25,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-44,CUS0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,84.41,index,valid,synthetic_experience,40,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-45,CUS0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,26.18,index,valid,synthetic_experience,44,41,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-46,CUS0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,60.55,index,valid,synthetic_experience,48,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-47,CUS0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,65.74,index,valid,synthetic_experience,25,20,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-48,CUS0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,15.9,index,valid,synthetic_experience,19,14,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-49,CUS0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,43.89,index,valid,synthetic_experience,18,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-50,CUS0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,43.87,index,valid,synthetic_experience,14,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-51,CUS0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,36.66,index,valid,synthetic_experience,31,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-52,CUS0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,71.26,index,valid,synthetic_experience,22,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-53,CUS0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,31.92,index,valid,synthetic_experience,14,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-54,CUS0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,70.43,index,valid,synthetic_experience,33,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-55,CUS0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,68.94,index,valid,synthetic_experience,39,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-56,CUS0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,70.89,index,valid,synthetic_experience,46,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-57,CUS0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,53.69,index,valid,synthetic_experience,24,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-58,CUS0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,76.55,index,valid,synthetic_experience,48,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-59,CUS0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,60.68,index,valid,synthetic_experience,25,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-60,CUS0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,52.04,index,valid,synthetic_experience,12,8,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-61,CUS0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,36.22,index,valid,synthetic_experience,34,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-62,CUS0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,82.07,index,valid,synthetic_experience,34,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-63,CUS0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,39.95,index,valid,synthetic_experience,14,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-64,CUS0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,78.15,index,valid,synthetic_experience,40,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-65,CUS0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,22.1,index,valid,synthetic_experience,23,22,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-66,CUS0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,44.5,index,valid,synthetic_experience,10,5,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-67,CUS0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,48.46,index,valid,synthetic_experience,24,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-68,CUS0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,36.94,index,valid,synthetic_experience,35,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-69,CUS0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,59.27,index,valid,synthetic_experience,16,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-70,CUS0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.2,index,valid,synthetic_experience,20,16,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-04-71,CUS0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,67.05,index,valid,synthetic_experience,12,7,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-00,CUS0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,45.64,index,valid,synthetic_experience,15,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-01,CUS0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,29.33,index,valid,synthetic_experience,19,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-02,CUS0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,78.69,index,valid,synthetic_experience,23,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-03,CUS0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,37.43,index,valid,synthetic_experience,38,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-04,CUS0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,37.25,index,valid,synthetic_experience,13,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-05,CUS0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,30.84,index,valid,synthetic_experience,26,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-06,CUS0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,27.05,index,valid,synthetic_experience,21,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-07,CUS0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,56.95,index,valid,synthetic_experience,42,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-08,CUS0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,79.87,index,valid,synthetic_experience,49,47,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-09,CUS0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,60.34,index,valid,synthetic_experience,16,14,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-10,CUS0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,62.76,index,valid,synthetic_experience,11,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-11,CUS0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,32.51,index,valid,synthetic_experience,22,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-12,CUS0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,51.95,index,valid,synthetic_experience,38,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-13,CUS0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,71.06,index,valid,synthetic_experience,25,22,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-14,CUS0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,83.98,index,valid,synthetic_experience,13,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-15,CUS0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,29.13,index,valid,synthetic_experience,10,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-16,CUS0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,28.61,index,valid,synthetic_experience,11,6,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-17,CUS0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,79.93,index,valid,synthetic_experience,20,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-18,CUS0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,79.42,index,valid,synthetic_experience,30,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-19,CUS0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,62.53,index,valid,synthetic_experience,10,7,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-20,CUS0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,39.91,index,valid,synthetic_experience,14,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-21,CUS0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,70.34,index,valid,synthetic_experience,37,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-22,CUS0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,71.65,index,valid,synthetic_experience,24,20,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-23,CUS0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,22.77,index,valid,synthetic_experience,25,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-24,CUS0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,71.8,index,valid,synthetic_experience,18,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-25,CUS0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,46.52,index,valid,synthetic_experience,21,16,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-26,CUS0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,24.23,index,valid,synthetic_experience,31,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-27,CUS0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,18.41,index,valid,synthetic_experience,22,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-28,CUS0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,16.93,index,valid,synthetic_experience,45,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-29,CUS0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,27.52,index,valid,synthetic_experience,11,6,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-30,CUS0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,75.64,index,valid,synthetic_experience,35,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-31,CUS0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,44.17,index,valid,synthetic_experience,15,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-32,CUS0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,19.72,index,valid,synthetic_experience,22,19,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-33,CUS0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,34.38,index,valid,synthetic_experience,23,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-34,CUS0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,60.73,index,valid,synthetic_experience,17,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-35,CUS0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,49.33,index,valid,synthetic_experience,23,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-36,CUS0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,36.05,index,valid,synthetic_experience,14,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-37,CUS0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,51.66,index,valid,synthetic_experience,13,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-38,CUS0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,44.42,index,valid,synthetic_experience,31,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-39,CUS0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,71.86,index,valid,synthetic_experience,35,31,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-40,CUS0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,18.29,index,valid,synthetic_experience,33,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-41,CUS0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,80.06,index,valid,synthetic_experience,14,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-42,CUS0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,74.65,index,valid,synthetic_experience,28,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-43,CUS0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,26.89,index,valid,synthetic_experience,27,22,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-44,CUS0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,32.35,index,valid,synthetic_experience,35,33,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-45,CUS0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,68.95,index,valid,synthetic_experience,37,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-46,CUS0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,42.11,index,valid,synthetic_experience,36,31,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-47,CUS0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,59.05,index,valid,synthetic_experience,49,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-48,CUS0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,55.84,index,valid,synthetic_experience,49,48,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-49,CUS0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,20.34,index,valid,synthetic_experience,27,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-50,CUS0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,36.53,index,valid,synthetic_experience,16,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-51,CUS0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,82.43,index,valid,synthetic_experience,38,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-52,CUS0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,37.5,index,valid,synthetic_experience,26,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-53,CUS0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,27.94,index,valid,synthetic_experience,43,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-54,CUS0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,46.15,index,valid,synthetic_experience,33,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-55,CUS0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,83.04,index,valid,synthetic_experience,48,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-56,CUS0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,33.65,index,valid,synthetic_experience,34,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-57,CUS0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,46.25,index,valid,synthetic_experience,34,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-58,CUS0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,42.53,index,valid,synthetic_experience,46,41,4.5,0
