optical_rx_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-OPTICAL_RX_HOURLY-04-09,CPE0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,30.11,index,valid,synthetic_acs,44.9,118800,5,-57.46
ACS-OPTICAL_RX_HOURLY-04-10,CPE0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,51.81,index,valid,synthetic_acs,36.92,122400,1,-57.75
ACS-OPTICAL_RX_HOURLY-04-11,CPE0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,31.19,index,valid,synthetic_acs,42.57,126000,4,-67.3
ACS-OPTICAL_RX_HOURLY-04-12,CPE0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,71.26,index,valid,synthetic_acs,37.89,129600,3,-60.54
ACS-OPTICAL_RX_HOURLY-04-13,CPE0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,76.21,index,valid,synthetic_acs,51.34,133200,1,-74.12
ACS-OPTICAL_RX_HOURLY-04-14,CPE0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,25.57,index,valid,synthetic_acs,54.85,136800,0,-71.55
ACS-OPTICAL_RX_HOURLY-04-15,CPE0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,67.71,index,valid,synthetic_acs,53.29,140400,1,-70.07
ACS-OPTICAL_RX_HOURLY-04-16,CPE0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,21.36,index,valid,synthetic_acs,36.43,144000,2,-64.92
ACS-OPTICAL_RX_HOURLY-04-17,CPE0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,20.93,index,valid,synthetic_acs,38.2,147600,1,-63.19
ACS-OPTICAL_RX_HOURLY-04-18,CPE0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.48,index,valid,synthetic_acs,35.82,151200,3,-58.83
ACS-OPTICAL_RX_HOURLY-04-19,CPE0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,60.74,index,valid,synthetic_acs,51.74,154800,2,-71.16
ACS-OPTICAL_RX_HOURLY-04-20,CPE0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,53.73,index,valid,synthetic_acs,49.59,158400,2,-46.77
ACS-OPTICAL_RX_HOURLY-04-21,CPE0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,71.89,index,valid,synthetic_acs,49.08,162000,4,-70.59
ACS-OPTICAL_RX_HOURLY-04-22,CPE0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,57.52,index,valid,synthetic_acs,48.16,165600,2,-53.98
ACS-OPTICAL_RX_HOURLY-04-23,CPE0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,34.38,index,valid,synthetic_acs,54.12,169200,4,-62.68
ACS-OPTICAL_RX_HOURLY-04-24,CPE0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,76.38,index,valid,synthetic_acs,43.64,172800,1,-52.21
ACS-OPTICAL_RX_HOURLY-04-25,CPE0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,84.45,index,valid,synthetic_acs,43.27,176400,5,-54.15
ACS-OPTICAL_RX_HOURLY-04-26,CPE0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,51.62,index,valid,synthetic_acs,41.63,180000,4,-63.73
ACS-OPTICAL_RX_HOURLY-04-27,CPE0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,76.26,index,valid,synthetic_acs,42.01,183600,4,-73.22
ACS-OPTICAL_RX_HOURLY-04-28,CPE0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,54.2,index,valid,synthetic_acs,54.24,187200,1,-70.31
ACS-OPTICAL_RX_HOURLY-04-29,CPE0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,73.67,index,valid,synthetic_acs,42.97,190800,2,-53.8
ACS-OPTICAL_RX_HOURLY-04-30,CPE0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,55.06,index,valid,synthetic_acs,42.39,194400,1,-45.59
ACS-OPTICAL_RX_HOURLY-04-31,CPE0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,64.3,index,valid,synthetic_acs,54.06,198000,5,-62.59
ACS-OPTICAL_RX_HOURLY-04-32,CPE0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,83.11,index,valid,synthetic_acs,53.06,201600,5,-69.32
ACS-OPTICAL_RX_HOURLY-04-33,CPE0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,19.77,index,valid,synthetic_acs,37.44,205200,3,-65.67
ACS-OPTICAL_RX_HOURLY-04-34,CPE0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,32.06,index,valid,synthetic_acs,54.84,208800,5,-45.31
ACS-OPTICAL_RX_HOURLY-04-35,CPE0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,39.93,index,valid,synthetic_acs,36.02,212400,5,-51.61
ACS-OPTICAL_RX_HOURLY-04-36,CPE0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,20.53,index,valid,synthetic_acs,41.52,216000,0,-71.84
ACS-OPTICAL_RX_HOURLY-04-37,CPE0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.25,index,valid,synthetic_acs,48.47,219600,0,-54.72
ACS-OPTICAL_RX_HOURLY-04-38,CPE0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,68.78,index,valid,synthetic_acs,35.07,223200,0,-64.23
ACS-OPTICAL_RX_HOURLY-04-39,CPE0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,33.12,index,valid,synthetic_acs,45.19,226800,2,-66.3
ACS-OPTICAL_RX_HOURLY-04-40,CPE0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,23.31,index,valid,synthetic_acs,47.73,230400,5,-54.1
ACS-OPTICAL_RX_HOURLY-04-41,CPE0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,54.93,index,valid,synthetic_acs,39.96,234000,2,-71.61
ACS-OPTICAL_RX_HOURLY-04-42,CPE0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,33.29,index,valid,synthetic_acs,47.99,237600,0,-56.83
ACS-OPTICAL_RX_HOURLY-04-43,CPE0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,20.53,index,valid,synthetic_acs,50.7,241200,5,-55.77
ACS-OPTICAL_RX_HOURLY-04-44,CPE0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,26.38,index,valid,synthetic_acs,52.29,244800,1,-48.61
ACS-OPTICAL_RX_HOURLY-04-45,CPE0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,53.54,index,valid,synthetic_acs,42.53,248400,5,-63.86
ACS-OPTICAL_RX_HOURLY-04-46,CPE0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,68.47,index,valid,synthetic_acs,38.88,252000,4,-57.18
ACS-OPTICAL_RX_HOURLY-04-47,CPE0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,44.29,index,valid,synthetic_acs,47.85,255600,4,-67.17
ACS-OPTICAL_RX_HOURLY-04-48,CPE0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,78.23,index,valid,synthetic_acs,41.97,259200,3,-47.87
ACS-OPTICAL_RX_HOURLY-04-49,CPE0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,29.54,index,valid,synthetic_acs,53.56,262800,0,-62.38
ACS-OPTICAL_RX_HOURLY-04-50,CPE0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,70.99,index,valid,synthetic_acs,43.27,266400,4,-53.43
ACS-OPTICAL_RX_HOURLY-04-51,CPE0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,36.3,index,valid,synthetic_acs,36.99,270000,1,-71.73
ACS-OPTICAL_RX_HOURLY-04-52,CPE0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,36.91,index,valid,synthetic_acs,36.0,273600,5,-62.71
ACS-OPTICAL_RX_HOURLY-04-53,CPE0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,47.62,index,valid,synthetic_acs,54.69,277200,5,-46.13
ACS-OPTICAL_RX_HOURLY-04-54,CPE0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,44.29,index,valid,synthetic_acs,47.49,280800,1,-50.75
ACS-OPTICAL_RX_HOURLY-04-55,CPE0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,42.14,index,valid,synthetic_acs,39.3,284400,2,-73.73
ACS-OPTICAL_RX_HOURLY-04-56,CPE0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,31.36,index,valid,synthetic_acs,42.22,288000,0,-71.64
ACS-OPTICAL_RX_HOURLY-04-57,CPE0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,82.61,index,valid,synthetic_acs,43.21,291600,2,-62.23
ACS-OPTICAL_RX_HOURLY-04-58,CPE0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,19.55,index,valid,synthetic_acs,47.52,295200,0,-68.91
ACS-OPTICAL_RX_HOURLY-04-59,CPE0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.44,index,valid,synthetic_acs,45.4,298800,0,-60.07
ACS-OPTICAL_RX_HOURLY-04-60,CPE0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,80.96,index,valid,synthetic_acs,35.19,302400,1,-66.91
ACS-OPTICAL_RX_HOURLY-04-61,CPE0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,37.76,index,valid,synthetic_acs,40.79,306000,3,-63.72
ACS-OPTICAL_RX_HOURLY-04-62,CPE0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,67.3,index,valid,synthetic_acs,44.75,309600,0,-55.04
ACS-OPTICAL_RX_HOURLY-04-63,CPE0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,28.52,index,valid,synthetic_acs,45.92,313200,5,-58.25
ACS-OPTICAL_RX_HOURLY-04-64,CPE0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,31.79,index,valid,synthetic_acs,42.69,316800,1,-48.53
ACS-OPTICAL_RX_HOURLY-04-65,CPE0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,69.14,index,valid,synthetic_acs,35.39,320400,5,-53.29
ACS-OPTICAL_RX_HOURLY-04-66,CPE0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,83.8,index,valid,synthetic_acs,46.78,324000,2,-59.76
ACS-OPTICAL_RX_HOURLY-04-67,CPE0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,25.58,index,valid,synthetic_acs,43.56,327600,1,-45.63
ACS-OPTICAL_RX_HOURLY-04-68,CPE0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,72.38,index,valid,synthetic_acs,51.32,331200,3,-65.33
ACS-OPTICAL_RX_HOURLY-04-69,CPE0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,18.94,index,valid,synthetic_acs,54.72,334800,3,-67.61
ACS-OPTICAL_RX_HOURLY-04-70,CPE0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,16.46,index,valid,synthetic_acs,52.03,338400,5,-45.07
ACS-OPTICAL_RX_HOURLY-04-71,CPE0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,37.6,index,valid,synthetic_acs,48.17,342000,4,-69.44
ACS-OPTICAL_RX_HOURLY-05-00,CPE0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,59.85,index,valid,synthetic_acs,39.4,86400,1,-56.95
ACS-OPTICAL_RX_HOURLY-05-01,CPE0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,28.14,index,valid,synthetic_acs,49.96,90000,5,-53.26
ACS-OPTICAL_RX_HOURLY-05-02,CPE0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,62.39,index,valid,synthetic_acs,35.59,93600,1,-67.21
ACS-OPTICAL_RX_HOURLY-05-03,CPE0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,69.65,index,valid,synthetic_acs,45.9,97200,0,-73.73
ACS-OPTICAL_RX_HOURLY-05-04,CPE0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,38.03,index,valid,synthetic_acs,48.01,100800,5,-48.49
ACS-OPTICAL_RX_HOURLY-05-05,CPE0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,23.06,index,valid,synthetic_acs,40.31,104400,4,-62.16
ACS-OPTICAL_RX_HOURLY-05-06,CPE0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,36.54,index,valid,synthetic_acs,52.34,108000,2,-56.1
ACS-OPTICAL_RX_HOURLY-05-07,CPE0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,15.6,index,valid,synthetic_acs,42.61,111600,1,-74.86
ACS-OPTICAL_RX_HOURLY-05-08,CPE0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,67.59,index,valid,synthetic_acs,48.99,115200,1,-71.34
ACS-OPTICAL_RX_HOURLY-05-09,CPE0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,76.44,index,valid,synthetic_acs,35.12,118800,3,-67.18
ACS-OPTICAL_RX_HOURLY-05-10,CPE0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,24.76,index,valid,synthetic_acs,41.72,122400,5,-57.1
ACS-OPTICAL_RX_HOURLY-05-11,CPE0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,37.16,index,valid,synthetic_acs,49.69,126000,0,-46.54
ACS-OPTICAL_RX_HOURLY-05-12,CPE0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,52.07,index,valid,synthetic_acs,35.67,129600,4,-73.94
ACS-OPTICAL_RX_HOURLY-05-13,CPE0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,42.56,index,valid,synthetic_acs,52.41,133200,3,-58.71
ACS-OPTICAL_RX_HOURLY-05-14,CPE0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,25.02,index,valid,synthetic_acs,51.26,136800,3,-72.66
ACS-OPTICAL_RX_HOURLY-05-15,CPE0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,16.46,index,valid,synthetic_acs,36.23,140400,2,-61.09
ACS-OPTICAL_RX_HOURLY-05-16,CPE0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,45.9,index,valid,synthetic_acs,48.91,144000,4,-63.19
ACS-OPTICAL_RX_HOURLY-05-17,CPE0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,81.64,index,valid,synthetic_acs,50.28,147600,1,-54.1
ACS-OPTICAL_RX_HOURLY-05-18,CPE0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,40.61,index,valid,synthetic_acs,47.07,151200,5,-52.69
ACS-OPTICAL_RX_HOURLY-05-19,CPE0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,62.54,index,valid,synthetic_acs,44.69,154800,2,-74.72
ACS-OPTICAL_RX_HOURLY-05-20,CPE0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,52.55,index,valid,synthetic_acs,42.99,158400,3,-45.69
ACS-OPTICAL_RX_HOURLY-05-21,CPE0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,34.53,index,valid,synthetic_acs,50.04,162000,5,-46.09
ACS-OPTICAL_RX_HOURLY-05-22,CPE0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,34.14,index,valid,synthetic_acs,50.16,165600,0,-68.23
ACS-OPTICAL_RX_HOURLY-05-23,CPE0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,21.52,index,valid,synthetic_acs,37.13,169200,2,-49.33
ACS-OPTICAL_RX_HOURLY-05-24,CPE0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,44.22,index,valid,synthetic_acs,53.41,172800,2,-52.71
ACS-OPTICAL_RX_HOURLY-05-25,CPE0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,69.1,index,valid,synthetic_acs,39.62,176400,5,-72.49
ACS-OPTICAL_RX_HOURLY-05-26,CPE0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,52.51,index,valid,synthetic_acs,48.88,180000,4,-73.9
ACS-OPTICAL_RX_HOURLY-05-27,CPE0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,25.86,index,valid,synthetic_acs,50.64,183600,2,-55.63
ACS-OPTICAL_RX_HOURLY-05-28,CPE0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,61.91,index,valid,synthetic_acs,49.09,187200,3,-48.38
ACS-OPTICAL_RX_HOURLY-05-29,CPE0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,27.94,index,valid,synthetic_acs,42.03,190800,5,-68.14
ACS-OPTICAL_RX_HOURLY-05-30,CPE0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,51.09,index,valid,synthetic_acs,40.05,194400,0,-58.7
ACS-OPTICAL_RX_HOURLY-05-31,CPE0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,72.86,index,valid,synthetic_acs,49.97,198000,5,-63.66
ACS-OPTICAL_RX_HOURLY-05-32,CPE0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,71.91,index,valid,synthetic_acs,46.74,201600,2,-54.09
ACS-OPTICAL_RX_HOURLY-05-33,CPE0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,75.49,index,valid,synthetic_acs,45.39,205200,2,-71.25
ACS-OPTICAL_RX_HOURLY-05-34,CPE0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,44.51,index,valid,synthetic_acs,53.98,208800,4,-65.36
ACS-OPTICAL_RX_HOURLY-05-35,CPE0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,60.93,index,valid,synthetic_acs,36.45,212400,4,-49.45
ACS-OPTICAL_RX_HOURLY-05-36,CPE0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,15.09,index,valid,synthetic_acs,37.96,216000,1,-57.21
ACS-OPTICAL_RX_HOURLY-05-37,CPE0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,40.12,index,valid,synthetic_acs,53.59,219600,5,-59.81
ACS-OPTICAL_RX_HOURLY-05-38,CPE0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,40.13,index,valid,synthetic_acs,53.72,223200,2,-53.78
ACS-OPTICAL_RX_HOURLY-05-39,CPE0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,36.04,index,valid,synthetic_acs,45.12,226800,3,-62.54
ACS-OPTICAL_RX_HOURLY-05-40,CPE0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,70.86,index,valid,synthetic_acs,37.36,230400,5,-61.01
ACS-OPTICAL_RX_HOURLY-05-41,CPE0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,37.83,index,valid,synthetic_acs,47.36,234000,4,-45.74
ACS-OPTICAL_RX_HOURLY-05-42,CPE0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,53.88,index,valid,synthetic_acs,40.42,237600,3,-45.38
ACS-OPTICAL_RX_HOURLY-05-43,CPE0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,79.56,index,valid,synthetic_acs,40.85,241200,0,-46.4
ACS-OPTICAL_RX_HOURLY-05-44,CPE0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,38.05,index,valid,synthetic_acs,38.58,244800,5,-62.98
ACS-OPTICAL_RX_HOURLY-05-45,CPE0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,74.87,index,valid,synthetic_acs,38.36,248400,5,-70.79
ACS-OPTICAL_RX_HOURLY-05-46,CPE0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,64.88,index,valid,synthetic_acs,48.52,252000,3,-72.04
ACS-OPTICAL_RX_HOURLY-05-47,CPE0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,55.67,index,valid,synthetic_acs,46.94,255600,2,-69.12
ACS-OPTICAL_RX_HOURLY-05-48,CPE0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,67.96,index,valid,synthetic_acs,51.81,259200,4,-71.75
ACS-OPTICAL_RX_HOURLY-05-49,CPE0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,68.24,index,valid,synthetic_acs,41.7,262800,3,-71.67
ACS-OPTICAL_RX_HOURLY-05-50,CPE0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,62.51,index,valid,synthetic_acs,54.82,266400,1,-53.26
ACS-OPTICAL_RX_HOURLY-05-51,CPE0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,24.05,index,valid,synthetic_acs,40.4,270000,3,-66.83
ACS-OPTICAL_RX_HOURLY-05-52,CPE0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,18.26,index,valid,synthetic_acs,47.79,273600,0,-46.35
ACS-OPTICAL_RX_HOURLY-05-53,CPE0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,51.61,index,valid,synthetic_acs,39.93,277200,3,-45.73
ACS-OPTICAL_RX_HOURLY-05-54,CPE0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,79.12,index,valid,synthetic_acs,47.79,280800,4,-59.28
ACS-OPTICAL_RX_HOURLY-05-55,CPE0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,39.5,index,valid,synthetic_acs,38.97,284400,4,-70.14
ACS-OPTICAL_RX_HOURLY-05-56,CPE0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,45.45,index,valid,synthetic_acs,51.74,288000,4,-62.4
ACS-OPTICAL_RX_HOURLY-05-57,CPE0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,38.32,index,valid,synthetic_acs,47.83,291600,0,-48.22
ACS-OPTICAL_RX_HOURLY-05-58,CPE0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,58.64,index,valid,synthetic_acs,36.69,295200,5,-64.98
ACS-OPTICAL_RX_HOURLY-05-59,CPE0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,71.11,index,valid,synthetic_acs,43.94,298800,0,-52.64
ACS-OPTICAL_RX_HOURLY-05-60,CPE0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,58.05,index,valid,synthetic_acs,50.43,302400,0,-56.34
ACS-OPTICAL_RX_HOURLY-05-61,CPE0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,26.66,index,valid,synthetic_acs,41.76,306000,1,-48.33
ACS-OPTICAL_RX_HOURLY-05-62,CPE0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,37.8,index,valid,synthetic_acs,54.38,309600,5,-57.45
ACS-OPTICAL_RX_HOURLY-05-63,CPE0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,79.87,index,valid,synthetic_acs,46.02,313200,0,-54.33
ACS-OPTICAL_RX_HOURLY-05-64,CPE0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,75.29,index,valid,synthetic_acs,52.69,316800,1,-45.64
ACS-OPTICAL_RX_HOURLY-05-65,CPE0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,62.71,index,valid,synthetic_acs,52.52,320400,4,-60.63
ACS-OPTICAL_RX_HOURLY-05-66,CPE0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,62.73,index,valid,synthetic_acs,53.22,324000,4,-74.72
ACS-OPTICAL_RX_HOURLY-05-67,CPE0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,83.34,index,valid,synthetic_acs,44.6,327600,3,-60.59
ACS-OPTICAL_RX_HOURLY-05-68,CPE0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,67.07,index,valid,synthetic_acs,41.87,331200,0,-49.36
ACS-OPTICAL_RX_HOURLY-05-69,CPE0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,66.02,index,valid,synthetic_acs,44.82,334800,3,-49.83
ACS-OPTICAL_RX_HOURLY-05-70,CPE0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,61.46,index,valid,synthetic_acs,50.21,338400,4,-65.39
ACS-OPTICAL_RX_HOURLY-05-71,CPE0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,47.9,index,valid,synthetic_acs,44.55,342000,4,-60.76
