wifi_client_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-WIFI_CLIENT_HOURLY-04-07,CPE0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,82.81,index,valid,synthetic_acs,41.69,111600,2,-60.89
ACS-WIFI_CLIENT_HOURLY-04-08,CPE0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,76.07,index,valid,synthetic_acs,50.56,115200,5,-63.98
ACS-WIFI_CLIENT_HOURLY-04-09,CPE0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,79.96,index,valid,synthetic_acs,42.68,118800,0,-63.96
ACS-WIFI_CLIENT_HOURLY-04-10,CPE0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,16.31,index,valid,synthetic_acs,41.6,122400,2,-50.38
ACS-WIFI_CLIENT_HOURLY-04-11,CPE0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,55.85,index,valid,synthetic_acs,50.91,126000,2,-59.17
ACS-WIFI_CLIENT_HOURLY-04-12,CPE0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,26.77,index,valid,synthetic_acs,43.23,129600,2,-46.07
ACS-WIFI_CLIENT_HOURLY-04-13,CPE0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,22.74,index,valid,synthetic_acs,36.43,133200,2,-73.46
ACS-WIFI_CLIENT_HOURLY-04-14,CPE0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,39.53,index,valid,synthetic_acs,46.77,136800,3,-53.41
ACS-WIFI_CLIENT_HOURLY-04-15,CPE0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,47.29,index,valid,synthetic_acs,54.21,140400,5,-57.47
ACS-WIFI_CLIENT_HOURLY-04-16,CPE0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,51.12,index,valid,synthetic_acs,53.06,144000,3,-74.84
ACS-WIFI_CLIENT_HOURLY-04-17,CPE0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,83.28,index,valid,synthetic_acs,40.05,147600,5,-70.78
ACS-WIFI_CLIENT_HOURLY-04-18,CPE0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,63.24,index,valid,synthetic_acs,46.05,151200,0,-70.55
ACS-WIFI_CLIENT_HOURLY-04-19,CPE0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.28,index,valid,synthetic_acs,44.91,154800,4,-64.46
ACS-WIFI_CLIENT_HOURLY-04-20,CPE0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,24.81,index,valid,synthetic_acs,48.9,158400,4,-74.06
ACS-WIFI_CLIENT_HOURLY-04-21,CPE0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,25.84,index,valid,synthetic_acs,53.42,162000,3,-68.65
ACS-WIFI_CLIENT_HOURLY-04-22,CPE0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,18.28,index,valid,synthetic_acs,40.33,165600,1,-58.13
ACS-WIFI_CLIENT_HOURLY-04-23,CPE0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,64.39,index,valid,synthetic_acs,51.07,169200,5,-52.88
ACS-WIFI_CLIENT_HOURLY-04-24,CPE0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,40.35,index,valid,synthetic_acs,53.31,172800,4,-50.13
ACS-WIFI_CLIENT_HOURLY-04-25,CPE0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,80.94,index,valid,synthetic_acs,37.54,176400,2,-49.96
ACS-WIFI_CLIENT_HOURLY-04-26,CPE0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,19.05,index,valid,synthetic_acs,52.41,180000,1,-58.87
ACS-WIFI_CLIENT_HOURLY-04-27,CPE0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,50.59,index,valid,synthetic_acs,48.12,183600,2,-50.55
ACS-WIFI_CLIENT_HOURLY-04-28,CPE0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,18.62,index,valid,synthetic_acs,41.59,187200,3,-53.41
ACS-WIFI_CLIENT_HOURLY-04-29,CPE0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,60.82,index,valid,synthetic_acs,38.57,190800,5,-52.77
ACS-WIFI_CLIENT_HOURLY-04-30,CPE0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,17.01,index,valid,synthetic_acs,44.22,194400,2,-53.7
ACS-WIFI_CLIENT_HOURLY-04-31,CPE0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,45.76,index,valid,synthetic_acs,54.73,198000,4,-63.05
ACS-WIFI_CLIENT_HOURLY-04-32,CPE0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,46.82,index,valid,synthetic_acs,44.53,201600,5,-65.24
ACS-WIFI_CLIENT_HOURLY-04-33,CPE0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.63,index,valid,synthetic_acs,51.82,205200,1,-54.87
ACS-WIFI_CLIENT_HOURLY-04-34,CPE0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,44.89,index,valid,synthetic_acs,45.01,208800,4,-64.51
ACS-WIFI_CLIENT_HOURLY-04-35,CPE0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,60.97,index,valid,synthetic_acs,41.09,212400,2,-57.68
ACS-WIFI_CLIENT_HOURLY-04-36,CPE0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,64.03,index,valid,synthetic_acs,51.68,216000,1,-63.41
ACS-WIFI_CLIENT_HOURLY-04-37,CPE0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,71.13,index,valid,synthetic_acs,54.11,219600,4,-45.21
ACS-WIFI_CLIENT_HOURLY-04-38,CPE0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,44.12,index,valid,synthetic_acs,41.03,223200,5,-72.04
ACS-WIFI_CLIENT_HOURLY-04-39,CPE0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,58.72,index,valid,synthetic_acs,54.85,226800,1,-66.99
ACS-WIFI_CLIENT_HOURLY-04-40,CPE0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,82.98,index,valid,synthetic_acs,37.48,230400,2,-64.62
ACS-WIFI_CLIENT_HOURLY-04-41,CPE0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,75.86,index,valid,synthetic_acs,37.15,234000,4,-54.82
ACS-WIFI_CLIENT_HOURLY-04-42,CPE0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,24.25,index,valid,synthetic_acs,48.74,237600,4,-58.52
ACS-WIFI_CLIENT_HOURLY-04-43,CPE0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,68.67,index,valid,synthetic_acs,38.59,241200,5,-73.4
ACS-WIFI_CLIENT_HOURLY-04-44,CPE0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,40.69,index,valid,synthetic_acs,44.08,244800,2,-56.19
ACS-WIFI_CLIENT_HOURLY-04-45,CPE0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,33.75,index,valid,synthetic_acs,49.17,248400,4,-59.82
ACS-WIFI_CLIENT_HOURLY-04-46,CPE0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,80.2,index,valid,synthetic_acs,40.69,252000,3,-62.45
ACS-WIFI_CLIENT_HOURLY-04-47,CPE0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,16.13,index,valid,synthetic_acs,45.75,255600,3,-63.08
ACS-WIFI_CLIENT_HOURLY-04-48,CPE0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,69.32,index,valid,synthetic_acs,36.41,259200,4,-62.05
ACS-WIFI_CLIENT_HOURLY-04-49,CPE0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,43.86,index,valid,synthetic_acs,43.98,262800,2,-64.8
ACS-WIFI_CLIENT_HOURLY-04-50,CPE0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,64.68,index,valid,synthetic_acs,48.15,266400,5,-71.27
ACS-WIFI_CLIENT_HOURLY-04-51,CPE0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,77.13,index,valid,synthetic_acs,46.55,270000,0,-49.79
ACS-WIFI_CLIENT_HOURLY-04-52,CPE0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,39.64,index,valid,synthetic_acs,35.58,273600,3,-53.75
ACS-WIFI_CLIENT_HOURLY-04-53,CPE0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,43.93,index,valid,synthetic_acs,47.03,277200,1,-67.8
ACS-WIFI_CLIENT_HOURLY-04-54,CPE0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,34.88,index,valid,synthetic_acs,35.54,280800,5,-73.1
ACS-WIFI_CLIENT_HOURLY-04-55,CPE0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,21.39,index,valid,synthetic_acs,40.15,284400,0,-53.69
ACS-WIFI_CLIENT_HOURLY-04-56,CPE0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,29.93,index,valid,synthetic_acs,40.02,288000,5,-70.53
ACS-WIFI_CLIENT_HOURLY-04-57,CPE0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.39,index,valid,synthetic_acs,46.25,291600,1,-74.14
ACS-WIFI_CLIENT_HOURLY-04-58,CPE0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,69.78,index,valid,synthetic_acs,47.5,295200,4,-69.55
ACS-WIFI_CLIENT_HOURLY-04-59,CPE0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,20.25,index,valid,synthetic_acs,36.37,298800,2,-64.99
ACS-WIFI_CLIENT_HOURLY-04-60,CPE0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,70.86,index,valid,synthetic_acs,53.12,302400,0,-47.53
ACS-WIFI_CLIENT_HOURLY-04-61,CPE0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,35.3,index,valid,synthetic_acs,44.27,306000,3,-49.74
ACS-WIFI_CLIENT_HOURLY-04-62,CPE0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,78.62,index,valid,synthetic_acs,52.19,309600,2,-49.25
ACS-WIFI_CLIENT_HOURLY-04-63,CPE0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,40.72,index,valid,synthetic_acs,36.41,313200,5,-45.97
ACS-WIFI_CLIENT_HOURLY-04-64,CPE0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,65.03,index,valid,synthetic_acs,53.04,316800,2,-65.42
ACS-WIFI_CLIENT_HOURLY-04-65,CPE0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,28.11,index,valid,synthetic_acs,49.29,320400,5,-48.8
ACS-WIFI_CLIENT_HOURLY-04-66,CPE0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,23.15,index,valid,synthetic_acs,39.09,324000,3,-73.06
ACS-WIFI_CLIENT_HOURLY-04-67,CPE0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,20.01,index,valid,synthetic_acs,51.11,327600,0,-65.72
ACS-WIFI_CLIENT_HOURLY-04-68,CPE0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,37.66,index,valid,synthetic_acs,36.06,331200,3,-64.45
ACS-WIFI_CLIENT_HOURLY-04-69,CPE0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,41.53,index,valid,synthetic_acs,37.7,334800,3,-71.98
ACS-WIFI_CLIENT_HOURLY-04-70,CPE0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,55.58,index,valid,synthetic_acs,38.98,338400,4,-61.48
ACS-WIFI_CLIENT_HOURLY-04-71,CPE0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,30.98,index,valid,synthetic_acs,40.89,342000,0,-65.74
ACS-WIFI_CLIENT_HOURLY-05-00,CPE0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,81.96,index,valid,synthetic_acs,39.21,86400,4,-53.12
ACS-WIFI_CLIENT_HOURLY-05-01,CPE0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,57.9,index,valid,synthetic_acs,49.93,90000,5,-55.72
ACS-WIFI_CLIENT_HOURLY-05-02,CPE0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,57.68,index,valid,synthetic_acs,35.79,93600,3,-74.38
ACS-WIFI_CLIENT_HOURLY-05-03,CPE0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,33.36,index,valid,synthetic_acs,39.36,97200,0,-65.63
ACS-WIFI_CLIENT_HOURLY-05-04,CPE0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,33.79,index,valid,synthetic_acs,54.03,100800,3,-72.17
ACS-WIFI_CLIENT_HOURLY-05-05,CPE0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,74.78,index,valid,synthetic_acs,51.11,104400,4,-66.58
ACS-WIFI_CLIENT_HOURLY-05-06,CPE0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,43.73,index,valid,synthetic_acs,41.62,108000,4,-56.47
ACS-WIFI_CLIENT_HOURLY-05-07,CPE0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,19.88,index,valid,synthetic_acs,53.06,111600,5,-53.38
ACS-WIFI_CLIENT_HOURLY-05-08,CPE0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,47.03,index,valid,synthetic_acs,52.18,115200,1,-51.9
ACS-WIFI_CLIENT_HOURLY-05-09,CPE0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,23.71,index,valid,synthetic_acs,40.74,118800,1,-60.97
ACS-WIFI_CLIENT_HOURLY-05-10,CPE0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,76.0,index,valid,synthetic_acs,46.37,122400,4,-49.3
ACS-WIFI_CLIENT_HOURLY-05-11,CPE0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,50.11,index,valid,synthetic_acs,39.61,126000,5,-49.8
ACS-WIFI_CLIENT_HOURLY-05-12,CPE0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,16.21,index,valid,synthetic_acs,51.8,129600,2,-65.99
ACS-WIFI_CLIENT_HOURLY-05-13,CPE0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,70.4,index,valid,synthetic_acs,38.06,133200,4,-54.42
ACS-WIFI_CLIENT_HOURLY-05-14,CPE0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,82.32,index,valid,synthetic_acs,50.11,136800,5,-53.03
ACS-WIFI_CLIENT_HOURLY-05-15,CPE0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,47.95,index,valid,synthetic_acs,46.27,140400,2,-55.61
ACS-WIFI_CLIENT_HOURLY-05-16,CPE0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,27.85,index,valid,synthetic_acs,39.45,144000,3,-72.55
ACS-WIFI_CLIENT_HOURLY-05-17,CPE0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,17.29,index,valid,synthetic_acs,41.85,147600,0,-57.43
ACS-WIFI_CLIENT_HOURLY-05-18,CPE0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,35.07,index,valid,synthetic_acs,53.08,151200,4,-58.91
ACS-WIFI_CLIENT_HOURLY-05-19,CPE0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,43.62,index,valid,synthetic_acs,53.48,154800,4,-67.98
ACS-WIFI_CLIENT_HOURLY-05-20,CPE0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,44.94,index,valid,synthetic_acs,39.83,158400,1,-71.09
ACS-WIFI_CLIENT_HOURLY-05-21,CPE0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,72.53,index,valid,synthetic_acs,49.36,162000,4,-65.01
ACS-WIFI_CLIENT_HOURLY-05-22,CPE0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,57.12,index,valid,synthetic_acs,47.89,165600,3,-49.8
ACS-WIFI_CLIENT_HOURLY-05-23,CPE0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,25.81,index,valid,synthetic_acs,36.99,169200,3,-61.62
ACS-WIFI_CLIENT_HOURLY-05-24,CPE0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,63.42,index,valid,synthetic_acs,49.04,172800,3,-49.2
ACS-WIFI_CLIENT_HOURLY-05-25,CPE0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,24.22,index,valid,synthetic_acs,41.18,176400,3,-64.22
ACS-WIFI_CLIENT_HOURLY-05-26,CPE0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,81.75,index,valid,synthetic_acs,35.17,180000,5,-71.15
ACS-WIFI_CLIENT_HOURLY-05-27,CPE0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,48.98,index,valid,synthetic_acs,36.27,183600,0,-47.05
ACS-WIFI_CLIENT_HOURLY-05-28,CPE0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,63.15,index,valid,synthetic_acs,43.32,187200,2,-49.46
ACS-WIFI_CLIENT_HOURLY-05-29,CPE0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,64.85,index,valid,synthetic_acs,47.2,190800,5,-73.99
ACS-WIFI_CLIENT_HOURLY-05-30,CPE0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,40.86,index,valid,synthetic_acs,50.92,194400,4,-50.12
ACS-WIFI_CLIENT_HOURLY-05-31,CPE0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,19.47,index,valid,synthetic_acs,51.63,198000,2,-45.08
ACS-WIFI_CLIENT_HOURLY-05-32,CPE0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,16.43,index,valid,synthetic_acs,39.92,201600,3,-55.54
ACS-WIFI_CLIENT_HOURLY-05-33,CPE0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,41.72,index,valid,synthetic_acs,48.88,205200,1,-49.92
ACS-WIFI_CLIENT_HOURLY-05-34,CPE0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,45.27,index,valid,synthetic_acs,37.62,208800,3,-64.78
ACS-WIFI_CLIENT_HOURLY-05-35,CPE0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,36.86,index,valid,synthetic_acs,48.64,212400,3,-52.38
ACS-WIFI_CLIENT_HOURLY-05-36,CPE0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,74.85,index,valid,synthetic_acs,38.74,216000,4,-45.18
ACS-WIFI_CLIENT_HOURLY-05-37,CPE0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,36.27,index,valid,synthetic_acs,52.29,219600,0,-50.49
ACS-WIFI_CLIENT_HOURLY-05-38,CPE0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,30.91,index,valid,synthetic_acs,39.5,223200,3,-58.78
ACS-WIFI_CLIENT_HOURLY-05-39,CPE0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,42.67,index,valid,synthetic_acs,36.36,226800,2,-58.94
ACS-WIFI_CLIENT_HOURLY-05-40,CPE0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,40.51,index,valid,synthetic_acs,35.11,230400,2,-50.0
ACS-WIFI_CLIENT_HOURLY-05-41,CPE0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,63.54,index,valid,synthetic_acs,40.42,234000,1,-45.79
ACS-WIFI_CLIENT_HOURLY-05-42,CPE0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,35.2,index,valid,synthetic_acs,54.14,237600,2,-60.92
ACS-WIFI_CLIENT_HOURLY-05-43,CPE0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,38.22,index,valid,synthetic_acs,41.04,241200,3,-70.4
ACS-WIFI_CLIENT_HOURLY-05-44,CPE0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,69.99,index,valid,synthetic_acs,53.77,244800,1,-60.39
ACS-WIFI_CLIENT_HOURLY-05-45,CPE0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,48.52,index,valid,synthetic_acs,44.58,248400,1,-68.89
ACS-WIFI_CLIENT_HOURLY-05-46,CPE0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,37.47,index,valid,synthetic_acs,36.12,252000,4,-71.41
ACS-WIFI_CLIENT_HOURLY-05-47,CPE0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,61.59,index,valid,synthetic_acs,48.8,255600,5,-74.32
ACS-WIFI_CLIENT_HOURLY-05-48,CPE0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,22.91,index,valid,synthetic_acs,52.78,259200,3,-69.51
ACS-WIFI_CLIENT_HOURLY-05-49,CPE0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,36.43,index,valid,synthetic_acs,43.76,262800,0,-65.22
ACS-WIFI_CLIENT_HOURLY-05-50,CPE0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,70.72,index,valid,synthetic_acs,35.2,266400,0,-72.32
ACS-WIFI_CLIENT_HOURLY-05-51,CPE0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,23.84,index,valid,synthetic_acs,37.51,270000,4,-58.15
ACS-WIFI_CLIENT_HOURLY-05-52,CPE0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,79.33,index,valid,synthetic_acs,53.24,273600,0,-68.09
ACS-WIFI_CLIENT_HOURLY-05-53,CPE0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,29.92,index,valid,synthetic_acs,38.64,277200,4,-65.24
ACS-WIFI_CLIENT_HOURLY-05-54,CPE0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,72.06,index,valid,synthetic_acs,49.32,280800,1,-58.03
ACS-WIFI_CLIENT_HOURLY-05-55,CPE0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,60.23,index,valid,synthetic_acs,45.11,284400,0,-67.2
ACS-WIFI_CLIENT_HOURLY-05-56,CPE0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,45.82,index,valid,synthetic_acs,50.05,288000,2,-71.76
ACS-WIFI_CLIENT_HOURLY-05-57,CPE0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,62.92,index,valid,synthetic_acs,42.71,291600,0,-61.31
ACS-WIFI_CLIENT_HOURLY-05-58,CPE0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,47.63,index,valid,synthetic_acs,41.33,295200,3,-50.26
ACS-WIFI_CLIENT_HOURLY-05-59,CPE0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,30.16,index,valid,synthetic_acs,49.3,298800,2,-57.52
ACS-WIFI_CLIENT_HOURLY-05-60,CPE0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,49.0,index,valid,synthetic_acs,39.87,302400,1,-63.48
ACS-WIFI_CLIENT_HOURLY-05-61,CPE0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,64.11,index,valid,synthetic_acs,37.71,306000,2,-52.01
ACS-WIFI_CLIENT_HOURLY-05-62,CPE0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,51.64,index,valid,synthetic_acs,40.98,309600,5,-66.1
ACS-WIFI_CLIENT_HOURLY-05-63,CPE0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,58.08,index,valid,synthetic_acs,38.13,313200,1,-62.44
ACS-WIFI_CLIENT_HOURLY-05-64,CPE0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,84.23,index,valid,synthetic_acs,42.76,316800,0,-57.67
ACS-WIFI_CLIENT_HOURLY-05-65,CPE0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,69.47,index,valid,synthetic_acs,40.13,320400,5,-70.94
ACS-WIFI_CLIENT_HOURLY-05-66,CPE0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,67.51,index,valid,synthetic_acs,52.7,324000,2,-59.21
ACS-WIFI_CLIENT_HOURLY-05-67,CPE0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,55.0,index,valid,synthetic_acs,45.48,327600,3,-49.82
ACS-WIFI_CLIENT_HOURLY-05-68,CPE0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,21.59,index,valid,synthetic_acs,51.25,331200,0,-54.14
ACS-WIFI_CLIENT_HOURLY-05-69,CPE0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,52.33,index,valid,synthetic_acs,40.56,334800,5,-67.77
ACS-WIFI_CLIENT_HOURLY-05-70,CPE0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,54.44,index,valid,synthetic_acs,41.18,338400,4,-55.93
ACS-WIFI_CLIENT_HOURLY-05-71,CPE0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,27.42,index,valid,synthetic_acs,39.27,342000,2,-67.68
