wifi_id,device_id,record_time,date_hour,ssid,band,channel,standard,signal_dbm,noise_dbm,client_count,tx_rate_mbps,rx_rate_mbps,retry_rate,province_code,duration,ne_id,created_date,wifi_name,wifi_max_bit_rate,wifi_channel,wifi_ssid,wifi_standard,wifi_regulatory_domain,wifi_total_bytes_sent,wifi_total_bytes_received,wifi_total_packets_sent,wifi_total_packets_received,wifi_total_associations,wifi_error_sent,wifi_error_received,wifi_total_psk_failures,wifi_total_integrity_failures,wifi_transmit_power,ip_address,connect_status,product_class,sw_version,hardware_version,manufacture
WIFI018036,CPE0019,2026-08-19 12:00:00,2026-08-19-12,SYNTH-018,5GHz,44,802.11ac,-55.9,-90,3,149.24,179.62,0.09,NBH,3600,NE0019,2026-08-19 12:00:00,SYNTH-018,149.24,44,SYNTH-018,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021036,CPE0022,2026-08-19 12:00:00,2026-08-19-12,SYNTH-021,5GHz,40,802.11ac,-45.82,-90,2,225.75,352.69,0.1,HCM,3600,NE0022,2026-08-19 12:00:00,SYNTH-021,225.75,40,SYNTH-021,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024036,CPE0025,2026-08-19 12:00:00,2026-08-19-12,SYNTH-024,5GHz,36,802.11ac,-45.81,-90,8,231.94,347.09,0.1,HCM,3600,NE0025,2026-08-19 12:00:00,SYNTH-024,231.94,36,SYNTH-024,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027036,CPE0028,2026-08-19 12:00:00,2026-08-19-12,SYNTH-027,5GHz,48,802.11ac,-55.35,-90,7,301.21,217.51,0.08,KHA,3600,NE0028,2026-08-19 12:00:00,SYNTH-027,301.21,48,SYNTH-027,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001037,CPE0002,2026-08-19 13:00:00,2026-08-19-13,SYNTH-001,5GHz,40,802.11ac,-52.58,-90,1,243.31,393.72,0.04,DBN,3600,NE0002,2026-08-19 13:00:00,SYNTH-001,243.31,40,SYNTH-001,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004037,CPE0005,2026-08-19 13:00:00,2026-08-19-13,SYNTH-004,5GHz,36,802.11ac,-52.21,-90,5,89.86,385.46,0.05,DBN,3600,NE0005,2026-08-19 13:00:00,SYNTH-004,89.86,36,SYNTH-004,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007037,CPE0008,2026-08-19 13:00:00,2026-08-19-13,SYNTH-007,5GHz,48,802.11ac,-65.25,-90,7,266.71,99.07,0.01,SLA,3600,NE0008,2026-08-19 13:00:00,SYNTH-007,266.71,48,SYNTH-007,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010037,CPE0011,2026-08-19 13:00:00,2026-08-19-13,SYNTH-010,5GHz,44,802.11ac,-62.86,-90,2,143.36,270.54,0.11,CMU,3600,NE0011,2026-08-19 13:00:00,SYNTH-010,143.36,44,SYNTH-010,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013037,CPE0014,2026-08-19 13:00:00,2026-08-19-13,SYNTH-013,5GHz,40,802.11ac,-56.71,-90,8,159.32,286.49,0.04,CMU,3600,NE0014,2026-08-19 13:00:00,SYNTH-013,159.32,40,SYNTH-013,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016037,CPE0017,2026-08-19 13:00:00,2026-08-19-13,SYNTH-016,5GHz,36,802.11ac,-65.5,-90,5,248.08,380.75,0.05,NBH,3600,NE0017,2026-08-19 13:00:00,SYNTH-016,248.08,36,SYNTH-016,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019037,CPE0020,2026-08-19 13:00:00,2026-08-19-13,SYNTH-019,5GHz,48,802.11ac,-69.47,-90,8,251.94,271.92,0.09,NBH,3600,NE0020,2026-08-19 13:00:00,SYNTH-019,251.94,48,SYNTH-019,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022037,CPE0023,2026-08-19 13:00:00,2026-08-19-13,SYNTH-022,5GHz,44,802.11ac,-48.05,-90,2,180.71,285.59,0.09,HCM,3600,NE0023,2026-08-19 13:00:00,SYNTH-022,180.71,44,SYNTH-022,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025037,CPE0026,2026-08-19 13:00:00,2026-08-19-13,SYNTH-025,5GHz,40,802.11ac,-53.73,-90,1,379.51,304.3,0.12,KHA,3600,NE0026,2026-08-19 13:00:00,SYNTH-025,379.51,40,SYNTH-025,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028037,CPE0029,2026-08-19 13:00:00,2026-08-19-13,SYNTH-028,5GHz,36,802.11ac,-65.66,-90,9,250.25,136.71,0.07,KHA,3600,NE0029,2026-08-19 13:00:00,SYNTH-028,250.25,36,SYNTH-028,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002038,CPE0003,2026-08-19 14:00:00,2026-08-19-14,SYNTH-002,5GHz,44,802.11ac,-63.38,-90,7,110.02,299.84,0.03,DBN,3600,NE0003,2026-08-19 14:00:00,SYNTH-002,110.02,44,SYNTH-002,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005038,CPE0006,2026-08-19 14:00:00,2026-08-19-14,SYNTH-005,5GHz,40,802.11ac,-52.15,-90,2,263.46,242.48,0.07,SLA,3600,NE0006,2026-08-19 14:00:00,SYNTH-005,263.46,40,SYNTH-005,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008038,CPE0009,2026-08-19 14:00:00,2026-08-19-14,SYNTH-008,5GHz,36,802.11ac,-56.52,-90,6,248.08,257.56,0.02,SLA,3600,NE0009,2026-08-19 14:00:00,SYNTH-008,248.08,36,SYNTH-008,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011038,CPE0012,2026-08-19 14:00:00,2026-08-19-14,SYNTH-011,5GHz,48,802.11ac,-48.96,-90,9,259.5,104.32,0.04,CMU,3600,NE0012,2026-08-19 14:00:00,SYNTH-011,259.5,48,SYNTH-011,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014038,CPE0015,2026-08-19 14:00:00,2026-08-19-14,SYNTH-014,5GHz,44,802.11ac,-55.75,-90,1,244.37,283.16,0.11,CMU,3600,NE0015,2026-08-19 14:00:00,SYNTH-014,244.37,44,SYNTH-014,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017038,CPE0018,2026-08-19 14:00:00,2026-08-19-14,SYNTH-017,5GHz,40,802.11ac,-61.37,-90,9,306.48,206.15,0.03,NBH,3600,NE0018,2026-08-19 14:00:00,SYNTH-017,306.48,40,SYNTH-017,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020038,CPE0021,2026-08-19 14:00:00,2026-08-19-14,SYNTH-020,5GHz,36,802.11ac,-45.21,-90,7,286.06,320.0,0.02,HCM,3600,NE0021,2026-08-19 14:00:00,SYNTH-020,286.06,36,SYNTH-020,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023038,CPE0024,2026-08-19 14:00:00,2026-08-19-14,SYNTH-023,5GHz,48,802.11ac,-49.83,-90,8,162.5,257.84,0.1,HCM,3600,NE0024,2026-08-19 14:00:00,SYNTH-023,162.5,48,SYNTH-023,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026038,CPE0027,2026-08-19 14:00:00,2026-08-19-14,SYNTH-026,5GHz,44,802.11ac,-64.02,-90,4,163.39,276.36,0.04,KHA,3600,NE0027,2026-08-19 14:00:00,SYNTH-026,163.39,44,SYNTH-026,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029038,CPE0030,2026-08-19 14:00:00,2026-08-19-14,SYNTH-029,5GHz,40,802.11ac,-45.74,-90,4,188.38,164.71,0.02,KHA,3600,NE0030,2026-08-19 14:00:00,SYNTH-029,188.38,40,SYNTH-029,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000039,CPE0001,2026-08-19 15:00:00,2026-08-19-15,SYNTH-000,5GHz,36,802.11ac,-64.32,-90,3,320.56,204.91,0.07,DBN,3600,NE0001,2026-08-19 15:00:00,SYNTH-000,320.56,36,SYNTH-000,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003039,CPE0004,2026-08-19 15:00:00,2026-08-19-15,SYNTH-003,5GHz,48,802.11ac,-50.7,-90,9,366.42,387.48,0.08,DBN,3600,NE0004,2026-08-19 15:00:00,SYNTH-003,366.42,48,SYNTH-003,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006039,CPE0007,2026-08-19 15:00:00,2026-08-19-15,SYNTH-006,5GHz,44,802.11ac,-67.49,-90,4,277.06,276.8,0.02,SLA,3600,NE0007,2026-08-19 15:00:00,SYNTH-006,277.06,44,SYNTH-006,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009039,CPE0010,2026-08-19 15:00:00,2026-08-19-15,SYNTH-009,5GHz,40,802.11ac,-53.24,-90,3,143.47,240.16,0.03,SLA,3600,NE0010,2026-08-19 15:00:00,SYNTH-009,143.47,40,SYNTH-009,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012039,CPE0013,2026-08-19 15:00:00,2026-08-19-15,SYNTH-012,5GHz,36,802.11ac,-48.37,-90,5,201.3,190.73,0.09,CMU,3600,NE0013,2026-08-19 15:00:00,SYNTH-012,201.3,36,SYNTH-012,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015039,CPE0016,2026-08-19 15:00:00,2026-08-19-15,SYNTH-015,5GHz,48,802.11ac,-56.31,-90,3,319.87,156.44,0.02,NBH,3600,NE0016,2026-08-19 15:00:00,SYNTH-015,319.87,48,SYNTH-015,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018039,CPE0019,2026-08-19 15:00:00,2026-08-19-15,SYNTH-018,5GHz,44,802.11ac,-63.62,-90,4,356.33,348.98,0.02,NBH,3600,NE0019,2026-08-19 15:00:00,SYNTH-018,356.33,44,SYNTH-018,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021039,CPE0022,2026-08-19 15:00:00,2026-08-19-15,SYNTH-021,5GHz,40,802.11ac,-58.5,-90,4,119.58,320.63,0.04,HCM,3600,NE0022,2026-08-19 15:00:00,SYNTH-021,119.58,40,SYNTH-021,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024039,CPE0025,2026-08-19 15:00:00,2026-08-19-15,SYNTH-024,5GHz,36,802.11ac,-56.79,-90,4,126.54,246.37,0.09,HCM,3600,NE0025,2026-08-19 15:00:00,SYNTH-024,126.54,36,SYNTH-024,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027039,CPE0028,2026-08-19 15:00:00,2026-08-19-15,SYNTH-027,5GHz,48,802.11ac,-68.5,-90,4,112.76,186.16,0.1,KHA,3600,NE0028,2026-08-19 15:00:00,SYNTH-027,112.76,48,SYNTH-027,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001040,CPE0002,2026-08-19 16:00:00,2026-08-19-16,SYNTH-001,5GHz,40,802.11ac,-70.46,-90,1,198.21,230.14,0.08,DBN,3600,NE0002,2026-08-19 16:00:00,SYNTH-001,198.21,40,SYNTH-001,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004040,CPE0005,2026-08-19 16:00:00,2026-08-19-16,SYNTH-004,5GHz,36,802.11ac,-48.93,-90,8,257.06,204.61,0.02,DBN,3600,NE0005,2026-08-19 16:00:00,SYNTH-004,257.06,36,SYNTH-004,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007040,CPE0008,2026-08-19 16:00:00,2026-08-19-16,SYNTH-007,5GHz,48,802.11ac,-50.92,-90,4,288.43,88.8,0.03,SLA,3600,NE0008,2026-08-19 16:00:00,SYNTH-007,288.43,48,SYNTH-007,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010040,CPE0011,2026-08-19 16:00:00,2026-08-19-16,SYNTH-010,5GHz,44,802.11ac,-65.21,-90,3,230.93,243.59,0.06,CMU,3600,NE0011,2026-08-19 16:00:00,SYNTH-010,230.93,44,SYNTH-010,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013040,CPE0014,2026-08-19 16:00:00,2026-08-19-16,SYNTH-013,5GHz,40,802.11ac,-45.1,-90,5,303.66,102.25,0.05,CMU,3600,NE0014,2026-08-19 16:00:00,SYNTH-013,303.66,40,SYNTH-013,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016040,CPE0017,2026-08-19 16:00:00,2026-08-19-16,SYNTH-016,5GHz,36,802.11ac,-58.86,-90,6,184.96,88.41,0.07,NBH,3600,NE0017,2026-08-19 16:00:00,SYNTH-016,184.96,36,SYNTH-016,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019040,CPE0020,2026-08-19 16:00:00,2026-08-19-16,SYNTH-019,5GHz,48,802.11ac,-66.2,-90,8,112.07,332.96,0.09,NBH,3600,NE0020,2026-08-19 16:00:00,SYNTH-019,112.07,48,SYNTH-019,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022040,CPE0023,2026-08-19 16:00:00,2026-08-19-16,SYNTH-022,5GHz,44,802.11ac,-61.32,-90,4,82.98,296.06,0.07,HCM,3600,NE0023,2026-08-19 16:00:00,SYNTH-022,82.98,44,SYNTH-022,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025040,CPE0026,2026-08-19 16:00:00,2026-08-19-16,SYNTH-025,5GHz,40,802.11ac,-63.17,-90,5,288.36,334.07,0.01,KHA,3600,NE0026,2026-08-19 16:00:00,SYNTH-025,288.36,40,SYNTH-025,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028040,CPE0029,2026-08-19 16:00:00,2026-08-19-16,SYNTH-028,5GHz,36,802.11ac,-58.51,-90,4,271.71,270.73,0.1,KHA,3600,NE0029,2026-08-19 16:00:00,SYNTH-028,271.71,36,SYNTH-028,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002041,CPE0003,2026-08-19 17:00:00,2026-08-19-17,SYNTH-002,5GHz,44,802.11ac,-54.52,-90,6,130.03,234.6,0.06,DBN,3600,NE0003,2026-08-19 17:00:00,SYNTH-002,130.03,44,SYNTH-002,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005041,CPE0006,2026-08-19 17:00:00,2026-08-19-17,SYNTH-005,5GHz,40,802.11ac,-62.98,-90,3,338.37,108.68,0.09,SLA,3600,NE0006,2026-08-19 17:00:00,SYNTH-005,338.37,40,SYNTH-005,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008041,CPE0009,2026-08-19 17:00:00,2026-08-19-17,SYNTH-008,5GHz,36,802.11ac,-51.73,-90,7,154.26,271.82,0.05,SLA,3600,NE0009,2026-08-19 17:00:00,SYNTH-008,154.26,36,SYNTH-008,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011041,CPE0012,2026-08-19 17:00:00,2026-08-19-17,SYNTH-011,5GHz,48,802.11ac,-48.2,-90,2,282.98,349.11,0.07,CMU,3600,NE0012,2026-08-19 17:00:00,SYNTH-011,282.98,48,SYNTH-011,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014041,CPE0015,2026-08-19 17:00:00,2026-08-19-17,SYNTH-014,5GHz,44,802.11ac,-69.97,-90,8,210.46,268.87,0.08,CMU,3600,NE0015,2026-08-19 17:00:00,SYNTH-014,210.46,44,SYNTH-014,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017041,CPE0018,2026-08-19 17:00:00,2026-08-19-17,SYNTH-017,5GHz,40,802.11ac,-68.78,-90,1,344.63,278.08,0.1,NBH,3600,NE0018,2026-08-19 17:00:00,SYNTH-017,344.63,40,SYNTH-017,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020041,CPE0021,2026-08-19 17:00:00,2026-08-19-17,SYNTH-020,5GHz,36,802.11ac,-59.33,-90,1,91.45,315.43,0.11,HCM,3600,NE0021,2026-08-19 17:00:00,SYNTH-020,91.45,36,SYNTH-020,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023041,CPE0024,2026-08-19 17:00:00,2026-08-19-17,SYNTH-023,5GHz,48,802.11ac,-61.58,-90,8,238.64,87.63,0.08,HCM,3600,NE0024,2026-08-19 17:00:00,SYNTH-023,238.64,48,SYNTH-023,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026041,CPE0027,2026-08-19 17:00:00,2026-08-19-17,SYNTH-026,5GHz,44,802.11ac,-60.73,-90,2,351.45,269.27,0.09,KHA,3600,NE0027,2026-08-19 17:00:00,SYNTH-026,351.45,44,SYNTH-026,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029041,CPE0030,2026-08-19 17:00:00,2026-08-19-17,SYNTH-029,5GHz,40,802.11ac,-56.78,-90,5,221.95,111.46,0.05,KHA,3600,NE0030,2026-08-19 17:00:00,SYNTH-029,221.95,40,SYNTH-029,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000042,CPE0001,2026-08-19 18:00:00,2026-08-19-18,SYNTH-000,5GHz,36,802.11ac,-52.33,-90,9,150.39,195.34,0.02,DBN,3600,NE0001,2026-08-19 18:00:00,SYNTH-000,150.39,36,SYNTH-000,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003042,CPE0004,2026-08-19 18:00:00,2026-08-19-18,SYNTH-003,5GHz,48,802.11ac,-66.22,-90,6,168.38,83.88,0.03,DBN,3600,NE0004,2026-08-19 18:00:00,SYNTH-003,168.38,48,SYNTH-003,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006042,CPE0007,2026-08-19 18:00:00,2026-08-19-18,SYNTH-006,5GHz,44,802.11ac,-59.42,-90,2,376.12,89.29,0.09,SLA,3600,NE0007,2026-08-19 18:00:00,SYNTH-006,376.12,44,SYNTH-006,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009042,CPE0010,2026-08-19 18:00:00,2026-08-19-18,SYNTH-009,5GHz,40,802.11ac,-55.56,-90,9,334.67,343.35,0.05,SLA,3600,NE0010,2026-08-19 18:00:00,SYNTH-009,334.67,40,SYNTH-009,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012042,CPE0013,2026-08-19 18:00:00,2026-08-19-18,SYNTH-012,5GHz,36,802.11ac,-51.85,-90,3,217.1,95.15,0.11,CMU,3600,NE0013,2026-08-19 18:00:00,SYNTH-012,217.1,36,SYNTH-012,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015042,CPE0016,2026-08-19 18:00:00,2026-08-19-18,SYNTH-015,5GHz,48,802.11ac,-46.35,-90,4,159.37,381.49,0.08,NBH,3600,NE0016,2026-08-19 18:00:00,SYNTH-015,159.37,48,SYNTH-015,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018042,CPE0019,2026-08-19 18:00:00,2026-08-19-18,SYNTH-018,5GHz,44,802.11ac,-51.53,-90,3,131.61,140.55,0.02,NBH,3600,NE0019,2026-08-19 18:00:00,SYNTH-018,131.61,44,SYNTH-018,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021042,CPE0022,2026-08-19 18:00:00,2026-08-19-18,SYNTH-021,5GHz,40,802.11ac,-59.09,-90,9,111.76,121.08,0.09,HCM,3600,NE0022,2026-08-19 18:00:00,SYNTH-021,111.76,40,SYNTH-021,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024042,CPE0025,2026-08-19 18:00:00,2026-08-19-18,SYNTH-024,5GHz,36,802.11ac,-71.22,-90,6,371.63,208.76,0.03,HCM,3600,NE0025,2026-08-19 18:00:00,SYNTH-024,371.63,36,SYNTH-024,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027042,CPE0028,2026-08-19 18:00:00,2026-08-19-18,SYNTH-027,5GHz,48,802.11ac,-48.92,-90,5,292.46,191.19,0.07,KHA,3600,NE0028,2026-08-19 18:00:00,SYNTH-027,292.46,48,SYNTH-027,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001043,CPE0002,2026-08-19 19:00:00,2026-08-19-19,SYNTH-001,5GHz,40,802.11ac,-69.68,-90,8,296.91,105.06,0.06,DBN,3600,NE0002,2026-08-19 19:00:00,SYNTH-001,296.91,40,SYNTH-001,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004043,CPE0005,2026-08-19 19:00:00,2026-08-19-19,SYNTH-004,5GHz,36,802.11ac,-53.19,-90,4,266.5,237.93,0.02,DBN,3600,NE0005,2026-08-19 19:00:00,SYNTH-004,266.5,36,SYNTH-004,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007043,CPE0008,2026-08-19 19:00:00,2026-08-19-19,SYNTH-007,5GHz,48,802.11ac,-45.34,-90,6,111.33,305.98,0.12,SLA,3600,NE0008,2026-08-19 19:00:00,SYNTH-007,111.33,48,SYNTH-007,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010043,CPE0011,2026-08-19 19:00:00,2026-08-19-19,SYNTH-010,5GHz,44,802.11ac,-46.52,-90,4,174.86,200.98,0.08,CMU,3600,NE0011,2026-08-19 19:00:00,SYNTH-010,174.86,44,SYNTH-010,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013043,CPE0014,2026-08-19 19:00:00,2026-08-19-19,SYNTH-013,5GHz,40,802.11ac,-57.0,-90,3,168.1,130.6,0.02,CMU,3600,NE0014,2026-08-19 19:00:00,SYNTH-013,168.1,40,SYNTH-013,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016043,CPE0017,2026-08-19 19:00:00,2026-08-19-19,SYNTH-016,5GHz,36,802.11ac,-63.67,-90,1,275.92,260.59,0.09,NBH,3600,NE0017,2026-08-19 19:00:00,SYNTH-016,275.92,36,SYNTH-016,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019043,CPE0020,2026-08-19 19:00:00,2026-08-19-19,SYNTH-019,5GHz,48,802.11ac,-70.83,-90,7,312.32,150.5,0.07,NBH,3600,NE0020,2026-08-19 19:00:00,SYNTH-019,312.32,48,SYNTH-019,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022043,CPE0023,2026-08-19 19:00:00,2026-08-19-19,SYNTH-022,5GHz,44,802.11ac,-45.86,-90,7,202.01,214.3,0.03,HCM,3600,NE0023,2026-08-19 19:00:00,SYNTH-022,202.01,44,SYNTH-022,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025043,CPE0026,2026-08-19 19:00:00,2026-08-19-19,SYNTH-025,5GHz,40,802.11ac,-49.01,-90,2,266.04,232.31,0.08,KHA,3600,NE0026,2026-08-19 19:00:00,SYNTH-025,266.04,40,SYNTH-025,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
