optical_tx_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-OPTICAL_TX_HOURLY-04-09,CPE0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,61.44,index,valid,synthetic_acs,36.78,118800,5,-63.47
ACS-OPTICAL_TX_HOURLY-04-10,CPE0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.13,index,valid,synthetic_acs,52.35,122400,0,-62.15
ACS-OPTICAL_TX_HOURLY-04-11,CPE0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,59.16,index,valid,synthetic_acs,36.24,126000,4,-72.41
ACS-OPTICAL_TX_HOURLY-04-12,CPE0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,20.42,index,valid,synthetic_acs,42.51,129600,3,-68.69
ACS-OPTICAL_TX_HOURLY-04-13,CPE0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,55.82,index,valid,synthetic_acs,44.87,133200,3,-65.96
ACS-OPTICAL_TX_HOURLY-04-14,CPE0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,24.02,index,valid,synthetic_acs,46.52,136800,2,-45.23
ACS-OPTICAL_TX_HOURLY-04-15,CPE0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,52.1,index,valid,synthetic_acs,40.18,140400,1,-74.84
ACS-OPTICAL_TX_HOURLY-04-16,CPE0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,20.83,index,valid,synthetic_acs,51.77,144000,3,-57.87
ACS-OPTICAL_TX_HOURLY-04-17,CPE0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,34.48,index,valid,synthetic_acs,53.66,147600,1,-72.74
ACS-OPTICAL_TX_HOURLY-04-18,CPE0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,36.56,index,valid,synthetic_acs,51.74,151200,2,-65.69
ACS-OPTICAL_TX_HOURLY-04-19,CPE0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,79.74,index,valid,synthetic_acs,51.55,154800,0,-59.19
ACS-OPTICAL_TX_HOURLY-04-20,CPE0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,74.04,index,valid,synthetic_acs,39.07,158400,5,-66.52
ACS-OPTICAL_TX_HOURLY-04-21,CPE0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,36.27,index,valid,synthetic_acs,42.77,162000,0,-46.16
ACS-OPTICAL_TX_HOURLY-04-22,CPE0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,32.8,index,valid,synthetic_acs,50.91,165600,0,-54.93
ACS-OPTICAL_TX_HOURLY-04-23,CPE0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,27.85,index,valid,synthetic_acs,38.62,169200,4,-65.11
ACS-OPTICAL_TX_HOURLY-04-24,CPE0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.45,index,valid,synthetic_acs,49.27,172800,4,-64.3
ACS-OPTICAL_TX_HOURLY-04-25,CPE0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,49.15,index,valid,synthetic_acs,44.23,176400,1,-62.28
ACS-OPTICAL_TX_HOURLY-04-26,CPE0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,50.33,index,valid,synthetic_acs,52.58,180000,3,-64.5
ACS-OPTICAL_TX_HOURLY-04-27,CPE0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,63.19,index,valid,synthetic_acs,36.73,183600,2,-64.6
ACS-OPTICAL_TX_HOURLY-04-28,CPE0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,31.66,index,valid,synthetic_acs,48.21,187200,3,-66.16
ACS-OPTICAL_TX_HOURLY-04-29,CPE0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,84.4,index,valid,synthetic_acs,44.59,190800,3,-69.54
ACS-OPTICAL_TX_HOURLY-04-30,CPE0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,62.08,index,valid,synthetic_acs,40.95,194400,3,-73.54
ACS-OPTICAL_TX_HOURLY-04-31,CPE0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,57.23,index,valid,synthetic_acs,36.67,198000,5,-63.29
ACS-OPTICAL_TX_HOURLY-04-32,CPE0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,34.75,index,valid,synthetic_acs,45.58,201600,5,-65.0
ACS-OPTICAL_TX_HOURLY-04-33,CPE0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,26.77,index,valid,synthetic_acs,39.94,205200,4,-70.57
ACS-OPTICAL_TX_HOURLY-04-34,CPE0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,46.2,index,valid,synthetic_acs,49.04,208800,2,-65.29
ACS-OPTICAL_TX_HOURLY-04-35,CPE0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,79.08,index,valid,synthetic_acs,53.17,212400,0,-69.86
ACS-OPTICAL_TX_HOURLY-04-36,CPE0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,43.93,index,valid,synthetic_acs,43.27,216000,2,-64.91
ACS-OPTICAL_TX_HOURLY-04-37,CPE0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,49.56,index,valid,synthetic_acs,41.43,219600,1,-64.44
ACS-OPTICAL_TX_HOURLY-04-38,CPE0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,83.35,index,valid,synthetic_acs,51.91,223200,4,-49.41
ACS-OPTICAL_TX_HOURLY-04-39,CPE0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,51.14,index,valid,synthetic_acs,49.0,226800,3,-59.97
ACS-OPTICAL_TX_HOURLY-04-40,CPE0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,63.95,index,valid,synthetic_acs,51.11,230400,0,-72.41
ACS-OPTICAL_TX_HOURLY-04-41,CPE0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.91,index,valid,synthetic_acs,41.6,234000,5,-73.99
ACS-OPTICAL_TX_HOURLY-04-42,CPE0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,65.36,index,valid,synthetic_acs,48.76,237600,3,-69.2
ACS-OPTICAL_TX_HOURLY-04-43,CPE0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,80.65,index,valid,synthetic_acs,52.67,241200,4,-67.71
ACS-OPTICAL_TX_HOURLY-04-44,CPE0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,38.61,index,valid,synthetic_acs,53.03,244800,3,-64.8
ACS-OPTICAL_TX_HOURLY-04-45,CPE0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,52.81,index,valid,synthetic_acs,43.63,248400,5,-49.57
ACS-OPTICAL_TX_HOURLY-04-46,CPE0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,83.01,index,valid,synthetic_acs,45.38,252000,5,-66.54
ACS-OPTICAL_TX_HOURLY-04-47,CPE0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,70.37,index,valid,synthetic_acs,53.4,255600,1,-52.02
ACS-OPTICAL_TX_HOURLY-04-48,CPE0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,59.83,index,valid,synthetic_acs,54.91,259200,2,-65.11
ACS-OPTICAL_TX_HOURLY-04-49,CPE0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,65.06,index,valid,synthetic_acs,54.76,262800,1,-49.21
ACS-OPTICAL_TX_HOURLY-04-50,CPE0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,33.95,index,valid,synthetic_acs,49.73,266400,2,-58.9
ACS-OPTICAL_TX_HOURLY-04-51,CPE0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,82.13,index,valid,synthetic_acs,45.9,270000,5,-70.79
ACS-OPTICAL_TX_HOURLY-04-52,CPE0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,59.79,index,valid,synthetic_acs,53.37,273600,3,-73.59
ACS-OPTICAL_TX_HOURLY-04-53,CPE0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,74.13,index,valid,synthetic_acs,50.98,277200,1,-63.9
ACS-OPTICAL_TX_HOURLY-04-54,CPE0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,74.65,index,valid,synthetic_acs,53.23,280800,2,-70.76
ACS-OPTICAL_TX_HOURLY-04-55,CPE0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,42.93,index,valid,synthetic_acs,40.43,284400,5,-65.77
ACS-OPTICAL_TX_HOURLY-04-56,CPE0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,81.11,index,valid,synthetic_acs,50.2,288000,5,-46.23
ACS-OPTICAL_TX_HOURLY-04-57,CPE0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,65.04,index,valid,synthetic_acs,43.02,291600,4,-57.59
ACS-OPTICAL_TX_HOURLY-04-58,CPE0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,78.38,index,valid,synthetic_acs,41.78,295200,5,-71.03
ACS-OPTICAL_TX_HOURLY-04-59,CPE0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,64.39,index,valid,synthetic_acs,35.6,298800,4,-56.05
ACS-OPTICAL_TX_HOURLY-04-60,CPE0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,40.46,index,valid,synthetic_acs,51.96,302400,0,-67.13
ACS-OPTICAL_TX_HOURLY-04-61,CPE0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,35.1,index,valid,synthetic_acs,53.18,306000,4,-59.62
ACS-OPTICAL_TX_HOURLY-04-62,CPE0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,77.1,index,valid,synthetic_acs,38.42,309600,4,-53.64
ACS-OPTICAL_TX_HOURLY-04-63,CPE0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,15.66,index,valid,synthetic_acs,37.62,313200,5,-55.08
ACS-OPTICAL_TX_HOURLY-04-64,CPE0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,40.83,index,valid,synthetic_acs,50.85,316800,2,-50.29
ACS-OPTICAL_TX_HOURLY-04-65,CPE0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,84.8,index,valid,synthetic_acs,41.59,320400,1,-66.78
ACS-OPTICAL_TX_HOURLY-04-66,CPE0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,25.79,index,valid,synthetic_acs,50.45,324000,4,-46.52
ACS-OPTICAL_TX_HOURLY-04-67,CPE0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,51.56,index,valid,synthetic_acs,47.76,327600,3,-58.77
ACS-OPTICAL_TX_HOURLY-04-68,CPE0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,81.91,index,valid,synthetic_acs,45.11,331200,5,-63.61
ACS-OPTICAL_TX_HOURLY-04-69,CPE0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,52.8,index,valid,synthetic_acs,39.82,334800,1,-69.98
ACS-OPTICAL_TX_HOURLY-04-70,CPE0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,74.82,index,valid,synthetic_acs,40.14,338400,4,-61.1
ACS-OPTICAL_TX_HOURLY-04-71,CPE0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,48.79,index,valid,synthetic_acs,42.31,342000,0,-64.32
ACS-OPTICAL_TX_HOURLY-05-00,CPE0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,26.44,index,valid,synthetic_acs,52.38,86400,2,-48.03
ACS-OPTICAL_TX_HOURLY-05-01,CPE0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,39.41,index,valid,synthetic_acs,38.41,90000,3,-62.78
ACS-OPTICAL_TX_HOURLY-05-02,CPE0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,18.34,index,valid,synthetic_acs,35.21,93600,4,-54.7
ACS-OPTICAL_TX_HOURLY-05-03,CPE0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,65.3,index,valid,synthetic_acs,53.13,97200,5,-68.88
ACS-OPTICAL_TX_HOURLY-05-04,CPE0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,22.14,index,valid,synthetic_acs,42.76,100800,5,-60.05
ACS-OPTICAL_TX_HOURLY-05-05,CPE0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,65.42,index,valid,synthetic_acs,36.29,104400,1,-65.2
ACS-OPTICAL_TX_HOURLY-05-06,CPE0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,74.63,index,valid,synthetic_acs,36.87,108000,0,-74.38
ACS-OPTICAL_TX_HOURLY-05-07,CPE0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,51.62,index,valid,synthetic_acs,43.28,111600,3,-48.71
ACS-OPTICAL_TX_HOURLY-05-08,CPE0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,40.05,index,valid,synthetic_acs,52.44,115200,5,-73.92
ACS-OPTICAL_TX_HOURLY-05-09,CPE0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,51.93,index,valid,synthetic_acs,39.89,118800,4,-48.16
ACS-OPTICAL_TX_HOURLY-05-10,CPE0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,17.97,index,valid,synthetic_acs,43.26,122400,4,-56.26
ACS-OPTICAL_TX_HOURLY-05-11,CPE0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,43.09,index,valid,synthetic_acs,54.0,126000,4,-70.81
ACS-OPTICAL_TX_HOURLY-05-12,CPE0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,57.7,index,valid,synthetic_acs,36.84,129600,4,-52.9
ACS-OPTICAL_TX_HOURLY-05-13,CPE0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,76.06,index,valid,synthetic_acs,45.35,133200,2,-59.55
ACS-OPTICAL_TX_HOURLY-05-14,CPE0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,26.58,index,valid,synthetic_acs,54.69,136800,4,-61.47
ACS-OPTICAL_TX_HOURLY-05-15,CPE0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,34.12,index,valid,synthetic_acs,45.74,140400,0,-58.52
ACS-OPTICAL_TX_HOURLY-05-16,CPE0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,39.65,index,valid,synthetic_acs,46.46,144000,1,-52.24
ACS-OPTICAL_TX_HOURLY-05-17,CPE0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,77.36,index,valid,synthetic_acs,38.58,147600,5,-61.84
ACS-OPTICAL_TX_HOURLY-05-18,CPE0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,16.79,index,valid,synthetic_acs,41.32,151200,5,-71.83
ACS-OPTICAL_TX_HOURLY-05-19,CPE0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,36.23,index,valid,synthetic_acs,43.46,154800,1,-54.47
ACS-OPTICAL_TX_HOURLY-05-20,CPE0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,70.47,index,valid,synthetic_acs,41.3,158400,4,-58.66
ACS-OPTICAL_TX_HOURLY-05-21,CPE0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,27.37,index,valid,synthetic_acs,42.5,162000,3,-60.56
ACS-OPTICAL_TX_HOURLY-05-22,CPE0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,50.15,index,valid,synthetic_acs,36.62,165600,1,-73.78
ACS-OPTICAL_TX_HOURLY-05-23,CPE0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,65.96,index,valid,synthetic_acs,48.21,169200,5,-72.34
ACS-OPTICAL_TX_HOURLY-05-24,CPE0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,79.37,index,valid,synthetic_acs,43.48,172800,2,-69.93
ACS-OPTICAL_TX_HOURLY-05-25,CPE0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,60.83,index,valid,synthetic_acs,54.83,176400,0,-47.82
ACS-OPTICAL_TX_HOURLY-05-26,CPE0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,44.91,index,valid,synthetic_acs,53.65,180000,1,-74.86
ACS-OPTICAL_TX_HOURLY-05-27,CPE0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,81.41,index,valid,synthetic_acs,36.46,183600,5,-68.44
ACS-OPTICAL_TX_HOURLY-05-28,CPE0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,45.66,index,valid,synthetic_acs,50.35,187200,4,-50.99
ACS-OPTICAL_TX_HOURLY-05-29,CPE0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,44.31,index,valid,synthetic_acs,54.43,190800,5,-71.8
ACS-OPTICAL_TX_HOURLY-05-30,CPE0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,50.61,index,valid,synthetic_acs,45.79,194400,4,-51.87
ACS-OPTICAL_TX_HOURLY-05-31,CPE0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,59.94,index,valid,synthetic_acs,38.84,198000,0,-73.92
ACS-OPTICAL_TX_HOURLY-05-32,CPE0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,20.03,index,valid,synthetic_acs,50.66,201600,0,-58.78
ACS-OPTICAL_TX_HOURLY-05-33,CPE0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,34.61,index,valid,synthetic_acs,46.48,205200,4,-54.03
ACS-OPTICAL_TX_HOURLY-05-34,CPE0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,38.47,index,valid,synthetic_acs,50.14,208800,5,-60.69
ACS-OPTICAL_TX_HOURLY-05-35,CPE0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,77.05,index,valid,synthetic_acs,46.08,212400,3,-49.43
ACS-OPTICAL_TX_HOURLY-05-36,CPE0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,53.71,index,valid,synthetic_acs,37.61,216000,5,-56.78
ACS-OPTICAL_TX_HOURLY-05-37,CPE0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,71.91,index,valid,synthetic_acs,42.24,219600,1,-45.72
ACS-OPTICAL_TX_HOURLY-05-38,CPE0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,32.68,index,valid,synthetic_acs,53.45,223200,2,-58.44
ACS-OPTICAL_TX_HOURLY-05-39,CPE0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,25.5,index,valid,synthetic_acs,47.62,226800,3,-55.72
ACS-OPTICAL_TX_HOURLY-05-40,CPE0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,53.49,index,valid,synthetic_acs,45.12,230400,5,-45.98
ACS-OPTICAL_TX_HOURLY-05-41,CPE0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,29.22,index,valid,synthetic_acs,37.36,234000,3,-66.08
ACS-OPTICAL_TX_HOURLY-05-42,CPE0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,82.27,index,valid,synthetic_acs,37.68,237600,1,-73.53
ACS-OPTICAL_TX_HOURLY-05-43,CPE0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,27.07,index,valid,synthetic_acs,50.82,241200,3,-46.66
ACS-OPTICAL_TX_HOURLY-05-44,CPE0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,34.37,index,valid,synthetic_acs,42.37,244800,4,-48.89
ACS-OPTICAL_TX_HOURLY-05-45,CPE0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,60.14,index,valid,synthetic_acs,51.22,248400,0,-73.57
ACS-OPTICAL_TX_HOURLY-05-46,CPE0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,37.42,index,valid,synthetic_acs,42.74,252000,3,-74.88
ACS-OPTICAL_TX_HOURLY-05-47,CPE0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,33.5,index,valid,synthetic_acs,50.57,255600,2,-70.03
ACS-OPTICAL_TX_HOURLY-05-48,CPE0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,65.32,index,valid,synthetic_acs,46.68,259200,1,-62.83
ACS-OPTICAL_TX_HOURLY-05-49,CPE0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,59.5,index,valid,synthetic_acs,49.56,262800,3,-70.8
ACS-OPTICAL_TX_HOURLY-05-50,CPE0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,54.06,index,valid,synthetic_acs,35.4,266400,2,-58.91
ACS-OPTICAL_TX_HOURLY-05-51,CPE0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,28.22,index,valid,synthetic_acs,54.84,270000,1,-49.33
ACS-OPTICAL_TX_HOURLY-05-52,CPE0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,61.17,index,valid,synthetic_acs,45.23,273600,1,-50.67
ACS-OPTICAL_TX_HOURLY-05-53,CPE0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,38.88,index,valid,synthetic_acs,54.16,277200,4,-59.81
ACS-OPTICAL_TX_HOURLY-05-54,CPE0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,43.2,index,valid,synthetic_acs,47.61,280800,2,-59.04
ACS-OPTICAL_TX_HOURLY-05-55,CPE0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,66.96,index,valid,synthetic_acs,49.34,284400,3,-65.53
ACS-OPTICAL_TX_HOURLY-05-56,CPE0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,48.44,index,valid,synthetic_acs,42.91,288000,1,-59.23
ACS-OPTICAL_TX_HOURLY-05-57,CPE0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,73.06,index,valid,synthetic_acs,46.57,291600,2,-45.93
ACS-OPTICAL_TX_HOURLY-05-58,CPE0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,83.53,index,valid,synthetic_acs,35.03,295200,4,-53.47
ACS-OPTICAL_TX_HOURLY-05-59,CPE0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,63.46,index,valid,synthetic_acs,52.3,298800,0,-56.81
ACS-OPTICAL_TX_HOURLY-05-60,CPE0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,65.06,index,valid,synthetic_acs,52.13,302400,3,-66.31
ACS-OPTICAL_TX_HOURLY-05-61,CPE0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,21.18,index,valid,synthetic_acs,54.42,306000,2,-74.43
ACS-OPTICAL_TX_HOURLY-05-62,CPE0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,83.92,index,valid,synthetic_acs,51.74,309600,1,-47.35
ACS-OPTICAL_TX_HOURLY-05-63,CPE0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,21.82,index,valid,synthetic_acs,54.63,313200,2,-72.88
ACS-OPTICAL_TX_HOURLY-05-64,CPE0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,75.9,index,valid,synthetic_acs,40.11,316800,3,-62.97
ACS-OPTICAL_TX_HOURLY-05-65,CPE0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,15.9,index,valid,synthetic_acs,51.36,320400,1,-52.1
ACS-OPTICAL_TX_HOURLY-05-66,CPE0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,25.41,index,valid,synthetic_acs,40.57,324000,0,-47.66
ACS-OPTICAL_TX_HOURLY-05-67,CPE0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,56.73,index,valid,synthetic_acs,41.01,327600,5,-69.16
ACS-OPTICAL_TX_HOURLY-05-68,CPE0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,19.57,index,valid,synthetic_acs,37.3,331200,2,-51.98
ACS-OPTICAL_TX_HOURLY-05-69,CPE0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,26.31,index,valid,synthetic_acs,42.76,334800,3,-51.12
ACS-OPTICAL_TX_HOURLY-05-70,CPE0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,26.33,index,valid,synthetic_acs,40.4,338400,5,-63.57
ACS-OPTICAL_TX_HOURLY-05-71,CPE0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,31.09,index,valid,synthetic_acs,37.98,342000,2,-69.3
