wan_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-WAN_HOURLY-04-31,CPE0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,58.11,index,valid,synthetic_acs,36.52,198000,3,-64.59
ACS-WAN_HOURLY-04-32,CPE0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,61.5,index,valid,synthetic_acs,39.9,201600,2,-67.28
ACS-WAN_HOURLY-04-33,CPE0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,50.95,index,valid,synthetic_acs,44.18,205200,4,-66.37
ACS-WAN_HOURLY-04-34,CPE0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,27.25,index,valid,synthetic_acs,49.16,208800,1,-72.27
ACS-WAN_HOURLY-04-35,CPE0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,47.87,index,valid,synthetic_acs,38.54,212400,0,-51.4
ACS-WAN_HOURLY-04-36,CPE0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,64.39,index,valid,synthetic_acs,44.57,216000,4,-48.24
ACS-WAN_HOURLY-04-37,CPE0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,75.26,index,valid,synthetic_acs,43.19,219600,1,-55.29
ACS-WAN_HOURLY-04-38,CPE0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,38.82,index,valid,synthetic_acs,40.33,223200,1,-71.23
ACS-WAN_HOURLY-04-39,CPE0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,15.69,index,valid,synthetic_acs,41.02,226800,2,-55.78
ACS-WAN_HOURLY-04-40,CPE0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,38.2,index,valid,synthetic_acs,46.49,230400,4,-68.42
ACS-WAN_HOURLY-04-41,CPE0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,62.59,index,valid,synthetic_acs,37.6,234000,1,-56.59
ACS-WAN_HOURLY-04-42,CPE0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,70.75,index,valid,synthetic_acs,48.0,237600,2,-47.33
ACS-WAN_HOURLY-04-43,CPE0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,69.87,index,valid,synthetic_acs,46.38,241200,2,-59.34
ACS-WAN_HOURLY-04-44,CPE0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,35.03,index,valid,synthetic_acs,46.18,244800,3,-66.45
ACS-WAN_HOURLY-04-45,CPE0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.5,index,valid,synthetic_acs,37.76,248400,3,-64.65
ACS-WAN_HOURLY-04-46,CPE0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,37.08,index,valid,synthetic_acs,38.86,252000,2,-60.22
ACS-WAN_HOURLY-04-47,CPE0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,58.82,index,valid,synthetic_acs,40.33,255600,1,-61.49
ACS-WAN_HOURLY-04-48,CPE0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,43.02,index,valid,synthetic_acs,35.96,259200,3,-56.01
ACS-WAN_HOURLY-04-49,CPE0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,54.97,index,valid,synthetic_acs,37.1,262800,1,-50.3
ACS-WAN_HOURLY-04-50,CPE0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,19.64,index,valid,synthetic_acs,36.69,266400,5,-70.49
ACS-WAN_HOURLY-04-51,CPE0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,22.7,index,valid,synthetic_acs,40.41,270000,5,-60.23
ACS-WAN_HOURLY-04-52,CPE0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,53.22,index,valid,synthetic_acs,52.02,273600,0,-55.21
ACS-WAN_HOURLY-04-53,CPE0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,66.01,index,valid,synthetic_acs,40.29,277200,4,-68.61
ACS-WAN_HOURLY-04-54,CPE0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,72.21,index,valid,synthetic_acs,38.16,280800,3,-53.04
ACS-WAN_HOURLY-04-55,CPE0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,32.72,index,valid,synthetic_acs,48.65,284400,0,-63.38
ACS-WAN_HOURLY-04-56,CPE0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,34.95,index,valid,synthetic_acs,48.18,288000,2,-63.8
ACS-WAN_HOURLY-04-57,CPE0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,33.34,index,valid,synthetic_acs,45.18,291600,4,-60.6
ACS-WAN_HOURLY-04-58,CPE0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,34.21,index,valid,synthetic_acs,54.9,295200,0,-62.44
ACS-WAN_HOURLY-04-59,CPE0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,39.13,index,valid,synthetic_acs,42.44,298800,2,-46.06
ACS-WAN_HOURLY-04-60,CPE0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,28.87,index,valid,synthetic_acs,37.81,302400,0,-61.25
ACS-WAN_HOURLY-04-61,CPE0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,25.43,index,valid,synthetic_acs,47.7,306000,0,-52.96
ACS-WAN_HOURLY-04-62,CPE0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,31.83,index,valid,synthetic_acs,40.92,309600,3,-62.34
ACS-WAN_HOURLY-04-63,CPE0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,18.65,index,valid,synthetic_acs,36.97,313200,2,-53.54
ACS-WAN_HOURLY-04-64,CPE0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,56.09,index,valid,synthetic_acs,48.46,316800,2,-50.99
ACS-WAN_HOURLY-04-65,CPE0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,83.2,index,valid,synthetic_acs,40.35,320400,2,-71.72
ACS-WAN_HOURLY-04-66,CPE0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,75.69,index,valid,synthetic_acs,45.9,324000,3,-52.78
ACS-WAN_HOURLY-04-67,CPE0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,68.25,index,valid,synthetic_acs,44.98,327600,4,-61.06
ACS-WAN_HOURLY-04-68,CPE0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,15.3,index,valid,synthetic_acs,49.29,331200,3,-67.53
ACS-WAN_HOURLY-04-69,CPE0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,23.19,index,valid,synthetic_acs,49.8,334800,1,-56.81
ACS-WAN_HOURLY-04-70,CPE0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,54.41,index,valid,synthetic_acs,40.12,338400,1,-54.8
ACS-WAN_HOURLY-04-71,CPE0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,26.05,index,valid,synthetic_acs,44.08,342000,5,-63.82
ACS-WAN_HOURLY-05-00,CPE0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,53.58,index,valid,synthetic_acs,50.92,86400,3,-57.19
ACS-WAN_HOURLY-05-01,CPE0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,48.63,index,valid,synthetic_acs,43.38,90000,1,-45.65
ACS-WAN_HOURLY-05-02,CPE0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,57.6,index,valid,synthetic_acs,53.13,93600,4,-57.19
ACS-WAN_HOURLY-05-03,CPE0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,27.38,index,valid,synthetic_acs,38.8,97200,5,-55.91
ACS-WAN_HOURLY-05-04,CPE0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,26.5,index,valid,synthetic_acs,39.13,100800,1,-59.21
ACS-WAN_HOURLY-05-05,CPE0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,52.06,index,valid,synthetic_acs,41.12,104400,3,-49.91
ACS-WAN_HOURLY-05-06,CPE0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,78.7,index,valid,synthetic_acs,45.5,108000,2,-50.11
ACS-WAN_HOURLY-05-07,CPE0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,73.62,index,valid,synthetic_acs,39.58,111600,0,-47.38
ACS-WAN_HOURLY-05-08,CPE0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,63.19,index,valid,synthetic_acs,43.69,115200,5,-60.93
ACS-WAN_HOURLY-05-09,CPE0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,31.57,index,valid,synthetic_acs,42.04,118800,5,-74.52
ACS-WAN_HOURLY-05-10,CPE0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,36.23,index,valid,synthetic_acs,52.64,122400,0,-50.67
ACS-WAN_HOURLY-05-11,CPE0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,33.42,index,valid,synthetic_acs,37.16,126000,1,-47.66
ACS-WAN_HOURLY-05-12,CPE0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,60.58,index,valid,synthetic_acs,38.89,129600,2,-67.72
ACS-WAN_HOURLY-05-13,CPE0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,59.05,index,valid,synthetic_acs,45.94,133200,5,-51.44
ACS-WAN_HOURLY-05-14,CPE0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,79.81,index,valid,synthetic_acs,47.84,136800,3,-50.29
ACS-WAN_HOURLY-05-15,CPE0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,83.33,index,valid,synthetic_acs,35.86,140400,3,-56.69
ACS-WAN_HOURLY-05-16,CPE0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,31.49,index,valid,synthetic_acs,45.09,144000,0,-53.07
ACS-WAN_HOURLY-05-17,CPE0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,31.54,index,valid,synthetic_acs,40.5,147600,0,-52.2
ACS-WAN_HOURLY-05-18,CPE0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,23.09,index,valid,synthetic_acs,51.92,151200,4,-61.99
ACS-WAN_HOURLY-05-19,CPE0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,77.05,index,valid,synthetic_acs,49.55,154800,3,-47.55
ACS-WAN_HOURLY-05-20,CPE0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,78.5,index,valid,synthetic_acs,44.93,158400,3,-66.92
ACS-WAN_HOURLY-05-21,CPE0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,22.46,index,valid,synthetic_acs,40.78,162000,1,-59.31
ACS-WAN_HOURLY-05-22,CPE0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,32.42,index,valid,synthetic_acs,51.21,165600,2,-65.99
ACS-WAN_HOURLY-05-23,CPE0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,20.52,index,valid,synthetic_acs,43.63,169200,4,-72.56
ACS-WAN_HOURLY-05-24,CPE0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,49.62,index,valid,synthetic_acs,38.66,172800,5,-66.98
ACS-WAN_HOURLY-05-25,CPE0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,24.53,index,valid,synthetic_acs,39.01,176400,0,-62.97
ACS-WAN_HOURLY-05-26,CPE0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,36.57,index,valid,synthetic_acs,43.64,180000,0,-69.71
ACS-WAN_HOURLY-05-27,CPE0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,60.96,index,valid,synthetic_acs,39.4,183600,3,-57.68
ACS-WAN_HOURLY-05-28,CPE0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,49.31,index,valid,synthetic_acs,46.42,187200,5,-64.95
ACS-WAN_HOURLY-05-29,CPE0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,46.75,index,valid,synthetic_acs,52.4,190800,2,-64.49
ACS-WAN_HOURLY-05-30,CPE0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,63.44,index,valid,synthetic_acs,42.9,194400,2,-64.67
ACS-WAN_HOURLY-05-31,CPE0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,75.86,index,valid,synthetic_acs,41.55,198000,1,-55.25
ACS-WAN_HOURLY-05-32,CPE0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,68.41,index,valid,synthetic_acs,47.31,201600,4,-53.6
ACS-WAN_HOURLY-05-33,CPE0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,57.26,index,valid,synthetic_acs,35.9,205200,5,-60.08
ACS-WAN_HOURLY-05-34,CPE0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,73.58,index,valid,synthetic_acs,38.51,208800,3,-49.4
ACS-WAN_HOURLY-05-35,CPE0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,64.28,index,valid,synthetic_acs,52.8,212400,3,-66.11
ACS-WAN_HOURLY-05-36,CPE0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,81.36,index,valid,synthetic_acs,50.04,216000,3,-60.63
ACS-WAN_HOURLY-05-37,CPE0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,44.4,index,valid,synthetic_acs,46.72,219600,5,-48.85
ACS-WAN_HOURLY-05-38,CPE0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,22.78,index,valid,synthetic_acs,51.29,223200,4,-49.17
ACS-WAN_HOURLY-05-39,CPE0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,30.36,index,valid,synthetic_acs,50.36,226800,3,-62.56
ACS-WAN_HOURLY-05-40,CPE0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,61.13,index,valid,synthetic_acs,53.93,230400,5,-60.19
ACS-WAN_HOURLY-05-41,CPE0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,55.08,index,valid,synthetic_acs,48.49,234000,2,-60.94
ACS-WAN_HOURLY-05-42,CPE0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,43.46,index,valid,synthetic_acs,45.84,237600,2,-63.25
ACS-WAN_HOURLY-05-43,CPE0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,24.87,index,valid,synthetic_acs,37.91,241200,5,-45.69
ACS-WAN_HOURLY-05-44,CPE0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,56.27,index,valid,synthetic_acs,49.44,244800,4,-72.25
ACS-WAN_HOURLY-05-45,CPE0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,52.74,index,valid,synthetic_acs,40.36,248400,4,-57.03
ACS-WAN_HOURLY-05-46,CPE0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,61.42,index,valid,synthetic_acs,52.97,252000,1,-72.41
ACS-WAN_HOURLY-05-47,CPE0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,60.88,index,valid,synthetic_acs,36.42,255600,4,-61.59
ACS-WAN_HOURLY-05-48,CPE0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,35.16,index,valid,synthetic_acs,35.17,259200,4,-69.02
ACS-WAN_HOURLY-05-49,CPE0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,29.36,index,valid,synthetic_acs,38.17,262800,5,-45.7
ACS-WAN_HOURLY-05-50,CPE0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,40.16,index,valid,synthetic_acs,54.9,266400,4,-47.83
ACS-WAN_HOURLY-05-51,CPE0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,73.14,index,valid,synthetic_acs,47.42,270000,3,-53.92
ACS-WAN_HOURLY-05-52,CPE0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,51.01,index,valid,synthetic_acs,41.23,273600,2,-51.44
ACS-WAN_HOURLY-05-53,CPE0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,24.1,index,valid,synthetic_acs,44.52,277200,4,-51.87
ACS-WAN_HOURLY-05-54,CPE0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,68.42,index,valid,synthetic_acs,47.75,280800,0,-61.46
ACS-WAN_HOURLY-05-55,CPE0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,27.8,index,valid,synthetic_acs,50.2,284400,5,-59.53
ACS-WAN_HOURLY-05-56,CPE0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,24.46,index,valid,synthetic_acs,39.98,288000,5,-72.15
ACS-WAN_HOURLY-05-57,CPE0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,38.94,index,valid,synthetic_acs,47.58,291600,0,-58.81
ACS-WAN_HOURLY-05-58,CPE0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,60.57,index,valid,synthetic_acs,49.76,295200,3,-66.13
ACS-WAN_HOURLY-05-59,CPE0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,45.55,index,valid,synthetic_acs,51.82,298800,2,-70.27
ACS-WAN_HOURLY-05-60,CPE0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,21.47,index,valid,synthetic_acs,37.95,302400,1,-57.46
ACS-WAN_HOURLY-05-61,CPE0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,73.45,index,valid,synthetic_acs,41.34,306000,4,-53.5
ACS-WAN_HOURLY-05-62,CPE0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,18.66,index,valid,synthetic_acs,46.78,309600,2,-51.99
ACS-WAN_HOURLY-05-63,CPE0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,26.23,index,valid,synthetic_acs,53.43,313200,5,-59.98
ACS-WAN_HOURLY-05-64,CPE0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,83.61,index,valid,synthetic_acs,51.66,316800,4,-69.58
ACS-WAN_HOURLY-05-65,CPE0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,43.2,index,valid,synthetic_acs,51.01,320400,2,-61.01
ACS-WAN_HOURLY-05-66,CPE0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,52.15,index,valid,synthetic_acs,43.42,324000,3,-70.13
ACS-WAN_HOURLY-05-67,CPE0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,83.32,index,valid,synthetic_acs,50.77,327600,5,-54.73
ACS-WAN_HOURLY-05-68,CPE0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,43.8,index,valid,synthetic_acs,49.82,331200,4,-72.19
ACS-WAN_HOURLY-05-69,CPE0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,32.86,index,valid,synthetic_acs,44.3,334800,3,-73.41
ACS-WAN_HOURLY-05-70,CPE0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,63.23,index,valid,synthetic_acs,43.74,338400,4,-46.52
ACS-WAN_HOURLY-05-71,CPE0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,50.54,index,valid,synthetic_acs,54.56,342000,1,-51.64
