cell_latency_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_LATENCY_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,30.43,index,valid,synthetic_ran_kpi,107,105,2.0,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,19.59,index,valid,synthetic_ran_kpi,222,217,5.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,55.3,index,valid,synthetic_ran_kpi,259,253,4.06,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,20.18,index,valid,synthetic_ran_kpi,147,143,4.21,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,62.06,index,valid,synthetic_ran_kpi,119,117,2.15,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,38.63,index,valid,synthetic_ran_kpi,196,191,1.56,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,41.89,index,valid,synthetic_ran_kpi,117,111,4.04,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,26.18,index,valid,synthetic_ran_kpi,270,265,6.75,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,56.95,index,valid,synthetic_ran_kpi,200,194,4.5,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,44.43,index,valid,synthetic_ran_kpi,108,102,6.99,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,40.52,index,valid,synthetic_ran_kpi,231,226,6.59,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,32.12,index,valid,synthetic_ran_kpi,111,105,7.38,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,28.91,index,valid,synthetic_ran_kpi,164,157,1.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,16.19,index,valid,synthetic_ran_kpi,159,152,3.41,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,53.1,index,valid,synthetic_ran_kpi,94,92,0.71,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,28.75,index,valid,synthetic_ran_kpi,260,252,7.0,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,30.88,index,valid,synthetic_ran_kpi,81,76,6.77,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,56.33,index,valid,synthetic_ran_kpi,277,273,2.91,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,29.62,index,valid,synthetic_ran_kpi,151,145,3.65,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.48,index,valid,synthetic_ran_kpi,229,226,5.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,68.58,index,valid,synthetic_ran_kpi,144,136,5.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,64.63,index,valid,synthetic_ran_kpi,208,202,7.84,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,70.82,index,valid,synthetic_ran_kpi,292,287,6.03,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,47.98,index,valid,synthetic_ran_kpi,285,284,7.19,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,38.41,index,valid,synthetic_ran_kpi,277,276,6.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,61.5,index,valid,synthetic_ran_kpi,171,164,5.62,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,25.57,index,valid,synthetic_ran_kpi,204,202,1.14,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,58.56,index,valid,synthetic_ran_kpi,139,131,4.12,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,83.5,index,valid,synthetic_ran_kpi,133,130,3.71,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,37.55,index,valid,synthetic_ran_kpi,231,227,2.55,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,75.53,index,valid,synthetic_ran_kpi,234,232,5.45,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,79.37,index,valid,synthetic_ran_kpi,253,250,4.02,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,37.92,index,valid,synthetic_ran_kpi,265,258,4.98,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,34.87,index,valid,synthetic_ran_kpi,252,247,4.05,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,26.44,index,valid,synthetic_ran_kpi,192,188,2.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,22.68,index,valid,synthetic_ran_kpi,118,117,4.44,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,59.11,index,valid,synthetic_ran_kpi,239,233,2.69,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,35.65,index,valid,synthetic_ran_kpi,129,121,5.89,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,75.17,index,valid,synthetic_ran_kpi,179,175,0.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,73.38,index,valid,synthetic_ran_kpi,167,165,3.79,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,43.95,index,valid,synthetic_ran_kpi,175,167,4.8,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,49.11,index,valid,synthetic_ran_kpi,135,131,5.39,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,70.27,index,valid,synthetic_ran_kpi,189,188,4.05,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.78,index,valid,synthetic_ran_kpi,271,264,3.44,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,58.03,index,valid,synthetic_ran_kpi,123,118,5.0,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,41.03,index,valid,synthetic_ran_kpi,137,131,1.85,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,83.78,index,valid,synthetic_ran_kpi,165,164,3.46,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,69.23,index,valid,synthetic_ran_kpi,282,275,6.95,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,79.29,index,valid,synthetic_ran_kpi,89,86,2.98,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,82.44,index,valid,synthetic_ran_kpi,266,262,1.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,51.58,index,valid,synthetic_ran_kpi,276,269,7.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,38.39,index,valid,synthetic_ran_kpi,278,274,7.82,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,37.16,index,valid,synthetic_ran_kpi,104,102,1.95,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,83.7,index,valid,synthetic_ran_kpi,292,290,6.77,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,55.52,index,valid,synthetic_ran_kpi,261,253,6.16,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,33.2,index,valid,synthetic_ran_kpi,230,226,2.67,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,19.99,index,valid,synthetic_ran_kpi,196,188,6.6,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.77,index,valid,synthetic_ran_kpi,264,256,4.78,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,37.51,index,valid,synthetic_ran_kpi,111,108,5.83,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,40.32,index,valid,synthetic_ran_kpi,289,282,3.63,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,77.62,index,valid,synthetic_ran_kpi,261,257,2.28,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,64.34,index,valid,synthetic_ran_kpi,207,202,3.19,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,25.71,index,valid,synthetic_ran_kpi,123,115,3.37,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,50.71,index,valid,synthetic_ran_kpi,172,165,0.61,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,30.61,index,valid,synthetic_ran_kpi,167,166,5.57,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,16.16,index,valid,synthetic_ran_kpi,198,196,2.6,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,34.4,index,valid,synthetic_ran_kpi,274,273,1.84,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,34.51,index,valid,synthetic_ran_kpi,129,125,4.08,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,25.36,index,valid,synthetic_ran_kpi,189,188,5.54,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,20.62,index,valid,synthetic_ran_kpi,83,78,4.95,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,84.88,index,valid,synthetic_ran_kpi,81,77,1.46,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,44.47,index,valid,synthetic_ran_kpi,176,175,2.35,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,22.53,index,valid,synthetic_ran_kpi,132,129,6.14,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,17.56,index,valid,synthetic_ran_kpi,260,254,0.74,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,27.06,index,valid,synthetic_ran_kpi,164,156,6.88,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,46.66,index,valid,synthetic_ran_kpi,196,194,4.41,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,71.68,index,valid,synthetic_ran_kpi,262,258,7.2,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,68.75,index,valid,synthetic_ran_kpi,177,171,6.65,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,56.83,index,valid,synthetic_ran_kpi,103,99,6.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,51.09,index,valid,synthetic_ran_kpi,198,191,2.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,46.07,index,valid,synthetic_ran_kpi,189,186,6.8,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,78.4,index,valid,synthetic_ran_kpi,151,143,5.1,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,80.4,index,valid,synthetic_ran_kpi,238,233,0.7,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,16.67,index,valid,synthetic_ran_kpi,270,267,4.96,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,68.55,index,valid,synthetic_ran_kpi,214,210,6.57,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,65.48,index,valid,synthetic_ran_kpi,283,282,3.77,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,55.65,index,valid,synthetic_ran_kpi,299,297,3.24,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,25.8,index,valid,synthetic_ran_kpi,105,100,6.65,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,17.52,index,valid,synthetic_ran_kpi,296,293,0.51,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,81.06,index,valid,synthetic_ran_kpi,205,202,1.37,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,82.09,index,valid,synthetic_ran_kpi,115,114,3.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,27.64,index,valid,synthetic_ran_kpi,238,232,5.89,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,32.57,index,valid,synthetic_ran_kpi,274,272,1.95,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,64.03,index,valid,synthetic_ran_kpi,85,78,7.58,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,31.23,index,valid,synthetic_ran_kpi,296,292,3.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,34.95,index,valid,synthetic_ran_kpi,159,155,1.89,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,69.45,index,valid,synthetic_ran_kpi,119,113,5.75,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,81.26,index,valid,synthetic_ran_kpi,84,79,0.7,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,70.72,index,valid,synthetic_ran_kpi,202,197,3.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,44.7,index,valid,synthetic_ran_kpi,117,116,5.81,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,32.9,index,valid,synthetic_ran_kpi,295,290,3.68,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,72.19,index,valid,synthetic_ran_kpi,202,199,5.42,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,53.63,index,valid,synthetic_ran_kpi,106,99,4.75,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,21.85,index,valid,synthetic_ran_kpi,205,197,2.82,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,83.65,index,valid,synthetic_ran_kpi,194,192,4.32,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,76.34,index,valid,synthetic_ran_kpi,175,174,5.37,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,38.91,index,valid,synthetic_ran_kpi,292,284,1.51,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,83.36,index,valid,synthetic_ran_kpi,149,147,4.93,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,37.15,index,valid,synthetic_ran_kpi,186,185,7.05,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,36.51,index,valid,synthetic_ran_kpi,279,278,3.16,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,36.66,index,valid,synthetic_ran_kpi,187,179,4.17,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,70.14,index,valid,synthetic_ran_kpi,206,200,3.16,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,19.24,index,valid,synthetic_ran_kpi,156,149,3.45,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,30.16,index,valid,synthetic_ran_kpi,263,259,2.06,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,17.67,index,valid,synthetic_ran_kpi,85,77,5.62,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,31.41,index,valid,synthetic_ran_kpi,166,164,7.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,42.0,index,valid,synthetic_ran_kpi,241,237,2.57,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,50.29,index,valid,synthetic_ran_kpi,235,229,1.98,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,82.63,index,valid,synthetic_ran_kpi,250,242,3.91,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,80.03,index,valid,synthetic_ran_kpi,174,170,1.27,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,30.82,index,valid,synthetic_ran_kpi,281,277,3.64,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,38.8,index,valid,synthetic_ran_kpi,225,218,7.6,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,68.66,index,valid,synthetic_ran_kpi,132,128,7.63,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,56.23,index,valid,synthetic_ran_kpi,206,200,3.88,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,75.71,index,valid,synthetic_ran_kpi,81,76,6.66,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,27.18,index,valid,synthetic_ran_kpi,263,256,5.2,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,47.64,index,valid,synthetic_ran_kpi,220,217,3.25,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,38.3,index,valid,synthetic_ran_kpi,155,148,3.5,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,75.68,index,valid,synthetic_ran_kpi,250,245,6.83,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,28.64,index,valid,synthetic_ran_kpi,175,170,7.52,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,24.16,index,valid,synthetic_ran_kpi,168,165,1.51,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,24.56,index,valid,synthetic_ran_kpi,254,248,6.62,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,24.83,index,valid,synthetic_ran_kpi,227,223,5.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,43.16,index,valid,synthetic_ran_kpi,236,233,2.87,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,37.9,index,valid,synthetic_ran_kpi,227,220,6.45,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,15.12,index,valid,synthetic_ran_kpi,231,227,3.2,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,16.49,index,valid,synthetic_ran_kpi,296,290,2.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,84.0,index,valid,synthetic_ran_kpi,130,128,2.47,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,58.08,index,valid,synthetic_ran_kpi,220,217,6.47,99.9
RAN_KPI-CELL_LATENCY_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,28.4,index,valid,synthetic_ran_kpi,83,80,5.83,99.9
