cell_traffic_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_TRAFFIC_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,53.07,index,valid,synthetic_ran_kpi,88,82,7.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,53.88,index,valid,synthetic_ran_kpi,209,201,6.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,27.6,index,valid,synthetic_ran_kpi,232,229,6.63,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,16.18,index,valid,synthetic_ran_kpi,244,240,3.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,28.42,index,valid,synthetic_ran_kpi,268,266,2.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,27.38,index,valid,synthetic_ran_kpi,141,140,1.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,67.38,index,valid,synthetic_ran_kpi,227,220,2.82,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,83.64,index,valid,synthetic_ran_kpi,84,83,5.01,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,38.38,index,valid,synthetic_ran_kpi,131,126,6.66,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,66.82,index,valid,synthetic_ran_kpi,296,291,1.09,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,37.89,index,valid,synthetic_ran_kpi,171,167,6.91,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,21.75,index,valid,synthetic_ran_kpi,228,223,3.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,55.38,index,valid,synthetic_ran_kpi,270,263,7.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.58,index,valid,synthetic_ran_kpi,218,211,7.4,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,77.44,index,valid,synthetic_ran_kpi,170,162,4.82,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,54.68,index,valid,synthetic_ran_kpi,101,95,7.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,60.73,index,valid,synthetic_ran_kpi,153,152,2.96,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,36.5,index,valid,synthetic_ran_kpi,95,87,3.92,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,80.91,index,valid,synthetic_ran_kpi,169,166,1.17,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,47.98,index,valid,synthetic_ran_kpi,172,166,5.61,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,17.28,index,valid,synthetic_ran_kpi,223,219,1.24,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,21.69,index,valid,synthetic_ran_kpi,169,167,1.18,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,49.11,index,valid,synthetic_ran_kpi,199,195,7.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,66.13,index,valid,synthetic_ran_kpi,231,227,1.01,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.59,index,valid,synthetic_ran_kpi,101,94,4.54,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,82.56,index,valid,synthetic_ran_kpi,167,159,5.14,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,42.94,index,valid,synthetic_ran_kpi,239,231,2.97,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,65.24,index,valid,synthetic_ran_kpi,146,143,5.31,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,34.81,index,valid,synthetic_ran_kpi,258,250,6.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,16.06,index,valid,synthetic_ran_kpi,136,129,3.44,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,22.57,index,valid,synthetic_ran_kpi,143,142,6.48,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,68.26,index,valid,synthetic_ran_kpi,157,149,6.85,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,83.73,index,valid,synthetic_ran_kpi,196,191,0.94,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,33.94,index,valid,synthetic_ran_kpi,139,131,0.82,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,18.42,index,valid,synthetic_ran_kpi,93,92,0.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,51.13,index,valid,synthetic_ran_kpi,101,100,1.93,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,21.94,index,valid,synthetic_ran_kpi,203,202,6.44,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,64.58,index,valid,synthetic_ran_kpi,159,158,7.54,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,70.29,index,valid,synthetic_ran_kpi,240,233,5.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,33.3,index,valid,synthetic_ran_kpi,180,175,4.51,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,46.68,index,valid,synthetic_ran_kpi,286,278,3.85,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,16.2,index,valid,synthetic_ran_kpi,83,80,3.72,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,49.9,index,valid,synthetic_ran_kpi,172,166,4.62,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,65.15,index,valid,synthetic_ran_kpi,146,145,6.07,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,64.98,index,valid,synthetic_ran_kpi,222,221,7.3,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,61.83,index,valid,synthetic_ran_kpi,202,200,4.68,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,59.65,index,valid,synthetic_ran_kpi,212,209,2.18,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,30.52,index,valid,synthetic_ran_kpi,264,259,5.22,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,19.44,index,valid,synthetic_ran_kpi,159,158,7.04,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,52.54,index,valid,synthetic_ran_kpi,115,109,4.96,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,55.55,index,valid,synthetic_ran_kpi,143,141,5.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,19.67,index,valid,synthetic_ran_kpi,123,119,6.06,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,63.54,index,valid,synthetic_ran_kpi,131,125,6.64,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,53.12,index,valid,synthetic_ran_kpi,264,256,3.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,56.17,index,valid,synthetic_ran_kpi,235,227,2.4,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,53.96,index,valid,synthetic_ran_kpi,285,280,3.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,53.27,index,valid,synthetic_ran_kpi,218,214,1.32,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,66.13,index,valid,synthetic_ran_kpi,101,93,7.91,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,27.49,index,valid,synthetic_ran_kpi,275,268,3.98,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,82.85,index,valid,synthetic_ran_kpi,105,104,1.23,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,51.66,index,valid,synthetic_ran_kpi,295,287,2.09,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,56.35,index,valid,synthetic_ran_kpi,169,165,3.49,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,59.04,index,valid,synthetic_ran_kpi,172,164,5.97,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.97,index,valid,synthetic_ran_kpi,168,164,1.33,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,47.58,index,valid,synthetic_ran_kpi,155,150,3.68,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,30.99,index,valid,synthetic_ran_kpi,99,95,1.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,81.77,index,valid,synthetic_ran_kpi,210,203,1.46,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,44.9,index,valid,synthetic_ran_kpi,247,239,1.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,58.63,index,valid,synthetic_ran_kpi,136,135,5.29,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,37.75,index,valid,synthetic_ran_kpi,267,265,2.18,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,29.29,index,valid,synthetic_ran_kpi,131,126,0.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,56.12,index,valid,synthetic_ran_kpi,197,194,2.79,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,41.11,index,valid,synthetic_ran_kpi,157,156,3.66,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,75.62,index,valid,synthetic_ran_kpi,200,192,7.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,21.9,index,valid,synthetic_ran_kpi,177,173,6.86,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,72.17,index,valid,synthetic_ran_kpi,266,261,3.85,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,58.18,index,valid,synthetic_ran_kpi,154,152,5.72,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,83.51,index,valid,synthetic_ran_kpi,187,179,4.86,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,38.71,index,valid,synthetic_ran_kpi,109,108,2.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,74.55,index,valid,synthetic_ran_kpi,174,167,7.75,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.49,index,valid,synthetic_ran_kpi,154,148,1.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,72.62,index,valid,synthetic_ran_kpi,81,78,4.49,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,19.75,index,valid,synthetic_ran_kpi,102,100,6.14,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,31.25,index,valid,synthetic_ran_kpi,194,186,6.31,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,72.44,index,valid,synthetic_ran_kpi,109,103,6.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,66.93,index,valid,synthetic_ran_kpi,140,138,0.84,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,63.15,index,valid,synthetic_ran_kpi,223,221,1.71,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,48.37,index,valid,synthetic_ran_kpi,122,117,2.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,25.27,index,valid,synthetic_ran_kpi,123,118,6.57,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,23.97,index,valid,synthetic_ran_kpi,169,166,7.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,76.12,index,valid,synthetic_ran_kpi,194,193,7.94,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,81.79,index,valid,synthetic_ran_kpi,200,196,5.26,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,36.66,index,valid,synthetic_ran_kpi,180,175,2.31,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,50.54,index,valid,synthetic_ran_kpi,204,198,4.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,69.32,index,valid,synthetic_ran_kpi,82,77,3.99,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,31.45,index,valid,synthetic_ran_kpi,132,127,4.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,43.83,index,valid,synthetic_ran_kpi,149,145,6.01,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,46.87,index,valid,synthetic_ran_kpi,265,258,6.95,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,51.97,index,valid,synthetic_ran_kpi,290,283,1.65,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,45.91,index,valid,synthetic_ran_kpi,128,124,2.47,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,36.09,index,valid,synthetic_ran_kpi,118,115,5.19,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,29.26,index,valid,synthetic_ran_kpi,264,258,7.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,83.75,index,valid,synthetic_ran_kpi,157,156,2.4,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,19.6,index,valid,synthetic_ran_kpi,192,191,6.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,64.78,index,valid,synthetic_ran_kpi,94,89,6.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,31.12,index,valid,synthetic_ran_kpi,274,266,0.87,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,61.55,index,valid,synthetic_ran_kpi,89,83,3.31,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,60.69,index,valid,synthetic_ran_kpi,221,216,4.59,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,38.69,index,valid,synthetic_ran_kpi,260,257,2.81,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,57.16,index,valid,synthetic_ran_kpi,179,174,4.71,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,32.39,index,valid,synthetic_ran_kpi,247,246,2.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,81.24,index,valid,synthetic_ran_kpi,134,131,2.53,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,57.35,index,valid,synthetic_ran_kpi,280,274,1.53,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,69.05,index,valid,synthetic_ran_kpi,109,104,6.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,82.94,index,valid,synthetic_ran_kpi,142,137,6.6,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,22.44,index,valid,synthetic_ran_kpi,107,103,1.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,76.21,index,valid,synthetic_ran_kpi,222,221,0.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,38.16,index,valid,synthetic_ran_kpi,169,163,7.86,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,33.27,index,valid,synthetic_ran_kpi,275,269,3.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,32.35,index,valid,synthetic_ran_kpi,149,144,7.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,36.97,index,valid,synthetic_ran_kpi,113,109,6.61,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,35.56,index,valid,synthetic_ran_kpi,258,257,2.66,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,72.53,index,valid,synthetic_ran_kpi,262,255,2.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,20.61,index,valid,synthetic_ran_kpi,175,170,5.85,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,26.1,index,valid,synthetic_ran_kpi,97,89,6.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,68.52,index,valid,synthetic_ran_kpi,267,263,4.61,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,34.02,index,valid,synthetic_ran_kpi,218,210,2.6,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,60.33,index,valid,synthetic_ran_kpi,252,249,6.23,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,48.8,index,valid,synthetic_ran_kpi,265,264,1.27,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,28.72,index,valid,synthetic_ran_kpi,211,209,7.24,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,29.87,index,valid,synthetic_ran_kpi,298,293,5.42,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,36.27,index,valid,synthetic_ran_kpi,210,208,6.27,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,36.93,index,valid,synthetic_ran_kpi,167,164,7.93,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,39.89,index,valid,synthetic_ran_kpi,139,132,5.29,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,50.79,index,valid,synthetic_ran_kpi,288,285,2.05,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,46.43,index,valid,synthetic_ran_kpi,250,245,6.58,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,54.5,index,valid,synthetic_ran_kpi,93,87,7.12,99.9
