cell_packet_loss_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,50.44,index,valid,synthetic_ran_kpi,119,118,2.35,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,58.09,index,valid,synthetic_ran_kpi,118,116,0.68,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,16.59,index,valid,synthetic_ran_kpi,252,250,6.87,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,30.5,index,valid,synthetic_ran_kpi,80,77,6.01,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,71.26,index,valid,synthetic_ran_kpi,224,223,3.73,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,38.7,index,valid,synthetic_ran_kpi,269,263,2.26,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,61.4,index,valid,synthetic_ran_kpi,164,161,3.55,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,45.14,index,valid,synthetic_ran_kpi,294,292,7.46,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,22.89,index,valid,synthetic_ran_kpi,197,192,2.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,36.43,index,valid,synthetic_ran_kpi,119,118,1.3,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,80.42,index,valid,synthetic_ran_kpi,223,219,7.56,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,46.32,index,valid,synthetic_ran_kpi,112,105,0.5,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,39.59,index,valid,synthetic_ran_kpi,155,153,6.56,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,25.54,index,valid,synthetic_ran_kpi,242,239,2.26,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,77.59,index,valid,synthetic_ran_kpi,197,193,7.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,58.6,index,valid,synthetic_ran_kpi,251,250,1.54,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,58.45,index,valid,synthetic_ran_kpi,200,193,1.17,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.13,index,valid,synthetic_ran_kpi,140,139,1.77,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,31.59,index,valid,synthetic_ran_kpi,154,146,5.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,36.41,index,valid,synthetic_ran_kpi,141,134,3.37,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,83.4,index,valid,synthetic_ran_kpi,254,246,7.23,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,50.62,index,valid,synthetic_ran_kpi,234,226,4.16,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,54.91,index,valid,synthetic_ran_kpi,290,283,0.55,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,77.63,index,valid,synthetic_ran_kpi,258,257,0.51,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,74.34,index,valid,synthetic_ran_kpi,93,90,1.74,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,64.25,index,valid,synthetic_ran_kpi,188,182,3.86,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,77.66,index,valid,synthetic_ran_kpi,235,229,4.52,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,82.94,index,valid,synthetic_ran_kpi,109,108,7.27,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.87,index,valid,synthetic_ran_kpi,264,263,7.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,83.46,index,valid,synthetic_ran_kpi,134,132,7.5,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,82.96,index,valid,synthetic_ran_kpi,263,257,5.0,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,43.93,index,valid,synthetic_ran_kpi,126,118,0.94,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,69.53,index,valid,synthetic_ran_kpi,213,211,6.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,34.87,index,valid,synthetic_ran_kpi,223,219,4.59,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,65.21,index,valid,synthetic_ran_kpi,184,181,7.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,22.73,index,valid,synthetic_ran_kpi,103,99,2.63,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,82.95,index,valid,synthetic_ran_kpi,171,168,3.44,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,29.81,index,valid,synthetic_ran_kpi,125,124,3.74,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,62.65,index,valid,synthetic_ran_kpi,269,262,2.12,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.02,index,valid,synthetic_ran_kpi,101,100,2.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,45.93,index,valid,synthetic_ran_kpi,171,165,7.27,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,41.94,index,valid,synthetic_ran_kpi,94,90,1.36,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,59.05,index,valid,synthetic_ran_kpi,276,270,1.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,64.61,index,valid,synthetic_ran_kpi,139,138,5.23,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,25.71,index,valid,synthetic_ran_kpi,245,242,6.53,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,70.45,index,valid,synthetic_ran_kpi,226,220,6.18,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.24,index,valid,synthetic_ran_kpi,93,92,2.1,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,29.67,index,valid,synthetic_ran_kpi,206,199,6.38,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.94,index,valid,synthetic_ran_kpi,229,227,3.34,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,18.75,index,valid,synthetic_ran_kpi,268,262,5.13,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,58.9,index,valid,synthetic_ran_kpi,149,141,0.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,49.03,index,valid,synthetic_ran_kpi,170,163,4.38,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,19.39,index,valid,synthetic_ran_kpi,160,157,3.22,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,33.4,index,valid,synthetic_ran_kpi,267,260,2.17,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,48.89,index,valid,synthetic_ran_kpi,172,165,2.25,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,26.78,index,valid,synthetic_ran_kpi,215,208,4.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,38.64,index,valid,synthetic_ran_kpi,117,113,3.68,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,39.92,index,valid,synthetic_ran_kpi,186,179,1.25,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,40.15,index,valid,synthetic_ran_kpi,240,238,4.09,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,26.52,index,valid,synthetic_ran_kpi,93,89,6.03,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,54.15,index,valid,synthetic_ran_kpi,164,158,6.86,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,70.0,index,valid,synthetic_ran_kpi,262,256,1.32,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,53.64,index,valid,synthetic_ran_kpi,161,156,4.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,71.16,index,valid,synthetic_ran_kpi,173,166,1.76,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,74.87,index,valid,synthetic_ran_kpi,105,102,0.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,64.77,index,valid,synthetic_ran_kpi,233,228,6.02,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,27.42,index,valid,synthetic_ran_kpi,194,192,5.5,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,29.22,index,valid,synthetic_ran_kpi,257,249,5.53,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,81.94,index,valid,synthetic_ran_kpi,149,148,2.28,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,36.33,index,valid,synthetic_ran_kpi,221,216,3.78,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,18.07,index,valid,synthetic_ran_kpi,202,199,7.89,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,66.39,index,valid,synthetic_ran_kpi,122,116,6.51,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,20.26,index,valid,synthetic_ran_kpi,173,169,7.52,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,43.31,index,valid,synthetic_ran_kpi,209,204,5.58,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,58.09,index,valid,synthetic_ran_kpi,176,169,7.98,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,79.78,index,valid,synthetic_ran_kpi,246,244,7.47,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.74,index,valid,synthetic_ran_kpi,294,287,2.62,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,47.3,index,valid,synthetic_ran_kpi,153,148,2.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,73.63,index,valid,synthetic_ran_kpi,287,282,6.89,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,62.95,index,valid,synthetic_ran_kpi,85,79,6.25,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,18.64,index,valid,synthetic_ran_kpi,272,265,3.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,64.62,index,valid,synthetic_ran_kpi,175,172,2.07,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.71,index,valid,synthetic_ran_kpi,243,237,6.78,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,75.86,index,valid,synthetic_ran_kpi,252,249,1.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,41.32,index,valid,synthetic_ran_kpi,145,137,2.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,19.75,index,valid,synthetic_ran_kpi,290,289,6.94,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,69.09,index,valid,synthetic_ran_kpi,280,276,1.59,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,77.63,index,valid,synthetic_ran_kpi,141,137,4.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,52.71,index,valid,synthetic_ran_kpi,180,172,0.64,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,65.24,index,valid,synthetic_ran_kpi,192,185,1.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,35.46,index,valid,synthetic_ran_kpi,236,233,1.78,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,46.53,index,valid,synthetic_ran_kpi,262,254,6.16,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,38.44,index,valid,synthetic_ran_kpi,234,230,1.97,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,36.53,index,valid,synthetic_ran_kpi,167,163,7.18,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,40.72,index,valid,synthetic_ran_kpi,127,125,5.35,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,34.97,index,valid,synthetic_ran_kpi,95,87,5.57,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,74.18,index,valid,synthetic_ran_kpi,182,181,2.72,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,53.77,index,valid,synthetic_ran_kpi,186,179,7.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,76.1,index,valid,synthetic_ran_kpi,113,107,6.71,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,55.8,index,valid,synthetic_ran_kpi,294,286,0.81,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,75.27,index,valid,synthetic_ran_kpi,157,154,5.82,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,33.18,index,valid,synthetic_ran_kpi,209,205,6.2,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,57.36,index,valid,synthetic_ran_kpi,255,250,5.37,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,35.82,index,valid,synthetic_ran_kpi,100,98,7.94,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,23.74,index,valid,synthetic_ran_kpi,298,292,3.41,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,48.71,index,valid,synthetic_ran_kpi,224,220,1.85,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,82.78,index,valid,synthetic_ran_kpi,299,298,6.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,65.68,index,valid,synthetic_ran_kpi,134,128,2.97,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,72.17,index,valid,synthetic_ran_kpi,243,241,5.98,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,78.43,index,valid,synthetic_ran_kpi,245,239,4.35,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,27.11,index,valid,synthetic_ran_kpi,117,111,5.21,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,29.02,index,valid,synthetic_ran_kpi,286,285,6.38,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,18.35,index,valid,synthetic_ran_kpi,238,236,3.54,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,62.72,index,valid,synthetic_ran_kpi,203,200,4.58,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,79.68,index,valid,synthetic_ran_kpi,140,135,5.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,60.08,index,valid,synthetic_ran_kpi,256,252,6.45,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,72.92,index,valid,synthetic_ran_kpi,232,225,3.07,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,61.81,index,valid,synthetic_ran_kpi,149,145,2.09,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,72.44,index,valid,synthetic_ran_kpi,279,278,3.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,58.76,index,valid,synthetic_ran_kpi,253,249,3.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,58.16,index,valid,synthetic_ran_kpi,89,81,5.91,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,31.79,index,valid,synthetic_ran_kpi,102,96,4.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,80.57,index,valid,synthetic_ran_kpi,295,293,7.62,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,25.12,index,valid,synthetic_ran_kpi,158,151,3.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,50.55,index,valid,synthetic_ran_kpi,158,152,5.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,20.97,index,valid,synthetic_ran_kpi,96,91,5.82,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,30.88,index,valid,synthetic_ran_kpi,150,148,6.61,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,71.8,index,valid,synthetic_ran_kpi,268,262,2.1,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,66.6,index,valid,synthetic_ran_kpi,240,235,3.87,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,72.04,index,valid,synthetic_ran_kpi,247,246,2.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,33.24,index,valid,synthetic_ran_kpi,250,244,6.63,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,68.86,index,valid,synthetic_ran_kpi,138,134,3.99,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,68.71,index,valid,synthetic_ran_kpi,211,206,5.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,46.02,index,valid,synthetic_ran_kpi,156,150,2.23,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,56.14,index,valid,synthetic_ran_kpi,238,232,3.65,99.9
