cell_sinr_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_SINR_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,18.54,index,valid,synthetic_ran_kpi,292,284,4.17,99.9
RAN_KPI-CELL_SINR_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,63.04,index,valid,synthetic_ran_kpi,139,131,7.89,99.9
RAN_KPI-CELL_SINR_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,15.86,index,valid,synthetic_ran_kpi,98,97,3.7,99.9
RAN_KPI-CELL_SINR_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,28.25,index,valid,synthetic_ran_kpi,134,126,2.12,99.9
RAN_KPI-CELL_SINR_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,61.35,index,valid,synthetic_ran_kpi,119,115,5.9,99.9
RAN_KPI-CELL_SINR_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,82.85,index,valid,synthetic_ran_kpi,161,157,5.61,99.9
RAN_KPI-CELL_SINR_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,21.77,index,valid,synthetic_ran_kpi,200,192,4.01,99.9
RAN_KPI-CELL_SINR_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,27.04,index,valid,synthetic_ran_kpi,285,279,7.49,99.9
RAN_KPI-CELL_SINR_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,69.18,index,valid,synthetic_ran_kpi,277,276,6.23,99.9
RAN_KPI-CELL_SINR_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,24.0,index,valid,synthetic_ran_kpi,117,113,6.7,99.9
RAN_KPI-CELL_SINR_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,27.6,index,valid,synthetic_ran_kpi,112,110,1.95,99.9
RAN_KPI-CELL_SINR_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.83,index,valid,synthetic_ran_kpi,295,287,5.58,99.9
RAN_KPI-CELL_SINR_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,60.76,index,valid,synthetic_ran_kpi,113,106,1.35,99.9
RAN_KPI-CELL_SINR_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,24.63,index,valid,synthetic_ran_kpi,281,278,2.27,99.9
RAN_KPI-CELL_SINR_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,32.53,index,valid,synthetic_ran_kpi,199,196,1.24,99.9
RAN_KPI-CELL_SINR_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,17.22,index,valid,synthetic_ran_kpi,203,201,1.57,99.9
RAN_KPI-CELL_SINR_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,20.41,index,valid,synthetic_ran_kpi,271,264,1.61,99.9
RAN_KPI-CELL_SINR_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,16.5,index,valid,synthetic_ran_kpi,255,249,4.98,99.9
RAN_KPI-CELL_SINR_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,71.84,index,valid,synthetic_ran_kpi,186,178,4.34,99.9
RAN_KPI-CELL_SINR_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,26.1,index,valid,synthetic_ran_kpi,93,90,4.17,99.9
RAN_KPI-CELL_SINR_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,60.04,index,valid,synthetic_ran_kpi,90,82,7.23,99.9
RAN_KPI-CELL_SINR_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,74.57,index,valid,synthetic_ran_kpi,242,234,1.91,99.9
RAN_KPI-CELL_SINR_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,39.5,index,valid,synthetic_ran_kpi,244,239,6.24,99.9
RAN_KPI-CELL_SINR_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,46.61,index,valid,synthetic_ran_kpi,293,285,4.11,99.9
RAN_KPI-CELL_SINR_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,19.12,index,valid,synthetic_ran_kpi,187,179,2.88,99.9
RAN_KPI-CELL_SINR_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,45.84,index,valid,synthetic_ran_kpi,167,159,0.9,99.9
RAN_KPI-CELL_SINR_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,46.14,index,valid,synthetic_ran_kpi,220,212,2.45,99.9
RAN_KPI-CELL_SINR_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,63.33,index,valid,synthetic_ran_kpi,212,205,6.14,99.9
RAN_KPI-CELL_SINR_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,37.89,index,valid,synthetic_ran_kpi,132,130,5.31,99.9
RAN_KPI-CELL_SINR_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,67.51,index,valid,synthetic_ran_kpi,113,108,6.3,99.9
RAN_KPI-CELL_SINR_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,56.16,index,valid,synthetic_ran_kpi,259,257,7.99,99.9
RAN_KPI-CELL_SINR_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,82.72,index,valid,synthetic_ran_kpi,295,289,3.43,99.9
RAN_KPI-CELL_SINR_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,72.82,index,valid,synthetic_ran_kpi,275,272,4.5,99.9
RAN_KPI-CELL_SINR_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,48.79,index,valid,synthetic_ran_kpi,142,139,5.93,99.9
RAN_KPI-CELL_SINR_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,44.41,index,valid,synthetic_ran_kpi,94,92,5.51,99.9
RAN_KPI-CELL_SINR_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,81.54,index,valid,synthetic_ran_kpi,177,170,1.05,99.9
RAN_KPI-CELL_SINR_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,35.84,index,valid,synthetic_ran_kpi,89,82,6.23,99.9
RAN_KPI-CELL_SINR_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,44.17,index,valid,synthetic_ran_kpi,132,126,4.83,99.9
RAN_KPI-CELL_SINR_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,46.25,index,valid,synthetic_ran_kpi,252,248,6.59,99.9
RAN_KPI-CELL_SINR_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,42.28,index,valid,synthetic_ran_kpi,187,179,0.77,99.9
RAN_KPI-CELL_SINR_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.35,index,valid,synthetic_ran_kpi,266,262,4.51,99.9
RAN_KPI-CELL_SINR_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,74.43,index,valid,synthetic_ran_kpi,134,129,1.26,99.9
RAN_KPI-CELL_SINR_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,35.23,index,valid,synthetic_ran_kpi,251,248,4.43,99.9
RAN_KPI-CELL_SINR_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,33.18,index,valid,synthetic_ran_kpi,300,296,5.61,99.9
RAN_KPI-CELL_SINR_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,54.82,index,valid,synthetic_ran_kpi,267,259,5.04,99.9
RAN_KPI-CELL_SINR_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,68.95,index,valid,synthetic_ran_kpi,139,138,7.34,99.9
RAN_KPI-CELL_SINR_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,23.53,index,valid,synthetic_ran_kpi,296,291,1.57,99.9
RAN_KPI-CELL_SINR_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,78.1,index,valid,synthetic_ran_kpi,246,240,3.59,99.9
RAN_KPI-CELL_SINR_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,72.28,index,valid,synthetic_ran_kpi,260,259,1.35,99.9
RAN_KPI-CELL_SINR_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,83.28,index,valid,synthetic_ran_kpi,286,282,6.71,99.9
RAN_KPI-CELL_SINR_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,63.46,index,valid,synthetic_ran_kpi,97,93,5.85,99.9
RAN_KPI-CELL_SINR_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.42,index,valid,synthetic_ran_kpi,101,99,2.14,99.9
RAN_KPI-CELL_SINR_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,29.96,index,valid,synthetic_ran_kpi,284,279,1.77,99.9
RAN_KPI-CELL_SINR_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,64.46,index,valid,synthetic_ran_kpi,85,82,2.58,99.9
RAN_KPI-CELL_SINR_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,16.25,index,valid,synthetic_ran_kpi,135,130,2.56,99.9
RAN_KPI-CELL_SINR_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,84.82,index,valid,synthetic_ran_kpi,130,122,4.85,99.9
RAN_KPI-CELL_SINR_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,33.67,index,valid,synthetic_ran_kpi,120,118,4.53,99.9
RAN_KPI-CELL_SINR_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,69.91,index,valid,synthetic_ran_kpi,257,255,7.07,99.9
RAN_KPI-CELL_SINR_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,61.55,index,valid,synthetic_ran_kpi,110,102,6.47,99.9
RAN_KPI-CELL_SINR_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,16.68,index,valid,synthetic_ran_kpi,227,220,5.76,99.9
RAN_KPI-CELL_SINR_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,74.46,index,valid,synthetic_ran_kpi,169,162,7.65,99.9
RAN_KPI-CELL_SINR_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,48.92,index,valid,synthetic_ran_kpi,85,79,1.71,99.9
RAN_KPI-CELL_SINR_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,16.89,index,valid,synthetic_ran_kpi,135,128,6.74,99.9
RAN_KPI-CELL_SINR_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,23.92,index,valid,synthetic_ran_kpi,147,145,1.61,99.9
RAN_KPI-CELL_SINR_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,37.82,index,valid,synthetic_ran_kpi,101,93,2.24,99.9
RAN_KPI-CELL_SINR_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,73.1,index,valid,synthetic_ran_kpi,90,84,4.49,99.9
RAN_KPI-CELL_SINR_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,77.84,index,valid,synthetic_ran_kpi,232,226,4.0,99.9
RAN_KPI-CELL_SINR_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,19.98,index,valid,synthetic_ran_kpi,116,112,5.85,99.9
RAN_KPI-CELL_SINR_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,23.87,index,valid,synthetic_ran_kpi,281,274,6.92,99.9
RAN_KPI-CELL_SINR_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,47.54,index,valid,synthetic_ran_kpi,107,105,4.35,99.9
RAN_KPI-CELL_SINR_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,41.14,index,valid,synthetic_ran_kpi,134,132,2.39,99.9
RAN_KPI-CELL_SINR_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,16.06,index,valid,synthetic_ran_kpi,157,156,7.82,99.9
RAN_KPI-CELL_SINR_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,29.36,index,valid,synthetic_ran_kpi,207,201,6.62,99.9
RAN_KPI-CELL_SINR_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,15.46,index,valid,synthetic_ran_kpi,279,271,5.62,99.9
RAN_KPI-CELL_SINR_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.3,index,valid,synthetic_ran_kpi,253,246,7.96,99.9
RAN_KPI-CELL_SINR_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,36.96,index,valid,synthetic_ran_kpi,89,86,7.23,99.9
RAN_KPI-CELL_SINR_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,33.7,index,valid,synthetic_ran_kpi,171,166,4.45,99.9
RAN_KPI-CELL_SINR_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,18.67,index,valid,synthetic_ran_kpi,104,102,4.96,99.9
RAN_KPI-CELL_SINR_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,32.09,index,valid,synthetic_ran_kpi,222,214,3.22,99.9
RAN_KPI-CELL_SINR_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,43.58,index,valid,synthetic_ran_kpi,210,207,7.27,99.9
RAN_KPI-CELL_SINR_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,37.2,index,valid,synthetic_ran_kpi,145,137,3.79,99.9
RAN_KPI-CELL_SINR_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,80.89,index,valid,synthetic_ran_kpi,105,101,1.68,99.9
RAN_KPI-CELL_SINR_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,32.18,index,valid,synthetic_ran_kpi,274,270,0.75,99.9
RAN_KPI-CELL_SINR_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,37.24,index,valid,synthetic_ran_kpi,149,141,2.89,99.9
RAN_KPI-CELL_SINR_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,54.91,index,valid,synthetic_ran_kpi,287,279,0.64,99.9
RAN_KPI-CELL_SINR_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,20.16,index,valid,synthetic_ran_kpi,190,188,1.8,99.9
RAN_KPI-CELL_SINR_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,69.29,index,valid,synthetic_ran_kpi,82,80,7.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,51.45,index,valid,synthetic_ran_kpi,214,211,0.85,99.9
RAN_KPI-CELL_SINR_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,80.82,index,valid,synthetic_ran_kpi,109,105,7.48,99.9
RAN_KPI-CELL_SINR_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,78.2,index,valid,synthetic_ran_kpi,172,166,6.17,99.9
RAN_KPI-CELL_SINR_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,33.68,index,valid,synthetic_ran_kpi,125,118,1.75,99.9
RAN_KPI-CELL_SINR_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,55.89,index,valid,synthetic_ran_kpi,100,93,5.24,99.9
RAN_KPI-CELL_SINR_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,42.05,index,valid,synthetic_ran_kpi,187,183,4.13,99.9
RAN_KPI-CELL_SINR_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,57.42,index,valid,synthetic_ran_kpi,274,273,7.81,99.9
RAN_KPI-CELL_SINR_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,19.29,index,valid,synthetic_ran_kpi,173,170,7.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,32.04,index,valid,synthetic_ran_kpi,125,123,3.16,99.9
RAN_KPI-CELL_SINR_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,83.18,index,valid,synthetic_ran_kpi,223,218,5.38,99.9
RAN_KPI-CELL_SINR_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,73.72,index,valid,synthetic_ran_kpi,123,118,6.99,99.9
RAN_KPI-CELL_SINR_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,47.47,index,valid,synthetic_ran_kpi,129,127,1.73,99.9
RAN_KPI-CELL_SINR_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,58.69,index,valid,synthetic_ran_kpi,113,107,5.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,49.45,index,valid,synthetic_ran_kpi,141,139,4.21,99.9
RAN_KPI-CELL_SINR_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,62.28,index,valid,synthetic_ran_kpi,174,172,7.06,99.9
RAN_KPI-CELL_SINR_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,49.88,index,valid,synthetic_ran_kpi,163,158,0.94,99.9
RAN_KPI-CELL_SINR_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,45.19,index,valid,synthetic_ran_kpi,151,149,5.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,78.2,index,valid,synthetic_ran_kpi,185,184,1.29,99.9
RAN_KPI-CELL_SINR_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,17.1,index,valid,synthetic_ran_kpi,210,209,7.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,15.71,index,valid,synthetic_ran_kpi,222,219,2.25,99.9
RAN_KPI-CELL_SINR_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,32.12,index,valid,synthetic_ran_kpi,179,175,6.3,99.9
RAN_KPI-CELL_SINR_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,80.13,index,valid,synthetic_ran_kpi,249,247,3.64,99.9
RAN_KPI-CELL_SINR_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,22.45,index,valid,synthetic_ran_kpi,111,110,5.41,99.9
RAN_KPI-CELL_SINR_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,49.11,index,valid,synthetic_ran_kpi,132,129,6.31,99.9
RAN_KPI-CELL_SINR_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,60.98,index,valid,synthetic_ran_kpi,179,174,7.73,99.9
RAN_KPI-CELL_SINR_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,34.41,index,valid,synthetic_ran_kpi,87,85,0.51,99.9
RAN_KPI-CELL_SINR_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,33.34,index,valid,synthetic_ran_kpi,247,241,1.65,99.9
RAN_KPI-CELL_SINR_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,56.77,index,valid,synthetic_ran_kpi,135,129,1.28,99.9
RAN_KPI-CELL_SINR_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,42.11,index,valid,synthetic_ran_kpi,206,200,3.13,99.9
RAN_KPI-CELL_SINR_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,45.7,index,valid,synthetic_ran_kpi,237,233,4.15,99.9
RAN_KPI-CELL_SINR_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,20.72,index,valid,synthetic_ran_kpi,200,196,7.75,99.9
RAN_KPI-CELL_SINR_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,63.77,index,valid,synthetic_ran_kpi,85,81,2.69,99.9
RAN_KPI-CELL_SINR_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,75.18,index,valid,synthetic_ran_kpi,262,261,1.7,99.9
RAN_KPI-CELL_SINR_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,77.07,index,valid,synthetic_ran_kpi,195,192,2.15,99.9
RAN_KPI-CELL_SINR_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,83.39,index,valid,synthetic_ran_kpi,87,82,4.52,99.9
RAN_KPI-CELL_SINR_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,61.67,index,valid,synthetic_ran_kpi,151,144,3.35,99.9
RAN_KPI-CELL_SINR_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,41.09,index,valid,synthetic_ran_kpi,87,86,1.99,99.9
RAN_KPI-CELL_SINR_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,23.7,index,valid,synthetic_ran_kpi,147,146,6.61,99.9
RAN_KPI-CELL_SINR_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,57.26,index,valid,synthetic_ran_kpi,137,131,2.51,99.9
RAN_KPI-CELL_SINR_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,43.41,index,valid,synthetic_ran_kpi,135,133,7.97,99.9
RAN_KPI-CELL_SINR_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,70.84,index,valid,synthetic_ran_kpi,198,197,3.92,99.9
RAN_KPI-CELL_SINR_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,31.76,index,valid,synthetic_ran_kpi,243,238,3.63,99.9
RAN_KPI-CELL_SINR_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,43.9,index,valid,synthetic_ran_kpi,264,256,4.31,99.9
RAN_KPI-CELL_SINR_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,54.38,index,valid,synthetic_ran_kpi,200,199,5.21,99.9
RAN_KPI-CELL_SINR_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,24.06,index,valid,synthetic_ran_kpi,97,90,6.12,99.9
RAN_KPI-CELL_SINR_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,24.88,index,valid,synthetic_ran_kpi,142,138,1.11,99.9
RAN_KPI-CELL_SINR_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,29.69,index,valid,synthetic_ran_kpi,148,140,5.14,99.9
RAN_KPI-CELL_SINR_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,44.57,index,valid,synthetic_ran_kpi,113,108,4.01,99.9
RAN_KPI-CELL_SINR_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,46.78,index,valid,synthetic_ran_kpi,207,202,4.25,99.9
RAN_KPI-CELL_SINR_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,29.0,index,valid,synthetic_ran_kpi,291,287,1.86,99.9
RAN_KPI-CELL_SINR_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,61.29,index,valid,synthetic_ran_kpi,215,207,5.47,99.9
RAN_KPI-CELL_SINR_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,39.03,index,valid,synthetic_ran_kpi,114,113,4.99,99.9
RAN_KPI-CELL_SINR_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,57.33,index,valid,synthetic_ran_kpi,205,198,1.99,99.9
RAN_KPI-CELL_SINR_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,46.25,index,valid,synthetic_ran_kpi,93,90,4.35,99.9
RAN_KPI-CELL_SINR_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,32.84,index,valid,synthetic_ran_kpi,93,89,3.51,99.9
RAN_KPI-CELL_SINR_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,49.31,index,valid,synthetic_ran_kpi,297,295,0.5,99.9
