cell_mobility_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MOBILITY_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,29.15,index,valid,synthetic_ran_kpi,226,222,0.91,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,32.46,index,valid,synthetic_ran_kpi,94,87,7.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,30.22,index,valid,synthetic_ran_kpi,115,109,0.55,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,20.9,index,valid,synthetic_ran_kpi,103,102,4.5,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,84.28,index,valid,synthetic_ran_kpi,276,275,5.83,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,39.6,index,valid,synthetic_ran_kpi,281,279,1.7,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,62.22,index,valid,synthetic_ran_kpi,102,95,6.77,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,76.76,index,valid,synthetic_ran_kpi,156,149,1.33,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,76.42,index,valid,synthetic_ran_kpi,297,290,7.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,49.68,index,valid,synthetic_ran_kpi,277,275,6.42,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,43.57,index,valid,synthetic_ran_kpi,258,257,3.29,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,66.99,index,valid,synthetic_ran_kpi,181,173,3.13,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,15.7,index,valid,synthetic_ran_kpi,192,188,6.82,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,30.73,index,valid,synthetic_ran_kpi,183,182,0.89,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.48,index,valid,synthetic_ran_kpi,168,163,0.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,68.07,index,valid,synthetic_ran_kpi,108,107,0.56,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,60.21,index,valid,synthetic_ran_kpi,134,133,0.64,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,64.84,index,valid,synthetic_ran_kpi,155,149,6.68,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,60.83,index,valid,synthetic_ran_kpi,115,108,3.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.87,index,valid,synthetic_ran_kpi,91,89,4.24,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,18.68,index,valid,synthetic_ran_kpi,82,76,0.5,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,28.28,index,valid,synthetic_ran_kpi,205,198,6.83,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,41.62,index,valid,synthetic_ran_kpi,148,144,5.53,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.47,index,valid,synthetic_ran_kpi,88,87,7.84,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,70.48,index,valid,synthetic_ran_kpi,212,205,5.15,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,68.13,index,valid,synthetic_ran_kpi,163,161,0.54,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,79.54,index,valid,synthetic_ran_kpi,257,253,3.98,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,75.54,index,valid,synthetic_ran_kpi,199,196,1.81,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,25.81,index,valid,synthetic_ran_kpi,95,94,4.54,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,27.02,index,valid,synthetic_ran_kpi,288,282,6.07,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,55.82,index,valid,synthetic_ran_kpi,193,192,2.9,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,40.4,index,valid,synthetic_ran_kpi,253,252,7.08,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,21.4,index,valid,synthetic_ran_kpi,107,102,2.22,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,75.37,index,valid,synthetic_ran_kpi,214,210,7.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,19.24,index,valid,synthetic_ran_kpi,252,245,2.25,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,48.23,index,valid,synthetic_ran_kpi,187,185,1.29,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,20.91,index,valid,synthetic_ran_kpi,87,80,1.68,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,72.97,index,valid,synthetic_ran_kpi,288,281,4.06,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,36.96,index,valid,synthetic_ran_kpi,191,186,4.16,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,59.56,index,valid,synthetic_ran_kpi,270,267,6.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,21.43,index,valid,synthetic_ran_kpi,295,288,7.41,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,20.52,index,valid,synthetic_ran_kpi,242,238,2.04,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,71.7,index,valid,synthetic_ran_kpi,159,158,1.46,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,57.14,index,valid,synthetic_ran_kpi,195,187,2.45,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,52.14,index,valid,synthetic_ran_kpi,212,207,7.27,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,33.08,index,valid,synthetic_ran_kpi,134,126,3.59,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,39.04,index,valid,synthetic_ran_kpi,158,157,5.37,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,22.04,index,valid,synthetic_ran_kpi,118,110,2.35,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,58.07,index,valid,synthetic_ran_kpi,114,108,7.6,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,47.46,index,valid,synthetic_ran_kpi,192,186,0.87,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,30.85,index,valid,synthetic_ran_kpi,109,101,7.42,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,47.87,index,valid,synthetic_ran_kpi,197,194,4.13,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,68.96,index,valid,synthetic_ran_kpi,294,287,7.45,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,42.32,index,valid,synthetic_ran_kpi,212,209,3.66,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,35.96,index,valid,synthetic_ran_kpi,160,159,6.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,39.96,index,valid,synthetic_ran_kpi,297,289,3.4,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,46.83,index,valid,synthetic_ran_kpi,125,122,1.25,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,18.84,index,valid,synthetic_ran_kpi,164,160,5.21,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,29.85,index,valid,synthetic_ran_kpi,92,90,5.38,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.16,index,valid,synthetic_ran_kpi,209,205,2.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,19.69,index,valid,synthetic_ran_kpi,186,178,2.02,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,16.76,index,valid,synthetic_ran_kpi,245,239,5.01,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,28.59,index,valid,synthetic_ran_kpi,127,122,5.89,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,15.15,index,valid,synthetic_ran_kpi,143,141,5.3,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,51.84,index,valid,synthetic_ran_kpi,119,111,4.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,52.45,index,valid,synthetic_ran_kpi,277,274,6.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,27.9,index,valid,synthetic_ran_kpi,277,270,4.73,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,45.46,index,valid,synthetic_ran_kpi,117,109,0.77,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,33.56,index,valid,synthetic_ran_kpi,235,233,2.69,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,76.72,index,valid,synthetic_ran_kpi,84,83,3.6,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,18.45,index,valid,synthetic_ran_kpi,275,274,5.51,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,73.15,index,valid,synthetic_ran_kpi,281,279,2.02,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,41.96,index,valid,synthetic_ran_kpi,134,133,2.34,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,74.99,index,valid,synthetic_ran_kpi,209,204,7.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,36.92,index,valid,synthetic_ran_kpi,182,174,7.15,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,29.71,index,valid,synthetic_ran_kpi,192,190,4.52,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,39.88,index,valid,synthetic_ran_kpi,210,208,7.29,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,69.33,index,valid,synthetic_ran_kpi,189,184,2.22,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,70.36,index,valid,synthetic_ran_kpi,255,248,2.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,66.33,index,valid,synthetic_ran_kpi,163,162,5.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,32.02,index,valid,synthetic_ran_kpi,153,148,2.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,50.84,index,valid,synthetic_ran_kpi,168,160,4.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,83.85,index,valid,synthetic_ran_kpi,82,76,6.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,76.81,index,valid,synthetic_ran_kpi,221,219,4.44,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,37.85,index,valid,synthetic_ran_kpi,262,259,0.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,16.81,index,valid,synthetic_ran_kpi,291,283,3.74,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,70.93,index,valid,synthetic_ran_kpi,185,183,5.83,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,43.49,index,valid,synthetic_ran_kpi,142,134,6.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,43.98,index,valid,synthetic_ran_kpi,300,292,7.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,21.1,index,valid,synthetic_ran_kpi,267,261,2.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,15.79,index,valid,synthetic_ran_kpi,199,198,1.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,24.3,index,valid,synthetic_ran_kpi,106,102,1.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,50.52,index,valid,synthetic_ran_kpi,130,122,5.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,44.07,index,valid,synthetic_ran_kpi,268,262,1.99,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,65.22,index,valid,synthetic_ran_kpi,266,261,0.65,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,81.13,index,valid,synthetic_ran_kpi,127,122,2.8,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,79.11,index,valid,synthetic_ran_kpi,104,102,4.9,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,61.98,index,valid,synthetic_ran_kpi,206,200,3.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,15.03,index,valid,synthetic_ran_kpi,260,254,4.43,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,50.09,index,valid,synthetic_ran_kpi,181,180,4.02,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,47.58,index,valid,synthetic_ran_kpi,203,196,4.81,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,22.21,index,valid,synthetic_ran_kpi,222,215,4.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,48.18,index,valid,synthetic_ran_kpi,177,174,7.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,52.5,index,valid,synthetic_ran_kpi,262,257,1.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,41.32,index,valid,synthetic_ran_kpi,267,259,4.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,29.21,index,valid,synthetic_ran_kpi,84,83,5.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,38.3,index,valid,synthetic_ran_kpi,149,145,4.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,76.67,index,valid,synthetic_ran_kpi,269,267,5.6,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,28.35,index,valid,synthetic_ran_kpi,272,267,3.84,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,65.69,index,valid,synthetic_ran_kpi,115,114,0.89,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,44.3,index,valid,synthetic_ran_kpi,159,156,4.29,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,56.17,index,valid,synthetic_ran_kpi,237,233,5.07,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,57.58,index,valid,synthetic_ran_kpi,103,102,5.05,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,69.58,index,valid,synthetic_ran_kpi,218,216,6.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,58.45,index,valid,synthetic_ran_kpi,148,145,3.5,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,55.22,index,valid,synthetic_ran_kpi,149,147,0.54,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,32.5,index,valid,synthetic_ran_kpi,110,104,7.44,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,73.28,index,valid,synthetic_ran_kpi,179,173,5.21,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,71.73,index,valid,synthetic_ran_kpi,194,191,6.95,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,15.37,index,valid,synthetic_ran_kpi,271,268,4.76,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,73.29,index,valid,synthetic_ran_kpi,222,220,6.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,75.07,index,valid,synthetic_ran_kpi,297,296,3.25,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,46.4,index,valid,synthetic_ran_kpi,272,269,6.36,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,73.22,index,valid,synthetic_ran_kpi,210,207,5.39,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,57.35,index,valid,synthetic_ran_kpi,87,81,3.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,31.96,index,valid,synthetic_ran_kpi,273,272,2.15,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,46.69,index,valid,synthetic_ran_kpi,94,91,4.57,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,24.45,index,valid,synthetic_ran_kpi,232,225,4.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,46.9,index,valid,synthetic_ran_kpi,82,75,6.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,35.93,index,valid,synthetic_ran_kpi,199,191,0.54,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,42.06,index,valid,synthetic_ran_kpi,220,219,1.48,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,37.18,index,valid,synthetic_ran_kpi,216,208,2.1,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,78.31,index,valid,synthetic_ran_kpi,270,263,2.06,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,30.56,index,valid,synthetic_ran_kpi,225,223,4.74,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,16.18,index,valid,synthetic_ran_kpi,168,165,5.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,74.41,index,valid,synthetic_ran_kpi,124,118,7.32,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,17.96,index,valid,synthetic_ran_kpi,279,277,3.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,16.32,index,valid,synthetic_ran_kpi,89,83,7.35,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,40.93,index,valid,synthetic_ran_kpi,161,156,3.0,99.9
