cell_cqi_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_CQI_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,38.89,index,valid,synthetic_ran_kpi,281,280,6.54,99.9
RAN_KPI-CELL_CQI_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.84,index,valid,synthetic_ran_kpi,224,222,6.38,99.9
RAN_KPI-CELL_CQI_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,24.24,index,valid,synthetic_ran_kpi,284,276,3.93,99.9
RAN_KPI-CELL_CQI_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.47,index,valid,synthetic_ran_kpi,234,226,0.57,99.9
RAN_KPI-CELL_CQI_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,52.49,index,valid,synthetic_ran_kpi,291,284,1.96,99.9
RAN_KPI-CELL_CQI_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,39.93,index,valid,synthetic_ran_kpi,137,131,3.89,99.9
RAN_KPI-CELL_CQI_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,35.46,index,valid,synthetic_ran_kpi,250,246,1.22,99.9
RAN_KPI-CELL_CQI_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,83.87,index,valid,synthetic_ran_kpi,135,131,7.39,99.9
RAN_KPI-CELL_CQI_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,74.99,index,valid,synthetic_ran_kpi,264,261,4.24,99.9
RAN_KPI-CELL_CQI_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,27.16,index,valid,synthetic_ran_kpi,241,238,5.32,99.9
RAN_KPI-CELL_CQI_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,44.26,index,valid,synthetic_ran_kpi,279,274,2.82,99.9
RAN_KPI-CELL_CQI_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,38.19,index,valid,synthetic_ran_kpi,128,121,3.21,99.9
RAN_KPI-CELL_CQI_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,83.13,index,valid,synthetic_ran_kpi,277,274,4.45,99.9
RAN_KPI-CELL_CQI_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,28.26,index,valid,synthetic_ran_kpi,190,184,4.34,99.9
RAN_KPI-CELL_CQI_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,78.84,index,valid,synthetic_ran_kpi,171,169,6.67,99.9
RAN_KPI-CELL_CQI_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,43.98,index,valid,synthetic_ran_kpi,203,196,6.58,99.9
RAN_KPI-CELL_CQI_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,79.51,index,valid,synthetic_ran_kpi,87,80,4.65,99.9
RAN_KPI-CELL_CQI_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,82.9,index,valid,synthetic_ran_kpi,122,119,0.69,99.9
RAN_KPI-CELL_CQI_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,72.83,index,valid,synthetic_ran_kpi,246,245,3.98,99.9
RAN_KPI-CELL_CQI_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,73.26,index,valid,synthetic_ran_kpi,214,213,1.85,99.9
RAN_KPI-CELL_CQI_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,18.05,index,valid,synthetic_ran_kpi,203,195,3.7,99.9
RAN_KPI-CELL_CQI_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,18.2,index,valid,synthetic_ran_kpi,273,272,6.97,99.9
RAN_KPI-CELL_CQI_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,56.2,index,valid,synthetic_ran_kpi,207,204,1.47,99.9
RAN_KPI-CELL_CQI_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,44.26,index,valid,synthetic_ran_kpi,298,293,4.36,99.9
RAN_KPI-CELL_CQI_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,26.2,index,valid,synthetic_ran_kpi,94,92,1.06,99.9
RAN_KPI-CELL_CQI_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,32.78,index,valid,synthetic_ran_kpi,167,166,5.07,99.9
RAN_KPI-CELL_CQI_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,20.67,index,valid,synthetic_ran_kpi,215,210,4.29,99.9
RAN_KPI-CELL_CQI_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,64.33,index,valid,synthetic_ran_kpi,106,104,5.17,99.9
RAN_KPI-CELL_CQI_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,21.86,index,valid,synthetic_ran_kpi,276,273,4.39,99.9
RAN_KPI-CELL_CQI_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,72.9,index,valid,synthetic_ran_kpi,126,122,3.7,99.9
RAN_KPI-CELL_CQI_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,55.15,index,valid,synthetic_ran_kpi,112,105,7.44,99.9
RAN_KPI-CELL_CQI_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,27.86,index,valid,synthetic_ran_kpi,90,87,6.93,99.9
RAN_KPI-CELL_CQI_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,49.87,index,valid,synthetic_ran_kpi,221,217,2.33,99.9
RAN_KPI-CELL_CQI_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,52.88,index,valid,synthetic_ran_kpi,300,292,3.61,99.9
RAN_KPI-CELL_CQI_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,71.91,index,valid,synthetic_ran_kpi,210,204,6.94,99.9
RAN_KPI-CELL_CQI_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,28.2,index,valid,synthetic_ran_kpi,136,130,4.4,99.9
RAN_KPI-CELL_CQI_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,21.37,index,valid,synthetic_ran_kpi,162,156,4.34,99.9
RAN_KPI-CELL_CQI_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.24,index,valid,synthetic_ran_kpi,242,235,1.29,99.9
RAN_KPI-CELL_CQI_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.92,index,valid,synthetic_ran_kpi,300,298,0.58,99.9
RAN_KPI-CELL_CQI_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,52.63,index,valid,synthetic_ran_kpi,120,114,3.39,99.9
RAN_KPI-CELL_CQI_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,66.26,index,valid,synthetic_ran_kpi,220,218,1.87,99.9
RAN_KPI-CELL_CQI_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,74.05,index,valid,synthetic_ran_kpi,150,147,1.51,99.9
RAN_KPI-CELL_CQI_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,50.69,index,valid,synthetic_ran_kpi,152,150,2.03,99.9
RAN_KPI-CELL_CQI_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,29.89,index,valid,synthetic_ran_kpi,179,174,5.19,99.9
RAN_KPI-CELL_CQI_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,47.68,index,valid,synthetic_ran_kpi,223,215,3.61,99.9
RAN_KPI-CELL_CQI_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,50.01,index,valid,synthetic_ran_kpi,209,203,1.3,99.9
RAN_KPI-CELL_CQI_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,21.63,index,valid,synthetic_ran_kpi,206,201,5.39,99.9
RAN_KPI-CELL_CQI_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,49.17,index,valid,synthetic_ran_kpi,110,102,6.58,99.9
RAN_KPI-CELL_CQI_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,73.19,index,valid,synthetic_ran_kpi,249,243,5.7,99.9
RAN_KPI-CELL_CQI_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,73.96,index,valid,synthetic_ran_kpi,141,136,7.76,99.9
RAN_KPI-CELL_CQI_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,32.44,index,valid,synthetic_ran_kpi,227,219,6.74,99.9
RAN_KPI-CELL_CQI_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,78.74,index,valid,synthetic_ran_kpi,157,149,2.76,99.9
RAN_KPI-CELL_CQI_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,27.65,index,valid,synthetic_ran_kpi,241,235,2.93,99.9
RAN_KPI-CELL_CQI_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,69.61,index,valid,synthetic_ran_kpi,111,103,2.99,99.9
RAN_KPI-CELL_CQI_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,36.27,index,valid,synthetic_ran_kpi,227,226,4.26,99.9
RAN_KPI-CELL_CQI_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,61.46,index,valid,synthetic_ran_kpi,97,96,5.51,99.9
RAN_KPI-CELL_CQI_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,54.8,index,valid,synthetic_ran_kpi,279,278,3.83,99.9
RAN_KPI-CELL_CQI_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,36.24,index,valid,synthetic_ran_kpi,237,233,7.41,99.9
RAN_KPI-CELL_CQI_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,52.55,index,valid,synthetic_ran_kpi,260,256,0.69,99.9
RAN_KPI-CELL_CQI_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,84.0,index,valid,synthetic_ran_kpi,205,200,5.84,99.9
RAN_KPI-CELL_CQI_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,41.03,index,valid,synthetic_ran_kpi,119,116,2.7,99.9
RAN_KPI-CELL_CQI_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,31.17,index,valid,synthetic_ran_kpi,182,179,3.12,99.9
RAN_KPI-CELL_CQI_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,81.33,index,valid,synthetic_ran_kpi,156,151,7.95,99.9
RAN_KPI-CELL_CQI_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,36.59,index,valid,synthetic_ran_kpi,215,209,6.42,99.9
RAN_KPI-CELL_CQI_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,33.39,index,valid,synthetic_ran_kpi,220,216,0.88,99.9
RAN_KPI-CELL_CQI_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,38.79,index,valid,synthetic_ran_kpi,189,186,4.42,99.9
RAN_KPI-CELL_CQI_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,45.22,index,valid,synthetic_ran_kpi,288,287,5.27,99.9
RAN_KPI-CELL_CQI_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,35.07,index,valid,synthetic_ran_kpi,197,196,5.14,99.9
RAN_KPI-CELL_CQI_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,64.15,index,valid,synthetic_ran_kpi,144,142,5.59,99.9
RAN_KPI-CELL_CQI_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,20.84,index,valid,synthetic_ran_kpi,269,261,3.68,99.9
RAN_KPI-CELL_CQI_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,35.38,index,valid,synthetic_ran_kpi,97,89,2.81,99.9
RAN_KPI-CELL_CQI_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,45.84,index,valid,synthetic_ran_kpi,274,268,6.03,99.9
RAN_KPI-CELL_CQI_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,30.8,index,valid,synthetic_ran_kpi,124,122,2.11,99.9
RAN_KPI-CELL_CQI_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,76.11,index,valid,synthetic_ran_kpi,189,188,6.69,99.9
RAN_KPI-CELL_CQI_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,74.04,index,valid,synthetic_ran_kpi,116,108,6.12,99.9
RAN_KPI-CELL_CQI_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,72.68,index,valid,synthetic_ran_kpi,90,88,7.6,99.9
RAN_KPI-CELL_CQI_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,44.88,index,valid,synthetic_ran_kpi,235,227,3.13,99.9
RAN_KPI-CELL_CQI_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,67.41,index,valid,synthetic_ran_kpi,154,146,5.57,99.9
RAN_KPI-CELL_CQI_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,42.48,index,valid,synthetic_ran_kpi,134,133,3.81,99.9
RAN_KPI-CELL_CQI_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,49.79,index,valid,synthetic_ran_kpi,84,82,0.79,99.9
RAN_KPI-CELL_CQI_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,22.77,index,valid,synthetic_ran_kpi,293,290,3.82,99.9
RAN_KPI-CELL_CQI_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,55.0,index,valid,synthetic_ran_kpi,122,118,0.99,99.9
RAN_KPI-CELL_CQI_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,21.4,index,valid,synthetic_ran_kpi,194,189,5.55,99.9
RAN_KPI-CELL_CQI_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,16.15,index,valid,synthetic_ran_kpi,243,241,7.5,99.9
RAN_KPI-CELL_CQI_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,64.14,index,valid,synthetic_ran_kpi,171,169,4.61,99.9
RAN_KPI-CELL_CQI_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,74.81,index,valid,synthetic_ran_kpi,189,186,6.7,99.9
RAN_KPI-CELL_CQI_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,21.01,index,valid,synthetic_ran_kpi,261,259,5.09,99.9
RAN_KPI-CELL_CQI_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,42.46,index,valid,synthetic_ran_kpi,252,249,1.41,99.9
RAN_KPI-CELL_CQI_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,43.48,index,valid,synthetic_ran_kpi,141,140,6.54,99.9
RAN_KPI-CELL_CQI_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,72.69,index,valid,synthetic_ran_kpi,122,116,4.57,99.9
RAN_KPI-CELL_CQI_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,59.43,index,valid,synthetic_ran_kpi,256,249,3.69,99.9
RAN_KPI-CELL_CQI_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,56.05,index,valid,synthetic_ran_kpi,153,147,5.53,99.9
RAN_KPI-CELL_CQI_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,44.16,index,valid,synthetic_ran_kpi,122,121,6.0,99.9
RAN_KPI-CELL_CQI_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,35.54,index,valid,synthetic_ran_kpi,264,261,5.3,99.9
RAN_KPI-CELL_CQI_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,84.86,index,valid,synthetic_ran_kpi,111,110,3.22,99.9
RAN_KPI-CELL_CQI_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,63.7,index,valid,synthetic_ran_kpi,292,291,5.4,99.9
RAN_KPI-CELL_CQI_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,83.92,index,valid,synthetic_ran_kpi,270,269,5.87,99.9
RAN_KPI-CELL_CQI_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,24.28,index,valid,synthetic_ran_kpi,203,200,6.48,99.9
RAN_KPI-CELL_CQI_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,23.05,index,valid,synthetic_ran_kpi,137,133,7.32,99.9
RAN_KPI-CELL_CQI_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,33.59,index,valid,synthetic_ran_kpi,230,224,5.62,99.9
RAN_KPI-CELL_CQI_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,28.89,index,valid,synthetic_ran_kpi,211,205,7.18,99.9
RAN_KPI-CELL_CQI_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,69.52,index,valid,synthetic_ran_kpi,295,291,7.25,99.9
RAN_KPI-CELL_CQI_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,46.8,index,valid,synthetic_ran_kpi,100,97,3.29,99.9
RAN_KPI-CELL_CQI_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,16.22,index,valid,synthetic_ran_kpi,284,280,1.07,99.9
RAN_KPI-CELL_CQI_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,24.3,index,valid,synthetic_ran_kpi,117,111,2.04,99.9
RAN_KPI-CELL_CQI_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,68.81,index,valid,synthetic_ran_kpi,143,138,3.74,99.9
RAN_KPI-CELL_CQI_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,75.34,index,valid,synthetic_ran_kpi,163,162,2.31,99.9
RAN_KPI-CELL_CQI_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,19.85,index,valid,synthetic_ran_kpi,128,122,5.42,99.9
RAN_KPI-CELL_CQI_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,84.8,index,valid,synthetic_ran_kpi,202,197,7.26,99.9
RAN_KPI-CELL_CQI_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,37.48,index,valid,synthetic_ran_kpi,205,203,6.96,99.9
RAN_KPI-CELL_CQI_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,62.62,index,valid,synthetic_ran_kpi,208,202,3.9,99.9
RAN_KPI-CELL_CQI_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,75.89,index,valid,synthetic_ran_kpi,114,107,7.0,99.9
RAN_KPI-CELL_CQI_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,48.22,index,valid,synthetic_ran_kpi,180,173,3.75,99.9
RAN_KPI-CELL_CQI_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,27.73,index,valid,synthetic_ran_kpi,123,119,1.53,99.9
RAN_KPI-CELL_CQI_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,32.03,index,valid,synthetic_ran_kpi,270,265,7.02,99.9
RAN_KPI-CELL_CQI_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,80.23,index,valid,synthetic_ran_kpi,115,114,5.52,99.9
RAN_KPI-CELL_CQI_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,19.49,index,valid,synthetic_ran_kpi,228,223,2.48,99.9
RAN_KPI-CELL_CQI_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,81.41,index,valid,synthetic_ran_kpi,283,279,6.02,99.9
RAN_KPI-CELL_CQI_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,27.27,index,valid,synthetic_ran_kpi,156,150,4.72,99.9
RAN_KPI-CELL_CQI_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,81.21,index,valid,synthetic_ran_kpi,111,103,2.47,99.9
RAN_KPI-CELL_CQI_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,17.87,index,valid,synthetic_ran_kpi,157,150,1.51,99.9
RAN_KPI-CELL_CQI_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,61.43,index,valid,synthetic_ran_kpi,163,157,7.55,99.9
RAN_KPI-CELL_CQI_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,70.24,index,valid,synthetic_ran_kpi,126,120,7.06,99.9
RAN_KPI-CELL_CQI_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,38.21,index,valid,synthetic_ran_kpi,185,178,2.34,99.9
RAN_KPI-CELL_CQI_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,49.88,index,valid,synthetic_ran_kpi,292,285,3.94,99.9
RAN_KPI-CELL_CQI_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,44.49,index,valid,synthetic_ran_kpi,137,133,4.52,99.9
RAN_KPI-CELL_CQI_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,81.31,index,valid,synthetic_ran_kpi,164,161,6.05,99.9
RAN_KPI-CELL_CQI_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,30.32,index,valid,synthetic_ran_kpi,80,74,3.13,99.9
RAN_KPI-CELL_CQI_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,78.17,index,valid,synthetic_ran_kpi,266,263,7.98,99.9
RAN_KPI-CELL_CQI_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,17.65,index,valid,synthetic_ran_kpi,233,228,5.23,99.9
RAN_KPI-CELL_CQI_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,35.39,index,valid,synthetic_ran_kpi,197,191,1.7,99.9
RAN_KPI-CELL_CQI_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,47.95,index,valid,synthetic_ran_kpi,135,127,4.85,99.9
RAN_KPI-CELL_CQI_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,30.47,index,valid,synthetic_ran_kpi,258,257,3.2,99.9
RAN_KPI-CELL_CQI_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,32.87,index,valid,synthetic_ran_kpi,87,80,1.83,99.9
RAN_KPI-CELL_CQI_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,35.57,index,valid,synthetic_ran_kpi,237,236,0.83,99.9
RAN_KPI-CELL_CQI_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.75,index,valid,synthetic_ran_kpi,93,87,6.2,99.9
RAN_KPI-CELL_CQI_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,16.82,index,valid,synthetic_ran_kpi,155,147,6.23,99.9
RAN_KPI-CELL_CQI_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,41.7,index,valid,synthetic_ran_kpi,267,259,7.84,99.9
RAN_KPI-CELL_CQI_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,44.35,index,valid,synthetic_ran_kpi,266,259,2.01,99.9
RAN_KPI-CELL_CQI_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,19.29,index,valid,synthetic_ran_kpi,273,271,2.09,99.9
RAN_KPI-CELL_CQI_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,84.07,index,valid,synthetic_ran_kpi,250,243,3.79,99.9
RAN_KPI-CELL_CQI_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,30.88,index,valid,synthetic_ran_kpi,174,170,4.11,99.9
RAN_KPI-CELL_CQI_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,59.42,index,valid,synthetic_ran_kpi,282,276,3.77,99.9
