cell_access_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_ACCESS_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,82.91,index,valid,synthetic_ran_kpi,176,175,3.52,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,19.37,index,valid,synthetic_ran_kpi,274,271,4.6,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,25.07,index,valid,synthetic_ran_kpi,122,119,4.19,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,47.9,index,valid,synthetic_ran_kpi,189,181,5.12,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,84.29,index,valid,synthetic_ran_kpi,153,152,0.69,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,79.61,index,valid,synthetic_ran_kpi,122,115,3.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,39.37,index,valid,synthetic_ran_kpi,209,206,7.23,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,78.17,index,valid,synthetic_ran_kpi,281,273,7.26,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,49.85,index,valid,synthetic_ran_kpi,244,242,7.25,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,55.84,index,valid,synthetic_ran_kpi,134,127,7.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,37.1,index,valid,synthetic_ran_kpi,180,175,3.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,40.52,index,valid,synthetic_ran_kpi,83,81,5.74,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,46.68,index,valid,synthetic_ran_kpi,274,269,3.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,74.27,index,valid,synthetic_ran_kpi,214,209,2.76,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,57.64,index,valid,synthetic_ran_kpi,221,218,5.56,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,34.16,index,valid,synthetic_ran_kpi,176,170,7.12,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,70.81,index,valid,synthetic_ran_kpi,278,274,1.1,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,84.86,index,valid,synthetic_ran_kpi,239,231,1.16,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,68.17,index,valid,synthetic_ran_kpi,157,150,4.77,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,44.76,index,valid,synthetic_ran_kpi,121,117,4.34,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,75.8,index,valid,synthetic_ran_kpi,127,126,1.95,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,62.12,index,valid,synthetic_ran_kpi,126,122,3.01,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,81.22,index,valid,synthetic_ran_kpi,175,172,6.63,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,58.52,index,valid,synthetic_ran_kpi,156,150,3.38,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,71.07,index,valid,synthetic_ran_kpi,213,211,4.2,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,57.19,index,valid,synthetic_ran_kpi,274,266,2.82,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,73.92,index,valid,synthetic_ran_kpi,92,89,7.24,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.2,index,valid,synthetic_ran_kpi,170,165,1.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,78.18,index,valid,synthetic_ran_kpi,234,231,1.84,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.78,index,valid,synthetic_ran_kpi,186,179,7.51,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,53.83,index,valid,synthetic_ran_kpi,157,149,7.3,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,65.36,index,valid,synthetic_ran_kpi,299,293,4.22,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,78.01,index,valid,synthetic_ran_kpi,229,221,6.62,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,62.51,index,valid,synthetic_ran_kpi,138,135,1.61,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,36.54,index,valid,synthetic_ran_kpi,91,88,1.79,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,46.48,index,valid,synthetic_ran_kpi,285,277,5.61,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,23.42,index,valid,synthetic_ran_kpi,193,190,0.96,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,40.1,index,valid,synthetic_ran_kpi,203,200,0.89,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,70.2,index,valid,synthetic_ran_kpi,160,152,2.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,37.67,index,valid,synthetic_ran_kpi,251,243,2.36,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,77.33,index,valid,synthetic_ran_kpi,200,192,3.99,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,72.46,index,valid,synthetic_ran_kpi,133,126,1.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.39,index,valid,synthetic_ran_kpi,100,99,2.54,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,67.16,index,valid,synthetic_ran_kpi,243,240,2.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,23.12,index,valid,synthetic_ran_kpi,228,222,0.71,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.91,index,valid,synthetic_ran_kpi,262,255,0.77,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,48.83,index,valid,synthetic_ran_kpi,188,183,3.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,54.24,index,valid,synthetic_ran_kpi,223,222,7.73,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,66.27,index,valid,synthetic_ran_kpi,160,153,6.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,68.24,index,valid,synthetic_ran_kpi,217,215,3.69,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,62.88,index,valid,synthetic_ran_kpi,257,253,5.53,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,20.28,index,valid,synthetic_ran_kpi,102,99,5.51,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,17.87,index,valid,synthetic_ran_kpi,182,176,5.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,57.24,index,valid,synthetic_ran_kpi,239,238,4.85,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,36.12,index,valid,synthetic_ran_kpi,152,151,0.73,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,83.62,index,valid,synthetic_ran_kpi,173,170,3.05,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,43.18,index,valid,synthetic_ran_kpi,166,159,5.04,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,79.45,index,valid,synthetic_ran_kpi,269,267,4.36,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,31.77,index,valid,synthetic_ran_kpi,152,150,2.82,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,41.34,index,valid,synthetic_ran_kpi,157,155,6.22,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,69.14,index,valid,synthetic_ran_kpi,236,229,5.08,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,45.68,index,valid,synthetic_ran_kpi,132,127,7.7,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,55.85,index,valid,synthetic_ran_kpi,85,83,0.89,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,73.98,index,valid,synthetic_ran_kpi,293,290,6.16,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,80.39,index,valid,synthetic_ran_kpi,153,152,5.64,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,15.65,index,valid,synthetic_ran_kpi,281,277,3.2,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,62.39,index,valid,synthetic_ran_kpi,150,149,2.37,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,69.16,index,valid,synthetic_ran_kpi,116,108,4.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,18.02,index,valid,synthetic_ran_kpi,108,103,7.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,51.16,index,valid,synthetic_ran_kpi,82,75,7.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,20.67,index,valid,synthetic_ran_kpi,216,209,2.89,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,44.41,index,valid,synthetic_ran_kpi,171,167,1.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,83.71,index,valid,synthetic_ran_kpi,139,134,4.14,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.92,index,valid,synthetic_ran_kpi,180,173,1.2,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,58.43,index,valid,synthetic_ran_kpi,205,198,3.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,34.77,index,valid,synthetic_ran_kpi,282,278,6.44,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,20.85,index,valid,synthetic_ran_kpi,186,185,0.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,48.46,index,valid,synthetic_ran_kpi,127,124,7.92,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,30.84,index,valid,synthetic_ran_kpi,93,85,1.55,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.58,index,valid,synthetic_ran_kpi,277,269,4.99,99.9
RAN_KPI-CELL_ACCESS_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,45.15,index,valid,synthetic_ran_kpi,273,270,5.63,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,15.61,index,valid,synthetic_ran_kpi,279,277,3.89,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,28.62,index,valid,synthetic_ran_kpi,110,106,5.62,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,79.72,index,valid,synthetic_ran_kpi,278,272,1.95,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,47.16,index,valid,synthetic_ran_kpi,267,263,6.91,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,69.88,index,valid,synthetic_ran_kpi,258,256,0.69,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,16.29,index,valid,synthetic_ran_kpi,190,185,7.8,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,41.19,index,valid,synthetic_ran_kpi,272,271,1.76,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,30.51,index,valid,synthetic_ran_kpi,250,246,7.48,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,36.88,index,valid,synthetic_ran_kpi,137,130,2.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,37.1,index,valid,synthetic_ran_kpi,186,181,3.06,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,74.97,index,valid,synthetic_ran_kpi,259,252,7.23,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,67.63,index,valid,synthetic_ran_kpi,145,142,3.13,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,30.13,index,valid,synthetic_ran_kpi,238,232,5.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,84.94,index,valid,synthetic_ran_kpi,155,153,3.05,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,26.74,index,valid,synthetic_ran_kpi,227,226,2.98,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,27.5,index,valid,synthetic_ran_kpi,93,89,5.92,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,30.5,index,valid,synthetic_ran_kpi,210,205,6.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,59.86,index,valid,synthetic_ran_kpi,219,213,7.61,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,28.19,index,valid,synthetic_ran_kpi,244,243,4.06,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,21.28,index,valid,synthetic_ran_kpi,237,233,6.67,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,46.3,index,valid,synthetic_ran_kpi,274,267,5.66,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,34.73,index,valid,synthetic_ran_kpi,145,139,5.27,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,74.18,index,valid,synthetic_ran_kpi,267,259,0.75,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,34.24,index,valid,synthetic_ran_kpi,282,278,2.41,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,25.98,index,valid,synthetic_ran_kpi,245,241,3.65,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,21.29,index,valid,synthetic_ran_kpi,260,256,2.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,41.83,index,valid,synthetic_ran_kpi,144,143,3.26,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,50.24,index,valid,synthetic_ran_kpi,112,111,3.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,38.05,index,valid,synthetic_ran_kpi,274,266,0.78,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,27.62,index,valid,synthetic_ran_kpi,294,288,4.19,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,58.9,index,valid,synthetic_ran_kpi,296,295,0.62,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,62.76,index,valid,synthetic_ran_kpi,161,155,2.34,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,30.37,index,valid,synthetic_ran_kpi,116,108,3.99,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,57.3,index,valid,synthetic_ran_kpi,225,222,4.02,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,75.05,index,valid,synthetic_ran_kpi,296,291,5.94,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,51.2,index,valid,synthetic_ran_kpi,152,148,6.86,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,67.79,index,valid,synthetic_ran_kpi,234,226,1.18,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,21.03,index,valid,synthetic_ran_kpi,195,191,6.89,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,21.72,index,valid,synthetic_ran_kpi,169,161,7.17,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,24.75,index,valid,synthetic_ran_kpi,279,278,5.94,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,69.66,index,valid,synthetic_ran_kpi,133,128,1.57,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,29.94,index,valid,synthetic_ran_kpi,251,249,5.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,25.83,index,valid,synthetic_ran_kpi,115,110,2.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,56.3,index,valid,synthetic_ran_kpi,164,161,5.03,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,34.18,index,valid,synthetic_ran_kpi,255,253,5.97,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,70.66,index,valid,synthetic_ran_kpi,136,133,5.48,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,39.01,index,valid,synthetic_ran_kpi,219,214,7.56,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,43.62,index,valid,synthetic_ran_kpi,199,196,2.86,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,39.32,index,valid,synthetic_ran_kpi,117,116,4.81,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,29.8,index,valid,synthetic_ran_kpi,189,181,0.82,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,23.09,index,valid,synthetic_ran_kpi,94,87,6.37,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,35.22,index,valid,synthetic_ran_kpi,245,243,5.42,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,79.68,index,valid,synthetic_ran_kpi,222,214,5.42,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,50.62,index,valid,synthetic_ran_kpi,235,227,4.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,64.01,index,valid,synthetic_ran_kpi,144,143,7.45,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,66.13,index,valid,synthetic_ran_kpi,142,138,3.14,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,33.66,index,valid,synthetic_ran_kpi,157,150,6.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,51.5,index,valid,synthetic_ran_kpi,169,166,5.28,99.9
RAN_KPI-CELL_ACCESS_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,56.46,index,valid,synthetic_ran_kpi,147,146,2.86,99.9
