cell_id,station_id,province_code,area_code,date_hour,utc_time_ms,availability_pct,dl_traffic_gb,ul_traffic_gb,dl_throughput_mbps,ul_throughput_mbps,rrc_attempt,rrc_success,ho_attempt,ho_success,prb_dl_util_pct,latency_ms,packet_loss_pct,active_users,kpi_quality_flag
CELL040101,ST0401,NBH,KV1,2026-08-19-04,1787086800000,99.33,0.91,0.27,16.38,3.24,98,95,84,84,21.58,22.84,0.09,76,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-05,1787090400000,99.5,1.09,0.32,19.62,3.84,178,176,39,36,22.81,29.68,0.12,106,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-06,1787094000000,99.23,1.16,0.26,20.88,3.12,202,198,87,86,26.57,25.77,0.14,70,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-07,1787097600000,99.52,2.56,0.69,46.08,8.28,83,78,56,52,32.35,29.75,0.19,149,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-08,1787101200000,99.4,1.65,0.47,29.7,5.64,158,152,52,50,33.49,19.24,0.17,68,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-09,1787104800000,99.74,1.34,0.37,24.12,4.44,140,135,80,77,30.96,17.81,0.16,66,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-10,1787108400000,99.37,1.4,0.49,25.2,5.88,113,110,21,18,34.27,28.58,0.16,48,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-11,1787112000000,99.85,2.37,0.81,42.66,9.72,146,144,86,84,35.57,22.04,0.05,31,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-12,1787115600000,99.73,1.75,0.59,31.5,7.08,174,171,44,42,42.47,20.55,0.1,84,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-13,1787119200000,99.22,2.07,0.67,37.26,8.04,209,205,37,33,37.59,29.99,0.07,91,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-14,1787122800000,99.31,1.5,0.36,27.0,4.32,91,89,21,19,28.94,24.97,0.02,67,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-15,1787126400000,99.82,2.06,0.76,37.08,9.12,205,204,31,29,27.23,26.88,0.01,60,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-16,1787130000000,99.29,2.38,0.62,42.84,7.44,149,148,79,77,37.45,28.94,0.01,53,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-17,1787133600000,99.66,2.28,0.76,41.04,9.12,90,84,24,20,38.79,20.09,0.12,54,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-18,1787137200000,99.26,3.22,0.78,57.96,9.36,214,208,42,41,50.19,13.95,0.17,31,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-19,1787140800000,99.39,3.91,1.47,70.38,17.64,141,138,43,40,56.84,12.78,0.04,147,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-20,1787144400000,99.74,3.19,1.03,57.42,12.36,79,77,70,66,54.03,12.82,0.13,129,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-21,1787148000000,99.98,2.74,0.9,49.32,10.8,111,106,51,49,59.26,16.94,0.15,58,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-22,1787151600000,99.93,2.61,0.72,46.98,8.64,71,68,28,24,53.92,16.71,0.2,126,normal
CELL040101,ST0401,NBH,KV1,2026-08-19-23,1787155200000,99.49,1.98,0.61,35.64,7.32,126,123,29,29,39.86,18.73,0.07,133,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-00,1787158800000,99.28,1.09,0.34,19.62,4.08,148,147,62,58,22.53,27.5,0.2,49,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-01,1787162400000,99.51,0.73,0.27,13.14,3.24,176,172,77,77,21.69,28.88,0.04,149,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-02,1787166000000,99.96,0.9,0.27,16.2,3.24,210,204,48,45,17.14,29.07,0.16,53,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-03,1787169600000,99.65,0.88,0.2,15.84,2.4,136,132,23,23,24.81,23.47,0.16,67,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-04,1787173200000,99.92,1.39,0.44,25.02,5.28,122,116,52,48,23.48,25.12,0.01,158,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-05,1787176800000,99.8,0.76,0.28,13.68,3.36,217,212,72,68,20.94,25.75,0.19,48,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-06,1787180400000,99.93,1.34,0.42,24.12,5.04,131,125,65,61,15.7,25.64,0.05,48,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-07,1787184000000,99.28,2.47,0.57,44.46,6.84,99,98,26,25,40.39,29.49,0.16,153,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-08,1787187600000,99.61,1.69,0.37,30.42,4.44,168,165,42,41,39.31,19.61,0.06,86,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-09,1787191200000,99.97,2.31,0.53,41.58,6.36,146,144,85,83,29.22,13.86,0.06,46,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-10,1787194800000,99.84,1.88,0.7,33.84,8.4,121,120,87,87,37.7,15.96,0.08,39,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-11,1787198400000,99.82,1.76,0.62,31.68,7.44,74,72,53,52,33.54,27.92,0.15,149,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-12,1787202000000,99.2,1.82,0.44,32.76,5.28,108,107,60,60,42.39,18.55,0.12,144,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-13,1787205600000,99.6,2.54,0.6,45.72,7.2,132,126,21,18,34.96,28.1,0.06,42,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-14,1787209200000,99.58,2.54,0.84,45.72,10.08,216,211,32,28,33.32,14.34,0.18,156,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-15,1787212800000,99.25,2.58,0.58,46.44,6.96,172,169,43,39,40.44,18.11,0.03,91,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-16,1787216400000,99.31,1.8,0.44,32.4,5.28,125,120,50,50,42.21,27.16,0.02,79,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-17,1787220000000,99.23,2.45,0.62,44.1,7.44,218,213,76,75,29.81,13.93,0.11,57,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-18,1787223600000,99.23,3.48,1.21,62.64,14.52,217,211,27,26,53.73,18.13,0.02,96,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-19,1787227200000,99.26,3.58,1.11,64.44,13.32,72,71,47,47,58.09,25.24,0.05,68,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-20,1787230800000,99.95,2.88,0.69,51.84,8.28,127,126,71,70,51.76,28.72,0.17,114,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-21,1787234400000,99.38,3.75,1.12,67.5,13.44,167,162,59,59,55.58,24.47,0.1,111,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-22,1787238000000,99.45,3.36,1.14,60.48,13.68,200,196,25,25,59.61,23.25,0.13,112,normal
CELL040101,ST0401,NBH,KV1,2026-08-20-23,1787241600000,99.88,2.01,0.5,36.18,6.0,109,108,89,88,39.76,21.76,0.15,102,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-00,1786986000000,99.56,1.2,0.38,21.6,4.56,209,203,35,35,11.7,13.43,0.14,114,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-01,1786989600000,99.38,0.72,0.18,12.96,2.16,212,209,31,29,24.07,28.68,0.03,43,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-02,1786993200000,99.45,1.39,0.47,25.02,5.64,97,94,49,46,12.71,29.91,0.15,41,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-03,1786996800000,99.35,0.93,0.31,16.74,3.72,161,158,47,43,24.95,20.73,0.09,81,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-04,1787000400000,99.89,0.9,0.26,16.2,3.12,196,194,35,33,16.15,29.15,0.1,84,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-05,1787004000000,99.67,0.92,0.29,16.56,3.48,193,189,90,86,25.03,22.42,0.15,55,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-06,1787007600000,99.39,1.12,0.29,20.16,3.48,97,92,38,38,17.01,24.58,0.15,114,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-07,1787011200000,99.66,1.98,0.74,35.64,8.88,93,92,61,57,32.34,24.24,0.09,37,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-08,1787014800000,99.52,2.54,0.6,45.72,7.2,126,124,34,30,41.29,28.05,0.12,100,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-09,1787018400000,99.53,2.11,0.5,37.98,6.0,219,218,86,82,36.33,13.43,0.08,141,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-10,1787022000000,99.24,2.59,0.65,46.62,7.8,106,102,24,23,38.64,29.71,0.11,138,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-11,1787025600000,99.21,1.95,0.43,35.1,5.16,111,105,76,72,37.74,21.97,0.17,59,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-12,1787029200000,99.25,1.87,0.61,33.66,7.32,206,204,55,53,33.3,27.58,0.09,122,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-13,1787032800000,99.4,1.48,0.37,26.64,4.44,118,113,75,71,33.2,17.11,0.13,48,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-14,1787036400000,99.35,1.46,0.4,26.28,4.8,148,146,36,32,41.92,15.06,0.1,157,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-15,1787040000000,99.72,1.77,0.51,31.86,6.12,137,133,25,21,40.69,14.0,0.13,122,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-16,1787043600000,99.37,2.13,0.73,38.34,8.76,89,84,39,36,32.62,21.71,0.08,100,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-17,1787047200000,99.56,2.38,0.7,42.84,8.4,208,202,86,82,41.84,21.74,0.13,111,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-18,1787050800000,99.32,2.05,0.53,36.9,6.36,143,140,82,81,56.02,20.88,0.02,129,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-19,1787054400000,99.25,3.63,1.1,65.34,13.2,118,112,47,45,51.11,19.6,0.18,141,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-20,1787058000000,99.68,2.43,0.68,43.74,8.16,122,116,67,67,58.53,12.21,0.09,93,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-21,1787061600000,99.31,2.1,0.78,37.8,9.36,113,112,64,61,58.63,26.2,0.16,146,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-22,1787065200000,99.62,2.53,0.63,45.54,7.56,198,192,23,23,61.0,18.56,0.12,153,normal
CELL040102,ST0401,NBH,KV1,2026-08-18-23,1787068800000,99.21,1.82,0.47,32.76,5.64,121,116,22,20,28.84,15.47,0.09,117,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-00,1787072400000,99.58,1.38,0.44,24.84,5.28,133,129,48,44,26.26,26.91,0.18,72,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-01,1787076000000,99.75,0.99,0.37,17.82,4.44,109,106,67,66,26.55,26.16,0.08,111,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-02,1787079600000,99.91,0.94,0.29,16.92,3.48,152,149,78,77,21.34,27.82,0.16,153,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-03,1787083200000,99.47,0.82,0.3,14.76,3.6,186,182,57,55,22.95,26.71,0.12,141,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-04,1787086800000,99.64,1.06,0.31,19.08,3.72,220,218,83,83,12.88,18.99,0.13,52,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-05,1787090400000,99.74,0.95,0.31,17.1,3.72,139,136,47,43,18.23,27.66,0.15,106,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-06,1787094000000,99.43,1.27,0.37,22.86,4.44,212,209,79,78,26.89,13.25,0.14,111,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-07,1787097600000,99.51,1.89,0.53,34.02,6.36,93,91,89,89,31.51,21.93,0.03,44,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-08,1787101200000,99.57,2.46,0.82,44.28,9.84,121,115,33,31,39.36,16.58,0.07,133,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-09,1787104800000,99.36,1.87,0.6,33.66,7.2,202,196,56,54,38.61,16.93,0.16,64,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-10,1787108400000,99.91,1.87,0.45,33.66,5.4,119,116,72,69,35.09,16.7,0.07,125,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-11,1787112000000,99.87,1.8,0.46,32.4,5.52,77,72,48,45,35.84,16.38,0.03,151,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-12,1787115600000,99.4,1.55,0.59,27.9,7.08,107,102,66,63,36.36,27.07,0.09,77,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-13,1787119200000,99.47,1.53,0.49,27.54,5.88,205,203,86,84,37.98,29.66,0.08,155,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-14,1787122800000,99.65,2.43,0.82,43.74,9.84,100,98,68,68,33.77,21.62,0.06,67,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-15,1787126400000,99.63,2.49,0.66,44.82,7.92,184,180,35,34,40.43,17.68,0.14,88,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-16,1787130000000,99.7,2.55,0.84,45.9,10.08,119,118,53,53,36.32,12.75,0.12,117,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-17,1787133600000,99.4,1.52,0.46,27.36,5.52,149,144,30,30,31.17,20.84,0.06,65,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-18,1787137200000,99.56,2.69,0.95,48.42,11.4,124,121,73,72,53.96,16.5,0.09,63,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-19,1787140800000,99.71,2.17,0.67,39.06,8.04,146,143,56,52,55.07,29.7,0.09,58,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-20,1787144400000,99.24,2.08,0.63,37.44,7.56,173,167,41,38,59.27,18.32,0.18,83,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-21,1787148000000,99.39,3.14,0.97,56.52,11.64,202,201,44,42,53.07,22.3,0.05,56,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-22,1787151600000,99.83,3.04,0.69,54.72,8.28,109,104,59,56,55.47,14.1,0.16,50,normal
CELL040102,ST0401,NBH,KV1,2026-08-19-23,1787155200000,99.96,2.59,0.74,46.62,8.88,147,143,35,31,38.43,15.67,0.17,133,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-00,1787158800000,99.82,0.81,0.26,14.58,3.12,104,100,52,52,13.41,28.05,0.17,88,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-01,1787162400000,99.76,1.29,0.38,23.22,4.56,176,170,26,23,26.86,24.7,0.02,44,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-02,1787166000000,99.89,0.89,0.25,16.02,3.0,179,174,53,49,19.16,25.07,0.14,65,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-03,1787169600000,99.63,1.12,0.36,20.16,4.32,70,65,48,45,11.68,21.57,0.09,121,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-04,1787173200000,99.69,1.01,0.34,18.18,4.08,182,177,56,53,21.1,27.79,0.07,39,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-05,1787176800000,99.69,0.97,0.35,17.46,4.2,86,80,37,36,21.18,14.48,0.2,144,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-06,1787180400000,99.28,1.09,0.4,19.62,4.8,126,121,63,62,26.67,19.48,0.16,47,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-07,1787184000000,99.73,1.58,0.47,28.44,5.64,102,97,72,71,41.22,19.16,0.15,63,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-08,1787187600000,99.47,1.34,0.31,24.12,3.72,109,104,72,70,36.94,17.93,0.07,130,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-09,1787191200000,99.94,2.31,0.63,41.58,7.56,101,100,61,60,31.81,18.59,0.06,45,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-10,1787194800000,99.67,2.36,0.61,42.48,7.32,168,162,66,66,36.51,12.38,0.05,78,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-11,1787198400000,99.21,1.62,0.46,29.16,5.52,193,190,89,89,30.66,12.91,0.1,113,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-12,1787202000000,99.84,1.65,0.51,29.7,6.12,220,219,56,55,30.76,17.73,0.15,95,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-13,1787205600000,99.65,2.59,0.75,46.62,9.0,89,85,68,66,42.96,26.92,0.1,70,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-14,1787209200000,99.23,2.12,0.57,38.16,6.84,84,83,56,55,34.05,17.58,0.12,31,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-15,1787212800000,99.36,1.93,0.46,34.74,5.52,84,81,25,22,27.08,24.22,0.06,62,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-16,1787216400000,99.99,2.0,0.54,36.0,6.48,211,205,90,86,29.32,12.68,0.03,36,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-17,1787220000000,99.83,2.32,0.62,41.76,7.44,127,122,53,52,32.85,20.97,0.15,108,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-18,1787223600000,99.34,2.99,0.78,53.82,9.36,93,92,76,73,59.92,23.25,0.03,116,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-19,1787227200000,99.91,2.46,0.78,44.28,9.36,104,103,88,87,60.4,19.52,0.16,59,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-20,1787230800000,99.73,3.56,1.04,64.08,12.48,166,162,26,24,57.62,17.27,0.18,63,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-21,1787234400000,99.32,2.1,0.72,37.8,8.64,78,73,22,21,50.29,24.81,0.09,101,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-22,1787238000000,99.93,2.21,0.54,39.78,6.48,129,127,89,87,46.58,18.85,0.07,132,normal
CELL040102,ST0401,NBH,KV1,2026-08-20-23,1787241600000,99.37,2.01,0.54,36.18,6.48,219,218,90,88,41.43,12.61,0.12,126,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-00,1786986000000,99.98,1.1,0.36,19.8,4.32,217,213,51,48,21.47,13.57,0.19,108,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-01,1786989600000,99.86,1.04,0.35,18.72,4.2,113,110,44,41,26.1,21.03,0.06,140,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-02,1786993200000,99.36,1.27,0.34,22.86,4.08,141,138,49,48,17.61,14.65,0.1,37,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-03,1786996800000,99.91,0.95,0.34,17.1,4.08,166,160,70,70,26.66,20.71,0.1,100,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-04,1787000400000,99.61,1.2,0.32,21.6,3.84,87,81,56,52,20.46,28.9,0.09,34,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-05,1787004000000,99.61,1.03,0.32,18.54,3.84,118,114,54,51,22.11,15.46,0.07,78,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-06,1787007600000,99.32,0.74,0.17,13.32,2.04,183,180,58,54,14.78,20.73,0.18,149,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-07,1787011200000,99.22,2.56,0.7,46.08,8.4,151,146,41,39,34.85,17.94,0.11,56,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-08,1787014800000,99.81,2.49,0.94,44.82,11.28,166,163,86,86,32.48,17.44,0.09,149,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-09,1787018400000,99.39,2.55,0.7,45.9,8.4,105,101,23,19,41.93,16.29,0.1,119,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-10,1787022000000,99.71,2.43,0.69,43.74,8.28,135,129,24,23,28.59,16.37,0.18,103,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-11,1787025600000,99.6,1.6,0.41,28.8,4.92,85,84,41,39,29.35,12.19,0.14,134,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-12,1787029200000,99.46,2.01,0.59,36.18,7.08,112,106,44,40,29.39,27.06,0.07,67,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-13,1787032800000,99.95,1.92,0.51,34.56,6.12,85,79,47,45,38.82,14.22,0.12,61,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-14,1787036400000,99.48,2.43,0.92,43.74,11.04,181,177,62,59,41.02,13.03,0.2,87,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-15,1787040000000,99.5,2.03,0.66,36.54,7.92,190,185,21,18,30.44,14.76,0.15,121,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-16,1787043600000,99.39,1.51,0.5,27.18,6.0,196,194,83,80,29.8,15.29,0.06,153,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-17,1787047200000,99.95,2.38,0.86,42.84,10.32,170,164,26,25,27.71,17.07,0.11,86,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-18,1787050800000,99.4,3.76,1.37,67.68,16.44,187,182,87,83,59.82,25.86,0.04,147,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-19,1787054400000,99.44,3.02,0.98,54.36,11.76,82,80,68,66,51.85,25.97,0.11,117,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-20,1787058000000,99.81,3.38,0.93,60.84,11.16,79,78,84,80,52.58,24.4,0.19,110,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-21,1787061600000,99.5,3.82,1.01,68.76,12.12,123,117,62,60,55.53,23.26,0.03,159,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-22,1787065200000,99.31,2.1,0.76,37.8,9.12,180,174,49,45,48.2,21.66,0.04,95,normal
CELL040201,ST0402,NBH,KV1,2026-08-18-23,1787068800000,99.67,2.3,0.73,41.4,8.76,171,170,87,86,32.24,15.19,0.04,51,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-00,1787072400000,99.89,0.84,0.31,15.12,3.72,95,93,27,24,25.04,17.98,0.08,134,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-01,1787076000000,99.8,1.27,0.46,22.86,5.52,75,71,20,20,12.74,21.56,0.16,105,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-02,1787079600000,99.85,1.43,0.49,25.74,5.88,156,153,62,58,21.73,15.41,0.12,112,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-03,1787083200000,99.83,1.13,0.28,20.34,3.36,101,99,30,29,13.65,22.92,0.1,100,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-04,1787086800000,99.26,1.16,0.39,20.88,4.68,131,126,52,52,24.48,25.38,0.04,73,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-05,1787090400000,99.36,1.06,0.32,19.08,3.84,203,199,52,52,23.56,23.14,0.02,149,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-06,1787094000000,99.22,0.74,0.21,13.32,2.52,71,68,71,69,17.97,16.56,0.19,141,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-07,1787097600000,99.82,2.39,0.81,43.02,9.72,110,106,80,76,35.25,28.87,0.08,61,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-08,1787101200000,99.76,2.43,0.65,43.74,7.8,153,148,87,84,37.09,21.61,0.15,111,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-09,1787104800000,99.45,1.56,0.51,28.08,6.12,103,100,70,69,33.82,26.06,0.13,116,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-10,1787108400000,99.73,1.69,0.62,30.42,7.44,77,74,81,80,37.95,21.25,0.09,52,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-11,1787112000000,99.64,2.26,0.75,40.68,9.0,196,191,82,80,35.93,13.9,0.07,156,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-12,1787115600000,99.55,2.03,0.55,36.54,6.6,169,165,51,50,27.32,19.95,0.07,143,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-13,1787119200000,99.93,2.34,0.68,42.12,8.16,97,96,57,55,36.71,20.71,0.09,38,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-14,1787122800000,99.3,1.84,0.46,33.12,5.52,109,105,68,64,27.05,27.56,0.02,160,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-15,1787126400000,99.22,2.26,0.6,40.68,7.2,220,216,20,18,28.49,25.98,0.18,94,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-16,1787130000000,99.76,1.88,0.66,33.84,7.92,124,123,21,17,38.03,26.2,0.07,102,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-17,1787133600000,99.54,1.71,0.48,30.78,5.76,136,132,69,66,35.57,25.23,0.04,86,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-18,1787137200000,99.89,3.47,0.99,62.46,11.88,89,88,51,50,51.98,13.23,0.14,78,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-19,1787140800000,99.75,2.81,0.85,50.58,10.2,182,178,74,70,52.34,15.99,0.11,52,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-20,1787144400000,99.29,3.48,0.97,62.64,11.64,179,177,53,51,61.3,28.96,0.01,56,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-21,1787148000000,99.87,3.01,1.04,54.18,12.48,191,190,26,24,55.02,15.16,0.1,86,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-22,1787151600000,99.72,3.22,0.93,57.96,11.16,81,76,90,88,55.7,12.07,0.13,55,normal
CELL040201,ST0402,NBH,KV1,2026-08-19-23,1787155200000,99.77,1.96,0.57,35.28,6.84,208,203,88,87,36.7,29.75,0.01,73,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-00,1787158800000,99.49,1.36,0.4,24.48,4.8,102,96,81,78,14.83,20.9,0.1,61,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-01,1787162400000,99.64,0.92,0.25,16.56,3.0,70,64,48,46,18.92,20.61,0.08,83,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-02,1787166000000,99.65,0.87,0.3,15.66,3.6,199,193,29,29,21.0,15.85,0.03,141,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-03,1787169600000,99.21,1.0,0.32,18.0,3.84,170,164,80,76,11.73,16.63,0.01,104,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-04,1787173200000,99.54,1.04,0.37,18.72,4.44,214,213,21,21,19.93,22.75,0.02,144,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-05,1787176800000,99.53,1.32,0.4,23.76,4.8,81,78,37,33,23.38,17.86,0.15,84,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-06,1787180400000,99.21,0.97,0.28,17.46,3.36,134,129,44,40,24.42,21.55,0.07,108,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-07,1787184000000,99.94,2.22,0.8,39.96,9.6,171,165,32,30,38.88,24.67,0.13,112,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-08,1787187600000,99.69,1.34,0.37,24.12,4.44,108,105,67,66,33.57,17.58,0.16,61,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-09,1787191200000,99.67,1.89,0.61,34.02,7.32,205,203,66,63,39.68,17.25,0.11,38,normal
CELL040201,ST0402,NBH,KV1,2026-08-20-10,1787194800000,99.75,1.57,0.35,28.26,4.2,147,144,25,24,42.72,18.87,0.1,51,normal
