cell_throughput_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,65.55,index,valid,synthetic_ran_kpi,109,106,7.09,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,74.69,index,valid,synthetic_ran_kpi,225,223,3.09,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,49.64,index,valid,synthetic_ran_kpi,236,228,5.39,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,33.69,index,valid,synthetic_ran_kpi,90,82,7.2,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,55.7,index,valid,synthetic_ran_kpi,278,271,4.18,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,49.19,index,valid,synthetic_ran_kpi,268,265,6.32,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,20.55,index,valid,synthetic_ran_kpi,226,222,4.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,77.97,index,valid,synthetic_ran_kpi,254,247,7.9,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,66.47,index,valid,synthetic_ran_kpi,154,152,2.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,78.23,index,valid,synthetic_ran_kpi,106,101,4.29,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,45.56,index,valid,synthetic_ran_kpi,110,105,1.21,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,82.64,index,valid,synthetic_ran_kpi,147,142,5.18,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,48.15,index,valid,synthetic_ran_kpi,210,204,6.24,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,34.67,index,valid,synthetic_ran_kpi,203,202,1.78,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,24.45,index,valid,synthetic_ran_kpi,242,239,7.42,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,23.21,index,valid,synthetic_ran_kpi,283,279,6.06,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,26.41,index,valid,synthetic_ran_kpi,254,247,5.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,47.88,index,valid,synthetic_ran_kpi,91,86,6.72,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,43.56,index,valid,synthetic_ran_kpi,248,246,2.2,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,25.11,index,valid,synthetic_ran_kpi,289,284,6.3,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,29.55,index,valid,synthetic_ran_kpi,202,195,3.98,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,56.89,index,valid,synthetic_ran_kpi,98,94,3.27,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,26.11,index,valid,synthetic_ran_kpi,236,234,3.14,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,78.27,index,valid,synthetic_ran_kpi,119,117,1.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,61.11,index,valid,synthetic_ran_kpi,283,278,2.04,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,77.91,index,valid,synthetic_ran_kpi,109,107,4.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,76.96,index,valid,synthetic_ran_kpi,230,228,2.27,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,79.62,index,valid,synthetic_ran_kpi,122,116,2.94,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,31.65,index,valid,synthetic_ran_kpi,246,241,4.21,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,54.9,index,valid,synthetic_ran_kpi,134,128,7.72,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,56.89,index,valid,synthetic_ran_kpi,230,229,7.36,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,45.23,index,valid,synthetic_ran_kpi,166,161,6.76,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,63.17,index,valid,synthetic_ran_kpi,189,184,1.74,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,27.96,index,valid,synthetic_ran_kpi,257,249,5.8,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,61.83,index,valid,synthetic_ran_kpi,274,271,2.28,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.06,index,valid,synthetic_ran_kpi,193,190,5.83,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,37.21,index,valid,synthetic_ran_kpi,86,81,5.02,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,48.7,index,valid,synthetic_ran_kpi,274,267,2.47,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,41.84,index,valid,synthetic_ran_kpi,99,91,7.58,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,25.22,index,valid,synthetic_ran_kpi,164,158,7.1,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,58.95,index,valid,synthetic_ran_kpi,113,105,4.68,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,66.62,index,valid,synthetic_ran_kpi,147,139,3.59,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,76.98,index,valid,synthetic_ran_kpi,121,118,0.88,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,33.1,index,valid,synthetic_ran_kpi,176,175,3.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.46,index,valid,synthetic_ran_kpi,92,86,1.26,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,20.85,index,valid,synthetic_ran_kpi,212,210,7.36,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,61.88,index,valid,synthetic_ran_kpi,200,199,3.05,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,20.66,index,valid,synthetic_ran_kpi,158,156,2.1,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,68.95,index,valid,synthetic_ran_kpi,82,74,0.66,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,46.57,index,valid,synthetic_ran_kpi,191,188,4.73,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,73.44,index,valid,synthetic_ran_kpi,236,233,0.76,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,32.28,index,valid,synthetic_ran_kpi,286,282,6.94,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,30.85,index,valid,synthetic_ran_kpi,161,154,6.3,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,55.06,index,valid,synthetic_ran_kpi,268,267,6.02,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,65.62,index,valid,synthetic_ran_kpi,281,277,4.75,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,48.98,index,valid,synthetic_ran_kpi,153,148,3.14,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,79.32,index,valid,synthetic_ran_kpi,122,117,7.66,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,75.53,index,valid,synthetic_ran_kpi,250,246,6.43,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,25.1,index,valid,synthetic_ran_kpi,247,240,7.74,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,66.08,index,valid,synthetic_ran_kpi,277,269,1.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,82.42,index,valid,synthetic_ran_kpi,137,129,5.82,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,79.44,index,valid,synthetic_ran_kpi,205,199,6.68,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,76.74,index,valid,synthetic_ran_kpi,94,88,5.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,20.63,index,valid,synthetic_ran_kpi,261,257,7.74,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,15.65,index,valid,synthetic_ran_kpi,288,282,2.96,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,54.38,index,valid,synthetic_ran_kpi,133,125,5.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,69.86,index,valid,synthetic_ran_kpi,192,185,4.47,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,21.55,index,valid,synthetic_ran_kpi,158,156,4.39,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,48.85,index,valid,synthetic_ran_kpi,122,115,5.63,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,82.38,index,valid,synthetic_ran_kpi,210,207,1.62,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,84.65,index,valid,synthetic_ran_kpi,206,199,5.16,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,48.09,index,valid,synthetic_ran_kpi,228,220,2.75,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,32.26,index,valid,synthetic_ran_kpi,97,90,0.63,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,74.2,index,valid,synthetic_ran_kpi,106,105,2.78,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,72.73,index,valid,synthetic_ran_kpi,204,202,1.73,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,84.39,index,valid,synthetic_ran_kpi,101,100,6.12,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,56.38,index,valid,synthetic_ran_kpi,103,97,6.07,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,16.97,index,valid,synthetic_ran_kpi,275,269,1.18,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,17.15,index,valid,synthetic_ran_kpi,131,126,1.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.95,index,valid,synthetic_ran_kpi,262,256,2.0,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.09,index,valid,synthetic_ran_kpi,114,110,0.76,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,60.46,index,valid,synthetic_ran_kpi,193,189,5.18,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,84.91,index,valid,synthetic_ran_kpi,204,197,7.3,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,31.25,index,valid,synthetic_ran_kpi,220,217,4.59,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,53.95,index,valid,synthetic_ran_kpi,133,132,6.14,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,15.39,index,valid,synthetic_ran_kpi,205,203,4.61,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,78.43,index,valid,synthetic_ran_kpi,213,211,6.88,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,40.9,index,valid,synthetic_ran_kpi,192,185,7.88,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,62.07,index,valid,synthetic_ran_kpi,297,293,2.14,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,80.46,index,valid,synthetic_ran_kpi,273,270,7.92,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,74.73,index,valid,synthetic_ran_kpi,91,84,6.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,29.04,index,valid,synthetic_ran_kpi,126,120,3.15,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,16.82,index,valid,synthetic_ran_kpi,153,150,0.74,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,34.56,index,valid,synthetic_ran_kpi,264,262,1.82,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,50.78,index,valid,synthetic_ran_kpi,282,279,1.19,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,38.06,index,valid,synthetic_ran_kpi,218,212,2.19,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,68.07,index,valid,synthetic_ran_kpi,191,189,7.81,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,50.41,index,valid,synthetic_ran_kpi,141,140,7.81,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,19.62,index,valid,synthetic_ran_kpi,276,275,4.25,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,50.36,index,valid,synthetic_ran_kpi,295,294,2.56,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,53.75,index,valid,synthetic_ran_kpi,150,147,1.79,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,30.72,index,valid,synthetic_ran_kpi,169,161,3.09,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,69.78,index,valid,synthetic_ran_kpi,205,201,1.68,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,25.49,index,valid,synthetic_ran_kpi,108,104,2.27,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,76.85,index,valid,synthetic_ran_kpi,94,86,1.26,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,55.86,index,valid,synthetic_ran_kpi,195,189,1.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,72.85,index,valid,synthetic_ran_kpi,268,264,6.67,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,34.74,index,valid,synthetic_ran_kpi,218,212,4.02,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,20.03,index,valid,synthetic_ran_kpi,273,267,7.55,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,70.67,index,valid,synthetic_ran_kpi,158,156,6.32,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,31.56,index,valid,synthetic_ran_kpi,209,208,2.48,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,48.1,index,valid,synthetic_ran_kpi,180,177,6.57,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,74.23,index,valid,synthetic_ran_kpi,91,88,6.27,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,75.05,index,valid,synthetic_ran_kpi,292,286,5.41,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,30.59,index,valid,synthetic_ran_kpi,104,101,5.79,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,40.93,index,valid,synthetic_ran_kpi,151,143,3.34,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,73.81,index,valid,synthetic_ran_kpi,168,163,4.83,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,46.71,index,valid,synthetic_ran_kpi,266,258,5.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,78.77,index,valid,synthetic_ran_kpi,205,197,7.57,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,41.78,index,valid,synthetic_ran_kpi,184,182,1.32,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,52.84,index,valid,synthetic_ran_kpi,260,256,5.07,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,47.09,index,valid,synthetic_ran_kpi,268,260,0.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,20.89,index,valid,synthetic_ran_kpi,80,77,5.05,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,46.26,index,valid,synthetic_ran_kpi,158,155,7.39,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,55.24,index,valid,synthetic_ran_kpi,259,253,2.04,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,15.01,index,valid,synthetic_ran_kpi,121,113,3.98,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,62.29,index,valid,synthetic_ran_kpi,218,217,2.56,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,78.45,index,valid,synthetic_ran_kpi,192,185,4.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,36.66,index,valid,synthetic_ran_kpi,112,110,4.72,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,59.24,index,valid,synthetic_ran_kpi,123,115,1.58,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,54.16,index,valid,synthetic_ran_kpi,177,169,5.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,50.46,index,valid,synthetic_ran_kpi,236,232,6.12,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,42.08,index,valid,synthetic_ran_kpi,290,283,6.85,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,63.69,index,valid,synthetic_ran_kpi,156,153,0.57,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,22.17,index,valid,synthetic_ran_kpi,248,243,5.03,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,53.35,index,valid,synthetic_ran_kpi,170,166,6.29,99.9
