cell_congestion_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_CONGESTION_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,32.03,index,valid,synthetic_ran_kpi,91,84,3.68,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,25.47,index,valid,synthetic_ran_kpi,140,132,2.41,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,66.1,index,valid,synthetic_ran_kpi,298,296,2.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,20.19,index,valid,synthetic_ran_kpi,109,104,2.49,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,76.13,index,valid,synthetic_ran_kpi,220,217,7.69,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,47.85,index,valid,synthetic_ran_kpi,208,202,1.14,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,84.45,index,valid,synthetic_ran_kpi,198,191,4.78,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,21.8,index,valid,synthetic_ran_kpi,199,195,4.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,42.16,index,valid,synthetic_ran_kpi,279,273,5.77,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,26.63,index,valid,synthetic_ran_kpi,126,121,2.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,40.91,index,valid,synthetic_ran_kpi,271,267,4.32,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,46.94,index,valid,synthetic_ran_kpi,247,242,4.07,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,76.88,index,valid,synthetic_ran_kpi,128,124,1.23,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,34.57,index,valid,synthetic_ran_kpi,143,138,4.26,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,84.09,index,valid,synthetic_ran_kpi,82,78,0.53,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,79.28,index,valid,synthetic_ran_kpi,248,246,7.86,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,39.72,index,valid,synthetic_ran_kpi,201,196,1.1,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,59.81,index,valid,synthetic_ran_kpi,256,254,7.55,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,20.88,index,valid,synthetic_ran_kpi,95,93,4.35,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,21.61,index,valid,synthetic_ran_kpi,86,84,4.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,35.57,index,valid,synthetic_ran_kpi,142,134,4.19,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,27.47,index,valid,synthetic_ran_kpi,236,230,3.64,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,73.62,index,valid,synthetic_ran_kpi,176,170,5.42,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,31.29,index,valid,synthetic_ran_kpi,211,210,1.19,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,44.24,index,valid,synthetic_ran_kpi,225,224,7.21,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,63.46,index,valid,synthetic_ran_kpi,95,94,4.1,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,78.45,index,valid,synthetic_ran_kpi,86,82,1.39,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,64.51,index,valid,synthetic_ran_kpi,120,112,4.63,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,34.25,index,valid,synthetic_ran_kpi,195,190,5.9,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,24.43,index,valid,synthetic_ran_kpi,200,192,2.11,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,77.22,index,valid,synthetic_ran_kpi,214,211,5.69,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,43.52,index,valid,synthetic_ran_kpi,196,192,6.58,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,33.8,index,valid,synthetic_ran_kpi,278,277,3.0,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,30.51,index,valid,synthetic_ran_kpi,222,221,5.23,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,73.96,index,valid,synthetic_ran_kpi,278,271,1.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,30.96,index,valid,synthetic_ran_kpi,161,155,5.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,55.94,index,valid,synthetic_ran_kpi,257,250,7.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,35.71,index,valid,synthetic_ran_kpi,280,272,7.97,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,17.31,index,valid,synthetic_ran_kpi,252,251,4.61,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,36.56,index,valid,synthetic_ran_kpi,296,294,7.03,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,53.04,index,valid,synthetic_ran_kpi,154,150,7.92,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,21.32,index,valid,synthetic_ran_kpi,114,110,7.4,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,74.33,index,valid,synthetic_ran_kpi,283,275,2.02,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,73.61,index,valid,synthetic_ran_kpi,126,124,6.64,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,39.87,index,valid,synthetic_ran_kpi,127,119,4.44,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,28.43,index,valid,synthetic_ran_kpi,130,126,4.28,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,84.74,index,valid,synthetic_ran_kpi,259,253,4.4,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,77.95,index,valid,synthetic_ran_kpi,254,249,6.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,26.88,index,valid,synthetic_ran_kpi,284,282,1.77,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,20.68,index,valid,synthetic_ran_kpi,137,132,1.87,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,18.54,index,valid,synthetic_ran_kpi,282,274,1.6,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.13,index,valid,synthetic_ran_kpi,282,279,4.87,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,75.23,index,valid,synthetic_ran_kpi,284,279,3.34,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,35.13,index,valid,synthetic_ran_kpi,172,171,1.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,32.1,index,valid,synthetic_ran_kpi,289,285,3.99,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,67.85,index,valid,synthetic_ran_kpi,226,224,3.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,23.45,index,valid,synthetic_ran_kpi,231,228,7.12,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,80.53,index,valid,synthetic_ran_kpi,146,141,6.88,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,69.68,index,valid,synthetic_ran_kpi,102,95,0.92,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,82.24,index,valid,synthetic_ran_kpi,81,80,2.56,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,64.17,index,valid,synthetic_ran_kpi,173,172,2.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,78.41,index,valid,synthetic_ran_kpi,282,277,0.55,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,22.42,index,valid,synthetic_ran_kpi,247,246,0.74,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,25.77,index,valid,synthetic_ran_kpi,129,126,5.1,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,79.27,index,valid,synthetic_ran_kpi,124,120,0.88,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,22.42,index,valid,synthetic_ran_kpi,118,117,0.57,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,15.37,index,valid,synthetic_ran_kpi,127,125,1.83,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,53.09,index,valid,synthetic_ran_kpi,108,107,5.34,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,52.73,index,valid,synthetic_ran_kpi,107,105,7.66,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,51.84,index,valid,synthetic_ran_kpi,250,249,3.88,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,49.3,index,valid,synthetic_ran_kpi,102,101,1.39,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,17.67,index,valid,synthetic_ran_kpi,89,84,7.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,83.98,index,valid,synthetic_ran_kpi,217,215,6.42,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,43.87,index,valid,synthetic_ran_kpi,249,244,7.8,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,38.45,index,valid,synthetic_ran_kpi,176,175,3.85,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,39.0,index,valid,synthetic_ran_kpi,181,179,0.8,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,34.85,index,valid,synthetic_ran_kpi,104,100,3.52,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,37.29,index,valid,synthetic_ran_kpi,209,207,4.98,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,61.11,index,valid,synthetic_ran_kpi,194,192,3.65,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,44.39,index,valid,synthetic_ran_kpi,213,212,3.37,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,57.28,index,valid,synthetic_ran_kpi,214,208,0.72,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,57.94,index,valid,synthetic_ran_kpi,297,290,0.91,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,61.67,index,valid,synthetic_ran_kpi,286,279,7.08,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,53.61,index,valid,synthetic_ran_kpi,257,256,4.13,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,41.79,index,valid,synthetic_ran_kpi,145,141,3.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,84.11,index,valid,synthetic_ran_kpi,283,276,2.11,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,36.13,index,valid,synthetic_ran_kpi,170,163,5.46,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,35.91,index,valid,synthetic_ran_kpi,220,216,1.28,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,62.53,index,valid,synthetic_ran_kpi,209,206,6.97,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,43.27,index,valid,synthetic_ran_kpi,183,179,7.64,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,35.83,index,valid,synthetic_ran_kpi,249,241,2.4,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,82.3,index,valid,synthetic_ran_kpi,128,127,0.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,63.49,index,valid,synthetic_ran_kpi,154,148,6.65,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,46.17,index,valid,synthetic_ran_kpi,160,157,1.57,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,82.61,index,valid,synthetic_ran_kpi,154,148,5.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,27.92,index,valid,synthetic_ran_kpi,196,188,2.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,71.56,index,valid,synthetic_ran_kpi,250,249,4.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,19.15,index,valid,synthetic_ran_kpi,145,137,7.33,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,19.84,index,valid,synthetic_ran_kpi,147,139,6.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,19.02,index,valid,synthetic_ran_kpi,110,107,5.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,62.56,index,valid,synthetic_ran_kpi,174,170,3.77,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,37.28,index,valid,synthetic_ran_kpi,90,83,1.87,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,48.11,index,valid,synthetic_ran_kpi,187,181,7.52,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,66.45,index,valid,synthetic_ran_kpi,102,99,3.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,24.96,index,valid,synthetic_ran_kpi,250,248,4.4,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,57.66,index,valid,synthetic_ran_kpi,104,96,3.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,62.32,index,valid,synthetic_ran_kpi,264,263,5.3,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,35.83,index,valid,synthetic_ran_kpi,140,138,3.64,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,53.94,index,valid,synthetic_ran_kpi,209,208,6.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,40.78,index,valid,synthetic_ran_kpi,286,281,6.02,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,45.47,index,valid,synthetic_ran_kpi,85,78,3.94,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,84.81,index,valid,synthetic_ran_kpi,91,84,6.2,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,51.96,index,valid,synthetic_ran_kpi,220,215,5.31,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,53.98,index,valid,synthetic_ran_kpi,232,228,7.68,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,50.02,index,valid,synthetic_ran_kpi,117,115,2.24,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,19.75,index,valid,synthetic_ran_kpi,256,249,0.69,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,59.2,index,valid,synthetic_ran_kpi,186,179,6.59,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,49.59,index,valid,synthetic_ran_kpi,263,257,6.0,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,58.64,index,valid,synthetic_ran_kpi,238,230,0.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,76.15,index,valid,synthetic_ran_kpi,269,262,3.25,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,58.71,index,valid,synthetic_ran_kpi,209,207,7.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,30.68,index,valid,synthetic_ran_kpi,142,134,3.06,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,62.25,index,valid,synthetic_ran_kpi,127,126,1.24,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,16.49,index,valid,synthetic_ran_kpi,118,113,7.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,20.1,index,valid,synthetic_ran_kpi,243,240,3.31,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,80.11,index,valid,synthetic_ran_kpi,275,271,5.05,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,78.61,index,valid,synthetic_ran_kpi,295,288,5.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,65.28,index,valid,synthetic_ran_kpi,108,106,1.73,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,26.79,index,valid,synthetic_ran_kpi,161,159,1.19,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,79.42,index,valid,synthetic_ran_kpi,229,222,2.56,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,43.46,index,valid,synthetic_ran_kpi,203,196,4.32,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,17.86,index,valid,synthetic_ran_kpi,135,128,4.41,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,54.01,index,valid,synthetic_ran_kpi,242,237,7.0,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,26.17,index,valid,synthetic_ran_kpi,159,154,3.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,49.5,index,valid,synthetic_ran_kpi,286,283,2.18,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,72.49,index,valid,synthetic_ran_kpi,177,172,4.89,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,31.03,index,valid,synthetic_ran_kpi,291,284,5.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,67.29,index,valid,synthetic_ran_kpi,283,276,4.0,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,62.16,index,valid,synthetic_ran_kpi,296,291,7.08,99.9
