cell_handover_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_HANDOVER_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,55.24,index,valid,synthetic_ran_kpi,180,178,3.79,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,21.49,index,valid,synthetic_ran_kpi,215,213,1.03,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,72.66,index,valid,synthetic_ran_kpi,264,261,2.34,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,27.38,index,valid,synthetic_ran_kpi,135,127,6.2,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,25.67,index,valid,synthetic_ran_kpi,208,202,1.37,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,61.28,index,valid,synthetic_ran_kpi,289,285,4.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,84.75,index,valid,synthetic_ran_kpi,259,255,4.12,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,50.16,index,valid,synthetic_ran_kpi,288,287,2.07,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,60.54,index,valid,synthetic_ran_kpi,110,102,5.98,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,32.81,index,valid,synthetic_ran_kpi,131,129,2.89,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,17.84,index,valid,synthetic_ran_kpi,176,171,7.44,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,63.46,index,valid,synthetic_ran_kpi,214,207,7.08,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,26.94,index,valid,synthetic_ran_kpi,273,265,5.69,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,23.93,index,valid,synthetic_ran_kpi,140,132,1.33,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,23.65,index,valid,synthetic_ran_kpi,162,161,5.73,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,61.1,index,valid,synthetic_ran_kpi,270,266,1.68,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,20.63,index,valid,synthetic_ran_kpi,121,116,6.99,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,38.15,index,valid,synthetic_ran_kpi,132,126,1.68,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,24.93,index,valid,synthetic_ran_kpi,139,134,2.84,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,36.07,index,valid,synthetic_ran_kpi,279,276,4.21,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,55.02,index,valid,synthetic_ran_kpi,288,280,5.2,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,49.65,index,valid,synthetic_ran_kpi,243,241,3.31,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,68.26,index,valid,synthetic_ran_kpi,123,115,6.91,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,71.58,index,valid,synthetic_ran_kpi,203,200,1.71,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,30.7,index,valid,synthetic_ran_kpi,204,202,4.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,83.45,index,valid,synthetic_ran_kpi,209,206,4.46,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,15.07,index,valid,synthetic_ran_kpi,206,202,0.93,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,64.48,index,valid,synthetic_ran_kpi,110,107,7.98,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,63.03,index,valid,synthetic_ran_kpi,125,119,4.91,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,78.25,index,valid,synthetic_ran_kpi,298,293,4.68,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,72.39,index,valid,synthetic_ran_kpi,259,257,7.42,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,42.16,index,valid,synthetic_ran_kpi,296,292,4.32,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,24.1,index,valid,synthetic_ran_kpi,93,91,5.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,40.63,index,valid,synthetic_ran_kpi,151,145,3.93,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,52.5,index,valid,synthetic_ran_kpi,257,254,2.93,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,60.9,index,valid,synthetic_ran_kpi,250,244,7.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,51.21,index,valid,synthetic_ran_kpi,269,267,7.55,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,42.15,index,valid,synthetic_ran_kpi,140,139,0.58,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,22.2,index,valid,synthetic_ran_kpi,161,153,1.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,69.17,index,valid,synthetic_ran_kpi,274,266,2.44,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,79.05,index,valid,synthetic_ran_kpi,108,107,7.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,54.49,index,valid,synthetic_ran_kpi,257,251,7.31,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,25.26,index,valid,synthetic_ran_kpi,157,150,6.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,73.97,index,valid,synthetic_ran_kpi,189,185,4.13,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,64.73,index,valid,synthetic_ran_kpi,215,211,1.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,38.61,index,valid,synthetic_ran_kpi,135,128,2.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,74.58,index,valid,synthetic_ran_kpi,114,111,1.8,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.87,index,valid,synthetic_ran_kpi,122,117,2.71,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.39,index,valid,synthetic_ran_kpi,225,218,1.97,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,24.74,index,valid,synthetic_ran_kpi,238,237,3.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,79.03,index,valid,synthetic_ran_kpi,143,139,3.09,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,44.19,index,valid,synthetic_ran_kpi,119,111,4.96,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,62.26,index,valid,synthetic_ran_kpi,246,241,4.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,24.75,index,valid,synthetic_ran_kpi,221,217,7.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,70.14,index,valid,synthetic_ran_kpi,262,260,5.24,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,48.83,index,valid,synthetic_ran_kpi,287,282,5.85,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,50.15,index,valid,synthetic_ran_kpi,269,265,3.44,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,19.21,index,valid,synthetic_ran_kpi,225,222,4.37,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,26.43,index,valid,synthetic_ran_kpi,228,224,7.01,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,17.87,index,valid,synthetic_ran_kpi,155,149,0.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,73.08,index,valid,synthetic_ran_kpi,168,165,6.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,57.67,index,valid,synthetic_ran_kpi,273,266,3.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,20.82,index,valid,synthetic_ran_kpi,128,124,0.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,15.25,index,valid,synthetic_ran_kpi,212,204,3.63,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,82.26,index,valid,synthetic_ran_kpi,299,294,6.13,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.92,index,valid,synthetic_ran_kpi,260,258,5.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,67.93,index,valid,synthetic_ran_kpi,96,92,2.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,57.26,index,valid,synthetic_ran_kpi,294,292,6.5,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,38.78,index,valid,synthetic_ran_kpi,81,77,5.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,21.94,index,valid,synthetic_ran_kpi,270,264,2.84,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,81.74,index,valid,synthetic_ran_kpi,181,179,7.74,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,62.39,index,valid,synthetic_ran_kpi,259,254,1.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,76.31,index,valid,synthetic_ran_kpi,189,182,3.1,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,19.28,index,valid,synthetic_ran_kpi,120,115,3.06,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,60.39,index,valid,synthetic_ran_kpi,144,141,2.01,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,84.42,index,valid,synthetic_ran_kpi,123,120,5.09,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,79.12,index,valid,synthetic_ran_kpi,120,115,4.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,26.57,index,valid,synthetic_ran_kpi,91,85,5.74,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,25.52,index,valid,synthetic_ran_kpi,280,276,2.08,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,74.53,index,valid,synthetic_ran_kpi,236,228,5.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,75.49,index,valid,synthetic_ran_kpi,214,211,5.78,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.87,index,valid,synthetic_ran_kpi,218,216,4.35,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,60.72,index,valid,synthetic_ran_kpi,90,82,2.5,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,81.05,index,valid,synthetic_ran_kpi,228,223,1.0,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,59.26,index,valid,synthetic_ran_kpi,96,94,5.79,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,71.77,index,valid,synthetic_ran_kpi,189,188,6.97,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,44.4,index,valid,synthetic_ran_kpi,210,203,2.07,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,18.14,index,valid,synthetic_ran_kpi,156,149,7.67,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,50.56,index,valid,synthetic_ran_kpi,93,91,1.0,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,68.62,index,valid,synthetic_ran_kpi,292,290,2.76,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,79.78,index,valid,synthetic_ran_kpi,253,247,0.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,46.4,index,valid,synthetic_ran_kpi,235,228,7.98,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,41.34,index,valid,synthetic_ran_kpi,199,196,3.5,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,45.44,index,valid,synthetic_ran_kpi,242,234,4.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,65.66,index,valid,synthetic_ran_kpi,172,164,2.86,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,83.5,index,valid,synthetic_ran_kpi,122,120,2.91,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,22.81,index,valid,synthetic_ran_kpi,208,205,6.78,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,48.42,index,valid,synthetic_ran_kpi,176,170,0.81,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,56.47,index,valid,synthetic_ran_kpi,138,133,1.18,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,59.3,index,valid,synthetic_ran_kpi,108,101,2.47,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,41.36,index,valid,synthetic_ran_kpi,138,131,5.87,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,40.33,index,valid,synthetic_ran_kpi,89,84,4.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,55.93,index,valid,synthetic_ran_kpi,178,172,6.83,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,66.83,index,valid,synthetic_ran_kpi,133,126,5.18,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,81.2,index,valid,synthetic_ran_kpi,91,90,5.22,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,61.13,index,valid,synthetic_ran_kpi,296,288,3.03,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,30.6,index,valid,synthetic_ran_kpi,134,127,0.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,45.04,index,valid,synthetic_ran_kpi,258,254,0.97,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,31.86,index,valid,synthetic_ran_kpi,283,275,6.24,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,20.05,index,valid,synthetic_ran_kpi,104,96,1.67,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,31.84,index,valid,synthetic_ran_kpi,184,176,6.95,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,66.13,index,valid,synthetic_ran_kpi,109,101,4.59,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,27.07,index,valid,synthetic_ran_kpi,233,231,7.15,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,25.6,index,valid,synthetic_ran_kpi,167,164,1.87,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,57.71,index,valid,synthetic_ran_kpi,99,96,1.87,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,51.67,index,valid,synthetic_ran_kpi,221,219,3.77,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,30.38,index,valid,synthetic_ran_kpi,245,239,2.03,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,61.91,index,valid,synthetic_ran_kpi,229,221,1.77,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,34.69,index,valid,synthetic_ran_kpi,162,155,1.13,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,82.31,index,valid,synthetic_ran_kpi,215,207,7.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,35.15,index,valid,synthetic_ran_kpi,152,151,1.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,16.51,index,valid,synthetic_ran_kpi,171,169,5.24,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,55.66,index,valid,synthetic_ran_kpi,239,236,7.38,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,74.62,index,valid,synthetic_ran_kpi,132,131,5.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,76.18,index,valid,synthetic_ran_kpi,249,248,3.34,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,43.45,index,valid,synthetic_ran_kpi,185,183,3.96,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,51.82,index,valid,synthetic_ran_kpi,244,239,3.21,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,82.84,index,valid,synthetic_ran_kpi,151,146,6.39,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,60.83,index,valid,synthetic_ran_kpi,212,207,6.12,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,50.25,index,valid,synthetic_ran_kpi,98,92,7.86,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,52.27,index,valid,synthetic_ran_kpi,216,212,2.89,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,19.57,index,valid,synthetic_ran_kpi,217,216,6.36,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,44.54,index,valid,synthetic_ran_kpi,130,129,4.09,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,24.64,index,valid,synthetic_ran_kpi,102,101,7.01,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,20.31,index,valid,synthetic_ran_kpi,177,170,2.96,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,15.54,index,valid,synthetic_ran_kpi,146,145,2.68,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,39.34,index,valid,synthetic_ran_kpi,92,89,6.55,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,60.19,index,valid,synthetic_ran_kpi,88,86,7.18,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,33.79,index,valid,synthetic_ran_kpi,108,105,2.77,99.9
