cell_users_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_USERS_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,43.56,index,valid,synthetic_ran_kpi,177,171,7.41,99.9
RAN_KPI-CELL_USERS_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,46.34,index,valid,synthetic_ran_kpi,294,290,2.71,99.9
RAN_KPI-CELL_USERS_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,58.14,index,valid,synthetic_ran_kpi,108,104,5.67,99.9
RAN_KPI-CELL_USERS_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,37.71,index,valid,synthetic_ran_kpi,281,275,3.86,99.9
RAN_KPI-CELL_USERS_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,45.24,index,valid,synthetic_ran_kpi,213,210,2.57,99.9
RAN_KPI-CELL_USERS_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,54.57,index,valid,synthetic_ran_kpi,276,270,4.23,99.9
RAN_KPI-CELL_USERS_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,51.19,index,valid,synthetic_ran_kpi,207,204,6.15,99.9
RAN_KPI-CELL_USERS_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,63.81,index,valid,synthetic_ran_kpi,184,177,1.04,99.9
RAN_KPI-CELL_USERS_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,66.52,index,valid,synthetic_ran_kpi,123,118,2.18,99.9
RAN_KPI-CELL_USERS_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,34.25,index,valid,synthetic_ran_kpi,259,253,3.98,99.9
RAN_KPI-CELL_USERS_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,74.92,index,valid,synthetic_ran_kpi,262,256,3.53,99.9
RAN_KPI-CELL_USERS_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,45.52,index,valid,synthetic_ran_kpi,170,169,7.57,99.9
RAN_KPI-CELL_USERS_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,31.87,index,valid,synthetic_ran_kpi,164,161,5.84,99.9
RAN_KPI-CELL_USERS_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,26.96,index,valid,synthetic_ran_kpi,86,80,5.8,99.9
RAN_KPI-CELL_USERS_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,17.98,index,valid,synthetic_ran_kpi,299,291,3.16,99.9
RAN_KPI-CELL_USERS_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,19.43,index,valid,synthetic_ran_kpi,199,193,4.59,99.9
RAN_KPI-CELL_USERS_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,81.11,index,valid,synthetic_ran_kpi,88,87,2.06,99.9
RAN_KPI-CELL_USERS_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,26.34,index,valid,synthetic_ran_kpi,266,260,3.24,99.9
RAN_KPI-CELL_USERS_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,75.11,index,valid,synthetic_ran_kpi,128,121,6.2,99.9
RAN_KPI-CELL_USERS_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,75.47,index,valid,synthetic_ran_kpi,216,213,6.02,99.9
RAN_KPI-CELL_USERS_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,70.8,index,valid,synthetic_ran_kpi,282,275,5.08,99.9
RAN_KPI-CELL_USERS_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,33.15,index,valid,synthetic_ran_kpi,198,192,7.13,99.9
RAN_KPI-CELL_USERS_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,22.57,index,valid,synthetic_ran_kpi,170,166,4.05,99.9
RAN_KPI-CELL_USERS_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,71.6,index,valid,synthetic_ran_kpi,229,225,6.38,99.9
RAN_KPI-CELL_USERS_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,19.31,index,valid,synthetic_ran_kpi,155,154,4.47,99.9
RAN_KPI-CELL_USERS_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,57.36,index,valid,synthetic_ran_kpi,249,244,1.02,99.9
RAN_KPI-CELL_USERS_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,68.07,index,valid,synthetic_ran_kpi,110,104,1.43,99.9
RAN_KPI-CELL_USERS_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,50.95,index,valid,synthetic_ran_kpi,256,253,0.87,99.9
RAN_KPI-CELL_USERS_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,58.66,index,valid,synthetic_ran_kpi,83,75,7.97,99.9
RAN_KPI-CELL_USERS_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,57.99,index,valid,synthetic_ran_kpi,167,165,1.34,99.9
RAN_KPI-CELL_USERS_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,31.26,index,valid,synthetic_ran_kpi,155,154,4.38,99.9
RAN_KPI-CELL_USERS_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,67.34,index,valid,synthetic_ran_kpi,106,101,4.69,99.9
RAN_KPI-CELL_USERS_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,44.97,index,valid,synthetic_ran_kpi,85,78,4.22,99.9
RAN_KPI-CELL_USERS_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,20.63,index,valid,synthetic_ran_kpi,103,97,4.13,99.9
RAN_KPI-CELL_USERS_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,84.39,index,valid,synthetic_ran_kpi,252,244,1.43,99.9
RAN_KPI-CELL_USERS_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,71.43,index,valid,synthetic_ran_kpi,203,196,5.7,99.9
RAN_KPI-CELL_USERS_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,53.97,index,valid,synthetic_ran_kpi,293,292,1.04,99.9
RAN_KPI-CELL_USERS_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,60.15,index,valid,synthetic_ran_kpi,262,259,6.55,99.9
RAN_KPI-CELL_USERS_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,74.95,index,valid,synthetic_ran_kpi,275,267,2.2,99.9
RAN_KPI-CELL_USERS_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,34.71,index,valid,synthetic_ran_kpi,213,206,2.55,99.9
RAN_KPI-CELL_USERS_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.33,index,valid,synthetic_ran_kpi,166,160,4.6,99.9
RAN_KPI-CELL_USERS_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,71.0,index,valid,synthetic_ran_kpi,124,122,2.69,99.9
RAN_KPI-CELL_USERS_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,27.04,index,valid,synthetic_ran_kpi,236,229,3.73,99.9
RAN_KPI-CELL_USERS_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,73.17,index,valid,synthetic_ran_kpi,130,126,2.12,99.9
RAN_KPI-CELL_USERS_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,28.81,index,valid,synthetic_ran_kpi,228,226,6.1,99.9
RAN_KPI-CELL_USERS_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,62.01,index,valid,synthetic_ran_kpi,251,250,4.02,99.9
RAN_KPI-CELL_USERS_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,33.6,index,valid,synthetic_ran_kpi,246,243,5.89,99.9
RAN_KPI-CELL_USERS_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,47.52,index,valid,synthetic_ran_kpi,284,276,5.92,99.9
RAN_KPI-CELL_USERS_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,49.41,index,valid,synthetic_ran_kpi,108,104,5.67,99.9
RAN_KPI-CELL_USERS_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,67.64,index,valid,synthetic_ran_kpi,120,113,4.21,99.9
RAN_KPI-CELL_USERS_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,63.79,index,valid,synthetic_ran_kpi,288,285,6.53,99.9
RAN_KPI-CELL_USERS_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,42.78,index,valid,synthetic_ran_kpi,300,293,3.63,99.9
RAN_KPI-CELL_USERS_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,77.37,index,valid,synthetic_ran_kpi,165,162,1.01,99.9
RAN_KPI-CELL_USERS_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,72.2,index,valid,synthetic_ran_kpi,131,129,4.03,99.9
RAN_KPI-CELL_USERS_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,63.2,index,valid,synthetic_ran_kpi,88,82,6.95,99.9
RAN_KPI-CELL_USERS_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,36.91,index,valid,synthetic_ran_kpi,81,75,1.03,99.9
RAN_KPI-CELL_USERS_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,69.68,index,valid,synthetic_ran_kpi,175,174,1.18,99.9
RAN_KPI-CELL_USERS_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,39.48,index,valid,synthetic_ran_kpi,273,271,5.49,99.9
RAN_KPI-CELL_USERS_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,69.34,index,valid,synthetic_ran_kpi,168,163,4.74,99.9
RAN_KPI-CELL_USERS_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,16.49,index,valid,synthetic_ran_kpi,103,95,1.54,99.9
RAN_KPI-CELL_USERS_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.62,index,valid,synthetic_ran_kpi,87,82,2.97,99.9
RAN_KPI-CELL_USERS_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,57.98,index,valid,synthetic_ran_kpi,131,129,3.86,99.9
RAN_KPI-CELL_USERS_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,70.29,index,valid,synthetic_ran_kpi,261,260,1.96,99.9
RAN_KPI-CELL_USERS_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,15.29,index,valid,synthetic_ran_kpi,155,148,1.13,99.9
RAN_KPI-CELL_USERS_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,65.02,index,valid,synthetic_ran_kpi,192,185,3.23,99.9
RAN_KPI-CELL_USERS_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,20.22,index,valid,synthetic_ran_kpi,145,139,3.35,99.9
RAN_KPI-CELL_USERS_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,26.23,index,valid,synthetic_ran_kpi,271,263,3.66,99.9
RAN_KPI-CELL_USERS_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,71.45,index,valid,synthetic_ran_kpi,297,291,5.72,99.9
RAN_KPI-CELL_USERS_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,30.04,index,valid,synthetic_ran_kpi,278,273,6.02,99.9
RAN_KPI-CELL_USERS_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,59.93,index,valid,synthetic_ran_kpi,84,77,6.96,99.9
RAN_KPI-CELL_USERS_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,35.64,index,valid,synthetic_ran_kpi,208,207,2.08,99.9
RAN_KPI-CELL_USERS_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,39.13,index,valid,synthetic_ran_kpi,258,255,6.91,99.9
RAN_KPI-CELL_USERS_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,25.48,index,valid,synthetic_ran_kpi,196,193,3.21,99.9
RAN_KPI-CELL_USERS_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,67.73,index,valid,synthetic_ran_kpi,283,281,1.58,99.9
RAN_KPI-CELL_USERS_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,66.4,index,valid,synthetic_ran_kpi,223,216,1.6,99.9
RAN_KPI-CELL_USERS_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,81.49,index,valid,synthetic_ran_kpi,113,107,2.76,99.9
RAN_KPI-CELL_USERS_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,70.26,index,valid,synthetic_ran_kpi,92,88,1.4,99.9
RAN_KPI-CELL_USERS_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,71.16,index,valid,synthetic_ran_kpi,145,144,3.41,99.9
RAN_KPI-CELL_USERS_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,20.55,index,valid,synthetic_ran_kpi,106,99,5.14,99.9
RAN_KPI-CELL_USERS_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,16.31,index,valid,synthetic_ran_kpi,232,228,3.82,99.9
RAN_KPI-CELL_USERS_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,67.64,index,valid,synthetic_ran_kpi,158,151,2.74,99.9
RAN_KPI-CELL_USERS_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,72.49,index,valid,synthetic_ran_kpi,197,195,1.48,99.9
RAN_KPI-CELL_USERS_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,43.11,index,valid,synthetic_ran_kpi,173,167,1.0,99.9
RAN_KPI-CELL_USERS_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,49.84,index,valid,synthetic_ran_kpi,270,265,7.12,99.9
RAN_KPI-CELL_USERS_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,28.04,index,valid,synthetic_ran_kpi,108,103,3.11,99.9
RAN_KPI-CELL_USERS_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,74.53,index,valid,synthetic_ran_kpi,268,263,0.85,99.9
RAN_KPI-CELL_USERS_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,62.22,index,valid,synthetic_ran_kpi,174,168,7.78,99.9
RAN_KPI-CELL_USERS_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,59.71,index,valid,synthetic_ran_kpi,279,274,7.53,99.9
RAN_KPI-CELL_USERS_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,40.78,index,valid,synthetic_ran_kpi,262,257,5.99,99.9
RAN_KPI-CELL_USERS_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,30.15,index,valid,synthetic_ran_kpi,246,239,2.77,99.9
RAN_KPI-CELL_USERS_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,40.43,index,valid,synthetic_ran_kpi,252,248,4.7,99.9
RAN_KPI-CELL_USERS_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,43.25,index,valid,synthetic_ran_kpi,201,200,7.62,99.9
RAN_KPI-CELL_USERS_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,80.04,index,valid,synthetic_ran_kpi,149,144,5.65,99.9
RAN_KPI-CELL_USERS_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,58.95,index,valid,synthetic_ran_kpi,252,248,3.89,99.9
RAN_KPI-CELL_USERS_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,34.59,index,valid,synthetic_ran_kpi,122,120,1.48,99.9
RAN_KPI-CELL_USERS_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,79.49,index,valid,synthetic_ran_kpi,220,219,6.43,99.9
RAN_KPI-CELL_USERS_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,63.24,index,valid,synthetic_ran_kpi,121,118,7.06,99.9
RAN_KPI-CELL_USERS_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,50.83,index,valid,synthetic_ran_kpi,221,217,3.37,99.9
RAN_KPI-CELL_USERS_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,77.76,index,valid,synthetic_ran_kpi,146,140,5.65,99.9
RAN_KPI-CELL_USERS_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,29.37,index,valid,synthetic_ran_kpi,137,133,7.53,99.9
RAN_KPI-CELL_USERS_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,45.6,index,valid,synthetic_ran_kpi,289,281,2.94,99.9
RAN_KPI-CELL_USERS_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,66.15,index,valid,synthetic_ran_kpi,264,258,2.98,99.9
RAN_KPI-CELL_USERS_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,69.43,index,valid,synthetic_ran_kpi,119,117,6.66,99.9
RAN_KPI-CELL_USERS_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,80.52,index,valid,synthetic_ran_kpi,125,124,0.74,99.9
RAN_KPI-CELL_USERS_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,31.59,index,valid,synthetic_ran_kpi,162,156,2.09,99.9
RAN_KPI-CELL_USERS_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,33.12,index,valid,synthetic_ran_kpi,111,107,3.26,99.9
RAN_KPI-CELL_USERS_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,56.3,index,valid,synthetic_ran_kpi,124,123,4.8,99.9
RAN_KPI-CELL_USERS_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,26.72,index,valid,synthetic_ran_kpi,114,106,5.95,99.9
RAN_KPI-CELL_USERS_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,41.47,index,valid,synthetic_ran_kpi,295,287,2.01,99.9
RAN_KPI-CELL_USERS_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,38.68,index,valid,synthetic_ran_kpi,229,228,7.42,99.9
RAN_KPI-CELL_USERS_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,84.08,index,valid,synthetic_ran_kpi,128,121,7.92,99.9
RAN_KPI-CELL_USERS_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,40.61,index,valid,synthetic_ran_kpi,168,164,6.11,99.9
RAN_KPI-CELL_USERS_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,20.27,index,valid,synthetic_ran_kpi,147,139,1.17,99.9
RAN_KPI-CELL_USERS_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,55.01,index,valid,synthetic_ran_kpi,125,118,3.55,99.9
RAN_KPI-CELL_USERS_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,64.66,index,valid,synthetic_ran_kpi,264,259,3.4,99.9
RAN_KPI-CELL_USERS_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,80.03,index,valid,synthetic_ran_kpi,96,92,1.65,99.9
RAN_KPI-CELL_USERS_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,48.11,index,valid,synthetic_ran_kpi,204,202,3.25,99.9
RAN_KPI-CELL_USERS_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,46.32,index,valid,synthetic_ran_kpi,249,244,1.72,99.9
RAN_KPI-CELL_USERS_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,59.35,index,valid,synthetic_ran_kpi,151,149,4.32,99.9
RAN_KPI-CELL_USERS_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,17.67,index,valid,synthetic_ran_kpi,285,284,3.96,99.9
RAN_KPI-CELL_USERS_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,73.66,index,valid,synthetic_ran_kpi,175,172,5.92,99.9
RAN_KPI-CELL_USERS_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,63.08,index,valid,synthetic_ran_kpi,92,91,6.77,99.9
RAN_KPI-CELL_USERS_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,18.98,index,valid,synthetic_ran_kpi,187,186,1.17,99.9
RAN_KPI-CELL_USERS_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,65.1,index,valid,synthetic_ran_kpi,296,288,5.46,99.9
RAN_KPI-CELL_USERS_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,32.95,index,valid,synthetic_ran_kpi,235,233,7.83,99.9
RAN_KPI-CELL_USERS_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,32.59,index,valid,synthetic_ran_kpi,226,223,6.93,99.9
RAN_KPI-CELL_USERS_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,70.78,index,valid,synthetic_ran_kpi,130,123,4.24,99.9
RAN_KPI-CELL_USERS_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,22.96,index,valid,synthetic_ran_kpi,196,194,0.75,99.9
RAN_KPI-CELL_USERS_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,62.05,index,valid,synthetic_ran_kpi,271,267,3.53,99.9
RAN_KPI-CELL_USERS_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,74.8,index,valid,synthetic_ran_kpi,142,135,6.79,99.9
RAN_KPI-CELL_USERS_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,50.54,index,valid,synthetic_ran_kpi,183,178,2.44,99.9
RAN_KPI-CELL_USERS_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,19.21,index,valid,synthetic_ran_kpi,105,101,8.0,99.9
RAN_KPI-CELL_USERS_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,65.07,index,valid,synthetic_ran_kpi,99,95,6.05,99.9
RAN_KPI-CELL_USERS_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,54.49,index,valid,synthetic_ran_kpi,165,160,3.83,99.9
RAN_KPI-CELL_USERS_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,59.88,index,valid,synthetic_ran_kpi,257,253,2.04,99.9
RAN_KPI-CELL_USERS_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,45.86,index,valid,synthetic_ran_kpi,238,235,1.2,99.9
RAN_KPI-CELL_USERS_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,50.4,index,valid,synthetic_ran_kpi,240,232,5.89,99.9
RAN_KPI-CELL_USERS_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,51.44,index,valid,synthetic_ran_kpi,136,128,3.46,99.9
RAN_KPI-CELL_USERS_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,69.24,index,valid,synthetic_ran_kpi,209,203,6.99,99.9
RAN_KPI-CELL_USERS_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,15.8,index,valid,synthetic_ran_kpi,227,221,5.78,99.9
RAN_KPI-CELL_USERS_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,27.19,index,valid,synthetic_ran_kpi,125,119,4.79,99.9
RAN_KPI-CELL_USERS_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,44.81,index,valid,synthetic_ran_kpi,171,168,6.94,99.9
RAN_KPI-CELL_USERS_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,75.99,index,valid,synthetic_ran_kpi,296,288,5.69,99.9
