cell_modulation_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MODULATION_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,26.36,index,valid,synthetic_ran_kpi,95,91,5.6,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,50.18,index,valid,synthetic_ran_kpi,254,251,7.19,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,65.82,index,valid,synthetic_ran_kpi,166,165,3.68,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,19.84,index,valid,synthetic_ran_kpi,261,256,5.98,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,16.99,index,valid,synthetic_ran_kpi,193,190,6.79,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,82.59,index,valid,synthetic_ran_kpi,226,218,2.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,76.85,index,valid,synthetic_ran_kpi,195,189,7.08,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,73.45,index,valid,synthetic_ran_kpi,243,235,7.11,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,26.91,index,valid,synthetic_ran_kpi,172,169,6.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,69.7,index,valid,synthetic_ran_kpi,289,287,4.51,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,62.45,index,valid,synthetic_ran_kpi,112,111,6.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,39.86,index,valid,synthetic_ran_kpi,93,85,6.57,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,61.63,index,valid,synthetic_ran_kpi,113,106,5.96,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,79.75,index,valid,synthetic_ran_kpi,173,171,5.59,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,72.66,index,valid,synthetic_ran_kpi,221,219,7.56,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,15.58,index,valid,synthetic_ran_kpi,98,93,3.72,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,68.35,index,valid,synthetic_ran_kpi,277,274,2.33,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,61.12,index,valid,synthetic_ran_kpi,287,283,1.95,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,25.88,index,valid,synthetic_ran_kpi,155,154,3.38,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,81.85,index,valid,synthetic_ran_kpi,217,212,3.75,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,42.58,index,valid,synthetic_ran_kpi,112,109,3.17,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,29.01,index,valid,synthetic_ran_kpi,155,153,3.32,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,52.95,index,valid,synthetic_ran_kpi,281,273,4.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,25.51,index,valid,synthetic_ran_kpi,195,191,3.06,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,46.16,index,valid,synthetic_ran_kpi,83,77,6.57,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,48.96,index,valid,synthetic_ran_kpi,181,177,3.5,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,17.84,index,valid,synthetic_ran_kpi,296,290,1.01,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,31.3,index,valid,synthetic_ran_kpi,107,102,6.04,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,31.07,index,valid,synthetic_ran_kpi,192,184,7.0,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,50.16,index,valid,synthetic_ran_kpi,214,206,7.36,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,18.48,index,valid,synthetic_ran_kpi,214,210,0.7,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,33.11,index,valid,synthetic_ran_kpi,240,234,3.25,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,84.74,index,valid,synthetic_ran_kpi,225,220,6.82,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,20.46,index,valid,synthetic_ran_kpi,250,246,5.8,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.01,index,valid,synthetic_ran_kpi,191,183,2.01,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.71,index,valid,synthetic_ran_kpi,146,139,6.13,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,36.71,index,valid,synthetic_ran_kpi,278,276,1.33,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,56.51,index,valid,synthetic_ran_kpi,120,118,6.63,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.83,index,valid,synthetic_ran_kpi,101,98,2.5,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,43.1,index,valid,synthetic_ran_kpi,219,212,1.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,50.84,index,valid,synthetic_ran_kpi,239,237,5.45,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,53.3,index,valid,synthetic_ran_kpi,161,157,0.7,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.97,index,valid,synthetic_ran_kpi,94,87,4.11,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,78.44,index,valid,synthetic_ran_kpi,146,144,5.65,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,80.17,index,valid,synthetic_ran_kpi,132,127,1.81,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,18.03,index,valid,synthetic_ran_kpi,121,116,4.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,47.12,index,valid,synthetic_ran_kpi,278,275,5.99,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,53.49,index,valid,synthetic_ran_kpi,112,108,6.15,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,17.32,index,valid,synthetic_ran_kpi,166,163,6.57,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,74.18,index,valid,synthetic_ran_kpi,227,223,7.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.15,index,valid,synthetic_ran_kpi,227,220,3.98,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,67.59,index,valid,synthetic_ran_kpi,241,238,7.17,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,16.58,index,valid,synthetic_ran_kpi,194,192,7.79,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,34.17,index,valid,synthetic_ran_kpi,238,233,1.29,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,29.27,index,valid,synthetic_ran_kpi,105,103,5.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,78.17,index,valid,synthetic_ran_kpi,199,193,7.1,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.07,index,valid,synthetic_ran_kpi,193,187,4.39,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,62.0,index,valid,synthetic_ran_kpi,155,154,3.1,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,24.02,index,valid,synthetic_ran_kpi,298,294,1.23,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,78.41,index,valid,synthetic_ran_kpi,141,134,2.55,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,52.44,index,valid,synthetic_ran_kpi,185,181,1.63,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,16.27,index,valid,synthetic_ran_kpi,286,279,3.52,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,64.93,index,valid,synthetic_ran_kpi,251,248,3.79,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,37.13,index,valid,synthetic_ran_kpi,90,89,2.55,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,38.43,index,valid,synthetic_ran_kpi,232,230,6.84,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,40.68,index,valid,synthetic_ran_kpi,165,157,6.91,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,44.56,index,valid,synthetic_ran_kpi,132,130,5.61,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,41.46,index,valid,synthetic_ran_kpi,236,229,6.44,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,81.2,index,valid,synthetic_ran_kpi,239,234,6.2,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,70.79,index,valid,synthetic_ran_kpi,123,115,3.42,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,38.73,index,valid,synthetic_ran_kpi,275,268,1.42,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,29.2,index,valid,synthetic_ran_kpi,157,151,7.67,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,16.99,index,valid,synthetic_ran_kpi,191,187,4.15,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,16.32,index,valid,synthetic_ran_kpi,226,223,4.66,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,56.95,index,valid,synthetic_ran_kpi,124,117,6.6,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,47.64,index,valid,synthetic_ran_kpi,233,228,6.61,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,52.32,index,valid,synthetic_ran_kpi,182,174,4.27,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,72.0,index,valid,synthetic_ran_kpi,271,269,5.08,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,38.31,index,valid,synthetic_ran_kpi,281,276,3.02,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,43.57,index,valid,synthetic_ran_kpi,228,225,5.0,99.9
RAN_KPI-CELL_MODULATION_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,41.46,index,valid,synthetic_ran_kpi,91,89,7.73,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,39.3,index,valid,synthetic_ran_kpi,101,97,7.6,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,48.94,index,valid,synthetic_ran_kpi,195,194,1.49,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,63.53,index,valid,synthetic_ran_kpi,166,163,2.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,51.39,index,valid,synthetic_ran_kpi,117,109,4.82,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,64.85,index,valid,synthetic_ran_kpi,240,238,2.09,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,76.99,index,valid,synthetic_ran_kpi,268,263,6.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,62.62,index,valid,synthetic_ran_kpi,106,103,1.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,17.41,index,valid,synthetic_ran_kpi,104,101,6.17,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,15.35,index,valid,synthetic_ran_kpi,272,265,5.22,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,76.07,index,valid,synthetic_ran_kpi,124,118,6.84,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,81.14,index,valid,synthetic_ran_kpi,262,261,0.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,16.7,index,valid,synthetic_ran_kpi,122,117,3.82,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,29.9,index,valid,synthetic_ran_kpi,237,230,6.66,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,54.56,index,valid,synthetic_ran_kpi,123,122,1.38,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,74.26,index,valid,synthetic_ran_kpi,217,215,6.49,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,56.67,index,valid,synthetic_ran_kpi,109,105,7.54,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,78.77,index,valid,synthetic_ran_kpi,228,225,6.06,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,15.84,index,valid,synthetic_ran_kpi,205,197,1.54,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,19.12,index,valid,synthetic_ran_kpi,110,102,4.67,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,54.47,index,valid,synthetic_ran_kpi,136,134,2.32,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,18.45,index,valid,synthetic_ran_kpi,141,137,6.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,34.76,index,valid,synthetic_ran_kpi,191,189,7.76,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,64.73,index,valid,synthetic_ran_kpi,252,245,7.76,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,31.8,index,valid,synthetic_ran_kpi,241,235,2.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,40.03,index,valid,synthetic_ran_kpi,276,270,6.14,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,43.38,index,valid,synthetic_ran_kpi,120,119,1.07,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,55.33,index,valid,synthetic_ran_kpi,288,282,7.14,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,31.59,index,valid,synthetic_ran_kpi,249,241,0.94,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,15.75,index,valid,synthetic_ran_kpi,199,194,3.98,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,62.78,index,valid,synthetic_ran_kpi,290,287,3.85,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,60.6,index,valid,synthetic_ran_kpi,179,178,7.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,21.84,index,valid,synthetic_ran_kpi,104,99,6.81,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,29.06,index,valid,synthetic_ran_kpi,285,279,5.17,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,36.99,index,valid,synthetic_ran_kpi,267,259,5.57,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,40.59,index,valid,synthetic_ran_kpi,135,128,5.02,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,57.51,index,valid,synthetic_ran_kpi,112,108,2.85,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,79.37,index,valid,synthetic_ran_kpi,85,81,4.5,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,80.85,index,valid,synthetic_ran_kpi,151,147,4.15,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,65.76,index,valid,synthetic_ran_kpi,274,268,4.64,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,20.79,index,valid,synthetic_ran_kpi,242,240,3.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,38.59,index,valid,synthetic_ran_kpi,85,82,4.7,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,24.44,index,valid,synthetic_ran_kpi,292,284,2.69,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,38.5,index,valid,synthetic_ran_kpi,96,95,0.84,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,30.65,index,valid,synthetic_ran_kpi,281,278,4.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,19.74,index,valid,synthetic_ran_kpi,96,93,3.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,20.58,index,valid,synthetic_ran_kpi,157,156,1.18,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,71.4,index,valid,synthetic_ran_kpi,100,97,6.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,69.35,index,valid,synthetic_ran_kpi,109,106,1.5,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,63.34,index,valid,synthetic_ran_kpi,264,259,7.74,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,30.17,index,valid,synthetic_ran_kpi,180,178,4.07,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,83.03,index,valid,synthetic_ran_kpi,85,82,7.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,33.21,index,valid,synthetic_ran_kpi,276,271,3.19,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,39.46,index,valid,synthetic_ran_kpi,229,222,6.99,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,35.96,index,valid,synthetic_ran_kpi,239,234,0.75,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,54.04,index,valid,synthetic_ran_kpi,242,238,0.79,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,27.63,index,valid,synthetic_ran_kpi,203,195,2.98,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,74.56,index,valid,synthetic_ran_kpi,143,136,5.5,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,71.33,index,valid,synthetic_ran_kpi,135,129,4.05,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,33.23,index,valid,synthetic_ran_kpi,144,140,5.74,99.9
