cell_prb_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_PRB_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,78.47,index,valid,synthetic_ran_kpi,255,248,1.65,99.9
RAN_KPI-CELL_PRB_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,59.9,index,valid,synthetic_ran_kpi,210,206,7.92,99.9
RAN_KPI-CELL_PRB_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,26.46,index,valid,synthetic_ran_kpi,282,276,7.91,99.9
RAN_KPI-CELL_PRB_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,27.04,index,valid,synthetic_ran_kpi,177,170,0.53,99.9
RAN_KPI-CELL_PRB_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,35.03,index,valid,synthetic_ran_kpi,266,265,5.16,99.9
RAN_KPI-CELL_PRB_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,36.19,index,valid,synthetic_ran_kpi,232,227,6.72,99.9
RAN_KPI-CELL_PRB_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,22.47,index,valid,synthetic_ran_kpi,228,223,1.3,99.9
RAN_KPI-CELL_PRB_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,35.5,index,valid,synthetic_ran_kpi,290,287,2.01,99.9
RAN_KPI-CELL_PRB_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,30.02,index,valid,synthetic_ran_kpi,203,196,1.7,99.9
RAN_KPI-CELL_PRB_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,46.33,index,valid,synthetic_ran_kpi,164,162,3.24,99.9
RAN_KPI-CELL_PRB_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,27.05,index,valid,synthetic_ran_kpi,293,291,1.45,99.9
RAN_KPI-CELL_PRB_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,15.34,index,valid,synthetic_ran_kpi,229,225,2.9,99.9
RAN_KPI-CELL_PRB_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,34.34,index,valid,synthetic_ran_kpi,260,256,2.18,99.9
RAN_KPI-CELL_PRB_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,59.42,index,valid,synthetic_ran_kpi,109,106,5.64,99.9
RAN_KPI-CELL_PRB_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,70.67,index,valid,synthetic_ran_kpi,288,280,1.87,99.9
RAN_KPI-CELL_PRB_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,25.16,index,valid,synthetic_ran_kpi,83,79,5.58,99.9
RAN_KPI-CELL_PRB_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,67.28,index,valid,synthetic_ran_kpi,101,96,0.99,99.9
RAN_KPI-CELL_PRB_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,27.0,index,valid,synthetic_ran_kpi,231,224,7.33,99.9
RAN_KPI-CELL_PRB_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,44.32,index,valid,synthetic_ran_kpi,228,223,1.3,99.9
RAN_KPI-CELL_PRB_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,37.83,index,valid,synthetic_ran_kpi,257,254,3.38,99.9
RAN_KPI-CELL_PRB_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,70.23,index,valid,synthetic_ran_kpi,190,189,5.94,99.9
RAN_KPI-CELL_PRB_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,59.87,index,valid,synthetic_ran_kpi,152,144,4.37,99.9
RAN_KPI-CELL_PRB_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,52.2,index,valid,synthetic_ran_kpi,110,108,3.22,99.9
RAN_KPI-CELL_PRB_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,65.4,index,valid,synthetic_ran_kpi,293,288,5.89,99.9
RAN_KPI-CELL_PRB_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,38.07,index,valid,synthetic_ran_kpi,113,109,2.26,99.9
RAN_KPI-CELL_PRB_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,39.15,index,valid,synthetic_ran_kpi,246,239,7.53,99.9
RAN_KPI-CELL_PRB_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,58.1,index,valid,synthetic_ran_kpi,224,218,1.64,99.9
RAN_KPI-CELL_PRB_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,33.76,index,valid,synthetic_ran_kpi,140,136,6.42,99.9
RAN_KPI-CELL_PRB_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,16.62,index,valid,synthetic_ran_kpi,236,232,3.4,99.9
RAN_KPI-CELL_PRB_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,28.89,index,valid,synthetic_ran_kpi,217,215,6.76,99.9
RAN_KPI-CELL_PRB_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,68.04,index,valid,synthetic_ran_kpi,135,133,2.45,99.9
RAN_KPI-CELL_PRB_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,33.64,index,valid,synthetic_ran_kpi,211,208,7.65,99.9
RAN_KPI-CELL_PRB_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,39.1,index,valid,synthetic_ran_kpi,246,243,3.28,99.9
RAN_KPI-CELL_PRB_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,40.04,index,valid,synthetic_ran_kpi,136,128,3.68,99.9
RAN_KPI-CELL_PRB_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,55.21,index,valid,synthetic_ran_kpi,176,168,2.04,99.9
RAN_KPI-CELL_PRB_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,36.79,index,valid,synthetic_ran_kpi,127,125,5.15,99.9
RAN_KPI-CELL_PRB_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,35.44,index,valid,synthetic_ran_kpi,142,136,7.28,99.9
RAN_KPI-CELL_PRB_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,19.01,index,valid,synthetic_ran_kpi,201,199,7.5,99.9
RAN_KPI-CELL_PRB_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,20.2,index,valid,synthetic_ran_kpi,97,94,3.19,99.9
RAN_KPI-CELL_PRB_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,51.52,index,valid,synthetic_ran_kpi,138,132,1.01,99.9
RAN_KPI-CELL_PRB_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,81.33,index,valid,synthetic_ran_kpi,83,79,4.52,99.9
RAN_KPI-CELL_PRB_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,75.36,index,valid,synthetic_ran_kpi,106,104,1.31,99.9
RAN_KPI-CELL_PRB_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,54.33,index,valid,synthetic_ran_kpi,82,78,5.5,99.9
RAN_KPI-CELL_PRB_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,16.0,index,valid,synthetic_ran_kpi,209,206,2.31,99.9
RAN_KPI-CELL_PRB_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,55.55,index,valid,synthetic_ran_kpi,287,286,2.41,99.9
RAN_KPI-CELL_PRB_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,50.72,index,valid,synthetic_ran_kpi,209,206,2.59,99.9
RAN_KPI-CELL_PRB_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,27.35,index,valid,synthetic_ran_kpi,135,127,6.87,99.9
RAN_KPI-CELL_PRB_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.71,index,valid,synthetic_ran_kpi,96,93,6.31,99.9
RAN_KPI-CELL_PRB_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,24.99,index,valid,synthetic_ran_kpi,295,287,1.49,99.9
RAN_KPI-CELL_PRB_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,35.99,index,valid,synthetic_ran_kpi,259,258,2.53,99.9
RAN_KPI-CELL_PRB_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,54.28,index,valid,synthetic_ran_kpi,279,273,6.23,99.9
RAN_KPI-CELL_PRB_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,39.47,index,valid,synthetic_ran_kpi,298,295,4.56,99.9
RAN_KPI-CELL_PRB_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,71.39,index,valid,synthetic_ran_kpi,292,285,5.35,99.9
RAN_KPI-CELL_PRB_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,69.97,index,valid,synthetic_ran_kpi,243,239,7.9,99.9
RAN_KPI-CELL_PRB_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,46.86,index,valid,synthetic_ran_kpi,93,85,2.32,99.9
RAN_KPI-CELL_PRB_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,33.17,index,valid,synthetic_ran_kpi,298,292,7.79,99.9
RAN_KPI-CELL_PRB_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,60.65,index,valid,synthetic_ran_kpi,202,200,6.98,99.9
RAN_KPI-CELL_PRB_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,24.56,index,valid,synthetic_ran_kpi,166,162,7.25,99.9
RAN_KPI-CELL_PRB_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,26.56,index,valid,synthetic_ran_kpi,248,246,2.45,99.9
RAN_KPI-CELL_PRB_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,43.89,index,valid,synthetic_ran_kpi,213,207,3.68,99.9
RAN_KPI-CELL_PRB_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,29.08,index,valid,synthetic_ran_kpi,120,116,1.96,99.9
RAN_KPI-CELL_PRB_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,40.41,index,valid,synthetic_ran_kpi,121,118,4.95,99.9
RAN_KPI-CELL_PRB_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,31.21,index,valid,synthetic_ran_kpi,104,100,4.47,99.9
RAN_KPI-CELL_PRB_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,77.57,index,valid,synthetic_ran_kpi,142,137,7.64,99.9
RAN_KPI-CELL_PRB_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,53.42,index,valid,synthetic_ran_kpi,296,289,4.7,99.9
RAN_KPI-CELL_PRB_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,40.64,index,valid,synthetic_ran_kpi,283,282,3.62,99.9
RAN_KPI-CELL_PRB_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,30.7,index,valid,synthetic_ran_kpi,242,238,0.7,99.9
RAN_KPI-CELL_PRB_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,80.6,index,valid,synthetic_ran_kpi,295,291,3.77,99.9
RAN_KPI-CELL_PRB_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,29.92,index,valid,synthetic_ran_kpi,263,261,4.53,99.9
RAN_KPI-CELL_PRB_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,19.64,index,valid,synthetic_ran_kpi,197,191,4.47,99.9
RAN_KPI-CELL_PRB_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,28.42,index,valid,synthetic_ran_kpi,146,141,6.98,99.9
RAN_KPI-CELL_PRB_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,73.9,index,valid,synthetic_ran_kpi,300,295,3.77,99.9
RAN_KPI-CELL_PRB_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,15.24,index,valid,synthetic_ran_kpi,123,118,4.25,99.9
RAN_KPI-CELL_PRB_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,20.19,index,valid,synthetic_ran_kpi,237,231,1.95,99.9
RAN_KPI-CELL_PRB_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,80.13,index,valid,synthetic_ran_kpi,183,182,6.39,99.9
RAN_KPI-CELL_PRB_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,75.95,index,valid,synthetic_ran_kpi,254,247,5.01,99.9
RAN_KPI-CELL_PRB_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,68.64,index,valid,synthetic_ran_kpi,274,272,1.63,99.9
RAN_KPI-CELL_PRB_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,45.33,index,valid,synthetic_ran_kpi,220,218,4.5,99.9
RAN_KPI-CELL_PRB_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,35.54,index,valid,synthetic_ran_kpi,242,236,7.68,99.9
RAN_KPI-CELL_PRB_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,32.05,index,valid,synthetic_ran_kpi,221,219,4.52,99.9
RAN_KPI-CELL_PRB_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,48.03,index,valid,synthetic_ran_kpi,207,202,3.84,99.9
RAN_KPI-CELL_PRB_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,20.73,index,valid,synthetic_ran_kpi,145,137,3.86,99.9
RAN_KPI-CELL_PRB_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,74.57,index,valid,synthetic_ran_kpi,95,90,3.61,99.9
RAN_KPI-CELL_PRB_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,62.38,index,valid,synthetic_ran_kpi,201,197,2.3,99.9
RAN_KPI-CELL_PRB_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,65.77,index,valid,synthetic_ran_kpi,136,134,1.45,99.9
RAN_KPI-CELL_PRB_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,33.83,index,valid,synthetic_ran_kpi,148,147,7.3,99.9
RAN_KPI-CELL_PRB_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,44.65,index,valid,synthetic_ran_kpi,161,159,3.12,99.9
RAN_KPI-CELL_PRB_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,78.98,index,valid,synthetic_ran_kpi,170,163,0.96,99.9
RAN_KPI-CELL_PRB_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,52.28,index,valid,synthetic_ran_kpi,163,160,0.57,99.9
RAN_KPI-CELL_PRB_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,65.75,index,valid,synthetic_ran_kpi,271,270,0.61,99.9
RAN_KPI-CELL_PRB_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,58.12,index,valid,synthetic_ran_kpi,267,265,2.21,99.9
RAN_KPI-CELL_PRB_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,42.04,index,valid,synthetic_ran_kpi,193,192,3.01,99.9
RAN_KPI-CELL_PRB_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,65.36,index,valid,synthetic_ran_kpi,186,179,0.94,99.9
RAN_KPI-CELL_PRB_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,84.39,index,valid,synthetic_ran_kpi,274,271,2.63,99.9
RAN_KPI-CELL_PRB_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,32.32,index,valid,synthetic_ran_kpi,152,151,4.33,99.9
RAN_KPI-CELL_PRB_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,42.43,index,valid,synthetic_ran_kpi,187,180,6.78,99.9
RAN_KPI-CELL_PRB_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,52.08,index,valid,synthetic_ran_kpi,145,142,7.52,99.9
RAN_KPI-CELL_PRB_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,68.17,index,valid,synthetic_ran_kpi,155,153,6.29,99.9
RAN_KPI-CELL_PRB_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,38.01,index,valid,synthetic_ran_kpi,245,237,7.12,99.9
RAN_KPI-CELL_PRB_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,52.22,index,valid,synthetic_ran_kpi,294,293,2.91,99.9
RAN_KPI-CELL_PRB_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,41.4,index,valid,synthetic_ran_kpi,147,141,5.48,99.9
RAN_KPI-CELL_PRB_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,76.32,index,valid,synthetic_ran_kpi,125,121,2.35,99.9
RAN_KPI-CELL_PRB_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,77.74,index,valid,synthetic_ran_kpi,241,238,5.53,99.9
RAN_KPI-CELL_PRB_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,24.92,index,valid,synthetic_ran_kpi,228,223,4.48,99.9
RAN_KPI-CELL_PRB_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,74.56,index,valid,synthetic_ran_kpi,215,212,5.62,99.9
RAN_KPI-CELL_PRB_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,70.17,index,valid,synthetic_ran_kpi,250,242,5.78,99.9
RAN_KPI-CELL_PRB_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,51.66,index,valid,synthetic_ran_kpi,156,150,1.46,99.9
RAN_KPI-CELL_PRB_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,36.0,index,valid,synthetic_ran_kpi,275,268,7.65,99.9
RAN_KPI-CELL_PRB_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,64.69,index,valid,synthetic_ran_kpi,99,97,2.57,99.9
RAN_KPI-CELL_PRB_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,66.08,index,valid,synthetic_ran_kpi,114,107,4.67,99.9
RAN_KPI-CELL_PRB_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,39.71,index,valid,synthetic_ran_kpi,264,257,5.98,99.9
RAN_KPI-CELL_PRB_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,18.83,index,valid,synthetic_ran_kpi,147,144,2.04,99.9
RAN_KPI-CELL_PRB_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,76.72,index,valid,synthetic_ran_kpi,152,146,6.21,99.9
RAN_KPI-CELL_PRB_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,84.78,index,valid,synthetic_ran_kpi,271,265,3.57,99.9
RAN_KPI-CELL_PRB_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,19.76,index,valid,synthetic_ran_kpi,97,90,1.96,99.9
RAN_KPI-CELL_PRB_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,16.5,index,valid,synthetic_ran_kpi,286,285,5.02,99.9
RAN_KPI-CELL_PRB_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,29.45,index,valid,synthetic_ran_kpi,151,147,2.49,99.9
RAN_KPI-CELL_PRB_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,56.28,index,valid,synthetic_ran_kpi,284,280,3.91,99.9
RAN_KPI-CELL_PRB_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,69.93,index,valid,synthetic_ran_kpi,227,220,4.48,99.9
RAN_KPI-CELL_PRB_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,45.61,index,valid,synthetic_ran_kpi,169,162,7.44,99.9
RAN_KPI-CELL_PRB_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,28.4,index,valid,synthetic_ran_kpi,254,250,6.03,99.9
RAN_KPI-CELL_PRB_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,41.28,index,valid,synthetic_ran_kpi,195,189,3.89,99.9
RAN_KPI-CELL_PRB_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,73.17,index,valid,synthetic_ran_kpi,122,114,6.14,99.9
RAN_KPI-CELL_PRB_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,82.78,index,valid,synthetic_ran_kpi,128,127,2.25,99.9
RAN_KPI-CELL_PRB_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,35.11,index,valid,synthetic_ran_kpi,286,281,5.77,99.9
RAN_KPI-CELL_PRB_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,51.91,index,valid,synthetic_ran_kpi,199,198,0.96,99.9
RAN_KPI-CELL_PRB_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,42.96,index,valid,synthetic_ran_kpi,204,201,4.26,99.9
RAN_KPI-CELL_PRB_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,74.06,index,valid,synthetic_ran_kpi,125,121,7.93,99.9
RAN_KPI-CELL_PRB_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,60.53,index,valid,synthetic_ran_kpi,188,183,3.88,99.9
RAN_KPI-CELL_PRB_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,38.44,index,valid,synthetic_ran_kpi,296,293,5.92,99.9
RAN_KPI-CELL_PRB_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,36.52,index,valid,synthetic_ran_kpi,247,246,1.94,99.9
RAN_KPI-CELL_PRB_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,32.58,index,valid,synthetic_ran_kpi,209,205,5.36,99.9
RAN_KPI-CELL_PRB_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,72.16,index,valid,synthetic_ran_kpi,285,281,6.68,99.9
RAN_KPI-CELL_PRB_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,19.98,index,valid,synthetic_ran_kpi,93,92,7.03,99.9
RAN_KPI-CELL_PRB_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,82.22,index,valid,synthetic_ran_kpi,136,129,4.97,99.9
RAN_KPI-CELL_PRB_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,45.78,index,valid,synthetic_ran_kpi,156,148,5.63,99.9
RAN_KPI-CELL_PRB_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,76.46,index,valid,synthetic_ran_kpi,167,161,5.71,99.9
RAN_KPI-CELL_PRB_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,51.25,index,valid,synthetic_ran_kpi,257,250,1.95,99.9
RAN_KPI-CELL_PRB_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,83.55,index,valid,synthetic_ran_kpi,159,158,5.69,99.9
RAN_KPI-CELL_PRB_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,34.35,index,valid,synthetic_ran_kpi,187,185,3.92,99.9
RAN_KPI-CELL_PRB_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,41.97,index,valid,synthetic_ran_kpi,210,208,5.8,99.9
RAN_KPI-CELL_PRB_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,73.62,index,valid,synthetic_ran_kpi,293,288,6.86,99.9
RAN_KPI-CELL_PRB_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,41.12,index,valid,synthetic_ran_kpi,96,91,6.39,99.9
