cell_availability_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,72.1,index,valid,synthetic_ran_kpi,174,173,5.33,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,58.23,index,valid,synthetic_ran_kpi,290,283,4.14,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,81.87,index,valid,synthetic_ran_kpi,80,74,5.14,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,38.92,index,valid,synthetic_ran_kpi,126,124,5.51,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,53.23,index,valid,synthetic_ran_kpi,120,114,7.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,51.22,index,valid,synthetic_ran_kpi,176,168,4.34,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,66.78,index,valid,synthetic_ran_kpi,88,80,2.69,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,61.74,index,valid,synthetic_ran_kpi,214,211,6.9,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,64.19,index,valid,synthetic_ran_kpi,138,133,3.49,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,16.48,index,valid,synthetic_ran_kpi,236,230,2.39,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,42.53,index,valid,synthetic_ran_kpi,202,197,3.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,63.41,index,valid,synthetic_ran_kpi,266,260,5.4,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,84.37,index,valid,synthetic_ran_kpi,221,213,6.52,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,48.33,index,valid,synthetic_ran_kpi,153,145,1.74,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,33.48,index,valid,synthetic_ran_kpi,107,104,2.99,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,53.7,index,valid,synthetic_ran_kpi,108,101,5.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,74.17,index,valid,synthetic_ran_kpi,195,188,4.94,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,67.74,index,valid,synthetic_ran_kpi,231,230,7.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,77.25,index,valid,synthetic_ran_kpi,193,188,3.4,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,28.22,index,valid,synthetic_ran_kpi,104,99,3.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,35.72,index,valid,synthetic_ran_kpi,165,157,3.36,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,32.84,index,valid,synthetic_ran_kpi,155,148,5.17,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,22.97,index,valid,synthetic_ran_kpi,163,158,5.76,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,39.04,index,valid,synthetic_ran_kpi,226,225,2.17,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,30.97,index,valid,synthetic_ran_kpi,108,106,7.26,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,59.8,index,valid,synthetic_ran_kpi,267,264,3.21,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,53.59,index,valid,synthetic_ran_kpi,161,154,2.76,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,76.99,index,valid,synthetic_ran_kpi,209,203,2.88,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,79.4,index,valid,synthetic_ran_kpi,276,272,5.87,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,79.04,index,valid,synthetic_ran_kpi,162,156,1.32,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,49.52,index,valid,synthetic_ran_kpi,165,163,6.16,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,19.68,index,valid,synthetic_ran_kpi,281,275,6.89,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,72.35,index,valid,synthetic_ran_kpi,166,163,7.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,30.53,index,valid,synthetic_ran_kpi,221,220,2.73,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,19.62,index,valid,synthetic_ran_kpi,263,262,5.39,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,53.38,index,valid,synthetic_ran_kpi,191,183,3.43,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,51.6,index,valid,synthetic_ran_kpi,245,240,3.42,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,29.47,index,valid,synthetic_ran_kpi,249,248,5.31,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,65.22,index,valid,synthetic_ran_kpi,140,132,3.13,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,83.45,index,valid,synthetic_ran_kpi,115,109,4.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,28.42,index,valid,synthetic_ran_kpi,244,237,2.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,74.95,index,valid,synthetic_ran_kpi,222,214,7.23,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,30.35,index,valid,synthetic_ran_kpi,235,232,2.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.66,index,valid,synthetic_ran_kpi,265,259,6.26,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,59.68,index,valid,synthetic_ran_kpi,164,163,2.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,43.22,index,valid,synthetic_ran_kpi,235,227,3.63,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,81.89,index,valid,synthetic_ran_kpi,267,264,7.13,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,64.16,index,valid,synthetic_ran_kpi,100,97,3.89,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.44,index,valid,synthetic_ran_kpi,154,149,5.93,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,42.16,index,valid,synthetic_ran_kpi,127,119,2.79,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,63.96,index,valid,synthetic_ran_kpi,300,293,4.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,73.42,index,valid,synthetic_ran_kpi,197,193,7.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,71.51,index,valid,synthetic_ran_kpi,191,185,7.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,42.15,index,valid,synthetic_ran_kpi,292,285,6.77,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,27.4,index,valid,synthetic_ran_kpi,277,270,3.18,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,46.12,index,valid,synthetic_ran_kpi,280,277,4.06,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,73.41,index,valid,synthetic_ran_kpi,252,246,4.62,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.81,index,valid,synthetic_ran_kpi,278,270,6.02,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.5,index,valid,synthetic_ran_kpi,223,216,1.5,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,47.74,index,valid,synthetic_ran_kpi,120,119,3.01,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,42.45,index,valid,synthetic_ran_kpi,94,92,6.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,54.13,index,valid,synthetic_ran_kpi,223,218,1.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,32.92,index,valid,synthetic_ran_kpi,115,107,6.24,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,81.36,index,valid,synthetic_ran_kpi,266,260,7.86,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,51.7,index,valid,synthetic_ran_kpi,215,210,4.73,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,81.58,index,valid,synthetic_ran_kpi,155,154,1.86,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,83.65,index,valid,synthetic_ran_kpi,285,277,5.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,21.92,index,valid,synthetic_ran_kpi,212,211,6.04,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,59.14,index,valid,synthetic_ran_kpi,221,213,6.86,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,59.09,index,valid,synthetic_ran_kpi,85,77,1.77,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,21.33,index,valid,synthetic_ran_kpi,141,140,5.32,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.05,index,valid,synthetic_ran_kpi,178,174,4.37,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,29.05,index,valid,synthetic_ran_kpi,255,251,7.57,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,67.11,index,valid,synthetic_ran_kpi,213,206,7.52,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,42.48,index,valid,synthetic_ran_kpi,96,93,3.57,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,25.75,index,valid,synthetic_ran_kpi,101,96,5.75,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,74.45,index,valid,synthetic_ran_kpi,276,269,4.83,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,52.46,index,valid,synthetic_ran_kpi,132,125,5.45,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,65.12,index,valid,synthetic_ran_kpi,282,280,6.63,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,64.76,index,valid,synthetic_ran_kpi,166,162,0.73,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,49.49,index,valid,synthetic_ran_kpi,295,290,4.68,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,16.28,index,valid,synthetic_ran_kpi,295,288,4.41,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,49.32,index,valid,synthetic_ran_kpi,123,118,6.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,39.35,index,valid,synthetic_ran_kpi,291,290,7.46,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,77.65,index,valid,synthetic_ran_kpi,286,281,1.13,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,72.4,index,valid,synthetic_ran_kpi,299,292,7.13,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,22.88,index,valid,synthetic_ran_kpi,89,86,5.76,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,55.64,index,valid,synthetic_ran_kpi,123,120,7.25,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,59.08,index,valid,synthetic_ran_kpi,246,238,6.43,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,69.3,index,valid,synthetic_ran_kpi,239,235,1.62,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,29.74,index,valid,synthetic_ran_kpi,121,114,7.14,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,43.11,index,valid,synthetic_ran_kpi,188,182,7.38,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,79.56,index,valid,synthetic_ran_kpi,281,275,6.14,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,84.85,index,valid,synthetic_ran_kpi,204,199,2.48,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,82.63,index,valid,synthetic_ran_kpi,148,147,5.95,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,56.64,index,valid,synthetic_ran_kpi,145,140,5.74,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,42.0,index,valid,synthetic_ran_kpi,201,196,2.07,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,21.65,index,valid,synthetic_ran_kpi,189,186,6.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,68.6,index,valid,synthetic_ran_kpi,175,167,5.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,70.23,index,valid,synthetic_ran_kpi,208,201,7.39,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,49.84,index,valid,synthetic_ran_kpi,184,182,2.84,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,78.28,index,valid,synthetic_ran_kpi,138,130,3.87,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,81.65,index,valid,synthetic_ran_kpi,230,223,1.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,29.52,index,valid,synthetic_ran_kpi,129,125,6.54,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,51.23,index,valid,synthetic_ran_kpi,281,274,1.48,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,23.27,index,valid,synthetic_ran_kpi,229,226,4.6,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,45.11,index,valid,synthetic_ran_kpi,102,96,5.12,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,71.06,index,valid,synthetic_ran_kpi,292,286,6.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,68.23,index,valid,synthetic_ran_kpi,185,178,6.09,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,27.97,index,valid,synthetic_ran_kpi,263,255,6.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,75.64,index,valid,synthetic_ran_kpi,132,130,5.0,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,27.95,index,valid,synthetic_ran_kpi,131,128,2.99,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,16.35,index,valid,synthetic_ran_kpi,117,114,4.75,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,35.92,index,valid,synthetic_ran_kpi,132,128,1.33,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,83.33,index,valid,synthetic_ran_kpi,239,234,7.05,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,76.3,index,valid,synthetic_ran_kpi,116,110,3.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,46.13,index,valid,synthetic_ran_kpi,151,149,2.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,58.79,index,valid,synthetic_ran_kpi,110,103,3.02,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,76.46,index,valid,synthetic_ran_kpi,134,131,6.95,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,24.77,index,valid,synthetic_ran_kpi,262,258,6.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,35.87,index,valid,synthetic_ran_kpi,263,260,4.11,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,71.19,index,valid,synthetic_ran_kpi,263,258,7.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,76.56,index,valid,synthetic_ran_kpi,259,256,3.77,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,35.93,index,valid,synthetic_ran_kpi,178,175,2.79,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,21.97,index,valid,synthetic_ran_kpi,232,225,6.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,74.09,index,valid,synthetic_ran_kpi,275,268,7.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,37.67,index,valid,synthetic_ran_kpi,82,79,3.17,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,32.51,index,valid,synthetic_ran_kpi,195,189,0.9,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,35.89,index,valid,synthetic_ran_kpi,137,129,2.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,51.25,index,valid,synthetic_ran_kpi,197,189,2.19,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,57.73,index,valid,synthetic_ran_kpi,211,210,1.75,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,56.44,index,valid,synthetic_ran_kpi,232,230,5.72,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,47.89,index,valid,synthetic_ran_kpi,248,241,6.28,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,27.47,index,valid,synthetic_ran_kpi,236,234,3.42,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,36.78,index,valid,synthetic_ran_kpi,212,206,2.35,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,49.96,index,valid,synthetic_ran_kpi,232,225,7.49,99.9
