cell_retention_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RETENTION_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,44.6,index,valid,synthetic_ran_kpi,157,152,3.68,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,15.66,index,valid,synthetic_ran_kpi,211,207,3.41,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,18.78,index,valid,synthetic_ran_kpi,109,108,7.71,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,78.53,index,valid,synthetic_ran_kpi,164,157,5.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,40.46,index,valid,synthetic_ran_kpi,110,106,4.4,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,58.97,index,valid,synthetic_ran_kpi,110,103,5.69,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,46.13,index,valid,synthetic_ran_kpi,249,246,0.96,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,53.06,index,valid,synthetic_ran_kpi,111,107,4.36,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,32.32,index,valid,synthetic_ran_kpi,209,208,3.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,21.5,index,valid,synthetic_ran_kpi,171,169,2.63,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,84.07,index,valid,synthetic_ran_kpi,175,168,3.88,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,84.76,index,valid,synthetic_ran_kpi,282,278,5.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,41.07,index,valid,synthetic_ran_kpi,256,253,5.47,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,58.02,index,valid,synthetic_ran_kpi,245,241,6.08,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,25.73,index,valid,synthetic_ran_kpi,231,226,1.45,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,40.09,index,valid,synthetic_ran_kpi,124,118,3.26,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.52,index,valid,synthetic_ran_kpi,265,263,6.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,48.06,index,valid,synthetic_ran_kpi,257,256,1.65,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,16.7,index,valid,synthetic_ran_kpi,265,262,5.48,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.45,index,valid,synthetic_ran_kpi,100,98,3.27,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,38.99,index,valid,synthetic_ran_kpi,84,79,1.16,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,59.86,index,valid,synthetic_ran_kpi,212,206,5.21,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,60.72,index,valid,synthetic_ran_kpi,86,82,5.05,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,31.9,index,valid,synthetic_ran_kpi,295,290,5.35,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,66.36,index,valid,synthetic_ran_kpi,292,286,5.11,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,34.09,index,valid,synthetic_ran_kpi,150,149,7.39,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,39.78,index,valid,synthetic_ran_kpi,89,88,5.0,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,46.32,index,valid,synthetic_ran_kpi,104,98,7.83,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,63.77,index,valid,synthetic_ran_kpi,228,220,1.42,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,27.38,index,valid,synthetic_ran_kpi,96,90,2.03,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.31,index,valid,synthetic_ran_kpi,159,153,5.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,63.03,index,valid,synthetic_ran_kpi,119,114,4.6,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,63.07,index,valid,synthetic_ran_kpi,120,118,5.6,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,60.16,index,valid,synthetic_ran_kpi,189,184,2.54,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,27.44,index,valid,synthetic_ran_kpi,289,286,3.76,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,62.43,index,valid,synthetic_ran_kpi,241,240,7.96,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,15.02,index,valid,synthetic_ran_kpi,166,160,6.69,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,41.3,index,valid,synthetic_ran_kpi,138,134,1.86,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,51.37,index,valid,synthetic_ran_kpi,234,227,4.14,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,21.15,index,valid,synthetic_ran_kpi,148,147,1.58,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,52.66,index,valid,synthetic_ran_kpi,247,241,4.63,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,76.6,index,valid,synthetic_ran_kpi,231,223,3.68,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,70.0,index,valid,synthetic_ran_kpi,212,204,4.58,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,79.86,index,valid,synthetic_ran_kpi,240,237,7.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,65.52,index,valid,synthetic_ran_kpi,165,158,5.0,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,84.73,index,valid,synthetic_ran_kpi,284,283,6.14,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,28.52,index,valid,synthetic_ran_kpi,254,252,7.05,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,28.24,index,valid,synthetic_ran_kpi,144,137,1.68,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,35.56,index,valid,synthetic_ran_kpi,297,293,4.38,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,37.71,index,valid,synthetic_ran_kpi,253,247,3.81,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,80.88,index,valid,synthetic_ran_kpi,238,237,0.54,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,29.18,index,valid,synthetic_ran_kpi,258,254,7.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.72,index,valid,synthetic_ran_kpi,98,95,5.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.94,index,valid,synthetic_ran_kpi,83,78,3.4,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,27.66,index,valid,synthetic_ran_kpi,188,186,4.17,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,40.1,index,valid,synthetic_ran_kpi,214,211,7.83,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.36,index,valid,synthetic_ran_kpi,231,223,5.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,43.54,index,valid,synthetic_ran_kpi,273,269,7.69,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,56.26,index,valid,synthetic_ran_kpi,239,233,6.79,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,77.23,index,valid,synthetic_ran_kpi,93,90,3.95,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,20.7,index,valid,synthetic_ran_kpi,135,132,7.55,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,32.9,index,valid,synthetic_ran_kpi,266,259,4.07,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,39.29,index,valid,synthetic_ran_kpi,227,222,7.0,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,54.04,index,valid,synthetic_ran_kpi,157,151,2.87,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,28.77,index,valid,synthetic_ran_kpi,276,268,1.57,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,27.12,index,valid,synthetic_ran_kpi,106,102,7.45,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,35.94,index,valid,synthetic_ran_kpi,128,120,4.41,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,16.37,index,valid,synthetic_ran_kpi,122,115,6.45,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,27.9,index,valid,synthetic_ran_kpi,268,267,1.64,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,73.17,index,valid,synthetic_ran_kpi,280,275,6.52,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,84.41,index,valid,synthetic_ran_kpi,90,83,5.21,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,66.29,index,valid,synthetic_ran_kpi,97,95,4.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,32.25,index,valid,synthetic_ran_kpi,116,111,7.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,17.71,index,valid,synthetic_ran_kpi,177,173,3.57,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,81.96,index,valid,synthetic_ran_kpi,183,181,4.88,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,55.64,index,valid,synthetic_ran_kpi,104,102,5.48,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,52.58,index,valid,synthetic_ran_kpi,125,122,1.82,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,63.24,index,valid,synthetic_ran_kpi,102,97,7.15,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,67.6,index,valid,synthetic_ran_kpi,139,131,5.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,39.62,index,valid,synthetic_ran_kpi,178,170,2.71,99.9
RAN_KPI-CELL_RETENTION_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,43.56,index,valid,synthetic_ran_kpi,88,85,7.8,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,84.2,index,valid,synthetic_ran_kpi,166,163,5.89,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,70.61,index,valid,synthetic_ran_kpi,137,136,6.66,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,52.67,index,valid,synthetic_ran_kpi,156,150,3.95,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,65.29,index,valid,synthetic_ran_kpi,150,142,5.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,34.94,index,valid,synthetic_ran_kpi,170,169,0.56,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,68.29,index,valid,synthetic_ran_kpi,80,79,7.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,84.55,index,valid,synthetic_ran_kpi,237,231,7.94,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,22.49,index,valid,synthetic_ran_kpi,146,139,2.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,32.67,index,valid,synthetic_ran_kpi,238,234,5.34,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,32.43,index,valid,synthetic_ran_kpi,101,98,3.38,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,53.14,index,valid,synthetic_ran_kpi,299,292,6.07,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,35.15,index,valid,synthetic_ran_kpi,290,289,7.7,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,83.15,index,valid,synthetic_ran_kpi,225,218,6.96,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,43.4,index,valid,synthetic_ran_kpi,127,122,7.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,19.71,index,valid,synthetic_ran_kpi,105,99,6.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,60.78,index,valid,synthetic_ran_kpi,152,147,3.13,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,24.87,index,valid,synthetic_ran_kpi,114,106,4.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,36.41,index,valid,synthetic_ran_kpi,128,123,2.68,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,75.94,index,valid,synthetic_ran_kpi,135,130,1.74,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,71.1,index,valid,synthetic_ran_kpi,93,89,7.66,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,15.57,index,valid,synthetic_ran_kpi,85,81,7.5,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,30.0,index,valid,synthetic_ran_kpi,234,227,1.05,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,20.07,index,valid,synthetic_ran_kpi,185,178,7.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,74.94,index,valid,synthetic_ran_kpi,114,106,0.81,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,68.09,index,valid,synthetic_ran_kpi,231,224,2.59,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,75.6,index,valid,synthetic_ran_kpi,227,221,2.93,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,34.72,index,valid,synthetic_ran_kpi,146,140,6.2,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,65.23,index,valid,synthetic_ran_kpi,220,214,3.05,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,52.68,index,valid,synthetic_ran_kpi,132,131,3.95,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,68.85,index,valid,synthetic_ran_kpi,82,76,5.31,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,63.39,index,valid,synthetic_ran_kpi,211,205,2.88,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,16.66,index,valid,synthetic_ran_kpi,115,110,3.17,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,56.45,index,valid,synthetic_ran_kpi,294,293,0.8,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,24.57,index,valid,synthetic_ran_kpi,99,93,3.24,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,75.93,index,valid,synthetic_ran_kpi,142,141,4.81,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,72.99,index,valid,synthetic_ran_kpi,94,92,6.27,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,44.17,index,valid,synthetic_ran_kpi,181,179,6.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,48.46,index,valid,synthetic_ran_kpi,177,176,6.64,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,52.87,index,valid,synthetic_ran_kpi,261,253,1.21,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,72.06,index,valid,synthetic_ran_kpi,171,167,3.06,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,52.7,index,valid,synthetic_ran_kpi,127,125,2.27,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,56.36,index,valid,synthetic_ran_kpi,183,179,1.77,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,75.35,index,valid,synthetic_ran_kpi,113,111,4.67,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,24.22,index,valid,synthetic_ran_kpi,136,133,4.97,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,74.32,index,valid,synthetic_ran_kpi,97,93,5.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,50.6,index,valid,synthetic_ran_kpi,142,138,6.95,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,33.27,index,valid,synthetic_ran_kpi,156,154,1.14,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,34.53,index,valid,synthetic_ran_kpi,126,119,2.25,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,59.23,index,valid,synthetic_ran_kpi,219,213,6.32,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,19.73,index,valid,synthetic_ran_kpi,268,265,2.11,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,50.83,index,valid,synthetic_ran_kpi,263,255,4.33,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,18.32,index,valid,synthetic_ran_kpi,98,97,6.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,75.26,index,valid,synthetic_ran_kpi,120,119,2.87,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,21.73,index,valid,synthetic_ran_kpi,249,244,0.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,60.62,index,valid,synthetic_ran_kpi,115,113,1.44,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,40.93,index,valid,synthetic_ran_kpi,283,279,2.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,25.06,index,valid,synthetic_ran_kpi,116,114,6.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,46.74,index,valid,synthetic_ran_kpi,140,139,1.28,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,56.54,index,valid,synthetic_ran_kpi,105,99,7.22,99.9
