cell_rrc_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RRC_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,23.51,index,valid,synthetic_ran_kpi,129,128,6.23,99.9
RAN_KPI-CELL_RRC_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,15.67,index,valid,synthetic_ran_kpi,146,138,4.0,99.9
RAN_KPI-CELL_RRC_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,38.52,index,valid,synthetic_ran_kpi,103,102,5.48,99.9
RAN_KPI-CELL_RRC_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,56.91,index,valid,synthetic_ran_kpi,273,270,5.5,99.9
RAN_KPI-CELL_RRC_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,15.24,index,valid,synthetic_ran_kpi,193,186,5.74,99.9
RAN_KPI-CELL_RRC_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,58.27,index,valid,synthetic_ran_kpi,272,270,0.74,99.9
RAN_KPI-CELL_RRC_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,36.55,index,valid,synthetic_ran_kpi,90,82,1.86,99.9
RAN_KPI-CELL_RRC_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,52.5,index,valid,synthetic_ran_kpi,81,75,6.29,99.9
RAN_KPI-CELL_RRC_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,17.73,index,valid,synthetic_ran_kpi,155,147,7.24,99.9
RAN_KPI-CELL_RRC_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,30.25,index,valid,synthetic_ran_kpi,151,146,7.33,99.9
RAN_KPI-CELL_RRC_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,23.81,index,valid,synthetic_ran_kpi,214,206,3.0,99.9
RAN_KPI-CELL_RRC_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,47.28,index,valid,synthetic_ran_kpi,295,293,3.38,99.9
RAN_KPI-CELL_RRC_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,77.59,index,valid,synthetic_ran_kpi,271,269,3.43,99.9
RAN_KPI-CELL_RRC_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,65.19,index,valid,synthetic_ran_kpi,139,134,1.21,99.9
RAN_KPI-CELL_RRC_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,57.97,index,valid,synthetic_ran_kpi,164,159,1.82,99.9
RAN_KPI-CELL_RRC_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,79.69,index,valid,synthetic_ran_kpi,286,283,4.36,99.9
RAN_KPI-CELL_RRC_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,77.81,index,valid,synthetic_ran_kpi,247,239,5.38,99.9
RAN_KPI-CELL_RRC_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,63.86,index,valid,synthetic_ran_kpi,267,266,0.77,99.9
RAN_KPI-CELL_RRC_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,58.65,index,valid,synthetic_ran_kpi,82,80,5.2,99.9
RAN_KPI-CELL_RRC_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,50.14,index,valid,synthetic_ran_kpi,105,101,3.46,99.9
RAN_KPI-CELL_RRC_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,80.07,index,valid,synthetic_ran_kpi,295,293,7.41,99.9
RAN_KPI-CELL_RRC_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,25.59,index,valid,synthetic_ran_kpi,276,272,4.79,99.9
RAN_KPI-CELL_RRC_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,53.11,index,valid,synthetic_ran_kpi,91,86,4.09,99.9
RAN_KPI-CELL_RRC_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,40.75,index,valid,synthetic_ran_kpi,98,96,5.53,99.9
RAN_KPI-CELL_RRC_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,64.94,index,valid,synthetic_ran_kpi,122,117,2.68,99.9
RAN_KPI-CELL_RRC_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,59.78,index,valid,synthetic_ran_kpi,251,246,1.79,99.9
RAN_KPI-CELL_RRC_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,60.98,index,valid,synthetic_ran_kpi,140,135,7.43,99.9
RAN_KPI-CELL_RRC_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,30.32,index,valid,synthetic_ran_kpi,120,117,2.83,99.9
RAN_KPI-CELL_RRC_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,37.19,index,valid,synthetic_ran_kpi,124,118,3.65,99.9
RAN_KPI-CELL_RRC_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,64.55,index,valid,synthetic_ran_kpi,210,204,7.74,99.9
RAN_KPI-CELL_RRC_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.48,index,valid,synthetic_ran_kpi,171,170,3.93,99.9
RAN_KPI-CELL_RRC_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,62.63,index,valid,synthetic_ran_kpi,120,115,7.77,99.9
RAN_KPI-CELL_RRC_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,32.44,index,valid,synthetic_ran_kpi,236,232,5.5,99.9
RAN_KPI-CELL_RRC_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,60.94,index,valid,synthetic_ran_kpi,84,81,7.69,99.9
RAN_KPI-CELL_RRC_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,45.28,index,valid,synthetic_ran_kpi,278,272,0.65,99.9
RAN_KPI-CELL_RRC_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,60.85,index,valid,synthetic_ran_kpi,109,105,2.67,99.9
RAN_KPI-CELL_RRC_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,25.6,index,valid,synthetic_ran_kpi,110,109,7.31,99.9
RAN_KPI-CELL_RRC_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,69.26,index,valid,synthetic_ran_kpi,258,256,4.3,99.9
RAN_KPI-CELL_RRC_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,63.91,index,valid,synthetic_ran_kpi,122,119,4.29,99.9
RAN_KPI-CELL_RRC_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,56.17,index,valid,synthetic_ran_kpi,142,136,7.7,99.9
RAN_KPI-CELL_RRC_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,70.25,index,valid,synthetic_ran_kpi,171,167,5.07,99.9
RAN_KPI-CELL_RRC_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,40.35,index,valid,synthetic_ran_kpi,222,220,7.75,99.9
RAN_KPI-CELL_RRC_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,83.07,index,valid,synthetic_ran_kpi,254,252,0.66,99.9
RAN_KPI-CELL_RRC_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,46.4,index,valid,synthetic_ran_kpi,255,254,4.16,99.9
RAN_KPI-CELL_RRC_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.83,index,valid,synthetic_ran_kpi,82,80,3.82,99.9
RAN_KPI-CELL_RRC_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,19.18,index,valid,synthetic_ran_kpi,254,252,3.76,99.9
RAN_KPI-CELL_RRC_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,31.78,index,valid,synthetic_ran_kpi,115,108,4.22,99.9
RAN_KPI-CELL_RRC_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,22.49,index,valid,synthetic_ran_kpi,275,272,4.47,99.9
RAN_KPI-CELL_RRC_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,58.37,index,valid,synthetic_ran_kpi,87,81,6.84,99.9
RAN_KPI-CELL_RRC_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,39.61,index,valid,synthetic_ran_kpi,286,284,5.42,99.9
RAN_KPI-CELL_RRC_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,52.17,index,valid,synthetic_ran_kpi,232,226,5.22,99.9
RAN_KPI-CELL_RRC_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,81.1,index,valid,synthetic_ran_kpi,214,213,4.04,99.9
RAN_KPI-CELL_RRC_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,84.43,index,valid,synthetic_ran_kpi,136,131,6.56,99.9
RAN_KPI-CELL_RRC_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,24.1,index,valid,synthetic_ran_kpi,178,172,3.79,99.9
RAN_KPI-CELL_RRC_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,65.45,index,valid,synthetic_ran_kpi,157,151,7.11,99.9
RAN_KPI-CELL_RRC_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,70.75,index,valid,synthetic_ran_kpi,98,91,5.33,99.9
RAN_KPI-CELL_RRC_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,57.94,index,valid,synthetic_ran_kpi,277,276,2.49,99.9
RAN_KPI-CELL_RRC_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,51.8,index,valid,synthetic_ran_kpi,146,144,0.62,99.9
RAN_KPI-CELL_RRC_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,79.26,index,valid,synthetic_ran_kpi,124,117,2.56,99.9
RAN_KPI-CELL_RRC_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,42.53,index,valid,synthetic_ran_kpi,147,140,5.43,99.9
RAN_KPI-CELL_RRC_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,15.26,index,valid,synthetic_ran_kpi,292,288,7.57,99.9
RAN_KPI-CELL_RRC_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,17.23,index,valid,synthetic_ran_kpi,275,274,3.81,99.9
RAN_KPI-CELL_RRC_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,43.32,index,valid,synthetic_ran_kpi,240,235,4.07,99.9
RAN_KPI-CELL_RRC_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,75.14,index,valid,synthetic_ran_kpi,160,154,1.7,99.9
RAN_KPI-CELL_RRC_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,68.26,index,valid,synthetic_ran_kpi,119,117,3.07,99.9
RAN_KPI-CELL_RRC_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,67.77,index,valid,synthetic_ran_kpi,289,282,6.81,99.9
RAN_KPI-CELL_RRC_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,18.91,index,valid,synthetic_ran_kpi,219,215,6.36,99.9
RAN_KPI-CELL_RRC_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,78.55,index,valid,synthetic_ran_kpi,271,268,5.88,99.9
RAN_KPI-CELL_RRC_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.63,index,valid,synthetic_ran_kpi,141,136,4.96,99.9
RAN_KPI-CELL_RRC_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,19.05,index,valid,synthetic_ran_kpi,228,227,5.15,99.9
RAN_KPI-CELL_RRC_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.49,index,valid,synthetic_ran_kpi,289,281,6.25,99.9
RAN_KPI-CELL_RRC_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,42.62,index,valid,synthetic_ran_kpi,150,146,7.77,99.9
RAN_KPI-CELL_RRC_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,28.22,index,valid,synthetic_ran_kpi,169,165,4.6,99.9
RAN_KPI-CELL_RRC_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,58.69,index,valid,synthetic_ran_kpi,256,253,4.7,99.9
RAN_KPI-CELL_RRC_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,43.99,index,valid,synthetic_ran_kpi,182,177,5.76,99.9
RAN_KPI-CELL_RRC_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,16.6,index,valid,synthetic_ran_kpi,157,153,2.6,99.9
RAN_KPI-CELL_RRC_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,42.11,index,valid,synthetic_ran_kpi,254,253,5.9,99.9
RAN_KPI-CELL_RRC_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,40.36,index,valid,synthetic_ran_kpi,279,277,5.43,99.9
RAN_KPI-CELL_RRC_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,16.23,index,valid,synthetic_ran_kpi,288,284,1.84,99.9
RAN_KPI-CELL_RRC_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,77.63,index,valid,synthetic_ran_kpi,212,211,3.42,99.9
RAN_KPI-CELL_RRC_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,72.1,index,valid,synthetic_ran_kpi,191,188,2.27,99.9
RAN_KPI-CELL_RRC_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,69.09,index,valid,synthetic_ran_kpi,265,261,2.47,99.9
RAN_KPI-CELL_RRC_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,65.27,index,valid,synthetic_ran_kpi,282,279,1.63,99.9
RAN_KPI-CELL_RRC_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,16.36,index,valid,synthetic_ran_kpi,128,122,3.25,99.9
RAN_KPI-CELL_RRC_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,36.14,index,valid,synthetic_ran_kpi,161,156,5.66,99.9
RAN_KPI-CELL_RRC_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,32.8,index,valid,synthetic_ran_kpi,226,220,6.73,99.9
RAN_KPI-CELL_RRC_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,64.59,index,valid,synthetic_ran_kpi,267,262,1.55,99.9
RAN_KPI-CELL_RRC_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,46.4,index,valid,synthetic_ran_kpi,189,187,1.09,99.9
RAN_KPI-CELL_RRC_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,78.03,index,valid,synthetic_ran_kpi,245,240,0.59,99.9
RAN_KPI-CELL_RRC_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,42.82,index,valid,synthetic_ran_kpi,114,112,1.81,99.9
RAN_KPI-CELL_RRC_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,67.16,index,valid,synthetic_ran_kpi,116,115,1.34,99.9
RAN_KPI-CELL_RRC_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,79.25,index,valid,synthetic_ran_kpi,298,295,4.2,99.9
RAN_KPI-CELL_RRC_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,82.73,index,valid,synthetic_ran_kpi,206,199,2.17,99.9
RAN_KPI-CELL_RRC_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,60.36,index,valid,synthetic_ran_kpi,197,191,2.69,99.9
RAN_KPI-CELL_RRC_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,41.5,index,valid,synthetic_ran_kpi,141,140,1.1,99.9
RAN_KPI-CELL_RRC_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,68.9,index,valid,synthetic_ran_kpi,260,256,3.52,99.9
RAN_KPI-CELL_RRC_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,56.45,index,valid,synthetic_ran_kpi,299,293,6.35,99.9
RAN_KPI-CELL_RRC_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,37.88,index,valid,synthetic_ran_kpi,231,229,4.7,99.9
RAN_KPI-CELL_RRC_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,21.94,index,valid,synthetic_ran_kpi,197,190,3.85,99.9
RAN_KPI-CELL_RRC_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,50.64,index,valid,synthetic_ran_kpi,180,175,3.58,99.9
RAN_KPI-CELL_RRC_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,41.3,index,valid,synthetic_ran_kpi,175,169,4.47,99.9
RAN_KPI-CELL_RRC_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,82.29,index,valid,synthetic_ran_kpi,138,132,5.29,99.9
RAN_KPI-CELL_RRC_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,55.12,index,valid,synthetic_ran_kpi,175,174,6.69,99.9
RAN_KPI-CELL_RRC_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,39.29,index,valid,synthetic_ran_kpi,219,213,1.53,99.9
RAN_KPI-CELL_RRC_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,17.6,index,valid,synthetic_ran_kpi,105,104,2.12,99.9
RAN_KPI-CELL_RRC_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,16.94,index,valid,synthetic_ran_kpi,122,118,5.05,99.9
RAN_KPI-CELL_RRC_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,47.82,index,valid,synthetic_ran_kpi,280,272,2.25,99.9
RAN_KPI-CELL_RRC_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,16.28,index,valid,synthetic_ran_kpi,145,141,4.55,99.9
RAN_KPI-CELL_RRC_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,79.43,index,valid,synthetic_ran_kpi,284,277,3.76,99.9
RAN_KPI-CELL_RRC_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,63.61,index,valid,synthetic_ran_kpi,231,227,1.33,99.9
RAN_KPI-CELL_RRC_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,80.96,index,valid,synthetic_ran_kpi,137,130,5.47,99.9
RAN_KPI-CELL_RRC_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,82.88,index,valid,synthetic_ran_kpi,138,132,3.82,99.9
RAN_KPI-CELL_RRC_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,35.26,index,valid,synthetic_ran_kpi,115,108,7.92,99.9
RAN_KPI-CELL_RRC_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,16.22,index,valid,synthetic_ran_kpi,165,162,2.45,99.9
RAN_KPI-CELL_RRC_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,57.35,index,valid,synthetic_ran_kpi,188,186,2.69,99.9
RAN_KPI-CELL_RRC_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,23.82,index,valid,synthetic_ran_kpi,252,250,1.05,99.9
RAN_KPI-CELL_RRC_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,30.57,index,valid,synthetic_ran_kpi,108,104,4.23,99.9
RAN_KPI-CELL_RRC_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,46.78,index,valid,synthetic_ran_kpi,226,219,7.17,99.9
RAN_KPI-CELL_RRC_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,39.46,index,valid,synthetic_ran_kpi,226,220,5.88,99.9
RAN_KPI-CELL_RRC_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,76.41,index,valid,synthetic_ran_kpi,223,218,2.42,99.9
RAN_KPI-CELL_RRC_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,26.08,index,valid,synthetic_ran_kpi,190,182,3.93,99.9
RAN_KPI-CELL_RRC_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,49.86,index,valid,synthetic_ran_kpi,187,179,0.89,99.9
RAN_KPI-CELL_RRC_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,54.41,index,valid,synthetic_ran_kpi,171,170,5.54,99.9
RAN_KPI-CELL_RRC_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,22.76,index,valid,synthetic_ran_kpi,121,118,1.9,99.9
RAN_KPI-CELL_RRC_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,53.44,index,valid,synthetic_ran_kpi,298,294,6.33,99.9
RAN_KPI-CELL_RRC_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,35.29,index,valid,synthetic_ran_kpi,120,118,3.36,99.9
RAN_KPI-CELL_RRC_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,16.77,index,valid,synthetic_ran_kpi,284,279,5.38,99.9
RAN_KPI-CELL_RRC_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,70.43,index,valid,synthetic_ran_kpi,257,254,7.58,99.9
RAN_KPI-CELL_RRC_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,37.35,index,valid,synthetic_ran_kpi,111,109,4.02,99.9
RAN_KPI-CELL_RRC_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,83.69,index,valid,synthetic_ran_kpi,106,103,6.75,99.9
RAN_KPI-CELL_RRC_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,40.54,index,valid,synthetic_ran_kpi,229,223,4.74,99.9
RAN_KPI-CELL_RRC_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,25.91,index,valid,synthetic_ran_kpi,246,240,7.21,99.9
RAN_KPI-CELL_RRC_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,61.88,index,valid,synthetic_ran_kpi,167,159,1.16,99.9
RAN_KPI-CELL_RRC_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,38.54,index,valid,synthetic_ran_kpi,96,90,2.98,99.9
RAN_KPI-CELL_RRC_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,80.61,index,valid,synthetic_ran_kpi,240,237,2.26,99.9
RAN_KPI-CELL_RRC_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,23.98,index,valid,synthetic_ran_kpi,286,282,7.19,99.9
RAN_KPI-CELL_RRC_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,64.61,index,valid,synthetic_ran_kpi,235,234,1.42,99.9
RAN_KPI-CELL_RRC_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,81.34,index,valid,synthetic_ran_kpi,273,265,3.11,99.9
RAN_KPI-CELL_RRC_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,65.09,index,valid,synthetic_ran_kpi,268,262,3.53,99.9
RAN_KPI-CELL_RRC_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,49.1,index,valid,synthetic_ran_kpi,134,127,5.59,99.9
RAN_KPI-CELL_RRC_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,67.89,index,valid,synthetic_ran_kpi,253,249,7.38,99.9
RAN_KPI-CELL_RRC_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,58.27,index,valid,synthetic_ran_kpi,126,124,7.09,99.9
RAN_KPI-CELL_RRC_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,38.83,index,valid,synthetic_ran_kpi,115,112,6.72,99.9
