cell_bler_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_BLER_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,37.3,index,valid,synthetic_ran_kpi,152,145,7.5,99.9
RAN_KPI-CELL_BLER_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,49.82,index,valid,synthetic_ran_kpi,113,109,2.62,99.9
RAN_KPI-CELL_BLER_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,41.36,index,valid,synthetic_ran_kpi,297,295,3.52,99.9
RAN_KPI-CELL_BLER_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,19.93,index,valid,synthetic_ran_kpi,175,170,1.0,99.9
RAN_KPI-CELL_BLER_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,17.17,index,valid,synthetic_ran_kpi,179,175,6.74,99.9
RAN_KPI-CELL_BLER_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,73.27,index,valid,synthetic_ran_kpi,132,129,0.91,99.9
RAN_KPI-CELL_BLER_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.58,index,valid,synthetic_ran_kpi,165,159,1.95,99.9
RAN_KPI-CELL_BLER_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,59.83,index,valid,synthetic_ran_kpi,133,131,7.14,99.9
RAN_KPI-CELL_BLER_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,32.76,index,valid,synthetic_ran_kpi,293,292,5.34,99.9
RAN_KPI-CELL_BLER_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,57.9,index,valid,synthetic_ran_kpi,292,285,1.78,99.9
RAN_KPI-CELL_BLER_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,48.96,index,valid,synthetic_ran_kpi,188,186,1.29,99.9
RAN_KPI-CELL_BLER_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,62.64,index,valid,synthetic_ran_kpi,234,231,1.93,99.9
RAN_KPI-CELL_BLER_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,63.78,index,valid,synthetic_ran_kpi,220,212,4.55,99.9
RAN_KPI-CELL_BLER_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,25.45,index,valid,synthetic_ran_kpi,142,141,7.43,99.9
RAN_KPI-CELL_BLER_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,17.33,index,valid,synthetic_ran_kpi,170,169,4.33,99.9
RAN_KPI-CELL_BLER_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,84.32,index,valid,synthetic_ran_kpi,262,261,4.93,99.9
RAN_KPI-CELL_BLER_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,32.85,index,valid,synthetic_ran_kpi,135,131,6.96,99.9
RAN_KPI-CELL_BLER_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,30.21,index,valid,synthetic_ran_kpi,172,166,3.64,99.9
RAN_KPI-CELL_BLER_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,71.53,index,valid,synthetic_ran_kpi,174,172,7.44,99.9
RAN_KPI-CELL_BLER_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,22.56,index,valid,synthetic_ran_kpi,214,208,6.18,99.9
RAN_KPI-CELL_BLER_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,46.59,index,valid,synthetic_ran_kpi,139,135,6.75,99.9
RAN_KPI-CELL_BLER_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,34.86,index,valid,synthetic_ran_kpi,241,234,3.14,99.9
RAN_KPI-CELL_BLER_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,59.65,index,valid,synthetic_ran_kpi,227,220,6.47,99.9
RAN_KPI-CELL_BLER_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,59.52,index,valid,synthetic_ran_kpi,136,131,3.43,99.9
RAN_KPI-CELL_BLER_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,66.73,index,valid,synthetic_ran_kpi,252,245,3.21,99.9
RAN_KPI-CELL_BLER_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,77.98,index,valid,synthetic_ran_kpi,200,195,4.93,99.9
RAN_KPI-CELL_BLER_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,50.19,index,valid,synthetic_ran_kpi,207,203,4.52,99.9
RAN_KPI-CELL_BLER_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,74.65,index,valid,synthetic_ran_kpi,259,252,1.07,99.9
RAN_KPI-CELL_BLER_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,36.1,index,valid,synthetic_ran_kpi,237,231,5.76,99.9
RAN_KPI-CELL_BLER_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,58.2,index,valid,synthetic_ran_kpi,110,106,6.36,99.9
RAN_KPI-CELL_BLER_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,72.18,index,valid,synthetic_ran_kpi,125,120,2.73,99.9
RAN_KPI-CELL_BLER_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,40.8,index,valid,synthetic_ran_kpi,252,251,0.68,99.9
RAN_KPI-CELL_BLER_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,26.78,index,valid,synthetic_ran_kpi,128,120,6.04,99.9
RAN_KPI-CELL_BLER_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,35.15,index,valid,synthetic_ran_kpi,114,112,2.84,99.9
RAN_KPI-CELL_BLER_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,74.99,index,valid,synthetic_ran_kpi,236,232,3.71,99.9
RAN_KPI-CELL_BLER_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,37.13,index,valid,synthetic_ran_kpi,85,79,5.15,99.9
RAN_KPI-CELL_BLER_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,38.64,index,valid,synthetic_ran_kpi,239,236,2.42,99.9
RAN_KPI-CELL_BLER_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,17.48,index,valid,synthetic_ran_kpi,154,147,5.37,99.9
RAN_KPI-CELL_BLER_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,70.26,index,valid,synthetic_ran_kpi,240,232,2.88,99.9
RAN_KPI-CELL_BLER_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,43.13,index,valid,synthetic_ran_kpi,186,180,0.91,99.9
RAN_KPI-CELL_BLER_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,68.49,index,valid,synthetic_ran_kpi,288,284,2.4,99.9
RAN_KPI-CELL_BLER_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,84.1,index,valid,synthetic_ran_kpi,228,223,4.86,99.9
RAN_KPI-CELL_BLER_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.93,index,valid,synthetic_ran_kpi,223,217,4.49,99.9
RAN_KPI-CELL_BLER_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,83.51,index,valid,synthetic_ran_kpi,208,203,1.39,99.9
RAN_KPI-CELL_BLER_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,51.8,index,valid,synthetic_ran_kpi,277,272,1.92,99.9
RAN_KPI-CELL_BLER_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,26.72,index,valid,synthetic_ran_kpi,202,197,6.37,99.9
RAN_KPI-CELL_BLER_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.17,index,valid,synthetic_ran_kpi,101,100,7.09,99.9
RAN_KPI-CELL_BLER_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,31.73,index,valid,synthetic_ran_kpi,261,258,3.96,99.9
RAN_KPI-CELL_BLER_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.97,index,valid,synthetic_ran_kpi,128,125,1.06,99.9
RAN_KPI-CELL_BLER_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,32.17,index,valid,synthetic_ran_kpi,223,221,7.26,99.9
RAN_KPI-CELL_BLER_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,36.89,index,valid,synthetic_ran_kpi,143,135,1.99,99.9
RAN_KPI-CELL_BLER_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,57.64,index,valid,synthetic_ran_kpi,234,231,1.61,99.9
RAN_KPI-CELL_BLER_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,19.03,index,valid,synthetic_ran_kpi,222,215,7.0,99.9
RAN_KPI-CELL_BLER_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,72.95,index,valid,synthetic_ran_kpi,121,120,4.92,99.9
RAN_KPI-CELL_BLER_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,55.44,index,valid,synthetic_ran_kpi,160,154,5.75,99.9
RAN_KPI-CELL_BLER_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,63.61,index,valid,synthetic_ran_kpi,159,155,7.79,99.9
RAN_KPI-CELL_BLER_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,72.51,index,valid,synthetic_ran_kpi,245,243,6.87,99.9
RAN_KPI-CELL_BLER_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,37.3,index,valid,synthetic_ran_kpi,169,164,7.94,99.9
RAN_KPI-CELL_BLER_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,42.41,index,valid,synthetic_ran_kpi,250,243,1.81,99.9
RAN_KPI-CELL_BLER_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,55.43,index,valid,synthetic_ran_kpi,300,296,1.97,99.9
RAN_KPI-CELL_BLER_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,51.77,index,valid,synthetic_ran_kpi,162,154,1.94,99.9
RAN_KPI-CELL_BLER_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,74.08,index,valid,synthetic_ran_kpi,230,228,7.05,99.9
RAN_KPI-CELL_BLER_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,81.44,index,valid,synthetic_ran_kpi,300,295,3.87,99.9
RAN_KPI-CELL_BLER_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,52.81,index,valid,synthetic_ran_kpi,222,216,1.83,99.9
RAN_KPI-CELL_BLER_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,51.14,index,valid,synthetic_ran_kpi,214,208,2.77,99.9
RAN_KPI-CELL_BLER_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,36.86,index,valid,synthetic_ran_kpi,294,286,7.67,99.9
RAN_KPI-CELL_BLER_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,19.11,index,valid,synthetic_ran_kpi,158,153,3.55,99.9
RAN_KPI-CELL_BLER_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.61,index,valid,synthetic_ran_kpi,132,124,0.66,99.9
RAN_KPI-CELL_BLER_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,21.54,index,valid,synthetic_ran_kpi,288,281,7.23,99.9
RAN_KPI-CELL_BLER_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,15.52,index,valid,synthetic_ran_kpi,180,179,7.64,99.9
RAN_KPI-CELL_BLER_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,37.94,index,valid,synthetic_ran_kpi,272,269,6.62,99.9
RAN_KPI-CELL_BLER_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,77.45,index,valid,synthetic_ran_kpi,216,215,4.11,99.9
RAN_KPI-CELL_BLER_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,49.1,index,valid,synthetic_ran_kpi,133,125,3.69,99.9
RAN_KPI-CELL_BLER_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,22.88,index,valid,synthetic_ran_kpi,86,83,2.06,99.9
RAN_KPI-CELL_BLER_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,51.04,index,valid,synthetic_ran_kpi,254,248,4.2,99.9
RAN_KPI-CELL_BLER_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,53.71,index,valid,synthetic_ran_kpi,115,113,7.02,99.9
RAN_KPI-CELL_BLER_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,52.68,index,valid,synthetic_ran_kpi,121,116,1.57,99.9
RAN_KPI-CELL_BLER_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,72.68,index,valid,synthetic_ran_kpi,229,226,7.83,99.9
RAN_KPI-CELL_BLER_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,82.99,index,valid,synthetic_ran_kpi,256,251,6.17,99.9
RAN_KPI-CELL_BLER_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,70.02,index,valid,synthetic_ran_kpi,213,210,1.71,99.9
RAN_KPI-CELL_BLER_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,77.02,index,valid,synthetic_ran_kpi,134,129,6.21,99.9
RAN_KPI-CELL_BLER_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,38.62,index,valid,synthetic_ran_kpi,234,229,3.53,99.9
RAN_KPI-CELL_BLER_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,37.25,index,valid,synthetic_ran_kpi,87,84,6.51,99.9
RAN_KPI-CELL_BLER_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,50.06,index,valid,synthetic_ran_kpi,274,272,4.2,99.9
RAN_KPI-CELL_BLER_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,50.43,index,valid,synthetic_ran_kpi,189,188,2.34,99.9
RAN_KPI-CELL_BLER_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,65.45,index,valid,synthetic_ran_kpi,235,229,4.73,99.9
RAN_KPI-CELL_BLER_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,79.68,index,valid,synthetic_ran_kpi,115,110,1.11,99.9
RAN_KPI-CELL_BLER_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,18.79,index,valid,synthetic_ran_kpi,200,194,4.32,99.9
RAN_KPI-CELL_BLER_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,16.71,index,valid,synthetic_ran_kpi,298,297,4.95,99.9
RAN_KPI-CELL_BLER_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,76.11,index,valid,synthetic_ran_kpi,140,135,6.65,99.9
RAN_KPI-CELL_BLER_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,66.26,index,valid,synthetic_ran_kpi,155,151,3.06,99.9
RAN_KPI-CELL_BLER_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,60.35,index,valid,synthetic_ran_kpi,238,234,3.2,99.9
RAN_KPI-CELL_BLER_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,73.83,index,valid,synthetic_ran_kpi,99,98,5.85,99.9
RAN_KPI-CELL_BLER_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,65.4,index,valid,synthetic_ran_kpi,112,104,2.82,99.9
RAN_KPI-CELL_BLER_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,19.86,index,valid,synthetic_ran_kpi,241,239,1.62,99.9
RAN_KPI-CELL_BLER_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,28.71,index,valid,synthetic_ran_kpi,122,116,3.22,99.9
RAN_KPI-CELL_BLER_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,17.99,index,valid,synthetic_ran_kpi,104,103,3.87,99.9
RAN_KPI-CELL_BLER_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,65.3,index,valid,synthetic_ran_kpi,179,171,1.75,99.9
RAN_KPI-CELL_BLER_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,81.72,index,valid,synthetic_ran_kpi,83,75,1.57,99.9
RAN_KPI-CELL_BLER_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,39.82,index,valid,synthetic_ran_kpi,283,278,7.9,99.9
RAN_KPI-CELL_BLER_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,82.71,index,valid,synthetic_ran_kpi,92,84,5.47,99.9
RAN_KPI-CELL_BLER_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,18.35,index,valid,synthetic_ran_kpi,284,281,4.29,99.9
RAN_KPI-CELL_BLER_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,59.03,index,valid,synthetic_ran_kpi,283,281,4.46,99.9
RAN_KPI-CELL_BLER_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,22.53,index,valid,synthetic_ran_kpi,220,217,1.38,99.9
RAN_KPI-CELL_BLER_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,77.57,index,valid,synthetic_ran_kpi,104,98,4.52,99.9
RAN_KPI-CELL_BLER_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,77.45,index,valid,synthetic_ran_kpi,228,222,5.65,99.9
RAN_KPI-CELL_BLER_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,76.66,index,valid,synthetic_ran_kpi,168,161,5.52,99.9
RAN_KPI-CELL_BLER_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,70.62,index,valid,synthetic_ran_kpi,107,103,6.31,99.9
RAN_KPI-CELL_BLER_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,49.94,index,valid,synthetic_ran_kpi,252,246,2.92,99.9
RAN_KPI-CELL_BLER_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,48.31,index,valid,synthetic_ran_kpi,189,188,4.66,99.9
RAN_KPI-CELL_BLER_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,38.96,index,valid,synthetic_ran_kpi,284,278,2.93,99.9
RAN_KPI-CELL_BLER_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,23.23,index,valid,synthetic_ran_kpi,277,269,6.85,99.9
RAN_KPI-CELL_BLER_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,58.57,index,valid,synthetic_ran_kpi,181,176,6.43,99.9
RAN_KPI-CELL_BLER_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,33.3,index,valid,synthetic_ran_kpi,171,167,3.72,99.9
RAN_KPI-CELL_BLER_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,36.32,index,valid,synthetic_ran_kpi,157,149,7.01,99.9
RAN_KPI-CELL_BLER_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,53.95,index,valid,synthetic_ran_kpi,197,191,7.54,99.9
RAN_KPI-CELL_BLER_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,42.16,index,valid,synthetic_ran_kpi,175,168,6.66,99.9
RAN_KPI-CELL_BLER_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,76.85,index,valid,synthetic_ran_kpi,172,168,0.88,99.9
RAN_KPI-CELL_BLER_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,81.78,index,valid,synthetic_ran_kpi,295,291,1.54,99.9
RAN_KPI-CELL_BLER_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,26.36,index,valid,synthetic_ran_kpi,111,104,6.12,99.9
RAN_KPI-CELL_BLER_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,18.36,index,valid,synthetic_ran_kpi,194,191,4.57,99.9
RAN_KPI-CELL_BLER_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,40.26,index,valid,synthetic_ran_kpi,206,205,6.68,99.9
RAN_KPI-CELL_BLER_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,42.71,index,valid,synthetic_ran_kpi,222,215,4.01,99.9
RAN_KPI-CELL_BLER_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,43.72,index,valid,synthetic_ran_kpi,123,117,5.2,99.9
RAN_KPI-CELL_BLER_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,55.97,index,valid,synthetic_ran_kpi,294,286,3.22,99.9
RAN_KPI-CELL_BLER_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,50.23,index,valid,synthetic_ran_kpi,293,288,6.5,99.9
RAN_KPI-CELL_BLER_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,67.11,index,valid,synthetic_ran_kpi,153,151,4.33,99.9
RAN_KPI-CELL_BLER_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,81.61,index,valid,synthetic_ran_kpi,229,221,2.05,99.9
RAN_KPI-CELL_BLER_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,67.81,index,valid,synthetic_ran_kpi,224,217,2.84,99.9
RAN_KPI-CELL_BLER_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,68.69,index,valid,synthetic_ran_kpi,109,102,6.63,99.9
RAN_KPI-CELL_BLER_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,76.4,index,valid,synthetic_ran_kpi,267,262,3.07,99.9
RAN_KPI-CELL_BLER_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,25.76,index,valid,synthetic_ran_kpi,177,176,5.93,99.9
RAN_KPI-CELL_BLER_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,31.58,index,valid,synthetic_ran_kpi,140,134,4.09,99.9
RAN_KPI-CELL_BLER_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,59.39,index,valid,synthetic_ran_kpi,104,103,4.83,99.9
RAN_KPI-CELL_BLER_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,38.01,index,valid,synthetic_ran_kpi,137,132,1.24,99.9
RAN_KPI-CELL_BLER_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,39.72,index,valid,synthetic_ran_kpi,144,141,5.08,99.9
RAN_KPI-CELL_BLER_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,17.98,index,valid,synthetic_ran_kpi,239,237,4.38,99.9
RAN_KPI-CELL_BLER_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,65.49,index,valid,synthetic_ran_kpi,235,232,3.21,99.9
RAN_KPI-CELL_BLER_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,47.94,index,valid,synthetic_ran_kpi,151,150,7.85,99.9
RAN_KPI-CELL_BLER_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,48.93,index,valid,synthetic_ran_kpi,140,135,3.51,99.9
RAN_KPI-CELL_BLER_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,27.3,index,valid,synthetic_ran_kpi,83,79,3.65,99.9
RAN_KPI-CELL_BLER_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,46.0,index,valid,synthetic_ran_kpi,200,194,1.92,99.9
RAN_KPI-CELL_BLER_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,59.12,index,valid,synthetic_ran_kpi,262,256,5.2,99.9
