cell_rach_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RACH_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,49.34,index,valid,synthetic_ran_kpi,273,272,2.81,99.9
RAN_KPI-CELL_RACH_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,72.6,index,valid,synthetic_ran_kpi,290,289,2.0,99.9
RAN_KPI-CELL_RACH_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,16.24,index,valid,synthetic_ran_kpi,113,106,5.97,99.9
RAN_KPI-CELL_RACH_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,72.23,index,valid,synthetic_ran_kpi,138,134,2.82,99.9
RAN_KPI-CELL_RACH_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,60.64,index,valid,synthetic_ran_kpi,291,290,7.06,99.9
RAN_KPI-CELL_RACH_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,19.65,index,valid,synthetic_ran_kpi,130,128,2.8,99.9
RAN_KPI-CELL_RACH_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,45.5,index,valid,synthetic_ran_kpi,229,225,4.32,99.9
RAN_KPI-CELL_RACH_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,51.51,index,valid,synthetic_ran_kpi,141,139,5.9,99.9
RAN_KPI-CELL_RACH_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,70.55,index,valid,synthetic_ran_kpi,287,284,2.47,99.9
RAN_KPI-CELL_RACH_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,71.49,index,valid,synthetic_ran_kpi,143,141,2.73,99.9
RAN_KPI-CELL_RACH_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,79.09,index,valid,synthetic_ran_kpi,82,76,1.15,99.9
RAN_KPI-CELL_RACH_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,40.11,index,valid,synthetic_ran_kpi,217,215,6.87,99.9
RAN_KPI-CELL_RACH_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,35.31,index,valid,synthetic_ran_kpi,227,226,1.47,99.9
RAN_KPI-CELL_RACH_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,83.95,index,valid,synthetic_ran_kpi,92,86,6.38,99.9
RAN_KPI-CELL_RACH_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,43.5,index,valid,synthetic_ran_kpi,103,97,2.63,99.9
RAN_KPI-CELL_RACH_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,68.87,index,valid,synthetic_ran_kpi,223,217,1.44,99.9
RAN_KPI-CELL_RACH_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,24.71,index,valid,synthetic_ran_kpi,138,132,7.09,99.9
RAN_KPI-CELL_RACH_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,80.25,index,valid,synthetic_ran_kpi,81,73,4.91,99.9
RAN_KPI-CELL_RACH_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,68.64,index,valid,synthetic_ran_kpi,291,290,3.05,99.9
RAN_KPI-CELL_RACH_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,66.8,index,valid,synthetic_ran_kpi,218,217,3.88,99.9
RAN_KPI-CELL_RACH_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,65.37,index,valid,synthetic_ran_kpi,276,274,6.63,99.9
RAN_KPI-CELL_RACH_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,71.57,index,valid,synthetic_ran_kpi,210,207,6.03,99.9
RAN_KPI-CELL_RACH_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,82.77,index,valid,synthetic_ran_kpi,276,274,7.3,99.9
RAN_KPI-CELL_RACH_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,23.93,index,valid,synthetic_ran_kpi,127,125,2.95,99.9
RAN_KPI-CELL_RACH_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,44.25,index,valid,synthetic_ran_kpi,121,114,4.03,99.9
RAN_KPI-CELL_RACH_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.91,index,valid,synthetic_ran_kpi,154,152,0.84,99.9
RAN_KPI-CELL_RACH_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,49.01,index,valid,synthetic_ran_kpi,231,229,5.29,99.9
RAN_KPI-CELL_RACH_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,81.37,index,valid,synthetic_ran_kpi,206,203,0.81,99.9
RAN_KPI-CELL_RACH_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,78.09,index,valid,synthetic_ran_kpi,269,267,4.58,99.9
RAN_KPI-CELL_RACH_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,68.16,index,valid,synthetic_ran_kpi,285,277,2.65,99.9
RAN_KPI-CELL_RACH_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,80.69,index,valid,synthetic_ran_kpi,263,256,3.52,99.9
RAN_KPI-CELL_RACH_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,65.3,index,valid,synthetic_ran_kpi,207,204,0.5,99.9
RAN_KPI-CELL_RACH_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,57.92,index,valid,synthetic_ran_kpi,110,103,3.58,99.9
RAN_KPI-CELL_RACH_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,54.85,index,valid,synthetic_ran_kpi,168,162,4.17,99.9
RAN_KPI-CELL_RACH_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,22.27,index,valid,synthetic_ran_kpi,178,171,4.35,99.9
RAN_KPI-CELL_RACH_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,34.66,index,valid,synthetic_ran_kpi,147,144,2.02,99.9
RAN_KPI-CELL_RACH_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,51.96,index,valid,synthetic_ran_kpi,137,136,3.15,99.9
RAN_KPI-CELL_RACH_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,79.67,index,valid,synthetic_ran_kpi,183,178,7.17,99.9
RAN_KPI-CELL_RACH_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,61.6,index,valid,synthetic_ran_kpi,124,118,8.0,99.9
RAN_KPI-CELL_RACH_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,15.34,index,valid,synthetic_ran_kpi,285,281,7.55,99.9
RAN_KPI-CELL_RACH_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,34.28,index,valid,synthetic_ran_kpi,264,263,7.52,99.9
RAN_KPI-CELL_RACH_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,63.19,index,valid,synthetic_ran_kpi,289,288,4.63,99.9
RAN_KPI-CELL_RACH_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,60.75,index,valid,synthetic_ran_kpi,215,209,2.26,99.9
RAN_KPI-CELL_RACH_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,70.12,index,valid,synthetic_ran_kpi,113,110,2.17,99.9
RAN_KPI-CELL_RACH_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.98,index,valid,synthetic_ran_kpi,248,243,3.7,99.9
RAN_KPI-CELL_RACH_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,84.73,index,valid,synthetic_ran_kpi,220,216,3.25,99.9
RAN_KPI-CELL_RACH_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,63.46,index,valid,synthetic_ran_kpi,181,178,4.54,99.9
RAN_KPI-CELL_RACH_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,49.3,index,valid,synthetic_ran_kpi,118,113,7.7,99.9
RAN_KPI-CELL_RACH_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.91,index,valid,synthetic_ran_kpi,102,98,7.77,99.9
RAN_KPI-CELL_RACH_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.13,index,valid,synthetic_ran_kpi,200,199,5.62,99.9
RAN_KPI-CELL_RACH_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,36.67,index,valid,synthetic_ran_kpi,116,108,6.43,99.9
RAN_KPI-CELL_RACH_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,55.15,index,valid,synthetic_ran_kpi,156,153,6.4,99.9
RAN_KPI-CELL_RACH_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,77.9,index,valid,synthetic_ran_kpi,248,246,2.9,99.9
RAN_KPI-CELL_RACH_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,40.85,index,valid,synthetic_ran_kpi,230,224,7.07,99.9
RAN_KPI-CELL_RACH_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,42.93,index,valid,synthetic_ran_kpi,179,171,1.0,99.9
RAN_KPI-CELL_RACH_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,57.87,index,valid,synthetic_ran_kpi,200,197,4.82,99.9
RAN_KPI-CELL_RACH_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,49.71,index,valid,synthetic_ran_kpi,285,283,5.02,99.9
RAN_KPI-CELL_RACH_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,63.58,index,valid,synthetic_ran_kpi,277,275,5.57,99.9
RAN_KPI-CELL_RACH_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,37.16,index,valid,synthetic_ran_kpi,88,87,3.71,99.9
RAN_KPI-CELL_RACH_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,20.16,index,valid,synthetic_ran_kpi,293,289,1.84,99.9
RAN_KPI-CELL_RACH_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,27.42,index,valid,synthetic_ran_kpi,136,134,4.92,99.9
RAN_KPI-CELL_RACH_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,65.94,index,valid,synthetic_ran_kpi,259,252,5.71,99.9
RAN_KPI-CELL_RACH_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,82.91,index,valid,synthetic_ran_kpi,104,99,7.48,99.9
RAN_KPI-CELL_RACH_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,58.81,index,valid,synthetic_ran_kpi,175,167,1.09,99.9
RAN_KPI-CELL_RACH_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,27.05,index,valid,synthetic_ran_kpi,276,274,0.68,99.9
RAN_KPI-CELL_RACH_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,64.66,index,valid,synthetic_ran_kpi,138,135,6.78,99.9
RAN_KPI-CELL_RACH_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,84.83,index,valid,synthetic_ran_kpi,164,163,2.65,99.9
RAN_KPI-CELL_RACH_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.08,index,valid,synthetic_ran_kpi,181,179,4.67,99.9
RAN_KPI-CELL_RACH_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,17.47,index,valid,synthetic_ran_kpi,207,200,7.15,99.9
RAN_KPI-CELL_RACH_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,58.98,index,valid,synthetic_ran_kpi,299,294,2.6,99.9
RAN_KPI-CELL_RACH_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,83.77,index,valid,synthetic_ran_kpi,131,130,5.63,99.9
RAN_KPI-CELL_RACH_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,26.07,index,valid,synthetic_ran_kpi,215,207,6.3,99.9
RAN_KPI-CELL_RACH_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,40.81,index,valid,synthetic_ran_kpi,214,206,7.52,99.9
RAN_KPI-CELL_RACH_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,17.32,index,valid,synthetic_ran_kpi,279,271,0.87,99.9
RAN_KPI-CELL_RACH_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,81.68,index,valid,synthetic_ran_kpi,98,97,6.91,99.9
RAN_KPI-CELL_RACH_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,23.53,index,valid,synthetic_ran_kpi,283,282,1.49,99.9
RAN_KPI-CELL_RACH_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,61.14,index,valid,synthetic_ran_kpi,209,208,6.02,99.9
RAN_KPI-CELL_RACH_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,38.27,index,valid,synthetic_ran_kpi,221,214,5.82,99.9
RAN_KPI-CELL_RACH_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,75.39,index,valid,synthetic_ran_kpi,201,196,4.09,99.9
RAN_KPI-CELL_RACH_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,69.65,index,valid,synthetic_ran_kpi,140,138,1.56,99.9
RAN_KPI-CELL_RACH_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,16.5,index,valid,synthetic_ran_kpi,218,217,4.95,99.9
RAN_KPI-CELL_RACH_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,45.19,index,valid,synthetic_ran_kpi,176,172,2.53,99.9
RAN_KPI-CELL_RACH_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,37.19,index,valid,synthetic_ran_kpi,248,246,1.03,99.9
RAN_KPI-CELL_RACH_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,30.36,index,valid,synthetic_ran_kpi,226,222,4.9,99.9
RAN_KPI-CELL_RACH_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,37.53,index,valid,synthetic_ran_kpi,264,260,7.71,99.9
RAN_KPI-CELL_RACH_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,81.48,index,valid,synthetic_ran_kpi,90,89,2.79,99.9
RAN_KPI-CELL_RACH_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,47.26,index,valid,synthetic_ran_kpi,295,292,7.39,99.9
RAN_KPI-CELL_RACH_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,49.3,index,valid,synthetic_ran_kpi,180,173,4.29,99.9
RAN_KPI-CELL_RACH_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,61.04,index,valid,synthetic_ran_kpi,102,99,1.15,99.9
RAN_KPI-CELL_RACH_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,43.01,index,valid,synthetic_ran_kpi,165,162,0.6,99.9
RAN_KPI-CELL_RACH_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,50.59,index,valid,synthetic_ran_kpi,281,277,6.65,99.9
RAN_KPI-CELL_RACH_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,20.81,index,valid,synthetic_ran_kpi,160,155,2.33,99.9
RAN_KPI-CELL_RACH_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,63.11,index,valid,synthetic_ran_kpi,293,287,6.15,99.9
RAN_KPI-CELL_RACH_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,65.21,index,valid,synthetic_ran_kpi,184,177,2.29,99.9
RAN_KPI-CELL_RACH_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,26.92,index,valid,synthetic_ran_kpi,155,151,3.87,99.9
RAN_KPI-CELL_RACH_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,45.55,index,valid,synthetic_ran_kpi,184,179,4.7,99.9
RAN_KPI-CELL_RACH_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,30.07,index,valid,synthetic_ran_kpi,203,202,2.15,99.9
RAN_KPI-CELL_RACH_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,32.53,index,valid,synthetic_ran_kpi,222,221,0.8,99.9
RAN_KPI-CELL_RACH_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,39.36,index,valid,synthetic_ran_kpi,85,80,0.78,99.9
RAN_KPI-CELL_RACH_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,39.57,index,valid,synthetic_ran_kpi,120,117,6.74,99.9
RAN_KPI-CELL_RACH_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,61.5,index,valid,synthetic_ran_kpi,299,292,2.0,99.9
RAN_KPI-CELL_RACH_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,79.29,index,valid,synthetic_ran_kpi,241,239,5.45,99.9
RAN_KPI-CELL_RACH_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,41.2,index,valid,synthetic_ran_kpi,195,188,1.76,99.9
RAN_KPI-CELL_RACH_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,19.82,index,valid,synthetic_ran_kpi,242,234,7.23,99.9
RAN_KPI-CELL_RACH_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,33.38,index,valid,synthetic_ran_kpi,140,138,5.31,99.9
RAN_KPI-CELL_RACH_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,73.68,index,valid,synthetic_ran_kpi,260,254,7.01,99.9
RAN_KPI-CELL_RACH_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,37.46,index,valid,synthetic_ran_kpi,151,150,6.04,99.9
RAN_KPI-CELL_RACH_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,33.23,index,valid,synthetic_ran_kpi,136,131,3.51,99.9
RAN_KPI-CELL_RACH_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,67.66,index,valid,synthetic_ran_kpi,298,292,1.0,99.9
RAN_KPI-CELL_RACH_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,63.86,index,valid,synthetic_ran_kpi,230,227,3.55,99.9
RAN_KPI-CELL_RACH_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,46.72,index,valid,synthetic_ran_kpi,210,208,6.75,99.9
RAN_KPI-CELL_RACH_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,76.89,index,valid,synthetic_ran_kpi,268,261,2.09,99.9
RAN_KPI-CELL_RACH_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,80.28,index,valid,synthetic_ran_kpi,275,268,5.13,99.9
RAN_KPI-CELL_RACH_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,72.75,index,valid,synthetic_ran_kpi,194,188,2.39,99.9
RAN_KPI-CELL_RACH_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,62.73,index,valid,synthetic_ran_kpi,217,212,1.82,99.9
RAN_KPI-CELL_RACH_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,63.05,index,valid,synthetic_ran_kpi,298,296,5.62,99.9
RAN_KPI-CELL_RACH_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,82.08,index,valid,synthetic_ran_kpi,134,130,6.51,99.9
RAN_KPI-CELL_RACH_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,38.98,index,valid,synthetic_ran_kpi,240,235,1.12,99.9
RAN_KPI-CELL_RACH_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,22.5,index,valid,synthetic_ran_kpi,225,219,6.5,99.9
RAN_KPI-CELL_RACH_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,22.23,index,valid,synthetic_ran_kpi,206,198,2.78,99.9
RAN_KPI-CELL_RACH_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,71.62,index,valid,synthetic_ran_kpi,240,235,2.36,99.9
RAN_KPI-CELL_RACH_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,44.03,index,valid,synthetic_ran_kpi,208,202,6.09,99.9
RAN_KPI-CELL_RACH_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,22.06,index,valid,synthetic_ran_kpi,193,192,4.55,99.9
RAN_KPI-CELL_RACH_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,41.61,index,valid,synthetic_ran_kpi,102,95,4.32,99.9
RAN_KPI-CELL_RACH_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,31.61,index,valid,synthetic_ran_kpi,185,183,1.65,99.9
RAN_KPI-CELL_RACH_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,69.66,index,valid,synthetic_ran_kpi,283,276,2.69,99.9
RAN_KPI-CELL_RACH_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,25.05,index,valid,synthetic_ran_kpi,143,138,3.35,99.9
RAN_KPI-CELL_RACH_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,32.75,index,valid,synthetic_ran_kpi,80,73,1.14,99.9
RAN_KPI-CELL_RACH_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,45.03,index,valid,synthetic_ran_kpi,176,169,5.05,99.9
RAN_KPI-CELL_RACH_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,67.6,index,valid,synthetic_ran_kpi,123,117,1.91,99.9
RAN_KPI-CELL_RACH_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,69.44,index,valid,synthetic_ran_kpi,200,196,2.25,99.9
RAN_KPI-CELL_RACH_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,54.11,index,valid,synthetic_ran_kpi,123,119,6.82,99.9
RAN_KPI-CELL_RACH_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,57.16,index,valid,synthetic_ran_kpi,220,219,5.58,99.9
RAN_KPI-CELL_RACH_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,27.98,index,valid,synthetic_ran_kpi,236,230,4.87,99.9
RAN_KPI-CELL_RACH_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,81.74,index,valid,synthetic_ran_kpi,88,81,0.54,99.9
RAN_KPI-CELL_RACH_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,21.06,index,valid,synthetic_ran_kpi,214,207,2.34,99.9
RAN_KPI-CELL_RACH_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,43.22,index,valid,synthetic_ran_kpi,192,184,5.01,99.9
RAN_KPI-CELL_RACH_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,59.81,index,valid,synthetic_ran_kpi,140,137,6.47,99.9
RAN_KPI-CELL_RACH_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,80.11,index,valid,synthetic_ran_kpi,90,88,2.26,99.9
RAN_KPI-CELL_RACH_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,67.84,index,valid,synthetic_ran_kpi,298,294,0.87,99.9
RAN_KPI-CELL_RACH_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,28.92,index,valid,synthetic_ran_kpi,99,97,3.71,99.9
RAN_KPI-CELL_RACH_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,28.09,index,valid,synthetic_ran_kpi,104,103,6.39,99.9
RAN_KPI-CELL_RACH_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,56.66,index,valid,synthetic_ran_kpi,167,161,5.83,99.9
