cell_mcs_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MCS_HOURLY-03-69,CELL040201,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,42.7,index,valid,synthetic_ran_kpi,139,132,1.01,99.9
RAN_KPI-CELL_MCS_HOURLY-03-70,CELL040201,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,22.3,index,valid,synthetic_ran_kpi,244,239,4.57,99.9
RAN_KPI-CELL_MCS_HOURLY-03-71,CELL040201,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,77.31,index,valid,synthetic_ran_kpi,225,217,4.14,99.9
RAN_KPI-CELL_MCS_HOURLY-04-00,CELL050101,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,60.16,index,valid,synthetic_ran_kpi,241,238,5.02,99.9
RAN_KPI-CELL_MCS_HOURLY-04-01,CELL050101,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,84.64,index,valid,synthetic_ran_kpi,139,136,4.34,99.9
RAN_KPI-CELL_MCS_HOURLY-04-02,CELL050101,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,59.99,index,valid,synthetic_ran_kpi,145,144,7.92,99.9
RAN_KPI-CELL_MCS_HOURLY-04-03,CELL050101,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,52.97,index,valid,synthetic_ran_kpi,279,274,2.86,99.9
RAN_KPI-CELL_MCS_HOURLY-04-04,CELL050101,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,19.5,index,valid,synthetic_ran_kpi,175,171,4.91,99.9
RAN_KPI-CELL_MCS_HOURLY-04-05,CELL050101,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,64.89,index,valid,synthetic_ran_kpi,269,266,7.07,99.9
RAN_KPI-CELL_MCS_HOURLY-04-06,CELL050101,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,26.15,index,valid,synthetic_ran_kpi,246,240,1.19,99.9
RAN_KPI-CELL_MCS_HOURLY-04-07,CELL050101,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,39.41,index,valid,synthetic_ran_kpi,175,173,7.51,99.9
RAN_KPI-CELL_MCS_HOURLY-04-08,CELL050101,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,84.08,index,valid,synthetic_ran_kpi,281,273,5.03,99.9
RAN_KPI-CELL_MCS_HOURLY-04-09,CELL050101,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.33,index,valid,synthetic_ran_kpi,128,120,1.66,99.9
RAN_KPI-CELL_MCS_HOURLY-04-10,CELL050101,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,63.37,index,valid,synthetic_ran_kpi,86,83,4.07,99.9
RAN_KPI-CELL_MCS_HOURLY-04-11,CELL050101,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,75.45,index,valid,synthetic_ran_kpi,92,84,6.5,99.9
RAN_KPI-CELL_MCS_HOURLY-04-12,CELL050101,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,41.12,index,valid,synthetic_ran_kpi,245,242,4.55,99.9
RAN_KPI-CELL_MCS_HOURLY-04-13,CELL050101,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,64.24,index,valid,synthetic_ran_kpi,256,251,4.86,99.9
RAN_KPI-CELL_MCS_HOURLY-04-14,CELL050101,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,58.11,index,valid,synthetic_ran_kpi,183,177,7.51,99.9
RAN_KPI-CELL_MCS_HOURLY-04-15,CELL050101,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,75.89,index,valid,synthetic_ran_kpi,82,81,6.57,99.9
RAN_KPI-CELL_MCS_HOURLY-04-16,CELL050101,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,39.8,index,valid,synthetic_ran_kpi,145,141,5.21,99.9
RAN_KPI-CELL_MCS_HOURLY-04-17,CELL050101,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,68.69,index,valid,synthetic_ran_kpi,118,115,3.34,99.9
RAN_KPI-CELL_MCS_HOURLY-04-18,CELL050101,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,34.85,index,valid,synthetic_ran_kpi,282,274,6.81,99.9
RAN_KPI-CELL_MCS_HOURLY-04-19,CELL050101,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,60.07,index,valid,synthetic_ran_kpi,190,187,5.44,99.9
RAN_KPI-CELL_MCS_HOURLY-04-20,CELL050101,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,49.89,index,valid,synthetic_ran_kpi,193,190,0.61,99.9
RAN_KPI-CELL_MCS_HOURLY-04-21,CELL050101,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,21.47,index,valid,synthetic_ran_kpi,141,140,4.2,99.9
RAN_KPI-CELL_MCS_HOURLY-04-22,CELL050101,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.27,index,valid,synthetic_ran_kpi,139,131,3.89,99.9
RAN_KPI-CELL_MCS_HOURLY-04-23,CELL050101,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,64.78,index,valid,synthetic_ran_kpi,206,205,7.53,99.9
RAN_KPI-CELL_MCS_HOURLY-04-24,CELL050101,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,57.66,index,valid,synthetic_ran_kpi,124,116,7.03,99.9
RAN_KPI-CELL_MCS_HOURLY-04-25,CELL050101,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,55.79,index,valid,synthetic_ran_kpi,286,278,1.94,99.9
RAN_KPI-CELL_MCS_HOURLY-04-26,CELL050101,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,82.13,index,valid,synthetic_ran_kpi,296,295,5.31,99.9
RAN_KPI-CELL_MCS_HOURLY-04-27,CELL050101,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.15,index,valid,synthetic_ran_kpi,127,126,3.61,99.9
RAN_KPI-CELL_MCS_HOURLY-04-28,CELL050101,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.61,index,valid,synthetic_ran_kpi,219,214,2.54,99.9
RAN_KPI-CELL_MCS_HOURLY-04-29,CELL050101,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,64.48,index,valid,synthetic_ran_kpi,241,234,0.79,99.9
RAN_KPI-CELL_MCS_HOURLY-04-30,CELL050101,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,27.92,index,valid,synthetic_ran_kpi,288,281,6.98,99.9
RAN_KPI-CELL_MCS_HOURLY-04-31,CELL050101,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,25.59,index,valid,synthetic_ran_kpi,173,167,5.55,99.9
RAN_KPI-CELL_MCS_HOURLY-04-32,CELL050101,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,69.01,index,valid,synthetic_ran_kpi,94,93,3.07,99.9
RAN_KPI-CELL_MCS_HOURLY-04-33,CELL050101,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,45.23,index,valid,synthetic_ran_kpi,102,100,7.01,99.9
RAN_KPI-CELL_MCS_HOURLY-04-34,CELL050101,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,78.04,index,valid,synthetic_ran_kpi,150,143,5.91,99.9
RAN_KPI-CELL_MCS_HOURLY-04-35,CELL050101,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,59.86,index,valid,synthetic_ran_kpi,234,227,5.53,99.9
RAN_KPI-CELL_MCS_HOURLY-04-36,CELL050101,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,76.45,index,valid,synthetic_ran_kpi,290,288,2.89,99.9
RAN_KPI-CELL_MCS_HOURLY-04-37,CELL050101,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,72.66,index,valid,synthetic_ran_kpi,193,188,4.31,99.9
RAN_KPI-CELL_MCS_HOURLY-04-38,CELL050101,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,67.32,index,valid,synthetic_ran_kpi,149,146,2.21,99.9
RAN_KPI-CELL_MCS_HOURLY-04-39,CELL050101,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,67.05,index,valid,synthetic_ran_kpi,132,125,7.69,99.9
RAN_KPI-CELL_MCS_HOURLY-04-40,CELL050101,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,68.17,index,valid,synthetic_ran_kpi,249,243,4.14,99.9
RAN_KPI-CELL_MCS_HOURLY-04-41,CELL050101,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,77.94,index,valid,synthetic_ran_kpi,101,93,7.93,99.9
RAN_KPI-CELL_MCS_HOURLY-04-42,CELL050101,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,34.06,index,valid,synthetic_ran_kpi,230,226,4.37,99.9
RAN_KPI-CELL_MCS_HOURLY-04-43,CELL050101,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.55,index,valid,synthetic_ran_kpi,127,124,4.77,99.9
RAN_KPI-CELL_MCS_HOURLY-04-44,CELL050101,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,81.3,index,valid,synthetic_ran_kpi,97,96,1.35,99.9
RAN_KPI-CELL_MCS_HOURLY-04-45,CELL050101,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.32,index,valid,synthetic_ran_kpi,168,160,4.47,99.9
RAN_KPI-CELL_MCS_HOURLY-04-46,CELL050101,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.13,index,valid,synthetic_ran_kpi,88,87,7.71,99.9
RAN_KPI-CELL_MCS_HOURLY-04-47,CELL050101,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,30.47,index,valid,synthetic_ran_kpi,213,210,5.72,99.9
RAN_KPI-CELL_MCS_HOURLY-04-48,CELL050101,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,55.26,index,valid,synthetic_ran_kpi,237,236,6.54,99.9
RAN_KPI-CELL_MCS_HOURLY-04-49,CELL050101,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,30.15,index,valid,synthetic_ran_kpi,83,77,1.88,99.9
RAN_KPI-CELL_MCS_HOURLY-04-50,CELL050101,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,72.26,index,valid,synthetic_ran_kpi,246,239,0.98,99.9
RAN_KPI-CELL_MCS_HOURLY-04-51,CELL050101,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,39.23,index,valid,synthetic_ran_kpi,257,250,2.39,99.9
RAN_KPI-CELL_MCS_HOURLY-04-52,CELL050101,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,77.95,index,valid,synthetic_ran_kpi,113,106,5.84,99.9
RAN_KPI-CELL_MCS_HOURLY-04-53,CELL050101,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,31.06,index,valid,synthetic_ran_kpi,266,258,5.31,99.9
RAN_KPI-CELL_MCS_HOURLY-04-54,CELL050101,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,75.03,index,valid,synthetic_ran_kpi,242,237,4.72,99.9
RAN_KPI-CELL_MCS_HOURLY-04-55,CELL050101,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,47.91,index,valid,synthetic_ran_kpi,177,176,5.03,99.9
RAN_KPI-CELL_MCS_HOURLY-04-56,CELL050101,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,16.05,index,valid,synthetic_ran_kpi,218,213,1.52,99.9
RAN_KPI-CELL_MCS_HOURLY-04-57,CELL050101,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,82.53,index,valid,synthetic_ran_kpi,299,294,6.13,99.9
RAN_KPI-CELL_MCS_HOURLY-04-58,CELL050101,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,29.93,index,valid,synthetic_ran_kpi,257,255,0.93,99.9
RAN_KPI-CELL_MCS_HOURLY-04-59,CELL050101,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,42.72,index,valid,synthetic_ran_kpi,253,251,1.47,99.9
RAN_KPI-CELL_MCS_HOURLY-04-60,CELL050101,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,47.47,index,valid,synthetic_ran_kpi,252,248,5.44,99.9
RAN_KPI-CELL_MCS_HOURLY-04-61,CELL050101,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,53.77,index,valid,synthetic_ran_kpi,100,96,4.49,99.9
RAN_KPI-CELL_MCS_HOURLY-04-62,CELL050101,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,42.14,index,valid,synthetic_ran_kpi,245,238,6.12,99.9
RAN_KPI-CELL_MCS_HOURLY-04-63,CELL050101,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,37.05,index,valid,synthetic_ran_kpi,273,267,3.29,99.9
RAN_KPI-CELL_MCS_HOURLY-04-64,CELL050101,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,27.41,index,valid,synthetic_ran_kpi,106,100,0.76,99.9
RAN_KPI-CELL_MCS_HOURLY-04-65,CELL050101,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,79.9,index,valid,synthetic_ran_kpi,173,168,7.09,99.9
RAN_KPI-CELL_MCS_HOURLY-04-66,CELL050101,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,38.04,index,valid,synthetic_ran_kpi,163,156,2.73,99.9
RAN_KPI-CELL_MCS_HOURLY-04-67,CELL050101,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,60.3,index,valid,synthetic_ran_kpi,265,258,0.55,99.9
RAN_KPI-CELL_MCS_HOURLY-04-68,CELL050101,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,24.91,index,valid,synthetic_ran_kpi,184,177,6.35,99.9
RAN_KPI-CELL_MCS_HOURLY-04-69,CELL050101,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.46,index,valid,synthetic_ran_kpi,247,244,6.09,99.9
RAN_KPI-CELL_MCS_HOURLY-04-70,CELL050101,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,41.62,index,valid,synthetic_ran_kpi,134,130,4.14,99.9
RAN_KPI-CELL_MCS_HOURLY-04-71,CELL050101,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,22.38,index,valid,synthetic_ran_kpi,261,255,3.13,99.9
RAN_KPI-CELL_MCS_HOURLY-05-00,CELL060101,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,61.48,index,valid,synthetic_ran_kpi,160,152,6.44,99.9
RAN_KPI-CELL_MCS_HOURLY-05-01,CELL060101,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,28.66,index,valid,synthetic_ran_kpi,273,265,5.02,99.9
RAN_KPI-CELL_MCS_HOURLY-05-02,CELL060101,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,80.9,index,valid,synthetic_ran_kpi,293,290,7.64,99.9
RAN_KPI-CELL_MCS_HOURLY-05-03,CELL060101,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,63.8,index,valid,synthetic_ran_kpi,138,135,7.98,99.9
RAN_KPI-CELL_MCS_HOURLY-05-04,CELL060101,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,82.68,index,valid,synthetic_ran_kpi,207,202,3.34,99.9
RAN_KPI-CELL_MCS_HOURLY-05-05,CELL060101,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,23.47,index,valid,synthetic_ran_kpi,81,77,5.07,99.9
RAN_KPI-CELL_MCS_HOURLY-05-06,CELL060101,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,65.1,index,valid,synthetic_ran_kpi,200,199,0.76,99.9
RAN_KPI-CELL_MCS_HOURLY-05-07,CELL060101,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,15.46,index,valid,synthetic_ran_kpi,232,224,1.13,99.9
RAN_KPI-CELL_MCS_HOURLY-05-08,CELL060101,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,41.58,index,valid,synthetic_ran_kpi,197,194,6.33,99.9
RAN_KPI-CELL_MCS_HOURLY-05-09,CELL060101,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,29.1,index,valid,synthetic_ran_kpi,115,112,3.29,99.9
RAN_KPI-CELL_MCS_HOURLY-05-10,CELL060101,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,80.4,index,valid,synthetic_ran_kpi,209,205,3.36,99.9
RAN_KPI-CELL_MCS_HOURLY-05-11,CELL060101,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,69.72,index,valid,synthetic_ran_kpi,127,120,7.96,99.9
RAN_KPI-CELL_MCS_HOURLY-05-12,CELL060101,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,21.27,index,valid,synthetic_ran_kpi,226,219,5.89,99.9
RAN_KPI-CELL_MCS_HOURLY-05-13,CELL060101,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,69.14,index,valid,synthetic_ran_kpi,245,242,2.75,99.9
RAN_KPI-CELL_MCS_HOURLY-05-14,CELL060101,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,80.92,index,valid,synthetic_ran_kpi,122,120,1.73,99.9
RAN_KPI-CELL_MCS_HOURLY-05-15,CELL060101,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,51.46,index,valid,synthetic_ran_kpi,108,100,7.63,99.9
RAN_KPI-CELL_MCS_HOURLY-05-16,CELL060101,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,52.98,index,valid,synthetic_ran_kpi,113,105,5.01,99.9
RAN_KPI-CELL_MCS_HOURLY-05-17,CELL060101,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,35.07,index,valid,synthetic_ran_kpi,220,214,2.89,99.9
RAN_KPI-CELL_MCS_HOURLY-05-18,CELL060101,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,55.31,index,valid,synthetic_ran_kpi,212,207,3.23,99.9
RAN_KPI-CELL_MCS_HOURLY-05-19,CELL060101,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,38.84,index,valid,synthetic_ran_kpi,118,113,1.89,99.9
RAN_KPI-CELL_MCS_HOURLY-05-20,CELL060101,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,62.78,index,valid,synthetic_ran_kpi,223,220,6.96,99.9
RAN_KPI-CELL_MCS_HOURLY-05-21,CELL060101,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,49.19,index,valid,synthetic_ran_kpi,101,99,5.02,99.9
RAN_KPI-CELL_MCS_HOURLY-05-22,CELL060101,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,42.55,index,valid,synthetic_ran_kpi,246,242,7.87,99.9
RAN_KPI-CELL_MCS_HOURLY-05-23,CELL060101,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,59.5,index,valid,synthetic_ran_kpi,95,89,7.49,99.9
RAN_KPI-CELL_MCS_HOURLY-05-24,CELL060101,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,28.12,index,valid,synthetic_ran_kpi,195,188,6.69,99.9
RAN_KPI-CELL_MCS_HOURLY-05-25,CELL060101,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,82.07,index,valid,synthetic_ran_kpi,120,116,2.68,99.9
RAN_KPI-CELL_MCS_HOURLY-05-26,CELL060101,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,61.06,index,valid,synthetic_ran_kpi,294,288,4.46,99.9
RAN_KPI-CELL_MCS_HOURLY-05-27,CELL060101,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,26.66,index,valid,synthetic_ran_kpi,159,156,7.73,99.9
RAN_KPI-CELL_MCS_HOURLY-05-28,CELL060101,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,43.72,index,valid,synthetic_ran_kpi,294,290,3.43,99.9
RAN_KPI-CELL_MCS_HOURLY-05-29,CELL060101,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,75.28,index,valid,synthetic_ran_kpi,195,190,2.88,99.9
RAN_KPI-CELL_MCS_HOURLY-05-30,CELL060101,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,66.09,index,valid,synthetic_ran_kpi,116,109,6.0,99.9
RAN_KPI-CELL_MCS_HOURLY-05-31,CELL060101,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,33.11,index,valid,synthetic_ran_kpi,240,239,7.46,99.9
RAN_KPI-CELL_MCS_HOURLY-05-32,CELL060101,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,49.14,index,valid,synthetic_ran_kpi,158,151,3.44,99.9
RAN_KPI-CELL_MCS_HOURLY-05-33,CELL060101,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,22.31,index,valid,synthetic_ran_kpi,228,223,4.63,99.9
RAN_KPI-CELL_MCS_HOURLY-05-34,CELL060101,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,51.0,index,valid,synthetic_ran_kpi,165,159,4.68,99.9
RAN_KPI-CELL_MCS_HOURLY-05-35,CELL060101,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,78.86,index,valid,synthetic_ran_kpi,297,294,6.49,99.9
RAN_KPI-CELL_MCS_HOURLY-05-36,CELL060101,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,82.73,index,valid,synthetic_ran_kpi,95,89,6.44,99.9
RAN_KPI-CELL_MCS_HOURLY-05-37,CELL060101,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,38.73,index,valid,synthetic_ran_kpi,218,215,6.41,99.9
RAN_KPI-CELL_MCS_HOURLY-05-38,CELL060101,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,55.57,index,valid,synthetic_ran_kpi,234,231,3.35,99.9
RAN_KPI-CELL_MCS_HOURLY-05-39,CELL060101,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,50.23,index,valid,synthetic_ran_kpi,199,195,1.99,99.9
RAN_KPI-CELL_MCS_HOURLY-05-40,CELL060101,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,34.14,index,valid,synthetic_ran_kpi,264,261,3.52,99.9
RAN_KPI-CELL_MCS_HOURLY-05-41,CELL060101,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,56.27,index,valid,synthetic_ran_kpi,205,202,6.15,99.9
RAN_KPI-CELL_MCS_HOURLY-05-42,CELL060101,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,43.13,index,valid,synthetic_ran_kpi,149,143,3.32,99.9
RAN_KPI-CELL_MCS_HOURLY-05-43,CELL060101,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,46.21,index,valid,synthetic_ran_kpi,100,94,5.44,99.9
RAN_KPI-CELL_MCS_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,74.03,index,valid,synthetic_ran_kpi,190,188,1.25,99.9
RAN_KPI-CELL_MCS_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,60.75,index,valid,synthetic_ran_kpi,172,167,2.33,99.9
RAN_KPI-CELL_MCS_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,38.7,index,valid,synthetic_ran_kpi,205,199,0.9,99.9
RAN_KPI-CELL_MCS_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,80.5,index,valid,synthetic_ran_kpi,205,201,3.27,99.9
RAN_KPI-CELL_MCS_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,72.55,index,valid,synthetic_ran_kpi,240,238,3.0,99.9
RAN_KPI-CELL_MCS_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,23.67,index,valid,synthetic_ran_kpi,169,162,6.62,99.9
RAN_KPI-CELL_MCS_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,56.45,index,valid,synthetic_ran_kpi,210,202,1.63,99.9
RAN_KPI-CELL_MCS_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,31.99,index,valid,synthetic_ran_kpi,236,229,4.49,99.9
RAN_KPI-CELL_MCS_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,30.59,index,valid,synthetic_ran_kpi,261,257,4.04,99.9
RAN_KPI-CELL_MCS_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,23.75,index,valid,synthetic_ran_kpi,147,145,6.1,99.9
RAN_KPI-CELL_MCS_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,44.12,index,valid,synthetic_ran_kpi,113,108,4.58,99.9
RAN_KPI-CELL_MCS_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,31.42,index,valid,synthetic_ran_kpi,155,151,1.43,99.9
RAN_KPI-CELL_MCS_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,84.51,index,valid,synthetic_ran_kpi,253,245,1.57,99.9
RAN_KPI-CELL_MCS_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,68.68,index,valid,synthetic_ran_kpi,293,292,3.69,99.9
RAN_KPI-CELL_MCS_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,22.58,index,valid,synthetic_ran_kpi,214,210,7.24,99.9
RAN_KPI-CELL_MCS_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,30.41,index,valid,synthetic_ran_kpi,105,100,7.3,99.9
RAN_KPI-CELL_MCS_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,43.58,index,valid,synthetic_ran_kpi,145,143,2.65,99.9
RAN_KPI-CELL_MCS_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,20.92,index,valid,synthetic_ran_kpi,299,291,1.98,99.9
RAN_KPI-CELL_MCS_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,55.06,index,valid,synthetic_ran_kpi,200,193,6.42,99.9
RAN_KPI-CELL_MCS_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,16.44,index,valid,synthetic_ran_kpi,153,151,5.56,99.9
RAN_KPI-CELL_MCS_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,35.62,index,valid,synthetic_ran_kpi,134,133,2.66,99.9
RAN_KPI-CELL_MCS_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,33.29,index,valid,synthetic_ran_kpi,108,103,4.96,99.9
RAN_KPI-CELL_MCS_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,20.18,index,valid,synthetic_ran_kpi,184,176,2.68,99.9
RAN_KPI-CELL_MCS_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,72.5,index,valid,synthetic_ran_kpi,200,198,5.78,99.9
