tcp_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-TCP_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,16.64,index,valid,synthetic_qos,210,202,19.64,0
QOS-TCP_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,21.57,index,valid,synthetic_qos,145,141,22.28,0
QOS-TCP_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,47.46,index,valid,synthetic_qos,277,269,39.42,0
QOS-TCP_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,33.83,index,valid,synthetic_qos,379,375,30.25,0
QOS-TCP_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,25.25,index,valid,synthetic_qos,371,365,24.99,0
QOS-TCP_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,49.34,index,valid,synthetic_qos,139,133,34.18,0
QOS-TCP_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,75.54,index,valid,synthetic_qos,123,115,35.33,0
QOS-TCP_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,50.75,index,valid,synthetic_qos,348,341,41.53,0
QOS-TCP_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.89,index,valid,synthetic_qos,203,197,42.56,0
QOS-TCP_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,44.76,index,valid,synthetic_qos,167,157,25.67,0
QOS-TCP_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,39.2,index,valid,synthetic_qos,289,284,27.46,0
QOS-TCP_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,42.85,index,valid,synthetic_qos,223,215,41.53,0
QOS-TCP_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,64.43,index,valid,synthetic_qos,227,217,31.05,0
QOS-TCP_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,66.84,index,valid,synthetic_qos,328,320,15.66,0
QOS-TCP_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,35.24,index,valid,synthetic_qos,166,161,40.28,0
QOS-TCP_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.25,index,valid,synthetic_qos,374,368,17.81,0
QOS-TCP_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,51.09,index,valid,synthetic_qos,376,372,15.16,0
QOS-TCP_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,76.55,index,valid,synthetic_qos,127,124,23.91,0
QOS-TCP_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,47.1,index,valid,synthetic_qos,141,132,28.57,0
QOS-TCP_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,78.25,index,valid,synthetic_qos,339,336,35.35,0
QOS-TCP_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,57.19,index,valid,synthetic_qos,386,383,30.56,0
QOS-TCP_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,50.75,index,valid,synthetic_qos,318,310,37.1,0
QOS-TCP_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,49.59,index,valid,synthetic_qos,132,130,31.18,0
QOS-TCP_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,79.87,index,valid,synthetic_qos,343,336,18.42,0
QOS-TCP_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,74.09,index,valid,synthetic_qos,306,303,20.71,0
QOS-TCP_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,48.69,index,valid,synthetic_qos,294,288,25.42,0
QOS-TCP_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,16.79,index,valid,synthetic_qos,230,220,38.21,0
QOS-TCP_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,84.96,index,valid,synthetic_qos,177,170,22.8,0
QOS-TCP_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,39.63,index,valid,synthetic_qos,358,355,17.57,0
QOS-TCP_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,41.14,index,valid,synthetic_qos,372,364,44.63,0
QOS-TCP_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,62.74,index,valid,synthetic_qos,170,160,20.14,0
QOS-TCP_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,77.41,index,valid,synthetic_qos,343,333,30.18,0
QOS-TCP_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,29.75,index,valid,synthetic_qos,155,145,31.89,0
QOS-TCP_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,70.98,index,valid,synthetic_qos,328,327,16.7,0
QOS-TCP_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,16.52,index,valid,synthetic_qos,288,279,35.56,0
QOS-TCP_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,70.06,index,valid,synthetic_qos,118,108,21.82,0
QOS-TCP_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,66.2,index,valid,synthetic_qos,342,332,15.06,0
QOS-TCP_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,18.54,index,valid,synthetic_qos,142,135,30.6,0
QOS-TCP_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,43.29,index,valid,synthetic_qos,224,220,36.11,0
QOS-TCP_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,71.22,index,valid,synthetic_qos,342,338,41.82,0
QOS-TCP_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,78.39,index,valid,synthetic_qos,123,119,24.85,0
QOS-TCP_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,40.52,index,valid,synthetic_qos,206,197,27.59,0
QOS-TCP_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,84.32,index,valid,synthetic_qos,213,208,34.17,0
QOS-TCP_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,31.41,index,valid,synthetic_qos,298,294,34.0,0
QOS-TCP_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,44.18,index,valid,synthetic_qos,243,239,17.75,0
QOS-TCP_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,77.38,index,valid,synthetic_qos,166,156,34.91,0
QOS-TCP_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,44.5,index,valid,synthetic_qos,302,301,32.24,0
QOS-TCP_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,21.76,index,valid,synthetic_qos,277,274,36.7,0
QOS-TCP_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,72.15,index,valid,synthetic_qos,139,133,35.04,0
QOS-TCP_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,35.9,index,valid,synthetic_qos,327,317,41.36,0
QOS-TCP_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,62.24,index,valid,synthetic_qos,163,158,41.03,0
QOS-TCP_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,38.56,index,valid,synthetic_qos,393,386,28.35,0
QOS-TCP_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,23.78,index,valid,synthetic_qos,359,349,21.26,0
QOS-TCP_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,40.11,index,valid,synthetic_qos,102,95,19.65,0
QOS-TCP_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,57.76,index,valid,synthetic_qos,250,244,18.08,0
QOS-TCP_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,26.37,index,valid,synthetic_qos,248,244,31.8,0
QOS-TCP_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,61.24,index,valid,synthetic_qos,149,142,20.06,0
QOS-TCP_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,59.39,index,valid,synthetic_qos,367,360,33.96,0
QOS-TCP_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,48.33,index,valid,synthetic_qos,257,256,31.78,0
QOS-TCP_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,25.09,index,valid,synthetic_qos,383,380,16.73,0
QOS-TCP_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,70.03,index,valid,synthetic_qos,180,175,38.98,0
QOS-TCP_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,17.68,index,valid,synthetic_qos,178,177,34.39,0
QOS-TCP_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,74.03,index,valid,synthetic_qos,143,135,40.31,0
QOS-TCP_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,72.4,index,valid,synthetic_qos,192,186,37.26,0
QOS-TCP_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,82.49,index,valid,synthetic_qos,206,197,40.1,0
QOS-TCP_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,69.1,index,valid,synthetic_qos,371,365,28.77,0
QOS-TCP_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,65.54,index,valid,synthetic_qos,162,156,23.07,0
QOS-TCP_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,42.34,index,valid,synthetic_qos,220,210,29.24,0
QOS-TCP_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,78.83,index,valid,synthetic_qos,176,170,37.73,0
QOS-TCP_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,73.69,index,valid,synthetic_qos,313,309,23.19,0
QOS-TCP_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,30.7,index,valid,synthetic_qos,333,330,15.44,0
QOS-TCP_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,40.31,index,valid,synthetic_qos,196,188,22.7,0
QOS-TCP_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,37.0,index,valid,synthetic_qos,233,229,20.89,0
QOS-TCP_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,35.51,index,valid,synthetic_qos,237,236,26.34,0
QOS-TCP_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,55.33,index,valid,synthetic_qos,205,199,40.27,0
QOS-TCP_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,43.62,index,valid,synthetic_qos,220,212,18.32,0
QOS-TCP_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,38.97,index,valid,synthetic_qos,128,122,43.55,0
QOS-TCP_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,17.42,index,valid,synthetic_qos,235,232,30.92,0
QOS-TCP_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,74.78,index,valid,synthetic_qos,328,322,39.44,0
QOS-TCP_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,71.66,index,valid,synthetic_qos,353,352,25.7,0
QOS-TCP_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,58.48,index,valid,synthetic_qos,200,191,33.1,0
QOS-TCP_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,79.75,index,valid,synthetic_qos,196,190,23.51,0
QOS-TCP_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,79.41,index,valid,synthetic_qos,329,319,21.21,0
QOS-TCP_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,17.55,index,valid,synthetic_qos,325,316,16.75,0
QOS-TCP_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,67.75,index,valid,synthetic_qos,283,279,20.92,0
QOS-TCP_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,49.35,index,valid,synthetic_qos,274,267,24.81,0
QOS-TCP_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,18.95,index,valid,synthetic_qos,241,236,33.51,0
QOS-TCP_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,67.73,index,valid,synthetic_qos,227,218,25.28,0
QOS-TCP_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,64.58,index,valid,synthetic_qos,395,393,23.78,0
QOS-TCP_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,46.19,index,valid,synthetic_qos,139,129,38.74,0
QOS-TCP_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,31.67,index,valid,synthetic_qos,181,175,39.15,0
QOS-TCP_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,54.79,index,valid,synthetic_qos,108,100,18.24,0
QOS-TCP_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,47.69,index,valid,synthetic_qos,310,303,41.08,0
QOS-TCP_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,46.48,index,valid,synthetic_qos,327,319,26.59,0
QOS-TCP_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,60.97,index,valid,synthetic_qos,393,383,32.12,0
QOS-TCP_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,30.71,index,valid,synthetic_qos,381,377,37.39,0
QOS-TCP_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,40.72,index,valid,synthetic_qos,223,218,21.76,0
QOS-TCP_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,80.86,index,valid,synthetic_qos,278,269,19.56,0
QOS-TCP_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,35.01,index,valid,synthetic_qos,116,113,18.59,0
