jitter_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-JITTER_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,84.23,index,valid,synthetic_qos,272,269,22.43,0
QOS-JITTER_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,56.21,index,valid,synthetic_qos,150,147,28.44,0
QOS-JITTER_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,17.63,index,valid,synthetic_qos,264,258,39.29,0
QOS-JITTER_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,76.78,index,valid,synthetic_qos,325,323,30.23,0
QOS-JITTER_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,57.95,index,valid,synthetic_qos,303,302,36.79,0
QOS-JITTER_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,33.14,index,valid,synthetic_qos,210,201,24.45,0
QOS-JITTER_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.19,index,valid,synthetic_qos,344,337,34.8,0
QOS-JITTER_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,19.72,index,valid,synthetic_qos,323,322,35.8,0
QOS-JITTER_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,55.99,index,valid,synthetic_qos,331,324,24.78,0
QOS-JITTER_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,44.83,index,valid,synthetic_qos,226,216,23.87,0
QOS-JITTER_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,55.03,index,valid,synthetic_qos,341,331,31.07,0
QOS-JITTER_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,65.38,index,valid,synthetic_qos,316,311,34.12,0
QOS-JITTER_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,75.02,index,valid,synthetic_qos,237,231,31.4,0
QOS-JITTER_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,21.99,index,valid,synthetic_qos,106,104,44.05,0
QOS-JITTER_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,51.54,index,valid,synthetic_qos,150,148,16.39,0
QOS-JITTER_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,55.25,index,valid,synthetic_qos,297,289,19.48,0
QOS-JITTER_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,34.98,index,valid,synthetic_qos,289,287,20.97,0
QOS-JITTER_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,63.09,index,valid,synthetic_qos,385,375,33.4,0
QOS-JITTER_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,48.73,index,valid,synthetic_qos,291,285,42.79,0
QOS-JITTER_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,65.87,index,valid,synthetic_qos,253,246,30.4,0
QOS-JITTER_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,60.14,index,valid,synthetic_qos,236,235,31.39,0
QOS-JITTER_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,25.41,index,valid,synthetic_qos,389,381,15.14,0
QOS-JITTER_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.07,index,valid,synthetic_qos,189,187,44.88,0
QOS-JITTER_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,38.5,index,valid,synthetic_qos,314,305,32.43,0
QOS-JITTER_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,61.58,index,valid,synthetic_qos,374,372,27.26,0
QOS-JITTER_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,52.07,index,valid,synthetic_qos,187,181,42.57,0
QOS-JITTER_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,83.07,index,valid,synthetic_qos,199,195,34.89,0
QOS-JITTER_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,43.86,index,valid,synthetic_qos,349,341,17.46,0
QOS-JITTER_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,79.75,index,valid,synthetic_qos,224,219,25.11,0
QOS-JITTER_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,82.81,index,valid,synthetic_qos,350,344,24.5,0
QOS-JITTER_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,17.9,index,valid,synthetic_qos,334,333,43.03,0
QOS-JITTER_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,25.4,index,valid,synthetic_qos,181,176,21.65,0
QOS-JITTER_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,73.56,index,valid,synthetic_qos,117,112,24.95,0
QOS-JITTER_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,37.17,index,valid,synthetic_qos,263,254,31.79,0
QOS-JITTER_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,28.0,index,valid,synthetic_qos,105,101,44.17,0
QOS-JITTER_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,46.6,index,valid,synthetic_qos,153,151,19.22,0
QOS-JITTER_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,39.32,index,valid,synthetic_qos,396,391,18.97,0
QOS-JITTER_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,50.07,index,valid,synthetic_qos,204,200,26.49,0
QOS-JITTER_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,68.52,index,valid,synthetic_qos,247,244,21.22,0
QOS-JITTER_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,82.64,index,valid,synthetic_qos,374,371,20.38,0
QOS-JITTER_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,81.92,index,valid,synthetic_qos,376,370,35.76,0
QOS-JITTER_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,23.47,index,valid,synthetic_qos,122,121,19.69,0
QOS-JITTER_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,65.47,index,valid,synthetic_qos,395,394,43.37,0
QOS-JITTER_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,83.2,index,valid,synthetic_qos,265,260,29.7,0
QOS-JITTER_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,47.44,index,valid,synthetic_qos,126,116,21.12,0
QOS-JITTER_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,71.87,index,valid,synthetic_qos,198,195,41.26,0
QOS-JITTER_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,26.02,index,valid,synthetic_qos,143,142,38.98,0
QOS-JITTER_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,54.42,index,valid,synthetic_qos,191,184,27.63,0
QOS-JITTER_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,70.58,index,valid,synthetic_qos,197,188,16.57,0
QOS-JITTER_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,40.46,index,valid,synthetic_qos,100,95,34.27,0
QOS-JITTER_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,17.23,index,valid,synthetic_qos,275,274,24.76,0
QOS-JITTER_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,23.89,index,valid,synthetic_qos,388,378,15.24,0
QOS-JITTER_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,77.12,index,valid,synthetic_qos,278,273,18.1,0
QOS-JITTER_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,49.61,index,valid,synthetic_qos,195,185,42.16,0
QOS-JITTER_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,29.39,index,valid,synthetic_qos,192,183,30.55,0
QOS-JITTER_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,69.69,index,valid,synthetic_qos,151,145,33.43,0
QOS-JITTER_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,27.03,index,valid,synthetic_qos,276,271,44.04,0
QOS-JITTER_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,77.28,index,valid,synthetic_qos,112,104,29.44,0
QOS-JITTER_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,55.33,index,valid,synthetic_qos,114,107,23.44,0
QOS-JITTER_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,37.11,index,valid,synthetic_qos,301,298,33.44,0
QOS-JITTER_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,50.49,index,valid,synthetic_qos,208,206,17.6,0
QOS-JITTER_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,68.64,index,valid,synthetic_qos,151,144,38.12,0
QOS-JITTER_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,63.3,index,valid,synthetic_qos,258,255,23.44,0
QOS-JITTER_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,28.71,index,valid,synthetic_qos,267,265,22.29,0
QOS-JITTER_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,60.71,index,valid,synthetic_qos,331,323,41.63,0
QOS-JITTER_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,36.79,index,valid,synthetic_qos,224,219,32.04,0
QOS-JITTER_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,52.49,index,valid,synthetic_qos,114,106,29.4,0
QOS-JITTER_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,31.14,index,valid,synthetic_qos,214,208,31.34,0
QOS-JITTER_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,80.35,index,valid,synthetic_qos,148,142,28.95,0
QOS-JITTER_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,72.86,index,valid,synthetic_qos,371,362,28.37,0
QOS-JITTER_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,39.74,index,valid,synthetic_qos,162,157,31.34,0
QOS-JITTER_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,69.98,index,valid,synthetic_qos,197,195,16.37,0
QOS-JITTER_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,56.07,index,valid,synthetic_qos,300,293,15.51,0
QOS-JITTER_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,79.31,index,valid,synthetic_qos,142,136,35.87,0
QOS-JITTER_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,20.88,index,valid,synthetic_qos,298,291,23.21,0
QOS-JITTER_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,47.95,index,valid,synthetic_qos,301,295,41.07,0
QOS-JITTER_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,69.21,index,valid,synthetic_qos,239,236,42.86,0
QOS-JITTER_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,34.79,index,valid,synthetic_qos,166,162,36.8,0
QOS-JITTER_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,49.93,index,valid,synthetic_qos,105,104,34.19,0
QOS-JITTER_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,69.36,index,valid,synthetic_qos,346,336,26.14,0
QOS-JITTER_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,65.7,index,valid,synthetic_qos,250,246,19.77,0
QOS-JITTER_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,42.08,index,valid,synthetic_qos,298,292,36.79,0
QOS-JITTER_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,44.8,index,valid,synthetic_qos,138,134,34.45,0
QOS-JITTER_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,46.3,index,valid,synthetic_qos,184,180,18.57,0
QOS-JITTER_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,81.57,index,valid,synthetic_qos,381,377,29.95,0
QOS-JITTER_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,83.39,index,valid,synthetic_qos,345,344,26.94,0
QOS-JITTER_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,60.09,index,valid,synthetic_qos,328,321,31.17,0
QOS-JITTER_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,67.71,index,valid,synthetic_qos,366,363,18.69,0
QOS-JITTER_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,74.1,index,valid,synthetic_qos,197,194,31.15,0
QOS-JITTER_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,35.46,index,valid,synthetic_qos,306,296,39.91,0
QOS-JITTER_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,21.48,index,valid,synthetic_qos,367,364,19.03,0
QOS-JITTER_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,46.68,index,valid,synthetic_qos,205,203,35.58,0
QOS-JITTER_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,28.59,index,valid,synthetic_qos,301,297,20.43,0
QOS-JITTER_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,68.74,index,valid,synthetic_qos,256,252,30.2,0
QOS-JITTER_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,55.4,index,valid,synthetic_qos,137,127,23.57,0
QOS-JITTER_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,17.39,index,valid,synthetic_qos,348,343,30.96,0
QOS-JITTER_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,70.83,index,valid,synthetic_qos,326,320,35.52,0
QOS-JITTER_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,36.06,index,valid,synthetic_qos,377,367,16.11,0
QOS-JITTER_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,28.16,index,valid,synthetic_qos,333,325,21.65,0
QOS-JITTER_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,22.58,index,valid,synthetic_qos,289,283,44.7,0
QOS-JITTER_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,53.7,index,valid,synthetic_qos,187,185,24.89,0
QOS-JITTER_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,46.07,index,valid,synthetic_qos,287,278,31.57,0
QOS-JITTER_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,40.64,index,valid,synthetic_qos,355,352,33.26,0
