application_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-APPLICATION_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,21.78,index,valid,synthetic_qos,373,363,39.44,0
QOS-APPLICATION_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,71.08,index,valid,synthetic_qos,119,113,36.67,0
QOS-APPLICATION_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,58.17,index,valid,synthetic_qos,191,185,15.16,0
QOS-APPLICATION_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,28.17,index,valid,synthetic_qos,175,167,15.76,0
QOS-APPLICATION_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,28.7,index,valid,synthetic_qos,374,366,41.25,0
QOS-APPLICATION_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.55,index,valid,synthetic_qos,276,269,41.39,0
QOS-APPLICATION_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,66.88,index,valid,synthetic_qos,187,178,17.49,0
QOS-APPLICATION_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,84.99,index,valid,synthetic_qos,281,275,25.12,0
QOS-APPLICATION_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,72.17,index,valid,synthetic_qos,105,103,36.49,0
QOS-APPLICATION_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,33.55,index,valid,synthetic_qos,301,299,20.81,0
QOS-APPLICATION_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,81.69,index,valid,synthetic_qos,193,190,29.32,0
QOS-APPLICATION_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,69.8,index,valid,synthetic_qos,400,390,15.22,0
QOS-APPLICATION_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,26.83,index,valid,synthetic_qos,295,286,18.67,0
QOS-APPLICATION_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,31.52,index,valid,synthetic_qos,118,117,21.7,0
QOS-APPLICATION_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,27.76,index,valid,synthetic_qos,208,201,38.83,0
QOS-APPLICATION_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,61.94,index,valid,synthetic_qos,272,263,32.06,0
QOS-APPLICATION_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,78.27,index,valid,synthetic_qos,151,142,44.03,0
QOS-APPLICATION_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,57.21,index,valid,synthetic_qos,321,315,41.49,0
QOS-APPLICATION_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,84.08,index,valid,synthetic_qos,127,124,37.66,0
QOS-APPLICATION_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,50.75,index,valid,synthetic_qos,359,358,25.4,0
QOS-APPLICATION_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,64.42,index,valid,synthetic_qos,137,130,26.73,0
QOS-APPLICATION_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,38.02,index,valid,synthetic_qos,240,231,29.9,0
QOS-APPLICATION_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,54.91,index,valid,synthetic_qos,125,122,29.19,0
QOS-APPLICATION_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,70.14,index,valid,synthetic_qos,379,376,42.91,0
QOS-APPLICATION_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,59.89,index,valid,synthetic_qos,107,97,39.22,0
QOS-APPLICATION_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,52.05,index,valid,synthetic_qos,372,364,44.23,0
QOS-APPLICATION_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,50.82,index,valid,synthetic_qos,133,131,26.32,0
QOS-APPLICATION_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,31.53,index,valid,synthetic_qos,346,339,38.63,0
QOS-APPLICATION_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,24.46,index,valid,synthetic_qos,293,285,29.9,0
QOS-APPLICATION_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.63,index,valid,synthetic_qos,164,154,38.91,0
QOS-APPLICATION_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,76.77,index,valid,synthetic_qos,333,332,33.57,0
QOS-APPLICATION_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,81.97,index,valid,synthetic_qos,116,107,20.02,0
QOS-APPLICATION_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,82.9,index,valid,synthetic_qos,134,128,33.86,0
QOS-APPLICATION_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,76.02,index,valid,synthetic_qos,110,102,33.28,0
QOS-APPLICATION_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,58.62,index,valid,synthetic_qos,191,182,15.38,0
QOS-APPLICATION_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.2,index,valid,synthetic_qos,339,329,15.64,0
QOS-APPLICATION_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,17.35,index,valid,synthetic_qos,347,342,17.97,0
QOS-APPLICATION_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,82.52,index,valid,synthetic_qos,200,195,29.8,0
QOS-APPLICATION_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,60.52,index,valid,synthetic_qos,310,306,34.26,0
QOS-APPLICATION_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,45.28,index,valid,synthetic_qos,313,305,27.21,0
QOS-APPLICATION_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,19.87,index,valid,synthetic_qos,146,136,35.86,0
QOS-APPLICATION_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,80.23,index,valid,synthetic_qos,185,178,44.02,0
QOS-APPLICATION_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,63.7,index,valid,synthetic_qos,398,396,29.95,0
QOS-APPLICATION_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,39.73,index,valid,synthetic_qos,124,122,34.98,0
QOS-APPLICATION_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,71.14,index,valid,synthetic_qos,311,304,24.44,0
QOS-APPLICATION_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,63.0,index,valid,synthetic_qos,344,336,16.78,0
QOS-APPLICATION_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,20.89,index,valid,synthetic_qos,250,246,39.83,0
QOS-APPLICATION_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,50.14,index,valid,synthetic_qos,284,277,38.8,0
QOS-APPLICATION_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,57.11,index,valid,synthetic_qos,285,281,38.13,0
QOS-APPLICATION_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,66.29,index,valid,synthetic_qos,145,143,42.83,0
QOS-APPLICATION_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,19.97,index,valid,synthetic_qos,390,387,30.87,0
QOS-APPLICATION_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,72.97,index,valid,synthetic_qos,115,113,23.37,0
QOS-APPLICATION_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,56.63,index,valid,synthetic_qos,274,272,26.14,0
QOS-APPLICATION_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,20.2,index,valid,synthetic_qos,333,326,44.32,0
QOS-APPLICATION_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,78.61,index,valid,synthetic_qos,369,360,39.89,0
QOS-APPLICATION_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,69.98,index,valid,synthetic_qos,120,112,41.49,0
QOS-APPLICATION_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,74.41,index,valid,synthetic_qos,306,305,24.47,0
QOS-APPLICATION_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,62.9,index,valid,synthetic_qos,222,220,39.25,0
QOS-APPLICATION_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,56.0,index,valid,synthetic_qos,134,130,18.36,0
QOS-APPLICATION_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,62.08,index,valid,synthetic_qos,267,261,25.53,0
QOS-APPLICATION_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,78.25,index,valid,synthetic_qos,244,239,25.69,0
QOS-APPLICATION_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,45.79,index,valid,synthetic_qos,242,237,17.93,0
QOS-APPLICATION_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,58.24,index,valid,synthetic_qos,355,347,26.0,0
QOS-APPLICATION_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,16.56,index,valid,synthetic_qos,171,163,23.11,0
QOS-APPLICATION_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,32.38,index,valid,synthetic_qos,310,305,34.53,0
QOS-APPLICATION_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,43.96,index,valid,synthetic_qos,399,394,42.43,0
QOS-APPLICATION_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,62.81,index,valid,synthetic_qos,280,276,20.46,0
QOS-APPLICATION_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,42.25,index,valid,synthetic_qos,328,327,20.4,0
QOS-APPLICATION_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,64.07,index,valid,synthetic_qos,140,139,44.21,0
QOS-APPLICATION_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,72.83,index,valid,synthetic_qos,203,198,16.49,0
QOS-APPLICATION_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,84.36,index,valid,synthetic_qos,237,230,28.13,0
QOS-APPLICATION_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,64.21,index,valid,synthetic_qos,241,235,28.89,0
QOS-APPLICATION_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,70.08,index,valid,synthetic_qos,340,336,17.39,0
QOS-APPLICATION_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,76.49,index,valid,synthetic_qos,338,332,35.43,0
QOS-APPLICATION_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,42.91,index,valid,synthetic_qos,356,354,27.03,0
QOS-APPLICATION_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,51.32,index,valid,synthetic_qos,346,340,37.34,0
QOS-APPLICATION_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,79.57,index,valid,synthetic_qos,211,204,34.55,0
QOS-APPLICATION_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,65.02,index,valid,synthetic_qos,355,351,44.72,0
QOS-APPLICATION_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,31.55,index,valid,synthetic_qos,375,373,31.11,0
QOS-APPLICATION_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,82.81,index,valid,synthetic_qos,323,313,42.67,0
QOS-APPLICATION_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,45.96,index,valid,synthetic_qos,285,283,30.9,0
QOS-APPLICATION_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,68.29,index,valid,synthetic_qos,272,263,38.33,0
QOS-APPLICATION_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,54.69,index,valid,synthetic_qos,368,360,27.99,0
QOS-APPLICATION_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,65.6,index,valid,synthetic_qos,214,210,18.36,0
QOS-APPLICATION_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,39.3,index,valid,synthetic_qos,197,193,36.64,0
QOS-APPLICATION_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,24.72,index,valid,synthetic_qos,330,324,27.06,0
QOS-APPLICATION_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,41.9,index,valid,synthetic_qos,201,195,33.26,0
QOS-APPLICATION_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,38.59,index,valid,synthetic_qos,101,99,22.54,0
QOS-APPLICATION_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,17.48,index,valid,synthetic_qos,389,380,20.81,0
QOS-APPLICATION_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,24.62,index,valid,synthetic_qos,370,363,38.64,0
QOS-APPLICATION_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,45.29,index,valid,synthetic_qos,163,162,31.78,0
QOS-APPLICATION_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,23.29,index,valid,synthetic_qos,272,263,24.98,0
QOS-APPLICATION_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,52.65,index,valid,synthetic_qos,373,371,18.13,0
QOS-APPLICATION_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,82.38,index,valid,synthetic_qos,192,187,18.34,0
QOS-APPLICATION_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,44.62,index,valid,synthetic_qos,283,273,39.38,0
QOS-APPLICATION_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,70.61,index,valid,synthetic_qos,197,195,19.16,0
QOS-APPLICATION_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,69.4,index,valid,synthetic_qos,272,264,39.67,0
QOS-APPLICATION_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,17.73,index,valid,synthetic_qos,327,323,16.75,0
QOS-APPLICATION_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,42.79,index,valid,synthetic_qos,220,214,34.9,0
QOS-APPLICATION_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,27.45,index,valid,synthetic_qos,201,192,31.8,0
QOS-APPLICATION_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,26.38,index,valid,synthetic_qos,209,207,31.37,0
QOS-APPLICATION_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,52.52,index,valid,synthetic_qos,168,158,43.32,0
QOS-APPLICATION_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,63.52,index,valid,synthetic_qos,232,228,36.1,0
QOS-APPLICATION_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,31.86,index,valid,synthetic_qos,143,135,25.65,0
QOS-APPLICATION_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,66.79,index,valid,synthetic_qos,323,320,17.77,0
QOS-APPLICATION_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,52.48,index,valid,synthetic_qos,336,334,44.52,0
QOS-APPLICATION_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.15,index,valid,synthetic_qos,129,125,21.81,0
QOS-APPLICATION_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,53.59,index,valid,synthetic_qos,236,234,39.83,0
QOS-APPLICATION_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,23.72,index,valid,synthetic_qos,394,390,40.89,0
QOS-APPLICATION_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,35.46,index,valid,synthetic_qos,107,104,26.24,0
QOS-APPLICATION_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,27.96,index,valid,synthetic_qos,194,192,25.5,0
