video_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-VIDEO_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,57.15,index,valid,synthetic_qos,244,243,35.46,0
QOS-VIDEO_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,19.13,index,valid,synthetic_qos,307,305,23.83,0
QOS-VIDEO_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.3,index,valid,synthetic_qos,144,141,18.85,0
QOS-VIDEO_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,56.34,index,valid,synthetic_qos,246,242,42.22,0
QOS-VIDEO_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,75.26,index,valid,synthetic_qos,279,270,31.73,0
QOS-VIDEO_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.31,index,valid,synthetic_qos,305,297,35.21,0
QOS-VIDEO_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,80.04,index,valid,synthetic_qos,388,386,42.42,0
QOS-VIDEO_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,78.64,index,valid,synthetic_qos,380,377,43.64,0
QOS-VIDEO_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,49.11,index,valid,synthetic_qos,306,302,22.57,0
QOS-VIDEO_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,37.77,index,valid,synthetic_qos,208,202,30.36,0
QOS-VIDEO_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,17.49,index,valid,synthetic_qos,282,278,39.93,0
QOS-VIDEO_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,31.36,index,valid,synthetic_qos,398,389,18.89,0
QOS-VIDEO_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,43.51,index,valid,synthetic_qos,294,291,27.37,0
QOS-VIDEO_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,73.93,index,valid,synthetic_qos,127,122,37.02,0
QOS-VIDEO_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,83.4,index,valid,synthetic_qos,391,382,38.3,0
QOS-VIDEO_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,33.16,index,valid,synthetic_qos,280,270,21.08,0
QOS-VIDEO_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,77.67,index,valid,synthetic_qos,375,371,33.94,0
QOS-VIDEO_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,52.6,index,valid,synthetic_qos,120,112,28.24,0
QOS-VIDEO_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,50.02,index,valid,synthetic_qos,150,144,27.4,0
QOS-VIDEO_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,48.39,index,valid,synthetic_qos,382,377,22.0,0
QOS-VIDEO_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,75.73,index,valid,synthetic_qos,237,234,35.06,0
QOS-VIDEO_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,26.77,index,valid,synthetic_qos,164,157,15.21,0
QOS-VIDEO_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,83.47,index,valid,synthetic_qos,327,318,26.22,0
QOS-VIDEO_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,82.45,index,valid,synthetic_qos,147,137,40.56,0
QOS-VIDEO_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,22.42,index,valid,synthetic_qos,285,284,31.29,0
QOS-VIDEO_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,60.21,index,valid,synthetic_qos,153,151,30.16,0
QOS-VIDEO_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,82.47,index,valid,synthetic_qos,278,277,18.8,0
QOS-VIDEO_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,50.94,index,valid,synthetic_qos,265,260,33.67,0
QOS-VIDEO_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.58,index,valid,synthetic_qos,126,119,34.03,0
QOS-VIDEO_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,54.31,index,valid,synthetic_qos,128,126,25.17,0
QOS-VIDEO_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,47.1,index,valid,synthetic_qos,172,165,43.71,0
QOS-VIDEO_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,74.24,index,valid,synthetic_qos,150,143,43.01,0
QOS-VIDEO_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,80.92,index,valid,synthetic_qos,382,373,32.86,0
QOS-VIDEO_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.79,index,valid,synthetic_qos,135,127,34.83,0
QOS-VIDEO_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,28.42,index,valid,synthetic_qos,219,216,40.62,0
QOS-VIDEO_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,41.14,index,valid,synthetic_qos,305,295,23.27,0
QOS-VIDEO_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,21.38,index,valid,synthetic_qos,224,220,16.11,0
QOS-VIDEO_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,17.55,index,valid,synthetic_qos,284,281,28.28,0
QOS-VIDEO_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,84.29,index,valid,synthetic_qos,196,188,36.57,0
QOS-VIDEO_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,28.5,index,valid,synthetic_qos,249,243,41.94,0
QOS-VIDEO_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,20.67,index,valid,synthetic_qos,293,292,43.3,0
QOS-VIDEO_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,63.84,index,valid,synthetic_qos,375,366,16.13,0
QOS-VIDEO_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,31.11,index,valid,synthetic_qos,375,373,33.08,0
QOS-VIDEO_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,37.92,index,valid,synthetic_qos,103,93,32.39,0
QOS-VIDEO_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,21.41,index,valid,synthetic_qos,161,160,25.88,0
QOS-VIDEO_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,52.48,index,valid,synthetic_qos,288,280,37.02,0
QOS-VIDEO_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,34.24,index,valid,synthetic_qos,304,303,23.94,0
QOS-VIDEO_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,73.54,index,valid,synthetic_qos,131,121,39.29,0
QOS-VIDEO_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,47.66,index,valid,synthetic_qos,311,304,27.63,0
QOS-VIDEO_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,35.62,index,valid,synthetic_qos,154,146,28.3,0
QOS-VIDEO_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,18.67,index,valid,synthetic_qos,382,374,23.3,0
QOS-VIDEO_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,51.07,index,valid,synthetic_qos,326,322,29.65,0
QOS-VIDEO_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,39.6,index,valid,synthetic_qos,110,102,36.96,0
QOS-VIDEO_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,54.34,index,valid,synthetic_qos,374,372,18.09,0
QOS-VIDEO_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,84.9,index,valid,synthetic_qos,367,357,23.03,0
QOS-VIDEO_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,60.93,index,valid,synthetic_qos,224,216,31.71,0
QOS-VIDEO_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,54.81,index,valid,synthetic_qos,122,118,43.02,0
QOS-VIDEO_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,37.12,index,valid,synthetic_qos,393,383,21.61,0
QOS-VIDEO_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,83.55,index,valid,synthetic_qos,205,204,32.32,0
QOS-VIDEO_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,27.03,index,valid,synthetic_qos,310,309,22.42,0
QOS-VIDEO_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,69.18,index,valid,synthetic_qos,215,206,24.79,0
QOS-VIDEO_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,17.56,index,valid,synthetic_qos,204,195,23.55,0
QOS-VIDEO_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,18.7,index,valid,synthetic_qos,383,373,34.59,0
QOS-VIDEO_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,54.35,index,valid,synthetic_qos,157,151,21.91,0
QOS-VIDEO_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,77.26,index,valid,synthetic_qos,232,231,39.34,0
QOS-VIDEO_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,68.2,index,valid,synthetic_qos,327,322,36.7,0
QOS-VIDEO_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,18.61,index,valid,synthetic_qos,199,194,23.31,0
QOS-VIDEO_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,66.82,index,valid,synthetic_qos,166,164,16.94,0
QOS-VIDEO_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,15.71,index,valid,synthetic_qos,194,192,28.39,0
QOS-VIDEO_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,81.5,index,valid,synthetic_qos,390,389,35.58,0
QOS-VIDEO_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,19.15,index,valid,synthetic_qos,150,145,44.84,0
QOS-VIDEO_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,20.24,index,valid,synthetic_qos,250,246,18.97,0
QOS-VIDEO_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,80.82,index,valid,synthetic_qos,229,226,31.93,0
QOS-VIDEO_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,69.91,index,valid,synthetic_qos,340,332,29.56,0
QOS-VIDEO_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,84.59,index,valid,synthetic_qos,203,194,29.12,0
QOS-VIDEO_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,69.14,index,valid,synthetic_qos,211,208,20.92,0
QOS-VIDEO_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,47.98,index,valid,synthetic_qos,351,347,44.37,0
QOS-VIDEO_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,27.02,index,valid,synthetic_qos,211,202,34.11,0
QOS-VIDEO_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,43.38,index,valid,synthetic_qos,378,373,19.21,0
QOS-VIDEO_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,23.56,index,valid,synthetic_qos,186,182,38.58,0
QOS-VIDEO_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,20.7,index,valid,synthetic_qos,191,189,39.06,0
QOS-VIDEO_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,51.77,index,valid,synthetic_qos,104,97,29.23,0
QOS-VIDEO_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,70.51,index,valid,synthetic_qos,367,362,36.4,0
QOS-VIDEO_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,54.33,index,valid,synthetic_qos,259,256,32.57,0
QOS-VIDEO_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,84.79,index,valid,synthetic_qos,361,354,26.0,0
QOS-VIDEO_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,51.44,index,valid,synthetic_qos,275,269,39.14,0
QOS-VIDEO_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,59.32,index,valid,synthetic_qos,337,333,42.25,0
QOS-VIDEO_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,42.27,index,valid,synthetic_qos,240,232,32.75,0
QOS-VIDEO_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,18.74,index,valid,synthetic_qos,167,157,37.14,0
QOS-VIDEO_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,24.02,index,valid,synthetic_qos,297,296,32.92,0
QOS-VIDEO_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,21.04,index,valid,synthetic_qos,314,306,37.07,0
QOS-VIDEO_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,76.17,index,valid,synthetic_qos,281,279,44.12,0
QOS-VIDEO_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,27.83,index,valid,synthetic_qos,249,245,22.69,0
QOS-VIDEO_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,69.57,index,valid,synthetic_qos,376,370,18.37,0
QOS-VIDEO_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,23.38,index,valid,synthetic_qos,373,371,30.37,0
QOS-VIDEO_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,46.03,index,valid,synthetic_qos,107,101,40.86,0
QOS-VIDEO_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,20.11,index,valid,synthetic_qos,172,168,33.3,0
QOS-VIDEO_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,26.86,index,valid,synthetic_qos,353,345,40.41,0
QOS-VIDEO_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,18.25,index,valid,synthetic_qos,344,336,31.68,0
QOS-VIDEO_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,37.29,index,valid,synthetic_qos,202,198,31.75,0
QOS-VIDEO_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,34.92,index,valid,synthetic_qos,280,272,40.67,0
QOS-VIDEO_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,45.93,index,valid,synthetic_qos,243,240,21.03,0
QOS-VIDEO_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,42.33,index,valid,synthetic_qos,266,260,20.07,0
QOS-VIDEO_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,68.26,index,valid,synthetic_qos,199,196,31.34,0
QOS-VIDEO_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,82.9,index,valid,synthetic_qos,391,387,33.06,0
QOS-VIDEO_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,63.51,index,valid,synthetic_qos,194,185,29.98,0
QOS-VIDEO_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,67.54,index,valid,synthetic_qos,366,357,28.88,0
