udp_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-UDP_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,19.27,index,valid,synthetic_qos,196,190,24.59,0
QOS-UDP_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,77.98,index,valid,synthetic_qos,340,331,18.7,0
QOS-UDP_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,51.51,index,valid,synthetic_qos,133,129,15.58,0
QOS-UDP_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,49.12,index,valid,synthetic_qos,243,238,17.09,0
QOS-UDP_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,19.94,index,valid,synthetic_qos,305,304,42.07,0
QOS-UDP_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,71.37,index,valid,synthetic_qos,154,150,43.47,0
QOS-UDP_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,51.53,index,valid,synthetic_qos,291,287,27.45,0
QOS-UDP_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,38.32,index,valid,synthetic_qos,209,203,21.56,0
QOS-UDP_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,19.73,index,valid,synthetic_qos,175,165,38.93,0
QOS-UDP_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,20.32,index,valid,synthetic_qos,233,229,28.0,0
QOS-UDP_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,25.29,index,valid,synthetic_qos,321,317,29.92,0
QOS-UDP_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,64.43,index,valid,synthetic_qos,141,136,19.33,0
QOS-UDP_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,66.55,index,valid,synthetic_qos,206,199,39.92,0
QOS-UDP_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,70.7,index,valid,synthetic_qos,158,148,23.96,0
QOS-UDP_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,44.2,index,valid,synthetic_qos,261,258,32.85,0
QOS-UDP_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,46.54,index,valid,synthetic_qos,269,267,44.78,0
QOS-UDP_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,51.7,index,valid,synthetic_qos,129,123,31.7,0
QOS-UDP_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,75.23,index,valid,synthetic_qos,290,288,38.31,0
QOS-UDP_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,82.63,index,valid,synthetic_qos,342,332,38.55,0
QOS-UDP_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,30.51,index,valid,synthetic_qos,273,263,16.12,0
QOS-UDP_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,48.04,index,valid,synthetic_qos,280,279,20.44,0
QOS-UDP_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,47.29,index,valid,synthetic_qos,182,179,16.47,0
QOS-UDP_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,23.34,index,valid,synthetic_qos,301,299,39.42,0
QOS-UDP_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,55.02,index,valid,synthetic_qos,119,114,25.46,0
QOS-UDP_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,36.86,index,valid,synthetic_qos,380,372,30.79,0
QOS-UDP_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,33.61,index,valid,synthetic_qos,238,229,23.54,0
QOS-UDP_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,22.9,index,valid,synthetic_qos,325,315,42.42,0
QOS-UDP_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,67.9,index,valid,synthetic_qos,334,330,37.32,0
QOS-UDP_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,69.85,index,valid,synthetic_qos,275,267,30.48,0
QOS-UDP_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,27.78,index,valid,synthetic_qos,310,301,17.59,0
QOS-UDP_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,42.82,index,valid,synthetic_qos,342,336,35.9,0
QOS-UDP_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,39.34,index,valid,synthetic_qos,243,242,18.65,0
QOS-UDP_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,33.23,index,valid,synthetic_qos,137,132,38.75,0
QOS-UDP_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,39.9,index,valid,synthetic_qos,215,206,37.39,0
QOS-UDP_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,38.57,index,valid,synthetic_qos,148,147,31.73,0
QOS-UDP_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,77.33,index,valid,synthetic_qos,100,95,17.49,0
QOS-UDP_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,80.15,index,valid,synthetic_qos,156,154,33.16,0
QOS-UDP_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,41.96,index,valid,synthetic_qos,335,331,19.32,0
QOS-UDP_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,52.02,index,valid,synthetic_qos,268,259,35.93,0
QOS-UDP_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,44.65,index,valid,synthetic_qos,274,264,38.41,0
QOS-UDP_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,62.97,index,valid,synthetic_qos,229,228,19.58,0
QOS-UDP_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,30.82,index,valid,synthetic_qos,301,292,39.07,0
QOS-UDP_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,22.49,index,valid,synthetic_qos,184,180,39.69,0
QOS-UDP_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,48.66,index,valid,synthetic_qos,210,202,28.73,0
QOS-UDP_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,81.74,index,valid,synthetic_qos,155,148,28.49,0
QOS-UDP_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,16.61,index,valid,synthetic_qos,155,150,44.13,0
QOS-UDP_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,20.13,index,valid,synthetic_qos,224,220,32.38,0
QOS-UDP_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,83.62,index,valid,synthetic_qos,247,243,39.53,0
QOS-UDP_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,82.01,index,valid,synthetic_qos,140,132,33.04,0
QOS-UDP_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,36.17,index,valid,synthetic_qos,178,177,37.25,0
QOS-UDP_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,40.38,index,valid,synthetic_qos,106,96,21.83,0
QOS-UDP_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,16.86,index,valid,synthetic_qos,326,318,18.43,0
QOS-UDP_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,60.49,index,valid,synthetic_qos,151,146,26.84,0
QOS-UDP_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,41.05,index,valid,synthetic_qos,317,310,17.14,0
QOS-UDP_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,67.01,index,valid,synthetic_qos,291,286,30.64,0
QOS-UDP_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,52.76,index,valid,synthetic_qos,375,371,37.41,0
QOS-UDP_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,58.5,index,valid,synthetic_qos,380,371,28.53,0
QOS-UDP_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,65.25,index,valid,synthetic_qos,168,164,42.57,0
QOS-UDP_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,59.52,index,valid,synthetic_qos,399,392,15.08,0
QOS-UDP_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,37.77,index,valid,synthetic_qos,178,176,44.08,0
QOS-UDP_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,44.65,index,valid,synthetic_qos,221,214,37.46,0
QOS-UDP_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,20.72,index,valid,synthetic_qos,108,106,37.36,0
QOS-UDP_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,41.57,index,valid,synthetic_qos,326,322,27.88,0
QOS-UDP_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,26.03,index,valid,synthetic_qos,387,385,19.3,0
QOS-UDP_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,77.33,index,valid,synthetic_qos,265,256,18.72,0
QOS-UDP_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,56.49,index,valid,synthetic_qos,113,108,17.06,0
QOS-UDP_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,75.39,index,valid,synthetic_qos,137,129,40.0,0
QOS-UDP_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,79.27,index,valid,synthetic_qos,270,269,19.57,0
QOS-UDP_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,58.14,index,valid,synthetic_qos,290,288,20.45,0
QOS-UDP_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,53.88,index,valid,synthetic_qos,138,133,22.15,0
QOS-UDP_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,79.44,index,valid,synthetic_qos,316,312,40.16,0
QOS-UDP_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,46.83,index,valid,synthetic_qos,385,383,23.6,0
QOS-UDP_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,64.16,index,valid,synthetic_qos,308,300,20.66,0
QOS-UDP_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,37.18,index,valid,synthetic_qos,127,126,18.71,0
QOS-UDP_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,62.84,index,valid,synthetic_qos,129,124,18.46,0
QOS-UDP_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,28.83,index,valid,synthetic_qos,266,264,31.68,0
QOS-UDP_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,64.26,index,valid,synthetic_qos,168,162,32.96,0
QOS-UDP_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,71.88,index,valid,synthetic_qos,289,283,36.06,0
QOS-UDP_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,76.4,index,valid,synthetic_qos,397,394,31.2,0
QOS-UDP_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,53.01,index,valid,synthetic_qos,103,97,22.36,0
QOS-UDP_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,24.03,index,valid,synthetic_qos,244,238,36.97,0
QOS-UDP_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,20.5,index,valid,synthetic_qos,108,98,26.9,0
QOS-UDP_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,46.75,index,valid,synthetic_qos,347,339,27.82,0
QOS-UDP_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,45.91,index,valid,synthetic_qos,214,210,37.06,0
QOS-UDP_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,77.11,index,valid,synthetic_qos,198,196,21.42,0
QOS-UDP_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,44.36,index,valid,synthetic_qos,189,182,31.84,0
QOS-UDP_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,66.68,index,valid,synthetic_qos,146,139,27.22,0
QOS-UDP_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,60.45,index,valid,synthetic_qos,153,146,41.09,0
QOS-UDP_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,65.27,index,valid,synthetic_qos,379,377,35.88,0
QOS-UDP_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,41.85,index,valid,synthetic_qos,326,325,39.72,0
QOS-UDP_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,51.86,index,valid,synthetic_qos,213,211,38.39,0
QOS-UDP_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,16.11,index,valid,synthetic_qos,377,373,33.1,0
QOS-UDP_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,62.86,index,valid,synthetic_qos,170,168,35.42,0
QOS-UDP_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,32.46,index,valid,synthetic_qos,125,123,31.14,0
QOS-UDP_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,28.27,index,valid,synthetic_qos,314,311,20.25,0
QOS-UDP_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,56.72,index,valid,synthetic_qos,309,299,38.95,0
QOS-UDP_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,76.29,index,valid,synthetic_qos,393,386,20.62,0
QOS-UDP_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,29.49,index,valid,synthetic_qos,392,386,24.61,0
QOS-UDP_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,75.94,index,valid,synthetic_qos,367,364,41.05,0
