gaming_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-GAMING_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,19.9,index,valid,synthetic_qos,324,318,29.65,0
QOS-GAMING_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,53.96,index,valid,synthetic_qos,288,285,20.42,0
QOS-GAMING_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,34.03,index,valid,synthetic_qos,254,244,40.85,0
QOS-GAMING_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,45.52,index,valid,synthetic_qos,168,165,32.32,0
QOS-GAMING_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,65.62,index,valid,synthetic_qos,374,365,35.65,0
QOS-GAMING_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,51.53,index,valid,synthetic_qos,149,148,29.81,0
QOS-GAMING_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,36.47,index,valid,synthetic_qos,248,238,17.98,0
QOS-GAMING_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,15.51,index,valid,synthetic_qos,292,284,25.45,0
QOS-GAMING_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,33.0,index,valid,synthetic_qos,135,127,28.72,0
QOS-GAMING_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,37.84,index,valid,synthetic_qos,350,348,41.28,0
QOS-GAMING_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,29.89,index,valid,synthetic_qos,124,123,36.56,0
QOS-GAMING_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,77.38,index,valid,synthetic_qos,313,309,24.56,0
QOS-GAMING_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,38.19,index,valid,synthetic_qos,266,256,18.02,0
QOS-GAMING_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.89,index,valid,synthetic_qos,356,354,29.64,0
QOS-GAMING_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,71.53,index,valid,synthetic_qos,333,325,23.57,0
QOS-GAMING_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,31.01,index,valid,synthetic_qos,356,347,18.85,0
QOS-GAMING_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,52.38,index,valid,synthetic_qos,208,203,17.04,0
QOS-GAMING_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,39.2,index,valid,synthetic_qos,249,244,37.16,0
QOS-GAMING_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,52.98,index,valid,synthetic_qos,191,190,33.56,0
QOS-GAMING_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,57.2,index,valid,synthetic_qos,100,95,31.52,0
QOS-GAMING_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,24.34,index,valid,synthetic_qos,207,205,31.52,0
QOS-GAMING_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,69.16,index,valid,synthetic_qos,392,383,33.04,0
QOS-GAMING_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,45.7,index,valid,synthetic_qos,337,329,40.76,0
QOS-GAMING_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,30.59,index,valid,synthetic_qos,269,265,40.06,0
QOS-GAMING_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,37.88,index,valid,synthetic_qos,398,396,38.93,0
QOS-GAMING_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,61.46,index,valid,synthetic_qos,380,377,29.74,0
QOS-GAMING_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,25.22,index,valid,synthetic_qos,124,118,33.96,0
QOS-GAMING_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,42.48,index,valid,synthetic_qos,332,326,36.77,0
QOS-GAMING_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,66.53,index,valid,synthetic_qos,244,238,34.69,0
QOS-GAMING_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,19.95,index,valid,synthetic_qos,163,156,44.91,0
QOS-GAMING_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,27.16,index,valid,synthetic_qos,332,329,19.1,0
QOS-GAMING_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,75.21,index,valid,synthetic_qos,107,97,44.2,0
QOS-GAMING_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,61.44,index,valid,synthetic_qos,279,275,22.87,0
QOS-GAMING_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,17.67,index,valid,synthetic_qos,331,322,41.57,0
QOS-GAMING_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,53.02,index,valid,synthetic_qos,188,186,30.66,0
QOS-GAMING_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,72.66,index,valid,synthetic_qos,377,371,29.08,0
QOS-GAMING_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,65.96,index,valid,synthetic_qos,294,289,31.09,0
QOS-GAMING_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,41.59,index,valid,synthetic_qos,282,277,35.45,0
QOS-GAMING_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,59.67,index,valid,synthetic_qos,242,236,30.27,0
QOS-GAMING_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,82.89,index,valid,synthetic_qos,344,337,35.19,0
QOS-GAMING_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,84.82,index,valid,synthetic_qos,278,271,28.88,0
QOS-GAMING_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,47.19,index,valid,synthetic_qos,243,237,40.01,0
QOS-GAMING_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,45.12,index,valid,synthetic_qos,186,176,42.35,0
QOS-GAMING_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,22.15,index,valid,synthetic_qos,357,353,40.21,0
QOS-GAMING_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,70.66,index,valid,synthetic_qos,158,149,24.6,0
QOS-GAMING_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,53.66,index,valid,synthetic_qos,123,116,20.06,0
QOS-GAMING_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,19.64,index,valid,synthetic_qos,378,373,17.57,0
QOS-GAMING_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,53.26,index,valid,synthetic_qos,321,320,36.22,0
QOS-GAMING_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,65.59,index,valid,synthetic_qos,159,158,17.46,0
QOS-GAMING_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,43.58,index,valid,synthetic_qos,151,141,16.05,0
QOS-GAMING_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,50.74,index,valid,synthetic_qos,380,375,42.97,0
QOS-GAMING_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,19.23,index,valid,synthetic_qos,386,385,18.32,0
QOS-GAMING_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,28.05,index,valid,synthetic_qos,226,225,28.35,0
QOS-GAMING_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,21.83,index,valid,synthetic_qos,254,246,18.53,0
QOS-GAMING_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,70.65,index,valid,synthetic_qos,250,242,37.37,0
QOS-GAMING_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,81.58,index,valid,synthetic_qos,220,215,28.66,0
QOS-GAMING_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,23.3,index,valid,synthetic_qos,165,163,42.85,0
QOS-GAMING_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,70.45,index,valid,synthetic_qos,302,293,33.76,0
QOS-GAMING_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,68.91,index,valid,synthetic_qos,339,330,18.01,0
QOS-GAMING_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,74.17,index,valid,synthetic_qos,111,101,43.04,0
QOS-GAMING_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,57.12,index,valid,synthetic_qos,347,344,30.88,0
QOS-GAMING_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,19.53,index,valid,synthetic_qos,163,157,35.81,0
QOS-GAMING_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,64.39,index,valid,synthetic_qos,101,100,44.92,0
QOS-GAMING_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,25.2,index,valid,synthetic_qos,202,195,34.64,0
QOS-GAMING_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,74.48,index,valid,synthetic_qos,349,344,33.03,0
QOS-GAMING_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,48.43,index,valid,synthetic_qos,352,350,44.58,0
QOS-GAMING_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,70.7,index,valid,synthetic_qos,256,251,42.37,0
QOS-GAMING_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,45.39,index,valid,synthetic_qos,143,137,20.12,0
QOS-GAMING_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,54.05,index,valid,synthetic_qos,289,279,29.44,0
QOS-GAMING_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,20.85,index,valid,synthetic_qos,367,364,16.61,0
QOS-GAMING_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,81.47,index,valid,synthetic_qos,100,96,40.28,0
QOS-GAMING_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,76.82,index,valid,synthetic_qos,287,284,29.58,0
QOS-GAMING_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,27.09,index,valid,synthetic_qos,325,321,23.9,0
QOS-GAMING_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,67.47,index,valid,synthetic_qos,262,253,33.18,0
QOS-GAMING_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,58.23,index,valid,synthetic_qos,190,181,34.8,0
QOS-GAMING_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,65.0,index,valid,synthetic_qos,239,234,28.3,0
QOS-GAMING_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,15.94,index,valid,synthetic_qos,250,247,19.08,0
QOS-GAMING_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,44.41,index,valid,synthetic_qos,110,107,37.98,0
QOS-GAMING_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,15.25,index,valid,synthetic_qos,257,252,22.04,0
QOS-GAMING_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,34.63,index,valid,synthetic_qos,400,395,36.89,0
QOS-GAMING_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,47.52,index,valid,synthetic_qos,161,155,42.14,0
QOS-GAMING_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,44.61,index,valid,synthetic_qos,264,257,33.92,0
QOS-GAMING_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,54.43,index,valid,synthetic_qos,123,120,37.85,0
QOS-GAMING_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,27.89,index,valid,synthetic_qos,281,272,19.64,0
QOS-GAMING_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,24.69,index,valid,synthetic_qos,196,187,37.57,0
QOS-GAMING_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,33.01,index,valid,synthetic_qos,248,238,17.22,0
QOS-GAMING_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,25.2,index,valid,synthetic_qos,375,371,30.08,0
QOS-GAMING_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,24.69,index,valid,synthetic_qos,344,337,41.43,0
QOS-GAMING_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,27.95,index,valid,synthetic_qos,335,329,32.6,0
QOS-GAMING_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,80.28,index,valid,synthetic_qos,271,264,30.16,0
QOS-GAMING_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,18.49,index,valid,synthetic_qos,321,313,25.94,0
QOS-GAMING_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,51.94,index,valid,synthetic_qos,323,313,38.65,0
QOS-GAMING_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,18.29,index,valid,synthetic_qos,294,285,21.12,0
QOS-GAMING_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,45.63,index,valid,synthetic_qos,188,184,44.86,0
QOS-GAMING_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,69.72,index,valid,synthetic_qos,161,159,38.92,0
QOS-GAMING_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,47.42,index,valid,synthetic_qos,105,95,25.11,0
QOS-GAMING_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,64.81,index,valid,synthetic_qos,139,132,42.68,0
QOS-GAMING_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,56.67,index,valid,synthetic_qos,120,112,44.7,0
QOS-GAMING_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,20.32,index,valid,synthetic_qos,313,304,19.57,0
QOS-GAMING_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,37.17,index,valid,synthetic_qos,272,269,35.93,0
QOS-GAMING_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,31.43,index,valid,synthetic_qos,127,124,18.45,0
QOS-GAMING_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,42.85,index,valid,synthetic_qos,213,204,43.51,0
QOS-GAMING_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,50.78,index,valid,synthetic_qos,339,338,40.03,0
