voice_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-VOICE_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,43.69,index,valid,synthetic_qos,317,309,26.54,0
QOS-VOICE_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,51.13,index,valid,synthetic_qos,192,182,40.4,0
QOS-VOICE_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,52.1,index,valid,synthetic_qos,197,193,44.58,0
QOS-VOICE_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,70.67,index,valid,synthetic_qos,151,146,37.98,0
QOS-VOICE_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,18.64,index,valid,synthetic_qos,287,280,16.2,0
QOS-VOICE_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,21.73,index,valid,synthetic_qos,240,230,35.79,0
QOS-VOICE_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,44.26,index,valid,synthetic_qos,375,367,31.53,0
QOS-VOICE_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,30.71,index,valid,synthetic_qos,254,244,24.42,0
QOS-VOICE_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,40.2,index,valid,synthetic_qos,141,136,25.06,0
QOS-VOICE_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,65.0,index,valid,synthetic_qos,251,247,34.87,0
QOS-VOICE_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,43.47,index,valid,synthetic_qos,217,212,32.69,0
QOS-VOICE_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,42.36,index,valid,synthetic_qos,358,357,25.46,0
QOS-VOICE_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,42.52,index,valid,synthetic_qos,399,394,34.36,0
QOS-VOICE_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,66.01,index,valid,synthetic_qos,164,156,27.53,0
QOS-VOICE_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,23.38,index,valid,synthetic_qos,338,334,32.09,0
QOS-VOICE_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,16.01,index,valid,synthetic_qos,344,343,16.17,0
QOS-VOICE_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,65.65,index,valid,synthetic_qos,199,196,39.34,0
QOS-VOICE_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,29.24,index,valid,synthetic_qos,131,126,31.94,0
QOS-VOICE_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,63.63,index,valid,synthetic_qos,110,105,20.19,0
QOS-VOICE_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,36.35,index,valid,synthetic_qos,164,161,42.53,0
QOS-VOICE_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,83.89,index,valid,synthetic_qos,125,120,20.75,0
QOS-VOICE_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,75.36,index,valid,synthetic_qos,172,163,34.46,0
QOS-VOICE_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,58.94,index,valid,synthetic_qos,373,370,25.76,0
QOS-VOICE_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,16.3,index,valid,synthetic_qos,179,175,22.33,0
QOS-VOICE_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,57.89,index,valid,synthetic_qos,321,311,25.04,0
QOS-VOICE_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,65.82,index,valid,synthetic_qos,142,136,36.61,0
QOS-VOICE_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,50.03,index,valid,synthetic_qos,345,337,38.49,0
QOS-VOICE_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,37.42,index,valid,synthetic_qos,327,323,32.46,0
QOS-VOICE_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,38.19,index,valid,synthetic_qos,165,157,22.25,0
QOS-VOICE_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.91,index,valid,synthetic_qos,195,194,15.96,0
QOS-VOICE_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,79.69,index,valid,synthetic_qos,281,271,32.76,0
QOS-VOICE_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,56.44,index,valid,synthetic_qos,313,303,25.83,0
QOS-VOICE_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,46.75,index,valid,synthetic_qos,163,157,21.73,0
QOS-VOICE_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,44.43,index,valid,synthetic_qos,189,185,32.48,0
QOS-VOICE_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,59.94,index,valid,synthetic_qos,199,196,42.38,0
QOS-VOICE_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,49.77,index,valid,synthetic_qos,250,240,28.13,0
QOS-VOICE_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,39.61,index,valid,synthetic_qos,247,242,23.24,0
QOS-VOICE_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,42.01,index,valid,synthetic_qos,120,115,42.32,0
QOS-VOICE_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,80.44,index,valid,synthetic_qos,231,228,31.72,0
QOS-VOICE_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,31.8,index,valid,synthetic_qos,348,342,34.09,0
QOS-VOICE_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,70.0,index,valid,synthetic_qos,123,120,43.77,0
QOS-VOICE_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,40.71,index,valid,synthetic_qos,119,113,29.25,0
QOS-VOICE_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,82.99,index,valid,synthetic_qos,264,254,16.0,0
QOS-VOICE_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,49.79,index,valid,synthetic_qos,127,122,23.69,0
QOS-VOICE_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,17.24,index,valid,synthetic_qos,239,231,32.1,0
QOS-VOICE_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,80.77,index,valid,synthetic_qos,137,133,36.9,0
QOS-VOICE_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,64.45,index,valid,synthetic_qos,290,283,20.24,0
QOS-VOICE_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,60.45,index,valid,synthetic_qos,318,314,43.15,0
QOS-VOICE_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,16.15,index,valid,synthetic_qos,226,218,20.06,0
QOS-VOICE_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,20.48,index,valid,synthetic_qos,311,310,21.98,0
QOS-VOICE_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,58.67,index,valid,synthetic_qos,205,200,41.99,0
QOS-VOICE_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,54.98,index,valid,synthetic_qos,267,261,31.68,0
QOS-VOICE_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,26.77,index,valid,synthetic_qos,322,314,33.46,0
QOS-VOICE_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,23.25,index,valid,synthetic_qos,129,127,27.36,0
QOS-VOICE_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,79.97,index,valid,synthetic_qos,377,373,41.74,0
QOS-VOICE_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,57.67,index,valid,synthetic_qos,163,157,42.62,0
QOS-VOICE_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,60.02,index,valid,synthetic_qos,377,372,36.92,0
QOS-VOICE_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,82.15,index,valid,synthetic_qos,232,229,33.78,0
QOS-VOICE_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,49.43,index,valid,synthetic_qos,300,298,16.52,0
QOS-VOICE_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,84.65,index,valid,synthetic_qos,355,352,44.66,0
QOS-VOICE_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,83.39,index,valid,synthetic_qos,170,162,44.6,0
QOS-VOICE_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,64.85,index,valid,synthetic_qos,166,156,20.63,0
QOS-VOICE_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,57.87,index,valid,synthetic_qos,248,242,20.78,0
QOS-VOICE_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,18.86,index,valid,synthetic_qos,211,205,19.02,0
QOS-VOICE_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,61.66,index,valid,synthetic_qos,166,164,39.8,0
QOS-VOICE_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,41.6,index,valid,synthetic_qos,396,392,43.8,0
QOS-VOICE_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,19.17,index,valid,synthetic_qos,236,234,34.61,0
QOS-VOICE_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,31.77,index,valid,synthetic_qos,258,250,39.71,0
QOS-VOICE_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,51.06,index,valid,synthetic_qos,323,314,24.97,0
QOS-VOICE_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,61.42,index,valid,synthetic_qos,133,127,43.94,0
QOS-VOICE_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,19.95,index,valid,synthetic_qos,120,110,33.63,0
QOS-VOICE_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,46.78,index,valid,synthetic_qos,185,178,26.24,0
QOS-VOICE_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,67.9,index,valid,synthetic_qos,238,232,30.76,0
QOS-VOICE_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,77.76,index,valid,synthetic_qos,263,255,41.34,0
QOS-VOICE_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,38.06,index,valid,synthetic_qos,345,338,28.19,0
QOS-VOICE_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,32.05,index,valid,synthetic_qos,303,293,41.66,0
QOS-VOICE_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,44.23,index,valid,synthetic_qos,313,303,33.83,0
QOS-VOICE_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,40.69,index,valid,synthetic_qos,229,224,17.86,0
QOS-VOICE_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,55.34,index,valid,synthetic_qos,303,302,37.55,0
QOS-VOICE_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,21.27,index,valid,synthetic_qos,262,258,36.57,0
QOS-VOICE_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,82.9,index,valid,synthetic_qos,252,246,26.65,0
QOS-VOICE_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,20.34,index,valid,synthetic_qos,142,137,34.64,0
QOS-VOICE_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,82.13,index,valid,synthetic_qos,103,93,22.24,0
QOS-VOICE_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,54.04,index,valid,synthetic_qos,347,341,30.26,0
QOS-VOICE_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,57.93,index,valid,synthetic_qos,302,294,38.2,0
QOS-VOICE_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,59.06,index,valid,synthetic_qos,145,140,38.38,0
QOS-VOICE_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,30.94,index,valid,synthetic_qos,237,234,27.28,0
QOS-VOICE_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,68.68,index,valid,synthetic_qos,326,318,25.58,0
QOS-VOICE_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,56.41,index,valid,synthetic_qos,137,128,31.64,0
QOS-VOICE_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,82.25,index,valid,synthetic_qos,207,206,36.63,0
QOS-VOICE_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,54.97,index,valid,synthetic_qos,204,197,44.62,0
QOS-VOICE_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,53.24,index,valid,synthetic_qos,190,187,17.07,0
QOS-VOICE_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,83.79,index,valid,synthetic_qos,174,173,29.56,0
QOS-VOICE_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,26.09,index,valid,synthetic_qos,273,268,40.7,0
QOS-VOICE_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,50.68,index,valid,synthetic_qos,373,363,24.94,0
QOS-VOICE_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,71.46,index,valid,synthetic_qos,162,157,28.1,0
QOS-VOICE_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,64.42,index,valid,synthetic_qos,139,134,36.03,0
QOS-VOICE_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,40.83,index,valid,synthetic_qos,322,316,44.97,0
QOS-VOICE_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,16.26,index,valid,synthetic_qos,316,307,28.62,0
QOS-VOICE_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,26.36,index,valid,synthetic_qos,303,301,28.94,0
QOS-VOICE_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,37.03,index,valid,synthetic_qos,142,134,44.77,0
QOS-VOICE_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,33.92,index,valid,synthetic_qos,339,329,22.35,0
QOS-VOICE_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,80.74,index,valid,synthetic_qos,128,119,26.55,0
