latency_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-LATENCY_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,60.95,index,valid,synthetic_qos,101,93,23.26,0
QOS-LATENCY_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,53.36,index,valid,synthetic_qos,132,123,33.4,0
QOS-LATENCY_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,77.73,index,valid,synthetic_qos,168,166,23.58,0
QOS-LATENCY_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,73.54,index,valid,synthetic_qos,166,157,38.43,0
QOS-LATENCY_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,69.96,index,valid,synthetic_qos,253,251,42.92,0
QOS-LATENCY_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,34.47,index,valid,synthetic_qos,275,270,43.8,0
QOS-LATENCY_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,55.67,index,valid,synthetic_qos,394,384,33.21,0
QOS-LATENCY_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,59.12,index,valid,synthetic_qos,374,371,18.58,0
QOS-LATENCY_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,36.81,index,valid,synthetic_qos,287,285,31.42,0
QOS-LATENCY_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,69.76,index,valid,synthetic_qos,168,163,36.82,0
QOS-LATENCY_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,52.95,index,valid,synthetic_qos,363,360,16.5,0
QOS-LATENCY_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,82.77,index,valid,synthetic_qos,371,367,31.58,0
QOS-LATENCY_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,62.07,index,valid,synthetic_qos,268,266,29.27,0
QOS-LATENCY_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,32.2,index,valid,synthetic_qos,142,139,43.63,0
QOS-LATENCY_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,42.38,index,valid,synthetic_qos,397,393,31.51,0
QOS-LATENCY_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,23.24,index,valid,synthetic_qos,114,109,33.89,0
QOS-LATENCY_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,83.96,index,valid,synthetic_qos,309,301,31.3,0
QOS-LATENCY_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,72.9,index,valid,synthetic_qos,302,292,42.1,0
QOS-LATENCY_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,30.67,index,valid,synthetic_qos,248,246,22.87,0
QOS-LATENCY_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,38.76,index,valid,synthetic_qos,225,222,28.28,0
QOS-LATENCY_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,52.39,index,valid,synthetic_qos,285,278,17.49,0
QOS-LATENCY_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,49.76,index,valid,synthetic_qos,213,210,34.44,0
QOS-LATENCY_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,51.12,index,valid,synthetic_qos,310,309,35.32,0
QOS-LATENCY_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,36.92,index,valid,synthetic_qos,306,302,37.88,0
QOS-LATENCY_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,66.66,index,valid,synthetic_qos,327,323,43.67,0
QOS-LATENCY_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,26.01,index,valid,synthetic_qos,159,149,43.7,0
QOS-LATENCY_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,31.47,index,valid,synthetic_qos,393,388,25.56,0
QOS-LATENCY_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.49,index,valid,synthetic_qos,135,132,18.32,0
QOS-LATENCY_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,36.41,index,valid,synthetic_qos,264,261,34.72,0
QOS-LATENCY_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,38.18,index,valid,synthetic_qos,326,317,30.35,0
QOS-LATENCY_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,56.37,index,valid,synthetic_qos,382,376,18.78,0
QOS-LATENCY_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,17.45,index,valid,synthetic_qos,266,260,24.89,0
QOS-LATENCY_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,83.06,index,valid,synthetic_qos,165,163,21.48,0
QOS-LATENCY_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,79.49,index,valid,synthetic_qos,121,118,29.84,0
QOS-LATENCY_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,28.8,index,valid,synthetic_qos,185,177,33.17,0
QOS-LATENCY_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,35.25,index,valid,synthetic_qos,298,292,36.84,0
QOS-LATENCY_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,32.23,index,valid,synthetic_qos,385,380,26.41,0
QOS-LATENCY_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,41.87,index,valid,synthetic_qos,143,138,30.65,0
QOS-LATENCY_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,22.66,index,valid,synthetic_qos,390,381,34.01,0
QOS-LATENCY_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,42.06,index,valid,synthetic_qos,386,384,28.44,0
QOS-LATENCY_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,83.21,index,valid,synthetic_qos,177,171,31.79,0
QOS-LATENCY_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,20.81,index,valid,synthetic_qos,205,197,39.19,0
QOS-LATENCY_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,67.14,index,valid,synthetic_qos,275,274,35.15,0
QOS-LATENCY_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,22.71,index,valid,synthetic_qos,342,332,37.69,0
QOS-LATENCY_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,36.66,index,valid,synthetic_qos,203,194,32.15,0
QOS-LATENCY_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,77.55,index,valid,synthetic_qos,382,375,22.44,0
QOS-LATENCY_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,41.95,index,valid,synthetic_qos,213,203,32.78,0
QOS-LATENCY_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,48.88,index,valid,synthetic_qos,354,344,22.63,0
QOS-LATENCY_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,36.94,index,valid,synthetic_qos,179,172,22.77,0
QOS-LATENCY_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,37.79,index,valid,synthetic_qos,259,257,21.11,0
QOS-LATENCY_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,39.53,index,valid,synthetic_qos,361,355,35.2,0
QOS-LATENCY_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,66.9,index,valid,synthetic_qos,167,163,26.38,0
QOS-LATENCY_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,57.59,index,valid,synthetic_qos,111,108,44.67,0
QOS-LATENCY_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,81.66,index,valid,synthetic_qos,137,132,33.94,0
QOS-LATENCY_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,41.08,index,valid,synthetic_qos,325,323,25.28,0
QOS-LATENCY_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,69.18,index,valid,synthetic_qos,300,291,18.77,0
QOS-LATENCY_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,77.57,index,valid,synthetic_qos,165,162,19.32,0
QOS-LATENCY_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,61.36,index,valid,synthetic_qos,357,354,19.24,0
QOS-LATENCY_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,60.34,index,valid,synthetic_qos,129,126,17.38,0
QOS-LATENCY_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,20.01,index,valid,synthetic_qos,335,327,22.47,0
QOS-LATENCY_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,17.04,index,valid,synthetic_qos,126,125,32.9,0
QOS-LATENCY_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,34.82,index,valid,synthetic_qos,179,171,37.52,0
QOS-LATENCY_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,82.69,index,valid,synthetic_qos,395,391,30.46,0
QOS-LATENCY_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,45.59,index,valid,synthetic_qos,319,311,30.66,0
QOS-LATENCY_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,21.78,index,valid,synthetic_qos,383,381,22.94,0
QOS-LATENCY_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,27.42,index,valid,synthetic_qos,134,124,32.06,0
QOS-LATENCY_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,65.02,index,valid,synthetic_qos,273,267,38.63,0
QOS-LATENCY_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,29.53,index,valid,synthetic_qos,359,356,16.8,0
QOS-LATENCY_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,59.57,index,valid,synthetic_qos,222,217,30.77,0
QOS-LATENCY_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,44.19,index,valid,synthetic_qos,357,353,17.78,0
QOS-LATENCY_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,41.67,index,valid,synthetic_qos,258,250,37.96,0
QOS-LATENCY_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,19.95,index,valid,synthetic_qos,167,158,17.0,0
QOS-LATENCY_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,81.54,index,valid,synthetic_qos,118,113,36.58,0
QOS-LATENCY_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,68.5,index,valid,synthetic_qos,191,189,34.44,0
QOS-LATENCY_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,74.16,index,valid,synthetic_qos,172,170,24.21,0
QOS-LATENCY_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,21.23,index,valid,synthetic_qos,300,294,26.92,0
QOS-LATENCY_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,57.12,index,valid,synthetic_qos,396,386,35.28,0
QOS-LATENCY_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,46.33,index,valid,synthetic_qos,100,92,19.52,0
QOS-LATENCY_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,69.42,index,valid,synthetic_qos,346,340,34.04,0
QOS-LATENCY_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,80.9,index,valid,synthetic_qos,253,247,23.38,0
QOS-LATENCY_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,33.3,index,valid,synthetic_qos,226,216,23.34,0
QOS-LATENCY_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,22.56,index,valid,synthetic_qos,162,152,35.3,0
QOS-LATENCY_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,53.3,index,valid,synthetic_qos,211,202,42.37,0
QOS-LATENCY_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,74.57,index,valid,synthetic_qos,271,267,42.55,0
QOS-LATENCY_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,68.01,index,valid,synthetic_qos,315,309,16.09,0
QOS-LATENCY_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,68.72,index,valid,synthetic_qos,343,335,23.95,0
QOS-LATENCY_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,79.57,index,valid,synthetic_qos,149,144,43.93,0
QOS-LATENCY_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,21.63,index,valid,synthetic_qos,208,200,25.19,0
QOS-LATENCY_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,78.66,index,valid,synthetic_qos,369,365,42.64,0
QOS-LATENCY_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,78.86,index,valid,synthetic_qos,312,307,24.68,0
QOS-LATENCY_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,30.06,index,valid,synthetic_qos,184,182,30.89,0
QOS-LATENCY_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,54.01,index,valid,synthetic_qos,373,370,44.98,0
QOS-LATENCY_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,19.06,index,valid,synthetic_qos,144,141,41.25,0
QOS-LATENCY_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,74.72,index,valid,synthetic_qos,246,237,16.85,0
QOS-LATENCY_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,63.87,index,valid,synthetic_qos,167,164,39.6,0
QOS-LATENCY_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,51.02,index,valid,synthetic_qos,216,214,19.46,0
QOS-LATENCY_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,27.31,index,valid,synthetic_qos,296,290,35.1,0
QOS-LATENCY_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,65.84,index,valid,synthetic_qos,122,121,15.24,0
QOS-LATENCY_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,45.38,index,valid,synthetic_qos,389,385,41.24,0
QOS-LATENCY_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,55.39,index,valid,synthetic_qos,147,141,25.04,0
QOS-LATENCY_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,33.71,index,valid,synthetic_qos,277,274,32.83,0
QOS-LATENCY_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,37.4,index,valid,synthetic_qos,355,354,32.69,0
QOS-LATENCY_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,31.88,index,valid,synthetic_qos,130,124,40.96,0
QOS-LATENCY_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,81.89,index,valid,synthetic_qos,224,218,20.7,0
QOS-LATENCY_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,79.13,index,valid,synthetic_qos,363,360,34.66,0
QOS-LATENCY_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,33.06,index,valid,synthetic_qos,172,165,25.04,0
QOS-LATENCY_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,62.94,index,valid,synthetic_qos,197,191,19.07,0
